placename,needs to be Xed,needs Xed,needs Xing,longitude,latitude
Petersfield,0.9363855,0.0000000000,0.06361446, -0.9389900,51.00759
Northampton,0.9060052,0.0156657963,0.07832898, -0.9026560,52.24048
Melton Mowbray,0.8775168,0.0000000000,0.12248322, -0.8871260,52.76640
Aylesbury,0.8691589,0.0062305296,0.12461059, -0.8084000,51.81561
Newark-on-Trent,0.8569704,0.0000000000,0.14302957, -0.8065700,53.07004
Malton,0.9027027,0.0000000000,0.09729730, -0.7978970,54.13684
Chichester,0.9219610,0.0060030015,0.07203602, -0.7749360,50.83761
Gainsborough,0.8611825,0.0000000000,0.13881748, -0.7744650,53.40058
Milton Keynes,0.8955916,0.0092807425,0.09512761, -0.7594171,52.04062
Aldershot,0.9428934,0.0000000000,0.05710660, -0.7557509,51.24837
High Wycombe,0.8328267,0.0000000000,0.16717325, -0.7482290,51.62861
Midhurst,0.9333670,0.0060575467,0.06057547, -0.7372740,50.98690
Kettering,0.9189189,0.0129729730,0.06810811, -0.7302490,52.39632
Wellingborough,0.9105691,0.0162601626,0.07317073, -0.6939640,52.30242
Corby,0.9133803,0.0042253521,0.08239437, -0.6842333,52.49230
Bognor Regis,0.9024559,0.0041508129,0.09339329, -0.6730610,50.78300
Scunthorpe,0.9204738,0.0000000000,0.07952623, -0.6544130,53.58865
Grantham,0.8694075,0.0000000000,0.13059250, -0.6435820,52.91252
Whitby,0.9055270,0.0038560411,0.09061697, -0.6133470,54.48633
Slough,0.8773449,0.0000000000,0.12265512, -0.5950406,51.51054
Guildford,0.9402110,0.0000000000,0.05978898, -0.5704090,51.23622
Woking,0.9100642,0.0000000000,0.08993576, -0.5600349,51.31677
Lincoln,0.8781250,0.0000000000,0.12187500, -0.5405790,53.23069
Bedford,0.9118388,0.0100755668,0.07808564, -0.4667782,52.13864
Heathrow,0.8690242,0.0000000000,0.13097577, -0.4542955,51.47002
Driffield,0.9277865,0.0000000000,0.07221350, -0.4433770,54.00600
Beverley,0.9281437,0.0000000000,0.07185629, -0.4350930,53.84196
Luton,0.9091892,0.0000000000,0.09081081, -0.4200255,51.87867
Scarborough,0.9206049,0.0000000000,0.07939509, -0.3997520,54.28311
Worthing,0.8889373,0.0043554007,0.10670732, -0.3728820,50.81787
Dorking,0.9206226,0.0046692607,0.07470817, -0.3323780,51.23220
Hull,0.9304175,0.0000000000,0.06958250, -0.3274198,53.76762
Horsham,0.9034175,0.0000000000,0.09658247, -0.3258580,51.06288
Biggleswade,0.8990909,0.0081818182,0.09272727, -0.2642200,52.08694
Peterborough,0.8846154,0.0076923077,0.10769231, -0.2405299,52.56950
Welwyn Garden City,0.8951049,0.0059940060,0.09890110, -0.2086610,51.80317
Bridlington,0.9224283,0.0000000000,0.07757167, -0.1988020,54.08535
Stevenage,0.9106946,0.0000000000,0.08930540, -0.1966120,51.90376
Crawley,0.8843931,0.0000000000,0.11560694, -0.1872275,51.10914
Huntingdon,0.8824042,0.0130662021,0.10452962, -0.1825520,52.33146
Hove,0.9002783,0.0046382189,0.09508349, -0.1687490,50.82793
Spalding,0.8758865,0.0000000000,0.12411348, -0.1537024,52.79010
Brighton,0.9020947,0.0045537341,0.09335155, -0.1371630,50.82253
London,0.9142835,0.0006539082,0.08506256, -0.1277583,51.50735
Grimsby,0.9318182,0.0000000000,0.06818182, -0.0807840,53.56747
Boston,0.8901408,0.0000000000,0.10985915, -0.0265770,52.97894
Royston,0.8882245,0.0055197792,0.10625575, -0.0240660,52.04814
Louth_Lincs,0.9279438,0.0000000000,0.07205624, -0.0077110,53.36596
Lewes,0.9131226,0.0000000000,0.08687738,  0.0087800,50.87387
Chatteris,0.8771499,0.0049140049,0.11793612,  0.0540120,52.45610
Uckfield,0.9184917,0.0000000000,0.08150832,  0.0959130,50.96641
Cambridge,0.8724195,0.0074318745,0.12014864,  0.1218170,52.20534
Bishop's Stortford,0.9025773,0.0061855670,0.09123711,  0.1536502,51.87216
Wisbech,0.8790932,0.0050377834,0.11586902,  0.1587970,52.66632
Sevenoaks,0.8755556,0.0000000000,0.12444444,  0.1908980,51.27241
Tunbridge Wells,0.8826947,0.0000000000,0.11730533,  0.2636950,51.13238
Eastbourne,0.9083503,0.0000000000,0.09164969,  0.2904720,50.76803
Brentwood,0.8876630,0.0000000000,0.11233701,  0.3071749,51.62047
Skegness,0.9200000,0.0000000000,0.08000000,  0.3378810,53.14640
Downham Market,0.8858447,0.0045662100,0.10958904,  0.3854720,52.60661
King's Lynn,0.9148936,0.0000000000,0.08510638,  0.4022963,52.75168
Bexhill,0.9028025,0.0000000000,0.09719747,  0.4662071,50.84991
Chelmsford,0.9126316,0.0000000000,0.08736842,  0.4685497,51.73559
Mildenhall,0.8747628,0.0045540797,0.12068311,  0.5156095,52.34757
Medway,0.8909812,0.0000000000,0.10901883,  0.5417861,51.40474
Braintree,0.9038055,0.0000000000,0.09619450,  0.5509269,51.88009
Gillingham,0.8931751,0.0000000000,0.10682493,  0.5514380,51.38632
Hastings,0.9026150,0.0000000000,0.09738503,  0.5734530,50.85426
Maldon,0.9026915,0.0000000000,0.09730849,  0.6714480,51.73181
Southend,0.8953869,0.0000000000,0.10461315,  0.7077123,51.54593
Bury St Edmunds,0.8833608,0.0039538715,0.11268534,  0.7104932,52.24292
Thetford,0.8781726,0.0033840948,0.11844332,  0.7516570,52.41286
Ashford,0.9000000,0.0000000000,0.10000000,  0.8750190,51.14647
Faversham,0.8942598,0.0000000000,0.10574018,  0.8893580,51.31599
Colchester,0.8892478,0.0000000000,0.11075219,  0.8918740,51.89593
New Romney,0.8958785,0.0000000000,0.10412148,  0.9394730,50.98512
Canterbury,0.8818444,0.0000000000,0.11815562,  1.0789089,51.28023
Ipswich,0.9089616,0.0000000000,0.09103841,  1.1482200,52.05674
Clacton,0.8889403,0.0000000000,0.11105969,  1.1530350,51.78953
Folkestone,0.8914168,0.0000000000,0.10858325,  1.1694560,51.08140
Sheringham,0.9019074,0.0054495913,0.09264305,  1.2109589,52.94442
Harwich,0.8872798,0.0000000000,0.11272016,  1.2602970,51.93473
Norwich,0.9081386,0.0048348106,0.08702659,  1.2973550,52.63089
Cromer,0.9024390,0.0054200542,0.09214092,  1.3018660,52.93145
Dover,0.8942598,0.0000000000,0.10574018,  1.3134027,51.12788
Felixstowe,0.9034982,0.0000000000,0.09650181,  1.3512550,51.96173
Margate,0.9053876,0.0000000000,0.09461235,  1.3868339,51.38965
Ramsgate,0.9154930,0.0000000000,0.08450704,  1.4198950,51.33555
Great Yarmouth,0.9125506,0.0048582996,0.08259109,  1.7280470,52.59823
Lowestoft,0.9125506,0.0048582996,0.08259109,  1.7534490,52.48114
Swaffham,0.8858049,0.0047581285,0.10943695,  0.6874810,52.64747
Dereham,0.8881119,0.0046620047,0.10722611,  0.9378270,52.68162
Ely,0.8818182,0.0045454545,0.11363636,  0.2623630,52.39954
March,0.8714286,0.0047619048,0.12380952,  0.0886220,52.55172
St Neots,0.8904245,0.0177690030,0.09180652, -0.2651030,52.23008
Banham,0.9069111,0.0042313117,0.08885755,  1.0402849,52.45125
Holt,0.9201183,0.0059171598,0.07396450,  1.0867470,52.90936
Cromer,0.9024390,0.0054200542,0.09214092,  1.3018660,52.93145
Hunstanton,0.9288889,0.0088888889,0.06222222,  0.4910320,52.93891
Horncastle,0.8865031,0.0000000000,0.11349693, -0.1124500,53.20731
Market Weighton,0.9348172,0.0000000000,0.06518283, -0.6677465,53.86484
Hawes,0.8837296,0.0000000000,0.11627036, -2.1968695,54.30383
Reeth,0.9134241,0.0000000000,0.08657588, -1.9428115,54.38946
Aysgarth,0.8862705,0.0000000000,0.11372951, -1.9967434,54.29159
Stanhope,0.9274843,0.0107430618,0.06177261, -2.0113020,54.74946
Keswick,0.8698092,0.0112233446,0.11896745, -3.1347060,54.60128
Oxenholme,0.8439675,0.0116009281,0.14443155, -2.7243328,54.30134
