placename,needs to be Xed,needs Xed,needs Xing,longitude,latitude
Gainsborough,0.4624233,0.08895706,0.44861963, -0.7744650,53.40058
Milton Keynes,0.7037887,0.09682357,0.19938768, -0.7594171,52.04062
Aldershot,0.7596593,0.08761789,0.15272285, -0.7557509,51.24837
High Wycombe,0.7397490,0.11548117,0.14476987, -0.7482290,51.62861
Midhurst,0.7008671,0.12644509,0.17268786, -0.7372740,50.98690
Kettering,0.6385542,0.11699429,0.24445149, -0.7302490,52.39632
Wellingborough,0.6653761,0.11642699,0.21819690, -0.6939640,52.30242
Corby,0.6666667,0.11500000,0.21833333, -0.6842333,52.49230
Bognor Regis,0.7039051,0.14236283,0.15373208, -0.6730610,50.78300
Scunthorpe,0.5064935,0.06539889,0.42810761, -0.6544130,53.58865
Grantham,0.5911271,0.05515588,0.35371703, -0.6435820,52.91252
Whitby,0.4404512,0.05745016,0.50209864, -0.6133470,54.48633
Slough,0.7460967,0.11115242,0.14275093, -0.5950406,51.51054
Guildford,0.7651515,0.09818182,0.13666667, -0.5704090,51.23622
Woking,0.7487790,0.10989011,0.14133089, -0.5600349,51.31677
Lincoln,0.5108696,0.09130435,0.39782609, -0.5405790,53.23069
Bedford,0.7610966,0.08289817,0.15600522, -0.4667782,52.13864
Heathrow,0.7163927,0.13620613,0.14740116, -0.4542955,51.47002
Driffield,0.5422177,0.07087148,0.38691082, -0.4433770,54.00600
Beverley,0.5467387,0.06231824,0.39094308, -0.4350930,53.84196
Luton,0.6962923,0.11777535,0.18593239, -0.4200255,51.87867
Scarborough,0.5418719,0.06765189,0.39047619, -0.3997520,54.28311
Worthing,0.7337902,0.14338429,0.12282551, -0.3728820,50.81787
Dorking,0.7399755,0.11415712,0.14586743, -0.3323780,51.23220
Hull,0.5276300,0.06631191,0.40605813, -0.3274198,53.76762
Horsham,0.7325843,0.13370787,0.13370787, -0.3258580,51.06288
Biggleswade,0.7631184,0.08920540,0.14767616, -0.2642200,52.08694
Peterborough,0.6025641,0.13589744,0.26153846, -0.2405299,52.56950
Welwyn Garden City,0.6875000,0.12774123,0.18475877, -0.2086610,51.80317
Bridlington,0.5365441,0.06083650,0.40261935, -0.1988020,54.08535
Stevenage,0.7232244,0.10146561,0.17531003, -0.1966120,51.90376
Crawley,0.7481675,0.12408377,0.12774869, -0.1872275,51.10914
Huntingdon,0.7050394,0.10938620,0.18557440, -0.1825520,52.33146
Hove,0.7419863,0.13767735,0.12033631, -0.1687490,50.82793
Spalding,0.6336406,0.10368664,0.26267281, -0.1537024,52.79010
Brighton,0.7409300,0.14103219,0.11803781, -0.1371630,50.82253
London,0.7749168,0.11721961,0.10786362, -0.1277583,51.50735
Grimsby,0.5444840,0.08113879,0.37437722, -0.0807840,53.56747
Boston,0.6214405,0.10887772,0.26968174, -0.0265770,52.97894
Royston,0.7236353,0.11317519,0.16318948, -0.0240660,52.04814
Louth_Lincs,0.5560254,0.08139535,0.36257928, -0.0077110,53.36596
Lewes,0.7575758,0.13057851,0.11184573,  0.0087800,50.87387
Chatteris,0.6736503,0.11925866,0.20709106,  0.0540120,52.45610
Uckfield,0.7610959,0.12986301,0.10904110,  0.0959130,50.96641
Cambridge,0.7067368,0.13273228,0.16053093,  0.1218170,52.20534
Bishop's Stortford,0.7107356,0.11232604,0.17693837,  0.1536502,51.87216
Wisbech,0.6304850,0.11547344,0.25404157,  0.1587970,52.66632
Sevenoaks,0.6434765,0.16495861,0.19156484,  0.1908980,51.27241
Tunbridge Wells,0.7256080,0.11675945,0.15763258,  0.2636950,51.13238
Eastbourne,0.7505749,0.13001946,0.11940563,  0.2904720,50.76803
Brentwood,0.7223583,0.11966410,0.15797761,  0.3071749,51.62047
Skegness,0.6016362,0.12460667,0.27375708,  0.3378810,53.14640
Downham Market,0.6753454,0.11689692,0.20775770,  0.3854720,52.60661
King's Lynn,0.6355140,0.13417891,0.23030708,  0.4022963,52.75168
Bexhill,0.7417396,0.13341668,0.12484372,  0.4662071,50.84991
Chelmsford,0.7250883,0.12720848,0.14770318,  0.4685497,51.73559
Mildenhall,0.7070973,0.12568666,0.16721600,  0.5156095,52.34757
Medway,0.7336974,0.10472213,0.16158047,  0.5417861,51.40474
Braintree,0.7213740,0.14122137,0.13740458,  0.5509269,51.88009
Gillingham,0.7317700,0.10664953,0.16158047,  0.5514380,51.38632
Hastings,0.7644131,0.09788470,0.13770220,  0.5734530,50.85426
Maldon,0.7429597,0.12209412,0.13494613,  0.6714480,51.73181
Southend,0.7379392,0.12030971,0.14175104,  0.7077123,51.54593
Bury St Edmunds,0.7110359,0.12333145,0.16563264,  0.7104932,52.24292
Thetford,0.7273725,0.12068020,0.15194734,  0.7516570,52.41286
Ashford,0.7096629,0.11550562,0.17483146,  0.8750190,51.14647
Faversham,0.7190047,0.11926212,0.16173316,  0.8893580,51.31599
Colchester,0.7276665,0.12777477,0.14455874,  0.8918740,51.89593
New Romney,0.6999554,0.11190370,0.18814088,  0.9394730,50.98512
Canterbury,0.7159952,0.11806941,0.16593538,  1.0789089,51.28023
Ipswich,0.7416032,0.11419615,0.14420063,  1.1482200,52.05674
Clacton,0.7349537,0.12442130,0.14062500,  1.1530350,51.78953
Folkestone,0.7002037,0.11323829,0.18655804,  1.1694560,51.08140
Sheringham,0.6952748,0.15091610,0.15380906,  1.2109589,52.94442
Harwich,0.7401760,0.12434018,0.13548387,  1.2602970,51.93473
Norwich,0.7168675,0.13809082,0.14504171,  1.2973550,52.63089
Cromer,0.6952748,0.15091610,0.15380906,  1.3018660,52.93145
Dover,0.7020243,0.11619433,0.18178138,  1.3134027,51.12788
Felixstowe,0.7383343,0.12522150,0.13644418,  1.3512550,51.96173
Margate,0.6783042,0.15336658,0.16832918,  1.3868339,51.38965
Ramsgate,0.6845053,0.14747978,0.16801493,  1.4198950,51.33555
Great Yarmouth,0.7228648,0.13523132,0.14190391,  1.7280470,52.59823
Lowestoft,0.7123980,0.13214147,0.15546055,  1.7534490,52.48114
Swaffham,0.7073651,0.13391099,0.15872391,  0.6874810,52.64747
Dereham,0.7067745,0.14206269,0.15116279,  0.9378270,52.68162
Ely,0.6892496,0.13173371,0.17901670,  0.2623630,52.39954
March,0.6385870,0.11956522,0.24184783,  0.0886220,52.55172
St Neots,0.7326849,0.10551135,0.16180371, -0.2651030,52.23008
Banham,0.7302654,0.10513940,0.16459523,  1.0402849,52.45125
Holt,0.6981678,0.14802314,0.15380906,  1.0867470,52.90936
Cromer,0.6952748,0.15091610,0.15380906,  1.3018660,52.93145
Hunstanton,0.6424682,0.14882033,0.20871143,  0.4910320,52.93891
Horncastle,0.5934959,0.10569106,0.30081301, -0.1124500,53.20731
Market Weighton,0.5355607,0.07409858,0.39034072, -0.6677465,53.86484
Hawes,0.5292714,0.12846394,0.34226464, -2.1968695,54.30383
Reeth,0.4605370,0.06102522,0.47843775, -1.9428115,54.38946
Aysgarth,0.5417867,0.06700288,0.39121037, -1.9967434,54.29159
Stanhope,0.4244868,0.16055718,0.41495601, -2.0113020,54.74946
Keswick,0.5083199,0.27160494,0.22007515, -3.1347060,54.60128
Oxenholme,0.5333108,0.14203585,0.32465336, -2.7243328,54.30134
