placename,aint,amnt,arent,ent,int,longitude,latitude
Newcastle-under-Lyme,0.18577075,0.000000000,0.8142292,0.0000000000,0.000000000, -2.2273002,53.01321
Worcester,0.28197227,0.000000000,0.6163328,0.1016949153,0.000000000, -2.2215750,52.19364
Trowbridge,0.28205128,0.000000000,0.6858974,0.0192307692,0.012820513, -2.2088530,51.31966
Shaftesbury,0.26633166,0.000000000,0.7102178,0.0234505863,0.000000000, -2.1980830,51.00460
Alderney,0.25800000,0.000000000,0.7380000,0.0040000000,0.000000000, -2.1973557,49.71500
Stoke-on-Trent,0.22097378,0.000000000,0.7790262,0.0000000000,0.000000000, -2.1794040,53.00267
Colne,0.19277108,0.000000000,0.8072289,0.0000000000,0.000000000, -2.1769910,53.85564
Blandford Forum,0.32802548,0.000000000,0.6592357,0.0127388535,0.000000000, -2.1653530,50.85691
Rochdale,0.14737406,0.000000000,0.8526259,0.0000000000,0.000000000, -2.1561000,53.60971
Jersey,0.25204918,0.000000000,0.7438525,0.0040983607,0.000000000, -2.1312500,49.21444
Wolverhampton,0.43099788,0.000000000,0.5053079,0.0636942675,0.000000000, -2.1288200,52.58697
Stafford,0.34243176,0.000000000,0.6575682,0.0000000000,0.000000000, -2.1206600,52.80669
Macclesfield,0.19960474,0.000000000,0.7885375,0.0000000000,0.011857708, -2.1192870,53.25866
Hexham,0.08662175,0.000000000,0.9133782,0.0000000000,0.000000000, -2.1121439,54.97266
Aberdeen,0.26679842,0.059288538,0.6620553,0.0118577075,0.000000000, -2.0942780,57.14972
Dudley,0.45338983,0.000000000,0.4848668,0.0617433414,0.000000000, -2.0811120,52.51226
Cheltenham,0.19736842,0.000000000,0.7039474,0.0986842105,0.000000000, -2.0782533,51.89939
Bromsgrove,0.39972808,0.000000000,0.4983005,0.1019714480,0.000000000, -2.0619060,52.33559
Skipton,0.13610586,0.000000000,0.8638941,0.0000000000,0.000000000, -2.0162787,53.96285
Fraserburgh,0.26207605,0.061664954,0.6639260,0.0123329908,0.000000000, -2.0076310,57.69335
Berwick,0.13529412,0.023529412,0.8411765,0.0000000000,0.000000000, -2.0053950,55.77024
Poole,0.30473373,0.000000000,0.6834320,0.0118343195,0.000000000, -1.9872480,50.71505
Walsall,0.44278903,0.000000000,0.4964243,0.0607866508,0.000000000, -1.9829190,52.58621
Cirencester,0.22325581,0.000000000,0.7023256,0.0744186047,0.000000000, -1.9682430,51.71849
Evesham,0.18834081,0.000000000,0.6771300,0.1345291480,0.000000000, -1.9467700,52.09215
Buxton,0.22664360,0.000000000,0.7629758,0.0000000000,0.010380623, -1.9148300,53.25908
Keighley,0.13188648,0.000000000,0.8580968,0.0100166945,0.000000000, -1.9123580,53.86780
Birmingham,0.45219483,0.000000000,0.4684305,0.0793746242,0.000000000, -1.8904010,52.48624
Bournemouth,0.29985007,0.000000000,0.6881559,0.0119940030,0.000000000, -1.8807690,50.71916
Halifax,0.15043605,0.000000000,0.8495640,0.0000000000,0.000000000, -1.8575400,53.72702
Salisbury,0.28590971,0.000000000,0.6949384,0.0191518468,0.000000000, -1.7944720,51.06878
Ringwood,0.25742574,0.008486563,0.7227723,0.0113154173,0.000000000, -1.7888170,50.84495
Huddersfield,0.14016990,0.000000000,0.8525485,0.0072815534,0.000000000, -1.7850351,53.64579
Peterhead,0.26150833,0.058765916,0.6679726,0.0117531832,0.000000000, -1.7840660,57.50812
Swindon,0.22664360,0.000000000,0.6903114,0.0830449827,0.000000000, -1.7797176,51.55577
Bradford,0.13477601,0.000000000,0.8561124,0.0091116173,0.000000000, -1.7593980,53.79598
Ashbourne,0.26590198,0.000000000,0.7340980,0.0000000000,0.000000000, -1.7321790,53.01663
Marlborough,0.27547170,0.000000000,0.6792453,0.0452830189,0.000000000, -1.7270620,51.42007
Stratford-upon-Avon,0.42937853,0.000000000,0.4870056,0.0836158192,0.000000000, -1.7082980,52.19173
Alnwick,0.10334029,0.000000000,0.8966597,0.0000000000,0.000000000, -1.7062990,55.41274
Otley,0.12488849,0.000000000,0.8644068,0.0107047279,0.000000000, -1.6917860,53.90583
Bishop Auckland,0.12669683,0.000000000,0.8733032,0.0000000000,0.000000000, -1.6787880,54.66382
Burton upon Trent,0.32558140,0.000000000,0.6356589,0.0387596899,0.000000000, -1.6371359,52.81403
Newcastle,0.09430255,0.000000000,0.9056974,0.0000000000,0.000000000, -1.6177800,54.97825
Durham,0.08243376,0.000000000,0.9175662,0.0000000000,0.000000000, -1.5848520,54.77525
Ashington,0.10269710,0.000000000,0.8973029,0.0000000000,0.000000000, -1.5659829,55.18298
Darlington,0.14285714,0.000000000,0.8571429,0.0000000000,0.000000000, -1.5594580,54.52361
Leeds,0.12677231,0.000000000,0.8632193,0.0100083403,0.000000000, -1.5490774,53.80076
Harrogate,0.11951589,0.004538578,0.8668684,0.0090771558,0.000000000, -1.5418120,53.99212
Leamington Spa,0.45036573,0.000000000,0.4660397,0.0835945664,0.000000000, -1.5200789,52.28519
Coventry,0.47651847,0.000000000,0.4445836,0.0788979336,0.000000000, -1.5196930,52.40682
Blyth,0.09902913,0.000000000,0.9009709,0.0000000000,0.000000000, -1.5102770,55.12696
Wakefield,0.13172043,0.000000000,0.8544547,0.0138248848,0.000000000, -1.5059240,53.68330
Andover,0.33068362,0.000000000,0.6406995,0.0286168521,0.000000000, -1.4919233,51.21120
Witney,0.20101351,0.000000000,0.7347973,0.0641891892,0.000000000, -1.4850544,51.78594
Barnsley,0.14050633,0.005063291,0.8493671,0.0050632911,0.000000000, -1.4797260,53.55263
Derby,0.29956585,0.000000000,0.7004342,0.0000000000,0.000000000, -1.4746186,52.92253
Sheffield,0.13186813,0.005071851,0.8579882,0.0050718512,0.000000000, -1.4700850,53.38113
Nuneaton,0.44435675,0.000000000,0.4893449,0.0615627466,0.004735596, -1.4653820,52.52049
Northallerton,0.14336283,0.000000000,0.8566372,0.0000000000,0.000000000, -1.4299590,54.33796
South Shields,0.09542744,0.000000000,0.9045726,0.0000000000,0.000000000, -1.4274060,54.99942
Chesterfield,0.16373728,0.005550416,0.8307123,0.0000000000,0.000000000, -1.4216290,53.23505
Southampton,0.36063709,0.006825939,0.6188851,0.0068259386,0.006825939, -1.4043509,50.90970
Wetherby,0.11821862,0.004858300,0.8672065,0.0097165992,0.000000000, -1.3848160,53.92706
Sunderland,0.08763389,0.000000000,0.9123661,0.0000000000,0.000000000, -1.3838010,54.90687
Rotherham,0.12867956,0.005046257,0.8612279,0.0050462574,0.000000000, -1.3635009,53.43260
Castleford,0.10844444,0.000000000,0.8755556,0.0160000000,0.000000000, -1.3459680,53.72347
Thirsk,0.13095238,0.007936508,0.8611111,0.0000000000,0.000000000, -1.3413770,54.23385
Banbury,0.18326693,0.000000000,0.7423639,0.0743691899,0.000000000, -1.3397750,52.06290
Stockton,0.14159292,0.000000000,0.8584071,0.0000000000,0.000000000, -1.3289821,54.57046
Newbury,0.32769556,0.000000000,0.6342495,0.0380549683,0.000000000, -1.3231139,51.40141
Isle of Wight,0.34643996,0.006376196,0.6323061,0.0085015940,0.006376196, -1.3047340,50.69385
Isle of Wight,0.34643996,0.006376196,0.6323061,0.0085015940,0.006376196, -1.3047340,50.69385
Abingdon,0.20481928,0.000000000,0.7228916,0.0722891566,0.000000000, -1.2879529,51.67078
Shetland Islands,0.26370217,0.062047570,0.6618407,0.0124095140,0.000000000, -1.2659409,60.52965
Rugby,0.43837357,0.000000000,0.5006353,0.0533672173,0.007623888, -1.2650320,52.37088
Oxford,0.17491166,0.000000000,0.7685512,0.0565371025,0.000000000, -1.2577263,51.75202
Middlesbrough,0.13913043,0.000000000,0.8608696,0.0000000000,0.000000000, -1.2349560,54.57423
Hartlepool,0.13733906,0.000000000,0.8626609,0.0000000000,0.000000000, -1.2129260,54.69174
Loughborough,0.30631704,0.000000000,0.6841478,0.0047675805,0.004767580, -1.2061660,52.77210
Mansfield,0.22045855,0.000000000,0.7795414,0.0000000000,0.000000000, -1.1986740,53.14720
Nottingham,0.25660964,0.000000000,0.7371695,0.0062208398,0.000000000, -1.1581086,52.95478
Bicester,0.19304348,0.000000000,0.7513043,0.0556521739,0.000000000, -1.1535899,51.89960
Leicester,0.40000000,0.000000000,0.5680000,0.0240000000,0.008000000, -1.1397592,52.63688
Doncaster,0.14383562,0.005136986,0.8458904,0.0051369863,0.000000000, -1.1284620,53.52282
Worksop,0.14628099,0.004958678,0.8487603,0.0000000000,0.000000000, -1.1227450,53.30930
Basingstoke,0.29494949,0.000000000,0.6808081,0.0242424242,0.000000000, -1.0923964,51.26654
Portsmouth,0.34712644,0.006896552,0.6321839,0.0068965517,0.006896552, -1.0879769,50.81977
York,0.11694215,0.004958678,0.8681818,0.0099173554,0.000000000, -1.0872979,53.95997
Selby,0.12018545,0.004279601,0.8669757,0.0085592011,0.000000000, -1.0671890,53.78352
Helmsley,0.10588235,0.007843137,0.8862745,0.0000000000,0.000000000, -1.0562636,54.24651
Towcester,0.28549142,0.000000000,0.6552262,0.0592823713,0.000000000, -0.9896880,52.13511
Reading,0.31683168,0.000000000,0.6534653,0.0297029703,0.000000000, -0.9781303,51.45426
Retford,0.15230769,0.004615385,0.8384615,0.0046153846,0.000000000, -0.9455030,53.32136
Petersfield,0.37447989,0.008321775,0.6088766,0.0000000000,0.008321775, -0.9389900,51.00759
Northampton,0.35784314,0.000000000,0.5931373,0.0490196078,0.000000000, -0.9026560,52.24048
Melton Mowbray,0.29149233,0.000000000,0.6917713,0.0111576011,0.005578801, -0.8871260,52.76640
Aylesbury,0.18348624,0.000000000,0.7614679,0.0550458716,0.000000000, -0.8084000,51.81561
Newark-on-Trent,0.23351159,0.000000000,0.7450980,0.0213903743,0.000000000, -0.8065700,53.07004
Malton,0.08149780,0.008810573,0.9096916,0.0000000000,0.000000000, -0.7978970,54.13684
Chichester,0.34177215,0.008438819,0.6329114,0.0000000000,0.016877637, -0.7749360,50.83761
Gainsborough,0.14016393,0.000000000,0.8500000,0.0098360656,0.000000000, -0.7744650,53.40058
Milton Keynes,0.24509804,0.000000000,0.7058824,0.0490196078,0.000000000, -0.7594171,52.04062
Aldershot,0.30036630,0.000000000,0.6886447,0.0109890110,0.000000000, -0.7557509,51.24837
High Wycombe,0.26170213,0.000000000,0.7255319,0.0127659574,0.000000000, -0.7482290,51.62861
Midhurst,0.34042553,0.008510638,0.6340426,0.0000000000,0.017021277, -0.7372740,50.98690
Kettering,0.35911602,0.000000000,0.5966851,0.0441988950,0.000000000, -0.7302490,52.39632
Wellingborough,0.34328358,0.000000000,0.5970149,0.0597014925,0.000000000, -0.6939640,52.30242
Corby,0.36571429,0.000000000,0.5794286,0.0480000000,0.006857143, -0.6842333,52.49230
Bognor Regis,0.29354839,0.006451613,0.6870968,0.0000000000,0.012903226, -0.6730610,50.78300
Scunthorpe,0.15146580,0.000000000,0.8420195,0.0065146580,0.000000000, -0.6544130,53.58865
Grantham,0.25214408,0.000000000,0.7272727,0.0205831904,0.000000000, -0.6435820,52.91252
Whitby,0.12437186,0.007537688,0.8680905,0.0000000000,0.000000000, -0.6133470,54.48633
Slough,0.28486647,0.000000000,0.7151335,0.0000000000,0.000000000, -0.5950406,51.51054
Guildford,0.26801802,0.000000000,0.7319820,0.0000000000,0.000000000, -0.5704090,51.23622
Woking,0.27991453,0.000000000,0.7200855,0.0000000000,0.000000000, -0.5600349,51.31677
Lincoln,0.18823529,0.000000000,0.7882353,0.0235294118,0.000000000, -0.5405790,53.23069
Bedford,0.24365482,0.000000000,0.6852792,0.0710659898,0.000000000, -0.4667782,52.13864
Heathrow,0.23376623,0.000000000,0.7662338,0.0000000000,0.000000000, -0.4542955,51.47002
Driffield,0.11834016,0.006147541,0.8755123,0.0000000000,0.000000000, -0.4433770,54.00600
Beverley,0.13120950,0.006479482,0.8623110,0.0000000000,0.000000000, -0.4350930,53.84196
Luton,0.30769231,0.000000000,0.6634615,0.0288461538,0.000000000, -0.4200255,51.87867
Scarborough,0.12955854,0.005758157,0.8646833,0.0000000000,0.000000000, -0.3997520,54.28311
Worthing,0.20089286,0.000000000,0.7901786,0.0000000000,0.008928571, -0.3728820,50.81787
Dorking,0.25154321,0.000000000,0.7484568,0.0000000000,0.000000000, -0.3323780,51.23220
Hull,0.13560268,0.006696429,0.8577009,0.0000000000,0.000000000, -0.3274198,53.76762
Horsham,0.17567568,0.000000000,0.8153153,0.0000000000,0.009009009, -0.3258580,51.06288
Biggleswade,0.30414747,0.000000000,0.6682028,0.0276497696,0.000000000, -0.2642200,52.08694
Peterborough,0.40420561,0.000000000,0.4976636,0.0700934579,0.028037383, -0.2405299,52.56950
Welwyn Garden City,0.32211538,0.000000000,0.6682692,0.0096153846,0.000000000, -0.2086610,51.80317
Bridlington,0.13092672,0.006465517,0.8626078,0.0000000000,0.000000000, -0.1988020,54.08535
Stevenage,0.34517766,0.000000000,0.6243655,0.0304568528,0.000000000, -0.1966120,51.90376
Crawley,0.15384615,0.000000000,0.8321678,0.0000000000,0.013986014, -0.1872275,51.10914
Huntingdon,0.33273381,0.000000000,0.6241007,0.0431654676,0.000000000, -0.1825520,52.33146
Hove,0.18264840,0.000000000,0.8082192,0.0000000000,0.009132420, -0.1687490,50.82793
Spalding,0.37747036,0.000000000,0.5158103,0.0592885375,0.047430830, -0.1537024,52.79010
Brighton,0.18433180,0.000000000,0.8064516,0.0000000000,0.009216590, -0.1371630,50.82253
London,0.25606878,0.002022927,0.7381996,0.0006743088,0.003034390, -0.1277583,51.50735
Grimsby,0.16925466,0.000000000,0.8245342,0.0062111801,0.000000000, -0.0807840,53.56747
Boston,0.30195382,0.000000000,0.5914742,0.0639431616,0.042628774, -0.0265770,52.97894
Royston,0.32735426,0.000000000,0.6547085,0.0179372197,0.000000000, -0.0240660,52.04814
Louth_Lincs,0.19003690,0.000000000,0.8025830,0.0073800738,0.000000000, -0.0077110,53.36596
Lewes,0.17209302,0.000000000,0.8186047,0.0000000000,0.009302326,  0.0087800,50.87387
Chatteris,0.30130293,0.000000000,0.6302932,0.0293159609,0.039087948,  0.0540120,52.45610
Uckfield,0.15104167,0.000000000,0.8489583,0.0000000000,0.000000000,  0.0959130,50.96641
Cambridge,0.22754491,0.000000000,0.7485030,0.0239520958,0.000000000,  0.1218170,52.20534
Bishop's Stortford,0.37234043,0.010638298,0.5957447,0.0212765957,0.000000000,  0.1536502,51.87216
Wisbech,0.34697218,0.000000000,0.5842881,0.0294599018,0.039279869,  0.1587970,52.66632
Sevenoaks,0.38103161,0.000000000,0.5890183,0.0099833611,0.019966722,  0.1908980,51.27241
Tunbridge Wells,0.28224299,0.000000000,0.6953271,0.0000000000,0.022429907,  0.2636950,51.13238
Eastbourne,0.19196429,0.000000000,0.8080357,0.0000000000,0.000000000,  0.2904720,50.76803
Brentwood,0.61653272,0.006888634,0.3696900,0.0068886338,0.000000000,  0.3071749,51.62047
Skegness,0.27710843,0.000000000,0.6144578,0.0481927711,0.060240964,  0.3378810,53.14640
Downham Market,0.31496063,0.000000000,0.6094488,0.0377952756,0.037795276,  0.3854720,52.60661
King's Lynn,0.37209302,0.000000000,0.5137421,0.0507399577,0.063424947,  0.4022963,52.75168
Bexhill,0.22031662,0.000000000,0.7638522,0.0000000000,0.015831135,  0.4662071,50.84991
Chelmsford,0.56293706,0.006993007,0.4230769,0.0069930070,0.000000000,  0.4685497,51.73559
Mildenhall,0.25589837,0.000000000,0.7005445,0.0108892922,0.032667877,  0.5156095,52.34757
Medway,0.54785479,0.000000000,0.4389439,0.0000000000,0.013201320,  0.5417861,51.40474
Braintree,0.52189781,0.007299270,0.4562044,0.0072992701,0.007299270,  0.5509269,51.88009
Gillingham,0.54817276,0.000000000,0.4385382,0.0000000000,0.013289037,  0.5514380,51.38632
Hastings,0.22207447,0.000000000,0.7619681,0.0000000000,0.015957447,  0.5734530,50.85426
Maldon,0.56071429,0.007142857,0.4250000,0.0000000000,0.007142857,  0.6714480,51.73181
Southend,0.57197943,0.007712082,0.4203085,0.0000000000,0.000000000,  0.7077123,51.54593
Bury St Edmunds,0.31168831,0.000000000,0.6709957,0.0000000000,0.017316017,  0.7104932,52.24292
Thetford,0.28358209,0.000000000,0.6791045,0.0074626866,0.029850746,  0.7516570,52.41286
Ashford,0.32222222,0.000000000,0.6444444,0.0000000000,0.033333333,  0.8750190,51.14647
Faversham,0.34594595,0.000000000,0.6216216,0.0000000000,0.032432432,  0.8893580,51.31599
Colchester,0.40000000,0.011111111,0.5777778,0.0000000000,0.011111111,  0.8918740,51.89593
New Romney,0.27392120,0.000000000,0.6923077,0.0000000000,0.033771107,  0.9394730,50.98512
Canterbury,0.31382979,0.000000000,0.6542553,0.0000000000,0.031914894,  1.0789089,51.28023
Ipswich,0.34104046,0.000000000,0.6358382,0.0000000000,0.023121387,  1.1482200,52.05674
Clacton,0.40104167,0.010416667,0.5781250,0.0000000000,0.010416667,  1.1530350,51.78953
Folkestone,0.34254144,0.000000000,0.6243094,0.0000000000,0.033149171,  1.1694560,51.08140
Sheringham,0.30098684,0.000000000,0.5904605,0.0197368421,0.088815789,  1.2109589,52.94442
Harwich,0.38157895,0.013157895,0.5789474,0.0000000000,0.026315789,  1.2602970,51.93473
Norwich,0.31404959,0.000000000,0.6198347,0.0082644628,0.057851240,  1.2973550,52.63089
Cromer,0.30098684,0.000000000,0.5904605,0.0197368421,0.088815789,  1.3018660,52.93145
Dover,0.34848485,0.000000000,0.6212121,0.0000000000,0.030303030,  1.3134027,51.12788
Felixstowe,0.38157895,0.000000000,0.5921053,0.0000000000,0.026315789,  1.3512550,51.96173
Margate,0.40886700,0.000000000,0.5763547,0.0000000000,0.014778325,  1.3868339,51.38965
Ramsgate,0.37468983,0.000000000,0.6104218,0.0000000000,0.014888337,  1.4198950,51.33555
Great Yarmouth,0.31838565,0.000000000,0.6098655,0.0089686099,0.062780269,  1.7280470,52.59823
Lowestoft,0.33617021,0.000000000,0.6042553,0.0085106383,0.051063830,  1.7534490,52.48114
Swaffham,0.31239669,0.000000000,0.6082645,0.0198347107,0.059504132,  0.6874810,52.64747
Dereham,0.29191617,0.000000000,0.6092814,0.0179640719,0.080838323,  0.9378270,52.68162
Ely,0.30130293,0.000000000,0.6302932,0.0293159609,0.039087948,  0.2623630,52.39954
March,0.31227437,0.000000000,0.6119134,0.0324909747,0.043321300,  0.0886220,52.55172
St Neots,0.25781250,0.000000000,0.6953125,0.0468750000,0.000000000, -0.2651030,52.23008
Banham,0.29914530,0.000000000,0.6581197,0.0085470085,0.034188034,  1.0402849,52.45125
Holt,0.29255319,0.000000000,0.5904255,0.0212765957,0.095744681,  1.0867470,52.90936
Cromer,0.30098684,0.000000000,0.5904605,0.0197368421,0.088815789,  1.3018660,52.93145
Hunstanton,0.33693972,0.000000000,0.5795981,0.0370942813,0.046367852,  0.4910320,52.93891
Horncastle,0.21387283,0.000000000,0.7283237,0.0231213873,0.034682081, -0.1124500,53.20731
Market Weighton,0.11449115,0.006637168,0.8788717,0.0000000000,0.000000000, -0.6677465,53.86484
Hawes,0.22568807,0.000000000,0.7743119,0.0000000000,0.000000000, -2.1968695,54.30383
Reeth,0.16943522,0.000000000,0.8305648,0.0000000000,0.000000000, -1.9428115,54.38946
Aysgarth,0.19597990,0.000000000,0.8040201,0.0000000000,0.000000000, -1.9967434,54.29159
Stanhope,0.10010428,0.000000000,0.8998957,0.0000000000,0.000000000, -2.0113020,54.74946
Keswick,0.18055556,0.000000000,0.8194444,0.0000000000,0.000000000, -3.1347060,54.60128
Oxenholme,0.21610169,0.000000000,0.7838983,0.0000000000,0.000000000, -2.7243328,54.30134
