,negation,participial_form,verb_stem,variant,latitude,longitude,weight
237,affirmative,sat,sit,past participle,51.015344,-3.106849,0.6
238,affirmative,sat,sit,past participle,51.01668400000001,-4.206666,1.0
239,affirmative,sat,sit,past participle,51.018435185086545,-0.452308093884745,1.0
240,affirmative,sat,sit,past participle,51.01874547267157,0.25352118473971696,1.0
241,affirmative,sat,sit,past participle,51.020368170351325,-2.9695025750299333,1.0
242,affirmative,sat,sit,past participle,51.02268798211232,-0.452262165802179,1.0
243,affirmative,sat,sit,past participle,51.039454674343844,-2.275719080040706,0.5
244,affirmative,sat,sit,past participle,51.054098188379385,0.169234901554331,1.0
245,affirmative,sat,sit,past participle,51.0576948,-1.3080629,0.7101449275362318
246,affirmative,sat,sit,past participle,51.05977100000001,-1.310142,0.14285714285714285
247,affirmative,sat,sit,past participle,51.060853,0.165894,1.0
248,affirmative,sat,sit,past participle,51.06163967808493,-1.612740584860627,1.0
249,affirmative,sat,sit,past participle,51.0623654,-1.3151995,1.0
250,affirmative,sat,sit,past participle,51.062883,-0.325858,0.125
251,affirmative,sat,sit,past participle,51.064239679739806,-1.325545087003637,2.0
252,affirmative,sat,sit,past participle,51.06876817526603,-2.085083081294209,1.0
253,affirmative,sat,sit,past participle,51.068785,-1.794472,5.090909090909091
254,affirmative,sat,sit,past participle,51.069358,0.689122,1.0
255,affirmative,sat,sit,past participle,51.070724185522785,-0.31350409464630397,1.0
256,affirmative,sat,sit,past participle,51.071739,1.0819370000000001,1.0
257,affirmative,sat,sit,past participle,51.07224113847062,-1.8001542642613593,1.0
258,affirmative,sat,sit,past participle,51.07231817690454,-1.8019805833847842,2.25
259,affirmative,sat,sit,past participle,51.0729874,-3.8918711000000004,5.166666666666667
260,affirmative,sat,sit,past participle,51.076609999999995,-0.8017770000000001,1.0
261,affirmative,sat,sit,past participle,51.078056181078736,-1.078231588791363,1.0
262,affirmative,sat,sit,past participle,51.078159899999996,-4.058338,2.3333333333333335
263,affirmative,sat,sit,past participle,51.07937019354953,1.120798394328155,1.0
264,affirmative,sat,sit,past participle,51.081396999999996,1.169456,0.8333333333333333
265,affirmative,sat,sit,past participle,51.08549910000001,-3.4953504,1.0
266,affirmative,sat,sit,past participle,51.08595771027637,-1.165240640561118,1.0
267,affirmative,sat,sit,past participle,51.090856,-0.7133729999999999,1.0
268,affirmative,sat,sit,past participle,51.09399118459991,-0.44722659349205,1.0
269,affirmative,sat,sit,past participle,51.09965817730852,-1.700844083988271,1.0
270,affirmative,sat,sit,past participle,51.103024669217504,-3.0630660738950564,2.0
271,affirmative,sat,sit,past participle,51.105097,-2.9262307,0.043478260869565216
272,affirmative,sat,sit,past participle,51.108039,-4.161014,1.0
273,affirmative,sat,sit,past participle,51.10914010000001,-0.18722750000000002,2.25
274,affirmative,sat,sit,past participle,51.109383,-1.043758,1.0
275,affirmative,sat,sit,past participle,51.11231768264727,-0.7657055909642451,1.0
276,affirmative,sat,sit,past participle,51.11410906857,0.017053610223020002,1.0
277,affirmative,sat,sit,past participle,51.11467991487173,-0.992985633743445,1.0
278,affirmative,sat,sit,past participle,51.116592,1.16374,1.0
279,affirmative,sat,sit,past participle,51.12261167100903,-2.7407205761503435,1.0
280,affirmative,sat,sit,past participle,51.1259736867876,-0.025267096536745002,2.5
281,affirmative,sat,sit,past participle,51.1277261858565,-0.186832095288607,2.25
282,affirmative,sat,sit,past participle,51.1278758,1.3134027,0.25
283,affirmative,sat,sit,past participle,51.127889,-3.003632,0.16666666666666666
284,affirmative,sat,sit,past participle,51.12799838465826,-3.0030925566195585,1.0
285,affirmative,sat,sit,past participle,51.128741999999995,-0.014468,1.0
286,affirmative,sat,sit,past participle,51.12918616938164,-3.0053995741741835,0.25
287,affirmative,sat,sit,past participle,51.13237700000001,0.26369499999999996,3.25
288,affirmative,sat,sit,past participle,51.1373733597859,-2.7347958247964237,1.0
289,affirmative,sat,sit,past participle,51.1384551777331,-1.5825510846567452,1.0
290,affirmative,sat,sit,past participle,51.141925191744,0.873121896620755,3.0
291,affirmative,sat,sit,past participle,51.14215268824625,0.251505901429205,0.3333333333333333
292,affirmative,sat,sit,past participle,51.14450885696762,-0.182909206474812,1.0
293,affirmative,sat,sit,past participle,51.146465899999995,0.8750190000000001,0.3333333333333333
294,affirmative,sat,sit,past participle,51.14691438539256,-0.109152637411036,1.0
295,affirmative,sat,sit,past participle,51.147427,-2.718454,0.5
296,affirmative,sat,sit,past participle,51.150719,-0.9731770000000001,1.0
297,affirmative,sat,sit,past participle,51.15764319397443,1.2922683934491592,0.3333333333333333
298,affirmative,sat,sit,past participle,51.15969321497263,-1.4926355384379288,1.0
299,affirmative,sat,sit,past participle,51.16712716953339,-2.93610907447417,1.0
300,affirmative,sat,sit,past participle,51.173516,-0.17210899999999998,0.5
301,affirmative,sat,sit,past participle,51.185732,-0.612808,0.5
302,affirmative,sat,sit,past participle,51.18573217655522,1.350022388694355,1.0
303,affirmative,sat,sit,past participle,51.18797812593974,-0.6610654030426409,1.0
304,affirmative,sat,sit,past participle,51.18811167608753,-1.805368582713472,1.0
305,affirmative,sat,sit,past participle,51.188147750342964,-1.280793282760773,2.0
306,affirmative,sat,sit,past participle,51.18859577752318,-0.0007879912528200001,1.0
307,affirmative,sat,sit,past participle,51.18934367092335,-2.677572576248521,1.0
308,affirmative,sat,sit,past participle,51.191384868018176,0.251217796635516,1.0
309,affirmative,sat,sit,past participle,51.193750193892576,1.3214193934335758,1.0
310,affirmative,sat,sit,past participle,51.195043,0.27568000000000004,0.25
311,affirmative,sat,sit,past participle,51.19728617139618,-2.5889110768569266,1.0
312,affirmative,sat,sit,past participle,51.19808317849237,-1.382051585825832,1.0
313,affirmative,sat,sit,past participle,51.19921016215441,-4.118541565744078,0.5
314,affirmative,sat,sit,past participle,51.2010101867839,0.064023903210209,1.0
315,affirmative,sat,sit,past participle,51.20376139796206,-1.9209456517109331,1.0
316,affirmative,sat,sit,past participle,51.204023715682155,-3.062471293954154,1.0
317,affirmative,sat,sit,past participle,51.20428,-3.481152,2.0
318,affirmative,sat,sit,past participle,51.20449818797154,0.277851401586815,1.0
319,affirmative,sat,sit,past participle,51.204629,-2.181078,1.0
320,affirmative,sat,sit,past participle,51.20504418188738,-0.7875275902717159,2.5
321,affirmative,sat,sit,past participle,51.205163,-4.126762,1.0
322,affirmative,sat,sit,past participle,51.209346999999994,-2.6445979,0.3333333333333333
323,affirmative,sat,sit,past participle,51.20937916554564,-3.5497615697808613,2.0
324,affirmative,sat,sit,past participle,51.2111975,-1.4919233,0.2
325,affirmative,sat,sit,past participle,51.21432100000001,-0.798802,1.0
326,affirmative,sat,sit,past participle,51.216025194063214,1.3792348931130192,0.3333333333333333
327,affirmative,sat,sit,past participle,51.22123108705833,-3.0186554475538014,1.0
328,affirmative,sat,sit,past participle,51.22830542850461,0.258445442314371,1.0
329,affirmative,sat,sit,past participle,51.23073267278552,-2.315851078686381,1.0
330,affirmative,sat,sit,past participle,51.230751,-2.320096,1.0
331,affirmative,sat,sit,past participle,51.232202,-0.332378,1.0
332,affirmative,sat,sit,past participle,51.23622,-0.570409,2.0833333333333335
333,affirmative,sat,sit,past participle,51.23642018292308,-0.570117091743099,0.16666666666666666
334,affirmative,sat,sit,past participle,51.237276,-0.20588299999999998,1.0
335,affirmative,sat,sit,past participle,51.23805886933296,-1.7606630599445952,1.0
336,affirmative,sat,sit,past participle,51.23920800000001,-0.16988,0.5
337,affirmative,sat,sit,past participle,51.240139,-2.9938580000000004,0.16666666666666666
338,affirmative,sat,sit,past participle,51.24136971437312,0.250925090995055,1.0
339,affirmative,sat,sit,past participle,51.2414489,-1.6644823,2.0
340,affirmative,sat,sit,past participle,51.24713017322624,-2.222216079288144,1.0
341,affirmative,sat,sit,past participle,51.248366,-0.7557509,0.2
342,affirmative,sat,sit,past participle,51.249856182516524,-0.624923091250102,1.0
343,affirmative,sat,sit,past participle,51.24995068175237,-0.7576445902428101,1.0
344,affirmative,sat,sit,past participle,51.25271868051246,-0.18626314546516395,1.0
345,affirmative,sat,sit,past participle,51.253113,-0.31195,1.0
346,affirmative,sat,sit,past participle,51.25516515867508,-1.115984820992255,1.0
347,affirmative,sat,sit,past participle,51.25571400000001,-3e-06,0.5
348,affirmative,sat,sit,past participle,51.25773718061714,-0.945183088779563,1.0
349,affirmative,sat,sit,past participle,51.260249681914736,-0.7172090904906852,1.0
350,affirmative,sat,sit,past participle,51.26210017328928,-2.194068079413538,1.0
351,affirmative,sat,sit,past participle,51.26214316856902,-2.987091073583088,0.5
352,affirmative,sat,sit,past participle,51.26282567971772,-1.094588087623305,0.5
353,affirmative,sat,sit,past participle,51.263044847245475,-0.10445159741926599,1.0
354,affirmative,sat,sit,past participle,51.26357868898064,0.527730900003093,0.3333333333333333
355,affirmative,sat,sit,past participle,51.26654,-1.0923964,2.0714285714285716
356,affirmative,sat,sit,past participle,51.2666494,-2.2035988,2.0
357,affirmative,sat,sit,past participle,51.26791219240634,-2.995505793612581,1.0
358,affirmative,sat,sit,past participle,51.2693116789567,-1.321874419123982,1.0
359,affirmative,sat,sit,past participle,51.270363,0.522699,0.3333333333333333
360,affirmative,sat,sit,past participle,51.27241,0.190898,0.5
361,affirmative,sat,sit,past participle,51.274356681098226,-0.8421630894640949,2.3333333333333335
362,affirmative,sat,sit,past participle,51.27675519204428,1.090135895722492,2.5
363,affirmative,sat,sit,past participle,51.277283000000004,-0.8426549999999999,0.5
364,affirmative,sat,sit,past participle,51.27732279999999,1.0775267,1.0
365,affirmative,sat,sit,past participle,51.2787075,0.5217254,1.027027027027027
366,affirmative,sat,sit,past participle,51.278715686948274,0.186201902720623,0.3333333333333333
367,affirmative,sat,sit,past participle,51.280233,1.0789089,0.14285714285714285
