,variant,latitude,longitude,weight
204,a load of,51.731805,0.6714479999999999,1.0
205,a load of,51.73558679999999,0.4685497,0.5
206,a load of,51.736705245939405,-0.250581100822858,1.0
207,a load of,51.73770016410279,-3.1808640695836474,1.0
208,a load of,51.73989268546981,0.478479403152894,1.0
209,a load of,51.745,-4.7010000000000005,1.0
210,a load of,51.74573400000001,-2.2177580000000003,0.5
211,a load of,51.7514185,-1.2599328,2.0
212,a load of,51.7520209,-1.2577263,2.5
213,a load of,51.752725,-0.339436,1.0
214,a load of,51.753240999999996,-0.448632,1.0
215,a load of,51.761205600000004,-1.2464674,0.3333333333333333
216,a load of,51.76148467936135,-0.56568008877462,1.0
217,a load of,51.767787,0.087806,2.0
218,a load of,51.76826368316689,0.10673740616132699,1.0
219,a load of,51.7775251638939,-3.169661569447484,1.0
220,a load of,51.809782299999995,-0.2376744,1.0
221,a load of,51.81218565667668,-0.319995337117685,1.0
222,a load of,51.818459999999995,-0.358953,1.0
223,a load of,51.84706316712922,-2.550659073556556,1.0
224,a load of,51.847280678204356,-0.664602087537497,1.0
225,a load of,51.864244899999996,-2.238156,1.0
226,a load of,51.8661736808236,-0.18678359104010292,1.0
227,a load of,51.8721635,0.15365020000000001,1.0
228,a load of,51.87867070000001,-0.4200255,0.5
229,a load of,51.88450366904464,-2.185509076019788,1.0
230,a load of,51.89444317922104,-0.4323370890187371,1.0
231,a load of,51.895927,0.891874,0.14285714285714285
232,a load of,51.89631316954277,-2.087774076671569,1.0
233,a load of,51.898514299999995,-8.4756035,2.090909090909091
234,a load of,51.8993855,-2.0782533,3.0
235,a load of,51.90215867679018,-0.157975252741054,1.0
236,a load of,51.902927399999996,-2.0793448,1.0
237,a load of,51.903760999999996,-0.19661199999999998,1.0
238,a load of,51.903862625520325,-9.033306029107486,0.3333333333333333
239,a load of,51.934731,1.260297,1.0
240,a load of,51.96581668877141,1.338054397853247,1.0
241,a load of,51.97915467983118,-0.22554209009456602,2.0
242,a load of,51.993927,-4.975989,1.0
243,a load of,52.00060617531285,-0.982531084276513,0.5
244,a load of,52.01730717709869,-0.6547825866377901,1.0
245,a load of,52.02773567393488,-1.187165582595157,1.0
246,a load of,52.033566676355115,-0.764063085724308,0.5
247,a load of,52.03595257418374,-0.266287026891743,1.0
248,a load of,52.0406224,-0.7594171,0.25
249,a load of,52.056736,1.14822,3.0
250,a load of,52.057113187167595,1.1616633997559742,1.0
251,a load of,52.06868660000001,-0.7301656,1.0
252,a load of,52.08515517895884,-0.251591089285831,1.0
253,a load of,52.1116462,-2.32607,1.0
254,a load of,52.1366184,-2.3199774,1.0
255,a load of,52.18139,-9.53839,1.0
256,a load of,52.1872472,0.9707800999999999,0.5
257,a load of,52.190713,-2.5087200000000003,1.0
258,a load of,52.193636,-2.221575,0.25
259,a load of,52.194917666745965,-2.211869574098128,1.0
260,a load of,52.20097368038908,0.135916408450399,1.0
261,a load of,52.205337,0.12181700000000001,2.3333333333333335
262,a load of,52.22045018239496,0.5115784057048179,0.2
263,a load of,52.240477,-0.9026559999999999,1.0
264,a load of,52.2417,-3.377742,1.0
265,a load of,52.2545225,-2.2668382,1.0
266,a load of,52.259319700000006,-7.110070200000001,1.0
267,a load of,52.26285817243953,-1.1671275814082251,1.0
268,a load of,52.2713096,-9.6999325,0.5
269,a load of,52.27184600684532,0.896686472752817,1.0
270,a load of,52.272994399999995,-0.8755514999999999,1.0
271,a load of,52.27760180306528,-2.217547804885699,1.0
272,a load of,52.282315999999994,-1.584927,1.0
273,a load of,52.29764416770566,-1.930982575577574,1.0
274,a load of,52.302419,-0.693964,2.0
275,a load of,52.31735312639224,-2.987295559731592,1.0
276,a load of,52.341783899999996,-2.277593,1.0
277,a load of,52.36670566676714,-2.008996574619804,1.0
278,a load of,52.37087800000001,-1.265032,3.0
279,a load of,52.38486199429872,-3.797593015408588,1.0
280,a load of,52.388596,-2.2496839,0.5
281,a load of,52.399595679116686,0.14972540950136098,1.0
282,a load of,52.4008816797486,0.261901408658596,1.0
283,a load of,52.40443565445794,-4.001616560131069,0.2
284,a load of,52.406822,-1.519693,4.166666666666667
285,a load of,52.411811,-1.77761,0.3333333333333333
286,a load of,52.41191266935471,-1.5186510779627418,0.5
287,a load of,52.45973313779458,-6.579387542254006,1.0
288,a load of,52.467449629152156,-7.888808033694062,1.0
289,a load of,52.4750743,-1.8298330000000005,2.3333333333333335
290,a load of,52.479979669688255,-0.921969574710238,1.0
291,a load of,52.481138,1.7534490000000005,1.0
292,a load of,52.486243,-1.8904009999999998,0.7192982456140351
293,a load of,52.4922983,-0.6842333,1.0
294,a load of,52.49396616659272,-1.890640074770749,0.16666666666666666
295,a load of,52.5055583,-1.8560031000000003,1.0
296,a load of,52.51487266574419,-2.009332573787036,3.0
297,a load of,52.517664,-1.995159,1.0
298,a load of,52.51841412293697,-8.76131852793751,0.3333333333333333
299,a load of,52.52048900000001,-1.465382,0.5
300,a load of,52.52605616450897,-2.203868072308913,1.0
301,a load of,52.52625,-2.0660580000000004,1.0
302,a load of,52.5454549,-1.37667,0.5
303,a load of,52.570384999999995,-1.8240419999999997,1.0
304,a load of,52.5801341644693,-2.1479645724127168,1.0
305,a load of,52.58350333897553,-0.298790988762893,1.0
306,a load of,52.586973,-2.12882,0.3333333333333333
307,a load of,52.59440828071163,-2.147195607794778,1.0
308,a load of,52.59625916524333,-1.999258573403991,1.0
309,a load of,52.59823299999999,1.728047,0.5
310,a load of,52.60951116503281,-2.019301073183741,1.0
311,a load of,52.6139686,0.8864021000000001,1.0
312,a load of,52.62210916693798,-1.6833975755650201,2.0
313,a load of,52.62626317016146,-1.130669579608375,2.5
314,a load of,52.630885899999996,1.297355,0.16666666666666666
315,a load of,52.633584,-1.6910319999999999,0.5
316,a load of,52.63687779999999,-1.1397591999999999,1.3333333333333333
317,a load of,52.654145400000004,-7.2447879,0.3333333333333333
318,a load of,52.66383670000001,-8.6267343,0.16666666666666666
319,a load of,52.66631700000001,0.158797,1.0
320,a load of,52.6775873,-2.4672611,0.5
321,a load of,52.679936,-1.9217810000000002,1.0
322,a load of,52.68161800000001,0.9378270000000001,1.0
323,a load of,52.696305669418194,-1.175584078877086,1.0
324,a load of,52.69965766447852,-2.008079072759585,0.5
325,a load of,52.69994079999999,-2.0218293000000003,1.0
326,a load of,52.7063657,-2.7417849,1.0
327,a load of,52.707302899999995,-2.7553267999999997,1.0
328,a load of,52.768599,-0.37846199999999997,1.0
329,a load of,52.770100899999996,-1.292427,1.0
330,a load of,52.772099,-1.206166,0.5
331,a load of,52.772571,-1.2052126,0.5
332,a load of,52.77291679149848,-1.6797524600522453,1.0
333,a load of,52.776508803944644,-2.324640928984857,1.0
334,a load of,52.785870700000004,-8.006468400000001,3.0
335,a load of,52.79010160000001,-0.1537024,1.0
336,a load of,52.79679067070354,-0.83805508079878,0.3333333333333333
337,a load of,52.79769350000001,-6.1599293,1.0
338,a load of,52.806693,-2.12066,1.0
339,a load of,52.83650720000001,-6.934135899999999,4.0
340,a load of,52.85897361811697,-9.110049024189893,1.0
341,a load of,52.8792745,-2.0571868,1.0
342,a load of,52.89844599999999,-1.269778,1.0
343,a load of,52.91243950000001,1.0469133,1.0
344,a load of,52.912524,-0.643582,1.0
345,a load of,52.9155296661778,-1.470778075459931,0.3333333333333333
346,a load of,52.922530099999996,-1.4746186000000001,0.3333333333333333
347,a load of,52.924173838401536,-1.1736276941994959,1.0
348,a load of,52.92444366753377,-1.23015707717388,1.0
349,a load of,52.95478320000001,-1.1581086,3.090909090909091
350,a load of,52.95795563545916,-6.395315040955591,1.0
351,a load of,52.96805732123878,-1.1145894030259451,1.0
352,a load of,52.968716,-2.682045,1.0
353,a load of,52.96971866756354,-1.172265577340935,0.5
354,a load of,52.97894,-0.026576999999999996,1.0
355,a load of,52.994294999999994,-7.3323006999999985,1.0
356,a load of,52.99776762905172,-7.332833534667933,1.0
357,a load of,53.00266800000001,-2.179404,0.3333333333333333
358,a load of,53.01939616140485,-2.154012069908965,1.0
359,a load of,53.03140515745922,-1.1494247373630908,1.0
360,a load of,53.04304000000001,-2.9924939999999998,1.0
361,a load of,53.04863366538368,-1.45050807485178,1.0
362,a load of,53.067184999999995,-2.524102,1.0
363,a load of,53.07003910000001,-0.80657,1.0
364,a load of,53.100405,-2.4438209,1.0
365,a load of,53.14867316625421,-1.1863635762146278,1.0
366,a load of,53.15480613133431,-6.815332537223787,0.3333333333333333
367,a load of,53.162453154987574,-3.0542595626841362,1.0
368,a load of,53.18569,-3.0298075,1.0
369,a load of,53.190237666676644,-1.066013076859671,1.0
370,a load of,53.193392,-2.893075,0.5
371,a load of,53.194262,-2.51967,1.0
372,a load of,53.2120434,-6.8194707999999995,1.0
373,a load of,53.219317169932786,-0.47451258105725297,1.0
374,a load of,53.220720669499435,-0.547389580508967,0.5
375,a load of,53.223567647503224,-4.202336554338284,1.0
376,a load of,53.22739,-4.129263,0.5
377,a load of,53.230688,-0.540579,1.0
378,a load of,53.2326344,-2.6103158,1.0
379,a load of,53.24455565395006,-3.131233061688991,1.0
380,a load of,53.25721614594799,-4.414310052701793,1.0
381,a load of,53.258680299999995,-2.5181321,1.0
382,a load of,53.27066800000001,-9.0567905,1.2
383,a load of,53.279812,-2.897404,0.5
384,a load of,53.284108892078,-6.342641930060388,1.0
385,a load of,53.29352564941382,-3.815301056637303,1.0
386,a load of,53.30454765104503,-3.53798905850746,1.0
387,a load of,53.309302,-1.122745,1.0
388,a load of,53.30944100000001,-4.633038,1.0
389,a load of,53.3249916602939,-1.987682569389973,1.0
390,a load of,53.32797965589172,-2.716462064161808,1.0
391,a load of,53.33172720965766,-9.421347820266316,1.0
392,a load of,53.34980529999999,-6.260309700000001,0.4256410256410257
393,a load of,53.34980529999999,-6.2603097000000005,1.0
394,a load of,53.35490213361106,-6.247621039910087,0.16666666666666666
395,a load of,53.361024,-2.733637,0.5
396,a load of,53.362692653691035,-3.039427061685427,1.0
397,a load of,53.3669576548969,-2.8361685630972384,0.5
398,a load of,53.368393155465526,-2.740722063765359,2.0
399,a load of,53.3727181,-3.073754,1.0
400,a load of,53.381129,-1.470085,5.0625
401,a load of,53.381724,-2.480044,0.5
402,a load of,53.38260765625901,-2.593300064733046,0.5
403,a load of,53.383164163093134,-1.449611572954178,2.5
404,a load of,53.3900441,-2.5969501,1.0
405,a load of,53.39330860000001,-2.1266342999999996,2.5
406,a load of,53.394966534701716,-2.2370676912006533,1.0
407,a load of,53.397604099999995,-2.9436644,0.5
408,a load of,53.400575,-0.774465,1.0
409,a load of,53.40317928830196,-2.9426644110945834,1.0
410,a load of,53.4049459807764,-2.7077409270662747,1.0
411,a load of,53.40837140000001,-2.9915726,0.5227272727272727
412,a load of,53.411334043918636,-2.7984909106044435,1.0
413,a load of,53.41402715500415,-2.7648125633414145,1.0
414,a load of,53.41987815404958,-2.915426562244173,2.25
415,a load of,53.423567153225406,-3.04667356129869,1.0
416,a load of,53.42358100000001,-2.1137639999999998,1.0
417,a load of,53.43256289999999,-2.9507453,1.0
418,a load of,53.44209165772565,-2.281741566621751,1.0
419,a load of,53.446622,-2.308713,1.0
420,a load of,53.44685260000001,-2.7258877999999997,1.0
421,a load of,53.4514221555447,-2.632848064069059,1.0
422,a load of,53.45599815733223,-2.3312300661903067,1.0
423,a load of,53.456952157913115,-2.233479566883483,0.2
424,a load of,53.4575955,-2.1578377,1.0
425,a load of,53.457760159091606,-2.247554935290877,1.0
426,a load of,53.46632550313447,-2.9583227562454866,1.0
427,a load of,53.4729514,-2.2997426,1.0
428,a load of,53.47500565573447,-2.574511564351835,1.0
429,a load of,53.475303157088796,-2.349566065951336,1.0
430,a load of,53.477537399999996,-2.2266597000000004,1.0
431,a load of,53.48057729999999,-2.244825,1.0
432,a load of,53.4807593,-2.2426305,7.685534591194969
433,a load of,53.4875235,-2.2901264,0.16666666666666666
434,a load of,53.493099,-1.2804520000000001,1.0
435,a load of,53.49459763270256,-6.23571953927674,0.5
436,a load of,53.4974556632792,-1.2855615734952581,1.0
437,a load of,53.50482266446964,-1.075048074988582,1.0
438,a load of,53.51488565533626,-2.594837063985335,1.0
439,a load of,53.522819999999996,-1.128462,0.5
440,a load of,53.527039,-2.28064,1.0
441,a load of,53.540929799999994,-2.1113659,0.5
442,a load of,53.541714,-2.73097,1.0
443,a load of,53.54286515802092,-2.116869067235112,1.0
444,a load of,53.5450645,-2.6325074,1.0
445,a load of,53.55263000000001,-1.479726,1.0
446,a load of,53.556466669931105,-0.07847608203519099,1.0
447,a load of,53.558301161754294,-1.4727810717877632,1.0
448,a load of,53.567471,-0.08078400000000001,0.3333333333333333
449,a load of,53.5768647,-2.4282192000000005,0.25
450,a load of,53.58213915974265,-1.783673069405968,1.0
451,a load of,53.584184155823486,-2.434952064733921,1.0
452,a load of,53.58771466910102,-0.18508708106105398,1.0
453,a load of,53.587728161271286,-1.520181071276724,1.0
454,a load of,53.59356866248168,-1.309049072774637,1.0
455,a load of,53.61988315420207,-2.662449562921643,1.0
456,a load of,53.6275906,-8.1890955,1.0
457,a load of,53.645708,-3.010113,1.0
458,a load of,53.64579200000001,-1.7850351000000002,0.3333333333333333
459,a load of,53.646141,-2.0933669999999998,1.0
460,a load of,53.64739215912669,-1.811757568834056,1.0
461,a load of,53.648410899999995,-1.7844541,1.0
462,a load of,53.64991762809028,-6.775433035000751,1.0
463,a load of,53.67919716071275,-1.508544570839583,1.0
464,a load of,53.68239116030036,-1.574288570346373,1.0
465,a load of,53.683298,-1.505924,1.0
466,a load of,53.6940302,-2.2559579,2.0
467,a load of,53.7018191596294,-1.664671569583901,1.0
468,a load of,53.722698378268525,-1.611301584154971,1.0
469,a load of,53.723466,-1.345968,1.0
470,a load of,53.72380500000001,-0.43485799999999997,1.0
471,a load of,53.7247845,-1.8658357,1.0
472,a load of,53.7282629,-2.6606343999999997,1.0
473,a load of,53.744698181674785,-0.334129629655385,1.0
474,a load of,53.748575,-2.487529,2.0
475,a load of,53.753609,-2.3721799999999997,1.0
476,a load of,53.755840658684356,-1.761001068583866,1.0
477,a load of,53.763201,-2.70309,3.0
478,a load of,53.76581666702312,-0.333942078920855,0.25
479,a load of,53.7676236,-0.3274198,2.0
480,a load of,53.79177166099951,-1.3299805714885071,1.0
481,a load of,53.794216155403994,-2.264324564769455,1.0
482,a load of,53.795984,-1.759398,0.5
483,a load of,53.8007554,-1.5490774,0.058823529411764705
484,a load of,53.801955659532176,-1.5654895697287041,0.2
485,a load of,53.80504315729438,-1.9370205670428668,1.0
486,a load of,53.8108176,-1.7626099999999998,3.0
487,a load of,53.81750529999999,-3.0356748,3.0
488,a load of,53.835187,-2.219377,1.0
489,a load of,53.8382402,-1.7896134999999995,1.0
490,a load of,53.8416168,-0.4344106,3.0
491,a load of,53.871097999999996,-2.3930830000000003,1.0
492,a load of,53.87442215034192,-3.0079350590798413,1.0
493,a load of,53.876475154071464,-2.39132856340658,1.0
494,a load of,53.89693315652874,-1.9593720663631884,1.0
495,a load of,53.90604162876235,-6.395642536148323,0.3333333333333333
496,a load of,53.925486,-1.822817,1.0
497,a load of,53.92705600000001,-1.384816,1.0
498,a load of,53.93184416076496,-1.2074820715725711,1.0
499,a load of,53.95402278826771,-6.676489908147311,1.0
500,a load of,53.95996510000001,-1.0872979,1.1666666666666667
501,a load of,53.990129,-0.9140249,1.0
502,a load of,53.99150279999999,-1.5412015,1.0
503,a load of,54.005995999999996,-0.443377,1.0
504,a load of,54.034441537702435,-1.083358694537638,1.0
505,a load of,54.046575,-2.8007399,2.5
506,a load of,54.06800465042361,-2.775131059633978,1.0
507,a load of,54.08535,-0.198802,1.0
508,a load of,54.10896700000001,-3.2188939999999997,1.0
509,a load of,54.11081014717864,-3.257410556039417,1.0
510,a load of,54.20894203742043,-6.963141251401689,1.0
511,a load of,54.233849,-1.341377,1.0
512,a load of,54.236107,-4.548056,1.0
513,a load of,54.27512816307191,-0.41637907534342794,1.0
514,a load of,54.480973,-3.5289260000000002,1.0
515,a load of,54.504523,-1.354759,1.0
516,a load of,54.516245999999995,-6.0580106,1.0
517,a load of,54.52361,-1.559458,0.3333333333333333
518,a load of,54.53577765457034,-1.5538280656204149,2.0
519,a load of,54.536241000000004,-1.049544,1.0
520,a load of,54.548443128455716,-5.746595037037977,1.0
521,a load of,54.55173612663194,-6.02470203523247,1.0
522,a load of,54.574227,-1.234956,0.5
523,a load of,54.57707565686802,-1.120204568486189,3.0
524,a load of,54.59581501644314,-2.7361593646425932,1.0
525,a load of,54.597285,-5.93012,8.11111111111111
526,a load of,54.61115541585949,-6.023794661413734,1.0
527,a load of,54.634446999999994,-5.8462557,1.0
528,a load of,54.64356899999999,-3.5427519999999997,2.0
529,a load of,54.654899300000004,-8.104096700000001,1.0
530,a load of,54.66720162065664,-6.8135095296532775,0.3333333333333333
531,a load of,54.678989655600226,-1.2164315672077581,1.0
532,a load of,54.691745,-1.212926,1.0
533,a load of,54.714441,-3.49494,2.0
534,a load of,54.755373,-6.607980499999999,1.0
535,a load of,54.78035416162599,-1.567065533759028,1.0
536,a load of,54.785809652829634,-1.5585540641543438,1.0
537,a load of,54.8183116532701,-1.4476285647558809,1.0
538,a load of,54.851797,-1.8330259999999998,1.0
539,a load of,54.85516515068954,-1.836129561794298,2.0
540,a load of,54.881607652980364,-1.423628564562613,1.0
541,a load of,54.892472999999995,-2.932931,3.0
542,a load of,54.89370079999999,-2.9340057999999996,0.5
543,a load of,54.90686899999999,-1.383801,0.5
544,a load of,54.92103111183631,-7.866290521939138,1.0
