,variant,theme,goal,theme_type,goal_type,goal_det,goal_noun,theme_det,theme_noun,verb_form,verb_stem,verb_tag,latitude,longitude,weight
25,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VB,55.862241,-4.019337,1.0
26,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VB,55.864237,-4.251806,1.0
27,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VB,55.86626700000001,-3.962566,1.0
28,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VBP,52.8792745,-2.0571868,1.0
29,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VBP,53.28435500000001,-3.581405,1.0
30,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VBP,54.27512816307191,-0.416379075343428,1.0
31,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VBP,54.71931212429472,-6.203078033235268,1.0
32,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VBP,56.071741,-3.452151,1.0
33,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,give,give,VBP,56.46201800000001,-2.970721,0.5
34,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,offer,offer,VB,55.86473012692234,-4.554877537791649,1.0
35,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,owe,owe,VBP,56.1165227,-3.9369029,1.0
36,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,send,send,VB,51.5073509,-0.12775830000000002,1.0
37,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,send,send,VBP,53.557378,-0.029435000000000006,1.0
38,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,show,show,VBP,53.10031899999999,-0.9936306,2.0
39,goal_theme_ditransitive,it,him,pronominal_it,pronominal,no value,no value,no value,no value,show,show,VBP,55.42706,-2.780914,1.0
40,goal_theme_ditransitive,it,me,pronominal_it,pronominal,no value,no value,no value,no value,bring,bring,VB,50.82253,-0.137163,1.0
41,goal_theme_ditransitive,it,me,pronominal_it,pronominal,no value,no value,no value,no value,dm,dm,VB,51.3888898,-0.1403317,1.0
42,goal_theme_ditransitive,it,me,pronominal_it,pronominal,no value,no value,no value,no value,dm,dm,VB,51.4571477,-0.1230681,1.0
43,goal_theme_ditransitive,it,me,pronominal_it,pronominal,no value,no value,no value,no value,dm,dm,VB,51.5073509,-0.12775830000000002,1.0
44,goal_theme_ditransitive,it,me,pronominal_it,pronominal,no value,no value,no value,no value,dm,dm,VB,53.13916646141324,-1.592680243080065,1.0
