,userid,construction_type,tag,verb,pronoun,preposition,goal,goal_det,goal_noun,theme_type,goal_type,latitude,longitude
2300,2536577,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,50.99750666473128,-3.927118568193401
2301,4828463,it+nominal,prepositional_dative,read,it,to,the boys,the,boys,pronominal,nominal,54.97825200000001,-1.61778
2302,3024583,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,51.454513,-2.58791
2303,3024583,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,51.707275,-0.4183259
8391,5492968,it+nominal,prepositional_dative,owe,it,to,the club,the,club,pronominal,nominal,51.76826368316689,0.106737406161327
2305,5735182,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,51.4542645,-0.9781303
2306,3113681,it+nominal,prepositional_dative,put,it,to,a people,a,people,pronominal,nominal,53.7018191596294,-1.664671569583901
33,2060266,it+nominal,prepositional_dative,said,it,to,your face,your,face,pronominal,nominal,52.8792745,-2.0571868
2308,3503431,it+nominal,prepositional_dative,say,it,to,the girls,the,girls,pronominal,nominal,53.34980529999999,-6.260309700000001
2309,5022762,it+nominal,prepositional_dative,say,it,to,a girl,a,girl,pronominal,nominal,53.714255656094025,-2.24118456538346
8390,199799,it+nominal,prepositional_dative,give,it,to,my girlfriend,my,girlfriend,pronominal,nominal,51.180080683079346,-0.609947591761684
2311,6084727,it+nominal,prepositional_dative,passes,it,to,a team,a,team,pronominal,nominal,51.903862625520325,-9.033306029107486
2312,4265679,it+nominal,prepositional_dative,sticks,it,to,the man,the,man,pronominal,nominal,53.801955659532176,-1.565489569728704
2313,1148464,it+nominal,prepositional_dative,give,it,to,my children,my,children,pronominal,nominal,51.5073509,-0.12775830000000002
2314,1148464,it+nominal,prepositional_dative,give,it,to,my children,my,children,pronominal,nominal,51.4784037,0.3230151
2315,2424483,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,53.257282634773176,-6.174398040887319
2316,5593495,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.7520209,-1.2577263
2317,2495412,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.6775873,-2.4672611
2318,5444162,it+nominal,prepositional_dative,give,it,to,your mum,your,mum,pronominal,nominal,53.4807593,-2.2426305
2319,1819355,it+nominal,prepositional_dative,give,it,to,my daughter,my,daughter,pronominal,nominal,52.772571,-1.2052126
2320,747493,it+nominal,prepositional_dative,give,it,to,my daughter,my,daughter,pronominal,nominal,53.3727181,-3.073754
2321,645067,it+nominal,prepositional_dative,playing,it,to,the boys,the,boys,pronominal,nominal,53.59378266053754,-1.6367200703996918
2322,6128826,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.524835183228426,-0.17311459311106198
2323,2121404,it+nominal,prepositional_dative,drove,it,to,our team,our,team,pronominal,nominal,51.58086841820905,-0.738426625715207
2324,18915,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.50009168353514,-0.14893559343778198
2325,5422878,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,53.193392,-2.893075
2326,4616150,it+nominal,prepositional_dative,release,it,to,the world,the,world,pronominal,nominal,51.23622,-0.570409
2327,3974039,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5073509,-0.12775830000000002
2328,4915247,it+nominal,prepositional_dative,delivering,it,to,my door,my,door,pronominal,nominal,53.34980529999999,-6.260309700000001
2329,1246895,it+nominal,prepositional_dative,played,it,to,the daughter,the,daughter,pronominal,nominal,52.205337,0.121817
2330,3676041,it+nominal,prepositional_dative,say,it,to,your mum,your,mum,pronominal,nominal,52.13747317740607,-0.459366087417438
2331,1730841,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,55.842816130908965,-3.948217041870175
2332,1730841,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,55.842816130908965,-3.948217041870175
2333,3422799,it+nominal,prepositional_dative,send,it,to,my daughter,my,daughter,pronominal,nominal,55.864237,-4.251806
2334,3104911,it+nominal,prepositional_dative,said,it,to,my face,my,face,pronominal,nominal,50.99750666473128,-3.927118568193401
2335,1779792,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.8985143,-8.4756035
2336,3994521,it+nominal,prepositional_dative,give,it,to,a family,a,family,pronominal,nominal,52.49396616659272,-1.890640074770749
2337,6108953,it+nominal,prepositional_dative,leave,it,to,their family,their,family,pronominal,nominal,51.5073509,-0.12775830000000002
2338,4526864,it+nominal,prepositional_dative,showed,it,to,my dad,my,dad,pronominal,nominal,51.35893068481797,-0.092632594680242
2339,3386242,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,51.5073509,-0.12775830000000002
2340,1383389,it+nominal,prepositional_dative,send,it,to,the kids,the,kids,pronominal,nominal,53.469850153162156,-3.0044555613404573
2341,2544806,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5073509,-0.12775830000000002
8389,4806724,it+nominal,prepositional_dative,bring,it,to,my attention,my,attention,pronominal,nominal,53.3976041,-2.9436644
2343,5980155,it+nominal,prepositional_dative,show,it,to,the world,the,world,pronominal,nominal,51.45355713950015,-2.5914830763791965
2344,6366271,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,55.858302128951905,-4.241751039861819
8388,924545,it+nominal,prepositional_dative,bringing,it,to,your attention,your,attention,pronominal,nominal,53.40837140000001,-2.9915726
2346,417050,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.5073509,-0.12775830000000002
2347,1316097,it+nominal,prepositional_dative,saying,it,to,my face,my,face,pronominal,nominal,52.486243,-1.890401
2348,5050532,it+nominal,prepositional_dative,delivering,it,to,the team,the,team,pronominal,nominal,52.5694985,-0.2405299
2349,5050532,it+nominal,prepositional_dative,delivering,it,to,the team,the,team,pronominal,nominal,52.5694985,-0.2405299
2350,6264913,it+nominal,prepositional_dative,donated,it,to,the mum,the,mum,pronominal,nominal,51.5073509,-0.12775830000000002
2351,6371681,it+nominal,prepositional_dative,saying,it,to,my face,my,face,pronominal,nominal,52.056736,1.14822
2352,5774711,it+nominal,prepositional_dative,send,it,to,the team,the,team,pronominal,nominal,51.5073509,-0.12775830000000002
2353,483104,it+nominal,prepositional_dative,give,it,to,the team,the,team,pronominal,nominal,53.4807593,-2.2426305
2354,2008389,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,54.5600614,-5.901539
2355,4152009,it+nominal,prepositional_dative,serve,it,to,the family,the,family,pronominal,nominal,51.366230358637715,-0.185745622997666
2356,830726,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.40837140000001,-2.9915726
2357,971947,it+nominal,prepositional_dative,gave,it,to,the wife,the,wife,pronominal,nominal,52.9155296661778,-1.470778075459931
2358,3646751,it+nominal,prepositional_dative,sticking,it,to,an eu,an,eu,pronominal,nominal,53.683298,-1.505924
2359,5969949,it+nominal,prepositional_dative,give,it,to,my daughter,my,daughter,pronominal,nominal,51.5073509,-0.12775830000000002
2360,5969949,it+nominal,prepositional_dative,give,it,to,my daughter,my,daughter,pronominal,nominal,51.5073509,-0.12775830000000002
2361,3195469,it+nominal,prepositional_dative,brought,it,to,my attention,my,attention,pronominal,nominal,52.49396616659272,-1.890640074770749
2362,3233186,it+nominal,prepositional_dative,give,it,to,your friend,your,friend,pronominal,nominal,51.5073509,-0.12775830000000002
2363,242822,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.40837140000001,-2.9915726
2364,1073983,it+nominal,prepositional_dative,send,it,to,my email,my,email,pronominal,nominal,54.52361,-1.559458
2365,3477298,it+nominal,prepositional_dative,owe,it,to,the boy,the,boy,pronominal,nominal,53.4807593,-2.2426305
2366,3477298,it+nominal,prepositional_dative,owe,it,to,the boy,the,boy,pronominal,nominal,50.82253,-0.137163
2367,4581652,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,50.99750666473128,-3.927118568193401
2368,2492011,it+nominal,prepositional_dative,gave,it,to,my dog,my,dog,pronominal,nominal,51.8985143,-8.4756035
2369,4239194,it+nominal,prepositional_dative,gave,it,to,the man,the,man,pronominal,nominal,52.406822,-1.519693
32,5980246,it+nominal,prepositional_dative,showed,it,to,my son,my,son,pronominal,nominal,52.5801341644693,-2.1479645724127168
2371,2326579,it+nominal,prepositional_dative,sent,it,to,my email,my,email,pronominal,nominal,53.34980529999999,-6.260309700000001
2372,3852736,it+nominal,prepositional_dative,drops,it,to,your door,your,door,pronominal,nominal,51.7520209,-1.2577263
2373,2310224,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,52.34678366718804,-1.961197575080892
2374,774181,it+nominal,prepositional_dative,said,it,to,my mother,my,mother,pronominal,nominal,53.38209299226186,-6.931543141242943
2375,106176,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,53.194262,-2.51967
2376,1154415,it+nominal,prepositional_dative,sing,it,to,your face,your,face,pronominal,nominal,53.8108176,-1.7626099999999998
2377,1601444,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.222491,1.401661
2378,4708912,it+nominal,prepositional_dative,saying,it,to,my dad,my,dad,pronominal,nominal,53.7676236,-0.3274198
2379,1665842,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,50.82009018616952,-0.499692594653703
2380,5966792,it+nominal,prepositional_dative,owe,it,to,my children,my,children,pronominal,nominal,56.14926375574465,-4.2066697216690825
2381,3427728,it+nominal,prepositional_dative,give,it,to,my mum,my,mum,pronominal,nominal,53.4807593,-2.2426305
2382,6259986,it+nominal,prepositional_dative,read,it,to,the kids,the,kids,pronominal,nominal,52.91243950000001,1.0469133
2383,5386290,it+nominal,prepositional_dative,showing,it,to,my kids,my,kids,pronominal,nominal,53.40837140000001,-2.9915726
2384,2935884,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,53.74396315883728,-2.826549489717924
2385,1965863,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.671658672034006,-1.9283190791005969
2386,1109806,it+nominal,prepositional_dative,mention,it,to,my friends,my,friends,pronominal,nominal,52.056736,1.14822
2387,4544930,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,51.41074668067209,-0.754261089353091
2388,133083,it+nominal,prepositional_dative,recommended,it,to,my mum,my,mum,pronominal,nominal,50.768035,0.29047199999999995
2389,4327454,it+nominal,prepositional_dative,owe,it,to,the world,the,world,pronominal,nominal,51.5073509,-0.12775830000000002
2390,926087,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,53.54606465559795,-2.5159090643716784
2391,6370598,it+nominal,prepositional_dative,match,it,to,the door,the,door,pronominal,nominal,55.89300763363222,-3.457663544841832
2392,4747579,it+nominal,prepositional_dative,send,it,to,my mum,my,mum,pronominal,nominal,51.5073509,-0.12775830000000002
2393,1397982,it+nominal,prepositional_dative,send,it,to,their friends,their,friends,pronominal,nominal,53.3900441,-2.5969501
2394,5884028,it+nominal,prepositional_dative,pushing,it,to,more people,more,people,pronominal,nominal,53.40837140000001,-2.9915726
2395,3153557,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,53.4805944,-1.2263372
2396,3837982,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,52.6308859,1.297355
2397,5223347,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,53.15480613133431,-6.815332537223787
8387,3976360,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,54.597285,-5.93012
2399,3345676,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,51.285938671424006,-2.4810840771626816
2400,1777535,it+nominal,prepositional_dative,read,it,to,my son,my,son,pronominal,nominal,52.27973567844488,-0.110067089229845
2401,402068,it+nominal,prepositional_dative,say,it,to,her face,her,face,pronominal,nominal,53.456952157913115,-2.233479566883483
2402,5503011,it+nominal,prepositional_dative,give,it,to,the team,the,team,pronominal,nominal,52.6139686,0.8864021000000001
2403,6267277,it+nominal,prepositional_dative,tie,it,to,your car,your,car,pronominal,nominal,51.8985143,-8.4756035
2404,6429968,it+nominal,prepositional_dative,showed,it,to,a friend,a,friend,pronominal,nominal,53.34980529999999,-6.260309700000001
2405,4922738,it+nominal,prepositional_dative,gave,it,to,my dad,my,dad,pronominal,nominal,52.22045018239496,0.5115784057048179
2406,1312219,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,55.794268629080754,-4.291421039884454
2407,2033254,it+nominal,prepositional_dative,brought,it,to,the attention,the,attention,pronominal,nominal,55.793868,-4.09492
2408,5399591,it+nominal,prepositional_dative,bring,it,to,my door,my,door,pronominal,nominal,51.2787075,0.5217254
2409,826679,it+nominal,prepositional_dative,said,it,to,my face,my,face,pronominal,nominal,50.3754565,-4.1426565
2410,2943333,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.8985143,-8.4756035
2411,3733083,it+nominal,prepositional_dative,sent,it,to,my mum,my,mum,pronominal,nominal,52.240477,-0.902656
2412,1984842,it+nominal,prepositional_dative,giving,it,to,the kids,the,kids,pronominal,nominal,53.469850153162156,-3.0044555613404573
2413,2762980,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,52.586214,-1.982919
2414,5416889,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,53.83592700000001,-1.776978
2415,5416889,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,53.83592700000001,-1.776978
2416,5416889,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,53.83592700000001,-1.776978
2417,5416889,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,53.83592700000001,-1.776978
2418,4125434,it+nominal,prepositional_dative,giving,it,to,the man,the,man,pronominal,nominal,52.63687779999999,-1.1397592
2419,45163,it+nominal,prepositional_dative,bringing,it,to,your attention,your,attention,pronominal,nominal,54.5082725,-6.7669352
8386,3976360,it+nominal,prepositional_dative,sell,it,to,the girl,the,girl,pronominal,nominal,54.597285,-5.93012
2421,1676698,it+nominal,prepositional_dative,tweeted,it,to,the world,the,world,pronominal,nominal,51.5073509,-0.12775830000000002
2422,6180779,it+nominal,prepositional_dative,showed,it,to,my son,my,son,pronominal,nominal,52.6308859,1.297355
2423,6180779,it+nominal,prepositional_dative,showed,it,to,my son,my,son,pronominal,nominal,52.6308859,1.297355
2424,5158103,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,55.909243,-4.4624179
2425,5320435,it+nominal,prepositional_dative,say,it,to,her face,her,face,pronominal,nominal,54.574227,-1.234956
2426,3259173,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,53.33021020117839,-6.300255457154517
2427,1718002,it+nominal,prepositional_dative,played,it,to,the wife,the,wife,pronominal,nominal,51.45252367906998,-0.9820300873965708
2428,4751916,it+nominal,prepositional_dative,gave,it,to,the baby,the,baby,pronominal,nominal,51.5073509,-0.12775830000000002
2429,1929011,it+nominal,prepositional_dative,say,it,to,her face,her,face,pronominal,nominal,53.34980529999999,-6.260309700000001
2430,6047225,it+nominal,prepositional_dative,describe,it,to,your kids,your,kids,pronominal,nominal,51.4568274,-0.1896638
2431,4119440,it+nominal,prepositional_dative,gift,it,to,my friend,my,friend,pronominal,nominal,52.205337,0.121817
2432,2979133,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,53.383164163093134,-1.449611572954178
2433,1973784,it+nominal,prepositional_dative,sent,it,to,my mum,my,mum,pronominal,nominal,53.147195,-1.198674
2434,1499810,it+nominal,prepositional_dative,kick,it,to,the man,the,man,pronominal,nominal,53.15480613133431,-6.815332537223787
2435,2661179,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,51.26654,-1.0923964
2436,3922737,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,52.486243,-1.890401
2437,2831073,it+nominal,prepositional_dative,give,it,to,this man,this,man,pronominal,nominal,53.15480613133431,-6.815332537223787
2438,3295574,it+nominal,prepositional_dative,bringing,it,to,your attention,your,attention,pronominal,nominal,51.23622,-0.570409
2439,6296402,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,51.5073509,-0.12775830000000002
2440,6045801,it+nominal,prepositional_dative,brings,it,to,your attention,your,attention,pronominal,nominal,51.5454736,-0.1627902
2441,4226025,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,52.205337,0.121817
2442,584456,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.683298,-1.505924
2443,1197596,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.38544518372361,-0.252753593305613
2444,6098078,it+nominal,prepositional_dative,owe,it,to,our kids,our,kids,pronominal,nominal,52.37555952053464,-1.896641121058779
2445,2288157,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.480127161588534,-1.59117207137519
2446,2882497,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.99123065837426,-1.541875568819093
2447,5645958,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.6308859,1.297355
2448,5463990,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.40837140000001,-2.9915726
2449,6214739,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.24488,0.407962
2450,5337755,it+nominal,prepositional_dative,give,it,to,my boys,my,boys,pronominal,nominal,56.1168249,-3.158137
2451,1625044,it+nominal,prepositional_dative,send,it,to,my friend,my,friend,pronominal,nominal,51.7185621625891,-3.452960067727893
2452,1554823,it+nominal,prepositional_dative,explain,it,to,my kids,my,kids,pronominal,nominal,56.19116062840576,-3.964080039862417
2453,3327020,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.63687779999999,-1.1397592
2454,2965577,it+nominal,prepositional_dative,put,it,to,the players,the,players,pronominal,nominal,51.556619,0.076251
2455,266227,it+nominal,prepositional_dative,show,it,to,my mum,my,mum,pronominal,nominal,53.4807593,-2.2426305
2456,327101,it+nominal,prepositional_dative,bring,it,to,your door,your,door,pronominal,nominal,51.5073509,-0.12775830000000002
2457,2797242,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,53.41987815404958,-2.915426562244173
2458,4364179,it+nominal,prepositional_dative,gave,it,to,my daughter,my,daughter,pronominal,nominal,51.506579,-0.081389
2459,2618906,it+nominal,prepositional_dative,send,it,to,your email,your,email,pronominal,nominal,51.51448018375678,-0.092910093782144
2460,461754,it+nominal,prepositional_dative,bring,it,to,our attention,our,attention,pronominal,nominal,52.335589,-2.061906
2461,461754,it+nominal,prepositional_dative,bring,it,to,our attention,our,attention,pronominal,nominal,52.335589,-2.061906
2462,791331,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,51.5073509,-0.12775830000000002
2463,3688829,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.5073509,-0.12775830000000002
2464,3688829,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.5073509,-0.12775830000000002
2465,6365597,it+nominal,prepositional_dative,brings,it,to,my door,my,door,pronominal,nominal,53.5768647,-2.4282192000000005
2466,1622740,it+nominal,prepositional_dative,giving,it,to,a girl,a,girl,pronominal,nominal,51.5073509,-0.12775830000000002
2467,466201,it+nominal,prepositional_dative,gave,it,to,his son,his,son,pronominal,nominal,51.064239679739806,-1.325545087003637
2468,3074422,it+nominal,prepositional_dative,brought,it,to,my attention,my,attention,pronominal,nominal,53.40837140000001,-2.9915726
2469,3448792,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,51.457876669614194,-2.585389575449031
2470,938776,it+nominal,prepositional_dative,saying,it,to,that face,that,face,pronominal,nominal,54.9636693,-1.4418634
2471,3792183,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,53.64579200000001,-1.7850351000000002
2472,289303,it+nominal,prepositional_dative,show,it,to,the world,the,world,pronominal,nominal,53.408377395745106,-2.8698808737097234
2473,4782093,it+nominal,prepositional_dative,give,it,to,the kids,the,kids,pronominal,nominal,51.7520209,-1.2577263
2474,19731,it+nominal,prepositional_dative,charge,it,to,the game,the,game,pronominal,nominal,51.5073509,-0.12775830000000002
2475,5714910,it+nominal,prepositional_dative,charge,it,to,the game,the,game,pronominal,nominal,51.5073509,-0.12775830000000002
2476,2895251,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,51.5221521,-0.1534475
2477,5330102,it+nominal,prepositional_dative,send,it,to,his mum,his,mum,pronominal,nominal,53.4807593,-2.2426305
2478,2569721,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.8985143,-8.4756035
2479,46686,it+nominal,prepositional_dative,owes,it,to,her children,her,children,pronominal,nominal,52.766404,-0.887126
8385,3865602,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.481138,1.7534490000000005
8384,2339953,it+nominal,prepositional_dative,pass,it,to,a friend,a,friend,pronominal,nominal,53.80082680448169,-1.557344775441182
2482,2025606,it+nominal,prepositional_dative,gift,it,to,my friend,my,friend,pronominal,nominal,55.2082542,-2.0784138
2483,3009193,it+nominal,prepositional_dative,given,it,to,his mum,his,mum,pronominal,nominal,53.763201,-2.70309
2484,5464680,it+nominal,prepositional_dative,give,it,to,the man,the,man,pronominal,nominal,52.486243,-1.890401
2485,1993329,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,51.92177417770269,-0.6632850871210371
2486,2329721,it+nominal,prepositional_dative,say,it,to,a girl,a,girl,pronominal,nominal,51.5010095,-0.1932794
2487,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2488,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2489,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2490,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2491,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2492,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2493,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2494,2253346,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.59930492439445,-0.063885218912089
2495,1333491,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5073509,-0.12775830000000002
2496,1333491,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5390261,-0.1425516
2497,2692378,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.815606,-0.8084
2498,3037565,it+nominal,prepositional_dative,pass,it,to,our team,our,team,pronominal,nominal,53.40837140000001,-2.9915726
2499,4271778,it+nominal,prepositional_dative,playing,it,to,my mum,my,mum,pronominal,nominal,51.48926268395567,-0.088160593963711
2500,3709781,it+nominal,prepositional_dative,giving,it,to,a friend,a,friend,pronominal,nominal,51.5073509,-0.12775830000000002
2501,5596364,it+nominal,prepositional_dative,give,it,to,the kids,the,kids,pronominal,nominal,51.4133939,-0.366712
2502,5657710,it+nominal,prepositional_dative,suggest,it,to,the friends,the,friends,pronominal,nominal,52.22045018239496,0.5115784057048179
2503,2141936,it+nominal,prepositional_dative,give,it,to,my son,my,son,pronominal,nominal,51.83824416702962,-2.5775440734092347
2504,6007451,it+nominal,prepositional_dative,introduce,it,to,their team,their,team,pronominal,nominal,52.63687779999999,-1.1397592
2505,938604,it+nominal,prepositional_dative,sing,it,to,the boys,the,boys,pronominal,nominal,50.851062682101706,-1.170351089375269
2506,1390309,it+nominal,prepositional_dative,send,it,to,your email,your,email,pronominal,nominal,50.718412,-3.533899
2507,4076521,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.555914,0.248894
2508,5844726,it+nominal,prepositional_dative,give,it,to,my family,my,family,pronominal,nominal,51.5073509,-0.12775830000000002
2509,455888,it+nominal,prepositional_dative,explained,it,to,my kids,my,kids,pronominal,nominal,52.9155296661778,-1.470778075459931
2510,6086282,it+nominal,prepositional_dative,hand,it,to,my family,my,family,pronominal,nominal,54.1039,-3.25
2511,4832213,it+nominal,prepositional_dative,mention,it,to,the girls,the,girls,pronominal,nominal,51.481581,-3.17909
2512,704040,it+nominal,prepositional_dative,give,it,to,a friend,a,friend,pronominal,nominal,52.44722566752533,-1.7874950757883938
2513,3865063,it+nominal,prepositional_dative,showing,it,to,my kids,my,kids,pronominal,nominal,51.39431968525401,0.026299404614119
2514,2451654,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,53.40837140000001,-2.9915726
2515,2451654,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,54.664097,-2.752708
2516,2451654,it+nominal,prepositional_dative,sent,it,to,my mum,my,mum,pronominal,nominal,53.40837140000001,-2.9915726
2517,2451654,it+nominal,prepositional_dative,sent,it,to,my mum,my,mum,pronominal,nominal,54.664097,-2.752708
2518,5854431,it+nominal,prepositional_dative,gave,it,to,my mother,my,mother,pronominal,nominal,55.131418149377225,-1.7396190608954751
2519,2991024,it+nominal,prepositional_dative,gave,it,to,my mother,my,mother,pronominal,nominal,51.5073509,-0.12775830000000002
2520,2991024,it+nominal,prepositional_dative,gave,it,to,my mother,my,mother,pronominal,nominal,51.5073509,-0.12775830000000002
2521,4839893,it+nominal,prepositional_dative,teaching,it,to,my kids,my,kids,pronominal,nominal,52.205337,0.121817
2522,1995701,it+nominal,prepositional_dative,send,it,to,your wife,your,wife,pronominal,nominal,51.503662751556604,-0.160237144685509
2523,1995701,it+nominal,prepositional_dative,send,it,to,your wife,your,wife,pronominal,nominal,51.503662751556604,-0.160237144685509
2524,5137754,it+nominal,prepositional_dative,bringing,it,to,my game,my,game,pronominal,nominal,52.4750743,-1.8298330000000005
2525,6188459,it+nominal,prepositional_dative,leave,it,to,our children,our,children,pronominal,nominal,51.4571477,-0.1230681
2526,3634073,it+nominal,prepositional_dative,charge,it,to,the game,the,game,pronominal,nominal,51.45146987942083,-0.14911545690422698
2527,547240,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.572020684691246,1.34069340142437
2528,583093,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.7892877,-2.2405035
2529,6386532,it+nominal,prepositional_dative,reading,it,to,my kids,my,kids,pronominal,nominal,53.4575955,-2.1578377
2530,4195091,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,50.854259000000006,0.573453
2531,4195091,it+nominal,prepositional_dative,give,it,to,the eu,the,eu,pronominal,nominal,50.854259000000006,0.573453
2532,4195091,it+nominal,prepositional_dative,leave,it,to,my son,my,son,pronominal,nominal,50.854259000000006,0.573453
2533,4195091,it+nominal,prepositional_dative,giving,it,to,his mother,his,mother,pronominal,nominal,50.854259000000006,0.573453
2534,4195091,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,50.854259000000006,0.573453
