,userid,construction_type,tag,verb,pronoun,preposition,goal,goal_det,goal_noun,theme_type,goal_type,latitude,longitude
8366,3125104,it+nominal,goal_theme_ditransitive,show,it,,my girlfriend,my,girlfriend,pronominal,nominal,55.953252,-3.188267
8311,3969610,it+nominal,goal_theme_ditransitive,giving,it,,the boy,the,boy,pronominal,nominal,55.50389663085124,-4.329341541206408
8255,6179197,it+nominal,goal_theme_ditransitive,give,it,,the players,the,players,pronominal,nominal,55.864237,-4.251806
8254,6179197,it+nominal,goal_theme_ditransitive,give,it,,the players,the,players,pronominal,nominal,55.864237,-4.251806
7995,3412607,it+nominal,goal_theme_ditransitive,got,it,,the wife,the,wife,pronominal,nominal,54.61759765385377,-1.579937564966059
7849,4494204,it+nominal,goal_theme_ditransitive,get,it,,my son,my,son,pronominal,nominal,55.94566800000001,-3.992534
7816,3245311,it+nominal,goal_theme_ditransitive,show,it,,the world,the,world,pronominal,nominal,55.858302128951905,-4.241751039861819
7602,2994672,it+nominal,goal_theme_ditransitive,gift,it,,the world,the,world,pronominal,nominal,54.97825200000001,-1.61778
7512,1377246,it+nominal,goal_theme_ditransitive,showed,it,,my dad,my,dad,pronominal,nominal,51.866310682801725,0.15974940632547102
7286,6584244,it+nominal,goal_theme_ditransitive,show,it,,the boys,the,boys,pronominal,nominal,51.481581,-3.17909
7285,6584244,it+nominal,goal_theme_ditransitive,show,it,,the boys,the,boys,pronominal,nominal,51.481581,-3.17909
6931,3150992,it+nominal,goal_theme_ditransitive,give,it,,my dog,my,dog,pronominal,nominal,54.574227,-1.234956
6897,3168225,it+nominal,goal_theme_ditransitive,sent,it,,my boyfriend,my,boyfriend,pronominal,nominal,53.52282,-1.128462
6864,4130520,it+nominal,goal_theme_ditransitive,showed,it,,my daughter,my,daughter,pronominal,nominal,54.58156,-0.975134
6784,4545848,it+nominal,goal_theme_ditransitive,get,it,,my dad,my,dad,pronominal,nominal,51.5383335,0.050482
6285,2882460,it+nominal,goal_theme_ditransitive,teach,it,,the kids,the,kids,pronominal,nominal,51.5073509,-0.12775830000000002
5738,1694472,it+nominal,goal_theme_ditransitive,email,it,,my dad,my,dad,pronominal,nominal,53.235048,-1.421629
4960,564089,it+nominal,goal_theme_ditransitive,give,it,,your kids,your,kids,pronominal,nominal,54.77525,-1.584852
4860,2806878,it+nominal,goal_theme_ditransitive,give,it,,your baby,your,baby,pronominal,nominal,54.4635261,-6.334550599999999
4783,1660802,it+nominal,goal_theme_ditransitive,got,it,,the kids,the,kids,pronominal,nominal,55.87456529999999,-3.105353
4190,2448008,it+nominal,goal_theme_ditransitive,given,it,,our team,our,team,pronominal,nominal,53.4807593,-2.2426305
4157,1307033,it+nominal,goal_theme_ditransitive,showing,it,,our friend,our,friend,pronominal,nominal,53.95996510000001,-1.0872979
3739,4892791,it+nominal,goal_theme_ditransitive,show,it,,my friends,my,friends,pronominal,nominal,53.90604162876235,-6.395642536148323
3420,4056951,it+nominal,goal_theme_ditransitive,getting,it,,my dad,my,dad,pronominal,nominal,54.57707565686802,-1.120204568486189
3132,5113625,it+nominal,goal_theme_ditransitive,show,it,,my daughter,my,daughter,pronominal,nominal,51.3810641,-2.3590167
3131,5113625,it+nominal,goal_theme_ditransitive,show,it,,my daughter,my,daughter,pronominal,nominal,51.3810641,-2.3590167
2886,4443359,it+nominal,goal_theme_ditransitive,show,it,,a friend,a,friend,pronominal,nominal,51.5557739,-1.7797176
2866,5950281,it+nominal,goal_theme_ditransitive,show,it,,your kids,your,kids,pronominal,nominal,54.691745,-1.212926
2792,3049503,it+nominal,goal_theme_ditransitive,give,it,,the kids,the,kids,pronominal,nominal,53.8108176,-1.7626099999999998
2772,844697,it+nominal,goal_theme_ditransitive,shown,it,,my daughter,my,daughter,pronominal,nominal,55.2082542,-2.0784138
2765,5892095,it+nominal,goal_theme_ditransitive,showed,it,,my son,my,son,pronominal,nominal,55.864237,-4.251806
2634,895845,it+nominal,goal_theme_ditransitive,get,it,,my daughter,my,daughter,pronominal,nominal,51.230751,-2.320096
2370,1921068,it+nominal,goal_theme_ditransitive,show,it,,a friend,a,friend,pronominal,nominal,54.06800465042361,-2.775131059633978
2307,2065231,it+nominal,goal_theme_ditransitive,show,it,,your children,your,children,pronominal,nominal,55.98162162361896,-4.945407534655282
2252,5476379,it+nominal,goal_theme_ditransitive,get,it,,my wife,my,wife,pronominal,nominal,55.773543,-3.919354
2150,6594994,it+nominal,goal_theme_ditransitive,showed,it,,my mum,my,mum,pronominal,nominal,56.00799876527796,-3.803210645635293
2126,3770059,it+nominal,goal_theme_ditransitive,got,it,,my mum,my,mum,pronominal,nominal,51.584151,-2.997664
1927,4306427,it+nominal,goal_theme_ditransitive,teach,it,,my dad,my,dad,pronominal,nominal,51.5073509,-0.12775830000000002
1818,1867842,it+nominal,goal_theme_ditransitive,show,it,,my girlfriend,my,girlfriend,pronominal,nominal,52.7073029,-2.7553268
1633,714634,it+nominal,goal_theme_ditransitive,get,it,,my mum,my,mum,pronominal,nominal,56.18022963434772,-3.024360546137047
1632,714634,it+nominal,goal_theme_ditransitive,get,it,,my mum,my,mum,pronominal,nominal,56.18022963434772,-3.024360546137047
1383,3578416,it+nominal,goal_theme_ditransitive,get,it,,my daughter,my,daughter,pronominal,nominal,52.486243,-1.890401
1151,4048399,it+nominal,goal_theme_ditransitive,showed,it,,my wife,my,wife,pronominal,nominal,53.567471,-0.08078400000000001
1125,1241405,it+nominal,goal_theme_ditransitive,showed,it,,my mum,my,mum,pronominal,nominal,51.5742447,0.4856781
991,6204799,it+nominal,goal_theme_ditransitive,get,it,,the wife,the,wife,pronominal,nominal,56.13443812963958,-3.830071541050296
931,6518279,it+nominal,goal_theme_ditransitive,show,it,,my boy,my,boy,pronominal,nominal,55.64542362689451,-4.797932037394845
930,6518279,it+nominal,goal_theme_ditransitive,show,it,,my gran,my,gran,pronominal,nominal,55.64542362689451,-4.797932037394845
487,3249415,it+nominal,goal_theme_ditransitive,got,it,,the kids,the,kids,pronominal,nominal,52.87473808202643,1.29123024569384
343,4798328,it+nominal,goal_theme_ditransitive,show,it,,my girlfriend,my,girlfriend,pronominal,nominal,51.5459269,0.7077123000000001
342,4798328,it+nominal,goal_theme_ditransitive,show,it,,my girlfriend,my,girlfriend,pronominal,nominal,51.5742447,0.4856781
237,4222786,it+nominal,goal_theme_ditransitive,introduce,it,,my daughter,my,daughter,pronominal,nominal,51.524835183228426,-0.17311459311106198
176,1623887,it+nominal,goal_theme_ditransitive,show,it,,the house,the,house,pronominal,nominal,55.864237,-4.251806
52,1705661,it+nominal,prepositional_dative,attach,it,to,an email,an,email,pronominal,nominal,53.4807593,-2.2426305
53,924050,it+nominal,prepositional_dative,sticking,it,to,the wife,the,wife,pronominal,nominal,53.067185,-2.524102
54,1623582,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,53.258663,-2.119287
55,6318232,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.3250681,-6.2239212
56,2853455,it+nominal,prepositional_dative,send,it,to,their girl,their,girl,pronominal,nominal,51.5073509,-0.12775830000000002
57,2853455,it+nominal,prepositional_dative,sent,it,to,his girl,his,girl,pronominal,nominal,51.5073509,-0.12775830000000002
58,832004,it+nominal,prepositional_dative,show,it,to,the world,the,world,pronominal,nominal,53.691688,-1.308648
59,5153003,it+nominal,prepositional_dative,give,it,to,my man,my,man,pronominal,nominal,55.94319513486961,-3.203008046263737
60,4861390,it+nominal,prepositional_dative,get,it,to,the children,the,children,pronominal,nominal,54.595868626946924,-5.928412535622676
61,6360410,it+nominal,prepositional_dative,mentioned,it,to,her daughter,her,daughter,pronominal,nominal,51.3614279,-0.193961
62,4088980,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,52.406822,-1.519693
63,5612303,it+nominal,prepositional_dative,share,it,to,the world,the,world,pronominal,nominal,51.5073509,-0.12775830000000002
64,4265760,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.34980529999999,-6.260309700000001
65,2711424,it+nominal,prepositional_dative,give,it,to,the man,the,man,pronominal,nominal,55.858302128951905,-4.241751039861819
8444,6560826,it+nominal,prepositional_dative,pass,it,to,our team,our,team,pronominal,nominal,51.5073509,-0.12775830000000002
67,3175362,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,51.3679705,0.070062
68,253556,it+nominal,prepositional_dative,charge,it,to,the game,the,game,pronominal,nominal,51.35893068481797,-0.092632594680242
69,90818,it+nominal,prepositional_dative,socking,it,to,the man,the,man,pronominal,nominal,51.454513,-2.58791
70,777213,it+nominal,prepositional_dative,relay,it,to,the team,the,team,pronominal,nominal,51.50009168353514,-0.14893559343778198
71,4030041,it+nominal,prepositional_dative,show,it,to,my mum,my,mum,pronominal,nominal,52.396322,-0.7302489999999999
72,3372090,it+nominal,prepositional_dative,reported,it,to,the team,the,team,pronominal,nominal,51.5250260215253,0.317487561110484
73,4794386,it+nominal,prepositional_dative,lending,it,to,a family,a,family,pronominal,nominal,53.5450645,-2.6325074
74,6601833,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,51.48071861075258,-0.288278324320904
75,1270610,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5221521,-0.1534475
76,2651870,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.9155296661778,-1.470778075459931
77,4505171,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,51.3888898,-0.1403317
78,4002816,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,52.4750743,-1.8298330000000005
79,4265859,it+nominal,prepositional_dative,stick,it,to,the eu,the,eu,pronominal,nominal,51.5073509,-0.12775830000000002
80,6399405,it+nominal,prepositional_dative,sending,it,to,another team,another,team,pronominal,nominal,51.5742447,0.4856781
81,6399405,it+nominal,prepositional_dative,sending,it,to,another team,another,team,pronominal,nominal,51.6434193,0.079493
82,6399405,it+nominal,prepositional_dative,sending,it,to,another team,another,team,pronominal,nominal,51.577076,0.178319
83,3503281,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,53.34980529999999,-6.260309700000001
84,5651284,it+nominal,prepositional_dative,show,it,to,your friends,your,friends,pronominal,nominal,51.5073509,-0.12775830000000002
85,3576653,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,53.43869985615425,-2.757352911801623
86,6502314,it+nominal,prepositional_dative,charge,it,to,the game,the,game,pronominal,nominal,51.49838668316304,-0.216107592935755
87,794186,it+nominal,prepositional_dative,fit,it,to,the car,the,car,pronominal,nominal,51.1679201,-1.7629783
88,3417115,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,53.10031899999999,-0.9936306
89,933627,it+nominal,prepositional_dative,hand,it,to,the girl,the,girl,pronominal,nominal,51.3147593,-0.5599501
90,2546040,it+nominal,prepositional_dative,described,it,to,my dad,my,dad,pronominal,nominal,51.5073509,-0.12775830000000002
91,2546040,it+nominal,prepositional_dative,described,it,to,my dad,my,dad,pronominal,nominal,51.5073509,-0.12775830000000002
92,2546040,it+nominal,prepositional_dative,described,it,to,my dad,my,dad,pronominal,nominal,51.5073509,-0.12775830000000002
93,959712,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.2787075,0.5217254
94,4331078,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.3810641,-2.3590167
95,3267332,it+nominal,prepositional_dative,shown,it,to,your mum,your,mum,pronominal,nominal,55.777633,-4.053679
96,2199093,it+nominal,prepositional_dative,sell,it,to,the eu,the,eu,pronominal,nominal,54.77525,-1.584852
97,4315430,it+nominal,prepositional_dative,send,it,to,my wife,my,wife,pronominal,nominal,53.8007554,-1.5490774
98,1703622,it+nominal,prepositional_dative,bring,it,to,their attention,their,attention,pronominal,nominal,51.50013732942005,-0.160967267337422
99,396524,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.5073509,-0.12775830000000002
100,4285321,it+nominal,prepositional_dative,say,it,to,her face,her,face,pronominal,nominal,53.26515545008746,-6.348123374318023
101,5347471,it+nominal,prepositional_dative,bring,it,to,your attention,your,attention,pronominal,nominal,51.5742447,0.4856781
102,1030925,it+nominal,prepositional_dative,say,it,to,her face,her,face,pronominal,nominal,52.95478320000001,-1.1581086
103,1030925,it+nominal,prepositional_dative,say,it,to,her face,her,face,pronominal,nominal,52.52048900000001,-1.465382
104,3080255,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5073509,-0.12775830000000002
105,422535,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.5073509,-0.12775830000000002
106,5449002,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,50.3754565,-4.1426565
107,645936,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.4807593,-2.2426305
108,3034641,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,52.205337,0.121817
109,2298795,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,50.82253,-0.137163
110,2905813,it+nominal,prepositional_dative,sent,it,to,my mum,my,mum,pronominal,nominal,52.486243,-1.890401
111,1957709,it+nominal,prepositional_dative,send,it,to,your door,your,door,pronominal,nominal,52.075697,-3.1259080000000004
112,3496450,it+nominal,prepositional_dative,read,it,to,the kids,the,kids,pronominal,nominal,51.39431968525401,0.026299404614119
113,5733541,it+nominal,prepositional_dative,showed,it,to,my dad,my,dad,pronominal,nominal,51.41070317047887,-2.494959576372711
114,721592,it+nominal,prepositional_dative,pass,it,to,our children,our,children,pronominal,nominal,51.48944083342799,-0.148975003448029
115,3811128,it+nominal,prepositional_dative,explaining,it,to,the players,the,players,pronominal,nominal,52.52605616450897,-2.203868072308913
116,2207764,it+nominal,prepositional_dative,sent,it,to,my wife,my,wife,pronominal,nominal,53.52282,-1.128462
117,5390973,it+nominal,prepositional_dative,deliver,it,to,your door,your,door,pronominal,nominal,53.381129,-1.470085
118,6597817,it+nominal,prepositional_dative,show,it,to,the world,the,world,pronominal,nominal,53.27066800000001,-9.0567905
119,3472382,it+nominal,prepositional_dative,leave,it,to,our team,our,team,pronominal,nominal,53.8007554,-1.5490774
120,1249786,it+nominal,prepositional_dative,recommend,it,to,a friend,a,friend,pronominal,nominal,55.953252,-3.188267
121,4704527,it+nominal,prepositional_dative,brought,it,to,my attention,my,attention,pronominal,nominal,51.617843179350785,-0.737763588297068
122,6038953,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,53.52282,-1.128462
123,54981,it+nominal,prepositional_dative,giving,it,to,your boyfriend,your,boyfriend,pronominal,nominal,53.4807593,-2.2426305
124,5822221,it+nominal,prepositional_dative,owe,it,to,the world,the,world,pronominal,nominal,53.8625064021441,-2.115896927889485
125,92357,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.27066800000001,-9.0567905
126,1697976,it+nominal,prepositional_dative,pass,it,to,our children,our,children,pronominal,nominal,55.862241,-4.019337
127,3587608,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,53.34980529999999,-6.260309700000001
128,2268282,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.465819670112374,-2.4925075760866897
129,3757418,it+nominal,prepositional_dative,bring,it,to,the attention,the,attention,pronominal,nominal,52.8792745,-2.0571868
130,3870490,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.454513,-2.58791
131,575107,it+nominal,prepositional_dative,give,it,to,this man,this,man,pronominal,nominal,53.4875235,-2.2901264
132,4090232,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,53.4807593,-2.2426305
133,1556440,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,55.052488114925744,-7.267619524924314
134,3787246,it+nominal,prepositional_dative,return,it,to,the club,the,club,pronominal,nominal,52.486243,-1.890401
135,1016060,it+nominal,prepositional_dative,leave,it,to,the man,the,man,pronominal,nominal,51.544821184222144,0.024996405492847
136,1618650,it+nominal,prepositional_dative,feed,it,to,your family,your,family,pronominal,nominal,53.95996510000001,-1.0872979
137,6476856,it+nominal,prepositional_dative,put,it,to,the club,the,club,pronominal,nominal,50.718412,-3.533899
138,478406,it+nominal,prepositional_dative,announce,it,to,the eu,the,eu,pronominal,nominal,53.795984,-1.759398
139,478406,it+nominal,prepositional_dative,announce,it,to,the eu,the,eu,pronominal,nominal,53.795984,-1.759398
140,3508024,it+nominal,prepositional_dative,show,it,to,my kids,my,kids,pronominal,nominal,55.858302128951905,-4.241751039861819
141,5863738,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.857997,0.965274
142,1785849,it+nominal,prepositional_dative,leave,it,to,my dad,my,dad,pronominal,nominal,53.15480613133431,-6.815332537223787
143,1053117,it+nominal,prepositional_dative,get,it,to,the door,the,door,pronominal,nominal,52.49396616659272,-1.890640074770749
144,4663228,it+nominal,prepositional_dative,bring,it,to,the game,the,game,pronominal,nominal,53.35490213361106,-6.247621039910087
145,2501234,it+nominal,prepositional_dative,bring,it,to,the attention,the,attention,pronominal,nominal,52.95478320000001,-1.1581086
146,839601,it+nominal,prepositional_dative,give,it,to,the team,the,team,pronominal,nominal,51.43148,-0.515525
147,839601,it+nominal,prepositional_dative,give,it,to,the team,the,team,pronominal,nominal,51.43148,-0.515525
148,1313796,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,50.893348173590745,-2.573463078640406
149,769555,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,55.02671715116183,-1.561690062750138
150,4819954,it+nominal,prepositional_dative,mention,it,to,your players,your,players,pronominal,nominal,53.632615652042645,-3.003330060449233
151,4537476,it+nominal,prepositional_dative,show,it,to,your dad,your,dad,pronominal,nominal,53.584184155823486,-2.434952064733921
152,2372349,it+nominal,prepositional_dative,saying,it,to,your face,your,face,pronominal,nominal,51.6434193,0.079493
153,2698520,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,56.12042962997166,-3.792553541373505
154,3355856,it+nominal,prepositional_dative,put,it,to,her party,her,party,pronominal,nominal,53.362692653691035,-3.039427061685427
155,2353624,it+nominal,prepositional_dative,return,it,to,the world,the,world,pronominal,nominal,53.801955659532176,-1.565489569728704
156,978601,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,52.511716177987786,0.08575741063804401
157,2534035,it+nominal,prepositional_dative,described,it,to,the friend,the,friend,pronominal,nominal,51.5073509,-0.12775830000000002
158,4405517,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,55.86626700000001,-3.962566
159,4799441,it+nominal,prepositional_dative,given,it,to,a friend,a,friend,pronominal,nominal,50.868809323427506,0.244037381586486
160,82035,it+nominal,prepositional_dative,mention,it,to,the club,the,club,pronominal,nominal,52.6110324,-1.9142056
161,2790137,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,54.597285,-5.93012
162,2570770,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.5073509,-0.12775830000000002
163,3097941,it+nominal,prepositional_dative,gave,it,to,my friend,my,friend,pronominal,nominal,51.5073509,-0.12775830000000002
164,1253008,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.5073509,-0.12775830000000002
165,4826567,it+nominal,prepositional_dative,gave,it,to,my mum,my,mum,pronominal,nominal,55.953252,-3.188267
166,4414404,it+nominal,prepositional_dative,leave,it,to,the players,the,players,pronominal,nominal,51.5073509,-0.12775830000000002
167,5161107,it+nominal,prepositional_dative,said,it,to,my mum,my,mum,pronominal,nominal,51.6014204,0.6547012
168,938458,it+nominal,prepositional_dative,feed,it,to,the dog,the,dog,pronominal,nominal,54.97825200000001,-1.61778
169,3288377,it+nominal,prepositional_dative,give,it,to,a friend,a,friend,pronominal,nominal,51.5073509,-0.12775830000000002
170,1746784,it+nominal,prepositional_dative,put,it,to,my dad,my,dad,pronominal,nominal,52.95478320000001,-1.1581086
171,2644467,it+nominal,prepositional_dative,read,it,to,my children,my,children,pronominal,nominal,56.183877,-3.967449
172,2388909,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,52.406822,-1.519693
173,474795,it+nominal,prepositional_dative,bringing,it,to,their attention,their,attention,pronominal,nominal,51.46033918399733,-0.115405593922422
174,4786189,it+nominal,prepositional_dative,give,it,to,my dad,my,dad,pronominal,nominal,52.95478320000001,-1.1581086
175,4786189,it+nominal,prepositional_dative,give,it,to,my dad,my,dad,pronominal,nominal,53.230688,-0.540579
51,2576229,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,51.5073509,-0.12775830000000002
177,5072849,it+nominal,prepositional_dative,singing,it,to,the baby,the,baby,pronominal,nominal,50.82253,-0.137163
178,4475364,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,52.95478320000001,-1.1581086
179,1408684,it+nominal,prepositional_dative,sold,it,to,my man,my,man,pronominal,nominal,52.51487266574419,-2.009332573787036
180,5924038,it+nominal,prepositional_dative,say,it,to,his face,his,face,pronominal,nominal,53.95996510000001,-1.0872979
181,332953,it+nominal,prepositional_dative,show,it,to,the wife,the,wife,pronominal,nominal,51.43933,-2.003884
182,2667355,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,52.6308859,1.297355
183,2275715,it+nominal,prepositional_dative,read,it,to,my mum,my,mum,pronominal,nominal,51.2787075,0.5217254
184,1978712,it+nominal,prepositional_dative,give,it,to,my mum,my,mum,pronominal,nominal,51.0729874,-3.8918711
185,1129467,it+nominal,prepositional_dative,read,it,to,my family,my,family,pronominal,nominal,52.486243,-1.890401
186,225772,it+nominal,prepositional_dative,show,it,to,the world,the,world,pronominal,nominal,53.70702945913954,-1.7204468230965817
187,1720572,it+nominal,prepositional_dative,sticking,it,to,the man,the,man,pronominal,nominal,51.48651166273363,-3.695067067241737
188,3330418,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,53.8007554,-1.5490774
189,1044440,it+nominal,prepositional_dative,sends,it,to,your email,your,email,pronominal,nominal,53.4807593,-2.2426305
190,1044440,it+nominal,prepositional_dative,sends,it,to,your email,your,email,pronominal,nominal,53.4807593,-2.2426305
191,5099377,it+nominal,prepositional_dative,bring,it,to,my family,my,family,pronominal,nominal,53.40837140000001,-2.9915726
192,3964774,it+nominal,prepositional_dative,owe,it,to,our children,our,children,pronominal,nominal,55.846654,-4.533125900000001
193,4060843,it+nominal,prepositional_dative,reading,it,to,my children,my,children,pronominal,nominal,53.5768647,-2.4282192000000005
8443,5338148,it+nominal,prepositional_dative,said,it,to,my mum,my,mum,pronominal,nominal,53.01939616140485,-2.154012069908965
195,3194343,it+nominal,prepositional_dative,said,it,to,my dad,my,dad,pronominal,nominal,51.38800000000001,0.506721
196,6549132,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,56.37186912700336,-3.988996538711873
197,6100756,it+nominal,prepositional_dative,hand,it,to,the girl,the,girl,pronominal,nominal,50.3754565,-4.1426565
198,3185806,it+nominal,prepositional_dative,saying,it,to,a man,a,man,pronominal,nominal,51.5073509,-0.12775830000000002
199,3235830,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,55.864237,-4.251806
200,4791336,it+nominal,prepositional_dative,passed,it,to,his daughter,his,daughter,pronominal,nominal,53.852716,-1.768142
201,5622211,it+nominal,prepositional_dative,sing,it,to,my mum,my,mum,pronominal,nominal,51.5073509,-0.12775830000000002
202,3670412,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.48057729999999,-2.244825
203,517340,it+nominal,prepositional_dative,sent,it,to,my friends,my,friends,pronominal,nominal,53.49459763270256,-6.23571953927674
204,887380,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,54.97825200000001,-1.61778
205,2716606,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,51.50378618328007,-0.189189593109732
206,2620062,it+nominal,prepositional_dative,stick,it,to,the man,the,man,pronominal,nominal,53.748575,-2.487529
207,122878,it+nominal,prepositional_dative,brought,it,to,the attention,the,attention,pronominal,nominal,51.20449818797154,0.277851401586815
208,1991906,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.193392,-2.893075
209,1991906,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,53.193392,-2.893075
210,5304404,it+nominal,prepositional_dative,hand,it,to,the eu,the,eu,pronominal,nominal,55.614719,-4.498792
211,932582,it+nominal,prepositional_dative,introduced,it,to,some friends,some,friends,pronominal,nominal,52.45973313779458,-6.579387542254006
212,6026539,it+nominal,prepositional_dative,give,it,to,our boys,our,boys,pronominal,nominal,52.95478320000001,-1.1581086
213,5391513,it+nominal,prepositional_dative,sent,it,to,my friends,my,friends,pronominal,nominal,55.953252,-3.188267
214,3705079,it+nominal,prepositional_dative,say,it,to,your face,your,face,pronominal,nominal,51.5073509,-0.12775830000000002
215,3437539,it+nominal,prepositional_dative,say,it,to,her face,her,face,pronominal,nominal,51.75428567554068,-1.233433083800213
8442,4881182,it+nominal,prepositional_dative,mention,it,to,the girls,the,girls,pronominal,nominal,53.34980529999999,-6.260309700000001
217,672486,it+nominal,prepositional_dative,send,it,to,my email,my,email,pronominal,nominal,50.72835417839274,-1.952279084173946
218,672486,it+nominal,prepositional_dative,send,it,to,my email,my,email,pronominal,nominal,50.72835417839274,-1.952279084173946
219,4655959,it+nominal,prepositional_dative,give,it,to,my dad,my,dad,pronominal,nominal,51.75405868133618,-0.230738091352926
220,4184464,it+nominal,prepositional_dative,send,it,to,my mum,my,mum,pronominal,nominal,50.2660471,-5.0527125
221,6073920,it+nominal,prepositional_dative,dedicate,it,to,my boyfriend,my,boyfriend,pronominal,nominal,53.230688,-0.540579
222,251671,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5073509,-0.12775830000000002
223,2258387,it+nominal,prepositional_dative,teach,it,to,your kids,your,kids,pronominal,nominal,53.4807593,-2.2426305
224,5399399,it+nominal,prepositional_dative,brought,it,to,my attention,my,attention,pronominal,nominal,50.9085955,0.2494166
225,7352,it+nominal,prepositional_dative,say,it,to,their face,their,face,pronominal,nominal,51.5073509,-0.12775830000000002
226,4546457,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,51.5073509,-0.12775830000000002
227,2193014,it+nominal,prepositional_dative,feeding,it,to,the world,the,world,pronominal,nominal,53.4807593,-2.2426305
228,5262040,it+nominal,prepositional_dative,show,it,to,the bus,the,bus,pronominal,nominal,51.454513,-2.58791
229,3632070,it+nominal,prepositional_dative,dedicate,it,to,your people,your,people,pronominal,nominal,54.327698700000006,-5.7157667000000005
230,287023,it+nominal,prepositional_dative,show,it,to,my friend,my,friend,pronominal,nominal,51.222491,1.401661
231,3924964,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.26282567971772,-1.094588087623305
232,3924964,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.26282567971772,-1.094588087623305
233,3945927,it+nominal,prepositional_dative,bringing,it,to,my attention,my,attention,pronominal,nominal,51.5742447,0.4856781
234,5345003,it+nominal,prepositional_dative,offered,it,to,another friend,another,friend,pronominal,nominal,53.828928742426776,-3.04104134851938
235,2411106,it+nominal,prepositional_dative,bringing,it,to,our attention,our,attention,pronominal,nominal,53.1046782,-1.5623885
236,5370210,it+nominal,prepositional_dative,say,it,to,my face,my,face,pronominal,nominal,51.5073509,-0.12775830000000002
