,userid,tag,longitude,latitude
0,6461084,burned,-2.1479645724127168,52.5801341644693
1,2657880,burned,-0.738307588899737,51.51145968007528
2,4596991,burnt,-1.7874950757883938,52.44722566752533
3,563803,burnt,-0.1277583,51.5073509
4,663610,burnt,-3.188267,55.953252
5,1636489,burnt,-3.0511200706283366,51.71814616502082
6,5765527,burnt,-1.5490774,53.8007554
7,3467140,burnt,-2.2426305,53.4807593
8,2527370,burnt,-4.0524690668382854,51.08259916337292
9,950310,burnt,-3.0833333,53.3333333
10,1260299,burnt,-2.5937830468728693,56.562517634385046
11,3460214,burnt,-2.970721,56.46201800000001
12,4041374,burnt,-1.4043509,50.9097004
13,4041374,burnt,-3.23756,50.67865
14,985682,burnt,-0.252753593305613,51.38544518372361
15,678691,burnt,-2.869799048146433,56.00693863649208
16,19188,burned,-2.094278,57.149717
17,2776650,burned,-3.188267,55.953252
18,5962540,burnt,-0.1277583,51.5073509
19,3274550,burnt,-2.2380335,51.8642112
20,1104305,burnt,-3.530875,50.7155591
21,2856183,burnt,-0.1277583,51.5073509
22,6265190,burned,-0.1277583,51.5073509
23,774053,burned,-1.3774065825816721,51.77982417452497
24,1327361,burned,-6.256948587351341,55.202845057756605
25,1385443,burned,-5.845705537902638,54.25727662985794
26,5594890,burnt,-2.094278,57.149717
27,5393856,burnt,-7.308574799999999,54.9966124
28,5393856,burnt,-7.308574799999999,54.9966124
29,6444008,burnt,-0.181587093983755,51.361897184290534
30,4316386,burned,-0.3033369,51.5068832
31,819599,burnt,-2.456814067325582,53.092117659087506
32,819599,burnt,-2.456814067325582,53.092117659087506
33,1932849,burnt,-4.224721,57.477773
34,3220467,burned,-2.12882,52.586973
35,3443801,burnt,-0.2405299,52.5694985
36,3443801,burnt,0.1218195,52.2052973
37,6056172,burnt,-1.2074820715725711,53.93184416076496
38,2779456,burnt,-1.1397592,52.63687779999999
39,5065761,burnt,-0.39032,51.656489
40,2265391,burned,-0.15940259311419197,51.5424361831868
41,3068179,burnt,-0.173713179280935,51.385037776609536
42,6080352,burnt,-0.198802,54.08535
43,4305090,burnt,-0.170037,51.4869429
44,2812858,burned,-1.1581086,52.95478320000001
45,719894,burned,-0.1277583,51.5073509
46,719894,burned,-0.1277583,51.5073509
47,719894,burned,-0.1277583,51.5073509
48,719894,burned,-0.1277583,51.5073509
49,719894,burned,-0.1277583,51.5073509
50,719894,burned,-0.1277583,51.5073509
51,719894,burned,-0.1277583,51.5073509
52,719894,burned,-0.1277583,51.5073509
53,719894,burned,-0.1277583,51.5073509
54,719894,burned,-0.1277583,51.5073509
55,719894,burned,-0.1277583,51.5073509
56,5084049,burnt,-4.251806,55.864237
57,5084049,burned,-4.251806,55.864237
58,6072628,burned,-4.1769987,55.7643524
59,4909530,burned,-2.4695390468200307,56.71900563407911
60,1113616,burnt,-0.092910093782144,51.51448018375678
61,3182518,burnt,-3.3827180439957716,56.1357491324285
62,2341935,burnt,-6.470464529489214,55.123801619704075
63,4351255,burnt,-4.251806,55.864237
64,1710812,burnt,-1.8417820462274408,57.55802613220725
65,874983,burnt,-4.186459540759577,55.75946312998455
66,3066368,burnt,-0.19371909337509602,51.45165618360951
67,3476852,burned,0.7212509001745,51.549438188131454
68,4260693,burned,-1.1853677,51.4669939
69,1692093,burnt,-0.795353,51.366901
70,987287,burned,0.127886404759497,51.554018684744904
71,987287,burned,0.127886404759497,51.554018684744904
72,987287,burned,0.127886404759497,51.554018684744904
73,987287,burned,0.127886404759497,51.554018684744904
74,4013926,burnt,0.068161,51.655942
75,3322899,burnt,-0.067000862525411,51.48572066390646
76,3322899,burnt,-0.067000862525411,51.48572066390646
77,3322899,burnt,-0.067000862525411,51.48572066390646
78,3735233,burnt,-0.1277583,51.5073509
79,4921057,burnt,-1.5654895697287041,53.801955659532176
80,6136962,burnt,-0.2405299,52.5694985
81,3117546,burnt,-1.1581086,52.95478320000001
82,2832020,burned,-0.18015449319462898,51.736333831842536
83,5612207,burnt,-4.241751039861819,55.858302128951905
84,5612207,burnt,-4.241751039861819,55.858302128951905
85,5603069,burned,-2.179404,53.00266800000001
86,5603069,burnt,-2.179404,53.00266800000001
87,5603069,burned,-2.179404,53.00266800000001
88,3346810,burnt,-4.509903038270664,55.829856627449686
89,6218300,burnt,-1.890401,52.486243
90,6218300,burnt,-1.890401,52.486243
91,5766520,burnt,-0.0772007,51.5175789
92,5766520,burnt,-0.0772007,51.5175789
93,4651601,burned,-1.2052126,52.772571
94,3990238,burnt,-0.1277583,51.5073509
95,4543899,burnt,-0.06016709384072701,51.54764418371767
96,4543899,burnt,-0.06016709384072701,51.54764418371767
97,4543899,burnt,-0.06016709384072701,51.54764418371767
98,4819757,burnt,-1.3177045851007099,51.41253367739481
99,5604972,burnt,-0.081157,51.795756
100,413604,burned,-6.260309700000001,53.34980529999999
101,4463801,burnt,-0.21089409232239897,51.6118841824191
102,6143258,burnt,-1.3964665872724658,50.92132718030879
103,6143258,burnt,-1.3964665872724658,50.92132718030879
104,6143258,burnt,-1.3964665872724658,50.92132718030879
105,2625277,burnt,-1.1581086,52.95478320000001
106,3435183,burned,-4.019337,55.862241
107,3461710,burnt,-1.4043509,50.9097004
108,3461710,burnt,-1.1853677,51.4669939
109,4426956,burned,-0.5950406,51.5105384
110,4426956,burnt,-0.5950406,51.5105384
111,4426956,burnt,-0.5950406,51.5105384
112,164655,burned,-6.260309700000001,53.34980529999999
113,164655,burned,-6.260309700000001,53.34980529999999
114,3080767,burnt,-2.93267706158427,53.51719065327146
115,1960244,burnt,-3.073754,53.3727181
116,2355734,burned,-0.228922,51.5901102
117,2355734,burnt,-0.228922,51.5901102
118,2355734,burnt,-0.228922,51.5901102
119,4600096,burned,-2.6325074,53.5450645
120,2440129,burnt,-4.251806,55.864237
121,4728018,burnt,-2.297771068699559,53.05047066032989
122,6578683,burned,-0.14893559343778198,51.50009168353514
123,4641487,burnt,0.45713590233032897,51.57042468649967
124,4563185,burned,-3.9335905405185465,56.107647629173506
125,5895729,burned,-0.264262299730855,52.78884110392861
126,6320134,burnt,-2.094278,57.149717
127,2723779,burnt,-0.1277583,51.5073509
128,4549723,burned,-1.759398,53.795984
129,2509529,burnt,-0.1277583,51.5073509
130,3680766,burned,-1.541875568819093,53.99123065837426
131,3680766,burned,-1.541875568819093,53.99123065837426
132,6195364,burnt,-1.890640074770749,52.49396616659272
133,1177944,burnt,-6.260309700000001,53.34980529999999
134,4297062,burnt,-0.1277583,51.5073509
135,4695684,burnt,-0.7037820846205559,52.30508667484749
136,4695684,burnt,-0.7037820846205559,52.30508667484749
137,4695684,burnt,-0.7037820846205559,52.30508667484749
138,4695684,burnt,-0.7037820846205559,52.30508667484749
139,4695684,burnt,-0.7037820846205559,52.30508667484749
140,4695684,burnt,-0.7037820846205559,52.30508667484749
141,3218229,burnt,-2.729673,53.342078
142,3218229,burnt,-2.729673,53.342078
143,3372718,burnt,-1.1581086,52.95478320000001
144,3372718,burnt,-1.1581086,52.95478320000001
145,319414,burnt,-3.748405183746793,50.65979391407932
146,206861,burned,-1.519693,52.406822
147,903067,burned,-9.53839,52.18139
148,1688045,burnt,-0.570117091743099,51.23642018292308
149,1688045,burnt,-0.570117091743099,51.23642018292308
150,4853355,burnt,-0.1277583,51.5073509
151,401777,burnt,-1.794472,51.068785
152,5619461,burned,-4.251806,55.864237
153,1801688,burned,-6.260309700000001,53.34980529999999
154,4686664,burnt,-0.1403317,51.3888898
155,6132937,burned,-4.251806,55.864237
156,1183001,burned,-3.169661569447484,51.7775251638939
157,3005265,burnt,-1.304734,50.6938479
158,5533242,burned,-0.1277583,51.5073509
159,3632022,burnt,-1.470778075459931,52.9155296661778
160,3632022,burnt,-1.470778075459931,52.9155296661778
161,5262678,burnt,-1.5654895697287041,53.801955659532176
162,2970196,burnt,-3.17909,51.481581
163,2970196,burnt,-3.17909,51.481581
164,3119834,burnt,-1.541812,53.99211999999999
165,1518996,burned,-0.1277583,51.5073509
