index,userid,negation,participial_form,verb_stem,variant,latitude,longitude
23246,1310482,affirmative,sat,sit,past participle,52.20097368038908,0.135916408450399
23247,5647168,affirmative,sitting,sit,present participle,50.8758752,-1.6327718
23248,780937,affirmative,sat,sit,past participle,52.63687779999999,-1.1397592
23249,259269,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23250,5626614,affirmative,sitting,sit,present participle,51.903862625520325,-9.033306029107486
23251,6064954,affirmative,sitting,sit,present participle,56.2082078,-3.1495175
23252,6071319,affirmative,sat,sit,past participle,51.481581,-3.17909
23253,702491,affirmative,sitting,sit,present participle,52.240477,-0.902656
23254,702491,affirmative,sitting,sit,present participle,52.240477,-0.902656
23255,3795550,affirmative,sat,sit,past participle,53.795984,-1.759398
23256,3795550,affirmative,sat,sit,past participle,53.795984,-1.759398
23257,3795550,affirmative,sat,sit,past participle,53.795984,-1.759398
23258,3795550,affirmative,sat,sit,past participle,53.795984,-1.759398
23259,579388,affirmative,standing,stand,present participle,53.8007554,-1.5490774
23260,4811030,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
23261,2813251,affirmative,sitting,sit,present participle,51.586005076481506,-0.161770163986411
23262,4232727,affirmative,sitting,sit,present participle,50.9104986401947,-2.11816659876488
23263,3900904,affirmative,sitting,sit,present participle,52.84708966173086,-2.2981335698335514
23264,4997331,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
23265,3951278,affirmative,sitting,sit,present participle,54.595868626946924,-5.928412535622676
23266,1947004,affirmative,sitting,sit,present participle,51.2787075,0.5217254
23267,4367792,affirmative,sat,sit,past participle,51.401409,-1.3231138999999998
23268,2106352,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23269,5228916,affirmative,sat,sit,past participle,51.89631316954277,-2.087774076671569
23270,3750400,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23271,4139571,affirmative,sat,sit,past participle,53.230688,-0.540579
23272,5499700,affirmative,sitting,sit,present participle,52.95478320000001,-1.1581086
23273,5405178,affirmative,sat,sit,past participle,52.048142,-0.024066
23274,2751698,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23275,5516928,affirmative,sitting,sit,present participle,52.94106807672558,-0.800182164318555
23276,4863703,affirmative,stood,stand,past participle,55.864237,-4.251806
23277,5801345,affirmative,sitting,sit,present participle,50.7155591,-3.530875
23278,2119911,affirmative,stood,stand,past participle,53.8007554,-1.5490774
23279,1744611,affirmative,sat,sit,past participle,52.766404,-0.887126
23280,515158,affirmative,sat,sit,past participle,54.08535,-0.198802
23281,3785904,affirmative,standing,stand,present participle,53.801955659532176,-1.565489569728704
23282,4661850,affirmative,standing,stand,present participle,55.953252,-3.188267
23283,4556163,affirmative,sitting,sit,present participle,55.81205163031128,-4.076978541191664
23284,4556163,affirmative,sitting,sit,present participle,55.81205163031128,-4.076978541191664
23285,3864069,affirmative,stood,stand,past participle,53.100963,-1.2696120000000002
23286,6224175,affirmative,sat,sit,past participle,50.890312,-1.028751
23287,298098,affirmative,sitting,sit,present participle,55.900708,-3.518068
23288,6004743,affirmative,sitting,sit,present participle,56.46201800000001,-2.970721
23289,3498748,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
23290,6075539,affirmative,sat,sit,past participle,51.454513,-2.58791
23291,572649,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23292,3226211,affirmative,sat,sit,past participle,50.83761,-0.774936
23293,5700557,affirmative,standing,stand,present participle,53.801955659532176,-1.565489569728704
23294,4469056,affirmative,standing,stand,present participle,53.966206161251534,-1.085324072260675
23295,4431890,affirmative,standing,stand,present participle,51.124679,-2.742919
23296,1261816,affirmative,sat,sit,past participle,51.454513,-2.58791
23297,198937,affirmative,stood,stand,past participle,53.3900441,-2.5969501
23298,6420216,affirmative,sat,sit,past participle,53.8007554,-1.5490774
23299,2984158,affirmative,sitting,sit,present participle,54.72940989999999,-1.8811598000000005
23300,4216615,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23301,2647401,affirmative,sitting,sit,present participle,51.895927,0.891874
23302,3839439,affirmative,stood,stand,past participle,52.22152018330622,0.6736884044724791
23303,3839439,affirmative,stood,stand,past participle,52.22152018330622,0.6736884044724791
23304,3839439,affirmative,sitting,sit,present participle,52.22152018330622,0.6736884044724791
23305,3839439,affirmative,sitting,sit,present participle,52.22152018330622,0.6736884044724791
23306,4237966,affirmative,sat,sit,past participle,51.116592,1.16374
23307,4652375,affirmative,sitting,sit,present participle,51.31509812586221,-0.16617812448982902
23308,3189287,affirmative,sat,sit,past participle,52.057113187167595,1.1616633997559742
23309,218986,affirmative,sat,sit,past participle,52.94919966786245,-1.1452995776565158
23310,779611,affirmative,standing,stand,present participle,53.8007554,-1.5490774
23311,2253000,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23312,2253000,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23313,4105679,affirmative,sat,sit,past participle,51.015344,-3.106849
23314,4353524,affirmative,stood,stand,past participle,53.40837140000001,-2.9915726
23315,5084996,affirmative,sitting,sit,present participle,52.016203,-0.232293
23316,3094052,affirmative,sat,sit,past participle,51.7520209,-1.2577263
23317,2084710,affirmative,sat,sit,past participle,53.368393155465526,-2.740722063765359
23318,520295,affirmative,sat,sit,past participle,52.8792745,-2.0571868
23319,520295,affirmative,sat,sit,past participle,52.8792745,-2.0571868
23320,520295,affirmative,sat,sit,past participle,52.8792745,-2.0571868
23321,5495692,affirmative,sat,sit,past participle,53.61743495168352,-1.136394275755031
23322,1091561,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23323,4097292,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23324,4097292,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23325,2550942,affirmative,sat,sit,past participle,52.29945118369256,0.835505903691437
23326,1897773,affirmative,standing,stand,present participle,52.908688673550365,-0.215730084786936
23327,2489244,affirmative,standing,stand,present participle,51.8985143,-8.4756035
23328,1822751,affirmative,sitting,sit,present participle,52.486243,-1.890401
23329,6329519,affirmative,stood,stand,past participle,51.43818665480853,-2.1225240817166457
23330,2365962,affirmative,stood,stand,past participle,51.7520209,-1.2577263
23331,1165607,affirmative,sat,sit,past participle,53.52282,-1.128462
23332,1165607,affirmative,stood,stand,past participle,53.52282,-1.128462
23333,4324137,affirmative,sat,sit,past participle,55.131418149377225,-1.7396190608954751
23334,5385597,affirmative,sat,sit,past participle,50.2660471,-5.0527125
23335,5385597,affirmative,sitting,sit,present participle,50.2660471,-5.0527125
23336,3713032,affirmative,sitting,sit,present participle,50.9280143,-0.4617075
23337,4851134,affirmative,sitting,sit,present participle,54.97825200000001,-1.61778
23338,3824386,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23339,3824386,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23340,3280539,affirmative,sat,sit,past participle,52.388596,-2.2496839
23341,99048,affirmative,stood,stand,past participle,51.7859365,-1.4850544
23342,1138939,affirmative,sat,sit,past participle,53.381129,-1.470085
23343,3043926,affirmative,sat,sit,past participle,51.67846616457609,-3.170595069980521
23344,3043926,affirmative,sat,sit,past participle,51.67846616457609,-3.170595069980521
23345,1250080,affirmative,sat,sit,past participle,52.63687779999999,-1.1397592
23346,4742266,affirmative,stood,stand,past participle,55.14030165022884,-1.587681061914539
23347,1661543,affirmative,standing,stand,present participle,51.4542645,-0.9781303
23348,506505,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23349,1783070,affirmative,sat,sit,past participle,53.52282,-1.128462
23350,1197383,affirmative,sitting,sit,present participle,50.82253,-0.137163
23351,6384954,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23352,6384954,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23353,1984900,affirmative,sitting,sit,present participle,54.98487465139196,-1.571073062923918
23354,981034,affirmative,sat,sit,past participle,51.26654,-1.0923964
23355,3779817,affirmative,sat,sit,past participle,51.22830542850461,0.258445442314371
23356,1566444,affirmative,sat,sit,past participle,52.772571,-1.2052126
23357,2675443,affirmative,sitting,sit,present participle,56.030043000000006,-3.398795
23358,5029103,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23359,5029103,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23360,5029103,affirmative,stood,stand,past participle,53.4807593,-2.2426305
23361,6328363,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23362,6328363,affirmative,sat,sit,past participle,51.40817,-0.025813
23363,2912386,affirmative,standing,stand,present participle,51.48926268395567,-0.088160593963711
23364,3648580,affirmative,sitting,sit,present participle,51.4700223,-0.4542955
23365,2295530,affirmative,sat,sit,past participle,51.8097823,-0.2376744
23366,660405,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23367,5286785,affirmative,standing,stand,present participle,50.854259000000006,0.573453
23368,3861269,affirmative,sitting,sit,present participle,54.76389114226422,-3.3219660519947167
23369,3861269,affirmative,sitting,sit,present participle,54.76389114226422,-3.3219660519947167
23370,1509115,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23371,1250427,affirmative,sat,sit,past participle,52.748195667332894,-1.469741576417357
23372,183269,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23373,6075261,affirmative,sat,sit,past participle,53.430482655897215,-2.598457564429797
23374,5931742,affirmative,sitting,sit,present participle,53.64579200000001,-1.7850351000000002
23375,4086713,affirmative,standing,stand,present participle,53.93184416076496,-1.2074820715725711
23376,4086713,affirmative,stood,stand,past participle,53.93184416076496,-1.2074820715725711
23377,15990,affirmative,sitting,sit,present participle,53.40837140000001,-2.9915726
23378,3619162,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23379,1582400,affirmative,stood,stand,past participle,52.77098367680605,0.18738741138287696
23380,5783397,affirmative,sat,sit,past participle,54.1630871535839,-2.14492106353921
23381,3292875,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
23382,5993921,affirmative,standing,stand,present participle,51.44621,0.216872
23383,3898277,affirmative,sat,sit,past participle,53.5768647,-2.4282192000000005
23384,3609957,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23385,3609957,affirmative,sat,sit,past participle,53.496115,-2.518727
23386,5581997,affirmative,sat,sit,past participle,54.597285,-5.93012
23387,3175569,affirmative,sat,sit,past participle,51.51055576386822,-0.16341563655213
23388,3175569,affirmative,sat,sit,past participle,51.51055576386822,-0.16341563655213
23389,5200980,affirmative,stood,stand,past participle,53.4807593,-2.2426305
23390,2562845,affirmative,sat,sit,past participle,51.23642018292308,-0.570117091743099
23391,3787169,affirmative,sat,sit,past participle,53.425561,-2.323702
23392,4755748,affirmative,sat,sit,past participle,53.801955659532176,-1.565489569728704
23393,4902995,affirmative,sat,sit,past participle,51.584151,-2.997664
23394,1190110,affirmative,sat,sit,past participle,52.486243,-1.890401
23395,1190110,affirmative,sat,sit,past participle,52.486243,-1.890401
23396,3400649,affirmative,sat,sit,past participle,52.412856,0.751657
23397,3400649,affirmative,sat,sit,past participle,52.412856,0.751657
23398,6473931,affirmative,sat,sit,past participle,51.454513,-2.58791
23399,1592083,affirmative,stood,stand,past participle,51.05977100000001,-1.310142
23400,5687819,affirmative,sat,sit,past participle,52.63687779999999,-1.1397592
23401,1326743,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23402,5940385,affirmative,sitting,sit,present participle,55.86626700000001,-3.962566
23403,1647793,affirmative,standing,stand,present participle,54.9745233,-1.6231521999999998
23404,4642817,affirmative,sat,sit,past participle,53.794216155403994,-2.264324564769455
23405,4642817,affirmative,sat,sit,past participle,53.794216155403994,-2.264324564769455
23406,461776,affirmative,sitting,sit,present participle,52.44135017324592,-0.819082082978497
23407,461776,affirmative,sitting,sit,present participle,52.44135017324592,-0.819082082978497
23408,4255702,affirmative,sitting,sit,present participle,51.5175789,-0.0772007
23409,5904563,affirmative,stood,stand,past participle,53.4807593,-2.2426305
23410,1296732,affirmative,standing,stand,present participle,53.653511,-2.632596
23411,3422795,affirmative,sat,sit,past participle,50.2660471,-5.0527125
23412,4735752,affirmative,sitting,sit,present participle,51.5366539,-0.1011841
23413,5898316,affirmative,sitting,sit,present participle,53.00266800000001,-2.179404
23414,3990222,affirmative,stood,stand,past participle,53.5768647,-2.4282192000000005
23415,4356884,affirmative,sitting,sit,present participle,52.79679067070354,-0.83805508079878
23416,6453182,affirmative,standing,stand,present participle,51.481581,-3.17909
23417,6453182,affirmative,standing,stand,present participle,51.481581,-3.17909
23418,6453182,affirmative,standing,stand,present participle,51.481581,-3.17909
23419,6453182,affirmative,standing,stand,present participle,51.481581,-3.17909
23420,5177003,affirmative,sat,sit,past participle,53.381129,-1.470085
23421,2833741,affirmative,sat,sit,past participle,51.5557739,-1.7797176
23422,1071026,affirmative,stood,stand,past participle,53.52282,-1.128462
23423,1665081,affirmative,sat,sit,past participle,54.691745,-1.212926
23424,5847017,affirmative,sat,sit,past participle,52.90501166737354,-1.28007457691794
23425,1115473,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
23426,5511154,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
23427,5532401,affirmative,sitting,sit,present participle,51.5742447,0.4856781
23428,5314567,affirmative,sat,sit,past participle,53.592424,-1.322734
23429,3163455,affirmative,sitting,sit,present participle,54.97825200000001,-1.61778
23430,3163455,affirmative,sitting,sit,present participle,54.97825200000001,-1.61778
23431,1895680,affirmative,stood,stand,past participle,51.5073509,-0.12775830000000002
23432,6134883,affirmative,stood,stand,past participle,50.81846710000001,-0.1203367
23433,5856908,affirmative,sat,sit,past participle,53.801955659532176,-1.565489569728704
23434,4036490,affirmative,sitting,sit,present participle,57.149717,-2.094278
23435,4036490,affirmative,sitting,sit,present participle,57.149717,-2.094278
23436,1642165,affirmative,stood,stand,past participle,54.97825200000001,-1.61778
23437,4019354,affirmative,sat,sit,past participle,52.586973,-2.12882
23438,1671411,affirmative,sat,sit,past participle,50.99750666473128,-3.927118568193401
23439,231555,affirmative,stood,stand,past participle,52.9225301,-1.4746186
23440,3041627,affirmative,sat,sit,past participle,55.953252,-3.188267
23441,190670,affirmative,sitting,sit,present participle,53.394361,-2.214115
23442,6388924,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
23443,6388924,affirmative,sat,sit,past participle,54.243925,-0.7775529999999999
23444,6388924,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
23445,6388924,affirmative,sat,sit,past participle,54.243925,-0.7775529999999999
23446,5111253,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
23447,2895219,affirmative,sat,sit,past participle,55.864237,-4.251806
23448,4819109,affirmative,stood,stand,past participle,53.1985001646763,-1.396133074395862
23449,4108303,affirmative,sitting,sit,present participle,50.72835417839274,-1.952279084173946
23450,2410309,affirmative,stood,stand,past participle,55.02671715116183,-1.561690062750138
23451,2410309,affirmative,stood,stand,past participle,55.02671715116183,-1.561690062750138
23452,3522445,affirmative,sitting,sit,present participle,54.66720162065664,-6.8135095296532775
23453,3522445,negative,sitting,sit,present participle,54.66720162065664,-6.8135095296532775
23454,6083245,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
23455,4281824,affirmative,stood,stand,past participle,52.486243,-1.890401
23456,4281824,affirmative,stood,stand,past participle,52.486243,-1.890401
23457,3868764,affirmative,sat,sit,past participle,51.674078,-4.9088785
23458,3868764,affirmative,sat,sit,past participle,51.800475,-4.971319
23459,3868764,affirmative,sat,sit,past participle,51.799763,-4.744008
23460,3554517,affirmative,sitting,sit,present participle,50.82253,-0.137163
23461,3847097,affirmative,sitting,sit,present participle,56.46201800000001,-2.970721
23462,6552179,affirmative,sitting,sit,present participle,52.022593,0.239215
23463,1051106,affirmative,standing,stand,present participle,53.72957265809434,-1.8900300678065551
23464,1051106,affirmative,sitting,sit,present participle,53.72957265809434,-1.8900300678065551
23465,2730514,affirmative,sat,sit,past participle,51.481581,-3.17909
23466,2730514,affirmative,standing,stand,present participle,51.481581,-3.17909
23467,3468416,affirmative,sat,sit,past participle,52.44722566752533,-1.7874950757883938
23468,5454178,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23469,4057036,affirmative,sat,sit,past participle,54.545893152295115,-1.921948062949104
23470,1042387,affirmative,sat,sit,past participle,52.0765164,-2.6544182000000003
23471,850707,affirmative,sat,sit,past participle,52.806693,-2.12066
23472,850707,affirmative,sat,sit,past participle,52.806693,-2.12066
23473,4912100,affirmative,standing,stand,present participle,54.047795150068474,-2.856345059178198
23474,4912100,affirmative,stood,stand,past participle,54.047795150068474,-2.856345059178198
23475,4100655,affirmative,sat,sit,past participle,52.63687779999999,-1.1397592
23476,3585021,affirmative,sitting,sit,present participle,51.49999968371994,-0.116666263684374
23477,1224284,affirmative,sitting,sit,present participle,53.64991762809028,-6.775433035000751
23478,1555924,affirmative,sat,sit,past participle,53.6588211612941,-1.43409557149456
23479,4377158,affirmative,sat,sit,past participle,52.69965766447852,-2.008079072759585
23480,4377158,affirmative,stood,stand,past participle,52.69965766447852,-2.008079072759585
23481,3819871,affirmative,stood,stand,past participle,52.69965766447852,-2.008079072759585
23482,3819871,affirmative,stood,stand,past participle,52.69965766447852,-2.008079072759585
23483,3078313,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
23484,3078313,affirmative,sitting,sit,present participle,51.5244642,-0.0845501
23485,2843043,affirmative,sitting,sit,present participle,50.33533316497768,-4.6445190665309335
23486,5957962,affirmative,standing,stand,present participle,50.2660471,-5.0527125
23487,4096162,affirmative,sat,sit,past participle,52.99776762905172,-7.332833534667933
23488,1535360,affirmative,sat,sit,past participle,52.056398,-2.715974
23489,4328638,affirmative,sat,sit,past participle,52.49396616659272,-1.890640074770749
23490,924230,affirmative,standing,stand,present participle,51.88870118683203,0.898891400791073
23491,3356105,affirmative,standing,stand,present participle,55.8013461309657,-3.984747541856161
23492,4319479,affirmative,standing,stand,present participle,55.948628800706395,-4.790764591520553
23493,4471020,affirmative,sat,sit,past participle,51.627903,0.418397
23494,4471020,affirmative,sat,sit,past participle,51.627903,0.418397
23495,198405,affirmative,sat,sit,past participle,53.35490213361106,-6.247621039910087
23496,4696400,affirmative,sat,sit,past participle,51.070724185522785,-0.313504094646304
23497,1349908,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
23498,2469473,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23499,5572046,affirmative,sat,sit,past participle,50.740978166116065,-3.993825069079358
23500,3230338,affirmative,sat,sit,past participle,53.381129,-1.470085
23501,421992,affirmative,sitting,sit,present participle,52.411811,-1.77761
23502,146939,affirmative,stood,stand,past participle,53.3900441,-2.5969501
23503,146939,affirmative,stood,stand,past participle,53.3900441,-2.5969501
23504,4467176,affirmative,sitting,sit,present participle,53.2019189,-1.217961
23505,3747912,affirmative,standing,stand,present participle,53.146561,-2.367382
23506,2031875,affirmative,sat,sit,past participle,53.4807593,-2.2426305
23507,843108,affirmative,sitting,sit,present participle,50.81886418291968,-1.066985090339948
23508,6602804,affirmative,standing,stand,present participle,54.644580629039744,-5.551569537799308
23509,1909197,affirmative,sitting,sit,present participle,55.7643524,-4.1769987
23510,2286112,affirmative,sat,sit,past participle,53.381129,-1.470085
23511,2286112,affirmative,sat,sit,past participle,53.381129,-1.470085
23512,3567882,affirmative,standing,stand,present participle,56.0018775,-3.7839131
23513,697102,affirmative,sitting,sit,present participle,51.47150418466426,0.014989905146013
23514,6035681,affirmative,sitting,sit,present participle,52.36023545408365,-7.424442331343921
23515,5767108,affirmative,sitting,sit,present participle,57.696347629912395,-2.063593043943567
23516,5463486,affirmative,standing,stand,present participle,55.858302128951905,-4.241751039861819
23517,5132015,affirmative,sat,sit,past participle,52.67134017218573,-0.730883582315353
23518,547592,affirmative,sat,sit,past participle,52.4922983,-0.6842333
23519,5912028,affirmative,standing,stand,present participle,55.94330400000001,-4.316987
23520,187428,affirmative,sat,sit,past participle,50.967182,-1.374688
23521,359458,negative,sitting,sit,present participle,53.99150279999999,-1.5412015
23522,6322902,affirmative,sat,sit,past participle,53.783524,-1.067189
23523,2501856,affirmative,sat,sit,past participle,53.5434536547857,-2.653237563412284
23524,2501856,affirmative,standing,stand,present participle,53.5434536547857,-2.653237563412284
23525,4026619,affirmative,sat,sit,past participle,54.52361,-1.559458
23526,1640003,affirmative,sat,sit,past participle,52.289125,-0.600363
23527,2865539,affirmative,sat,sit,past participle,51.628611,-0.748229
23528,2865539,affirmative,stood,stand,past participle,51.628611,-0.748229
23529,6425401,affirmative,sitting,sit,present participle,55.070859,-3.60512
23530,6273370,affirmative,sitting,sit,present participle,54.459639125306644,-6.3276910337684775
23531,330506,affirmative,sitting,sit,present participle,54.92103111183631,-7.866290521939138
23532,6247193,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
23533,4863028,affirmative,sitting,sit,present participle,54.960299,-4.483164
23534,3303176,affirmative,stood,stand,past participle,51.54764418371767,-0.060167093840727014
23535,6032172,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
23536,529837,affirmative,stood,stand,past participle,53.52222916238967,-1.407287072468673
23537,529837,affirmative,stood,stand,past participle,53.52222916238967,-1.407287072468673
23538,4708531,affirmative,sat,sit,past participle,56.002087,-2.516737
23539,4863879,affirmative,sat,sit,past participle,54.9279025,-1.6156701999999998
23540,4946806,affirmative,sitting,sit,present participle,55.2082542,-2.0784138
23541,5011053,affirmative,sitting,sit,present participle,55.5485697,-2.7861388
23542,3274309,affirmative,sitting,sit,present participle,53.5409298,-2.1113659
23543,5547614,affirmative,stood,stand,past participle,51.316774,-0.5600349
23544,4215625,affirmative,standing,stand,present participle,56.212622,-3.0481379
23545,4215625,affirmative,sitting,sit,present participle,56.212622,-3.0481379
23546,2648324,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23547,5965232,affirmative,sitting,sit,present participle,50.719164,-1.880769
23548,238729,affirmative,standing,stand,present participle,50.7155591,-3.530875
23549,1939192,affirmative,sat,sit,past participle,52.1168106879992,1.3823748984035
23550,5411574,affirmative,stood,stand,past participle,53.4807593,-2.2426305
23551,5485039,affirmative,sat,sit,past participle,52.19173,-1.708298
23552,3714258,affirmative,sitting,sit,present participle,56.833310633305295,-2.46841554617785
23553,1592403,affirmative,sitting,sit,present participle,55.14030165022884,-1.587681061914539
23554,1438925,affirmative,standing,stand,present participle,51.2787075,0.5217254
23555,4860818,affirmative,sat,sit,past participle,51.8993855,-2.0782533
23556,6527424,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
23557,3903296,affirmative,standing,stand,present participle,51.4542645,-0.9781303
23558,2582081,affirmative,sitting,sit,present participle,56.200842,-3.15986
23559,3663701,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
23560,5907777,affirmative,sitting,sit,present participle,55.67403713319714,-3.769167043977032
23561,1797411,affirmative,sat,sit,past participle,51.89260783463005,-0.19196555483839
23562,5336093,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
23563,2483772,affirmative,standing,stand,present participle,52.9225301,-1.4746186
23564,1554937,affirmative,standing,stand,present participle,54.597285,-5.93012
23565,899824,affirmative,stood,stand,past participle,50.92132718030879,-1.3964665872724658
23566,1759149,affirmative,sitting,sit,present participle,54.597285,-5.93012
23567,2961684,affirmative,sitting,sit,present participle,51.577076,0.178319
23568,4101255,affirmative,standing,stand,present participle,54.89228462303205,-6.2105120323030745
23569,835957,affirmative,stood,stand,past participle,52.302419,-0.693964
23570,217635,affirmative,standing,stand,present participle,51.94921,-0.283414
23571,6386664,affirmative,standing,stand,present participle,51.52616868673326,0.44530140216395
23572,5526498,affirmative,sitting,sit,present participle,53.44325500000001,-2.998895
23573,2176900,affirmative,sat,sit,past participle,53.916661,-3.035673
23574,4940477,affirmative,sat,sit,past participle,53.00266800000001,-2.179404
23575,4063893,negative,sat,sit,past participle,53.7676236,-0.3274198
23576,6397647,affirmative,stood,stand,past participle,53.460144659329465,-1.9934150685867256
23577,5930665,affirmative,stood,stand,past participle,50.81787,-0.372882
23578,6046971,affirmative,standing,stand,present participle,53.27066800000001,-9.0567905
23579,5382731,affirmative,sitting,sit,present participle,54.97825200000001,-1.61778
23580,5598711,affirmative,sitting,sit,present participle,52.9140036710645,-0.6384710816052621
23581,3099252,affirmative,standing,stand,present participle,52.406822,-1.519693
23582,5005067,affirmative,sitting,sit,present participle,51.54764418371767,-0.060167093840727014
23583,1363393,affirmative,standing,stand,present participle,52.52605616450897,-2.203868072308913
23584,2199159,affirmative,sitting,sit,present participle,52.0627394,-0.5292091
23585,3629892,affirmative,sitting,sit,present participle,53.381129,-1.470085
23586,4850879,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
23587,2617624,affirmative,sat,sit,past participle,52.347568,0.5156095
23588,2617624,affirmative,standing,stand,present participle,52.347568,0.5156095
23589,6000176,affirmative,sat,sit,past participle,53.0243899,-1.477616
23590,5201952,affirmative,sitting,sit,present participle,53.328,-2.229409
23591,2868620,affirmative,sitting,sit,present participle,51.9472606865079,0.911770901035686
23592,937864,affirmative,sitting,sit,present participle,52.486243,-1.890401
23593,6590443,affirmative,sat,sit,past participle,51.4308255,-1.1444927
23594,6324231,affirmative,standing,stand,present participle,51.6160411,-3.4250598
23595,6154992,affirmative,stood,stand,past participle,52.056398,-2.715974
23596,6154992,affirmative,stood,stand,past participle,52.46689960000001,-2.1017347
23597,1616247,affirmative,sat,sit,past participle,53.35490213361106,-6.247621039910087
23598,1616247,affirmative,sat,sit,past participle,53.35490213361106,-6.247621039910087
23599,1616247,affirmative,sitting,sit,present participle,53.35490213361106,-6.247621039910087
23600,3196596,affirmative,sat,sit,past participle,54.04409765042033,-2.802779559573471
23601,6301749,affirmative,sat,sit,past participle,54.046575,-2.8007399
23602,1613093,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
23603,1613093,affirmative,standing,stand,present participle,51.52503660000001,-0.3413965
23604,1613093,affirmative,standing,stand,present participle,50.83761,-0.774936
23605,1613093,affirmative,standing,stand,present participle,51.491187,-0.223731
23606,1498575,affirmative,sitting,sit,present participle,51.79660768192142,-0.07775809226966901
23607,4457479,affirmative,sitting,sit,present participle,52.26713529999999,-1.4675216
23608,1331183,affirmative,standing,stand,present participle,50.99750666473128,-3.927118568193401
23609,912265,affirmative,standing,stand,present participle,56.25928262908882,-3.780821040687806
23610,4143457,affirmative,standing,stand,present participle,53.40837140000001,-2.9915726
23611,5776145,affirmative,standing,stand,present participle,53.341035700000006,-1.2912329
23612,5776145,affirmative,standing,stand,present participle,53.341035700000006,-1.2912329
23613,5429520,affirmative,sat,sit,past participle,50.9097004,-1.4043508999999998
23614,1194458,affirmative,sitting,sit,present participle,55.94319513486961,-3.203008046263737
23615,5312863,affirmative,sitting,sit,present participle,51.7978049,0.6372179
23616,1054060,affirmative,stood,stand,past participle,53.4807593,-2.2426305
23617,1054060,affirmative,stood,stand,past participle,53.4875235,-2.2901264
23618,1300177,affirmative,standing,stand,present participle,51.66162118172113,-0.273582091559757
23619,2230793,affirmative,standing,stand,present participle,51.8985143,-8.4756035
23620,2425424,affirmative,sat,sit,past participle,54.06800465042361,-2.775131059633978
23621,1932599,affirmative,sat,sit,past participle,52.95478320000001,-1.1581086
23622,4130260,affirmative,sat,sit,past participle,53.381129,-1.470085
23623,4330257,affirmative,sat,sit,past participle,52.40443565445794,-4.001616560131069
23624,4330257,affirmative,sat,sit,past participle,52.40443565445794,-4.001616560131069
23625,4330257,affirmative,sitting,sit,present participle,52.40443565445794,-4.001616560131069
23626,2853753,affirmative,standing,stand,present participle,51.454513,-2.58791
23627,3865718,affirmative,sitting,sit,present participle,57.73945361627269,-4.20044052988233
23628,2640047,affirmative,sat,sit,past participle,51.85762,-4.312131
23629,5714090,affirmative,sitting,sit,present participle,55.7643524,-4.1769987
