index,userid,negation,participial_form,verb_stem,variant,latitude,longitude
0,5550279,affirmative,sat,sit,past participle,51.34040200000001,0.731596
1,6498024,affirmative,standing,stand,present participle,51.54764418371767,-0.060167093840727014
2,4798794,affirmative,sat,sit,past participle,51.23073267278552,-2.315851078686381
3,4798794,affirmative,stood,stand,past participle,51.23073267278552,-2.315851078686381
4,4798794,affirmative,stood,stand,past participle,51.23073267278552,-2.315851078686381
5,300175,affirmative,stood,stand,past participle,53.477054,-2.2319675
6,5486753,affirmative,sitting,sit,present participle,52.486243,-1.890401
7,2454765,affirmative,sitting,sit,present participle,52.205337,0.121817
8,5395204,affirmative,standing,stand,present participle,52.41191266935471,-1.5186510779627418
9,4893605,affirmative,sat,sit,past participle,52.335589,-2.061906
10,5741214,affirmative,sitting,sit,present participle,52.4922983,-0.6842333
11,2554542,affirmative,sitting,sit,present participle,56.47695163274154,-2.955044544937377
12,3189262,affirmative,sitting,sit,present participle,51.4933675,0.0098214
13,2662768,affirmative,sat,sit,past participle,53.381129,-1.470085
14,1536775,affirmative,sat,sit,past participle,53.52222916238967,-1.407287072468673
15,63507,affirmative,sitting,sit,present participle,51.3888898,-0.1403317
16,4966154,affirmative,sitting,sit,present participle,51.20504418188738,-0.7875275902717159
17,2062622,affirmative,sitting,sit,present participle,56.2082078,-3.1495175
18,5589753,affirmative,sat,sit,past participle,51.0576948,-1.3080629
19,3136793,affirmative,sat,sit,past participle,53.4807593,-2.2426305
20,2555915,affirmative,sat,sit,past participle,53.683298,-1.505924
21,60489,affirmative,sat,sit,past participle,51.361897184290534,-0.181587093983755
22,4622391,affirmative,sitting,sit,present participle,55.94319513486961,-3.203008046263737
23,6342395,affirmative,stood,stand,past participle,51.550501,-0.3048409
24,4380558,affirmative,sitting,sit,present participle,51.53518320000001,-0.4481378
25,2097222,affirmative,standing,stand,present participle,55.864237,-4.251806
26,3454768,affirmative,sat,sit,past participle,55.131418149377225,-1.7396190608954751
27,4494879,affirmative,sat,sit,past participle,51.6148081653546,-3.1147655707313966
28,1133085,affirmative,sitting,sit,present participle,55.864237,-4.251806
29,1999098,affirmative,sat,sit,past participle,51.3810641,-2.3590167
30,5429903,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
31,1002837,affirmative,standing,stand,present participle,56.0018775,-3.7839131
32,2071997,affirmative,stood,stand,past participle,53.2586803,-2.5181321
33,2094702,affirmative,sat,sit,past participle,53.381129,-1.470085
34,4844995,affirmative,standing,stand,present participle,55.94566800000001,-3.992534
35,4844995,affirmative,standing,stand,present participle,55.94566800000001,-3.992534
36,4351255,negative,sat,sit,past participle,55.864237,-4.251806
37,4402951,affirmative,standing,stand,present participle,53.235048,-1.421629
38,874983,affirmative,stood,stand,past participle,55.75946312998455,-4.186459540759577
39,6117264,affirmative,sat,sit,past participle,50.81886418291968,-1.066985090339948
40,4245882,affirmative,stood,stand,past participle,52.9225301,-1.4746186
41,386,affirmative,stood,stand,past participle,54.75624712720672,-5.714608036166596
42,987287,affirmative,standing,stand,present participle,51.554018684744904,0.127886404759497
43,987287,affirmative,sitting,sit,present participle,51.554018684744904,0.127886404759497
44,4633705,affirmative,sat,sit,past participle,51.8993855,-2.0782533
45,4013926,affirmative,standing,stand,present participle,51.655942,0.068161
46,1788724,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
47,1788724,affirmative,sitting,sit,present participle,52.79010160000001,-0.1537024
48,3022540,affirmative,sat,sit,past participle,51.846602685572215,0.624702902653269
49,4577461,affirmative,sat,sit,past participle,53.795984,-1.759398
50,5361175,affirmative,sat,sit,past participle,52.45973313779458,-6.579387542254006
51,565842,affirmative,sat,sit,past participle,53.731463621358344,-7.705823528713598
52,5654419,affirmative,sat,sit,past participle,53.4807593,-2.2426305
53,1043590,affirmative,sat,sit,past participle,53.5450645,-2.6325074
54,361146,affirmative,sitting,sit,present participle,51.4095958,-3.4848167
55,3906461,affirmative,sat,sit,past participle,53.383164163093134,-1.449611572954178
56,3906461,affirmative,stood,stand,past participle,53.383164163093134,-1.449611572954178
57,5632142,affirmative,stood,stand,past participle,53.381129,-1.470085
58,3881758,affirmative,sat,sit,past participle,52.28519050000001,-1.5200789
59,3110636,affirmative,sat,sit,past participle,54.64356899999999,-3.542752
60,3526618,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
61,3514135,affirmative,stood,stand,past participle,53.40837140000001,-2.9915726
62,3514135,affirmative,stood,stand,past participle,53.40837140000001,-2.9915726
63,4355393,affirmative,sat,sit,past participle,53.8007554,-1.5490774
64,4355393,affirmative,sat,sit,past participle,53.8007554,-1.5490774
65,4355393,affirmative,sitting,sit,present participle,53.8007554,-1.5490774
66,4202592,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
67,6539443,affirmative,sat,sit,past participle,51.546926183442935,-0.109181093471064
68,108579,affirmative,sat,sit,past participle,51.454513,-2.58791
69,5603069,affirmative,sitting,sit,present participle,53.00266800000001,-2.179404
70,6004589,affirmative,standing,stand,present participle,55.864237,-4.251806
71,6004589,affirmative,standing,stand,present participle,55.864237,-4.251806
72,3779385,affirmative,sitting,sit,present participle,54.13613460000001,-1.5237756000000002
73,1275465,affirmative,stood,stand,past participle,51.8642449,-2.238156
74,1669391,affirmative,sitting,sit,present participle,53.645708,-3.010113
75,6274459,affirmative,sat,sit,past participle,54.9045036306031,-5.024372039861955
76,232376,affirmative,sat,sit,past participle,50.942061,-2.633308
77,801469,affirmative,stood,stand,past participle,54.97825200000001,-1.61778
78,2093643,affirmative,sitting,sit,present participle,56.212622,-3.0481379
79,4426956,affirmative,sitting,sit,present participle,51.5105384,-0.5950406
80,6582204,affirmative,standing,stand,present participle,51.50009168353514,-0.14893559343778198
81,3062756,affirmative,standing,stand,present participle,53.7676236,-0.3274198
82,4528845,affirmative,standing,stand,present participle,55.864237,-4.251806
83,1323015,affirmative,standing,stand,present participle,53.34310060000001,-6.2615699000000005
84,1216967,affirmative,stood,stand,past participle,55.946147855738154,-3.1993044856875765
85,4728018,affirmative,standing,stand,present participle,53.05047066032989,-2.297771068699559
86,856531,affirmative,stood,stand,past participle,53.07003910000001,-0.80657
87,2608422,affirmative,stood,stand,past participle,53.8108176,-1.7626099999999998
88,2608422,affirmative,stood,stand,past participle,53.8007554,-1.5490774
89,4964836,affirmative,sitting,sit,present participle,51.457876669614194,-2.585389575449031
90,825768,affirmative,sat,sit,past participle,52.30508667484749,-0.7037820846205559
91,6021072,affirmative,standing,stand,present participle,52.95478320000001,-1.1581086
92,4937876,affirmative,sat,sit,past participle,50.718412,-3.533899
93,4937876,affirmative,sat,sit,past participle,50.718412,-3.533899
94,1615921,affirmative,sat,sit,past participle,52.83920866333935,-2.037931571759472
95,3941652,affirmative,standing,stand,present participle,51.50601701508943,-2.2482491846532984
96,265379,affirmative,sat,sit,past participle,52.79679067070354,-0.83805508079878
97,265379,negative,sat,sit,past participle,52.79679067070354,-0.83805508079878
98,5698947,affirmative,sat,sit,past participle,53.4807593,-2.2426305
99,892455,affirmative,standing,stand,present participle,53.34980529999999,-6.260309700000001
100,5888197,affirmative,sat,sit,past participle,53.149904169311895,-0.662656080064938
101,1644498,affirmative,sat,sit,past participle,53.72852365453335,-2.483750063580392
102,1322027,affirmative,sat,sit,past participle,53.8007554,-1.5490774
103,4695684,affirmative,sitting,sit,present participle,52.30508667484749,-0.7037820846205559
104,4126948,affirmative,standing,stand,present participle,51.62144,-3.943646
105,475822,affirmative,sitting,sit,present participle,51.1278758,1.3134027
106,5619461,affirmative,standing,stand,present participle,55.864237,-4.251806
107,1801688,affirmative,standing,stand,present participle,53.34980529999999,-6.260309700000001
108,1801688,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
109,2108629,affirmative,sitting,sit,present participle,51.5168459,-0.1393864
110,4348527,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
111,5086449,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
112,1936999,affirmative,sat,sit,past participle,53.5503519,-2.77637
113,1518996,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
114,172914,affirmative,sitting,sit,present participle,55.00618811494978,-7.312944524876777
115,2584614,affirmative,sitting,sit,present participle,51.7520209,-1.2577263
116,106963,affirmative,sat,sit,past participle,52.95478320000001,-1.1581086
117,2553234,affirmative,sitting,sit,present participle,53.4807593,-2.2426305
118,4146255,affirmative,sat,sit,past participle,51.454513,-2.58791
119,109098,affirmative,standing,stand,present participle,55.953252,-3.188267
120,109098,affirmative,sitting,sit,present participle,55.953252,-3.188267
121,2014632,affirmative,stood,stand,past participle,53.39330860000001,-2.1266343
122,6214650,affirmative,stood,stand,past participle,52.9451889,-0.1601246
123,225512,affirmative,sat,sit,past participle,50.79578517056297,-3.194417074601884
124,4103192,affirmative,standing,stand,present participle,51.270363,0.522699
125,5490977,affirmative,sat,sit,past participle,53.67919716071275,-1.508544570839583
126,83981,affirmative,standing,stand,present participle,52.675517681789074,0.949466405036611
127,290986,affirmative,stood,stand,past participle,51.256659,-2.185772
128,5338072,affirmative,standing,stand,present participle,52.63687779999999,-1.1397592
129,5338072,affirmative,standing,stand,present participle,52.63687779999999,-1.1397592
130,625340,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
131,2063196,affirmative,stood,stand,past participle,53.342078,-2.729673
132,775031,negative,sitting,sit,present participle,52.806693,-2.12066
133,5959694,affirmative,stood,stand,past participle,51.584151,-2.997664
134,4347391,affirmative,sat,sit,past participle,53.34980529999999,-6.260309700000001
135,6542618,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
136,1590625,affirmative,sat,sit,past participle,53.34980529999999,-6.260309700000001
137,2313009,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
138,4507939,affirmative,sitting,sit,present participle,53.7352375,-2.4870566000000003
139,4708205,affirmative,sitting,sit,present participle,57.149717,-2.094278
140,6104033,affirmative,sat,sit,past participle,50.82253,-0.137163
141,3721780,affirmative,sitting,sit,present participle,52.349557,-1.58073
142,1978615,affirmative,sitting,sit,present participle,53.435511084190004,-1.820521875034748
143,552811,affirmative,standing,stand,present participle,51.45165618360951,-0.193719093375096
144,1688286,affirmative,stood,stand,past participle,53.7676236,-0.3274198
145,5903812,affirmative,sat,sit,past participle,52.2545225,-2.2668382
146,1636685,affirmative,sat,sit,past participle,54.1523372,-4.4861228
147,441381,affirmative,sitting,sit,present participle,52.5694985,-0.2405299
148,2299252,affirmative,sat,sit,past participle,53.40837140000001,-2.9915726
149,5705503,affirmative,sat,sit,past participle,50.2083858,-5.4908864
150,456496,negative,sat,sit,past participle,51.5073509,-0.12775830000000002
151,456496,negative,sat,sit,past participle,52.6308859,1.297355
152,5678202,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
153,3842170,affirmative,standing,stand,present participle,55.02800915177345,-1.458028563476415
154,3699118,affirmative,sat,sit,past participle,53.80303765965005,-1.544418569874454
155,6049766,affirmative,sat,sit,past participle,53.683298,-1.505924
156,983365,affirmative,stood,stand,past participle,54.52361,-1.559458
157,983365,affirmative,stood,stand,past participle,54.52361,-1.559458
158,5940077,affirmative,stood,stand,past participle,51.5073509,-0.12775830000000002
159,3202294,affirmative,sitting,sit,present participle,51.5557739,-1.7797176
160,4062584,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
161,3010518,affirmative,sitting,sit,present participle,51.24927118603319,-0.010315595941637
162,3279245,affirmative,sat,sit,past participle,52.40443565445794,-4.001616560131069
163,3279245,affirmative,sat,sit,past participle,52.40443565445794,-4.001616560131069
164,47780,affirmative,standing,stand,present participle,51.68687115861101,-4.140761062988327
165,997714,affirmative,sat,sit,past participle,50.758531,-1.5419098999999998
166,630537,affirmative,sat,sit,past participle,53.456952157913115,-2.233479566883483
167,6377464,affirmative,standing,stand,present participle,52.05786866469792,-2.713152071212098
168,6522206,affirmative,sat,sit,past participle,52.535951174783925,-2.37850272275156
169,2423154,affirmative,stood,stand,past participle,50.718412,-3.533899
170,5048194,affirmative,sat,sit,past participle,53.748575,-2.487529
171,5048194,affirmative,stood,stand,past participle,53.748575,-2.487529
172,1671663,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
173,1482629,affirmative,stood,stand,past participle,51.8993855,-2.0782533
174,4529405,affirmative,sitting,sit,present participle,55.458564,-4.629179
175,6202586,affirmative,sat,sit,past participle,50.742267678880474,-1.8526065848436408
176,5329491,affirmative,stood,stand,past participle,52.240477,-0.902656
177,4651252,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
178,4651252,affirmative,sitting,sit,present participle,53.381129,-1.470085
179,177894,affirmative,sat,sit,past participle,55.847258,-4.440114
180,6165806,affirmative,sat,sit,past participle,52.486243,-1.890401
181,4294327,affirmative,stood,stand,past participle,53.64579200000001,-1.7850351000000002
182,4928557,affirmative,sitting,sit,present participle,51.82436217416939,-1.385912082266776
183,4928557,affirmative,sitting,sit,present participle,51.82436217416939,-1.385912082266776
184,781585,affirmative,sat,sit,past participle,53.46315766316951,-1.3439265732664982
185,3537348,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
186,6090818,affirmative,standing,stand,present participle,51.481581,-3.17909
187,1262474,affirmative,standing,stand,present participle,53.381129,-1.470085
188,2347949,affirmative,sat,sit,past participle,53.381129,-1.470085
189,4232412,affirmative,sitting,sit,present participle,52.91675254458504,-1.376300325892521
190,5786292,affirmative,sitting,sit,present participle,51.0311091855626,-0.35386109456442105
191,3825029,affirmative,sitting,sit,present participle,53.73959565980872,-1.5909515699003882
192,2782825,affirmative,sat,sit,past participle,52.4750743,-1.8298330000000005
193,2782825,affirmative,sat,sit,past participle,51.5068832,-0.3033369
194,2782825,affirmative,sat,sit,past participle,52.4750743,-1.8298330000000005
195,2782825,affirmative,sat,sit,past participle,51.5068832,-0.3033369
196,4085643,affirmative,standing,stand,present participle,52.193636,-2.221575
197,326072,affirmative,sat,sit,past participle,53.8007554,-1.5490774
198,326072,affirmative,sat,sit,past participle,53.8007554,-1.5490774
199,945025,affirmative,sitting,sit,present participle,55.858302128951905,-4.241751039861819
200,5383216,affirmative,standing,stand,present participle,55.864237,-4.251806
201,5383216,affirmative,standing,stand,present participle,55.94566800000001,-3.992534
202,306356,affirmative,sitting,sit,present participle,53.35490213361106,-6.247621039910087
203,445104,affirmative,sitting,sit,present participle,54.633417,-1.654915
204,3577628,affirmative,standing,stand,present participle,51.65772800000001,-0.272308
205,3589452,affirmative,sitting,sit,present participle,50.9097004,-1.4043508999999998
206,3589452,affirmative,sitting,sit,present participle,51.0576948,-1.3080629
207,1864246,affirmative,sat,sit,past participle,53.00266800000001,-2.179404
208,1414185,negative,sitting,sit,present participle,51.39431968525401,0.026299404614119
209,173010,affirmative,sitting,sit,present participle,51.71832068258051,-0.055730592889457004
210,5383321,affirmative,standing,stand,present participle,55.864237,-4.251806
211,5383321,affirmative,standing,stand,present participle,55.864237,-4.251806
212,4877720,affirmative,stood,stand,past participle,52.6775873,-2.4672611
213,3699921,affirmative,sitting,sit,present participle,51.87867070000001,-0.4200255
214,3575042,affirmative,sat,sit,past participle,53.8108176,-1.7626099999999998
215,1025114,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
216,4233936,affirmative,sitting,sit,present participle,51.507252350014,-0.112280058732396
217,3877865,affirmative,sitting,sit,present participle,50.718412,-3.533899
218,3877865,affirmative,sitting,sit,present participle,50.718412,-3.533899
219,163430,affirmative,standing,stand,present participle,52.033566676355115,-0.764063085724308
220,163430,affirmative,sitting,sit,present participle,52.033566676355115,-0.764063085724308
221,163430,affirmative,sitting,sit,present participle,52.033566676355115,-0.764063085724308
222,271903,affirmative,sat,sit,past participle,53.235048,-1.421629
223,3392832,affirmative,standing,stand,present participle,52.87449162513964,-8.054345030679077
224,4553282,affirmative,stood,stand,past participle,53.841963,-0.435093
225,3388955,affirmative,sitting,sit,present participle,55.18370465036216,-1.5159175621715233
226,4079489,affirmative,sitting,sit,present participle,51.44051418303791,-0.30699559257628
227,3355708,affirmative,stood,stand,past participle,53.456952157913115,-2.233479566883483
228,5933581,affirmative,sitting,sit,present participle,53.147195,-1.198674
229,3948100,affirmative,sitting,sit,present participle,53.40837140000001,-2.9915726
230,3948100,affirmative,sitting,sit,present participle,52.6139686,0.8864021000000001
231,6116478,affirmative,standing,stand,present participle,53.381129,-1.470085
232,6116478,affirmative,standing,stand,present participle,53.381129,-1.470085
233,1531977,affirmative,sitting,sit,present participle,53.4807593,-2.2426305
234,4413003,affirmative,standing,stand,present participle,51.53706068160327,-0.442360590993892
235,6454426,affirmative,standing,stand,present participle,52.64148268384246,1.2730819023563922
236,3923004,affirmative,sat,sit,past participle,52.30897,-1.940936
237,1918100,affirmative,sat,sit,past participle,51.2787075,0.5217254
238,5028301,affirmative,stood,stand,past participle,53.8007554,-1.5490774
239,3280602,affirmative,sat,sit,past participle,52.8792745,-2.0571868
240,3280602,affirmative,sat,sit,past participle,52.907932,-2.144045
241,2934062,affirmative,sat,sit,past participle,51.49700116578065,-3.179799570901813
242,2934062,affirmative,sitting,sit,present participle,51.49700116578065,-3.179799570901813
243,3696168,affirmative,stood,stand,past participle,54.97825200000001,-1.61778
244,5098477,affirmative,sat,sit,past participle,51.613554,-3.4071839999999995
245,2988584,affirmative,standing,stand,present participle,55.78320920000001,-3.9810968
246,5960373,affirmative,standing,stand,present participle,53.34980529999999,-6.260309700000001
247,5960373,affirmative,standing,stand,present participle,55.864237,-4.251806
248,800727,affirmative,sitting,sit,present participle,51.27241,0.190898
249,4240063,affirmative,sat,sit,past participle,53.52628815638423,-2.408186065248195
250,4240063,affirmative,stood,stand,past participle,53.52628815638423,-2.408186065248195
251,3397102,affirmative,sat,sit,past participle,51.5557739,-1.7797176
252,1065591,affirmative,sitting,sit,present participle,53.40837140000001,-2.9915726
253,3011394,affirmative,sitting,sit,present participle,55.78320920000001,-3.9810968
254,3011394,affirmative,sitting,sit,present participle,55.78320920000001,-3.9810968
255,5311962,affirmative,sitting,sit,present participle,50.8197675,-1.0879769
256,5311962,affirmative,sitting,sit,present participle,50.8197675,-1.0879769
257,4893740,affirmative,standing,stand,present participle,51.4784037,0.3230151
258,4034650,affirmative,standing,stand,present participle,55.6115669,-4.6696364
259,4034650,affirmative,stood,stand,past participle,55.6115669,-4.6696364
260,6508358,affirmative,stood,stand,past participle,50.6144279,-2.457621
261,6508358,affirmative,stood,stand,past participle,50.6144279,-2.457621
262,781564,affirmative,stood,stand,past participle,51.51232639943146,-0.09567370055467997
263,5885518,affirmative,standing,stand,present participle,55.859915630269526,-4.031101041232069
264,5885518,affirmative,standing,stand,present participle,55.859915630269526,-4.031101041232069
265,1563132,affirmative,sitting,sit,present participle,54.668030126518744,-5.916399535327606
266,965517,affirmative,stood,stand,past participle,55.829856627449686,-4.509903038270664
267,444736,affirmative,standing,stand,present participle,51.005813,-0.143636
268,1911813,affirmative,sat,sit,past participle,52.756665164482314,-1.9414210729240289
269,5963211,affirmative,sat,sit,past participle,53.273010162032115,-1.7560065713566784
270,3540032,affirmative,standing,stand,present participle,51.8985143,-8.4756035
271,6558256,affirmative,sat,sit,past participle,52.4750743,-1.8298330000000005
272,1865861,affirmative,standing,stand,present participle,53.35490213361106,-6.247621039910087
273,1541793,affirmative,standing,stand,present participle,51.50842950968028,-0.14309597955060502
274,1908139,affirmative,stood,stand,past participle,53.4807593,-2.2426305
275,4437950,affirmative,sat,sit,past participle,53.4807593,-2.2426305
276,6344108,affirmative,sat,sit,past participle,50.718412,-3.533899
277,2821603,affirmative,sat,sit,past participle,51.727434050718,-0.637842543546439
278,3971960,affirmative,sitting,sit,present participle,51.54241577269615,-0.154090800045023
279,27953,affirmative,sat,sit,past participle,52.193636,-2.221575
280,6128583,affirmative,sitting,sit,present participle,54.97825200000001,-1.61778
281,6128583,affirmative,sitting,sit,present participle,54.97825200000001,-1.61778
282,2797777,affirmative,sat,sit,past participle,51.34919960000001,-1.9927105
283,2797777,affirmative,sat,sit,past participle,52.28519050000001,-1.5200789
284,3756500,affirmative,stood,stand,past participle,52.1116462,-2.32607
285,6375518,affirmative,sat,sit,past participle,53.748575,-2.487529
286,2036790,affirmative,sat,sit,past participle,52.95478320000001,-1.1581086
287,3568547,affirmative,standing,stand,present participle,51.454513,-2.58791
288,6541765,affirmative,stood,stand,past participle,51.2868939,-0.7526149999999999
289,5844373,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
290,5551428,affirmative,standing,stand,present participle,53.40837140000001,-2.9915726
291,2815757,affirmative,sat,sit,past participle,51.33872718072981,-0.829671589192708
292,6104677,affirmative,sat,sit,past participle,52.7073029,-2.7553268
293,6104677,affirmative,sat,sit,past participle,52.7073029,-2.7553268
294,6104677,affirmative,stood,stand,past participle,52.7073029,-2.7553268
295,6104677,affirmative,stood,stand,past participle,52.7073029,-2.7553268
296,1698554,affirmative,sat,sit,past participle,53.00266800000001,-2.179404
297,877148,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
298,2730394,affirmative,sitting,sit,present participle,50.619957,-3.413702
299,5111420,affirmative,sat,sit,past participle,52.4750743,-1.8298330000000005
300,1414571,affirmative,stood,stand,past participle,53.4433284,-1.948907
301,2534145,affirmative,sitting,sit,present participle,51.8031689,-0.208661
302,2534145,affirmative,sitting,sit,present participle,51.903761,-0.196612
303,2534145,affirmative,sitting,sit,present participle,51.8031689,-0.208661
304,2534145,affirmative,sitting,sit,present participle,51.903761,-0.196612
305,2534145,affirmative,sitting,sit,present participle,51.8031689,-0.208661
306,2534145,affirmative,sitting,sit,present participle,51.903761,-0.196612
307,2534145,affirmative,sitting,sit,present participle,51.8031689,-0.208661
308,2534145,affirmative,sitting,sit,present participle,51.903761,-0.196612
309,5871330,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
310,502142,affirmative,sitting,sit,present participle,53.4807593,-2.2426305
311,502142,affirmative,sitting,sit,present participle,52.94708710000001,-1.1468121999999998
312,502142,affirmative,sitting,sit,present participle,52.94708710000001,-1.1468121999999998
313,6271531,affirmative,sat,sit,past participle,53.4807593,-2.2426305
314,4027193,affirmative,sitting,sit,present participle,51.895927,0.891874
315,4069014,affirmative,sat,sit,past participle,51.72913,-2.530504
316,1439993,affirmative,standing,stand,present participle,52.6308859,1.297355
317,4765403,affirmative,sitting,sit,present participle,52.9225301,-1.4746186
318,468446,affirmative,sat,sit,past participle,51.42843370000001,-2.8280061
319,3342516,affirmative,standing,stand,present participle,54.046575,-2.8007399
320,3342516,affirmative,standing,stand,present participle,54.046575,-2.8007399
321,3342516,affirmative,standing,stand,present participle,54.046575,-2.8007399
322,233202,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
323,147729,affirmative,standing,stand,present participle,52.4750743,-1.8298330000000005
324,3448516,affirmative,stood,stand,past participle,51.481581,-3.17909
325,3982627,affirmative,sitting,sit,present participle,55.02800915177345,-1.458028563476415
326,5787808,affirmative,sat,sit,past participle,50.794995,-1.1175469999999998
327,3186731,affirmative,sitting,sit,present participle,52.586973,-2.12882
328,5632094,affirmative,sat,sit,past participle,53.5768647,-2.4282192000000005
329,2648147,affirmative,sitting,sit,present participle,51.895927,0.891874
330,2648147,affirmative,sitting,sit,present participle,51.895927,0.891874
331,6419593,affirmative,sat,sit,past participle,51.760007,-0.015041999999999996
332,6419593,affirmative,sat,sit,past participle,51.760007,-0.015041999999999996
333,5965455,affirmative,standing,stand,present participle,51.47150418466426,0.014989905146013
334,3311481,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
335,2558803,affirmative,sitting,sit,present participle,51.280233,1.0789089
336,1986951,affirmative,standing,stand,present participle,53.389991,-3.023009
337,4271986,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
338,5101343,affirmative,sat,sit,past participle,55.864237,-4.251806
339,2690117,affirmative,sitting,sit,present participle,55.953252,-3.188267
340,2841194,affirmative,sat,sit,past participle,51.481581,-3.17909
341,395737,affirmative,stood,stand,past participle,51.5073509,-0.12775830000000002
342,395737,affirmative,stood,stand,past participle,50.8197675,-1.0879769
343,4479991,negative,standing,stand,present participle,52.2713096,-9.6999325
344,4479991,affirmative,sitting,sit,present participle,52.2713096,-9.6999325
345,2459695,affirmative,standing,stand,present participle,50.8197675,-1.0879769
346,6581169,affirmative,sat,sit,past participle,51.59619708375939,-0.03494080319379
347,5283896,affirmative,sat,sit,past participle,50.62743717604664,-2.46926908087277
348,3511635,affirmative,sat,sit,past participle,51.013258169594614,-3.104082074083297
349,3511635,affirmative,sat,sit,past participle,51.013258169594614,-3.104082074083297
350,3344179,affirmative,sat,sit,past participle,51.454513,-2.58791
351,4836802,affirmative,sat,sit,past participle,54.18252564997347,-2.71923205938705
352,3061917,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
353,2052386,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
354,2052386,affirmative,sat,sit,past participle,51.5073907,-0.1276999
355,5043119,affirmative,standing,stand,present participle,51.270363,0.522699
356,5043119,affirmative,standing,stand,present participle,51.270363,0.522699
357,1184896,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
358,2762325,affirmative,sat,sit,past participle,51.39636517493866,0.028559015330762
359,5276597,affirmative,sitting,sit,present participle,51.464626770054046,-0.022169843619608998
360,5130957,affirmative,stood,stand,past participle,51.48926268395567,-0.088160593963711
361,5130957,affirmative,stood,stand,past participle,51.48926268395567,-0.088160593963711
362,265392,affirmative,sat,sit,past participle,53.235048,-1.421629
363,265392,affirmative,stood,stand,past participle,53.235048,-1.421629
364,6486027,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
365,6486027,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
366,3562404,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
367,1758449,affirmative,sitting,sit,present participle,55.8013461309657,-3.984747541856161
368,6162449,affirmative,sat,sit,past participle,52.406822,-1.519693
369,3728936,negative,standing,stand,present participle,50.82253,-0.137163
370,5864396,affirmative,sitting,sit,present participle,52.486243,-1.890401
371,5864396,affirmative,sitting,sit,present participle,52.486243,-1.890401
372,2853455,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
373,535234,affirmative,standing,stand,present participle,51.7520209,-1.2577263
374,2079641,affirmative,standing,stand,present participle,53.40837140000001,-2.9915726
375,3124345,affirmative,sat,sit,past participle,53.4575955,-2.1578377
376,5147845,affirmative,sitting,sit,present participle,55.864237,-4.251806
377,6209659,affirmative,sitting,sit,present participle,50.9097004,-1.4043508999999998
378,1254809,affirmative,standing,stand,present participle,51.8097823,-0.2376744
379,1254809,affirmative,standing,stand,present participle,51.8097823,-0.2376744
380,5880095,affirmative,sat,sit,past participle,50.82521285577883,-1.263937442477706
381,2368934,affirmative,standing,stand,present participle,51.449389856603105,0.17554861296819002
382,6080223,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
383,4031220,affirmative,stood,stand,past participle,51.26282567971772,-1.094588087623305
384,4981858,affirmative,sitting,sit,present participle,55.950973,-4.926214
385,6269873,affirmative,standing,stand,present participle,55.864237,-4.251806
386,6269873,affirmative,standing,stand,present participle,55.864237,-4.251806
387,6269873,affirmative,standing,stand,present participle,55.8388119,-4.1744691
388,6269873,affirmative,standing,stand,present participle,55.8388119,-4.1744691
389,1803639,affirmative,stood,stand,past participle,53.4807593,-2.2426305
390,5526045,affirmative,standing,stand,present participle,55.94319513486961,-3.203008046263737
391,5901133,affirmative,standing,stand,present participle,53.1589342,-6.9095683
392,3841251,affirmative,stood,stand,past participle,53.5768647,-2.4282192000000005
393,281688,affirmative,sitting,sit,present participle,50.82253,-0.137163
394,1669844,affirmative,sat,sit,past participle,51.48071731396011,-0.350530028541922
395,1669844,affirmative,sitting,sit,present participle,51.48071731396011,-0.350530028541922
