,userid,construction_type,verb,theme,preposition,goal,theme_type,goal_type,tag,latitude,longitude
3253,2798678,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.381129,-1.470085
3252,5986902,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
3222,5824360,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.46315766316951,-1.3439265732664982
3221,5824360,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.46315766316951,-1.3439265732664982
3220,4297250,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
45,4037143,it+pronominal_object,sell,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.486243,-1.890401
3214,5747708,it+pronominal_object,given,it,,us,pronominal,pronominal,goal_theme_ditransitive,53.475303157088796,-2.349566065951336
3208,3396343,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,50.719164,-1.880769
3201,1511641,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.767787,0.087806
49,417091,it+pronominal_object,show,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8007554,-1.5490774
3200,1511641,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.767787,0.087806
3191,3014436,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
3187,1067267,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.51448018375678,-0.092910093782144
3177,3424571,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
54,3329173,it+pronominal_object,show,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
3176,2684736,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.63687779999999,-1.1397592
3170,4919815,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,54.9045036306031,-5.024372039861955
3165,5010547,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.8007554,-1.5490774
3164,3617353,it+pronominal_object,show,it,,him,pronominal,pronominal,goal_theme_ditransitive,55.42706,-2.780914
3160,6335195,it+pronominal_object,post,it,,u,pronominal,pronominal,goal_theme_ditransitive,52.1872472,0.9707801
3150,5672099,it+pronominal_object,sell,it,,them,pronominal,pronominal,goal_theme_ditransitive,55.61185162904321,-4.496779039529249
3138,1860290,it+pronominal_object,sent,it,,u,pronominal,pronominal,goal_theme_ditransitive,51.536822405824225,-0.069081022435306
3136,3384300,it+pronominal_object,send,it,,him,pronominal,pronominal,goal_theme_ditransitive,53.557378,-0.029435000000000006
3125,392131,it+pronominal_object,show,it,,us,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
3117,5318241,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,56.46201800000001,-2.970721
3107,883541,it+pronominal_object,show,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
3105,1119625,it+pronominal_object,message,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8007554,-1.5490774
3088,2618508,it+pronominal_object,get,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
3087,2618508,it+pronominal_object,get,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
3085,2937557,it+pronominal_object,lend,it,,you,pronominal,pronominal,goal_theme_ditransitive,56.621752,-3.866969
3084,2937557,it+pronominal_object,lend,it,,you,pronominal,pronominal,goal_theme_ditransitive,56.621752,-3.866969
3080,4703000,it+pronominal_object,show,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
3061,357475,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
3053,2318285,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,54.51730065616695,-1.307128567489467
3028,3796909,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,51.584151,-2.997664
3025,1898282,it+pronominal_object,email,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
3023,4211661,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,56.0018775,-3.7839131
3013,117956,it+pronominal_object,give,it,,them,pronominal,pronominal,goal_theme_ditransitive,55.65225564269867,-2.2537700543475485
3006,4348378,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.457876669614194,-2.585389575449031
3000,5932220,it+pronominal_object,gave,it,,her,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2996,677367,it+pronominal_object,sent,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.854061657591714,-1.830983067524443
2990,4000938,it+pronominal_object,link,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.7676236,-0.3274198
2989,6166974,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,54.283113,-0.399752
2972,3762572,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.19734915571409,-2.894882063619811
2968,2178983,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.40837140000001,-2.9915726
2967,1748588,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.522463434744864,-1.3765686952410532
2966,1567485,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,50.82253,-0.137163
2965,5470533,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,55.126957,-1.510277
2964,171510,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.95478320000001,-1.1581086
2945,4372322,it+pronominal_object,join,it,,us,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2934,6479693,it+pronominal_object,show,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.7516798,0.4022963
2908,6370318,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.34980529999999,-6.260309700000001
2905,1537402,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,56.2082078,-3.1495175
2904,643634,it+pronominal_object,give,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.908622,-4.5045199999999985
2896,1823798,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8382402,-1.7896134999999995
2891,5675544,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
2890,5675544,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
2889,5675544,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
98,5689905,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.76581666702312,-0.333942078920855
2888,5675544,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
2887,5675544,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
2883,4511900,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,52.6308859,1.297355
102,3549901,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.99211999999999,-1.5418120000000002
2876,164716,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.50731957663586,-3.628406593586481
2869,4012630,it+pronominal_object,sent,it,,you,pronominal,pronominal,goal_theme_ditransitive,56.1165227,-3.9369029
2868,4012630,it+pronominal_object,sent,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.953252,-3.188267
2867,1395522,it+pronominal_object,give,it,,him,pronominal,pronominal,goal_theme_ditransitive,56.071741,-3.452151
2862,3982859,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2861,3982859,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2848,4974955,it+pronominal_object,tweet,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.953252,-3.188267
2845,6261398,it+pronominal_object,get,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
111,2907796,it+pronominal_object,lend,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8007554,-1.5490774
2836,5302423,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5658300192354,-0.13204318943944
113,4093573,it+pronominal_object,give,it,,her,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
114,3441945,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,54.046575,-2.8007399
2829,5779270,it+pronominal_object,shown,it,,her,pronominal,pronominal,goal_theme_ditransitive,53.385218166279536,-0.906226076912984
2805,3321671,it+pronominal_object,show,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
2804,333421,it+pronominal_object,gave,it,,them,pronominal,pronominal,goal_theme_ditransitive,51.173516,-0.17210899999999998
2803,333421,it+pronominal_object,gave,it,,them,pronominal,pronominal,goal_theme_ditransitive,51.173516,-0.17210899999999998
2798,4146651,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,50.4392329,-3.5369899
120,4424668,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
121,4347158,it+pronominal_object,pass,it,,ya,pronominal,pronominal,goal_theme_ditransitive,53.27066800000001,-9.0567905
2796,2828494,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.801955659532176,-1.565489569728704
2793,4070273,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.30006657783415,-0.703870258784234
2792,2317117,it+pronominal_object,sent,it,,her,pronominal,pronominal,goal_theme_ditransitive,53.589888166427485,-0.641934077673822
2786,1719772,it+pronominal_object,sent,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
126,1380799,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2785,3941601,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.9719816741921,-0.029633585812228
2779,1351335,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.40837140000001,-2.9915726
2778,1211052,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
2771,3358229,it+pronominal_object,teach,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2770,4868237,it+pronominal_object,sent,it,,her,pronominal,pronominal,goal_theme_ditransitive,53.801955659532176,-1.565489569728704
132,4246633,it+pronominal_object,lend,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2769,5111085,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,56.200842,-3.15986
2766,3966343,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8007554,-1.5490774
2765,5303746,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.49700115369937,-2.885272062030156
2764,3660822,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.3689461,-0.3824197
2758,4849988,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.86376665706069,-1.908616066913688
2753,2967915,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.43933,-2.003884
2752,2967915,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.454513,-2.58791
2750,3540193,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,54.597285,-5.93012
2747,5396007,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,56.559107,-2.591543
2738,2167659,it+pronominal_object,open,it,,them,pronominal,pronominal,goal_theme_ditransitive,50.8342086,-0.2715558
2737,2336908,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2734,3434296,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.62144,-3.943646
2716,3535120,it+pronominal_object,give,it,,u,pronominal,pronominal,goal_theme_ditransitive,56.071741,-3.452151
2714,6298654,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.608412186603076,0.521074402059979
2698,1073272,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.52282,-1.128462
2695,5674329,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.46033918399733,-0.115405593922422
2673,4620940,it+pronominal_object,pay,it,,me,pronominal,pronominal,goal_theme_ditransitive,52.95478320000001,-1.1581086
2666,1912856,it+pronominal_object,lend,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.7516798,0.4022963
2663,972235,it+pronominal_object,join,it,,us,pronominal,pronominal,goal_theme_ditransitive,52.28519050000001,-1.5200789
2662,972235,it+pronominal_object,join,it,,us,pronominal,pronominal,goal_theme_ditransitive,52.282316,-1.584927
2655,2763305,it+pronominal_object,give,it,,him,pronominal,pronominal,goal_theme_ditransitive,53.723466,-1.345968
2635,5439589,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2618,1877897,it+pronominal_object,transferred,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.7676236,-0.3274198
2616,543478,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2614,2970412,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.37935290269947,-2.36164079593986
2611,1543940,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.763366,-0.22309
2598,5519107,it+pronominal_object,show,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.193636,-2.221575
2597,1951525,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.062883,-0.325858
2592,4598377,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.966206161251534,-1.085324072260675
162,1993591,it+pronominal_object,give,it,,them,pronominal,pronominal,goal_theme_ditransitive,56.1165227,-3.9369029
2590,3492162,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.52605616450897,-2.203868072308913
2586,1993975,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.953252,-3.188267
2584,1767732,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.22739,-4.129263
2578,6259612,it+pronominal_object,give,it,,him,pronominal,pronominal,goal_theme_ditransitive,54.71931212429472,-6.203078033235268
2573,2321626,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,54.52361,-1.559458
168,4907924,it+pronominal_object,given,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.63335466785134,-2.6772810738109056
2572,5419669,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.562254,0.218605
2567,3130548,it+pronominal_object,get,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.6308859,1.297355
2566,3130548,it+pronominal_object,get,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2565,954760,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2547,2962474,it+pronominal_object,mail,it,,u,pronominal,pronominal,goal_theme_ditransitive,53.7892877,-2.2405035
2540,2662794,it+pronominal_object,dm,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.4571477,-0.1230681
2539,2662794,it+pronominal_object,dm,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.3888898,-0.1403317
2531,6396853,it+pronominal_object,teach,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5557739,-1.7797176
177,1942395,it+pronominal_object,show,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.60555920000001,-0.5596582
2518,5790899,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
2514,6096242,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,50.8485301873689,-0.25538959636278497
2511,2525108,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,50.528905,-3.60836
2509,5345073,it+pronominal_object,lend,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2506,3884507,it+pronominal_object,get,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2505,4125747,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.35490213361106,-6.247621039910087
2500,3407084,it+pronominal_object,give,it,,u,pronominal,pronominal,goal_theme_ditransitive,56.13311,-3.377893
2496,3358366,it+pronominal_object,email,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.953252,-3.188267
2495,4203498,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,51.38544518372361,-0.252753593305613
2494,4480378,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,50.8279319,-0.168749
2493,4480378,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,50.8279319,-0.168749
2492,6062307,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.93184416076496,-1.2074820715725711
2490,5007780,it+pronominal_object,tweet,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8007554,-1.5490774
2475,1367347,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.34679566823346,-2.9451290734272404
2466,3641262,it+pronominal_object,dm,it,,u,pronominal,pronominal,goal_theme_ditransitive,51.4571477,-0.1230681
2465,3641262,it+pronominal_object,dm,it,,u,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2464,3641262,it+pronominal_object,dm,it,,u,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
195,68246,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
2463,3641262,it+pronominal_object,dm,it,,u,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2460,88770,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,56.46201800000001,-2.970721
2458,5466016,it+pronominal_object,show,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.94319513486961,-3.203008046263737
199,2716900,it+pronominal_object,give,it,,them,pronominal,pronominal,goal_theme_ditransitive,56.0018775,-3.7839131
2449,5523722,it+pronominal_object,join,it,,us,pronominal,pronominal,goal_theme_ditransitive,54.57441299425304,-5.931830904824513
2443,3174459,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.875322,-4.3915419999999985
2442,5679446,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,54.97825200000001,-1.61778
2439,5502844,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,56.638232133426754,-2.6653100459647034
2438,497708,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,54.574227,-1.234956
2437,4590430,it+pronominal_object,sent,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2433,2156545,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,54.9966124,-7.308574799999999
207,462642,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.41987815404958,-2.915426562244173
2428,3468607,it+pronominal_object,show,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.65592,-4.7031169
2419,1352951,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,53.456952157913115,-2.233479566883483
210,3916486,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,54.9279025,-1.6156701999999998
2416,2818440,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.417843338254286,-1.836488297342652
2405,6053487,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,50.718412,-3.533899
2380,1264975,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.423567153225406,-3.04667356129869
2379,4698908,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,50.7155591,-3.530875
2375,2434921,it+pronominal_object,message,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.59378266053754,-1.6367200703996918
2370,2452778,it+pronominal_object,message,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.415303,-4.08292
2365,1703523,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5267761,-0.0911521
2361,1034578,it+pronominal_object,get,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.93920062512567,-4.755875536095875
2360,1034578,it+pronominal_object,get,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.93920062512567,-4.755875536095875
2352,3203982,it+pronominal_object,show,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8108176,-1.7626099999999998
221,2583041,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.623728,-2.814449
2344,617961,it+pronominal_object,send,it,,ya,pronominal,pronominal,goal_theme_ditransitive,50.819068,-0.616725
2342,6440726,it+pronominal_object,message,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.748575,-2.487529
2328,94362,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2325,141914,it+pronominal_object,sent,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.953252,-3.188267
2323,4305474,it+pronominal_object,give,it,,u,pronominal,pronominal,goal_theme_ditransitive,53.7676236,-0.3274198
2322,771396,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.205337,0.121817
2313,1545372,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2312,3927392,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,54.97825200000001,-1.61778
2310,668547,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,51.544821184222144,0.024996405492847
2290,2797120,it+pronominal_object,sent,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.41987815404958,-2.915426562244173
2289,4926565,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.54802395683962,-0.185303560068833
2282,6309990,it+pronominal_object,dm,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2271,1432228,it+pronominal_object,show,it,,her,pronominal,pronominal,goal_theme_ditransitive,53.883407465769345,-9.426629333850975
2261,6555082,it+pronominal_object,email,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2260,5016697,it+pronominal_object,email,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.5742447,0.4856781
2253,6167624,it+pronominal_object,give,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.84518663648921,-3.050258547835673
2252,1271861,it+pronominal_object,get,it,,u,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2246,5581457,it+pronominal_object,give,it,,him,pronominal,pronominal,goal_theme_ditransitive,50.83761,-0.774936
2243,4874575,it+pronominal_object,lend,it,,them,pronominal,pronominal,goal_theme_ditransitive,51.9496196797724,-0.270884089921751
2242,4327887,it+pronominal_object,shows,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.52282,-1.128462
2238,4907922,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.78320920000001,-3.9810968
2237,1894286,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.4923939,-6.2539777
244,3321599,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2236,1385963,it+pronominal_object,give,it,,u,pronominal,pronominal,goal_theme_ditransitive,56.46201800000001,-2.970721
2216,5934523,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2201,5707856,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.953252,-3.188267
2167,740617,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
2165,1636354,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.5073509,-0.12775830000000002
2164,3887684,it+pronominal_object,gave,it,,me,pronominal,pronominal,goal_theme_ditransitive,51.376165,-0.098234
2136,270122,it+pronominal_object,gave,it,,me,pronominal,pronominal,goal_theme_ditransitive,54.902331143658024,-2.9402830538419336
2129,68293,it+pronominal_object,show,it,,me,pronominal,pronominal,goal_theme_ditransitive,55.858302128951905,-4.241751039861819
2122,5772770,it+pronominal_object,give,it,,us,pronominal,pronominal,goal_theme_ditransitive,54.97825200000001,-1.61778
2109,1061740,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.99150279999999,-1.5412015
2108,1061740,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.783524,-1.067189
2094,3145177,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.801955659532176,-1.565489569728704
2091,811659,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,51.46468568422318,-0.070603094239376
2090,5803153,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,53.456952157913115,-2.233479566883483
2089,5803153,it+pronominal_object,send,it,,u,pronominal,pronominal,goal_theme_ditransitive,53.456952157913115,-2.233479566883483
2085,1932599,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,52.95478320000001,-1.1581086
2073,2465570,it+pronominal_object,get,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.680122,-1.696713
2069,596066,it+pronominal_object,got,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.795984,-1.759398
2068,596066,it+pronominal_object,got,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.795984,-1.759398
264,1999670,it+pronominal_object,get,it,,u,pronominal,pronominal,goal_theme_ditransitive,53.381129,-1.470085
2067,596066,it+pronominal_object,got,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.795984,-1.759398
2066,596066,it+pronominal_object,got,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.795984,-1.759398
2065,6510694,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.41907551864244,-2.9576231989044177
2061,5124828,it+pronominal_object,give,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.593769,-2.770559
2056,3713955,it+pronominal_object,get,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.389991,-3.023009
2053,6361982,it+pronominal_object,dm,it,,you,pronominal,pronominal,goal_theme_ditransitive,51.3147593,-0.5599501
271,4919468,it+pronominal_object,give,it,,me,pronominal,pronominal,goal_theme_ditransitive,53.4696968,-1.3259683
2042,3643250,it+pronominal_object,lend,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.4807593,-2.2426305
2028,5018327,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,55.830932,-3.224533
2023,611428,it+pronominal_object,send,it,,you,pronominal,pronominal,goal_theme_ditransitive,53.8007554,-1.5490774
2022,2826857,it+pronominal_object,send,it,,me,pronominal,pronominal,goal_theme_ditransitive,55.864237,-4.251806
