index,placename,longitude,latitude,past_participle,present_participle
147,Stirling,-3.9369029,56.116519999999994,0.10868494649883059,0.530761776165553
148,Tregaron,-3.934385,52.22,0.15789371046884737,0.13782974546541346
149,Tregaron,-3.934385,52.22,0.15789371046884737,0.13782974546541346
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.12417742112747436,0.17879553562454822
151,Dolgellau,-3.8844,52.74215,0.1342068441583402,0.10230258193292378
152,Aberfeldy,-3.866969,56.62175,0.050270670898207095,0.31321021264190213
153,Machynlleth,-3.853485,52.59027,0.15526053629318093,0.13012135377153247
154,Brora,-3.8525480000000005,58.012159999999994,0.06032698583878197,0.16331639556033148
155,Llandudno,-3.827609,53.324059999999996,0.2857193604564095,0.16738287104041194
156,Llandudno,-3.827609,53.324059999999996,0.2857193604564095,0.16738287104041194
157,Aviemore,-3.823812,57.19449,0.0843281417048599,0.24122162081428924
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.11142078518127219,0.11917143797379094
159,Falkirk,-3.7839131,56.00188000000001,0.12598907932911965,0.5128215381674534
160,Kingsbridge,-3.777493,50.28395,0.2671602307652568,0.07918457105800346
161,Pitlochry,-3.729711,56.70436,0.03638745728245658,0.23630370766885292
162,Colwyn Bay,-3.72764,53.29318000000001,0.27678051461230047,0.14302496486186547
163,Totnes,-3.685797,50.43374,0.2682592079896017,0.09141984822482706
164,Grantown-on-Spey,-3.609628,57.33041,0.06469514613813308,0.17701496694372118
165,Dumfries,-3.60512,55.070859999999996,0.21583492476140162,0.2714959155308429
166,Whitehaven,-3.589233,54.5497,0.28791604686796773,0.12866768199673873
167,Dartmouth,-3.578807,50.35252,0.22786399268765134,0.07576807761105879
168,Bridgend,-3.576945,51.504290000000005,0.39375527083786094,0.19035640811302895
169,Paignton,-3.564235,50.43508,0.3671197120542214,0.129810455930697
170,Workington,-3.5427519999999997,54.64357,0.28122419618868116,0.1308780868258515
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.15499878494778968,0.1007506250388499
172,Exeter,-3.533899,50.71841,0.5613194694613627,0.2043871996886368
173,Torquay,-3.525315,50.46192,0.37666875865585453,0.131072369249554
174,Thurso,-3.5220800000000003,58.59356999999999,0.08489495068741211,0.2522905019430815
175,Livingston,-3.518068,55.90071,0.1354478562340457,0.49304881819141827
176,Rhyl,-3.4916339999999995,53.319140000000004,0.25784912620378925,0.15813332100233007
177,Tiverton,-3.491207,50.90205,0.2869615032059631,0.0898311171797411
178,Tiverton,-3.491207,50.90205,0.2869615032059631,0.0898311171797411
179,Minehead,-3.481152,51.20428,0.23037051967652625,0.07561992571079074
180,Dunfermline,-3.452151,56.071740000000005,0.1260720228423658,0.47463826255054137
181,Perth,-3.4308381000000003,56.39499,0.06610256406427319,0.3515592269026634
182,Prestatyn,-3.4076129999999996,53.33651,0.22517274601962675,0.13768458971495626
183,Builth Wells,-3.4045919999999996,52.15002,0.22372518953933135,0.10556877934800571
184,Braemar,-3.3979439,57.00646999999999,0.017436273870595636,0.07116108818313994
185,Brecon,-3.391463,51.94895,0.30304866800512886,0.07200905211555439
186,Merthyr Tydfil,-3.381646,51.74873,0.536959162221807,0.10985612798695567
187,Llandrindod Wells,-3.377742,52.2417,0.19237498852085086,0.10171248199225523
188,Corwen,-3.369242,52.98005,0.16816933538861523,0.06906473047630446
189,Cockermouth,-3.367985,54.66326,0.2242222914588634,0.09866898205356696
190,Lockerbie,-3.349008,55.122240000000005,0.21922644950609962,0.21747847819725852
191,Blairgowrie,-3.3378318,56.58941,0.04908660597455008,0.29048075593945893
192,Elgin,-3.318485,57.64945,0.14117210847424388,0.4075953541206874
193,Newtown,-3.313106,52.51211,0.16825356116854956,0.10009951313141961
194,Ruthin,-3.3103108,53.114869999999996,0.24491851087227126,0.10708457117829938
195,Ruthin,-3.3103108,53.114869999999996,0.24491851087227126,0.10708457117829938
196,Sidmouth,-3.2375599999999998,50.67865,0.26784685985143386,0.08195063099759113
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.41845126365354146,0.071515707954087
198,Peebles,-3.1936419999999996,55.65306999999999,0.07356400500458929,0.28681703906454226
199,Edinburgh,-3.1882669999999997,55.95325,0.22052495278562553,0.8085994346910014
200,Cardiff,-3.17909,51.48158,0.6951728256872484,0.22146252044951212
201,Llangollen,-3.1716599999999997,52.96921,0.20051781759729165,0.0840497011876411
202,Kirkcaldy,-3.158137,56.11682,0.12537456603744349,0.5367356199379191
203,Welshpool,-3.146407,52.66035,0.24238737832935872,0.1079995587199126
204,Mold,-3.1419029999999997,53.1672,0.30761061523251376,0.18003210905260555
205,Mold,-3.1419029999999997,53.1672,0.30761061523251376,0.18003210905260555
206,Taunton,-3.106849,51.01534,0.42066112201827893,0.10524175503414306
207,Wick,-3.093716,58.43894,0.0810655792434654,0.24059360292775428
208,John o' Groats,-3.0688997000000002,58.63734,0.017889022351955726,0.07065951189173157
209,Dalkeith,-3.066606,55.893119999999996,0.11652256034719838,0.43846370028770104
210,Oswestry,-3.056412,52.85715,0.3026776078767448,0.1285258029340774
211,Blackpool,-3.0356748,53.81751,0.5841529966632926,0.09035552035003189
212,Birkenhead,-3.023009,53.389990000000004,0.41150393840470273,0.26614402643806256
213,Cupar,-3.010137,56.32023,0.05185941435132188,0.29732642352033284
214,Southport,-3.010113,53.64571,0.4737579229116541,0.09134231978434873
215,Bridgwater,-3.003632,51.12789,0.47476045212290713,0.13332892855633197
216,Langholm,-2.998913,55.153059999999996,0.1247292720092355,0.10933093813805556
217,Newport,-2.997664,51.58415,0.5083505249601825,0.15206444546408934
218,Axminster,-2.9949369999999997,50.78273,0.2782052328048247,0.09344341325698377
219,Wrexham,-2.9924939999999998,53.043040000000005,0.39417500663158994,0.17382959277683874
220,Liverpool,-2.9915726,53.40837,0.6127440522057123,0.4058919101415611
221,Weston-super-Mare,-2.977255,51.347409999999996,0.4241474560337192,0.12582534942571832
222,Dundee,-2.9707209999999997,56.462019999999995,0.13005803183845915,0.5905620848725264
223,Kirkwall,-2.9622491,58.984669999999994,0.08499110019537334,0.2525504426298843
224,Ambleside,-2.961333,54.428740000000005,0.34937515232791194,0.095100019812586
225,Orkney Islands,-2.9605206,58.980940000000004,0.08737268243084682,0.25898906239084857
226,Lyme Regis,-2.936639,50.725159999999995,0.2538408747307093,0.08561394241228247
227,Carlisle,-2.932931,54.892469999999996,0.3976038633667467,0.2561377818703963
228,Chester,-2.893075,53.19339,0.4431871579464884,0.2488494556471685
229,Forfar,-2.889062,56.64356,0.07555394661134571,0.3407357691032514
230,Morecambe,-2.864968,54.074169999999995,0.37104675283246386,0.05188575655716679
231,Selkirk,-2.838524,55.55066,0.08750172168537719,0.33861751374466215
232,Galashiels,-2.814449,55.62373,0.08024300314293152,0.32539322637619117
233,Lancaster,-2.8007399,54.046569999999996,0.48589825933604114,0.07900522897921726
234,St Andrews,-2.7967214,56.339780000000005,0.08523357108916432,0.37937224414039056
235,Hawick,-2.780914,55.42706,0.12606060283688977,0.23411231749431902
236,Bridport,-2.758301,50.733579999999996,0.2513403047752303,0.1028720398323064
237,Shrewsbury,-2.7553267999999997,52.7073,0.4409715922679654,0.21616852814765244
238,Penrith,-2.752708,54.6641,0.4068198941519568,0.16451405609632244
239,Kendal,-2.74629,54.32801,0.4171724690449435,0.08750478913331186
240,Street,-2.7429189999999997,51.12468,0.22894044340099473,0.06273441631473219
241,Glastonbury,-2.718454,51.14743,0.26308736040441194,0.08004673519784247
242,Hereford,-2.715974,52.0564,0.45415049746261565,0.10678409044614813
243,Ludlow,-2.7139129,52.36775,0.31387028889402546,0.08719136431111175
244,Preston,-2.70309,53.7632,0.6581829117278748,0.10152011378061443
245,Whitchurch,-2.682045,52.96872,0.24204811587375252,0.10104326067122801
246,Wells,-2.6445979,51.20935,0.2975439344033101,0.09212484260037584
247,Yeovil,-2.633308,50.94206,0.3519628992405261,0.14025978242591258
248,Wigan,-2.6325074,53.54506,0.699260627521863,0.10073760590430388
249,Warrington,-2.5969501,53.39004,0.728336249312087,0.0982314259998306
250,Arbroath,-2.591543,56.55911,0.08737114280390386,0.3632906271463203
251,Bristol,-2.58791,51.45451,0.712395952064466,0.24643257461513396
252,Guernsey,-2.5852779999999997,49.46569,0.07177396175333031,0.010963371657689963
253,Ross-on-Wye,-2.582446,51.91445,0.34513100905949246,0.10660818567914551
254,Jedburgh,-2.5549369,55.47772,0.08003334775619705,0.21522752593103342
255,Sedbergh,-2.5281740000000004,54.32363,0.24788447873014352,0.043252434073462416
256,Sedbergh,-2.5281740000000004,54.32363,0.24788447873014352,0.043252434073462416
257,Nantwich,-2.524102,53.067190000000004,0.3043543076379615,0.12654041641357347
258,Banff,-2.524038,57.666509999999995,0.08408087913248062,0.23897318438001025
259,Dunbar,-2.516737,56.00209,0.0975714629375407,0.3911976288396214
260,Cinderford,-2.5009579,51.8253,0.32499118318393067,0.09562284044642276
261,Banchory,-2.4909599,57.05386,0.08774919464327907,0.2928455532954456
262,Blackburn,-2.487529,53.748580000000004,0.5377756331193918,0.08637783519124134
263,Market Drayton,-2.483485,52.90355,0.19579467368780182,0.09995926093722254
264,Telford,-2.4672611,52.67759,0.35930925472064884,0.22733864713753485
265,Montrose,-2.4661150000000003,56.70692,0.08020645687887985,0.33015713520431356
266,Turriff,-2.4623,57.53893000000001,0.0866371510425595,0.2521790687456
267,Weymouth,-2.457621,50.61443,0.34370160399197086,0.1228420660430014
268,Crewe,-2.4438209,53.10041,0.3909868998919301,0.15819678027309617
269,Fortuneswell,-2.4422189999999997,50.55919,0.19998538904562865,0.06706593700823828
270,Dorchester,-2.4411810000000003,50.71116,0.4258009281744098,0.1561916070770506
271,Alston,-2.438685,54.812169999999995,0.15268051427084234,0.06955036922298667
272,Kelso,-2.432207,55.600030000000004,0.07165591675419739,0.28032561662375316
273,Wincanton,-2.416007,51.055690000000006,0.21671109580288156,0.09782357889564938
274,Clitheroe,-2.3930830000000003,53.8711,0.3815376743849959,0.05287462930544444
275,Sark,-2.3666256000000003,49.43007,0.06903535270051672,0.013997324896353159
276,Bath,-2.3590167,51.38106,0.5036644485668813,0.19159263579676325
277,Kidderminster,-2.2496839,52.3886,0.3416165626902763,0.14647051009408574
278,Manchester,-2.2426305,53.48076,1.0,0.18377087530360584
279,Burnley,-2.2405035,53.78929,0.4794804270452981,0.10140089361906698
280,Gloucester,-2.238156,51.86424,0.5181581322170175,0.17598393603320342
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.33462337171083484,0.16271341111952978
282,Worcester,-2.221575,52.19364,0.5421191125391545,0.1573569907556012
283,Trowbridge,-2.208853,51.31966,0.48537533747440925,0.18597220107405588
284,Shaftesbury,-2.198083,51.0046,0.24661232487836576,0.10111743057182722
285,Alderney,-2.1973557,49.715,0.07069458809797072,0.012159147262108911
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.4515011159492899,0.2419593924303488
287,Colne,-2.176991,53.85564,0.34214764986616975,0.07647969307095841
288,Blandford Forum,-2.165353,50.85691,0.22990923073926672,0.07482591371866792
289,Rochdale,-2.1561,53.60971,0.5891704520647602,0.0962019174702551
290,Jersey,-2.13125,49.21444,0.06938402065625994,0.013611050986437353
291,Wolverhampton,-2.12882,52.586969999999994,0.391896211059849,0.2641992842406426
292,Stafford,-2.12066,52.80669,0.3843477542719118,0.2727570590085377
293,Macclesfield,-2.119287,53.25866,0.48369294624649,0.12070892527987061
294,Hexham,-2.1121439,54.97266,0.3134729846900859,0.22622356019604126
295,Aberdeen,-2.094278,57.149719999999995,0.18495391512158535,0.5975768447775514
296,Dudley,-2.081112,52.51226,0.3618763182560363,0.27214968307956927
297,Cheltenham,-2.0782533,51.899390000000004,0.4943137059770443,0.16291558152879462
298,Bromsgrove,-2.061906,52.33559,0.41802274962377833,0.12045426831812475
299,Skipton,-2.0162787,53.96285,0.3423684284569071,0.07582480018747506
300,Fraserburgh,-2.007631,57.69335,0.09003957366405935,0.2637368976309675
301,Berwick,-2.005395,55.77024,0.10817749559540758,0.288507411019481
302,Poole,-1.987248,50.71505,0.41605943823043046,0.16131290179313015
303,Walsall,-1.9829189999999999,52.586209999999994,0.35716792348443843,0.28716298010752045
304,Cirencester,-1.968243,51.71849,0.4536923820258018,0.15534718487216184
305,Evesham,-1.9467700000000001,52.09215,0.3444339442987552,0.09444546851156245
306,Buxton,-1.91483,53.259080000000004,0.4040913049988801,0.09528572986497491
307,Keighley,-1.9123580000000002,53.8678,0.4202115284001218,0.08944099877156587
308,Birmingham,-1.8904009999999998,52.48624,0.6143703954118546,0.4734224251410905
309,Bournemouth,-1.880769,50.719159999999995,0.5264045964222925,0.16911570063764997
310,Halifax,-1.8575400000000002,53.727019999999996,0.4235119701882769,0.07807012678768413
311,Salisbury,-1.794472,51.06878,0.38033752885740335,0.160553722466874
312,Ringwood,-1.7888169999999999,50.84495,0.36066366696816266,0.1021483787423101
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.586444385329835,0.0914848144091097
314,Peterhead,-1.784066,57.50812,0.09738037927995241,0.3239164369340577
315,Swindon,-1.7797176,51.55577,0.4682067385451086,0.17402052452480526
316,Bradford,-1.759398,53.79598000000001,0.6104319526989489,0.12323971356641379
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.4325207160857432,0.15911534862809976
318,Marlborough,-1.7270619999999999,51.42007,0.30977840246269256,0.10789184717618559
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.35202097377569624,0.17549102305579894
320,Alnwick,-1.7062990000000002,55.41274,0.20353272228551403,0.17872856227784156
321,Otley,-1.691786,53.90583,0.33873658879518,0.06283398271181133
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.33799237337603605,0.11514702776306139
323,Burton upon Trent,-1.6371358999999999,52.81403,0.40421835854015514,0.16186904291656562
324,Newcastle,-1.61778,54.97825,0.517844846274357,0.433203844605931
325,Durham,-1.5848520000000001,54.77525,0.3713966820484532,0.2941883459784319
326,Ashington,-1.5659829,55.18298000000001,0.23501846736425536,0.19958857727733356
327,Darlington,-1.559458,54.52361,0.44793684261044203,0.09379801188756963
328,Leeds,-1.5490774,53.80076,0.797824295798279,0.1498544158713173
329,Harrogate,-1.5418120000000002,53.99211999999999,0.5448763485295064,0.11367928752008924
330,Leamington Spa,-1.5200789,52.28519,0.4034223438968886,0.25603298062243296
331,Coventry,-1.519693,52.40682,0.4317430646160737,0.3181491852951042
332,Blyth,-1.510277,55.12696,0.2474735387548873,0.20821273398955434
333,Wakefield,-1.505924,53.6833,0.5374458602944204,0.08468889302940909
334,Andover,-1.4919233,51.2112,0.3543202706859267,0.1252486053500684
335,Witney,-1.4850543999999999,51.785940000000004,0.33071335520037337,0.15617939290890184
336,Barnsley,-1.479726,53.55263000000001,0.5585984831129314,0.049138273631036754
337,Derby,-1.4746186000000001,52.92253,0.5501314616894297,0.1700071440025588
338,Sheffield,-1.470085,53.381130000000006,0.7963914848155049,0.10035434689598491
339,Nuneaton,-1.465382,52.52049,0.34600781239398964,0.290305837905993
340,Northallerton,-1.429959,54.337959999999995,0.3357102040936957,0.044098153406550884
341,South Shields,-1.427406,54.99941999999999,0.3243911300306373,0.2771359596556317
342,Chesterfield,-1.421629,53.23505,0.5165417310802262,0.08222837158452637
343,Southampton,-1.4043508999999998,50.9097,0.636689531598381,0.22675858225089254
344,Wetherby,-1.384816,53.92706,0.319538184417995,0.055766400590200334
345,Sunderland,-1.383801,54.90687,0.36531957269017884,0.30324118035433084
346,Rotherham,-1.3635008999999998,53.4326,0.5577930698530275,0.05900581054982982
347,Castleford,-1.345968,53.72346999999999,0.45938102831740146,0.06574303878534463
348,Thirsk,-1.341377,54.23385,0.2969071867073305,0.04760008784803798
349,Banbury,-1.339775,52.0629,0.33306431801843767,0.16902601763865757
350,Stockton,-1.3289821000000002,54.57046,0.456019912880097,0.09292887048081223
351,Newbury,-1.3231138999999998,51.40141,0.41123676121029124,0.20192689054064122
352,Isle of Wight,-1.304734,50.69385,0.4479325421355975,0.12353043346153778
353,Isle of Wight,-1.304734,50.69385,0.4479325421355975,0.12353043346153778
354,Abingdon,-1.2879528999999998,51.67078,0.320571301425764,0.1983689787476627
355,Shetland Islands,-1.2659409,60.52965,0.05688267052999811,0.16713215074125928
