index,placename,longitude,latitude,hw,kw,w
112,Kilmarnock,-4.498792,55.61472,0.4955044949562921,0.5044718968424606,0.1689360181441805
113,Newton Stewart,-4.483164,54.9603,0.18399279012566505,0.27377919026809044,0.09415371462248436
114,Liskeard,-4.4647190000000005,50.45552,0.01,0.01,0.20703369638715519
115,Altnaharra,-4.442655,58.28023,0.11297652537858466,0.01,0.01
116,Pwllheli,-4.417633900000001,52.888819999999996,0.01,0.01,0.16540313343086668
117,Lairg,-4.402414,58.022059999999996,0.11297652537858466,0.01,0.01
118,Launceston,-4.360451599999999,50.636829999999996,0.01,0.01,0.18883459718746215
119,Carmarthen,-4.312131,51.857620000000004,0.01,0.01,0.25649484386339383
120,Llangefni,-4.311401999999999,53.25578,0.021289648679527616,0.411823897741719,0.23057691077718737
121,Caernarfon,-4.273911,53.13955,0.020198307520010828,0.39071315153619995,0.216534500126888
122,Cumnock,-4.265828900000001,55.45355,0.3308333624010912,0.3999744933084856,0.14124974329031906
123,Aberaeron,-4.2581619,52.24279,0.01,0.01,0.15192745366223856
124,Alness,-4.256825,57.69595,0.3491708944645219,0.01,0.10475556833490408
125,Glasgow,-4.251806,55.86424,0.9997812310080337,0.01,0.38073830872222675
126,Dalwhinnie,-4.242783,56.9366,0.12166702892181383,0.01,0.01
127,Inverness,-4.224721,57.47776999999999,0.5618126293970771,0.01,0.19495617756466
128,Saltash,-4.21643,50.409209999999995,0.01,0.01,0.19185111512247807
129,Bideford,-4.206666,51.01668,0.01,0.01,0.22052336296294275
130,Invergordon,-4.1728819999999995,57.688109999999995,0.35328276553906707,0.01,0.10649978508574948
131,Llanelli,-4.160248,51.680890000000005,0.01,0.01,0.2929122434286376
132,Plymouth,-4.1426565,50.37546,0.01,0.01,0.42930271551540805
133,Tavistock,-4.141654,50.551120000000004,0.01,0.01,0.220639253556496
134,Porthmadog,-4.1333839999999995,52.92784,0.01,0.01,0.2045526224237147
135,Bangor,-4.129263,53.22739,0.026350089911304515,0.5097123440817132,0.29569018285407056
136,Tywyn,-4.087249,52.58701,0.01,0.01,0.11970738079733548
137,Aberystwyth,-4.08292,52.4153,0.01,0.01,0.2804033301075627
138,Lampeter,-4.0785089999999995,52.1129,0.01,0.01,0.16743597575251365
139,Barnstaple,-4.058338,51.07816,0.01,0.01,0.2834179332781437
140,Tain,-4.05523,57.8115,0.26271810103781107,0.01,0.06808311248244917
141,Okehampton,-4.004263,50.73831,0.01,0.01,0.1635953932308488
142,Llandeilo,-3.9914300000000003,51.88469,0.01,0.01,0.21804126554187156
143,Motherwell,-3.9810968,55.78321,0.6750773501130694,0.01,0.20988535496626978
144,Golspie,-3.976086,57.97341,0.11297652537858466,0.01,0.01
145,Airdrie,-3.9625660000000003,55.86626999999999,0.5912440197245836,0.01,0.1784365845163967
146,Swansea,-3.9436459999999998,51.62144,0.01,0.01,0.4472275818953889
147,Stirling,-3.9369029,56.116519999999994,0.6333645654182324,0.01,0.19423745234073983
148,Tregaron,-3.934385,52.22,0.01,0.01,0.1635953932308488
149,Tregaron,-3.934385,52.22,0.01,0.01,0.1635953932308488
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.20293391020291618,0.30196336266951296,0.1083099907051603
151,Dolgellau,-3.8844,52.74215,0.01,0.01,0.1276458316024719
152,Aberfeldy,-3.866969,56.62175,0.3757631317838407,0.01,0.09760227971447279
153,Machynlleth,-3.853485,52.59027,0.01,0.01,0.1574112996836936
154,Brora,-3.8525480000000005,58.012159999999994,0.23133892541497156,0.01,0.05477236349328499
155,Llandudno,-3.827609,53.324059999999996,0.01,0.01,0.2632136712225987
156,Llandudno,-3.827609,53.324059999999996,0.01,0.01,0.2632136712225987
157,Aviemore,-3.823812,57.19449,0.3198913460475,0.01,0.0923354613129915
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.18607471817778998,0.01,0.07390969273002473
159,Falkirk,-3.7839131,56.00188000000001,0.6344871494980298,0.01,0.194658572304275
160,Kingsbridge,-3.777493,50.28395,0.01,0.01,0.19991547983249713
161,Pitlochry,-3.729711,56.70436,0.29154011521577144,0.01,0.06600732455319173
162,Colwyn Bay,-3.72764,53.29318000000001,0.01,0.01,0.24327376104528461
163,Totnes,-3.685797,50.43374,0.01,0.01,0.2077450519249061
164,Grantown-on-Spey,-3.609628,57.33041,0.2470484961896694,0.01,0.061436214571555924
165,Dumfries,-3.60512,55.070859999999996,0.3607758698436545,0.01,0.18401088588629885
166,Whitehaven,-3.589233,54.5497,0.09591754986989152,0.01,0.21691023094483908
167,Dartmouth,-3.578807,50.35252,0.01,0.01,0.17259001477483996
168,Bridgend,-3.576945,51.504290000000005,0.01,0.01,0.3462427356029535
169,Paignton,-3.564235,50.43508,0.01,0.01,0.29383091262720595
170,Workington,-3.5427519999999997,54.64357,0.1581666908127067,0.01,0.1975357216263947
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.01,0.14014863092839933
172,Exeter,-3.533899,50.71841,0.01,0.01,0.46244917229306864
173,Torquay,-3.525315,50.46192,0.01,0.01,0.30072229952214696
174,Thurso,-3.5220800000000003,58.59356999999999,0.3298035954753787,0.01,0.09654014360414914
175,Livingston,-3.518068,55.90071,0.626005353576187,0.01,0.19147675843963888
176,Rhyl,-3.4916339999999995,53.319140000000004,0.01,0.01,0.2398604878043642
177,Tiverton,-3.491207,50.90205,0.01,0.01,0.21887910542839567
178,Tiverton,-3.491207,50.90205,0.01,0.01,0.21887910542839567
179,Minehead,-3.481152,51.20428,0.01,0.01,0.17411991582755587
180,Dunfermline,-3.452151,56.071740000000005,0.5997240989538282,0.01,0.1816177543904958
181,Perth,-3.4308381000000003,56.39499,0.42676796011896334,0.01,0.11673594803843529
182,Prestatyn,-3.4076129999999996,53.33651,0.01,0.01,0.2068904508052796
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.01,0.18726557495457896
184,Braemar,-3.3979439,57.00646999999999,0.11297652537858466,0.01,0.01
185,Brecon,-3.391463,51.94895,0.01,0.01,0.21887910542839567
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.01,0.3917248864376422
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.01,0.16480751016745437
188,Corwen,-3.369242,52.98005,0.01,0.01,0.13019927837098708
189,Cockermouth,-3.367985,54.66326,0.17792036107940015,0.01,0.13684952939391865
190,Lockerbie,-3.349008,55.122240000000005,0.32801267130861966,0.01,0.16336266911196112
191,Blairgowrie,-3.3378318,56.58941,0.32854955307875156,0.01,0.09600819070124611
192,Elgin,-3.318485,57.64945,0.5142486090103212,0.01,0.1747799707741036
193,Newtown,-3.313106,52.51211,0.01,0.01,0.1483159647648575
194,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.20181258992392434
195,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.20181258992392434
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.01,0.20196805739622492
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.01,0.01,0.2930001690937417
198,Peebles,-3.1936419999999996,55.65306999999999,0.3752267082800183,0.01,0.0974010487773568
199,Edinburgh,-3.1882669999999997,55.95325,1.0,0.01,0.3317750351555948
200,Cardiff,-3.17909,51.48158,0.01,0.01,0.5586918209896057
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.01,0.15977793818802105
202,Kirkcaldy,-3.158137,56.11682,0.6088553128777189,0.01,0.21491123817918292
203,Welshpool,-3.146407,52.66035,0.01,0.01,0.20071311956553534
204,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.28469043114704023
205,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.28469043114704023
206,Taunton,-3.106849,51.01534,0.01,0.01,0.31405372851467034
207,Wick,-3.093716,58.43894,0.31629614817581103,0.01,0.09081041243944499
208,John o' Groats,-3.0688997000000002,58.63734,0.11297652537858466,0.01,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.5570555404959378,0.01,0.16561130809818095
210,Oswestry,-3.056412,52.85715,0.01,0.01,0.25153286671258906
211,Blackpool,-3.0356748,53.81751,0.01,0.01,0.41080464015069657
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.01,0.4017952924993991
213,Cupar,-3.010137,56.32023,0.3369539985189932,0.01,0.09957327682692359
214,Southport,-3.010113,53.64571,0.01,0.01,0.34019946303249243
215,Bridgwater,-3.003632,51.12789,0.01,0.01,0.3652822606361116
216,Langholm,-2.998913,55.153059999999996,0.22712520337418618,0.01,0.06598377196188895
217,Newport,-2.997664,51.58415,0.01,0.01,0.39784428008737077
218,Axminster,-2.9949369999999997,50.78273,0.01,0.01,0.21533569003439315
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.01,0.3368947070668851
220,Liverpool,-2.9915726,53.40837,0.01,0.01,0.6128828738482939
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.01,0.32828134370755735
222,Dundee,-2.9707209999999997,56.462019999999995,0.6588665829703224,0.01,0.2361255451078651
223,Kirkwall,-2.9622491,58.984669999999994,0.33011414555074686,0.01,0.09667187600373403
224,Ambleside,-2.961333,54.428740000000005,0.034222740889053055,0.01,0.2532014031832088
225,Orkney Islands,-2.9605206,58.980940000000004,0.33780633824527384,0.01,0.09993483126310056
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.01,0.19506947683600687
227,Carlisle,-2.932931,54.892469999999996,0.43382964859953865,0.01,0.27308811516624043
228,Chester,-2.893075,53.19339,0.01,0.01,0.41215818106729
229,Forfar,-2.889062,56.64356,0.3959855590287921,0.01,0.12461390548552588
230,Morecambe,-2.864968,54.074169999999995,0.01,0.01,0.25101040177834444
231,Selkirk,-2.838524,55.55066,0.4365925251850524,0.01,0.12042148087008472
232,Galashiels,-2.814449,55.62373,0.4171848907756329,0.01,0.11314100857238961
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.01,0.34084693275549693
234,St Andrews,-2.7967214,56.339780000000005,0.43781486231944505,0.01,0.1423574996189628
235,Hawick,-2.780914,55.42706,0.3802035395249765,0.01,0.09926802963884891
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.20350147354245887
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.01,0.3917091896231405
238,Penrith,-2.752708,54.6641,0.30027309520122675,0.01,0.2607760836386294
239,Kendal,-2.74629,54.32801,0.0386237655255013,0.01,0.2913389526895119
240,Street,-2.7429189999999997,51.12468,0.01,0.01,0.1656984140319089
241,Glastonbury,-2.718454,51.14743,0.01,0.01,0.1977911963940666
242,Hereford,-2.715974,52.0564,0.01,0.01,0.33654434120059584
243,Ludlow,-2.7139129,52.36775,0.01,0.01,0.23469273936033128
244,Preston,-2.70309,53.7632,0.01,0.01,0.46503477965386614
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.1964457812333664
246,Wells,-2.6445979,51.20935,0.01,0.01,0.22703728802386192
247,Yeovil,-2.633308,50.94206,0.01,0.01,0.2901397811219949
248,Wigan,-2.6325074,53.54506,0.01,0.01,0.4910650313967829
249,Warrington,-2.5969501,53.39004,0.01,0.01,0.508353576948624
250,Arbroath,-2.591543,56.55911,0.4261935624202186,0.01,0.13742785431069626
251,Bristol,-2.58791,51.45451,0.01,0.01,0.5843294202391087
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.03423112260038668
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.266149414765494
254,Jedburgh,-2.5549369,55.47772,0.3164333835678181,0.01,0.07534564713351628
255,Sedbergh,-2.5281740000000004,54.32363,0.023513560357509893,0.01,0.16039985435496282
256,Sedbergh,-2.5281740000000004,54.32363,0.023513560357509893,0.01,0.16039985435496282
257,Nantwich,-2.524102,53.06718000000001,0.01,0.01,0.2514584553270079
258,Banff,-2.524038,57.666509999999995,0.3177537958822646,0.01,0.09142873278566568
259,Dunbar,-2.516737,56.00209,0.49475917909726963,0.01,0.14224179670682469
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.24677032157572087
261,Banchory,-2.4909599,57.05386,0.3668509551412371,0.01,0.11225528255969906
262,Blackburn,-2.487529,53.748580000000004,0.01,0.01,0.3785868416353758
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.1659920357384028
264,Telford,-2.4672611,52.67759,0.01,0.01,0.3455568120646527
265,Montrose,-2.4661150000000003,56.70692,0.39138873618171705,0.01,0.12266397678757324
266,Turriff,-2.4623,57.53893000000001,0.33134480092493346,0.01,0.09719390835330412
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.27467596818682377
268,Crewe,-2.4438209,53.1004,0.01,0.01,0.32574073837674566
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.14955002841858517
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.34702077905142853
271,Alston,-2.438685,54.812169999999995,0.183524785530632,0.01,0.07230265909433814
272,Kelso,-2.432207,55.600030000000004,0.3673733488135515,0.01,0.09445498307798943
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.1782353455841634
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.01,0.25835017911247393
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.03423112260038668
276,Bath,-2.3590167,51.38106,0.01,0.01,0.41782842037516754
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.2870834627546453
278,Manchester,-2.2426305,53.48076,0.01,0.01,0.7332986952715335
279,Burnley,-2.2405035,53.78929,0.01,0.01,0.34974329288839545
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.4180892101743545
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.29202788756318465
282,Worcester,-2.221575,52.19364,0.01,0.01,0.42269755992751534
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.4027650133864151
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.19943182809966437
285,Alderney,-2.1973557,49.715,0.01,0.01,0.03423112260038668
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.4135087330320068
287,Colne,-2.176991,53.85564,0.01,0.01,0.2466908992428841
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.17336036525469584
289,Rochdale,-2.1561,53.60971,0.01,0.01,0.4174423635340614
290,Jersey,-2.13125,49.21444,0.01,0.01,0.03423112260038668
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.38802095881196413
292,Stafford,-2.12066,52.80669,0.01,0.01,0.38813459104829284
293,Macclesfield,-2.119287,53.25866,0.01,0.01,0.3636967546492424
294,Hexham,-2.1121439,54.97266,0.48213082167480203,0.01,0.1887492204450983
295,Aberdeen,-2.094278,57.149719999999995,0.7163487582411611,0.01,0.26050893922814816
296,Dudley,-2.081112,52.51225,0.01,0.01,0.37329219252176854
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.3951091803397302
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.32120633492438727
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.24645210886744107
300,Fraserburgh,-2.007631,57.69335,0.34433356854851027,0.01,0.10270362051381651
301,Berwick,-2.005395,55.77024,0.38235326915047696,0.01,0.11883121728177008
302,Poole,-1.987248,50.71505,0.01,0.01,0.3437203465599677
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.3789941606155717
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.3645129139294431
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.2586211964783633
306,Buxton,-1.91483,53.259080000000004,0.01,0.01,0.2975755539805975
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.3045677429637445
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.6532345688648963
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.41940892497710885
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.01,0.3000778717895827
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.32024609572306606
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.2735687685087259
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.01,0.4129392961420784
314,Peterhead,-1.784066,57.50812,0.4022234803395966,0.01,0.12725997260278446
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.38473930341823853
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.4468872675264526
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.35305512333674033
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.24410219445459447
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.3106819660922949
320,Alnwick,-1.7062990000000002,55.41274,0.37884484759467496,0.01,0.11734297809923838
321,Otley,-1.691786,53.90583,0.01,0.01,0.23654968010135427
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.13883008835631605,0.01,0.2300603005396172
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.33640924025675
324,Newcastle,-1.61778,54.97825,0.7527214474386354,0.01,0.3699301505796041
325,Durham,-1.5848520000000001,54.77525,0.3415376600089514,0.01,0.30257143349927973
326,Ashington,-1.5659829,55.18298000000001,0.3933064066501463,0.01,0.1459871463408893
327,Darlington,-1.559458,54.52361,0.0825114662829068,0.01,0.303312999829532
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.5832021766073276
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.39905473366646455
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.3906998485970652
331,Coventry,-1.519693,52.40682,0.01,0.01,0.44511210186793093
