index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emsels,emsen,hersel,himself,himsen,theirsel,theirself,theirselfs,theirseln,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themselns,themsels,themselves,themsen,themsens,theysen
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.01,0.01,0.30463441769754496,0.01,0.01,0.01,0.1778735524764306,0.01,0.01,0.334664544530808,0.01,0.01,0.01,0.09702193042895207,0.01,0.01,0.14540848260452152,0.01,0.3760754427919376,0.01,0.01,0.01,0.2927099137743326,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.01,0.01,0.2583915114197534,0.01,0.01,0.01,0.15087260906361785,0.01,0.01,0.38404997204900426,0.01,0.01,0.01,0.08229416084221383,0.01,0.01,0.07400143057159372,0.01,0.33191976287260017,0.01,0.01,0.01,0.27005569814376434,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.01,0.01,0.01,0.01,0.29326644900617865,0.01,0.01,0.01,0.17123588825300803,0.01,0.01,0.20846678932721674,0.01,0.01,0.01,0.09340138657895512,0.01,0.01,0.13998230952072882,0.01,0.37671885033876334,0.01,0.01,0.01,0.2966178679824447,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.14419450362923694,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20224546701044077,0.01,0.01,0.01,0.016612564873966246,0.01,0.01,0.2539549448157402,0.01,0.3141356289900796,0.05335294282567549,0.01,0.01,0.33061094171580724,0.01,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.1553456409089558,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5652321938188742,0.05173144344460349,0.0472086137275765,0.05938073025153698,0.01,0.01,0.15809264045388516,0.2708055094204871,0.1995076739206107,0.31114644995838575,0.01,0.16687082864256328,0.10777300845228287,0.01,0.01,0.34860013416561225,0.40265971299616565,0.1186768523133471,0.01
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.554169250064128,0.01,0.1691168794162629,0.01,0.01,0.01,0.10966864746343159,0.04577674904945299,0.01,0.31557569390181356,0.01,0.32858808935226197,0.0704424079872915,0.01,0.01,0.22986371652619086,0.35888964874277773,0.01,0.01
393,Whitby,-0.613347,54.486340000000006,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14913902633593198,0.07328458835880051,0.1711915312880269,0.01,0.07645809144412817,0.16339023015040147,0.01,0.034858792462818415,0.15981369851475058,0.014315638181765629,0.1576572489017259,0.020713592745023372,0.01,0.01,0.3286263440458506,0.07035434323221446,0.01,0.01
394,Slough,-0.5950406,51.51054,0.195585488063633,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09769747697162763,0.01,0.01,0.01,0.01,0.11266643129530769,0.01,0.01,0.4390234459974842,0.01,0.5901573752365079,0.04522996552828517,0.01,0.01,0.26238557749016095,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.19417554848858995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09699318870907468,0.13617410849870884,0.01,0.01,0.01,0.18642371760990534,0.01,0.01,0.3017482435326388,0.01,0.4804404533585178,0.08980781470622785,0.01,0.01,0.26641430593815546,0.01,0.7417054052841255,0.01
396,Woking,-0.5600349,51.31677,0.2243768161413334,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1120791236424656,0.1573540834308765,0.01,0.01,0.01,0.15079352377922892,0.01,0.01,0.5811349294183068,0.01,0.4536115191177581,0.10377616365697115,0.01,0.01,0.4104685060765068,0.01,0.8570673150510305,0.01
397,Lincoln,-0.540579,53.23069,0.2121893992084896,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07066089285250929,0.01,0.01,0.01,0.01,0.040743684718040976,0.01,0.24773732046495792,0.5495695200268644,0.01,0.30732376940238365,0.24534842820157685,0.01,0.01,0.43345999031878507,1.0,0.01,0.01
398,Bedford,-0.46677820000000003,52.13864,0.36912060028222515,0.01,0.01,0.01,0.33381466014742217,0.01,0.01,0.01,0.19491154505579594,0.01,0.01,0.3990789251157505,0.01,0.01,0.01,0.0797365520758477,0.01,0.10773977903930333,0.09560206626350942,0.01,0.3703318974033532,0.06402051671294463,0.01,0.01,0.3404428640981215,0.01,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12261932941623367,0.08607603322563463,0.01,0.01,0.01,0.2828134786554275,0.01,0.01,0.5934005865329008,0.01,0.6444105854364462,0.01,0.01,0.01,0.3667405455915191,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06017309766411232,0.19430479425406708,0.03946892189807664,0.01,0.01,0.10508031902442963,0.17999781167408946,0.04219341744563318,0.2246400249511758,0.01,0.11403052387429535,0.07163408794915932,0.01,0.01,0.2254096475322686,0.3284649160691331,0.07888160679775123,0.01
401,Beverley,-0.435093,53.84196,0.15668675377844224,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5701118941113518,0.09131157869920958,0.07508704023971458,0.05989336942875413,0.01,0.01,0.15945746841714972,0.20250286615365054,0.24696413970287026,0.42205074946455157,0.01,0.11630511112841868,0.10870342251329496,0.01,0.01,0.37071882984817744,0.4984395219437698,0.11970140023768086,0.01
402,Luton,-0.4200255,51.87867,0.5478511405391548,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.32017054322391403,0.01,0.01,0.01,0.07889700213281849,0.01,0.10660537965775879,0.14189319851449275,0.01,0.42980076014316443,0.06334644038558523,0.01,0.01,0.3674818212569501,0.01,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.037787564019878546,0.13881954535844673,0.2747085819803511,0.01,0.01937229652294185,0.1576044863270458,0.059116116056956436,0.06182555474782644,0.2965075645690357,0.018135867369354835,0.2252945233507548,0.02624116130883117,0.01,0.01,0.36834746253270023,0.4812960618167262,0.11558435876768788,0.01
404,Worthing,-0.372882,50.81787,0.27891106745684663,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2607981674363126,0.01,0.01,0.01,0.01,0.01,0.01,0.19263424015917996,0.01,0.3815176972906089,0.04299957129100744,0.01,0.01,0.4705471852109276,0.01,0.01,0.01
405,Dorking,-0.332378,51.2322,0.5557932384201946,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12992479513213198,0.01,0.01,0.01,0.1067210070340223,0.01,0.01,0.3838671899609143,0.01,0.4695724072119004,0.01,0.01,0.01,0.23724214013742229,0.01,0.7076670201022648,0.01
406,Hull,-0.3274198,53.767619999999994,0.21825695273315338,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7941378688693573,0.1271925445869119,0.10459255934068977,0.08342852210037563,0.01,0.01,0.22211642214811442,0.2820765471274084,0.3440089175766005,0.5878959660312415,0.01,0.20152123611790407,0.15141852886277907,0.01,0.01,0.47646585861521,0.6943017744502185,0.16673817169452573,0.01
407,Horsham,-0.325858,51.06288,0.22850349234868708,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16024809763864006,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38151438058207315,0.035228260525053616,0.01,0.01,0.30190171968611906,0.01,0.581886839692365,0.01
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.24800431807259127,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20291121924982403,0.01,0.01,0.01,0.0535733015386043,0.01,0.07238807698487798,0.09634950511170201,0.01,0.24320574497685876,0.04301403004305131,0.01,0.01,0.27977669933563554,0.01,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.01,0.01,0.3752965013396754,0.01,0.01,0.01,0.21913256692991698,0.01,0.01,0.26677738604313145,0.01,0.01,0.01,0.11952684571366654,0.01,0.01,0.3941013875067,0.01,0.46330877182667357,0.01,0.01,0.01,0.32264747957302614,0.48893813529714486,0.01,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.8923778402343224,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15645477944298608,0.01,0.01,0.01,0.2248975670949195,0.01,0.13023466332852096,0.1733440938578095,0.01,0.5250669100873422,0.07738729849433527,0.01,0.01,0.42852873070600406,0.01,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06967652790653124,0.06777718164600265,0.1028305022447834,0.01,0.015308827174444598,0.13028532866397943,0.20842574231813507,0.048857229264365344,0.2756017639980884,0.014331747342774025,0.1455686454197796,0.08294760818047947,0.01,0.01,0.27467986811617146,0.3803409792621819,0.09133976296243612,0.01
412,Stevenage,-0.19661199999999998,51.90376,0.48746884659153134,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11395297289285526,0.01,0.01,0.01,0.07020124224139658,0.01,0.0948556964051915,0.12625421159290168,0.01,0.4118472384908008,0.05636461064962131,0.01,0.01,0.3418419136155498,0.01,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.429098252811922,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06018479925173009,0.21869656338992535,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47647029528131607,0.01,0.01,0.01,0.32445843388688217,0.01,0.655622297264703,0.01
414,Huntingdon,-0.182552,52.33146,0.2610915672081619,0.01,0.01,0.01,0.23611836908878434,0.01,0.01,0.01,0.1378675922181997,0.01,0.01,0.12206794094738414,0.01,0.01,0.01,0.11280075922692802,0.01,0.01,0.20286779077647848,0.01,0.26785698176285433,0.01,0.01,0.01,0.24279697447619888,0.01,0.01,0.01
415,Hove,-0.168749,50.82793,0.2323798090238016,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1086443574759203,0.19739326713739652,0.01,0.01,0.01,0.01,0.01,0.4012417705076116,0.01,0.331891929799006,0.01,0.01,0.01,0.36370434407202873,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.01,0.01,0.01,0.01,0.26304536846207976,0.01,0.01,0.01,0.01,0.01,0.01,0.21248216761084407,0.01,0.01,0.01,0.10472047670138615,0.01,0.01,0.2511142908493923,0.01,0.39713991242663305,0.06726409703267688,0.01,0.01,0.1529795185287597,0.34269680504693545,0.01,0.01
417,Brighton,-0.137163,50.82253,0.37162177859113366,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17374405086526706,0.315671302613045,0.01,0.01,0.01,0.01,0.01,0.6416658186762751,0.01,0.5756147410798705,0.01,0.01,0.01,0.5363135967277568,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,0.9468924603939503,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.33202493399439853,0.01,0.01,0.01,1.0,0.01,0.01,0.6539858882283605,0.01,1.0,0.01,0.01,0.01,0.6351466243771456,0.01,0.01,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.16639350238997255,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055410476972966125,0.05056599293771321,0.06360376527602847,0.01,0.01,0.16933586287508165,0.21504792415930246,0.21369624807678253,0.33327454353949226,0.01,0.1938004952246715,0.1154376024621726,0.01,0.01,0.37339185649519263,0.8233833435900656,0.1271169052024356,0.01
420,Boston,-0.026576999999999996,52.97894,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1362591745641201,0.01,0.01,0.01,0.12914319754133338,0.01,0.2093974582475821,0.40258232193305477,0.01,0.39234927043055323,0.08295130851343255,0.01,0.01,0.2870869909767015,0.42261993628199734,0.01,0.01
421,Royston,-0.024066,52.048140000000004,0.3356678285565888,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12423983613574782,0.01,0.01,0.01,0.09668022360776661,0.01,0.06531700743131531,0.08693781632988082,0.01,0.24476975665666945,0.03881229944207142,0.01,0.01,0.20639274818006964,0.01,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.12834065368537814,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.042738540249944175,0.03900195059864081,0.04905809839404389,0.01,0.01,0.0566798500816981,0.01157219896806389,0.16482560491767934,0.3013775186617695,0.01,0.17271510872157023,0.11871725080905211,0.01,0.01,0.25669573562438336,0.6350820902498769,0.09804629672321859,0.01
423,Lewes,0.00878,50.873870000000004,0.2188906221619417,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15411155221140319,0.01,0.01,0.10233776807972501,0.18593497961717292,0.01,0.01,0.02802028577628402,0.01,0.01,0.22677028999387783,0.01,0.33464221578302566,0.033746251084287464,0.01,0.01,0.3025488064736559,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.09825239915245035,0.01,0.01,0.01,0.17770927498216738,0.01,0.01,0.01,0.10376299660425312,0.01,0.01,0.09187173130421494,0.01,0.01,0.01,0.11319598621081581,0.01,0.01,0.13571906268614567,0.04710958074336046,0.1393388505166751,0.01,0.01,0.01,0.2067011185407585,0.23152052104036708,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.37958541828802317,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16034994949900538,0.01,0.01,0.10648037546798918,0.19346158132788044,0.01,0.01,0.02915453997252249,0.01,0.01,0.2359498949080245,0.01,0.3481884494125092,0.03511229093146372,0.01,0.01,0.2870197435308597,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.4761170174997519,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34781034539666955,0.01,0.01,0.01,0.20569932607954963,0.01,0.13897014207024622,0.18497113021206904,0.11414314109329453,0.4992289251693289,0.0825780448256061,0.01,0.01,0.46090142285373054,0.01,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.48317340522663915,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.028237211532060224,0.01,0.01,0.01,0.1700909175334127,0.01,0.09401985598534013,0.2085694920270628,0.01,0.3717701044734713,0.09311323609069719,0.01,0.01,0.28235804131498554,0.01,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.11821214568503582,0.01,0.01,0.01,0.2138105011683081,0.01,0.01,0.01,0.01,0.01,0.01,0.06908453749574084,0.01,0.01,0.01,0.13619148772287812,0.01,0.01,0.16329007483672262,0.01,0.2639520495030578,0.01,0.01,0.01,0.19462850907625867,0.27855337679677133,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.6500151053367558,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1961348151081642,0.01,0.01,0.13024331357953747,0.2366358804778561,0.01,0.01,0.11589786080204934,0.01,0.01,0.4329092945507588,0.01,0.36705231434531205,0.04294820616647232,0.01,0.01,0.32559204519610613,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.5982523989508978,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1805159952328496,0.01,0.01,0.01,0.21779183593032456,0.01,0.01,0.10666855691327665,0.01,0.01,0.39843539306514564,0.01,0.36876837595274115,0.039528108129761826,0.01,0.01,0.29966414706160716,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.24074605973056207,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1694990337521502,0.01,0.01,0.11255582438148677,0.20449991537691226,0.01,0.01,0.01,0.01,0.01,0.24941248391898999,0.01,0.38742633076102007,0.01,0.01,0.01,0.3327572114114133,0.01,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4463999599617103,0.01,0.01,0.01,0.04889008079150186,0.01,0.01,0.3956711179689938,0.01,0.553156281951683,0.05888080353975324,0.01,0.01,0.6210472512961558,0.01,0.01,0.01
433,Skegness,0.337881,53.1464,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.041262978446575595,0.03765539575086971,0.04736435181980887,0.01,0.01,0.0547229600870446,0.011172665088843983,0.15913494806764888,0.4193425244062494,0.01,0.19292393286698878,0.08596387474962411,0.01,0.01,0.22894350841325312,0.6131556774876297,0.09466121689689691,0.01
434,Downham Market,0.385472,52.606609999999996,0.10256236543221764,0.01,0.01,0.01,0.18550471803884647,0.01,0.01,0.01,0.10831469224028568,0.01,0.01,0.09590180148469594,0.01,0.01,0.01,0.05908073678554798,0.01,0.01,0.1416725517484463,0.049176102336821154,0.1825875994018179,0.01,0.01,0.01,0.19700585568652418,0.2416764627513665,0.01,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.15213702160835796,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16066979934032008,0.01,0.01,0.14225700024830412,0.01,0.01,0.01,0.17527612911938534,0.01,0.01,0.2101515499943218,0.07294591648996464,0.28461500069114043,0.01,0.01,0.01,0.26439930195511296,0.35849345986599446,0.01,0.01
436,Bexhill,0.4662071,50.849909999999994,0.18150272332737713,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12778832709372398,0.01,0.01,0.12728674902563505,0.15417611238442963,0.01,0.01,0.023234244238404724,0.01,0.01,0.1880364941956122,0.01,0.28843652197265374,0.027982178557453902,0.01,0.01,0.22873579307803757,0.01,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3132094830843117,0.01,0.01,0.01,0.1481263897688512,0.01,0.01,0.25237853637053365,0.01,0.4630898137597179,0.03755707794383001,0.01,0.01,0.24015654926361593,0.01,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.1364564683892721,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24721491357769929,0.01,0.01,0.01,0.12445846779275825,0.01,0.01,0.14136866800198966,0.06542749655358919,0.26145634421530667,0.03155613515563595,0.01,0.01,0.30995672547788133,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.1569585712927908,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.165761771117587,0.01,0.01,0.3302222892833425,0.01,0.01,0.01,0.14315791344030518,0.01,0.01,0.2845654214585808,0.01,0.30073923741307207,0.036297333120341994,0.01,0.01,0.3086706693645771,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.1396490928939475,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3182889568622988,0.01,0.01,0.01,0.12737037925272646,0.01,0.01,0.01,0.06695828092198322,0.33499365790602825,0.0322944430684813,0.01,0.01,0.2575989757740475,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.225613025765651,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23826678868240828,0.01,0.01,0.3164421015445757,0.01,0.01,0.01,0.20577589199200289,0.01,0.01,0.642770458641097,0.01,0.45270685179628967,0.05217396593925463,0.01,0.01,0.4230483258640227,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.22790572021817834,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16045869829314244,0.01,0.01,0.10655259009897337,0.19359278631888288,0.01,0.01,0.08752293744917014,0.01,0.01,0.31481322201377865,0.01,0.33925553018081717,0.01,0.01,0.01,0.3011118998759858,0.01,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3268475568096891,0.01,0.01,0.01,0.1307952926770495,0.01,0.01,0.22284972030642733,0.06875874910418334,0.3569825706956397,0.03316282135427423,0.01,0.01,0.2382917341534472,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.18463892591519032,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42083002408294395,0.01,0.01,0.01,0.19499463622449262,0.01,0.01,0.43039263049182014,0.01,0.40113177577767356,0.042698532139567404,0.01,0.01,0.31525496071958686,0.01,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.18632117646635118,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1967712113673744,0.01,0.01,0.337553610184488,0.01,0.01,0.01,0.1699387974353386,0.01,0.01,0.1930284203345433,0.08933638892321845,0.3907314008836885,0.04308755969087877,0.01,0.01,0.35505273293824374,0.01,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.11714172154512377,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12371174810747515,0.01,0.01,0.2396064428599022,0.01,0.01,0.01,0.08434893138711404,0.01,0.01,0.121358623286751,0.05616655386984673,0.2739331894966667,0.01,0.01,0.01,0.20179514718583894,0.01,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.2930527976087787,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15474447516930173,0.01,0.01,0.1798266067093494,0.3267225434689053,0.01,0.01,0.08440608807697325,0.01,0.01,0.45540323234115676,0.01,0.32054215031650557,0.01,0.01,0.01,0.23007724884667669,0.01,0.01,0.01
448,Faversham,0.889358,51.31599,0.13998370006873231,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14783484495218469,0.01,0.01,0.22088187436170653,0.1337716137945128,0.01,0.01,0.10079649980099989,0.01,0.01,0.398812908918292,0.01,0.29144581684455084,0.01,0.01,0.01,0.2560821622768789,0.01,0.01,0.01
449,Colchester,0.891874,51.89593,0.18669105895775978,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2945819478190285,0.01,0.01,0.01,0.1702761578308367,0.01,0.01,0.01,0.08951373841582608,0.4478390760912739,0.043173096580616355,0.01,0.01,0.3785260429844636,0.01,0.01,0.01
450,New Romney,0.939473,50.98512,0.1996384473987944,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10541768247366241,0.01,0.01,0.12250456183112278,0.22257552850730214,0.01,0.01,0.05750056137388687,0.01,0.01,0.31023759195212497,0.01,0.16415040614216117,0.01,0.01,0.01,0.21151908910075437,0.01,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.17900030480390292,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18903974029894657,0.01,0.01,0.2824466192634546,0.17105677040663053,0.01,0.01,0.12889075069944975,0.01,0.01,0.5099710339207634,0.01,0.37267831914274324,0.01,0.01,0.01,0.3274580188971781,0.01,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.1907580647243225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20145694754498147,0.01,0.01,0.2787030746328939,0.01,0.01,0.01,0.17398557015980554,0.01,0.01,0.01,0.09146376694079214,0.4173037072348954,0.044113608856533454,0.01,0.01,0.3984044517672603,0.01,0.01,0.01
453,Clacton,1.153035,51.78953,0.12039934632287097,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.168870667133276,0.11505635905828177,0.01,0.01,0.17916886496453846,0.01,0.01,0.1247335169881375,0.05772850425911606,0.2288737487741588,0.027842857799721798,0.01,0.01,0.26063520754382785,0.01,0.01,0.01
454,Folkestone,1.169456,51.0814,0.28403400789198796,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14998216649054205,0.01,0.01,0.17429238774051783,0.31666755699778204,0.01,0.01,0.1636169321175023,0.01,0.01,0.44138805820753607,0.01,0.2849660869355281,0.01,0.01,0.01,0.22299655095572518,0.01,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.09127806090336549,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09639749466944712,0.01,0.01,0.07468153387346825,0.01,0.01,0.01,0.01,0.01,0.01,0.09456390378682404,0.043765563985469345,0.16800703933066588,0.01,0.01,0.01,0.22542498404576816,0.21508630984252106,0.01,0.01
456,Harwich,1.260297,51.93473,0.09981920872651441,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1633394171748825,0.0953895105821664,0.01,0.01,0.09104255680241687,0.01,0.01,0.01,0.047860838053533174,0.18673987377341741,0.023083613982421976,0.01,0.01,0.24956212226674554,0.01,0.01,0.01
457,Norwich,1.297355,52.63089,0.22773033501815984,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24050284963026705,0.01,0.01,0.3859559419918385,0.01,0.01,0.01,0.16397923941908177,0.01,0.01,0.23592823781225108,0.10919105474020718,0.4706984973175822,0.01,0.01,0.01,0.4756222464554924,0.01,0.01,0.01
458,Cromer,1.301866,52.93145,0.11385837486048958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12024425119312844,0.01,0.01,0.09315622126972288,0.01,0.01,0.01,0.06558778170175555,0.01,0.01,0.11795708173379686,0.05459227046335905,0.20956856254315884,0.01,0.01,0.01,0.2742475367852555,0.2682942688904732,0.01,0.01
459,Cromer,1.301866,52.93145,0.11385837486048958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12024425119312844,0.01,0.01,0.09315622126972288,0.01,0.01,0.01,0.06558778170175555,0.01,0.01,0.11795708173379686,0.05459227046335905,0.20956856254315884,0.01,0.01,0.01,0.2742475367852555,0.2682942688904732,0.01,0.01
460,Dover,1.3134027,51.12788,0.2610765441720649,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13785963872917817,0.01,0.01,0.1602049508243958,0.12474532885596368,0.01,0.01,0.15039235450114485,0.01,0.01,0.270474816981878,0.01,0.2776887292622355,0.01,0.01,0.01,0.22089270999694344,0.01,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.1223762301631087,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12923984008933245,0.01,0.01,0.2002506568216456,0.11694551430609314,0.01,0.01,0.1116162412829368,0.01,0.01,0.01,0.05867637109291849,0.2510945655340231,0.02830002054463158,0.01,0.01,0.26118352293523966,0.01,0.01,0.01
462,Margate,1.3868339,51.38965,0.14219615619267809,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2493032590843143,0.13588588728495818,0.01,0.01,0.18430127560437365,0.01,0.01,0.22097246434266105,0.01,0.32179586524277415,0.01,0.01,0.01,0.2601295659952016,0.01,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.14062012300054053,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22188609335288587,0.13437979405122852,0.01,0.01,0.1620076183219508,0.01,0.01,0.21852331277853176,0.01,0.3118646009012435,0.01,0.01,0.01,0.27653989925620354,0.01,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.14283820138803402,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1508494442215823,0.01,0.01,0.2420812869077915,0.01,0.01,0.01,0.1302790838490275,0.01,0.01,0.14798013248021183,0.06848737945039182,0.29523395180326945,0.033031937889014804,0.01,0.01,0.28090191488192917,0.01,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.1487559389498906,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1570990848189892,0.01,0.01,0.2521106313733178,0.01,0.01,0.01,0.13567650149028768,0.01,0.01,0.15411089847892187,0.07132478802840728,0.28053406688888693,0.03440043971616755,0.01,0.01,0.31975262618680284,0.01,0.01,0.01
