,placename,shiver,sliver,speel,spelk,spell,spile,spill,splint,splinter,spool,longitude,latitude
318,Marlborough,0.01,0.16463414716463412,0.17208671627822938,0.01,0.021647565064203917,0.1138211346829268,0.4634146647317066,0.01,0.9552846,0.1097561071097561,-1.727062,51.42007
319,Stratford-upon-Avon,0.01,0.1124999956125,0.01,0.01,0.022188754124242756,0.17500000105000002,0.01,0.12916666606388888,0.95,0.11250000911250001,-1.708298,52.19173
320,Alnwick,0.024955960846018345,0.05152671905152672,0.16157761433630202,0.8942390857221005,0.05081394153523816,0.01,0.01,0.03944020448261238,0.2022901,0.01,-1.7062990000000002,55.41274
321,Otley,0.01,0.05947136105947135,0.09324522129686727,0.015559558131855203,0.5747571787130424,0.01,0.01,0.13656387569603526,0.7488986999999999,0.01,-1.691786,53.90583
322,Bishop Auckland,0.01,0.0531496080531496,0.01,0.8714169345168904,0.031448630156928815,0.01,0.01,0.04068241581014872,0.2401575,0.01,-1.6787880000000002,54.66382
323,Burton upon Trent,0.01,0.059999994060000006,0.09407406563876536,0.01,0.01,0.01,0.01,0.1377777736903704,0.9777778,0.01,-1.6371359,52.81403
324,Newcastle,0.01,0.05113636655113637,0.08017677299515999,0.8651664428671059,0.010085798297437836,0.01,0.01,0.07828283230134678,0.2386364,0.20454546620454547,-1.61778,54.97825
325,Durham,0.01,0.01,0.01,0.8724510828074544,0.021216338148702333,0.01,0.01,0.04116866114121291,0.247012,0.01,-1.584852,54.77525
326,Ashington,0.02534287430874731,0.052325581552325584,0.0820413446810939,0.9674265852191556,0.02064070237783299,0.01,0.01,0.01,0.15891470000000002,0.01,-1.5659829,55.18298000000001
327,Darlington,0.01,0.05487805355487805,0.01,0.6365292968642958,0.1298853957105247,0.01,0.01,0.04200542347064135,0.398374,0.1097561071097561,-1.559458,54.52361
328,Leeds,0.01,0.01,0.08466666754155558,0.014128078816690044,0.5751325299056733,0.112000000672,0.01,0.16533333256177776,0.7440000000000001,0.01,-1.5490774,53.80076
329,Harrogate,0.01,0.01,0.0856950077188484,0.02383279154996309,0.3665187066341917,0.01,0.01,0.08367071494286997,0.8299595,0.01,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.01,0.0579399075579399,0.01,0.01,0.022855370003511847,0.18025750508154506,0.01,0.13304720471244638,0.9570815,0.01,-1.5200789,52.28519
331,Coventry,0.01,0.12272727162272724,0.01,0.01,0.01,0.01,0.01,0.046969701447474727,0.9772727,0.12272728512272728,-1.519693,52.40682
332,Blyth,0.01,0.05696202155696203,0.08931082475621188,0.9885681025525688,0.011234811911466516,0.01,0.01,0.01,0.1434599,0.11392404311392405,-1.510277,55.12696
333,Wakefield,0.01,0.01,0.09577677582302667,0.01,1.0,0.01,0.5158371076832579,0.01,0.5972851,0.3665158473665159,-1.505924,53.6833
334,Andover,0.025051579307851016,0.2586206882586207,0.08109834850468292,0.01,0.010201727441972848,0.05363985232183912,0.01,0.03959131914857384,0.9501916,0.31034483131034485,-1.4919233,51.2112
335,Witney,0.01,0.10714285810714286,0.08399471053461201,0.01,0.010566073899668092,0.01,0.01,0.08201058228395061,0.968254,0.2142857162142857,-1.4850544,51.78594
336,Barnsley,0.01,0.0579399075579399,0.01,0.01,0.8685040601334503,0.01,0.01,0.044349064793037685,0.6566524,0.1158798151158798,-1.479726,53.55263000000001
337,Derby,0.01,0.01,0.17208671627822938,0.01,0.010823783863427262,0.01,0.01,0.08401083660794942,0.9715447,0.1097561071097561,-1.4746186,52.92253
338,Sheffield,0.028428093164394132,0.1173913021173913,0.01,0.010237738068209034,0.3704557364279021,0.060869564365217385,0.4956521540869569,0.01,0.8217391,0.2347826042347826,-1.470085,53.38113000000001
339,Nuneaton,0.01,0.0579399075579399,0.01,0.01,0.01,0.01,0.01,0.08869813991940867,0.9871245,0.01,-1.465382,52.52049
340,Northallerton,0.01,0.01,0.01,0.3079196670609911,0.3174698787850413,0.01,0.01,0.1987179454059829,0.5961538000000001,0.10384615810384616,-1.429959,54.33796
341,South Shields,0.01,0.01,0.08856345091515565,1.0,0.022281595425412897,0.01,0.01,0.01,0.13389120000000002,0.11297070011297068,-1.427406,54.99941999999999
342,Chesterfield,0.02724359200690336,0.056250004556250004,0.01,0.014716748767385462,0.13313253007075773,0.05833333835000003,0.01,0.08611110726481483,0.9166667,0.01,-1.421629,53.23505
343,Southampton,0.01,0.053359681553359684,0.01,0.01,0.021048620449969798,0.055335966332015804,0.01,0.04084321280939834,0.9683794,0.10671936310671937,-1.4043508999999998,50.9097
344,Wetherby,0.01,0.01,0.08782850190756117,0.01954091078673343,0.35354696785590417,0.05809129234854775,0.01,0.04287690579990777,0.8340249,0.11203320611203317,-1.384816,53.92706
345,Sunderland,0.01,0.01,0.01,0.9871146776216416,0.011627294598066914,0.12227073673362444,0.4978165580436688,0.04512372378942262,0.139738,0.01,-1.383801,54.90687
346,Rotherham,0.01,0.054435483054435484,0.42674730940972216,0.01424201470830724,0.5475612116147663,0.01,0.9193548056129036,0.2499999948333333,0.7177418999999999,0.2177419322177419,-1.3635008999999998,53.4326
347,Castleford,0.01,0.01,0.09365782313446418,0.01,0.8247147873184799,0.12389381274336288,0.01,0.045722716119960656,0.6681416,0.01,-1.345968,53.72346999999999
348,Thirsk,0.01,0.05578511855578512,0.08746555707047743,0.08270569568847001,0.4401075368958634,0.01,0.01,0.17079890120293845,0.7396694,0.01,-1.341377,54.23385
349,Banbury,0.01,0.21513944271513946,0.08432935553807001,0.01,0.042432678960055266,0.11155377866932267,0.01,0.08233731194909254,0.936255,0.3227091573227092,-1.339775,52.0629
350,Stockton,0.01,0.01,0.01,0.32109270070041185,0.4956449167546387,0.12121212672727275,0.01,0.04473304112457914,0.5238095,0.1168831081168831,-1.3289821000000002,54.57046
351,Newbury,0.05168744092826906,0.16007905816007906,0.01,0.01,0.01,0.055335966332015804,0.01,0.08168642561879669,0.9644269,0.10671936310671937,-1.3231138999999998,51.40141
352,Isle of Wight,0.05661005902033865,0.05844155405844155,0.09163058561351604,0.01,0.011526625104128607,0.060606056363636335,0.4935064461298711,0.01,0.965368,0.01,-1.304734,50.69385
353,Isle of Wight,0.05661005902033865,0.05844155405844155,0.09163058561351604,0.01,0.011526625104128607,0.060606056363636335,0.4935064461298711,0.01,0.965368,0.01,-1.304734,50.69385
354,Abingdon,0.01,0.056722693556722686,0.01,0.01,0.011187608441604626,0.01,0.01,0.13025210005882354,0.9747899,0.01,-1.2879528999999998,51.67078
355,Shetland Islands,0.027472529699915475,0.22689076072689074,0.17787114300466847,0.02968083781061472,0.011187608441604626,0.01,0.01,0.13025210005882354,0.9243697,0.11344538711344535,-1.2659409,60.52965
356,Rugby,0.01,0.05378486405378486,0.01,0.01,0.01,0.01,0.01,0.01,0.9920319,0.10756972810756972,-1.265032,52.37088
357,Oxford,0.01,0.16135457866135458,0.01,0.01,0.010608170405676465,0.01,0.01,0.12350597309030545,0.9641434,0.01,-1.2577263,51.75202
358,Middlesbrough,0.01,0.01,0.01,0.21120219607799,0.6605812559339997,0.1603053489618321,0.01,0.07888040896522476,0.5496183000000001,0.10305343810305344,-1.234956,54.57423000000001
359,Hartlepool,0.01,0.01,0.01,0.7270425680250954,0.2333797329489786,0.01,0.01,0.01,0.29482070000000005,0.01,-1.212926,54.69174
360,Loughborough,0.01,0.057446806557446814,0.01,0.01,0.01,0.11914893271489363,0.01,0.08794325892293146,0.9659574,0.22978722622978726,-1.206166,52.7721
361,Mansfield,0.01,0.01,0.01,0.010193419462300976,0.01,0.060606056363636335,0.01,0.04473304112457914,0.978355,0.1168831081168831,-1.198674,53.1472
362,Nottingham,0.02534287430874731,0.052325581552325584,0.0820413446810939,0.01,0.01,0.054263566325581415,0.01,0.32041343583807064,0.9534884,0.01,-1.1581086,52.95478000000001
363,Bicester,0.01,0.11790392411790393,0.09243085495511884,0.01,0.023254589196133827,0.061135368366812215,0.01,0.04512372378942262,0.9606987,0.11790392411790393,-1.1535898999999998,51.8996
364,Leicester,0.025946276233680853,0.05357142905357143,0.01,0.01,0.010566073899668092,0.05555555633333334,0.01,0.041005291141975306,0.9722222,0.2142857162142857,-1.1397592,52.63688000000001
365,Doncaster,0.01,0.1723404196723404,0.09007091976406617,0.015029870555539662,0.1699564207437512,0.01,0.4851063562978729,0.17588652817919614,0.8808511,0.1148936131148936,-1.128462,53.52282
366,Worksop,0.01,0.05696202155696203,0.08931082475621188,0.01,0.16852218932260016,0.01,0.01,0.08720112925972806,0.907173,0.11392404311392405,-1.122745,53.3093
367,Basingstoke,0.05471516055296973,0.16945606366945604,0.01,0.01,0.022281595425412897,0.0585774003514644,0.01,0.12970710972803348,0.9497908000000002,0.11297070011297068,-1.0923964,51.26654
368,Portsmouth,0.01,0.17841409667841407,0.09324522129686727,0.01,0.01,0.06167400437004403,0.502202593955948,0.01,0.969163,0.1189427221189427,-1.0879769,50.81977
369,York,0.01,0.0498154995498155,0.01,0.03475542120432842,0.3242342068427559,0.01,0.01,0.03813038215539155,0.8413284,0.01,-1.0872979,53.95997
370,Selby,0.01,0.0579399075579399,0.01,0.03031776574652824,0.4342520300667251,0.12017167472103005,0.01,0.17739627983881734,0.7811159000000001,0.01,-1.067189,53.78352
371,Helmsley,0.01,0.05696202155696203,0.01,0.03974143096258068,0.5168013825419175,0.01,0.01,0.17440224818612285,0.7510549,0.01,-1.0562636,54.24651
372,Towcester,0.027130548545017074,0.11203319261203318,0.08782850190756117,0.01,0.01104834382719881,0.01,0.01,0.08575380126648224,0.9709544,0.01,-0.989688,52.13511
373,Reading,0.01,0.11344537361344535,0.01,0.01,0.01,0.01,0.01,0.08683472992810458,0.9789916,0.11344538711344535,-0.9781303,51.45426
374,Retford,0.02615384623431953,0.054000000054,0.08466666754155558,0.01,0.08520481924528495,0.01,0.01,0.08266666628088888,0.9359999999999999,0.108000000108,-0.945503,53.32136
375,Petersfield,0.01,0.01,0.09163058561351604,0.01,0.023053252870907814,0.12121212672727275,0.4935064461298711,0.1341991337070707,0.961039,0.01,-0.93899,51.00759
376,Northampton,0.02701843354467211,0.11157025061157023,0.08746555707047743,0.01,0.01,0.01,0.01,0.04269972013406797,0.9752066,0.11157023711157024,-0.902656,52.24048
377,Melton Mowbray,0.01,0.05696202155696203,0.01,0.01,0.011234811911466516,0.01,0.01,0.04360055946319739,0.978903,0.2278481132278481,-0.887126,52.7664
378,Aylesbury,0.01,0.01,0.08746555707047743,0.01,0.011002687357336343,0.057851234347107414,0.01,0.04269972013406797,0.9710744,0.11157023711157024,-0.8084,51.81561
379,Newark-on-Trent,0.05661005902033865,0.17532467567532467,0.01,0.01,0.046106503079165036,0.01,0.01,0.08946609258249155,0.9480519,0.01,-0.80657,53.07004000000001
380,Malton,0.01,0.04787233654787233,0.01,0.02087482041225063,0.45321712375843703,0.01,0.01,0.036643022828999235,0.8049645000000001,0.01,-0.7978970000000001,54.13684
381,Chichester,0.02770534470063183,0.17161016417161015,0.01,0.01,0.011282417441569216,0.11864406471186438,0.4830508223389835,0.13135592738700566,0.9533898,0.01,-0.774936,50.83761
382,Gainsborough,0.052729527854552385,0.054435483054435484,0.17069892376388884,0.01,0.053682470943805335,0.01,0.01,0.0833333316111111,0.9354839,0.2177419322177419,-0.774465,53.40057
383,Milton Keynes,0.01,0.01,0.01,0.01,0.022281595425412897,0.0585774003514644,0.01,0.08647140992980007,0.9665272,0.3389121273389121,-0.7594171,52.04062
384,Aldershot,0.01,0.18161435268161435,0.18983558029496767,0.01,0.01,0.06278027037668163,0.01,0.09267563623418036,0.9596413,0.01,-0.7557509,51.24837
385,High Wycombe,0.01,0.1124999956125,0.17638888365601846,0.014716748767385462,0.011094378393446677,0.05833333835000003,0.01,0.04305555879907405,0.95,0.224999991225,-0.748229,51.62861
386,Midhurst,0.01,0.01,0.08819445241134267,0.01,0.011094378393446677,0.17500000105000002,0.01,0.08611110726481483,0.9708333,0.01,-0.737274,50.9869
387,Kettering,0.01,0.11842105511842105,0.01,0.01,0.011678292345035821,0.12280702073684215,0.01,0.04532163812183235,0.9649123,0.2368421102368421,-0.7302489999999999,52.39632
388,Wellingborough,0.01,0.17920353617920354,0.09365782313446418,0.01,0.011781640465479146,0.12389381274336288,0.01,0.01,0.9646018,0.11946903311946905,-0.693964,52.30242
389,Corby,0.01,0.1158798286158798,0.01,0.01,0.011427683670430623,0.060085830360514986,0.01,0.044349064793037685,0.9742489,0.1158798151158798,-0.6842333,52.4923
390,Bognor Regis,0.02770534470063183,0.3432203418432203,0.01,0.01,0.011282417441569216,0.11864406471186438,0.4830508223389835,0.04378530912900189,0.9491525,0.01,-0.673061,50.783
391,Scunthorpe,0.193119117901905,0.01,0.08931082475621188,0.014903036905302732,0.2359310661167004,0.01,0.01,0.08720112925972806,0.8523207,0.11392404311392405,-0.654413,53.58865
392,Grantham,0.02679697585168301,0.055327873555327874,0.01,0.01,0.03273750748174864,0.01,0.01,0.08469944993806923,0.9631148000000002,0.11065574711065576,-0.643582,52.91252
393,Whitby,0.027357577007254084,0.01,0.01,0.05418719258220291,0.7575742284881349,0.0585774003514644,0.01,0.12970710972803348,0.6485356,0.01,-0.613347,54.48634000000001
394,Slough,0.01,0.057203388057203375,0.08968926359345572,0.01,0.011282417441569216,0.05932203235593219,0.01,0.13135592738700566,0.9661017,0.11440677611440675,-0.5950406,51.51054
395,Guildford,0.01,0.2213114807213115,0.01,0.01,0.01,0.057377054344262324,0.01,0.08469944993806923,0.9508197,0.442622961442623,-0.570409,51.23622
396,Woking,0.01,0.24000000324,0.01,0.01,0.011834001489555976,0.0622222163733333,0.01,0.04592592111901237,0.9466667,0.5999999946000001,-0.5600349,51.31677
397,Lincoln,0.04972214284529891,0.1026616006026616,0.1609632518299536,0.01342973259014066,0.02024829424544943,0.10646388263878333,0.01,0.15716095759991552,0.9353612,0.01,-0.540579,53.23069
398,Bedford,0.01,0.056016603056016585,0.01,0.01,0.02209668499174702,0.05809129234854775,0.01,0.08575380126648224,0.966805,0.01,-0.4667782,52.13864
399,Heathrow,0.01,0.06081081756081081,0.1906906924704705,0.01,0.01,0.01,0.01,0.13963964401501494,0.9594595,0.24324324324324326,-0.4542955,51.47002
400,Driffield,0.01,0.01,0.08893558208566768,0.01,0.6265060248021483,0.11764705470588233,0.01,0.01,0.7521008000000001,0.01,-0.443377,54.006
401,Beverley,0.01,0.01,0.08534946188194442,0.01,0.7408181096751162,0.01,0.01,0.0833333316111111,0.7096774,0.01,-0.435093,53.84196
402,Luton,0.01,0.17088607817088608,0.08931082475621188,0.01,0.022469626485583632,0.059071726354430365,0.01,0.01,0.9704641,0.01,-0.4200255,51.87867
403,Scarborough,0.02615384623431953,0.01,0.01,0.014128078816690044,0.5644819275000127,0.112000000672,0.01,0.12399999942133333,0.752,0.01,-0.399752,54.28311
404,Worthing,0.01,0.2934782552934782,0.01,0.01,0.02315348302749689,0.01,0.4956521540869569,0.0449275351236715,0.9565217,0.1173913021173913,-0.372882,50.81787
405,Dorking,0.028931247396711532,0.059734516559734524,0.18731564626892835,0.01,0.011781640465479146,0.06194690637168145,0.01,0.01,0.9734513,0.01,-0.332378,51.2322
406,Hull,0.01,0.01,0.01,0.01,0.8159735716590942,0.01,0.01,0.12499999741666665,0.6814515999999999,0.01,-0.3274198,53.76762
407,Horsham,0.0263647639272762,0.16330644916330644,0.01,0.01,0.01,0.01,0.01,0.01,0.9758065,0.10887096610887097,-0.325858,51.06288
408,Biggleswade,0.01,0.05510204555510205,0.01,0.01,0.032603885023967216,0.11428571068571425,0.01,0.08435373793968254,0.9632653,0.01,-0.26421999999999995,52.08694000000001
409,Peterborough,0.01,0.05075187305075186,0.07957392515559722,0.01,0.010009963345658929,0.05263157231578943,0.01,0.038847112485380135,0.9699248,0.2030075192030075,-0.2405299,52.5695
410,Welwyn Garden City,0.01,0.3360995913360996,0.17565698264845547,0.01,0.01,0.05809129234854775,0.9460580510788388,0.08575380126648224,0.9419087,0.11203320611203317,-0.208661,51.80317
411,Bridlington,0.01,0.01,0.08639456605941052,0.01,0.6086058528931713,0.11428571068571425,0.01,0.04217687413650792,0.755102,0.01,-0.198802,54.08535
412,Stevenage,0.01,0.10975609360975608,0.08604336872244815,0.01,0.01,0.1138211346829268,0.4634146647317066,0.04200542347064135,0.9715447,0.01,-0.196612,51.90376
413,Crawley,0.01,0.1639676116639676,0.0856950077188484,0.01,0.01,0.01,0.01,0.01,0.9757085,0.10931174110931173,-0.1872275,51.10914
414,Huntingdon,0.08382643141177365,0.1153846216153846,0.01,0.015094101511199944,0.01,0.01,0.01,0.01,0.9615385,0.1153846081153846,-0.182552,52.33146
415,Hove,0.053593945164904455,0.055327873555327874,0.01,0.01,0.043650010863215065,0.01,0.01,0.08469944993806923,0.9508197,0.3319672143319672,-0.168749,50.82793
416,Spalding,0.14693171968286686,0.1516853926516854,0.15855181813836874,0.01,0.01994494911303261,0.01,0.01,0.038701619152725776,0.9400749,0.2022471992022472,-0.1537024,52.7901
417,Brighton,0.0533751943950006,0.05510204555510205,0.01,0.01,0.043471847586173167,0.01,0.01,0.04217687413650792,0.955102,0.33061224633061226,-0.137163,50.82253
418,London,0.026907247005868454,0.2777777822777778,0.01,0.01,0.010957408983859279,0.01,0.4691357546172849,0.34019204541243714,0.9259259,0.22222223122222226,-0.12775830000000002,51.50735
419,Grimsby,0.01,0.12217194912217196,0.01,0.01,0.060240962796777466,0.06334841838009052,0.01,0.046757165448466566,0.9547511,0.01,-0.08078400000000001,53.56746999999999
420,Boston,0.2984360078413416,0.056016603056016585,0.17565698264845547,0.01,0.03314502881894583,0.05809129234854775,0.01,0.12863070706639002,0.9045643,0.11203320611203317,-0.026577,52.97894
421,Royston,0.01,0.11946903311946905,0.01,0.010418937743072492,0.011781640465479146,0.12389381274336288,0.01,0.1371681380265487,0.9513274,0.11946903311946905,-0.024066,52.04814
422,Louth_Lincs,0.05735492709955362,0.17763158267763154,0.09283626012597468,0.010327543201207323,0.011678292345035821,0.06140351036842107,0.01,0.04532163812183235,0.9517544,0.01,-0.007711,53.36596
423,Lewes,0.053593945164904455,0.055327873555327874,0.01,0.01,0.03273750748174864,0.01,0.01,0.042349730135701265,0.954918,0.3319672143319672,0.00878,50.87387
424,Chatteris,0.02880379316555013,0.2973568322973568,0.01,0.01,0.011729737417305758,0.06167400437004403,0.01,0.01,0.9515419,0.3568281933568281,0.054012,52.4561
425,Uckfield,0.01,0.10588234960588233,0.01,0.01,0.01,0.054901966329411814,0.01,0.1215686280993464,0.9686275,0.10588236310588238,0.095913,50.96641
426,Cambridge,0.01,0.1401384106401384,0.01,0.01,0.018426647161792452,0.01,0.01,0.01,0.9653979,0.3737024103737024,0.121817,52.20534
427,Bishop's Stortford,0.01,0.01,0.08432935553807001,0.01,0.010608170405676465,0.01,0.01,0.08233731194909254,0.9800797,0.01,0.1536502,51.87216
428,Wisbech,0.16483516512256974,0.22689076072689074,0.01,0.01,0.022375214220558645,0.0588235343529412,0.01,0.04341737013071893,0.9327731,0.22689074722689076,0.158797,52.66631999999999
429,Sevenoaks,0.02724359200690336,0.056250004556250004,0.01,0.01,0.011094378393446677,0.05833333835000003,0.01,0.08611110726481483,0.975,0.01,0.190898,51.27241
430,Tunbridge Wells,0.0263647639272762,0.01,0.01,0.01,0.01,0.05645161233870968,0.01,0.0833333316111111,0.9798386999999998,0.01,0.263695,51.13238
431,Eastbourne,0.01,0.11297071361297073,0.01,0.01,0.01,0.0585774003514644,0.4769873904602521,0.043235699798233385,0.9748954,0.01,0.29047199999999995,50.76803
432,Brentwood,0.028062063547883275,0.0579399075579399,0.18168812804411066,0.01,0.01,0.12017167472103005,0.01,0.044349064793037685,0.9656652,0.1158798151158798,0.30717490000000003,51.62047000000001
433,Skegness,0.4688936549042882,0.10756971460756973,0.08432935553807001,0.01,0.0318245085543788,0.01,0.01,0.08233731194909254,0.8884462,0.01,0.337881,53.1464
434,Downham Market,0.16211061434495574,0.3904958703904958,0.01,0.01,0.02200537737732329,0.1157024826942149,0.01,0.01,0.9214876,0.22314050122314047,0.385472,52.60661
435,King's Lynn,0.5197940154455201,0.2824267772824268,0.01,0.01,0.033422391806794044,0.0585774003514644,0.01,0.043235699798233385,0.8744770000000001,0.11297070011297068,0.4022963,52.75168000000001
436,Bexhill,0.01,0.11111111561111113,0.08710561790009137,0.01,0.01,0.11522634269135805,0.4691357546172849,0.0850480139364426,0.9670782,0.01,0.4662071,50.84991
437,Chelmsford,0.052517766700054674,0.05421686405421687,0.08500668887840246,0.01,0.01,0.11244980667469884,0.01,0.01,0.9638554,0.2168674832168675,0.4685497,51.73559
438,Mildenhall,0.02514793007737825,0.5192307635192307,0.08141026050790602,0.01,0.0102409642612353,0.2692307676153846,0.43846154723076897,0.01,0.9153846,0.10384615810384616,0.5156095,52.34757000000001
439,Medway,0.01,0.17608695317608694,0.18405796923526568,0.01,0.01,0.01,0.01,0.089855070247343,0.9695652,0.01,0.5417860999999999,51.40474
440,Braintree,0.02770534470063183,0.2288135657288136,0.08968926359345572,0.01,0.011282417441569216,0.01,0.01,0.01,0.9618644,0.11440677611440675,0.5509269,51.88009
441,Gillingham,0.01,0.17920353617920354,0.09365782313446418,0.01,0.01,0.01,0.01,0.09144543223992133,0.9734513,0.01,0.551438,51.38632
442,Hastings,0.01,0.11065573361065574,0.0867486420630693,0.01,0.01,0.1147540946885246,0.467213144655737,0.08469944993806923,0.9672131,0.01,0.573453,50.85426
443,Maldon,0.026687600466731083,0.05510204555510205,0.01,0.01,0.010867962562205942,0.057142862342857176,0.01,0.04217687413650792,0.9673469,0.22040815522040813,0.6714479999999999,51.7318
444,Southend,0.027130548545017074,0.056016603056016585,0.17565698264845547,0.01,0.02209668499174702,0.05809129234854775,0.01,0.01,0.9585062,0.11203320611203317,0.7077123000000001,51.54593
445,Bury St Edmunds,0.05049005246304632,0.5212355270212354,0.08172458551115405,0.013637142205888882,0.01,0.16216216897297306,0.4401544471969111,0.01,0.9227799,0.01,0.7104931999999999,52.24292
446,Thetford,0.12770432731601333,0.421875000421875,0.08268229252105036,0.013796951969423871,0.01,0.16406250098437505,0.44531249109375015,0.08072916628993056,0.9101562,0.01,0.751657,52.41286
447,Ashford,0.05541068940126366,0.2288135657288136,0.01,0.01,0.011282417441569216,0.01,0.01,0.01,0.9661017,0.01,0.8750190000000001,51.14647
448,Faversham,0.01,0.21862348221862346,0.01,0.01,0.03233988587948751,0.01,0.01,0.01,0.9676113000000002,0.01,0.889358,51.31599
449,Colchester,0.01,0.2836134407836134,0.01,0.01,0.022375214220558645,0.01,0.01,0.01,0.9705882,0.01,0.891874,51.89593
450,New Romney,0.0549450528613694,0.17016806717016805,0.08893558208566768,0.01,0.011187608441604626,0.0588235343529412,0.01,0.04341737013071893,0.9579832,0.01,0.939473,50.98512
451,Canterbury,0.01,0.21686746971686746,0.01,0.01,0.021386753112494102,0.01,0.01,0.01,0.9759036,0.01,1.0789089,51.28023
452,Ipswich,0.02679697585168301,0.9405737694405736,0.0867486420630693,0.01,0.01,0.01,0.01,0.01,0.9180328,0.11065574711065576,1.14822,52.05674000000001
453,Clacton,0.01,0.22222221772222225,0.01,0.01,0.010957408983859279,0.01,0.01,0.01,0.9794239,0.01,1.153035,51.78953
454,Folkestone,0.027823239700994592,0.1148936131148936,0.01,0.01,0.011330427694563334,0.01,0.01,0.01,0.9829787,0.01,1.169456,51.0814
455,Sheringham,0.9304733736322258,0.01,0.08141026050790602,0.01,0.0204819285224706,0.01,0.01,0.03974359114786324,0.8307691999999999,0.3115384743115384,1.2109589,52.94442
456,Harwich,0.027823239700994592,0.6319148991319148,0.09007091976406617,0.01,0.01,0.01,0.01,0.04397162946146573,0.9361702,0.1148936131148936,1.260297,51.93473
457,Norwich,0.836923079498225,0.054000000054,0.08466666754155558,0.01,0.010650602405660618,0.01,0.01,0.08266666628088888,0.836,0.432000000432,1.297355,52.63089
458,Cromer,0.8683894257488907,0.01,0.08268229252105036,0.01,0.02080195782355589,0.01,0.01,0.04036458314496528,0.8359375,0.421875000421875,1.301866,52.93145
459,Dover,0.026579114312551125,0.01,0.01,0.01,0.010823783863427262,0.01,0.01,0.01,0.9918699,0.01,1.3134027,51.12788
460,Felixstowe,0.0263647639272762,0.7620967762620967,0.08534946188194442,0.01,0.010736494188761068,0.01,0.01,0.04166666580555555,0.9233871,0.10887096610887097,1.351255,51.96173
461,Margate,0.01,0.01,0.08893558208566768,0.01,0.011187608441604626,0.0588235343529412,0.01,0.08683472992810458,0.9789916,0.01,1.3868339,51.38965
462,Ramsgate,0.01,0.01,0.01,0.01,0.010957408983859279,0.05761316434567899,0.01,0.0850480139364426,0.9835391,0.01,1.419895,51.33555
463,Great Yarmouth,1.0,0.15882353115882356,0.08300654469106764,0.01,0.01,0.01,0.01,0.0405228794775599,0.8156863,0.2117646992117647,1.728047,52.59823000000001
464,Lowestoft,0.8736737449959192,0.23275861673275855,0.09123563677610158,0.01,0.01,0.01,0.01,0.04454023145881225,0.8275861999999999,0.23275863023275864,1.7534490000000005,52.48114
465,Swaffham,0.601866753005744,0.16945606366945604,0.01,0.01,0.011140796381381149,0.1171548147029289,0.01,0.08647140992980007,0.8702929,0.11297070011297068,0.687481,52.64747
466,Dereham,0.7886860239651879,0.05252918855252919,0.08236058035105932,0.01,0.020721015907923475,0.01,0.01,0.12062257010376133,0.8443579999999999,0.2101167272101167,0.937827,52.68162
467,Ely,0.01,0.40557939340557936,0.09084405343872187,0.01,0.011427683670430623,0.12017167472103005,0.01,0.01,0.944206,0.1158798151158798,0.262363,52.39954
468,March,0.028552232395545336,0.2358078617358079,0.01,0.01,0.023254589196133827,0.061135368366812215,0.01,0.01,0.9519651,0.3537117993537118,0.088622,52.55172
469,St Neots,0.054261090551572584,0.056016603056016585,0.01,0.01954091078673343,0.01,0.01,0.01,0.01,0.966805,0.11203320611203317,-0.26510300000000003,52.23008
470,Banham,0.6852536101853959,0.2358078617358079,0.09243085495511884,0.01,0.01,0.01,0.01,0.13537118170160115,0.8515284,0.11790392411790393,1.0402849,52.45125
471,Holt,0.9269083428520256,0.01,0.08109834850468292,0.01,0.020403452221295096,0.01,0.01,0.03959131914857384,0.8314176,0.31034483131034485,1.086747,52.90936
472,Cromer,0.8683894257488907,0.01,0.08268229252105036,0.01,0.02080195782355589,0.01,0.01,0.04036458314496528,0.8359375,0.421875000421875,1.301866,52.93145
473,Hunstanton,0.6202493172930749,0.10671936310671937,0.01,0.01,0.03157293333760529,0.01,0.01,0.08168642561879669,0.8735178,0.10671936310671937,0.491032,52.93891
474,Horncastle,0.1930173140554379,0.099630999099631,0.15621156794751953,0.01,0.019650558474588343,0.10332103661992624,0.01,0.11439114646617465,0.9225092,0.01,-0.11245,53.20731
475,Market Weighton,0.01,0.01,0.18731564626892835,0.020837874308805085,0.6126452722531084,0.01,0.01,0.01,0.7433628000000001,0.01,-0.6677465,53.86484
476,Hawes,0.01,0.01,0.4134114626052518,0.08738069580635117,0.40563817755934,0.01,0.44531249109375015,0.08072916628993056,0.7421875,0.01,-2.1968695,54.30383000000001
477,Reeth,0.01,0.01,0.01,0.4700406453642827,0.21260708292059252,0.01,0.01,0.03929023681664556,0.5171103,0.01,-1.9428115,54.38946
478,Aysgarth,0.01,0.054000000054,0.08466666754155558,0.17895566501140722,0.447325301037746,0.01,0.01,0.12399999942133333,0.66,0.01,-1.9967434,54.29159
479,Stanhope,0.01,0.01,0.01,0.9292228143254267,0.033008064734659635,0.01,0.4710743245785135,0.01,0.1942149,0.01,-2.011302,54.74946
480,Keswick,0.01,0.01,0.24423078152371805,0.1630162934953436,0.5222891560217956,0.10769231264615388,0.01,0.03974359114786324,0.6423076999999999,0.01,-3.134706,54.60128
