index,placename,longitude,latitude,merger,no merger
395,Guildford,-0.570409,51.23622,0.08737564419200305,0.35314587575891604
396,Woking,-0.5600349,51.31677,0.03425621687277673,0.4452749791389551
397,Lincoln,-0.540579,53.23069,0.01,0.4257090906642647
398,Bedford,-0.46677820000000003,52.13864,0.01,0.3958839676562761
399,Heathrow,-0.4542955,51.47002,0.01,0.4944351562456532
400,Driffield,-0.443377,54.006,0.01,0.21603276030997806
401,Beverley,-0.435093,53.84196,0.01,0.33422680493600115
402,Luton,-0.4200255,51.87867,0.01,0.4185157815088482
403,Scarborough,-0.399752,54.28311,0.01,0.32230587780177566
404,Worthing,-0.372882,50.81787,0.14941093165806618,0.33845117072637576
405,Dorking,-0.332378,51.2322,0.01,0.3769509468736966
406,Hull,-0.3274198,53.767619999999994,0.01,0.4704221600843725
407,Horsham,-0.325858,51.06288,0.04651500486488888,0.2889226582458029
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.26192733867409745
409,Peterborough,-0.2405299,52.5695,0.01,0.41601715080631235
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.5140223343149134
411,Bridlington,-0.198802,54.08535,0.01,0.25210545303081777
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.37102505941792074
413,Crawley,-0.18722750000000002,51.109140000000004,0.05424820890681152,0.33901303926890136
414,Huntingdon,-0.182552,52.33146,0.01,0.26998491384361073
415,Hove,-0.168749,50.82793,0.049793771558562454,0.3101602555058284
416,Spalding,-0.1537024,52.7901,0.01,0.28788673891895117
417,Brighton,-0.137163,50.82253,0.07963019690518063,0.5034201133703528
418,London,-0.12775830000000002,51.50735,0.01,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.35569846000496974
420,Boston,-0.026576999999999996,52.97894,0.01,0.3579119753343689
421,Royston,-0.024066,52.048140000000004,0.01,0.2351332499698112
422,Louth_Lincs,-0.007711,53.36596,0.01,0.2525979611514207
423,Lewes,0.00878,50.873870000000004,0.01,0.31042601482039783
424,Chatteris,0.054012,52.4561,0.01,0.19047882395062127
425,Uckfield,0.095913,50.966409999999996,0.01,0.3234926999840117
426,Cambridge,0.12181700000000001,52.20534,0.01,0.5142237903633717
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.343895674719933
428,Wisbech,0.158797,52.66631999999999,0.01,0.2316870047706141
429,Sevenoaks,0.190898,51.27241,0.01,0.39844617777331026
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.3657316531078936
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.34265598791836677
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.5508474669052671
433,Skegness,0.337881,53.1464,0.01,0.24344987201713775
434,Downham Market,0.385472,52.606609999999996,0.01,0.19937702661540813
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.3017270936596083
436,Bexhill,0.4662071,50.849909999999994,0.01,0.25529049214581495
437,Chelmsford,0.4685497,51.73559,0.01,0.34687800770304816
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.2894767318469469
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.33482807443862983
440,Braintree,0.5509269,51.88009,0.01,0.29653892485024536
441,Gillingham,0.551438,51.38632,0.01,0.48669404154922385
442,Hastings,0.573453,50.85426,0.01,0.3237204806445566
443,Maldon,0.6714479999999999,51.7318,0.01,0.30484528991480037
444,Southend,0.7077123000000001,51.54593,0.01,0.39605795175644715
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.3997791466714161
446,Thetford,0.751657,52.412859999999995,0.01,0.24675186087528364
447,Ashford,0.8750190000000001,51.14647,0.01,0.31175170868733365
448,Faversham,0.889358,51.31599,0.01,0.29727908719791835
449,Colchester,0.891874,51.89593,0.01,0.400597339208322
450,New Romney,0.939473,50.98512,0.01,0.20843387871108607
451,Canterbury,1.0789089,51.280229999999996,0.01,0.38358513182348297
452,Ipswich,1.14822,52.056740000000005,0.01,0.40959369303162085
453,Clacton,1.153035,51.78953,0.01,0.2539578366732791
454,Folkestone,1.169456,51.0814,0.01,0.30177677677958775
455,Sheringham,1.2109589,52.944419999999994,0.01,0.18505365470692453
456,Harwich,1.260297,51.93473,0.01,0.20843387871108607
457,Norwich,1.297355,52.63089,0.01,0.4913776009740762
458,Cromer,1.301866,52.93145,0.01,0.23948898735236537
459,Cromer,1.301866,52.93145,0.01,0.23948898735236537
460,Dover,1.3134027,51.12788,0.01,0.2763854388537862
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.25833077035352103
462,Margate,1.3868339,51.38965,0.01,0.30217311470906266
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.2986868761720281
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.30359334031962354
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.31668357524812774
466,Swaffham,0.687481,52.64747,0.01,0.19741607207989795
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.38658953807418345
468,Ely,0.262363,52.39954,0.01,0.26898852406699636
469,March,0.088622,52.551719999999996,0.01,0.2193142591861949
470,St Neots,-0.26510300000000003,52.23008,0.01,0.2503013624482872
471,Banham,1.0402849,52.45125,0.01,0.2627765713805076
472,Holt,1.086747,52.90936,0.01,0.23936865353607253
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.1666401534587406
474,Horncastle,-0.11245,53.20731,0.01,0.2059359300812731
475,Market Weighton,-0.6677465,53.86484,0.01,0.20103520031793504
476,Hawes,-2.1968695,54.303830000000005,0.01,0.06291637152140743
477,Reeth,-1.9428115000000001,54.38946,0.01,0.23141370444324158
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.13913184493221986
479,Stanhope,-2.011302,54.74946,0.01,0.3075227866267828
480,Keswick,-3.134706,54.60128,0.01,0.20376330356467875
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.16520406097670867
