index,placename,longitude,latitude,merger,no merger
196,Sidmouth,-3.2375599999999998,50.67865,0.13835266162883408,0.16966159539086967
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.01,0.31399946469257267
198,Peebles,-3.1936419999999996,55.65306999999999,0.01,0.21981574404100054
199,Edinburgh,-3.1882669999999997,55.95325,0.01,0.6064171851139066
200,Cardiff,-3.17909,51.48158,0.33952736627027447,0.43434798837219235
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.1847341979682138
202,Kirkcaldy,-3.158137,56.11682,0.01,0.39336292949589025
203,Welshpool,-3.146407,52.66035,0.01,0.22445352336308055
204,Mold,-3.1419029999999997,53.1672,0.01,0.3059365424251167
205,Mold,-3.1419029999999997,53.1672,0.01,0.3059365424251167
206,Taunton,-3.106849,51.01534,0.4031269642195729,0.17122897625841546
207,Wick,-3.093716,58.43894,0.01,0.19840567095454956
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.06291637152140743
209,Dalkeith,-3.066606,55.893119999999996,0.01,0.3323290180475723
210,Oswestry,-3.056412,52.85715,0.01,0.27376382334204813
211,Blackpool,-3.0356748,53.81751,0.01,0.4283049095794393
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.4195631574015944
213,Cupar,-3.010137,56.32023,0.01,0.21217176805961768
214,Southport,-3.010113,53.64571,0.01,0.35979684609591944
215,Bridgwater,-3.003632,51.12789,0.5185211782718241,0.17422064322772493
216,Langholm,-2.998913,55.153059999999996,0.01,0.15159617176022736
217,Newport,-2.997664,51.58415,0.3110215538750362,0.2898180045617626
218,Axminster,-2.9949369999999997,50.78273,0.2553098637726456,0.13528415892330115
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.3565902479294658
220,Liverpool,-2.9915726,53.40837,0.01,0.624381019403731
221,Weston-super-Mare,-2.977255,51.347409999999996,0.3667775285740101,0.19974941965149412
222,Dundee,-2.9707209999999997,56.462019999999995,0.01,0.42668972725100063
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.20761378750592746
224,Ambleside,-2.961333,54.428740000000005,0.01,0.2841025807277705
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,0.2127397551078131
226,Lyme Regis,-2.936639,50.725159999999995,0.2689244011645217,0.11010829132042387
227,Carlisle,-2.932931,54.892469999999996,0.01,0.4052162770414195
228,Chester,-2.893075,53.19339,0.01,0.42961824764934153
229,Forfar,-2.889062,56.64356,0.01,0.2515095588142979
230,Morecambe,-2.864968,54.074169999999995,0.01,0.2732568766513937
231,Selkirk,-2.838524,55.55066,0.01,0.25778809907364053
232,Galashiels,-2.814449,55.62373,0.01,0.24577891185335762
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.36042508468546347
234,St Andrews,-2.7967214,56.339780000000005,0.01,0.27938401048136197
235,Hawick,-2.780914,55.42706,0.01,0.2228953413233694
236,Bridport,-2.758301,50.733579999999996,0.3828479351581255,0.07216994318317745
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.40977663176210444
238,Penrith,-2.752708,54.6641,0.01,0.35924046542912175
239,Kendal,-2.74629,54.32801,0.01,0.32222872808104963
240,Street,-2.7429189999999997,51.12468,0.32422049013468607,0.059223978199956034
241,Glastonbury,-2.718454,51.14743,0.40799134494152317,0.05645041444598153
242,Hereford,-2.715974,52.0564,0.10712354222720522,0.312883245394821
243,Ludlow,-2.7139129,52.36775,0.03920194426111631,0.24155367766516064
244,Preston,-2.70309,53.7632,0.01,0.48092430650529716
245,Whitchurch,-2.682045,52.96872,0.01,0.2203129334333017
246,Wells,-2.6445979,51.20935,0.41934880803602687,0.08022997414556043
247,Yeovil,-2.633308,50.94206,0.5642315584307619,0.08280501730125588
248,Wigan,-2.6325074,53.54506,0.01,0.5061814082035232
249,Warrington,-2.5969501,53.39004,0.01,0.5229564497025394
250,Arbroath,-2.591543,56.55911,0.01,0.2716397418259997
251,Bristol,-2.58791,51.45451,0.6194750006736771,0.3458923253388922
252,Guernsey,-2.5852779999999997,49.46569,0.09845382918337968,0.0230591059992357
253,Ross-on-Wye,-2.582446,51.91445,0.13091084921936225,0.234949323473297
254,Jedburgh,-2.5549369,55.47772,0.01,0.18343521311812763
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.19132877719187563
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.19132877719187563
257,Nantwich,-2.524102,53.06718000000001,0.01,0.27369162212203335
258,Banff,-2.524038,57.666509999999995,0.01,0.19937702661540813
259,Dunbar,-2.516737,56.00209,0.01,0.2937808544024499
260,Cinderford,-2.5009579,51.8253,0.1636189409840038,0.20290454389425092
261,Banchory,-2.4909599,57.05386,0.01,0.23209467393659106
262,Blackburn,-2.487529,53.748580000000004,0.01,0.39704404350595457
263,Market Drayton,-2.483485,52.90355,0.01,0.19076372451074516
264,Telford,-2.4672611,52.67759,0.05483241898543384,0.342797150651077
265,Montrose,-2.4661150000000003,56.70692,0.01,0.24844630157134295
266,Turriff,-2.4623,57.53893000000001,0.01,0.20843387871108607
267,Weymouth,-2.457621,50.61443,0.5829081521204008,0.06023962653040514
268,Crewe,-2.4438209,53.1004,0.01,0.34576757420629134
269,Fortuneswell,-2.4422189999999997,50.55919,0.35357225498915806,0.0316726964863749
270,Dorchester,-2.4411810000000003,50.71116,0.7705434759344292,0.05447486035484864
271,Alston,-2.438685,54.812169999999995,0.01,0.14661821531507518
272,Kelso,-2.432207,55.600030000000004,0.01,0.21495618917968237
273,Wincanton,-2.416007,51.055690000000006,0.4373900117547768,0.02557388858647558
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.2803786480580374
275,Sark,-2.3666256000000003,49.43007,0.09845382918337968,0.0230591059992357
276,Bath,-2.3590167,51.38106,0.7802619428253019,0.11924502757929162
277,Kidderminster,-2.2496839,52.3886,0.11647098051964484,0.2611073104161013
278,Manchester,-2.2426305,53.48076,0.01,0.7412202523777183
279,Burnley,-2.2405035,53.78929,0.01,0.36905720529804287
280,Gloucester,-2.238156,51.86424,0.39035158592121455,0.27734628059963606
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.31305606184963747
282,Worcester,-2.221575,52.19364,0.2956874274690534,0.32014083858595593
283,Trowbridge,-2.208853,51.31966,0.8805730228878689,0.0640198934164693
284,Shaftesbury,-2.198083,51.0046,0.5476894050318915,0.01
285,Alderney,-2.1973557,49.715,0.12033245830406039,0.014201935715895432
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.4309286855451591
287,Colne,-2.176991,53.85564,0.01,0.26906567189850245
288,Blandford Forum,-2.165353,50.85691,0.48887730091136977,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.43474547942847885
290,Jersey,-2.13125,49.21444,0.13127177286440073,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.09122900923831687,0.3692655218614827
292,Stafford,-2.12066,52.80669,0.01,0.40630820584648375
293,Macclesfield,-2.119287,53.25866,0.01,0.38259622160171425
294,Hexham,-2.1121439,54.97266,0.01,0.3356892888857257
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.46499502976037194
296,Dudley,-2.081112,52.51225,0.08811414627291395,0.3562352254694192
297,Cheltenham,-2.0782533,51.899390000000004,0.3709121715068373,0.26291850116911725
298,Bromsgrove,-2.061906,52.33559,0.17989754674667852,0.26853955883707453
299,Skipton,-2.0162787,53.96285,0.01,0.26883397407027215
300,Fraserburgh,-2.007631,57.69335,0.01,0.21708940837225119
301,Berwick,-2.005395,55.77024,0.01,0.24242519509243268
302,Poole,-1.987248,50.71505,0.8731759886403311,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.08932000757150209,0.36127966251298893
304,Cirencester,-1.968243,51.71849,0.43128747178365284,0.20878914788991856
305,Evesham,-1.9467700000000001,52.09215,0.19159003114063525,0.20307983055926795
306,Buxton,-1.91483,53.259080000000004,0.01,0.3184389515841003
307,Keighley,-1.9123580000000002,53.8678,0.01,0.3252234587023849
308,Birmingham,-1.8904009999999998,52.48624,0.14731680611133774,0.6038956244858463
309,Bournemouth,-1.880769,50.719159999999995,0.978669907764175,0.04045668483353536
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.320866945596875
311,Salisbury,-1.794472,51.06878,0.7433268119609181,0.039513616041098626
312,Ringwood,-1.7888169999999999,50.84495,0.6702448069137431,0.023808635855204124
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.4303761620589598
314,Peterhead,-1.784066,57.50812,0.01,0.25566642068868206
315,Swindon,-1.7797176,51.55577,0.6639233572213685,0.13423631107998976
316,Bradford,-1.759398,53.79598000000001,0.01,0.4633158114396818
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.37227066782108165
318,Marlborough,-1.7270619999999999,51.42007,0.48634273760437546,0.06966672918770038
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.17470422256562546,0.2604302086846481
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.24008723296082957
321,Otley,-1.691786,53.90583,0.01,0.25922566705600936
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.2883021969622095
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.35611920044533873
324,Newcastle,-1.61778,54.97825,0.01,0.5804337905379879
325,Durham,-1.5848520000000001,54.77525,0.01,0.41030839941017677
326,Ashington,-1.5659829,55.18298000000001,0.01,0.2715653548810202
327,Darlington,-1.559458,54.52361,0.01,0.345029445197477
328,Leeds,-1.5490774,53.80076,0.01,0.5955818976705602
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.4169039985952553
330,Leamington Spa,-1.5200789,52.28519,0.1529925786659859,0.3468609708714081
331,Coventry,-1.519693,52.40682,0.10330273514677439,0.4197731136532095
332,Blyth,-1.510277,55.12696,0.01,0.2842277009056344
333,Wakefield,-1.505924,53.6833,0.01,0.3958839676562761
334,Andover,-1.4919233,51.2112,0.5520221460492732,0.08074553333599258
335,Witney,-1.4850543999999999,51.785940000000004,0.1855756217434571,0.23179303980341776
336,Barnsley,-1.479726,53.55263000000001,0.01,0.3890413740625505
337,Derby,-1.4746186000000001,52.92253,0.01,0.45200106321612654
338,Sheffield,-1.470085,53.381130000000006,0.01,0.5667319855666768
339,Nuneaton,-1.465382,52.52049,0.029395021958073465,0.38033204080352256
340,Northallerton,-1.429959,54.337959999999995,0.01,0.24675186087528364
341,South Shields,-1.427406,54.99941999999999,0.01,0.37127101173903526
342,Chesterfield,-1.421629,53.23505,0.01,0.3814164221646839
343,Southampton,-1.4043508999999998,50.9097,1.0,0.13336996119002648
344,Wetherby,-1.384816,53.92706,0.01,0.24322358289934604
345,Sunderland,-1.383801,54.90687,0.01,0.41161875037650125
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.3941098778871581
347,Castleford,-1.345968,53.72346999999999,0.01,0.33634600839494355
348,Thirsk,-1.341377,54.23385,0.01,0.22445352336308055
349,Banbury,-1.339775,52.0629,0.07149263030234025,0.2867030238966361
350,Stockton,-1.3289821000000002,54.57046,0.01,0.3495955563825499
351,Newbury,-1.3231138999999998,51.40141,0.4884754507406316,0.185380943080544
352,Isle of Wight,-1.304734,50.69385,0.6796332263415548,0.08667985614338015
353,Isle of Wight,-1.304734,50.69385,0.6796332263415548,0.08667985614338015
354,Abingdon,-1.2879528999999998,51.67078,0.19573532854789538,0.24516020816888148
355,Shetland Islands,-1.2659409,60.52965,0.01,0.14179138830298563
356,Rugby,-1.265032,52.37088,0.0275890456821586,0.3562051732370217
357,Oxford,-1.2577263,51.75202,0.1526311384591052,0.4510552449588806
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.41960484170390877
359,Hartlepool,-1.212926,54.69174,0.01,0.33405904281474635
360,Loughborough,-1.206166,52.7721,0.01,0.40788628007568944
361,Mansfield,-1.198674,53.1472,0.01,0.3528340815160992
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.5637947905651766
363,Bicester,-1.1535898999999998,51.8996,0.040701275241226444,0.2512653133166079
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.4990997900078089
365,Doncaster,-1.128462,53.522819999999996,0.01,0.40865881443748614
366,Worksop,-1.122745,53.3093,0.01,0.29160262020212596
367,Basingstoke,-1.0923964,51.26654,0.42952465200812445,0.1832514348589541
368,Portsmouth,-1.0879769,50.81977,0.6067241685734136,0.23325181395890274
369,York,-1.0872979,53.95997,0.01,0.47247907162982195
370,Selby,-1.067189,53.783519999999996,0.01,0.2713417250970194
371,Helmsley,-1.0562636,54.24651,0.01,0.14263847757258521
372,Towcester,-0.9896879999999999,52.13511,0.01,0.27803636122366826
373,Reading,-0.9781303,51.45426,0.2425180735957272,0.3663212033569785
374,Retford,-0.9455030000000001,53.32136,0.01,0.23851980587713176
375,Petersfield,-0.93899,51.00759,0.2970362449839723,0.139946828495298
376,Northampton,-0.9026559999999999,52.24048,0.01,0.45293354188984775
377,Melton Mowbray,-0.887126,52.7664,0.01,0.27383595176020686
378,Aylesbury,-0.8084,51.81561,0.05862122788651918,0.3673384507965582
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.3555401851516954
380,Malton,-0.7978970000000001,54.13684,0.01,0.23765931246408212
381,Chichester,-0.774936,50.83761,0.2185041408852699,0.23334564822590773
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.23356665047769598
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.4426210773381018
384,Aldershot,-0.7557509,51.24837,0.1771655322854949,0.3223344205799724
385,High Wycombe,-0.748229,51.628609999999995,0.05510693793842801,0.34457529576130497
386,Midhurst,-0.737274,50.9869,0.13529709262996156,0.19889616921213782
387,Kettering,-0.7302489999999999,52.39632,0.01,0.3353590616647244
388,Wellingborough,-0.693964,52.30242,0.01,0.3036418604256361
389,Corby,-0.6842333,52.4923,0.01,0.32238295644950377
390,Bognor Regis,-0.673061,50.783,0.16221263337980435,0.24092465364195384
391,Scunthorpe,-0.654413,53.58865,0.01,0.3312602180700384
392,Grantham,-0.643582,52.912519999999994,0.01,0.30207421744383933
393,Whitby,-0.613347,54.486340000000006,0.01,0.2518081779875512
394,Slough,-0.5950406,51.51054,0.01,0.40585066789326485
