index,placename,longitude,latitude,Y needs X to be Ved,Y needs X Ved,Y needs X Ving
73,Down,-5.7156921999999994,54.32875,0.16640329383501293,0.4639127537728286,0.13408916012384003
74,Kyle of Lochalsh,-5.7143293,57.28261,0.01,0.05178651255666427,0.010712687821404042
75,Campbeltown,-5.605373999999999,55.424119999999995,0.06409049028941544,0.2658942444542584,0.10022106419999958
76,Penzance,-5.537592,50.1188,0.1768718019462129,0.36376396084725576,0.19082804488761004
77,Oban,-5.471047,56.41516,0.0845410302542289,0.32486442057361753,0.16658189629545908
78,Lochgilphead,-5.4323449,56.03829,0.03534841622458914,0.1895160696829052,0.08932690869596661
79,Helston,-5.274996,50.10159,0.14711244142950078,0.23181646390519917,0.13700579301081392
80,Redruth,-5.226666000000001,50.23302,0.14632203776513922,0.2904582117132487,0.15615084156070366
81,Ullapool,-5.161313,57.895419999999994,0.15059872424531953,0.12276614189708797,0.10429384002229614
82,Ballachulish,-5.133719999999999,56.673930000000006,0.01,0.0517492370129757,0.01
83,Fort William,-5.1052179,56.81981999999999,0.09391592927750417,0.31559907337025156,0.14658190868904641
84,Achnasheen,-5.078765799999999,57.578590000000005,0.027309915115323755,0.02555704753372236,0.014386367949131574
85,Newquay,-5.0737190000000005,50.4155,0.17105378206339875,0.3522902522464483,0.1842239712486446
86,Falmouth,-5.066269999999999,50.152570000000004,0.21943251460737487,0.3459845661977086,0.21131230332715328
87,Rothesay,-5.055793,55.83596,0.06246452909840383,0.30326762249259903,0.16495690675596758
88,Truro,-5.051041000000001,50.2632,0.31835239536591214,0.5021444616312588,0.3129492461161455
89,Milford Haven,-5.0426971,51.71431,0.16299486040370978,0.19203486782845403,0.1300189737170526
90,Stranraer,-5.024055000000001,54.903369999999995,0.12422153779239314,0.3092952936548493,0.08085985621913785
91,Fishguard,-4.975989,51.99393,0.11138699007312672,0.15866869200624292,0.08802880306551046
92,Inchnadamph,-4.974295,58.15221,0.03518830991879538,0.015841134265745384,0.01662633358671737
93,Haverfordwest,-4.971319,51.800470000000004,0.19876890528090999,0.20312445147188327,0.14818615232323293
94,Dunoon,-4.926214,55.95097,0.06091933891123143,0.2759647238147452,0.13867065264547893
95,Pembroke,-4.908637000000001,51.674040000000005,0.23905986893066683,0.29252823235429565,0.20426120663956746
96,Girvan,-4.8542179,55.240159999999996,0.06633988077860922,0.2713267071125622,0.1229807246633041
97,Wadebridge,-4.836456,50.51665,0.13684336595324725,0.28482394008761364,0.14539149701141177
98,Invergarry,-4.800261,57.07095,0.028737765631436485,0.02495469233270203,0.013858767728993191
99,St Austell,-4.7834252,50.340379999999996,0.17793644367414674,0.28047678304890183,0.16867644736910345
100,Greenock,-4.7719830000000005,55.956480000000006,0.11536973120229295,0.45460804445892594,0.24374252969476745
101,Helensburgh,-4.734014,56.00232,0.06710644422167134,0.2931420490932394,0.15060976026593775
102,Bodmin,-4.7188629,50.4715,0.1478663022923214,0.2330065465519512,0.1377803603960334
103,Tenby,-4.703579,51.672740000000005,0.19542294577703453,0.20427717806318554,0.14963110567144441
104,Camelford,-4.682364,50.62206,0.0864344171553804,0.18541252503071157,0.08817195898485475
105,Irvine,-4.6696364,55.61156999999999,0.1139448463077583,0.500217583344725,0.26667118850784155
106,Cardigan,-4.660864,52.0837,0.14994634023419803,0.17210132335456696,0.12450294741708157
107,Holyhead,-4.633038,53.30944,0.11771694095281163,0.14194764282361186,0.211707167193472
108,Ayr,-4.629179,55.45856,0.12539387831601018,0.5422895487619148,0.290685306345896
109,Dumbarton,-4.564554,55.94529,0.10711235385713852,0.42698278858522704,0.22780842183589145
110,Bude,-4.543678,50.826640000000005,0.13194589068462695,0.27516563618978807,0.13983233977743267
111,Isle of Man,-4.5126330999999995,54.27697,0.23657560234478398,0.3929232258967425,0.2818216551833099
112,Kilmarnock,-4.498792,55.61472,0.09448049248381879,0.4810355042874936,0.2525261107843785
113,Newton Stewart,-4.483164,54.9603,0.08129451711055173,0.22932714564910403,0.08091425662220061
114,Liskeard,-4.4647190000000005,50.45552,0.16587918946039557,0.2552201740622521,0.1462597099434279
115,Altnaharra,-4.442655,58.28023,0.029474970918117724,0.02338618095399167,0.01459968646765309
116,Pwllheli,-4.417633900000001,52.888819999999996,0.10233842343821224,0.09515075688018908,0.22028605811239693
117,Lairg,-4.402414,58.022059999999996,0.029474970918117724,0.02338618095399167,0.01459968646765309
118,Launceston,-4.360451599999999,50.636829999999996,0.1494111470775962,0.23544536381195402,0.13014508325138238
119,Carmarthen,-4.312131,51.857620000000004,0.21703840709503341,0.2955517419272273,0.19632110325464583
120,Llangefni,-4.311401999999999,53.255790000000005,0.145844931175925,0.18785062185293452,0.29820326795778357
121,Caernarfon,-4.273911,53.13955,0.14175175480168237,0.1774472897652149,0.2743689059881517
122,Cumnock,-4.265828900000001,55.45355,0.07627875734194454,0.3750531408247343,0.17699200403005988
123,Aberaeron,-4.2581619,52.24279,0.14131662032290165,0.13787861127785622,0.12582026628384047
124,Alness,-4.256825,57.69595,0.17281008035041892,0.20215873363962492,0.15865754963058237
125,Glasgow,-4.251806,55.86424,0.2718451697442297,1.0,0.5192199076608927
126,Dalwhinnie,-4.242783,56.9366,0.02588005933144846,0.0340679264656974,0.01
127,Inverness,-4.224721,57.47776999999999,0.30185221824889974,0.38811802561566683,0.2681941350940532
128,Saltash,-4.21643,50.409209999999995,0.12452331418264284,0.24474571198588096,0.14755591526921427
129,Bideford,-4.206666,51.01668,0.1843699235460511,0.26152833615122834,0.1604742290043904
130,Invergordon,-4.1728819999999995,57.688109999999995,0.1753053790009427,0.20527095723392752,0.16116543058851043
131,Llanelli,-4.160248,51.680890000000005,0.19495901548086664,0.37745482928330193,0.2334977442374039
132,Plymouth,-4.1426565,50.37546,0.3315155047319395,0.5512768405202324,0.324298009270757
133,Tavistock,-4.141654,50.551120000000004,0.1570141664995724,0.2762618976588204,0.16828751693887267
134,Porthmadog,-4.1333839999999995,52.92784,0.12207409281514174,0.1469689860925507,0.258605425223466
135,Bangor,-4.129263,53.22739,0.18980185913735523,0.24726839742295195,0.3819929502469212
136,Tywyn,-4.087249,52.58701,0.05506335665526796,0.07602301141805624,0.15943098901782599
137,Aberystwyth,-4.08292,52.4153,0.18245927939634765,0.29871436874525453,0.2757568372058668
138,Lampeter,-4.0785089999999995,52.1129,0.1758090739318465,0.15758378890629507,0.1227383260561393
139,Barnstaple,-4.058338,51.07816,0.19393715960495636,0.36100384061562635,0.22466420997321712
140,Tain,-4.05523,57.8115,0.12034599894788088,0.14842062691448418,0.09650334670089149
141,Okehampton,-4.004263,50.73831,0.1213119389558827,0.1889223410318516,0.1269187792483483
142,Llandeilo,-3.9914300000000003,51.88469,0.2038157450682811,0.2276081716649292,0.16804745731383422
143,Motherwell,-3.9810968,55.78321,0.155866530741995,0.6038219927028545,0.30529166912222244
144,Golspie,-3.976086,57.97341,0.029474970918117724,0.028416204366775825,0.010546410874618363
145,Airdrie,-3.9625660000000003,55.86626999999999,0.1392877110892594,0.496936769769169,0.2747112331843632
146,Swansea,-3.9436459999999998,51.62144,0.3251251937048838,0.5591372638975909,0.3655711587726593
147,Stirling,-3.9369029,56.116519999999994,0.1519950871936602,0.5636809807642983,0.27646093361855856
148,Tregaron,-3.934385,52.22,0.16625671069241724,0.16229617959570614,0.11648884597353582
149,Tregaron,-3.934385,52.22,0.16625671069241724,0.16229617959570614,0.11648884597353582
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.0734874721380482,0.2383998145045319,0.12603127347355228
151,Dolgellau,-3.8844,52.74215,0.06348627658585952,0.060051598358730744,0.18540162267434868
152,Aberfeldy,-3.866969,56.62175,0.17606110279914483,0.22199814921452488,0.13995497941674562
153,Machynlleth,-3.853485,52.59027,0.06717236704958471,0.08131775136902548,0.23717672351808064
154,Brora,-3.8525480000000005,58.012159999999994,0.10130347228138514,0.1232730362466017,0.0784905952427925
155,Llandudno,-3.827609,53.324059999999996,0.16718850959699555,0.18311805673577355,0.33843307620528135
156,Llandudno,-3.827609,53.324059999999996,0.16718850959699555,0.18311805673577355,0.33843307620528135
157,Aviemore,-3.823812,57.19449,0.1550417174011937,0.19423984727703963,0.12932280202345084
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.06642441094544638,0.1339782330390151,0.1120335909968721
159,Falkirk,-3.7839131,56.00188000000001,0.1523337603489073,0.5580491415162585,0.28247921862847486
160,Kingsbridge,-3.777493,50.28395,0.17080611293172815,0.24585645005061232,0.13320463953769204
161,Pitlochry,-3.729711,56.70436,0.11641054474063672,0.16375826703151133,0.10013504453505279
162,Colwyn Bay,-3.72764,53.29318000000001,0.15182742795650167,0.15623551448228176,0.32307742490076885
163,Totnes,-3.685797,50.43374,0.1696832180286013,0.2442087742551443,0.1541435235795271
164,Grantown-on-Spey,-3.609628,57.33041,0.12333035868082869,0.1248635724694966,0.08750844189622987
165,Dumfries,-3.60512,55.070859999999996,0.11595734327455416,0.39792974188769253,0.23901015565830902
166,Whitehaven,-3.589233,54.5497,0.12786099086516536,0.1399725507890478,0.3503589013054049
167,Dartmouth,-3.578807,50.35252,0.14987563567306258,0.1847342823993213,0.13164341746142913
168,Bridgend,-3.576945,51.504290000000005,0.24818673261683874,0.4358009842284436,0.2768731921623754
169,Paignton,-3.564235,50.43508,0.2559642187820669,0.3233285816628755,0.23604140221047462
170,Workington,-3.5427519999999997,54.64357,0.12146967130235864,0.1440148478120553,0.3443588103979116
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.06785269164850692,0.10851922588845077,0.1732922946558247
172,Exeter,-3.533899,50.71841,0.36543647178711736,0.5977844863812152,0.34240777639671893
173,Torquay,-3.525315,50.46192,0.2619943413256206,0.3312063436604929,0.2419754303866259
174,Thurso,-3.5220800000000003,58.59356999999999,0.1610569893230587,0.18749986817930875,0.14684519475349211
175,Livingston,-3.518068,55.90071,0.16608197344790668,0.5126053266866688,0.2963468896845742
176,Rhyl,-3.4916339999999995,53.319140000000004,0.16083750637170888,0.13708315531618803,0.3239164438985117
177,Tiverton,-3.491207,50.90205,0.13730510732417123,0.2872874858355725,0.16915563330956182
178,Tiverton,-3.491207,50.90205,0.13730510732417123,0.2872874858355725,0.16915563330956182
179,Minehead,-3.481152,51.20428,0.13395184279529043,0.20773851945238583,0.1280796497268178
180,Dunfermline,-3.452151,56.071740000000005,0.1753370608186223,0.4412823836804659,0.30697894183685814
181,Perth,-3.4308381000000003,56.39499,0.15929064102527568,0.27176582304399244,0.18991230564652517
182,Prestatyn,-3.4076129999999996,53.33651,0.1440057627950025,0.11936750665679444,0.27090574293482805
183,Builth Wells,-3.4045919999999996,52.15002,0.20191408739432443,0.18663367697319483,0.12846014326079647
184,Braemar,-3.3979439,57.00646999999999,0.03518830991879538,0.02338618095399167,0.010546410874618363
185,Brecon,-3.391463,51.94895,0.20392688446887539,0.24773142647438848,0.15376631822781145
186,Merthyr Tydfil,-3.381646,51.74873,0.31549210251393195,0.49392878006437263,0.2915777670354213
187,Llandrindod Wells,-3.377742,52.2417,0.12472603970637931,0.163610591683622,0.14780601336626856
188,Corwen,-3.369242,52.98005,0.07074931052907579,0.0778580140826789,0.1720361855864416
189,Cockermouth,-3.367985,54.66326,0.09961928643825145,0.11596077892136425,0.24910218524757147
190,Lockerbie,-3.349008,55.122240000000005,0.12838844711183758,0.3064854128295061,0.23358627234909807
191,Blairgowrie,-3.3378318,56.58941,0.12749181877228016,0.20961788405332926,0.15076508380393372
192,Elgin,-3.318485,57.64945,0.29899396108020143,0.3271039833298298,0.24089071298149167
193,Newtown,-3.313106,52.51211,0.1120311521129158,0.08077362444419268,0.18393431238486677
194,Ruthin,-3.3103108,53.114869999999996,0.133979807540646,0.11032152578301783,0.2731058469647957
195,Ruthin,-3.3103108,53.114869999999996,0.133979807540646,0.11032152578301783,0.2731058469647957
196,Sidmouth,-3.2375599999999998,50.67865,0.1686573551056172,0.23628604681809037,0.1473734250133847
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.10332896602591486,0.16512965491867812,0.4698102898536371
198,Peebles,-3.1936419999999996,55.65306999999999,0.0847457547620413,0.26989365889441363,0.16532082291874794
199,Edinburgh,-3.1882669999999997,55.95325,0.31844957482772046,0.7510416896899436,0.5692502942894341
200,Cardiff,-3.17909,51.48158,0.5859139137814762,0.6009973537061555,0.41467504851694786
201,Llangollen,-3.1716599999999997,52.96921,0.07715780028970487,0.12291538330763328,0.2022596823642674
202,Kirkcaldy,-3.158137,56.11682,0.26570127167326024,0.4350833375962555,0.333632649215442
203,Welshpool,-3.146407,52.66035,0.15007944325240413,0.10441638175795484,0.26380052160076783
204,Mold,-3.1419029999999997,53.1672,0.19420789160638532,0.19651673082948262,0.36007640222663373
205,Mold,-3.1419029999999997,53.1672,0.19420789160638532,0.19651673082948262,0.36007640222663373
206,Taunton,-3.106849,51.01534,0.3054950272765693,0.33629991292999273,0.23904536039940666
207,Wick,-3.093716,58.43894,0.1688553843897383,0.17727625089598656,0.1272590318822657
208,John o' Groats,-3.0688997000000002,58.63734,0.03518830991879538,0.02338618095399167,0.010546410874618363
209,Dalkeith,-3.066606,55.893119999999996,0.160081571657039,0.40546651610777734,0.2812746027811695
210,Oswestry,-3.056412,52.85715,0.11669963076228074,0.23638523596837693,0.303259269277514
211,Blackpool,-3.0356748,53.81751,0.18067749546599843,0.2818388412483982,0.6039753441800944
212,Birkenhead,-3.023009,53.389990000000004,0.2678382520291714,0.25741639770309854,0.5401702857468785
213,Cupar,-3.010137,56.32023,0.12170363768167604,0.22541657526326633,0.1560108967746412
214,Southport,-3.010113,53.64571,0.17249650582751896,0.18624464538346208,0.517145613927977
215,Bridgwater,-3.003632,51.12789,0.3076231759100849,0.43951430615975723,0.277466502306955
216,Langholm,-2.998913,55.153059999999996,0.04104857996798932,0.12936794228405032,0.14060880243171772
217,Newport,-2.997664,51.58415,0.3887463622769771,0.42178334580980337,0.31244909701048096
218,Axminster,-2.9949369999999997,50.78273,0.1993060275695863,0.21582461856631344,0.17424071668857652
219,Wrexham,-2.9924939999999998,53.043040000000005,0.20389489535770658,0.2491899736484662,0.4362065114722514
220,Liverpool,-2.9915726,53.40837,0.38081695046857233,0.3926435008739226,0.8582959875690523
221,Weston-super-Mare,-2.977255,51.347409999999996,0.3441339192311178,0.34069463622129736,0.2422810600145954
222,Dundee,-2.9707209999999997,56.462019999999995,0.2753148672101678,0.5001218384213626,0.3569394676072931
223,Kirkwall,-2.9622491,58.984669999999994,0.17793965898529415,0.18773491963258915,0.13519104881461047
224,Ambleside,-2.961333,54.428740000000005,0.13461218907799763,0.14814516944284897,0.3872612868108955
225,Orkney Islands,-2.9605206,58.980940000000004,0.18299668633759064,0.19355704371231275,0.13960663821184974
226,Lyme Regis,-2.936639,50.725159999999995,0.22195830546602435,0.1461526955682512,0.16561308747274994
227,Carlisle,-2.932931,54.892469999999996,0.1354073204529523,0.36994133862216305,0.5079168415392034
228,Chester,-2.893075,53.19339,0.25798512346088714,0.2947068128260506,0.5420134039223198
229,Forfar,-2.889062,56.64356,0.17080133957614876,0.2509823039519484,0.19800038557221847
230,Morecambe,-2.864968,54.074169999999995,0.10040352388082963,0.16756825094422884,0.369018755779229
231,Selkirk,-2.838524,55.55066,0.13579174262394428,0.27879101521600275,0.21597822302940128
232,Galashiels,-2.814449,55.62373,0.10152194291687386,0.29799378129802595,0.19507515615607643
233,Lancaster,-2.8007399,54.046569999999996,0.1429730173022312,0.2376664186542992,0.49821011096548173
234,St Andrews,-2.7967214,56.339780000000005,0.16983273249820888,0.3114865565902782,0.21896534526541026
235,Hawick,-2.780914,55.42706,0.11587333760877659,0.2425594424843797,0.17289079887172915
236,Bridport,-2.758301,50.733579999999996,0.23064515762007975,0.1674308357514724,0.1625661976817059
237,Shrewsbury,-2.7553267999999997,52.7073,0.19231579350049646,0.2488252730513402,0.5764348895666933
238,Penrith,-2.752708,54.6641,0.23587402621753803,0.2916766140343803,0.3858462066826926
239,Kendal,-2.74629,54.32801,0.15316085899347653,0.1968848874173211,0.4292488673327017
240,Street,-2.7429189999999997,51.12468,0.14674302896260183,0.18575944734428979,0.11647914181309504
241,Glastonbury,-2.718454,51.14743,0.17526978477526445,0.23239054255262695,0.13578427986658484
242,Hereford,-2.715974,52.0564,0.14857392086884125,0.38631695584797326,0.36411233641968604
243,Ludlow,-2.7139129,52.36775,0.13635091770696442,0.18175048388513873,0.2928763323217646
244,Preston,-2.70309,53.7632,0.13075854342797877,0.220322284662544,0.8192766256426266
245,Whitchurch,-2.682045,52.96872,0.03998492692446771,0.14671570685872803,0.29756619557451625
246,Wells,-2.6445979,51.20935,0.1972129644678057,0.2700899393625601,0.16011679411462815
247,Yeovil,-2.633308,50.94206,0.3299999199826828,0.23081664782595118,0.24919530532496167
248,Wigan,-2.6325074,53.54506,0.2269666208079761,0.2777420974797115,0.7673037855960169
249,Warrington,-2.5969501,53.39004,0.3688824561120191,0.21594674799494043,0.7579630485782626
250,Arbroath,-2.591543,56.55911,0.17159593378379617,0.29247710482385336,0.2138533526940444
251,Bristol,-2.58791,51.45451,0.541933832922714,0.6956975252219112,0.4311727618497549
252,Guernsey,-2.5852779999999997,49.46569,0.04316953842739621,0.019124089272727646,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.22369021520312796,0.24633930407997304,0.2544582896495001
254,Jedburgh,-2.5549369,55.47772,0.07603564672213599,0.16591868010018976,0.16518597904866947
255,Sedbergh,-2.5281740000000004,54.32363,0.053219183880374075,0.10341509101061448,0.2512882872403803
256,Sedbergh,-2.5281740000000004,54.32363,0.053219183880374075,0.10341509101061448,0.2512882872403803
257,Nantwich,-2.524102,53.067190000000004,0.039066440552614455,0.15957971261165274,0.42004781642198846
258,Banff,-2.524038,57.666509999999995,0.17210926693930698,0.1738710858653568,0.13010020751732373
259,Dunbar,-2.516737,56.00209,0.1801419714280604,0.3178597497172919,0.24217071317586997
260,Cinderford,-2.5009579,51.8253,0.22362314061714844,0.22484493949175324,0.22525820005469924
261,Banchory,-2.4909599,57.05386,0.16655186550559847,0.22301844743484087,0.17546665007909087
262,Blackburn,-2.487529,53.748580000000004,0.1810905686663087,0.2269396358362349,0.5705011491072842
263,Market Drayton,-2.483485,52.90355,0.032375830826092585,0.107260274162556,0.2615775274994535
264,Telford,-2.4672611,52.67759,0.15799601556337875,0.1753110007475592,0.5491171107799657
265,Montrose,-2.4661150000000003,56.70692,0.16836485986763214,0.24734758619933395,0.19507147022824636
266,Turriff,-2.4623,57.53893000000001,0.18114249876665636,0.18396511138469754,0.13798765678444708
267,Weymouth,-2.457621,50.61443,0.2808886733267809,0.22897113780351888,0.24836424374374436
268,Crewe,-2.4438209,53.10041,0.07457043808231248,0.16529040391220995,0.5687592030392867
269,Fortuneswell,-2.4422189999999997,50.55919,0.15694095976414096,0.10470452073922897,0.13575496990946315
270,Dorchester,-2.4411810000000003,50.71116,0.307534707398476,0.344761693205137,0.3099999134093038
271,Alston,-2.438685,54.812169999999995,0.026370156599590182,0.08914623146278589,0.17110535366853516
272,Kelso,-2.432207,55.600030000000004,0.09755525407620576,0.2201140452162408,0.18431146001666437
273,Wincanton,-2.416007,51.055690000000006,0.21355005839249772,0.12967286932872987,0.1444053299079489
274,Clitheroe,-2.3930830000000003,53.8711,0.10886427034046835,0.2152701496063385,0.3422149777330235
275,Sark,-2.3666256000000003,49.43007,0.04917319972679872,0.012124917585536623,0.01
276,Bath,-2.3590167,51.38106,0.36070148033777355,0.4136904935814323,0.3868888411178256
277,Kidderminster,-2.2496839,52.3886,0.17077831408265037,0.22381997421775376,0.3604473703246294
278,Manchester,-2.2426305,53.48076,0.6532005692548495,0.33607517237672113,1.0
279,Burnley,-2.2405035,53.78929,0.14889307100547425,0.2309418592983179,0.5208069910233337
280,Gloucester,-2.238156,51.86424,0.2720867064784939,0.4259582661801365,0.44049696879654165
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.08822740500035998,0.1706698000906667,0.4737231999281476
282,Worcester,-2.221575,52.19364,0.190667364795686,0.4207240205904567,0.5135509395998058
283,Trowbridge,-2.208853,51.31966,0.37205126733406496,0.33476711076405924,0.4062370494836816
284,Shaftesbury,-2.198083,51.0046,0.24059039543941926,0.1650490636404001,0.1476504510471801
285,Alderney,-2.1973557,49.715,0.045623415863263114,0.01054090365296447,0.013494256144595365
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.13140190655392137,0.3188910099177929,0.6155741679891075
287,Colne,-2.176991,53.85564,0.07982868653154611,0.0998987665777856,0.42776483761056355
288,Blandford Forum,-2.165353,50.85691,0.17884200310695675,0.16003314566209392,0.13284924664335
