index,placename,longitude,latitude,Y needs X to be Ved,Y needs X Ved,Y needs X Ving
289,Rochdale,-2.1561,53.60971,0.34867228963025165,0.23615394401534867,0.5375569683180782
290,Jersey,-2.13125,49.21444,0.04917319972679872,0.012124917585536623,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.22914820501065555,0.3045341988777866,0.49655050392795863
292,Stafford,-2.12066,52.80669,0.15655552454552601,0.2215687025974238,0.6151786886949258
293,Macclesfield,-2.119287,53.25866,0.2656373470910006,0.17303290126268706,0.5181780238373683
294,Hexham,-2.1121439,54.97266,0.07249918359032934,0.34720462064818514,0.398679622502377
295,Aberdeen,-2.094278,57.149719999999995,0.3673584893169689,0.48357159016414214,0.3998420341453554
296,Dudley,-2.081112,52.51226,0.2259433651348561,0.3228724799849937,0.448653418753008
297,Cheltenham,-2.0782533,51.899390000000004,0.13485429007200614,0.44440390477893843,0.4677702481693979
298,Bromsgrove,-2.061906,52.33559,0.21010029107837183,0.2498871877254882,0.393542991916905
299,Skipton,-2.0162787,53.96285,0.086718023564632,0.13757431943924042,0.3919438442771705
300,Fraserburgh,-2.007631,57.69335,0.15856719700879277,0.19889565551018606,0.16340824698045633
301,Berwick,-2.005395,55.77024,0.1024192513598663,0.22263134342378438,0.24686117020532772
302,Poole,-1.987248,50.71505,0.37230948819895454,0.26473215305498515,0.32060411376452885
303,Walsall,-1.9829189999999999,52.586209999999994,0.25117957381335143,0.3029462159011272,0.46050862429915307
304,Cirencester,-1.968243,51.71849,0.33080075763773115,0.32753983758272853,0.3494053896117152
305,Evesham,-1.9467700000000001,52.09215,0.07149485319489303,0.24616557096640826,0.34448154152594285
306,Buxton,-1.91483,53.259080000000004,0.19088781193740284,0.11204203999559638,0.46146593943217856
307,Keighley,-1.9123580000000002,53.8678,0.09585697105910791,0.1556814867769032,0.5105217510328804
308,Birmingham,-1.8904009999999998,52.48624,0.4305771052885182,0.5581124114765806,0.786622192729639
309,Bournemouth,-1.880769,50.719159999999995,0.4417137799012286,0.350847311374303,0.38385337437586076
310,Halifax,-1.8575400000000002,53.727019999999996,0.13540780364146313,0.14270734282523378,0.48212829033190324
311,Salisbury,-1.794472,51.06878,0.36947436763001046,0.2897523837462248,0.24604482911764272
312,Ringwood,-1.7888169999999999,50.84495,0.31694833514567544,0.20858446982271645,0.2365493058265686
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.1782604950960885,0.1504882411119988,0.7166640976928264
314,Peterhead,-1.784066,57.50812,0.19483473502570064,0.235951487145433,0.20335699691711145
315,Swindon,-1.7797176,51.55577,0.2345092561499723,0.43166493801110095,0.3824172236969903
316,Bradford,-1.759398,53.79598000000001,0.18481019429685444,0.2089125384637925,0.7465156354921957
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.07385479351838277,0.1477885486799372,0.6490070245468201
318,Marlborough,-1.7270619999999999,51.42007,0.1879401280396124,0.197710921774627,0.2660267099171367
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.17994760377236974,0.27533980288380877,0.3691342369662209
320,Alnwick,-1.7062990000000002,55.41274,0.08681409627209612,0.18726974383443765,0.2806369683380724
321,Otley,-1.691786,53.90583,0.07942792681641223,0.10861226291420752,0.39665816921651653
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.10029928431680973,0.18888195552134643,0.3891785735179151
323,Burton upon Trent,-1.6371358999999999,52.81403,0.08057510380286197,0.2275854114080493,0.5399374944947484
324,Newcastle,-1.61778,54.97825,0.2320154274201061,0.5107010217097433,0.7598910882300114
325,Durham,-1.5848520000000001,54.77525,0.14573928616106313,0.3039948327230957,0.5663387028580655
326,Ashington,-1.5659829,55.18298000000001,0.1005177847020078,0.2267060308938659,0.31709432625536577
327,Darlington,-1.559458,54.52361,0.16938036696375125,0.17980588435729988,0.48797225819221907
328,Leeds,-1.5490774,53.80076,0.22321927100115413,0.31576615781458234,0.9607284324102112
329,Harrogate,-1.5418120000000002,53.99211999999999,0.15769275687261666,0.28436263128841116,0.5900127965807134
330,Leamington Spa,-1.5200789,52.28519,0.22951635551114313,0.33615276565374463,0.47724789123464556
331,Coventry,-1.519693,52.40682,0.277574030883686,0.38393498477980986,0.5354032710126159
332,Blyth,-1.510277,55.12696,0.1067435070126371,0.22674793214701394,0.3440029631937487
333,Wakefield,-1.505924,53.6833,0.14301878860547385,0.13305334350991035,0.6702930998401024
334,Andover,-1.4919233,51.2112,0.19611337758769906,0.2584986992567896,0.3045317853780893
335,Witney,-1.4850543999999999,51.785940000000004,0.14330382653747892,0.2590264966180848,0.34825401032622777
336,Barnsley,-1.479726,53.55263000000001,0.18589012126234483,0.10198949480107247,0.647963862392153
337,Derby,-1.4746186000000001,52.92253,0.21687150041215247,0.32283910461469156,0.6039441969306931
338,Sheffield,-1.470085,53.381130000000006,0.31557620448326446,0.17726286125602442,0.9353659526247768
339,Nuneaton,-1.465382,52.52049,0.24169571642670146,0.21503907714725798,0.5251779776531453
340,Northallerton,-1.429959,54.337959999999995,0.0979035186866228,0.15611320546451554,0.3143815210527397
341,South Shields,-1.427406,54.99941999999999,0.1363612141114349,0.29314082998734237,0.4850593069746511
342,Chesterfield,-1.421629,53.23505,0.1584703175622455,0.11905069666172233,0.6347846999177782
343,Southampton,-1.4043508999999998,50.9097,0.5707723182951473,0.47479486995193826,0.44390649069005034
344,Wetherby,-1.384816,53.92706,0.0774893639822175,0.13524547344018636,0.33694174574696334
345,Sunderland,-1.383801,54.90687,0.16003000891449215,0.33230332744784025,0.5366339829107362
346,Rotherham,-1.3635008999999998,53.4326,0.20170942291861518,0.1120150084562856,0.6412147811641039
347,Castleford,-1.345968,53.72346999999999,0.15488370331903104,0.1616437169168147,0.4913869848189511
348,Thirsk,-1.341377,54.23385,0.0902340900407999,0.13711799730263924,0.27990576681445845
349,Banbury,-1.339775,52.0629,0.2330080625836504,0.2073706684662363,0.3478485908322455
350,Stockton,-1.3289821000000002,54.57046,0.1720437108594186,0.21669272908302153,0.4676670400970323
351,Newbury,-1.3231138999999998,51.40141,0.3246538315280479,0.26844208029987093,0.40075257837831935
352,Isle of Wight,-1.304734,50.69385,0.3623441373363915,0.30812388482665676,0.2892508893704853
353,Isle of Wight,-1.304734,50.69385,0.3623441373363915,0.30812388482665676,0.2892508893704853
354,Abingdon,-1.2879528999999998,51.67078,0.18979666780046478,0.24929681488728064,0.36640127895740066
355,Shetland Islands,-1.2659409,60.52965,0.11300251949954959,0.11297319557415869,0.0784905952427925
356,Rugby,-1.265032,52.37088,0.2600629764593103,0.20124596087682625,0.4616995891468483
357,Oxford,-1.2577263,51.75202,0.3503218234242904,0.3949880182196039,0.601815063592593
358,Middlesbrough,-1.234956,54.57423000000001,0.23167213123574862,0.24577669209512387,0.5753107418875643
359,Hartlepool,-1.212926,54.69174,0.18825780836265377,0.19640652606823522,0.43403372740515084
360,Loughborough,-1.206166,52.7721,0.21241079123119724,0.24047926353446414,0.564222401474512
361,Mansfield,-1.198674,53.1472,0.15362919713454892,0.185848859898917,0.5136059790034418
362,Nottingham,-1.1581086,52.95478000000001,0.2743667562061242,0.3748175934039722,0.7981345762793721
363,Bicester,-1.1535898999999998,51.8996,0.19968865551720802,0.19313876804623306,0.2643198259494412
364,Leicester,-1.1397591999999999,52.636880000000005,0.2612750240643962,0.34922267199028767,0.6678255473466609
365,Doncaster,-1.128462,53.522819999999996,0.18849005347278247,0.1465812955787113,0.6587705755756227
366,Worksop,-1.122745,53.3093,0.12711567711826344,0.06731554250072841,0.476287872546385
367,Basingstoke,-1.0923964,51.26654,0.28435235627128647,0.2836492348618361,0.3527122800176135
368,Portsmouth,-1.0879769,50.81977,0.4725322693527557,0.48839945483828656,0.3557073825943297
369,York,-1.0872979,53.95997,0.17128767592722943,0.35881304735800523,0.6580101542867914
370,Selby,-1.067189,53.783519999999996,0.11999466238026987,0.17732284738160928,0.3425165557557594
371,Helmsley,-1.0562636,54.24651,0.040000686950643405,0.06613634565947973,0.1701209419432027
372,Towcester,-0.9896879999999999,52.13511,0.1550410566814827,0.1657541531653902,0.3435551609481677
373,Reading,-0.9781303,51.45426,0.21702130053972374,0.5297512341479597,0.46806007288340234
374,Retford,-0.9455030000000001,53.32136,0.10185188666073978,0.06638824859726233,0.3634949855576672
375,Petersfield,-0.93899,51.00759,0.2211300216743465,0.24333394791587928,0.18997251343773594
376,Northampton,-0.9026559999999999,52.24048,0.29913958103693544,0.2907922514421456,0.5737129934480107
377,Melton Mowbray,-0.887126,52.7664,0.14479959598254616,0.14833565590110973,0.35445439759552566
378,Aylesbury,-0.8084,51.81561,0.22736074527186229,0.3400114655854793,0.43176541824845377
379,Newark-on-Trent,-0.80657,53.070040000000006,0.15977825993005723,0.2296748733532991,0.4806297287415368
380,Malton,-0.7978970000000001,54.13684,0.10638470819168026,0.1595383457244703,0.2830862166254795
381,Chichester,-0.774936,50.83761,0.302530531773308,0.23863441835214205,0.2885833144971384
382,Gainsborough,-0.774465,53.400580000000005,0.087743469804506,0.07100879950278814,0.35751394981560436
383,Milton Keynes,-0.7594171,52.040620000000004,0.22876668213377224,0.26057260895855244,0.6224504431052555
384,Aldershot,-0.7557509,51.24837,0.23910746789512263,0.4277178425410905,0.36015288803537726
385,High Wycombe,-0.748229,51.628609999999995,0.24260147601622553,0.38427057933047126,0.32539029533848096
386,Midhurst,-0.737274,50.9869,0.20649971444435536,0.25101194630127394,0.17799807553111904
387,Kettering,-0.7302489999999999,52.39632,0.19354963838286715,0.15844231970940473,0.4640912779120437
388,Wellingborough,-0.693964,52.30242,0.13873697391303144,0.181405327386443,0.4059238549552894
389,Corby,-0.6842333,52.4923,0.16713458860692526,0.11943173289706216,0.48213035308788554
390,Bognor Regis,-0.673061,50.783,0.22008216070372133,0.2421038543182017,0.30661231348338297
391,Scunthorpe,-0.654413,53.58865,0.20229130611789167,0.2212197826020243,0.3971514047036989
392,Grantham,-0.643582,52.912519999999994,0.12454466319872375,0.20198534560726236,0.39552636954088033
393,Whitby,-0.613347,54.48633,0.14668396471070275,0.13647366245176012,0.30812278867880294
394,Slough,-0.5950406,51.51054,0.44269949411016896,0.3363324962767591,0.31856456558020985
395,Guildford,-0.570409,51.23622,0.23816410843799737,0.44930338482537474,0.3297119805105045
396,Woking,-0.5600349,51.31677,0.3822883401989424,0.4711560685895807,0.38476189836923447
397,Lincoln,-0.540579,53.23069,0.2421611640197177,0.2938143519949234,0.5442773737075137
398,Bedford,-0.46677820000000003,52.13864,0.28157608936194967,0.2578275522781111,0.47144957627429934
399,Heathrow,-0.4542955,51.47002,0.5609012081963772,0.46610426939958177,0.34952072990585137
400,Driffield,-0.443377,54.006,0.08566616976647322,0.15753800909792587,0.24583705332184141
401,Beverley,-0.435093,53.84196,0.1858365965107917,0.22466519893291567,0.4133956761473073
402,Luton,-0.4200255,51.87867,0.2903987960279654,0.39191075160726946,0.41319312492635796
403,Scarborough,-0.399752,54.28311,0.15181508498319313,0.23367666669250642,0.4007473111759725
404,Worthing,-0.372882,50.81787,0.35028990853650027,0.3556707734375053,0.3514197871347645
405,Dorking,-0.332378,51.2322,0.24496450712554682,0.35338924305290004,0.3735292415648215
406,Hull,-0.3274198,53.767619999999994,0.2501193898852131,0.3593090539428203,0.5965899172313897
407,Horsham,-0.325858,51.06288,0.18991251895674802,0.27658009356126717,0.3031069692019971
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.1989761837194377,0.16143775836857732,0.2759688583297609
409,Peterborough,-0.2405299,52.5695,0.1636105173513455,0.19960742978402238,0.651915327065725
410,Welwyn Garden City,-0.208661,51.80317,0.5296855620422453,0.36158418449594426,0.5043995398391499
411,Bridlington,-0.198802,54.08535,0.09462674926147223,0.1957386847161599,0.2980338694615861
412,Stevenage,-0.19661199999999998,51.90376,0.29157387289113795,0.3398882727337744,0.3366660386685354
413,Crawley,-0.18722750000000002,51.109140000000004,0.17158470182954008,0.3622651643454436,0.3788686827603262
414,Huntingdon,-0.182552,52.33146,0.12724559313793432,0.10058426389949998,0.39584944512691356
415,Hove,-0.168749,50.82793,0.2547379990119624,0.2797057074873663,0.3104820840721212
416,Spalding,-0.1537024,52.7901,0.05796641090269474,0.14294188543048547,0.4552016415267428
417,Brighton,-0.137163,50.82253,0.4307967845984807,0.48453024994844796,0.5290631402412178
418,London,-0.12775830000000002,51.50735,1.0,0.9823996375453439,0.8740334751046511
419,Grimsby,-0.08078400000000001,53.56746999999999,0.20767962189953687,0.26000785601412046,0.422595638102335
420,Boston,-0.026576999999999996,52.97894,0.07331537434124424,0.2050609373571182,0.5676783378714532
421,Royston,-0.024066,52.048140000000004,0.16478023004692235,0.12376903944512975,0.2642255137732635
422,Louth_Lincs,-0.007711,53.36596,0.14590844821225418,0.1322671646528966,0.31401862379272066
423,Lewes,0.00878,50.873870000000004,0.2023801961742831,0.28332847390370414,0.2954427682758373
424,Chatteris,0.054012,52.4561,0.06589747624141898,0.05748682306091865,0.277198572200611
425,Uckfield,0.095913,50.966409999999996,0.24392060205396268,0.24932381806456744,0.32573434572012094
426,Cambridge,0.12181700000000001,52.20534,0.34234269136067363,0.32965333346997183,0.6635377047412633
427,Bishop's Stortford,0.15365020000000001,51.87216,0.37041809092444944,0.2984027673178683,0.24697250587151684
428,Wisbech,0.158797,52.66631999999999,0.12923098147897905,0.0915496607942934,0.30687368388150166
429,Sevenoaks,0.190898,51.27241,0.2115352221320711,0.3791685680925159,0.4297064799310273
430,Tunbridge Wells,0.26369499999999996,51.13238,0.25422666875321115,0.3467430999261745,0.3445284787950525
431,Eastbourne,0.29047199999999995,50.768029999999996,0.24830012691698103,0.2146100576499807,0.39805952091316693
432,Brentwood,0.30717490000000003,51.620470000000005,0.5114281006960771,0.6821940987693843,0.350199419235743
433,Skegness,0.337881,53.1464,0.10884059907105033,0.08258008320058477,0.35769886605139944
434,Downham Market,0.385472,52.606609999999996,0.12904812060284213,0.09790232481404183,0.2218663702244585
435,King's Lynn,0.4022963,52.75168000000001,0.14909646061619133,0.1764480677552171,0.3978269738054385
436,Bexhill,0.4662071,50.849909999999994,0.18152933465614604,0.13781753513329031,0.2909433490404788
437,Chelmsford,0.4685497,51.73559,0.25891584212201646,0.39700635180325083,0.25400648513065
438,Mildenhall,0.5156095,52.347570000000005,0.21409388155406645,0.1289320543692658,0.3596653853683333
439,Medway,0.5417860999999999,51.404740000000004,0.22134949096749482,0.3523559239513778,0.28679513769792614
440,Braintree,0.5509269,51.88009,0.23540653612541018,0.21406168994783956,0.29343649367235347
441,Gillingham,0.551438,51.38632,0.3352648675035887,0.5590037622542846,0.4155653401170031
442,Hastings,0.573453,50.85426,0.237931633887059,0.21762705836769097,0.35608905483315995
443,Maldon,0.6714479999999999,51.731809999999996,0.2562099637090853,0.31855791895963403,0.21504412883870136
444,Southend,0.7077123000000001,51.54593,0.28814039269404923,0.4317437007685519,0.32707897652963075
445,Bury St Edmunds,0.7104931999999999,52.24292,0.33169625144428616,0.2057208110048006,0.48752734372496526
446,Thetford,0.751657,52.412859999999995,0.166665175046568,0.13370566860709712,0.2836554355946478
447,Ashford,0.8750190000000001,51.14647,0.18516940454101685,0.26992360160495465,0.3217378549195252
448,Faversham,0.889358,51.31599,0.17892037598525778,0.25776284214228795,0.3001281059815447
449,Colchester,0.891874,51.89593,0.3559727498076985,0.23992070793227516,0.4447721666861445
450,New Romney,0.939473,50.98512,0.12462390867998421,0.14806466301856872,0.2070134155058493
451,Canterbury,1.0789089,51.280229999999996,0.21645269872555106,0.3673749061683638,0.3989168863482398
452,Ipswich,1.14822,52.056740000000005,0.28365517424102327,0.32037303362255787,0.45352752851099726
453,Clacton,1.153035,51.78953,0.21652384181060536,0.17615161918373348,0.23192613447259644
454,Folkestone,1.169456,51.0814,0.17442095060149085,0.2540086393574999,0.3174841518673326
455,Sheringham,1.2109589,52.944419999999994,0.09308625526376495,0.12904479939728886,0.1868113149832286
456,Harwich,1.260297,51.93473,0.13543487802402487,0.1409100076562175,0.20510900698598283
457,Norwich,1.297355,52.63089,0.2791615793248825,0.39048181506331775,0.6027642134780976
458,Cromer,1.301866,52.93145,0.12952974613579601,0.18175569521525414,0.2532944044229248
459,Cromer,1.301866,52.93145,0.12952974613579601,0.18175569521525414,0.2532944044229248
460,Dover,1.3134027,51.12788,0.11812696384571121,0.279829012048721,0.2737315654083103
461,Felixstowe,1.3512549999999999,51.961729999999996,0.17146752622606418,0.19607065877619972,0.2586697267883417
462,Margate,1.3868339,51.38965,0.13038550312311428,0.3202060907184842,0.2963633547441449
463,Ramsgate,1.4198950000000001,51.33555,0.17991151769625188,0.2752842312820482,0.2887924137241943
464,Great Yarmouth,1.728047,52.59823000000001,0.1605272322471842,0.24879837353286507,0.3360383085175
465,Lowestoft,1.7534490000000003,52.48114,0.16879710251439692,0.26167979432890043,0.3522101427859617
466,Swaffham,0.687481,52.64747,0.11752418394059619,0.10333043261878817,0.22081146843385802
467,Dereham,0.9378270000000001,52.681619999999995,0.2364947112789953,0.29789358642144725,0.4481279511181387
468,Ely,0.262363,52.39954,0.18190654687110655,0.12654115914721129,0.3336865603571744
469,March,0.088622,52.551719999999996,0.12307100575148926,0.0859255951150081,0.28513385915621087
470,St Neots,-0.26510300000000003,52.23008,0.13707782802340426,0.11683035366470029,0.3270350019736207
471,Banham,1.0402849,52.45125,0.1481121075725353,0.18508864106922096,0.29509887823430625
472,Holt,1.086747,52.90936,0.12944918477752843,0.1816391734095493,0.25314743804130413
473,Hunstanton,0.49103199999999997,52.93891,0.039027405285966335,0.10120522707529618,0.2019941652529091
474,Horncastle,-0.11245,53.20731,0.07622911765461843,0.09236686998988793,0.2800426123783874
475,Market Weighton,-0.6677465,53.86484,0.09940268272297693,0.11445643707186931,0.2336651522790171
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.05296705713573888
477,Reeth,-1.9428115000000001,54.38946,0.07523051239498907,0.13916285010574228,0.3061395203075653
478,Aysgarth,-1.9967433999999997,54.29159,0.019678461633121765,0.06893896488539601,0.17359554261771976
479,Stanhope,-2.011302,54.74946,0.09906375846487153,0.20545373680165155,0.4243024017957308
480,Keswick,-3.134706,54.60128,0.07863708895191844,0.1027618967710482,0.2645771400179041
481,Oxenholme,-2.7243327999999996,54.30134,0.049004078729297906,0.0829300443426783,0.20608618187404623
