index,placename,longitude,latitude,goal_theme_ditransitive,prepositional_dative,theme_goal_ditransitive
118,Launceston,-4.360451599999999,50.636829999999996,0.09727461460903661,0.17300417296994466,0.07305919763733347
119,Carmarthen,-4.312131,51.857620000000004,0.10189522263037251,0.24953549095341937,0.08310872109132054
120,Llangefni,-4.311401999999999,53.255790000000005,0.22408489682300384,0.1519545276813323,0.17408942645703923
121,Caernarfon,-4.273911,53.13955,0.189096289889987,0.14262946116299258,0.1896487438346294
122,Cumnock,-4.265828900000001,55.45355,0.4018741691035321,0.12165398587655547,0.03158927054468501
123,Aberaeron,-4.2581619,52.24279,0.05132093778078395,0.1486235396840009,0.0667968722879268
124,Alness,-4.256825,57.69595,0.29629638799551733,0.10753985255804001,0.062552706684319
125,Glasgow,-4.251806,55.86424,1.0,0.35656229688512164,0.10434606290097825
126,Dalwhinnie,-4.242783,56.9366,0.11363360576095811,0.01,0.014285669951783769
127,Inverness,-4.224721,57.47776999999999,0.44663421625092253,0.20648143092396093,0.11585646189875934
128,Saltash,-4.21643,50.409209999999995,0.0986232288435653,0.17055108995125054,0.08906723407652539
129,Bideford,-4.206666,51.01668,0.13972709107134165,0.1938731395024945,0.07523303167487529
130,Invergordon,-4.1728819999999995,57.688109999999995,0.306570350836319,0.10253055960079491,0.0751431854908467
131,Llanelli,-4.160248,51.680890000000005,0.09554826579288533,0.2800060774037362,0.12931344943114265
132,Plymouth,-4.1426565,50.37546,0.20478225564206806,0.37945360561196745,0.19410838148596396
133,Tavistock,-4.141654,50.551120000000004,0.11149372857672653,0.19587799669815648,0.10180220443632525
134,Porthmadog,-4.1333839999999995,52.92784,0.12316741447002193,0.14228091998519654,0.18668752872504127
135,Bangor,-4.129263,53.22739,0.25171746157283265,0.18468446749840253,0.2843548161869475
136,Tywyn,-4.087249,52.58701,0.05691048404049659,0.0909646097679339,0.11415721770936493
137,Aberystwyth,-4.08292,52.4153,0.08497266652237113,0.26523571688277126,0.14023395277388262
138,Lampeter,-4.0785089999999995,52.1129,0.06969100400699624,0.17061648534096802,0.03673555351314819
139,Barnstaple,-4.058338,51.07816,0.18297546461404238,0.24704048613841534,0.09216817818704244
140,Tain,-4.05523,57.8115,0.2263055279137846,0.06692064126027619,0.05203929698354965
141,Okehampton,-4.004263,50.73831,0.08274428081300944,0.15248038902397903,0.060735777263936794
142,Llandeilo,-3.9914300000000003,51.88469,0.08799017904082641,0.2128694581094858,0.07052941077832768
143,Motherwell,-3.9810968,55.78321,0.6294497142894675,0.20382845486558548,0.07201559520263073
144,Golspie,-3.976086,57.97341,0.09359393315860938,0.01,0.013838827871341173
145,Airdrie,-3.9625660000000003,55.86626999999999,0.5372716727829737,0.1723803072422983,0.08078798835972364
146,Swansea,-3.9436459999999998,51.62144,0.0965699345265631,0.4657738502413847,0.13075760839035072
147,Stirling,-3.9369029,56.116519999999994,0.6165373414721884,0.17223950995239182,0.08492102746419508
148,Tregaron,-3.934385,52.22,0.0701055065249626,0.15967706224567388,0.05434989257186443
149,Tregaron,-3.934385,52.22,0.0701055065249626,0.15967706224567388,0.05434989257186443
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.22934653659032336,0.09806993040947963,0.05860060571527253
151,Dolgellau,-3.8844,52.74215,0.062024008953316834,0.0760452055542817,0.1788344655439771
152,Aberfeldy,-3.866969,56.62175,0.40816456245982746,0.0610595531520986,0.06900857740433468
153,Machynlleth,-3.853485,52.59027,0.06127921470922011,0.09973346614708818,0.21507116799976875
154,Brora,-3.8525480000000005,58.012159999999994,0.19849507900755153,0.05458238673600075,0.04403417733745497
155,Llandudno,-3.827609,53.324059999999996,0.2454762207235583,0.16845346012417575,0.1770683338912807
156,Llandudno,-3.827609,53.324059999999996,0.2454762207235583,0.16845346012417575,0.1770683338912807
157,Aviemore,-3.823812,57.19449,0.287285973306122,0.08534366461837063,0.06662472371238064
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.18495214461919524,0.06912733885250526,0.04276058830679824
159,Falkirk,-3.7839131,56.00188000000001,0.5873403310180797,0.19057371436350476,0.067746656241049
160,Kingsbridge,-3.777493,50.28395,0.11582392082767828,0.1722952300193329,0.09263465632538301
161,Pitlochry,-3.729711,56.70436,0.24558250201094262,0.07386936537292861,0.029366180836192968
162,Colwyn Bay,-3.72764,53.29318000000001,0.21135039520329274,0.14071605825477054,0.22604963889552787
163,Totnes,-3.685797,50.43374,0.1153304653750866,0.19276992392797943,0.06157687818284665
164,Grantown-on-Spey,-3.609628,57.33041,0.22834178640326372,0.0544923376714488,0.04804183500035149
165,Dumfries,-3.60512,55.070859999999996,0.3408511128663748,0.18009143367512784,0.08977234135929925
166,Whitehaven,-3.589233,54.5497,0.11511089871335743,0.15817666759142412,0.2806222212862756
167,Dartmouth,-3.578807,50.35252,0.0982692588504666,0.1606885865359042,0.05085843488501095
168,Bridgend,-3.576945,51.504290000000005,0.07750128661451161,0.37703667962384235,0.05628910501202884
169,Paignton,-3.564235,50.43508,0.15710907712913058,0.2713290655408471,0.08782365507414196
170,Workington,-3.5427519999999997,54.64357,0.13416531357360484,0.15063909509722215,0.27020713795996837
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.022025099697580687,0.10692787784826274,0.17878823464521232
172,Exeter,-3.533899,50.71841,0.2389417584516099,0.42520457577608256,0.1392337914791574
173,Torquay,-3.525315,50.46192,0.15479296169140663,0.2810834052529556,0.08636858947687394
174,Thurso,-3.5220800000000003,58.59356999999999,0.2857614466361175,0.09329857786403817,0.0691534307627452
175,Livingston,-3.518068,55.90071,0.5148108504823644,0.21384357127785245,0.0641032261674259
176,Rhyl,-3.4916339999999995,53.319140000000004,0.21109589815000432,0.14423317553449652,0.20436805572060263
177,Tiverton,-3.491207,50.90205,0.15796197116056032,0.1837357037171786,0.07802527656149161
178,Tiverton,-3.491207,50.90205,0.15796197116056032,0.1837357037171786,0.07802527656149161
179,Minehead,-3.481152,51.20428,0.06893691735262333,0.1672956986105517,0.0703615359793941
180,Dunfermline,-3.452151,56.071740000000005,0.4981534221839485,0.20100414867844138,0.061576360762620796
181,Perth,-3.4308381000000003,56.39499,0.37892662563379886,0.12177955898399748,0.040662671124535726
182,Prestatyn,-3.4076129999999996,53.33651,0.18787443517394992,0.12496146200095991,0.1714046560300518
183,Builth Wells,-3.4045919999999996,52.15002,0.03178292147304198,0.19736265164931627,0.07167645832904075
184,Braemar,-3.3979439,57.00646999999999,0.10498846364498166,0.01,0.012180042949615597
185,Brecon,-3.391463,51.94895,0.09421983443307462,0.22533104212615956,0.030591291095559383
186,Merthyr Tydfil,-3.381646,51.74873,0.08984790768441347,0.423552027262599,0.06676047984405585
187,Llandrindod Wells,-3.377742,52.2417,0.02714152270374829,0.15579543051666905,0.11830059399551669
188,Corwen,-3.369242,52.98005,0.11412943563028001,0.06484651339144266,0.16096459058231077
189,Cockermouth,-3.367985,54.66326,0.09371884930870579,0.11892566835577288,0.21416562707772074
190,Lockerbie,-3.349008,55.122240000000005,0.31049582882552856,0.15746221678158778,0.08744727722080851
191,Blairgowrie,-3.3378318,56.58941,0.3099390757218673,0.09612313416881904,0.030703606676548225
192,Elgin,-3.318485,57.64945,0.4658029011563688,0.15929952618951007,0.11620706974993664
193,Newtown,-3.313106,52.51211,0.031071016375541924,0.09435332240731248,0.2330767736089163
194,Ruthin,-3.3103108,53.114869999999996,0.17366839504724246,0.11674583303820711,0.19342555511622417
195,Ruthin,-3.3103108,53.114869999999996,0.17366839504724246,0.11674583303820711,0.19342555511622417
196,Sidmouth,-3.2375599999999998,50.67865,0.11149150120519134,0.18813183562194719,0.05916510548394182
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.05538954804560359,0.229580957773183,0.31991678157533465
198,Peebles,-3.1936419999999996,55.65306999999999,0.2945267188361894,0.12260274439030523,0.019493024016729133
199,Edinburgh,-3.1882669999999997,55.95325,0.7836856287704039,0.3755981205947241,0.12427951288344896
200,Cardiff,-3.17909,51.48158,0.12219623887665793,0.5905834807172246,0.1305883804656286
201,Llangollen,-3.1716599999999997,52.96921,0.12311741138936667,0.08178622616579526,0.2049363657040307
202,Kirkcaldy,-3.158137,56.11682,0.5771083254438427,0.21287052905090917,0.062251019304826204
203,Welshpool,-3.146407,52.66035,0.0485262248632597,0.10989092379789141,0.350813732843045
204,Mold,-3.1419029999999997,53.1672,0.21867256831938175,0.17311741067899952,0.26862559956957976
205,Mold,-3.1419029999999997,53.1672,0.21867256831938175,0.17311741067899952,0.26862559956957976
206,Taunton,-3.106849,51.01534,0.12463785913733784,0.31853954827132813,0.05918343627786246
207,Wick,-3.093716,58.43894,0.2839837880968642,0.08397563775862654,0.06570755528641002
208,John o' Groats,-3.0688997000000002,58.63734,0.09723494279966033,0.01,0.013838827871341173
209,Dalkeith,-3.066606,55.893119999999996,0.4450959530690576,0.18861488952723537,0.06259416041602554
210,Oswestry,-3.056412,52.85715,0.02735009156103213,0.16698733650395547,0.38734329192395506
211,Blackpool,-3.0356748,53.81751,0.17106685040814193,0.3103117045292104,0.36660379860283443
212,Birkenhead,-3.023009,53.389990000000004,0.3120005420560923,0.2542369126373548,0.3370368863510597
213,Cupar,-3.010137,56.32023,0.3249403096183535,0.09679478113962027,0.03187227873933508
214,Southport,-3.010113,53.64571,0.27097964870490515,0.22351522596714055,0.2576043811803878
215,Bridgwater,-3.003632,51.12789,0.053435343728506196,0.376651685121815,0.1507863432294622
216,Langholm,-2.998913,55.153059999999996,0.1585736255760349,0.07056739376689818,0.07837111125932854
217,Newport,-2.997664,51.58415,0.061841229543332814,0.4166062598371153,0.13965767853251537
218,Axminster,-2.9949369999999997,50.78273,0.11996542358947605,0.19832434222118667,0.066759326129806
219,Wrexham,-2.9924939999999998,53.043040000000005,0.2352802741206283,0.18568270176800436,0.39519081901382636
220,Liverpool,-2.9915726,53.40837,0.518134819308976,0.4087237860586176,0.39374020213309197
221,Weston-super-Mare,-2.977255,51.347409999999996,0.04771755204218878,0.34438819950127486,0.12134799720509581
222,Dundee,-2.9707209999999997,56.462019999999995,0.6116106636748121,0.23454590109750387,0.08033725715008211
223,Kirkwall,-2.9622491,58.984669999999994,0.2966756031739688,0.08923359357397782,0.06923265497625887
224,Ambleside,-2.961333,54.428740000000005,0.08658262491863532,0.18769298658368969,0.29790365262313134
225,Orkney Islands,-2.9605206,58.980940000000004,0.3037408735288088,0.09216058858009595,0.07119500489904283
226,Lyme Regis,-2.936639,50.725159999999995,0.09454849253653685,0.18573918799101605,0.061221611073911296
227,Carlisle,-2.932931,54.892469999999996,0.3067615680437368,0.251325342310361,0.29993440814816885
228,Chester,-2.893075,53.19339,0.2627165124753406,0.25503112253432575,0.42650536840569503
229,Forfar,-2.889062,56.64356,0.34374811452874016,0.13594371733502705,0.03903202911437311
230,Morecambe,-2.864968,54.074169999999995,0.07993790755471981,0.1744543641483015,0.3046049613786829
231,Selkirk,-2.838524,55.55066,0.324898852966574,0.15441363230179592,0.029768697697533257
232,Galashiels,-2.814449,55.62373,0.33893143571768347,0.13572545895448798,0.024577970389440488
233,Lancaster,-2.8007399,54.046569999999996,0.1063275845439111,0.23879727242337442,0.402137487456462
234,St Andrews,-2.7967214,56.339780000000005,0.43313370146800434,0.13312668892388058,0.04589738897299141
235,Hawick,-2.780914,55.42706,0.247835569247737,0.13925348759231285,0.03548179987310051
236,Bridport,-2.758301,50.733579999999996,0.09659912325563856,0.1868627933303865,0.08498184871782283
237,Shrewsbury,-2.7553267999999997,52.7073,0.04695608876535615,0.26360819862807605,0.5747720827448342
238,Penrith,-2.752708,54.6641,0.19358393707962865,0.2647591487257808,0.22462683465732455
239,Kendal,-2.74629,54.32801,0.07676608483737174,0.23041386124964455,0.32282906734020395
240,Street,-2.7429189999999997,51.12468,0.029074587883730352,0.1770190174194879,0.05822991361832621
241,Glastonbury,-2.718454,51.14743,0.034540895701410015,0.20977819171093617,0.06946886681143466
242,Hereford,-2.715974,52.0564,0.09077374930055108,0.3035051734437354,0.2188474847094703
243,Ludlow,-2.7139129,52.36775,0.04068354727061688,0.15874311208432823,0.33742129478611776
244,Preston,-2.70309,53.7632,0.1622683415085482,0.33755259023050277,0.48677326560350415
245,Whitchurch,-2.682045,52.96872,0.01,0.13182251612436213,0.3212206784732149
246,Wells,-2.6445979,51.20935,0.047623353392968165,0.23660849617537288,0.07923625058474655
247,Yeovil,-2.633308,50.94206,0.070271779633312,0.28101458233132176,0.1453625130586057
248,Wigan,-2.6325074,53.54506,0.2223160903809872,0.28586130564549966,0.6578680752613111
249,Warrington,-2.5969501,53.39004,0.1896712784129947,0.3055924102749614,0.6981813733270931
250,Arbroath,-2.591543,56.55911,0.3646880960815689,0.152690884693418,0.03934273820066894
251,Bristol,-2.58791,51.45451,0.12490237104990702,0.5972972747972516,0.19734756620893898
252,Guernsey,-2.5852779999999997,49.46569,0.026360780827862005,0.034824254130944456,0.012915977212176147
253,Ross-on-Wye,-2.582446,51.91445,0.05520384969991484,0.2540895874079466,0.15638009405149783
254,Jedburgh,-2.5549369,55.47772,0.2051711091431405,0.109795154880264,0.0270176006700526
255,Sedbergh,-2.5281740000000004,54.32363,0.06791957853240432,0.11794558828660065,0.18708219796443773
256,Sedbergh,-2.5281740000000004,54.32363,0.06791957853240432,0.11794558828660065,0.18708219796443773
257,Nantwich,-2.524102,53.067190000000004,0.01,0.1787807194164228,0.3745782801457217
258,Banff,-2.524038,57.666509999999995,0.2809338197375193,0.08668181531582342,0.06486043894711506
259,Dunbar,-2.516737,56.00209,0.4217554816162871,0.16511699021277784,0.0184187912058975
260,Cinderford,-2.5009579,51.8253,0.051338302481897066,0.23590259943943684,0.14565066724236114
261,Banchory,-2.4909599,57.05386,0.2740969245021129,0.13697930145603246,0.04527258802955667
262,Blackburn,-2.487529,53.748580000000004,0.15205633454554196,0.22021764919172498,0.5349854441492675
263,Market Drayton,-2.483485,52.90355,0.01845538240862908,0.11851990370081238,0.2393431642057576
264,Telford,-2.4672611,52.67759,0.06896460876519048,0.19637656086157412,0.582645200099027
265,Montrose,-2.4661150000000003,56.70692,0.32635116253467894,0.14040745023126716,0.03490629932411718
266,Turriff,-2.4623,57.53893000000001,0.2732452031838059,0.10676492021661312,0.048293564739856555
267,Weymouth,-2.457621,50.61443,0.10735308158138618,0.2586980377825351,0.11380340272790754
268,Crewe,-2.4438209,53.10041,0.029769649904846544,0.23866042695495618,0.4365987006937431
269,Fortuneswell,-2.4422189999999997,50.55919,0.06254608090150457,0.14260437669210624,0.06313463368202266
270,Dorchester,-2.4411810000000003,50.71116,0.09895117765386068,0.32168924585991443,0.19376598575257678
271,Alston,-2.438685,54.812169999999995,0.11552536748967122,0.07744061467055727,0.08947058710219549
272,Kelso,-2.432207,55.600030000000004,0.2710499146525342,0.12194966492604976,0.030509929826919618
273,Wincanton,-2.416007,51.055690000000006,0.04315159640755483,0.17953416368626804,0.07865987704723455
274,Clitheroe,-2.3930830000000003,53.8711,0.10319895579767906,0.16854686876270314,0.320785948553747
275,Sark,-2.3666256000000003,49.43007,0.027683718733913166,0.03585150372877651,0.01
276,Bath,-2.3590167,51.38106,0.13482649452246756,0.3978786419983722,0.18039396654678377
277,Kidderminster,-2.2496839,52.3886,0.05526171857750293,0.20433176655517934,0.3720443347655942
278,Manchester,-2.2426305,53.48076,0.3031879607108885,0.427984969976257,1.0
279,Burnley,-2.2405035,53.78929,0.17028472690713004,0.2071839959362156,0.4515685533699638
280,Gloucester,-2.238156,51.86424,0.11751848936010362,0.3721034227765839,0.27493196032409617
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.034292405310849886,0.21668811584408262,0.37743929097019313
282,Worcester,-2.221575,52.19364,0.09593978752322505,0.32322999125020874,0.45577806065191756
283,Trowbridge,-2.208853,51.31966,0.12214466721085317,0.38934130845744996,0.16690821129061903
284,Shaftesbury,-2.198083,51.0046,0.05168464108307181,0.20524591756551722,0.06880722400164639
285,Alderney,-2.1973557,49.715,0.02863855793137791,0.03688492930756132,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.04908011566382578,0.3083520053437567,0.5195786461690964
287,Colne,-2.176991,53.85564,0.214046757704862,0.1155427291310196,0.30720764579776505
288,Blandford Forum,-2.165353,50.85691,0.043550410640003964,0.18241711137300995,0.05298118447709948
289,Rochdale,-2.1561,53.60971,0.19382079811831054,0.23985240415479306,0.5663933209711545
290,Jersey,-2.13125,49.21444,0.031661189501799525,0.03511504146513456,0.01
