index,placename,longitude,latitude,goal_theme_ditransitive,prepositional_dative,theme_goal_ditransitive
291,Wolverhampton,-2.12882,52.586969999999994,0.07045461027810358,0.2809284120584425,0.4856142308845286
292,Stafford,-2.12066,52.80669,0.07304184356332476,0.30290109454745207,0.4199498669802054
293,Macclesfield,-2.119287,53.25866,0.1507333957277169,0.21807716467738372,0.49087739965093463
294,Hexham,-2.1121439,54.97266,0.2696962612267681,0.2219334964472458,0.1772434829262598
295,Aberdeen,-2.094278,57.149719999999995,0.560528533852107,0.3052724633041041,0.07210039547539472
296,Dudley,-2.081112,52.51226,0.07363470038599276,0.26376456328220665,0.4801410514260627
297,Cheltenham,-2.0782533,51.899390000000004,0.1551900502437994,0.3296014741493101,0.2745791480785692
298,Bromsgrove,-2.061906,52.33559,0.0874251054705008,0.23206029192726546,0.374604227791025
299,Skipton,-2.0162787,53.96285,0.29585235410194205,0.12081087058593604,0.19873319460394512
300,Fraserburgh,-2.007631,57.69335,0.27160368295216497,0.11833111929846479,0.047922309460399146
301,Berwick,-2.005395,55.77024,0.25265501937701385,0.14973959290079047,0.06986123641711525
302,Poole,-1.987248,50.71505,0.10401793160828122,0.34691687418847433,0.1040788810729078
303,Walsall,-1.9829189999999999,52.586209999999994,0.07319609271648153,0.2766050482903195,0.46356137199578323
304,Cirencester,-1.968243,51.71849,0.11008540047120333,0.33207344564350677,0.21213672791897722
305,Evesham,-1.9467700000000001,52.09215,0.04925008321143084,0.19902254843379624,0.2951694084662397
306,Buxton,-1.91483,53.259080000000004,0.10012890580212339,0.17351403558967582,0.4463233644516224
307,Keighley,-1.9123580000000002,53.8678,0.3504434979583164,0.1503449784106263,0.2541361854916075
308,Birmingham,-1.8904009999999998,52.48624,0.12974462419179678,0.47016806227955804,0.7966466475309542
309,Bournemouth,-1.880769,50.719159999999995,0.13346497949086533,0.42424515882198083,0.11166855465626507
310,Halifax,-1.8575400000000002,53.727019999999996,0.3294087217680755,0.1516597901110671,0.25853932749075675
311,Salisbury,-1.794472,51.06878,0.0626977604803247,0.33729560706788714,0.09685846345549477
312,Ringwood,-1.7888169999999999,50.84495,0.08934473158875161,0.27908048241978595,0.0717548158694038
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.41119001370317865,0.20823710359597747,0.39577538669502876
314,Peterhead,-1.784066,57.50812,0.3040049038823943,0.15854900544675044,0.03391375889987269
315,Swindon,-1.7797176,51.55577,0.128156969781365,0.3509983274901999,0.20762651092900694
316,Bradford,-1.759398,53.79598000000001,0.5138162011363322,0.22387632347067113,0.3527822316494937
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.09941741965968198,0.28748046588016624,0.31250391122915017
318,Marlborough,-1.7270619999999999,51.42007,0.1077191345289192,0.2184276121057608,0.12283066957583628
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.0785063256659221,0.2450065998563748,0.310911236129525
320,Alnwick,-1.7062990000000002,55.41274,0.2115708308324785,0.144612881810745,0.1226757281433968
321,Otley,-1.691786,53.90583,0.290562925066712,0.11221489338716051,0.19499482338604923
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.25730778179047914,0.1771895895971575,0.1500666289228914
323,Burton upon Trent,-1.6371358999999999,52.81403,0.10255736128873547,0.2197961737806852,0.44557204847725923
324,Newcastle,-1.61778,54.97825,0.5161656127475651,0.37810053317687464,0.3265305674483027
325,Durham,-1.5848520000000001,54.77525,0.3558262412704544,0.2751422025703398,0.1942591703610333
326,Ashington,-1.5659829,55.18298000000001,0.2387656859939429,0.16718034536444046,0.13983994573317213
327,Darlington,-1.559458,54.52361,0.29374080939597424,0.22273570841888354,0.18120618292788288
328,Leeds,-1.5490774,53.80076,0.6828262800982727,0.2887594205672004,0.44903176282611657
329,Harrogate,-1.5418120000000002,53.99211999999999,0.42846917370820264,0.2232070966520744,0.2849633653670213
330,Leamington Spa,-1.5200789,52.28519,0.08904678023073098,0.307661072480735,0.39709061457934075
331,Coventry,-1.519693,52.40682,0.11656153292247184,0.32549770932954347,0.5038503158764356
332,Blyth,-1.510277,55.12696,0.22880790165884396,0.1847650407699514,0.14593315128254
333,Wakefield,-1.505924,53.6833,0.39153007855902966,0.18133188859018332,0.3717572166845363
334,Andover,-1.4919233,51.2112,0.10166052381291146,0.273155355231064,0.10736612974657382
335,Witney,-1.4850543999999999,51.785940000000004,0.07881853976747276,0.2575479293588727,0.18770616372560534
336,Barnsley,-1.479726,53.55263000000001,0.1927925501590295,0.14215694158514625,0.6845434477737
337,Derby,-1.4746186000000001,52.92253,0.14166438937379314,0.2887319153649944,0.5467407053835237
338,Sheffield,-1.470085,53.381130000000006,0.2135992329170663,0.26066048081885773,0.9570356545539977
339,Nuneaton,-1.465382,52.52049,0.11287660155828758,0.26877966600991315,0.42252133859784574
340,Northallerton,-1.429959,54.337959999999995,0.14666233076408497,0.17278376636223777,0.1390065602051907
341,South Shields,-1.427406,54.99941999999999,0.31203288777280835,0.24409278566137638,0.1931575704476405
342,Chesterfield,-1.421629,53.23505,0.09760992287077176,0.19861451085693824,0.6026460132896276
343,Southampton,-1.4043508999999998,50.9097,0.22368297609400883,0.5045067077804519,0.14279589632720346
344,Wetherby,-1.384816,53.92706,0.24390518946459455,0.11601853752870778,0.17950568672303138
345,Sunderland,-1.383801,54.90687,0.34553676790973437,0.27359027656966645,0.21504780536099885
346,Rotherham,-1.3635008999999998,53.4326,0.1428585953562455,0.1708050026130593,0.6768521382479836
347,Castleford,-1.345968,53.72346999999999,0.3412827719619258,0.145504502216406,0.31824600023978045
348,Thirsk,-1.341377,54.23385,0.2208564601745325,0.11315754246417126,0.14655295388036033
349,Banbury,-1.339775,52.0629,0.09452244703194845,0.2563031944129792,0.2047804731712136
350,Stockton,-1.3289821000000002,54.57046,0.29057262829783964,0.23039563947837038,0.17913620406030292
351,Newbury,-1.3231138999999998,51.40141,0.15077390032936241,0.32845212390039275,0.17561087311462958
352,Isle of Wight,-1.304734,50.69385,0.18785957660898273,0.31629654195949247,0.09224892937467095
353,Isle of Wight,-1.304734,50.69385,0.18785957660898273,0.31629654195949247,0.09224892937467095
354,Abingdon,-1.2879528999999998,51.67078,0.09209156891180263,0.26314682773562154,0.21922601048076862
355,Shetland Islands,-1.2659409,60.52965,0.202755420605416,0.053214539742185187,0.04314670860390633
356,Rugby,-1.265032,52.37088,0.1163184350749672,0.2738685729888268,0.3149623463552296
357,Oxford,-1.2577263,51.75202,0.1342624558915761,0.4466329081749811,0.31937037739990765
358,Middlesbrough,-1.234956,54.57423000000001,0.348037316812156,0.2819938639467975,0.21668157237352356
359,Hartlepool,-1.212926,54.69174,0.2904579776677594,0.21397107033643448,0.17080410751726663
360,Loughborough,-1.206166,52.7721,0.11965198926657267,0.26987150278726174,0.4677982192735066
361,Mansfield,-1.198674,53.1472,0.09105795636789932,0.23808277875814352,0.3942656021429153
362,Nottingham,-1.1581086,52.95478000000001,0.19197059442739917,0.36834830657544826,0.6615551426464445
363,Bicester,-1.1535898999999998,51.8996,0.05939717292548443,0.23499477926652057,0.13413007957595463
364,Leicester,-1.1397591999999999,52.636880000000005,0.16293252035488537,0.33752246520308665,0.5512159845951113
365,Doncaster,-1.128462,53.522819999999996,0.18718908367987566,0.16595641260434663,0.692770083581716
366,Worksop,-1.122745,53.3093,0.09343982914776827,0.14999681898315273,0.42532724981696207
367,Basingstoke,-1.0923964,51.26654,0.15333925745947657,0.31193017047729543,0.12706528452950594
368,Portsmouth,-1.0879769,50.81977,0.24164185278044076,0.4572665671807688,0.04569697301000845
369,York,-1.0872979,53.95997,0.45845547073343734,0.25911962970458724,0.3469458301232315
370,Selby,-1.067189,53.783519999999996,0.25615115423701695,0.1263538069985832,0.23668497135929972
371,Helmsley,-1.0562636,54.24651,0.14416978079195805,0.0616376877706543,0.08822902601270521
372,Towcester,-0.9896879999999999,52.13511,0.08996229809604496,0.24591993095817313,0.10504952677632379
373,Reading,-0.9781303,51.45426,0.1398893129512824,0.4140718984344343,0.23338543873345505
374,Retford,-0.9455030000000001,53.32136,0.09969536715248456,0.11691669496907785,0.3231510820885103
375,Petersfield,-0.93899,51.00759,0.14096679354173733,0.23405354060912353,0.01756323476810646
376,Northampton,-0.9026559999999999,52.24048,0.17707344513588325,0.40521804922440735,0.1753424947065938
377,Melton Mowbray,-0.887126,52.7664,0.10941098515667694,0.16262585943957825,0.30733708140135024
378,Aylesbury,-0.8084,51.81561,0.03691060809831844,0.3640039735579743,0.23065747660741148
379,Newark-on-Trent,-0.80657,53.070040000000006,0.1276821078996952,0.23741810500987282,0.36445360855707365
380,Malton,-0.7978970000000001,54.13684,0.24305422602043084,0.11816747458566379,0.15436138034963304
381,Chichester,-0.774936,50.83761,0.23874497860912045,0.26338129526056003,0.043410491096487064
382,Gainsborough,-0.774465,53.400580000000005,0.1435076489526491,0.12487520075251014,0.23299719412887643
383,Milton Keynes,-0.7594171,52.040620000000004,0.13954297732431595,0.40438278296456454,0.18324186419641106
384,Aldershot,-0.7557509,51.24837,0.15511934004683678,0.3567076555916431,0.12864690259805162
385,High Wycombe,-0.748229,51.628609999999995,0.015276308744169171,0.3548951690111695,0.19465674123641033
386,Midhurst,-0.737274,50.9869,0.20820276340123509,0.19802385878054843,0.021670906496825973
387,Kettering,-0.7302489999999999,52.39632,0.1569416305334455,0.2960346677300167,0.09065277163863222
388,Wellingborough,-0.693964,52.30242,0.11947138457143304,0.27494329832048336,0.08001051658859759
389,Corby,-0.6842333,52.4923,0.1545408509076986,0.23198567356045227,0.23091583093224527
390,Bognor Regis,-0.673061,50.783,0.2217398406232807,0.24197878433385872,0.06965256386088815
391,Scunthorpe,-0.654413,53.58865,0.41016881038991165,0.1410076296214882,0.235050873266031
392,Grantham,-0.643582,52.912519999999994,0.14238111960991778,0.18177133106280718,0.31619711845947895
393,Whitby,-0.613347,54.48633,0.17194042310822055,0.16653944565589707,0.14647567374033546
394,Slough,-0.5950406,51.51054,0.10425184206247401,0.37601688332460437,0.17293595140477572
395,Guildford,-0.570409,51.23622,0.24977787805307924,0.3166840978165467,0.11676433882429235
396,Woking,-0.5600349,51.31677,0.23138929134143527,0.4162052622982779,0.10459474445758624
397,Lincoln,-0.540579,53.23069,0.24341173267019112,0.2822977221961633,0.35598789564102834
398,Bedford,-0.46677820000000003,52.13864,0.1349757388478357,0.34264385194106334,0.19838049185080175
399,Heathrow,-0.4542955,51.47002,0.11696036985249061,0.4861029065503178,0.15958006051255305
400,Driffield,-0.443377,54.006,0.23869731625586746,0.09435966075431956,0.15022519134599827
401,Beverley,-0.435093,53.84196,0.3732196398736001,0.17306445873638263,0.19535240827885333
402,Luton,-0.4200255,51.87867,0.09303566194562085,0.37345202003351485,0.23835728200681597
403,Scarborough,-0.399752,54.28311,0.3271795611697767,0.16911507146185953,0.21606074924234342
404,Worthing,-0.372882,50.81787,0.25592351163323085,0.3288386458694454,0.11221435904453761
405,Dorking,-0.332378,51.2322,0.1771440077209179,0.3078546603728853,0.18283374334000935
406,Hull,-0.3274198,53.767619999999994,0.5043231512301878,0.265835796889457,0.26841191365130357
407,Horsham,-0.325858,51.06288,0.1790468520383897,0.2583812038053522,0.07495697746598634
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.08309488454177082,0.22916079203802686,0.10326405855443452
409,Peterborough,-0.2405299,52.5695,0.3121961611304559,0.31523533049364927,0.14884798471097677
410,Welwyn Garden City,-0.208661,51.80317,0.11852653894531011,0.43940805022720253,0.36214049368731727
411,Bridlington,-0.198802,54.08535,0.2774278711417481,0.1150079807995371,0.17631725179263172
412,Stevenage,-0.19661199999999998,51.90376,0.07795267900316687,0.31691173367897707,0.2477505274383078
413,Crawley,-0.18722750000000002,51.109140000000004,0.20177492172410794,0.2889079914071167,0.15218928619140107
414,Huntingdon,-0.182552,52.33146,0.1467961788012666,0.1949441762094303,0.15840654851235295
415,Hove,-0.168749,50.82793,0.17823990902443657,0.28177257994848437,0.0894906410840363
416,Spalding,-0.1537024,52.7901,0.22404396943845561,0.2093945024166793,0.09366022801128639
417,Brighton,-0.137163,50.82253,0.28895634723669517,0.47240947169507563,0.15209096271524017
418,London,-0.12775830000000002,51.50735,0.27932520040757264,1.0,0.31041413350369323
419,Grimsby,-0.08078400000000001,53.56746999999999,0.3440281811337302,0.21707443459051415,0.17882450724590943
420,Boston,-0.026576999999999996,52.97894,0.3285962089777943,0.2493938955872879,0.11134169167237773
421,Royston,-0.024066,52.048140000000004,0.06719882760191197,0.19093277529192804,0.13509894276782444
422,Louth_Lincs,-0.007711,53.36596,0.2986835681166516,0.1337944189584922,0.10006639047189479
423,Lewes,0.00878,50.873870000000004,0.15530574789151408,0.26761645586688526,0.08484214222314072
424,Chatteris,0.054012,52.4561,0.11664263327673668,0.1389489307930413,0.06859192579138057
425,Uckfield,0.095913,50.966409999999996,0.12738663632949368,0.2944996315732437,0.08597767983425245
426,Cambridge,0.12181700000000001,52.20534,0.12137235566682592,0.43135756645147255,0.3827753825992664
427,Bishop's Stortford,0.15365020000000001,51.87216,0.07945129917526858,0.31894832535609563,0.14302265596613395
428,Wisbech,0.158797,52.66631999999999,0.152919555258085,0.17090295276370576,0.08337030288336127
429,Sevenoaks,0.190898,51.27241,0.16904604048511593,0.3579089895944534,0.1251702277275834
430,Tunbridge Wells,0.26369499999999996,51.13238,0.09164038571305351,0.36931895262707043,0.06272983538867247
431,Eastbourne,0.29047199999999995,50.768029999999996,0.14047635778683176,0.31366184279279646,0.08476295730123042
432,Brentwood,0.30717490000000003,51.620470000000005,0.18560262070863282,0.5415596450700851,0.12469250401754617
433,Skegness,0.337881,53.1464,0.26565120473688514,0.1364770970122446,0.09694220105349094
434,Downham Market,0.385472,52.606609999999996,0.10256531213505876,0.15604448630794315,0.06726534240493996
435,King's Lynn,0.4022963,52.75168000000001,0.17415188277983282,0.25565198418040513,0.06674688456806048
436,Bexhill,0.4662071,50.849909999999994,0.10079235961041379,0.22973142776379568,0.057837622000426636
437,Chelmsford,0.4685497,51.73559,0.1187508093972305,0.31288306251237497,0.12669221094059774
438,Mildenhall,0.5156095,52.347570000000005,0.12131062910347233,0.23301589531166458,0.14765809118781112
439,Medway,0.5417860999999999,51.404740000000004,0.13889838812776195,0.310620043327231,0.06724650673060999
440,Braintree,0.5509269,51.88009,0.07238076354114523,0.2679891831573322,0.1277989894758527
441,Gillingham,0.551438,51.38632,0.20251117581567035,0.46239949054936924,0.10321389574143872
442,Hastings,0.573453,50.85426,0.1282313894950607,0.2977654407614234,0.07645482757433823
443,Maldon,0.6714479999999999,51.731809999999996,0.09741653388477137,0.2704547088265471,0.12215850749774586
444,Southend,0.7077123000000001,51.54593,0.16176424341963178,0.3734572307383933,0.08017511970671332
445,Bury St Edmunds,0.7104931999999999,52.24292,0.1289153062341582,0.353065423611492,0.18924277828592814
446,Thetford,0.751657,52.412859999999995,0.11960689444305736,0.20680691933875897,0.07184353240486031
447,Ashford,0.8750190000000001,51.14647,0.10664913993156594,0.2945251644614238,0.06729668777723494
448,Faversham,0.889358,51.31599,0.10332537419686602,0.2786310414536093,0.06488045338480239
449,Colchester,0.891874,51.89593,0.13014074622491528,0.35552154125327023,0.18373071349295264
450,New Romney,0.939473,50.98512,0.057537671895125646,0.1905672094203066,0.05143322197837012
451,Canterbury,1.0789089,51.280229999999996,0.15148579605621648,0.36008815643174646,0.08553183156468783
452,Ipswich,1.14822,52.056740000000005,0.15933022055028728,0.38984940672879653,0.08431545040801837
453,Clacton,1.153035,51.78953,0.08031304339079476,0.2199696433670763,0.10427058045519923
454,Folkestone,1.169456,51.0814,0.08603670317866023,0.2854411375355071,0.0809749504590935
455,Sheringham,1.2109589,52.944419999999994,0.11854317831578144,0.142292272275773,0.037402629621781244
456,Harwich,1.260297,51.93473,0.07283608248681625,0.17447165882133353,0.0803803844574839
457,Norwich,1.297355,52.63089,0.24034062793943348,0.44379380733991275,0.13067203826390533
458,Cromer,1.301866,52.93145,0.13910033186575912,0.2003625417433913,0.04229970477730349
459,Cromer,1.301866,52.93145,0.13910033186575912,0.2003625417433913,0.04229970477730349
460,Dover,1.3134027,51.12788,0.09273594871798012,0.2538482094775845,0.07321904649452322
461,Felixstowe,1.3512549999999999,51.961729999999996,0.09077200602797929,0.22211961172231942,0.10193037912041683
462,Margate,1.3868339,51.38965,0.09454908791064881,0.28472374344617424,0.07483001361070546
463,Ramsgate,1.4198950000000001,51.33555,0.09797248722818444,0.27797146648955484,0.07787171828547772
464,Great Yarmouth,1.728047,52.59823000000001,0.16177688914705984,0.2594978822834656,0.076375681634299
465,Lowestoft,1.7534490000000003,52.48114,0.16874994597283755,0.27175599305489234,0.08016062112585345
466,Swaffham,0.687481,52.64747,0.12486502632655026,0.15561600652161658,0.036254998416406614
467,Dereham,0.9378270000000001,52.681619999999995,0.21968300358190998,0.3363637401416918,0.0873419345703234
468,Ely,0.262363,52.39954,0.134605499731128,0.21564151622381608,0.10915359470795223
469,March,0.088622,52.551719999999996,0.14772828303202376,0.1586352159186209,0.08016826217764242
470,St Neots,-0.26510300000000003,52.23008,0.11523289924828364,0.18326806606609256,0.15713823671522362
471,Banham,1.0402849,52.45125,0.1283087062876927,0.22589048791146743,0.06457383074933812
472,Holt,1.086747,52.90936,0.1529543247674162,0.19144846121852307,0.051814814802911696
473,Hunstanton,0.49103199999999997,52.93891,0.12465074290765789,0.11850933125880705,0.03287118606180262
474,Horncastle,-0.11245,53.20731,0.24959014242434735,0.10272628510326194,0.0776993290052059
475,Market Weighton,-0.6677465,53.86484,0.22095418264280683,0.08680525008325661,0.1382719719496865
476,Hawes,-2.1968695,54.303830000000005,0.04604576957141699,0.015353995491952925,0.04659921856330998
477,Reeth,-1.9428115000000001,54.38946,0.20374792721999602,0.13912765218046463,0.11621272272229075
478,Aysgarth,-1.9967433999999997,54.29159,0.11976005907870228,0.06178737535720673,0.1028406887709354
479,Stanhope,-2.011302,54.74946,0.24098230645833235,0.20007756443179817,0.17161539243622503
480,Keswick,-3.134706,54.60128,0.09371120687532572,0.11891384086566192,0.19967674520521167
481,Oxenholme,-2.7243327999999996,54.30134,0.04555010246903848,0.10008125506676897,0.17012462742031853
