index,placename,longitude,latitude,preposition_drop_determiner,preposition_drop_no_determiner,preposition_retained
303,Walsall,-1.9829189999999999,52.586209999999994,0.11017364280383675,0.47714180632539355,0.2943877564009956
304,Cirencester,-1.968243,51.71849,0.01,0.26704959309155196,0.37013070916691104
305,Evesham,-1.9467700000000001,52.09215,0.016332661112622347,0.17419154295762718,0.2544338005357203
306,Buxton,-1.91483,53.259080000000004,0.05420014301445775,0.2966073086597122,0.2583329644769835
307,Keighley,-1.9123580000000002,53.8678,0.021680588500441408,0.17738055373973968,0.3094839317309279
308,Birmingham,-1.8904009999999998,52.48624,0.2003071225212953,0.7498047609292318,0.537932702918387
309,Bournemouth,-1.880769,50.719159999999995,0.016217265126640547,0.24549288668877434,0.4416175402650974
310,Halifax,-1.8575400000000002,53.727019999999996,0.02056159849052355,0.18521877089067348,0.30248350966611054
311,Salisbury,-1.794472,51.06878,0.01,0.17902367789265833,0.3345439327085091
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.17779441875156554,0.27697331747443
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.03300060177679004,0.25441940220207204,0.4237921040066587
314,Peterhead,-1.784066,57.50812,0.01,0.02344655331901482,0.26274549896436755
315,Swindon,-1.7797176,51.55577,0.01,0.2299652568751193,0.4052669751635399
316,Bradford,-1.759398,53.79598000000001,0.031562371857202794,0.22491159455520165,0.4742824644567185
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.05727620316242848,0.34284454051138424,0.3165004376925141
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.15380946346551497,0.24573141019426234
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.07726839392335812,0.33659767070113744,0.2552699019879827
320,Alnwick,-1.7062990000000002,55.41274,0.01232326986406624,0.05740822496712165,0.23037651452945998
321,Otley,-1.691786,53.90583,0.018947578829202744,0.14264837596878868,0.23261228447140878
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.02732699989794362,0.058958590308241306,0.28619949464448385
323,Burton upon Trent,-1.6371358999999999,52.81403,0.06536360333544579,0.3867126428196198,0.28160096933931816
324,Newcastle,-1.61778,54.97825,0.04131040510151621,0.17161782685159616,0.6351379868098085
325,Durham,-1.5848520000000001,54.77525,0.02284324716871096,0.07723172320552961,0.44325400270378557
326,Ashington,-1.5659829,55.18298000000001,0.014814499751821874,0.06687599632221382,0.2681517166065035
327,Darlington,-1.559458,54.52361,0.07466222117420256,0.08243275944124072,0.3334861590540717
328,Leeds,-1.5490774,53.80076,0.05014573050560805,0.34426674902775606,0.6109017792915017
329,Harrogate,-1.5418120000000002,53.99211999999999,0.034002212353266184,0.2267776730761071,0.4121629301087192
330,Leamington Spa,-1.5200789,52.28519,0.08849577008193549,0.4444651320312558,0.326557256723388
331,Coventry,-1.519693,52.40682,0.1615629991090241,0.5082257890902139,0.34777891607705763
332,Blyth,-1.510277,55.12696,0.016766853548621997,0.06675714668084487,0.28382961227346193
333,Wakefield,-1.505924,53.6833,0.03488952818372184,0.2348135699425474,0.3824596410744244
334,Andover,-1.4919233,51.2112,0.010323657956246601,0.1395015612597458,0.29596655705812847
335,Witney,-1.4850543999999999,51.785940000000004,0.014012181149463128,0.15858232596010605,0.29340312680190095
336,Barnsley,-1.479726,53.55263000000001,0.017206828963159202,0.2723188553388586,0.3727969943491814
337,Derby,-1.4746186000000001,52.92253,0.04705604859185877,0.47595197409632,0.3943249624687103
338,Sheffield,-1.470085,53.381130000000006,0.040823780601049776,0.3779442566767925,0.5696309786436242
339,Nuneaton,-1.465382,52.52049,0.16322468770709617,0.48644070628315456,0.2615346864873575
340,Northallerton,-1.429959,54.337959999999995,0.03951738069857951,0.06513259410612293,0.22503488766727592
341,South Shields,-1.427406,54.99941999999999,0.02157541028768907,0.09374536476039397,0.3890353874791779
342,Chesterfield,-1.421629,53.23505,0.027794932685333056,0.2695715199826611,0.35871019358507955
343,Southampton,-1.4043508999999998,50.9097,0.014550084851475454,0.33474541670244123,0.5542392800462259
344,Wetherby,-1.384816,53.92706,0.01988709561931455,0.13771616747782553,0.212442905124574
345,Sunderland,-1.383801,54.90687,0.025824835034229644,0.09566697007633498,0.43934692737600356
346,Rotherham,-1.3635008999999998,53.4326,0.029276601041538706,0.33502684941208205,0.3594365427864152
347,Castleford,-1.345968,53.72346999999999,0.027080073901548905,0.19846538333140562,0.3166825001011992
348,Thirsk,-1.341377,54.23385,0.018595089661598358,0.07730565077386414,0.20252875474446405
349,Banbury,-1.339775,52.0629,0.020152169972370473,0.2646921703939799,0.2774247955845517
350,Stockton,-1.3289821000000002,54.57046,0.07000173449904917,0.07563647495739272,0.34312227029109266
351,Newbury,-1.3231138999999998,51.40141,0.011593130267144827,0.29659357988261775,0.36198252962539873
352,Isle of Wight,-1.304734,50.69385,0.012331981375707589,0.25298096236847334,0.343937340938974
353,Isle of Wight,-1.304734,50.69385,0.012331981375707589,0.25298096236847334,0.343937340938974
354,Abingdon,-1.2879528999999998,51.67078,0.019181908299284144,0.17080126561103948,0.31106031028447556
355,Shetland Islands,-1.2659409,60.52965,0.01,0.016019124859787612,0.11674493470744253
356,Rugby,-1.265032,52.37088,0.10738991475908163,0.4425827052844588,0.26440661284328
357,Oxford,-1.2577263,51.75202,0.026470156357882423,0.2720689503139118,0.5302999968024641
358,Middlesbrough,-1.234956,54.57423000000001,0.08286299695435334,0.0897784711719252,0.42544205739270785
359,Hartlepool,-1.212926,54.69174,0.05857361512640855,0.05806763661613582,0.33206223755618275
360,Loughborough,-1.206166,52.7721,0.03284993211676444,0.7055441480350557,0.2899018065436595
361,Mansfield,-1.198674,53.1472,0.014048853047831617,0.3618346217261916,0.30619790581775724
362,Nottingham,-1.1581086,52.95478000000001,0.03979411409041411,0.5970792541875376,0.5154512010341794
363,Bicester,-1.1535898999999998,51.8996,0.011398601304106094,0.1543935163316869,0.2444080006612815
364,Leicester,-1.1397591999999999,52.636880000000005,0.03934252963998201,0.889954685615963,0.36329250307368
365,Doncaster,-1.128462,53.522819999999996,0.0283433813227749,0.46855531703973063,0.34788937936651704
366,Worksop,-1.122745,53.3093,0.017086561318773678,0.26948906100119363,0.24630712382640385
367,Basingstoke,-1.0923964,51.26654,0.01,0.270376181334584,0.335380602136456
368,Portsmouth,-1.0879769,50.81977,0.02264906191434718,0.37114211092728916,0.4647016797550544
369,York,-1.0872979,53.95997,0.033327080018393164,0.20312414892139846,0.49050122508920424
370,Selby,-1.067189,53.783519999999996,0.019491445867376077,0.13193802435894922,0.25066735478600555
371,Helmsley,-1.0562636,54.24651,0.01700709282543776,0.04745532094919926,0.103360918829759
372,Towcester,-0.9896879999999999,52.13511,0.01,0.4188568122419996,0.19851266394528672
373,Reading,-0.9781303,51.45426,0.022370054767424763,0.4021428520610246,0.43887649530719436
374,Retford,-0.9455030000000001,53.32136,0.012107412951654727,0.33061456001649375,0.1650811921727511
375,Petersfield,-0.93899,51.00759,0.011814893113147162,0.18057295725354777,0.22829974410424725
376,Northampton,-0.9026559999999999,52.24048,0.01,0.7775078971093522,0.34251108988952583
377,Melton Mowbray,-0.887126,52.7664,0.015182778291333241,0.4637521561411184,0.17892910054734437
378,Aylesbury,-0.8084,51.81561,0.011075394366050087,0.4169022791538685,0.3446841949569846
379,Newark-on-Trent,-0.80657,53.070040000000006,0.020336475737798072,0.35625115586737516,0.3081925925671128
380,Malton,-0.7978970000000001,54.13684,0.015125365237602505,0.09687510767675808,0.21679378282224218
381,Chichester,-0.774936,50.83761,0.015304705305185268,0.23796275813108908,0.29384448769140525
382,Gainsborough,-0.774465,53.400580000000005,0.012957453935385515,0.2690332895452076,0.17251061154481678
383,Milton Keynes,-0.7594171,52.040620000000004,0.017894930545279714,0.5615245008023306,0.375375906511847
384,Aldershot,-0.7557509,51.24837,0.01,0.2530348320325603,0.38727165912928013
385,High Wycombe,-0.748229,51.628609999999995,0.018189292606769387,0.22849756410186273,0.35359030232438515
386,Midhurst,-0.737274,50.9869,0.010860348650256145,0.1467444690409763,0.22805165182390316
387,Kettering,-0.7302489999999999,52.39632,0.01,0.6457240332050682,0.22009861232220113
388,Wellingborough,-0.693964,52.30242,0.01,0.5664813789551078,0.19640264279995542
389,Corby,-0.6842333,52.4923,0.01,0.6651270719946203,0.20135412711213363
390,Bognor Regis,-0.673061,50.783,0.016515525848653224,0.22654852197952735,0.27609034783595354
391,Scunthorpe,-0.654413,53.58865,0.020777017842410737,0.2716012244399611,0.295925330130778
392,Grantham,-0.643582,52.912519999999994,0.019778886673863252,0.2844724650427785,0.2552901304946677
393,Whitby,-0.613347,54.48633,0.0573437581418418,0.07373537400264829,0.22161017572425346
394,Slough,-0.5950406,51.51054,0.016522071688994267,0.34111147967195343,0.3790984921010945
395,Guildford,-0.570409,51.23622,0.015890428552118373,0.2212608980140406,0.38454566894910436
396,Woking,-0.5600349,51.31677,0.018559579435084118,0.28665940635294956,0.4603757668789384
397,Lincoln,-0.540579,53.23069,0.018804680438982806,0.31661657172730784,0.409673550752092
398,Bedford,-0.46677820000000003,52.13864,0.01,0.49558533969533863,0.3350738328827118
399,Heathrow,-0.4542955,51.47002,0.02030026035162248,0.49308750170525417,0.45780035001104036
400,Driffield,-0.443377,54.006,0.01,0.1002271071168226,0.19014917150436744
401,Beverley,-0.435093,53.84196,0.012984248475261913,0.16682835673312196,0.32760157976600907
402,Luton,-0.4200255,51.87867,0.02426035137397031,0.4792386314570065,0.3601194068820872
403,Scarborough,-0.399752,54.28311,0.017243032845927115,0.1218353097622518,0.32055319968352514
404,Worthing,-0.372882,50.81787,0.015492975938506246,0.1713792867024058,0.40989197261623395
405,Dorking,-0.332378,51.2322,0.015510975746569209,0.2763186827317574,0.3568502757419978
406,Hull,-0.3274198,53.767619999999994,0.015766537089481187,0.21995231723250383,0.49182517179783947
407,Horsham,-0.325858,51.06288,0.020761113966008785,0.16884309694212396,0.2890716635270333
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.013372710713923902,0.2539457826046776,0.2128448933800404
409,Peterborough,-0.2405299,52.5695,0.012828444681497898,0.7251329934350579,0.3049938678215359
410,Welwyn Garden City,-0.208661,51.80317,0.018211168378002882,0.5562824266473084,0.4696587540167174
411,Bridlington,-0.198802,54.08535,0.011432848448823356,0.11677344697977175,0.23270208008021373
412,Stevenage,-0.19661199999999998,51.90376,0.018433990618547048,0.39642723383313344,0.319948878775561
413,Crawley,-0.18722750000000002,51.109140000000004,0.021574154112185405,0.2731433656061108,0.33399872979152667
414,Huntingdon,-0.182552,52.33146,0.01079301328374157,0.33140932585443283,0.20656475855317685
415,Hove,-0.168749,50.82793,0.01230886601253992,0.13848549720648218,0.32937526795839095
416,Spalding,-0.1537024,52.7901,0.01,0.37759610942904875,0.22040994927153207
417,Brighton,-0.137163,50.82253,0.02163516771118821,0.2153220055772619,0.5754149323071006
418,London,-0.12775830000000002,51.50735,0.05622412464953794,0.9312771765944479,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01423515005598757,0.16548409913193865,0.35537964734490396
420,Boston,-0.026576999999999996,52.97894,0.013509096615441918,0.3818752761579266,0.30842326077248744
421,Royston,-0.024066,52.048140000000004,0.01,0.18399812353405742,0.19578265166443456
422,Louth_Lincs,-0.007711,53.36596,0.011448564336187407,0.13468504101603068,0.2291849201735411
423,Lewes,0.00878,50.873870000000004,0.010590837194607326,0.1248935730795164,0.3073324929286041
424,Chatteris,0.054012,52.4561,0.01,0.21868296080085858,0.13023811685886183
425,Uckfield,0.095913,50.966409999999996,0.01,0.15527140338353837,0.31780182124677564
426,Cambridge,0.12181700000000001,52.20534,0.028055793881024912,0.39685552622868076,0.5024519466399253
427,Bishop's Stortford,0.15365020000000001,51.87216,0.019267971882315698,0.3581414663088398,0.2930344867705344
428,Wisbech,0.158797,52.66631999999999,0.01,0.2937756470171554,0.16771920915357985
429,Sevenoaks,0.190898,51.27241,0.015854403131067347,0.4955201083973888,0.33393154798533603
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.29984327623125145,0.3416129034903165
431,Eastbourne,0.29047199999999995,50.768029999999996,0.010418144287734568,0.1560573717080891,0.3422587865276271
432,Brentwood,0.30717490000000003,51.620470000000005,0.023913031261417275,0.9403698494256171,0.4261073879924736
433,Skegness,0.337881,53.1464,0.01,0.145121644643006,0.21587569293782252
434,Downham Market,0.385472,52.606609999999996,0.01,0.09923342036370779,0.16973007297756598
435,King's Lynn,0.4022963,52.75168000000001,0.0116146406308936,0.17993597364873484,0.28275310333960746
436,Bexhill,0.4662071,50.849909999999994,0.01,0.11560513355608491,0.23933753855715453
437,Chelmsford,0.4685497,51.73559,0.01,0.5448351857083801,0.2579122695479688
438,Mildenhall,0.5156095,52.347570000000005,0.010695017041966437,0.2153841083092778,0.25895619885316745
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.4984135197654453,0.25358254811352016
440,Braintree,0.5509269,51.88009,0.01,0.2755386370958725,0.2572254525731376
441,Gillingham,0.551438,51.38632,0.012798421862941145,0.6043947700721357,0.4252663153385059
442,Hastings,0.573453,50.85426,0.01,0.19571443558840454,0.3117305281398918
443,Maldon,0.6714479999999999,51.731809999999996,0.010015566718098057,0.4253225587930933,0.23064806606936916
444,Southend,0.7077123000000001,51.54593,0.01649391503337657,0.6360583688184889,0.29794021751578353
445,Bury St Edmunds,0.7104931999999999,52.24292,0.011946318351707008,0.3852825193908313,0.36299223425784144
446,Thetford,0.751657,52.412859999999995,0.01,0.13910630474737232,0.22147933180465496
447,Ashford,0.8750190000000001,51.14647,0.01,0.30339281758931225,0.27010034317084874
448,Faversham,0.889358,51.31599,0.01,0.32390422080071946,0.2451890571076311
449,Colchester,0.891874,51.89593,0.01,0.40513727740619637,0.3625823406696765
450,New Romney,0.939473,50.98512,0.01,0.17751174023429572,0.16513930960132273
451,Canterbury,1.0789089,51.280229999999996,0.013915868146248908,0.3612796780356832,0.34653004781451074
452,Ipswich,1.14822,52.056740000000005,0.01,0.3799166756119245,0.3787328206048222
453,Clacton,1.153035,51.78953,0.01,0.2632162513181275,0.2028062004393316
454,Folkestone,1.169456,51.0814,0.012859192285381,0.20971793375976794,0.275351954022748
455,Sheringham,1.2109589,52.944419999999994,0.01,0.09771838112474256,0.15218523491182284
456,Harwich,1.260297,51.93473,0.01,0.19277830770879764,0.1619632238601907
457,Norwich,1.297355,52.63089,0.02172763883608547,0.2873170951814625,0.5008763608858346
458,Cromer,1.301866,52.93145,0.01,0.1274867133422083,0.21548758956759467
459,Cromer,1.301866,52.93145,0.01,0.1274867133422083,0.21548758956759467
460,Dover,1.3134027,51.12788,0.01,0.25900250080027615,0.2324161458745709
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.2405661402297719,0.2157497174093959
462,Margate,1.3868339,51.38965,0.02072319077069934,0.24714438980626874,0.2636488227983287
463,Ramsgate,1.4198950000000001,51.33555,0.020474033585055246,0.23521134250904255,0.26197683707993324
464,Great Yarmouth,1.728047,52.59823000000001,0.013123693173652813,0.19741555734177565,0.2804566640961179
465,Lowestoft,1.7534490000000003,52.48114,0.01379967557317245,0.2083100612990223,0.29471460181032366
466,Swaffham,0.687481,52.64747,0.01,0.07993839729132834,0.17142015529367413
467,Dereham,0.9378270000000001,52.681619999999995,0.012801671604192365,0.2034400505175491,0.3875511920643838
468,Ely,0.262363,52.39954,0.013577466372588403,0.2190387990335864,0.23006420776493244
469,March,0.088622,52.551719999999996,0.01,0.2922813026551836,0.15105436122167118
470,St Neots,-0.26510300000000003,52.23008,0.015578106660297441,0.2692405637807351,0.19312809345861523
471,Banham,1.0402849,52.45125,0.01,0.15770343014011642,0.23856942739940615
472,Holt,1.086747,52.90936,0.01,0.12501439536628672,0.21607829106616988
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.0922913345831443,0.12972091959428067
474,Horncastle,-0.11245,53.20731,0.01,0.12567251109872352,0.17104771821904802
475,Market Weighton,-0.6677465,53.86484,0.010330671935602569,0.08751195450163916,0.17331424370847404
476,Hawes,-2.1968695,54.303830000000005,0.013831888024428893,0.03015812282792444,0.01
477,Reeth,-1.9428115000000001,54.38946,0.03571137719645862,0.06209447130897911,0.2074309187740624
478,Aysgarth,-1.9967433999999997,54.29159,0.014180489649814153,0.05497645859650599,0.09831274879124875
479,Stanhope,-2.011302,54.74946,0.01817263997226439,0.09899759236079593,0.306131253814069
480,Keswick,-3.134706,54.60128,0.04243426693671849,0.09971421159940384,0.1595837828089448
481,Oxenholme,-2.7243327999999996,54.30134,0.024417537130036332,0.08904925356977125,0.11983640496507028
