index,placename,longitude,latitude,preposition_drop_determiner,preposition_drop_no_determiner,preposition_retained
173,Torquay,-3.525315,50.46192,0.01,0.394962957131671,0.2603639395620818
174,Thurso,-3.5220800000000003,58.59356999999999,0.01,0.016660835425192585,0.20119478871484922
175,Livingston,-3.518068,55.90071,0.022871696550615918,0.026179491435720365,0.40897790851588234
176,Rhyl,-3.4916339999999995,53.319140000000004,0.3592627516393048,0.08916872380567709,0.0958947766584362
177,Tiverton,-3.491207,50.90205,0.01,0.21702274519373538,0.19843436122229371
178,Tiverton,-3.491207,50.90205,0.01,0.21702274519373538,0.19843436122229371
179,Minehead,-3.481152,51.20428,0.011136044355319627,0.12839989827916565,0.1603575760239804
180,Dunfermline,-3.452151,56.071740000000005,0.01682213273684192,0.043143751071136736,0.38654016963855786
181,Perth,-3.4308381000000003,56.39499,0.01,0.028627612315912935,0.2540128942241217
182,Prestatyn,-3.4076129999999996,53.33651,0.3767475672684201,0.06442828351108727,0.05199235553063527
183,Builth Wells,-3.4045919999999996,52.15002,0.019810218596787332,0.06657149073341871,0.18743669642938954
184,Braemar,-3.3979439,57.00646999999999,0.01,0.01,0.0160474229038719
185,Brecon,-3.391463,51.94895,0.02191077780181575,0.10638839965590272,0.2173020280817954
186,Merthyr Tydfil,-3.381646,51.74873,0.04239722844250011,0.19354221054159057,0.4068025835313516
187,Llandrindod Wells,-3.377742,52.2417,0.014224172085405488,0.06044974860283472,0.16292580643432503
188,Corwen,-3.369242,52.98005,0.11382092129440222,0.029755935997907015,0.08133750124132938
189,Cockermouth,-3.367985,54.66326,0.03993810635795193,0.0927179859757948,0.16762616343416065
190,Lockerbie,-3.349008,55.122240000000005,0.04596254511347094,0.09562947403700277,0.24774373882965572
191,Blairgowrie,-3.3378318,56.58941,0.01,0.020680015925038337,0.1968064396451384
192,Elgin,-3.318485,57.64945,0.01,0.02227869136076653,0.36002329008863726
193,Newtown,-3.313106,52.51211,0.01983376490289089,0.0787485105862325,0.13526664641121489
194,Ruthin,-3.3103108,53.114869999999996,0.22077296361131785,0.06832990808698881,0.11492194225475633
195,Ruthin,-3.3103108,53.114869999999996,0.22077296361131785,0.06832990808698881,0.11492194225475633
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.2278594163075888,0.1744548020843565
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.047374687366845,0.327248285023884,0.24850783913833835
198,Peebles,-3.1936419999999996,55.65306999999999,0.01,0.028114625235545955,0.21365280805207873
199,Edinburgh,-3.1882669999999997,55.95325,0.02613199570874503,0.10039326352263736,0.6924098290574292
200,Cardiff,-3.17909,51.48158,0.033691629915408854,0.2585826647634773,0.6071348831766754
201,Llangollen,-3.1716599999999997,52.96921,0.16796984907201146,0.03945543498624758,0.09216078403384122
202,Kirkcaldy,-3.158137,56.11682,0.018102834287118796,0.05524755683689182,0.4283656147140478
203,Welshpool,-3.146407,52.66035,0.062011045175206746,0.09065457249659385,0.1798748848301928
204,Mold,-3.1419029999999997,53.1672,0.3662348985368708,0.08140614989529929,0.1513381471258534
205,Mold,-3.1419029999999997,53.1672,0.3662348985368708,0.08140614989529929,0.1513381471258534
206,Taunton,-3.106849,51.01534,0.01,0.303200074668838,0.29902321370908036
207,Wick,-3.093716,58.43894,0.01,0.01743734142569185,0.18935891055866283
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.01,0.01699642499511336
209,Dalkeith,-3.066606,55.893119999999996,0.01296447523569874,0.053057417369299496,0.3515122792409851
210,Oswestry,-3.056412,52.85715,0.1775503082172008,0.09990883721303626,0.19005049429570178
211,Blackpool,-3.0356748,53.81751,0.11071507673809093,0.448912613154367,0.3409823358518934
212,Birkenhead,-3.023009,53.389990000000004,0.6720197612091005,0.12203530381562336,0.15249484805610605
213,Cupar,-3.010137,56.32023,0.01,0.021598741031092425,0.203968028489043
214,Southport,-3.010113,53.64571,0.203676035914619,0.42318960820959295,0.21563488048011484
215,Bridgwater,-3.003632,51.12789,0.013055072982942104,0.3228906376819726,0.3565362079344667
216,Langholm,-2.998913,55.153059999999996,0.021908557310264545,0.058039581043426006,0.11039243370927285
217,Newport,-2.997664,51.58415,0.01483055060928146,0.2076813638937995,0.4236941933553916
218,Axminster,-2.9949369999999997,50.78273,0.01,0.22523346899205976,0.1909399560508081
219,Wrexham,-2.9924939999999998,53.043040000000005,0.3762314741761838,0.07617135660011283,0.21417369034660544
220,Liverpool,-2.9915726,53.40837,1.0,0.18167203998093498,0.25828993049991994
221,Weston-super-Mare,-2.977255,51.347409999999996,0.017825609079926252,0.19264827577375304,0.33771773197970234
222,Dundee,-2.9707209999999997,56.462019999999995,0.019138520003447224,0.04635258142240384,0.47346746082945296
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.018341885758745565,0.2010730006218234
224,Ambleside,-2.961333,54.428740000000005,0.06378242127442542,0.15236196458768828,0.24263732046581254
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,0.018845426837947994,0.20759399172942905
226,Lyme Regis,-2.936639,50.725159999999995,0.014786644176908972,0.19529322371148822,0.16973893074420135
227,Carlisle,-2.932931,54.892469999999996,0.0753207528540869,0.18955745953055442,0.38692141802438407
228,Chester,-2.893075,53.19339,0.5266861287888516,0.15086334368304774,0.2244094099488115
229,Forfar,-2.889062,56.64356,0.01,0.02500422885781938,0.2538997542403814
230,Morecambe,-2.864968,54.074169999999995,0.04080323893638826,0.28212709352086823,0.20874328219178123
231,Selkirk,-2.838524,55.55066,0.01,0.02979040595364752,0.26316447234714424
232,Galashiels,-2.814449,55.62373,0.01,0.03850432748835712,0.24331174149874452
233,Lancaster,-2.8007399,54.046569999999996,0.06103369903964085,0.34153021069218487,0.29964876322544276
234,St Andrews,-2.7967214,56.339780000000005,0.01200253909578168,0.032377068883221054,0.2876242568368727
235,Hawick,-2.780914,55.42706,0.01,0.04545280476100752,0.21375379796184005
236,Bridport,-2.758301,50.733579999999996,0.022867648209239852,0.18065203464243532,0.18017370366334626
237,Shrewsbury,-2.7553267999999997,52.7073,0.050192896581844636,0.19472117967621566,0.4029974551097971
238,Penrith,-2.752708,54.6641,0.06432900220101567,0.1883387642206257,0.33213718992339514
239,Kendal,-2.74629,54.32801,0.04874096812547447,0.17297215187331644,0.29440602453394854
240,Street,-2.7429189999999997,51.12468,0.01,0.15721366647696208,0.14582382147102005
241,Glastonbury,-2.718454,51.14743,0.01,0.16714591431545198,0.1843431923139266
242,Hereford,-2.715974,52.0564,0.01,0.1950286736351302,0.35186419684594833
243,Ludlow,-2.7139129,52.36775,0.02157967815862287,0.13893978752589983,0.22993430046316168
244,Preston,-2.70309,53.7632,0.14797144236868068,0.46307997417943214,0.3896048393238886
245,Whitchurch,-2.682045,52.96872,0.18900385502801875,0.09686949775146618,0.11581863288117393
246,Wells,-2.6445979,51.20935,0.010961551327409808,0.15872704351293931,0.22043290526651801
247,Yeovil,-2.633308,50.94206,0.015728997231004037,0.23455006771380574,0.2806342779317195
248,Wigan,-2.6325074,53.54506,0.34774426321947427,0.5212390651831975,0.31909431954714884
249,Warrington,-2.5969501,53.39004,0.6949227151313442,0.27755695438226163,0.24109088559006953
250,Arbroath,-2.591543,56.55911,0.010379516363317673,0.03062874127978063,0.2786511467038377
251,Bristol,-2.58791,51.45451,0.03203665637819049,0.4044348373459469,0.60653693599917
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.07100835263724553,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.010349737405478428,0.1649862304946206,0.2687991684133396
254,Jedburgh,-2.5549369,55.47772,0.01,0.029681309867647405,0.16791944950711624
255,Sedbergh,-2.5281740000000004,54.32363,0.025649981367295793,0.10260313656419909,0.15024272682110898
256,Sedbergh,-2.5281740000000004,54.32363,0.025649981367295793,0.10260313656419909,0.15024272682110898
257,Nantwich,-2.524102,53.067190000000004,0.3169404007782377,0.1765034828064832,0.10940193483717736
258,Banff,-2.524038,57.666509999999995,0.01,0.019363890487787604,0.19146996426424526
259,Dunbar,-2.516737,56.00209,0.01340628559741478,0.049498281870094814,0.30181627612353823
260,Cinderford,-2.5009579,51.8253,0.01,0.15918408041075427,0.24603356069382323
261,Banchory,-2.4909599,57.05386,0.01,0.026398832528607644,0.2304185169880423
262,Blackburn,-2.487529,53.748580000000004,0.10788379924492403,0.46907000159757956,0.2967749642440747
263,Market Drayton,-2.483485,52.90355,0.14939389646869763,0.1265392633934186,0.08820888369668162
264,Telford,-2.4672611,52.67759,0.06005273413141065,0.30850000112233333,0.31371503122174854
265,Montrose,-2.4661150000000003,56.70692,0.01,0.02500515311490024,0.2515029186430633
266,Turriff,-2.4623,57.53893000000001,0.01,0.02007596158244236,0.2030988768298667
267,Weymouth,-2.457621,50.61443,0.02127209343922702,0.22017220316373695,0.2618833743287651
268,Crewe,-2.4438209,53.10041,0.39695644894368276,0.22019737253464727,0.15731456029836235
269,Fortuneswell,-2.4422189999999997,50.55919,0.01214462205283726,0.13161200227473308,0.12803665261313157
270,Dorchester,-2.4411810000000003,50.71116,0.024671264212158685,0.2718621856210915,0.34000355253209924
271,Alston,-2.438685,54.812169999999995,0.01,0.054554843143282884,0.11028268442455486
272,Kelso,-2.432207,55.600030000000004,0.01,0.03576069888603939,0.20425378731535315
273,Wincanton,-2.416007,51.055690000000006,0.01,0.10203394504365676,0.17260878673925362
274,Clitheroe,-2.3930830000000003,53.8711,0.07164483482011716,0.35166558890696187,0.18802286763205953
275,Sark,-2.3666256000000003,49.43007,0.01,0.054971213070636404,0.01
276,Bath,-2.3590167,51.38106,0.020542151764916652,0.29031534218255456,0.4272745540927854
277,Kidderminster,-2.2496839,52.3886,0.03207703180993413,0.25607963441229226,0.2644062674881584
278,Manchester,-2.2426305,53.48076,0.128292716576441,1.0,0.6137783641563134
279,Burnley,-2.2405035,53.78929,0.08612366131244494,0.5768393299756353,0.24505510520744123
280,Gloucester,-2.238156,51.86424,0.02077150102292029,0.2742337919147802,0.43123026330765796
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.3004248889969598,0.2197764174586116,0.15819653961591404
282,Worcester,-2.221575,52.19364,0.044934247985222074,0.2661099442406506,0.42806587245292865
283,Trowbridge,-2.208853,51.31966,0.01921313417030982,0.1902637233927365,0.43199124775505765
284,Shaftesbury,-2.198083,51.0046,0.01404518138945059,0.09103245614110385,0.19977280412014697
285,Alderney,-2.1973557,49.715,0.01,0.04873577923195979,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.40733107886694214,0.30457144311205525,0.24425009477225224
287,Colne,-2.176991,53.85564,0.06877572412843214,0.34463356111639815,0.17617749337363806
288,Blandford Forum,-2.165353,50.85691,0.01193886288022012,0.1263657768714838,0.15950542421693648
289,Rochdale,-2.1561,53.60971,0.06965289700533765,0.5907400276008281,0.3350040058079299
290,Jersey,-2.13125,49.21444,0.01,0.049778874205572775,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.043323497447557154,0.44952757019449685,0.34234022516319285
292,Stafford,-2.12066,52.80669,0.24538527359839896,0.3401230853029017,0.27682265339287554
293,Macclesfield,-2.119287,53.25866,0.09208822885805182,0.32082503484873676,0.31940259561252865
294,Hexham,-2.1121439,54.97266,0.021079299710526193,0.1011009851442043,0.3411037013912507
295,Aberdeen,-2.094278,57.149719999999995,0.01117117324153286,0.05324850392911888,0.5254630382607992
296,Dudley,-2.081112,52.51226,0.0401603180446175,0.45969092403088946,0.3227523352606406
297,Cheltenham,-2.0782533,51.899390000000004,0.019021441407267123,0.2776982569506812,0.4021074377040115
298,Bromsgrove,-2.061906,52.33559,0.0378561491751325,0.26681253474345135,0.302536411629754
299,Skipton,-2.0162787,53.96285,0.029641490121749926,0.24214939633318217,0.21726716524738893
300,Fraserburgh,-2.007631,57.69335,0.01,0.020668957073300978,0.21423636876471558
301,Berwick,-2.005395,55.77024,0.01,0.021735216620132766,0.2451442012153821
302,Poole,-1.987248,50.71505,0.023315557501602246,0.22966877559071333,0.3462168742219719
