,placename,off,off_of,longitude,latitude
357,Oxford,0.5052042305616133,0.4947958931432882,-1.2577263,51.75202
358,Middlesbrough,0.8660175540316326,0.13398258945212185,-1.234956,54.57423000000001
359,Hartlepool,0.8997620808925001,0.10023864668830039,-1.212926,54.69174
360,Loughborough,0.4414978907171622,0.5585014273936585,-1.206166,52.7721
361,Mansfield,0.5952856028950173,0.40471630506053985,-1.198674,53.1472
362,Nottingham,0.6552772057500423,0.344721066638175,-1.1581086,52.95478000000001
363,Bicester,0.47866525381371033,0.5213366901629278,-1.1535898999999998,51.8996
364,Leicester,0.3969250454845405,0.603075640067916,-1.1397591999999999,52.636880000000005
365,Doncaster,0.5442389587540271,0.45576159291006374,-1.128462,53.522819999999996
366,Worksop,0.51093428234401,0.48906668519901897,-1.122745,53.3093
367,Basingstoke,0.35828218405742895,0.6417175140086269,-1.0923964,51.26654
368,Portsmouth,0.18021872563328994,0.8197820838483912,-1.0879769,50.81977
369,York,0.8317332107083624,0.16826730796283093,-1.0872979,53.95997
370,Selby,0.8043425235419972,0.19565873515575777,-1.067189,53.783519999999996
371,Helmsley,0.7868444728792255,0.2131547339190591,-1.0562636,54.24651
372,Towcester,0.3909710698362607,0.6090280119757595,-0.9896879999999999,52.13511
373,Reading,0.30687566227483093,0.6931246785595212,-0.9781303,51.45426
374,Retford,0.44425295399564907,0.5557472857847874,-0.9455030000000001,53.32136
375,Petersfield,0.24555251214587848,0.7544485842783647,-0.93899,51.00759
376,Northampton,0.4244356918647676,0.5755643737065907,-0.9026559999999999,52.24048
377,Melton Mowbray,0.5561029250055075,0.44389795508874214,-0.887126,52.7664
378,Aylesbury,0.4847431873163166,0.5152584811303093,-0.8084,51.81561
379,Newark-on-Trent,0.6764620029190103,0.3235396435726419,-0.80657,53.070040000000006
380,Malton,0.8421496691125003,0.15784861781893675,-0.7978970000000001,54.13684
381,Chichester,0.19830057780355698,0.801698565264843,-0.774936,50.83761
382,Gainsborough,0.6525221424715644,0.3474774074977173,-0.774465,53.400580000000005
383,Milton Keynes,0.26340244316932876,0.7365962669199351,-0.7594171,52.040620000000004
384,Aldershot,0.5942059699702118,0.4057942177941132,-0.7557509,51.24837
385,High Wycombe,0.3812383789511659,0.6187607358420838,-0.748229,51.628609999999995
386,Midhurst,0.4800007997280979,0.5199982262043676,-0.737274,50.9869
387,Kettering,0.42464761980927473,0.575351686173487,-0.7302489999999999,52.39632
388,Wellingborough,0.4367834936121778,0.5632153012825469,-0.693964,52.30242
389,Corby,0.4103764719995215,0.5896234235071427,-0.6842333,52.4923
390,Bognor Regis,0.24155387168363165,0.7584466620533054,-0.673061,50.783
391,Scunthorpe,0.7858368154827424,0.2141624705630298,-0.654413,53.58865
392,Grantham,0.6316412419777312,0.3683597724583279,-0.643582,52.912519999999994
393,Whitby,0.8990543215306783,0.10094676541808675,-0.613347,54.48633
394,Slough,0.47413079552952975,0.5258689859191176,-0.5950406,51.51054
395,Guildford,0.5325029489973465,0.46749763420607343,-0.570409,51.23622
396,Woking,0.464502069296443,0.5354981050856352,-0.5600349,51.31677
397,Lincoln,0.7701781394325932,0.2298216551656519,-0.540579,53.23069
398,Bedford,0.381298358558099,0.6187027955834888,-0.46677820000000003,52.13864
399,Heathrow,0.24158586080733052,0.7584137532659873,-0.4542955,51.47002
400,Driffield,0.8676849871043848,0.13231687699367073,-0.443377,54.006
401,Beverley,0.9307315512725668,0.06926835888476081,-0.435093,53.84196
402,Luton,0.4137113381450347,0.5862889596256764,-0.4200255,51.87867
403,Scarborough,0.8715436751504513,0.12845747197015034,-0.399752,54.28311
404,Worthing,0.42571125817222644,0.5742886083853509,-0.372882,50.81787
405,Dorking,0.5731411320151191,0.42685800094191906,-0.332378,51.2322
406,Hull,0.9099706099926044,0.09002792568516056,-0.3274198,53.767619999999994
407,Horsham,0.47371093828098887,0.5262890427973381,-0.325858,51.06288
408,Biggleswade,0.4737269328428383,0.5262744477701556,-0.26421999999999995,52.086940000000006
409,Peterborough,0.598052662094889,0.4019462488740837,-0.2405299,52.5695
410,Welwyn Garden City,0.4466521382729883,0.5533466237383599,-0.208661,51.80317
411,Bridlington,0.8873223104144624,0.11267660882584087,-0.198802,54.08535
412,Stevenage,0.4456364835955849,0.5543638771397809,-0.19661199999999998,51.90376
413,Crawley,0.4071655637083436,0.5928330499232303,-0.18722750000000002,51.109140000000004
414,Huntingdon,0.5403322870224166,0.45966674234754734,-0.182552,52.33146
415,Hove,0.39507367495052437,0.6049258496645024,-0.168749,50.82793
416,Spalding,0.6438250994661914,0.3561732046657062,-0.1537024,52.7901
417,Brighton,0.3899394205970034,0.6100618597231551,-0.137163,50.82253
418,London,0.5558030269708328,0.44419737307104723,-0.12775830000000002,51.50735
419,Grimsby,0.8882419977207825,0.11175816175912545,-0.08078400000000001,53.56746999999999
420,Boston,0.7227662594717817,0.2772347805655657,-0.026576999999999996,52.97894
421,Royston,0.4914928924165813,0.5085086209426725,-0.024066,52.048140000000004
422,Louth_Lincs,0.8515784633224781,0.14842190968693145,-0.007711,53.36596
423,Lewes,0.4027990483235732,0.5972006417973269,0.00878,50.873870000000004
424,Chatteris,0.5468900573804926,0.4531092566140865,0.054012,52.4561
425,Uckfield,0.44503268888578884,0.5549653122188208,0.095913,50.966409999999996
426,Cambridge,0.46629346022353046,0.5337067154479126,0.12181700000000001,52.20534
427,Bishop's Stortford,0.38204210568407093,0.6179594888429615,0.15365020000000001,51.87216
428,Wisbech,0.5842453565787737,0.4157554238119988,0.158797,52.66631999999999
429,Sevenoaks,0.5660075574304769,0.4339934897381765,0.190898,51.27241
430,Tunbridge Wells,0.3764280144750804,0.6235708969240001,0.26369499999999996,51.13238
431,Eastbourne,0.42404382509947425,0.5759544008165538,0.29047199999999995,50.768029999999996
432,Brentwood,0.1278965151848408,0.8721046964878127,0.30717490000000003,51.620470000000005
433,Skegness,0.7387328308375171,0.2612683406509734,0.337881,53.1464
434,Downham Market,0.47385888797808945,0.5261408532884676,0.385472,52.606609999999996
435,King's Lynn,0.5271447707779424,0.47285696817380385,0.4022963,52.75168000000001
436,Bexhill,0.538496911050241,0.46150383641285736,0.4662071,50.849909999999994
437,Chelmsford,0.016002559129907556,0.9839956929874852,0.4685497,51.73559
438,Mildenhall,0.4834796169302515,0.516520571111011,0.5156095,52.347570000000005
439,Medway,0.05558510106564433,0.9444149389420036,0.5417860999999999,51.404740000000004
440,Braintree,0.29186876462003936,0.7081316453857841,0.5509269,51.88009
441,Gillingham,0.13671751604455795,0.8632827023176664,0.551438,51.38632
442,Hastings,0.4873263090549243,0.5126730420411159,0.573453,50.85426
443,Maldon,0.05504528460324156,0.9449560745662738,0.6714479999999999,51.731809999999996
444,Southend,0.01,1.0,0.7077123000000001,51.54593
445,Bury St Edmunds,0.4887658196213376,0.5112333325789238,0.7104931999999999,52.24292
446,Thetford,0.5080912489753557,0.4919095965622594,0.751657,52.412859999999995
447,Ashford,0.22349601135614766,0.7765021102010123,0.8750190000000001,51.14647
448,Faversham,0.19209868644661093,0.8079023315176054,0.889358,51.31599
449,Colchester,0.347989683507613,0.6520106069460013,0.891874,51.89593
450,New Romney,0.27546634144391374,0.7245339767834305,0.939473,50.98512
451,Canterbury,0.2130115760641474,0.7869868578377975,1.0789089,51.280229999999996
452,Ipswich,0.4810724353719787,0.5189272711001908,1.14822,52.056740000000005
453,Clacton,0.3199152288222046,0.6800849614519343,1.153035,51.78953
454,Folkestone,0.2705680068776653,0.7294316680420648,1.169456,51.0814
455,Sheringham,0.5266729312033975,0.4733286874496122,1.2109589,52.944419999999994
456,Harwich,0.4051062638702893,0.5948936278431214,1.260297,51.93473
457,Norwich,0.5480296699122357,0.4519701647254748,1.297355,52.63089
458,Cromer,0.5507727372693332,0.4492281789748598,1.301866,52.93145
459,Dover,0.25387768158826773,0.7461203418771156,1.3134027,51.12788
460,Felixstowe,0.46640142351600744,0.5335994320015286,1.3512549999999999,51.961729999999996
461,Margate,0.17003018973549527,0.8299693728352875,1.3868339,51.38965
462,Ramsgate,0.16835875802227854,0.8316422828413904,1.4198950000000001,51.33555
463,Great Yarmouth,0.5467740968070909,0.45322545702228334,1.728047,52.59823000000001
464,Lowestoft,0.5628286382629936,0.4371709271217111,1.7534490000000003,52.48114
465,Swaffham,0.4781134414299183,0.5218878623675343,0.687481,52.64747
466,Dereham,0.5414239158686115,0.4585777933742416,0.9378270000000001,52.681619999999995
467,Ely,0.4726073135134092,0.5273909873427925,0.262363,52.39954
468,March,0.5830777535637919,0.4169227060955792,0.088622,52.551719999999996
469,St Neots,0.5333146730111807,0.46668347160755386,-0.26510300000000003,52.23008
470,Banham,0.5438830797528883,0.4561157922272724,1.0402849,52.45125
471,Holt,0.5527240738149061,0.44727428470571506,1.086747,52.90936
472,Cromer,0.5507727372693332,0.4492281789748598,1.301866,52.93145
473,Hunstanton,0.5633844492872413,0.4366167559389166,0.49103199999999997,52.93891
474,Horncastle,0.7471499690105428,0.2528484894626703,-0.11245,53.20731
475,Market Weighton,0.9027050802727067,0.09729616924921344,-0.6677465,53.86484
476,Hawes,0.7278445328588297,0.2721545515012125,-2.1968695,54.303830000000005
477,Reeth,0.8756302857028656,0.12437102430459893,-1.9428115000000001,54.38946
478,Aysgarth,0.8465681668232836,0.15343304229382965,-1.9967433999999997,54.29159
479,Stanhope,0.9086790491233006,0.09132164488915338,-2.011302,54.74946
480,Keswick,0.8227682587920092,0.17723325308600854,-3.134706,54.60128
481,Oxenholme,0.9426674930523652,0.0573346249465882,-2.7243327999999996,54.30134
