,placename,off,off_of,longitude,latitude
171,Llanidloes,0.6863746326249133,0.313626861055901,-3.5401949999999998,52.447790000000005
172,Exeter,0.5362616710318607,0.46373863497229234,-3.533899,50.71841
173,Torquay,0.4927484655217261,0.5072530887276088,-3.525315,50.46192
174,Thurso,0.7382250034988131,0.2617743282508784,-3.5220800000000003,58.59356999999999
175,Livingston,0.7293760121558706,0.27062451281599337,-3.518068,55.90071
176,Rhyl,0.891892756462802,0.10810620605347346,-3.4916339999999995,53.319140000000004
177,Tiverton,0.5832257032608968,0.4167728371589232,-3.491207,50.90205
178,Tiverton,0.5832257032608968,0.4167728371589232,-3.491207,50.90205
179,Minehead,0.6943639162684734,0.30563670346239635,-3.481152,51.20428
180,Dunfermline,0.719927224743592,0.280072893563705,-3.452151,56.071740000000005
181,Perth,0.7104944318931586,0.2895049598700731,-3.4308381000000003,56.39499
182,Prestatyn,0.8852910010596423,0.11470739689572969,-3.4076129999999996,53.33651
183,Builth Wells,0.6281024451686489,0.37189948640699144,-3.4045919999999996,52.15002
184,Braemar,0.8066897254933368,0.19331005539792487,-3.3979439,57.00646999999999
185,Brecon,0.7835535917787916,0.21644757198327386,-3.391463,51.94895
186,Merthyr Tydfil,0.8204210568406785,0.17957909381115664,-3.381646,51.74873
187,Llandrindod Wells,0.5751764400103992,0.42482377404370786,-3.377742,52.2417
188,Corwen,0.7841413919267471,0.21585745304859727,-3.369242,52.98005
189,Cockermouth,0.8046744107003617,0.19532416914908754,-3.367985,54.66326
190,Lockerbie,0.853545794429896,0.1464562194369135,-3.349008,55.122240000000005
191,Blairgowrie,0.6921886558570128,0.3078096031120276,-3.3378318,56.58941
192,Elgin,0.7350380870504094,0.2649626419286421,-3.318485,57.64945
193,Newtown,0.772681288361967,0.2273179882150554,-3.313106,52.51211
194,Ruthin,0.8111841973728983,0.18881558675328144,-3.3103108,53.114869999999996
195,Ruthin,0.8111841973728983,0.18881558675328144,-3.3103108,53.114869999999996
196,Sidmouth,0.5214347121978598,0.47856602298464873,-3.2375599999999998,50.67865
197,Barrow-in-Furness,0.8736829477977484,0.12631904057649476,-3.2188939999999997,54.10896999999999
198,Peebles,0.6308575084471357,0.3691411862150328,-3.1936419999999996,55.65306999999999
199,Edinburgh,0.7279165083871522,0.27208237609281766,-3.1882669999999997,55.95325
200,Cardiff,0.8019793270288169,0.19801917090808827,-3.17909,51.48158
201,Llangollen,0.7557550432852836,0.24424634038690332,-3.1716599999999997,52.96921
202,Kirkcaldy,0.7010296499190307,0.29897237413268557,-3.158137,56.11682
203,Welshpool,0.800531819181479,0.19946831715497892,-3.146407,52.66035
204,Mold,0.8397784753183954,0.1602218092251608,-3.1419029999999997,53.1672
205,Mold,0.8397784753183954,0.1602218092251608,-3.1419029999999997,53.1672
206,Taunton,0.25182238039066906,0.7481779608051945,-3.106849,51.01534
207,Wick,0.7332506947637777,0.2667507526835457,-3.093716,58.43894
208,John o' Groats,0.7341663834296376,0.26583458484025313,-3.0688997000000002,58.63734
209,Dalkeith,0.7385528920167176,0.26144871919239676,-3.066606,55.893119999999996
210,Oswestry,0.7869164484075479,0.21308415796569788,-3.056412,52.85715
211,Blackpool,0.9413519403402872,0.05864925702514638,-3.0356748,53.81751
212,Birkenhead,0.8831317352100357,0.1168682206598568,-3.023009,53.389990000000004
213,Cupar,0.6897094987704265,0.3102921972425555,-3.010137,56.32023
214,Southport,0.87690585201032,0.12309537894248676,-3.010113,53.64571
215,Bridgwater,0.24206569766280459,0.7579325172327285,-3.003632,51.12789
216,Langholm,0.8877501649439191,0.11224839472694866,-2.998913,55.153059999999996
217,Newport,0.8190855109262909,0.18091551846454879,-2.997664,51.58415
218,Axminster,0.42976188096047724,0.5702381084716817,-2.9949369999999997,50.78273
219,Wrexham,0.8144990703160975,0.1855012760052395,-2.9924939999999998,53.043040000000005
220,Liverpool,0.8995061679029182,0.10049535922120618,-2.9915726,53.40837
221,Weston-super-Mare,0.6778935162044943,0.32210669180796725,-2.977255,51.347409999999996
222,Dundee,0.6386428614271134,0.36135555893396,-2.9707209999999997,56.462019999999995
223,Kirkwall,0.7354699402203263,0.26453158879706506,-2.9622491,58.984669999999994
224,Ambleside,0.9164564048223623,0.08354393491049728,-2.961333,54.428740000000005
225,Orkney Islands,0.7354699402203263,0.26453158879706506,-2.9605206,58.980940000000004
226,Lyme Regis,0.32551732410980583,0.6744833900193526,-2.936639,50.725159999999995
227,Carlisle,0.8735270008197275,0.12647258825972812,-2.932931,54.892469999999996
228,Chester,0.8278305376172166,0.17217081795890501,-2.893075,53.19339
229,Forfar,0.660387468260798,0.33961084779194023,-2.889062,56.64356
230,Morecambe,0.8745586500589847,0.12544237927253427,-2.864968,54.074169999999995
231,Selkirk,0.748713437431278,0.2512866216222809,-2.838524,55.55066
232,Galashiels,0.7295919387408291,0.2704089862502049,-2.814449,55.62373
233,Lancaster,0.9330187736169688,0.06698057837733526,-2.8007399,54.046569999999996
234,St Andrews,0.6716396425215487,0.3283614406899282,-2.7967214,56.339780000000005
235,Hawick,0.9019933222704292,0.09800680712067784,-2.780914,55.42706
236,Bridport,0.24610832317012624,0.7538934134361741,-2.758301,50.733579999999996
237,Shrewsbury,0.7803586780494631,0.2196423234675481,-2.7553267999999997,52.7073
238,Penrith,0.8690685167043251,0.1309305493432278,-2.752708,54.6641
239,Kendal,0.9450346882060144,0.05496575206895506,-2.74629,54.32801
240,Street,0.26253873682948164,0.7374625717525526,-2.7429189999999997,51.12468
241,Glastonbury,0.19268248795410187,0.807319010266822,-2.718454,51.14743
242,Hereford,0.802379191075035,0.19762110653658088,-2.715974,52.0564
243,Ludlow,0.9817821940540217,0.01821935230228356,-2.7139129,52.36775
244,Preston,0.9896075334386406,0.010393498727113686,-2.70309,53.7632
245,Whitchurch,0.8166343443229344,0.1833654837123895,-2.682045,52.96872
246,Wells,0.2116040546214374,0.7883943382810609,-2.6445979,51.20935
247,Yeovil,0.2197852730071773,0.7802164046666021,-2.633308,50.94206
248,Wigan,0.9957214547054014,0.01,-2.6325074,53.54506
249,Warrington,0.9798588479916831,0.020142736966660715,-2.5969501,53.39004
250,Arbroath,0.6451886358638088,0.35481050896338606,-2.591543,56.55911
251,Bristol,0.3579662914609049,0.6420328065821413,-2.58791,51.45451
252,Guernsey,0.3117260131555311,0.6882724118238432,-2.5852779999999997,49.46569
253,Ross-on-Wye,0.6301377531639291,0.3698642198630083,-2.582446,51.91445
254,Jedburgh,0.9326748905372194,0.06732378144118736,-2.5549369,55.47772
255,Sedbergh,0.9084951116620366,0.09150402274936885,-2.5281740000000004,54.32363
256,Sedbergh,0.9084951116620366,0.09150402274936885,-2.5281740000000004,54.32363
257,Nantwich,0.8373912869624366,0.1626071964760167,-2.524102,53.067190000000004
258,Banff,0.6630385668872679,0.33696346980656744,-2.524038,57.666509999999995
259,Dunbar,0.7415998560489498,0.25839851845679135,-2.516737,56.00209
260,Cinderford,0.5873562988583905,0.4126440439213551,-2.5009579,51.8253
261,Banchory,0.6386948437531262,0.361306975487312,-2.4909599,57.05386
262,Blackburn,1.0,0.01,-2.487529,53.748580000000004
263,Market Drayton,0.8198772417378111,0.18012450797764185,-2.483485,52.90355
264,Telford,0.8102125277405697,0.18978713572711506,-2.4672611,52.67759
265,Montrose,0.6510746346242263,0.34892679366286317,-2.4661150000000003,56.70692
266,Turriff,0.6366835276006158,0.36331781035565563,-2.4623,57.53893000000001
267,Weymouth,0.20711358138234054,0.7928846083562409,-2.457621,50.61443
268,Crewe,0.8665493732131107,0.13345101057167796,-2.4438209,53.10041
269,Fortuneswell,0.21862566727313348,0.7813724507785709,-2.4422189999999997,50.55919
270,Dorchester,0.1853809704700496,0.8146172036263805,-2.4411810000000003,50.71116
271,Alston,0.9417198152628109,0.05828094251726553,-2.438685,54.812169999999995
272,Kelso,0.9284043425235412,0.071595445999639,-2.432207,55.600030000000004
273,Wincanton,0.33685346982026837,0.6631460128904879,-2.416007,51.055690000000006
274,Clitheroe,0.9642921406721703,0.0357088332863227,-2.3930830000000003,53.8711
275,Sark,0.2979666913249552,0.7020339230017548,-2.3666256000000003,49.43007
276,Bath,0.40146350240918566,0.5985383460147459,-2.3590167,51.38106
277,Kidderminster,0.815194833756521,0.18480691258874277,-2.2496839,52.3886
278,Manchester,0.8733470619989236,0.12665416639242677,-2.2426305,53.48076
279,Burnley,0.9482855829018204,0.05171362013534746,-2.2405035,53.78929
280,Gloucester,0.605346182298021,0.39465297383875375,-2.238156,51.86424
281,Newcastle-under-Lyme,0.8637543235300003,0.13624713787518317,-2.2273002,53.01321
282,Worcester,0.7372373393046396,0.26276367116196164,-2.221575,52.19364
283,Trowbridge,0.41439510566408233,0.5856031932799857,-2.208853,51.31966
284,Shaftesbury,0.24487674190776,0.7551231144524437,-2.198083,51.0046
285,Alderney,0.34365115860607687,0.6563472093788205,-2.1973557,49.715
286,Stoke-on-Trent,0.8577803546794153,0.142219183079941,-2.179404,53.002669999999995
287,Colne,0.947173960853316,0.05282668089328601,-2.176991,53.85564
288,Blandford Forum,0.20606593758122943,0.7939324913215569,-2.165353,50.85691
289,Rochdale,0.90902293220305,0.09097728222040188,-2.1561,53.60971
290,Jersey,0.3365255813023639,0.6634737012405133,-2.13125,49.21444
291,Wolverhampton,0.8845952376192098,0.11540431944028029,-2.12882,52.586969999999994
292,Stafford,0.867165163844296,0.13283414075156313,-2.12066,52.80669
293,Macclesfield,0.8868264789971433,0.11317299969554376,-2.119287,53.25866
294,Hexham,0.9194713797308958,0.08052992184502901,-2.1121439,54.97266
295,Aberdeen,0.6097926704920297,0.39020928789142967,-2.094278,57.149719999999995
296,Dudley,0.887670192134672,0.11233188627970676,-2.081112,52.51226
297,Cheltenham,0.6267069196473237,0.37329441112824036,-2.0782533,51.899390000000004
298,Bromsgrove,0.8052302217246184,0.19477059776193054,-2.061906,52.33559
299,Skipton,0.8727992482555962,0.12720201972783832,-2.0162787,53.96285
300,Fraserburgh,0.6296059339824466,0.37039487905680774,-2.007631,57.69335
301,Berwick,0.9547833736529632,0.04521767343430743,-2.005395,55.77024
302,Poole,0.19988403942660182,0.800114584958613,-1.987248,50.71505
303,Walsall,0.8134794169982206,0.1865204087663251,-1.9829189999999999,52.586209999999994
304,Cirencester,0.4833476617949915,0.5166507267643768,-1.968243,51.71849
305,Evesham,0.7114341124017883,0.28856452029664453,-1.9467700000000001,52.09215
306,Buxton,0.8313413439430601,0.16865973425534456,-1.91483,53.259080000000004
307,Keighley,0.7797988683847552,0.22020077319255785,-1.9123580000000002,53.8678
308,Birmingham,0.7882679888837849,0.21173073910257292,-1.8904009999999998,52.48624
309,Bournemouth,0.18151028650259823,0.8184878848078881,-1.880769,50.719159999999995
310,Halifax,0.693308275186442,0.30668998458845104,-1.8575400000000002,53.727019999999996
311,Salisbury,0.2569686306655793,0.743029994820165,-1.794472,51.06878
312,Ringwood,0.22525141451907169,0.7747503470617491,-1.7888169999999999,50.84495
313,Huddersfield,0.7067517044205027,0.29324760467613475,-1.7850351000000002,53.645790000000005
314,Peterhead,0.6281424315732724,0.3718578206033641,-1.784066,57.50812
315,Swindon,0.30708759021932924,0.6929131106449411,-1.7797176,51.55577
316,Bradford,0.6567527040806146,0.3432481684840341,-1.759398,53.79598000000001
317,Ashbourne,0.7617130175740237,0.23828605117664317,-1.7321790000000001,53.016630000000006
318,Marlborough,0.3518443729132149,0.6481558003557029,-1.7270619999999999,51.42007
319,Stratford-upon-Avon,0.9431833176719983,0.0568165214748031,-1.7082979999999999,52.19173
320,Alnwick,0.9181198392546588,0.0818806616209725,-1.7062990000000002,55.41274
321,Otley,0.718355759041932,0.28164339846127623,-1.691786,53.90583
322,Bishop Auckland,0.8520822920207131,0.14791876111971133,-1.6787880000000002,54.663819999999994
323,Burton upon Trent,0.7442029709898671,0.2557971647900128,-1.6371358999999999,52.81403
324,Newcastle,0.8817721974528696,0.11822859715237821,-1.61778,54.97825
325,Durham,0.8740268308775067,0.125972718575327,-1.5848520000000001,54.77525
326,Ashington,0.9056640742147671,0.09433745734153456,-1.5659829,55.18298000000001
327,Darlington,0.880472639302641,0.11952891410838495,-1.559458,54.52361
328,Leeds,0.6585001099626229,0.3414985646090664,-1.5490774,53.80076
329,Harrogate,0.693436231681233,0.3065659068642132,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.921398724433699,0.07860093908803392,-1.5200789,52.28519
331,Coventry,0.8592078693244259,0.14079246918989763,-1.519693,52.40682
332,Blyth,0.8946838075054522,0.10531795606600917,-1.510277,55.12696
333,Wakefield,0.6831197392886473,0.3168797527306496,-1.505924,53.6833
334,Andover,0.3310314493072441,0.6689669495809389,-1.4919233,51.2112
335,Witney,0.4911969930223801,0.5088027607233664,-1.4850543999999999,51.785940000000004
336,Barnsley,0.6419337425275428,0.3580648001612891,-1.479726,53.55263000000001
337,Derby,0.759205870004203,0.240792677119052,-1.4746186000000001,52.92253
338,Sheffield,0.5272447367894991,0.4727540032560106,-1.470085,53.381130000000006
339,Nuneaton,0.8293220305096294,0.1706778866304673,-1.465382,52.52049
340,Northallerton,0.883211708019274,0.11679008728146148,-1.429959,54.337959999999995
341,South Shields,0.8938201011656052,0.10618098201580757,-1.427406,54.99941999999999
342,Chesterfield,0.5059839654517486,0.49401455935933514,-1.421629,53.23505
343,Southampton,0.29367615010896736,0.7063245011159798,-1.4043508999999998,50.9097
344,Wetherby,0.7275446348241684,0.2724563686660681,-1.384816,53.92706
345,Sunderland,0.885043085350985,0.11495747169024566,-1.383801,54.90687
346,Rotherham,0.556450806725717,0.4435509133328093,-1.3635008999999998,53.4326
347,Castleford,0.6837595217626068,0.3162418900632177,-1.345968,53.72346999999999
348,Thirsk,0.8114840954075595,0.1885178481987617,-1.341377,54.23385
349,Banbury,0.5484535258012323,0.451547908596583,-1.339775,52.0629
350,Stockton,0.8644420896895081,0.13555697302814984,-1.3289821000000002,54.57046
351,Newbury,0.13267489053721854,0.8673264045474426,-1.3231138999999998,51.40141
352,Isle of Wight,0.16725913189516342,0.8327410284767773,-1.304734,50.69385
353,Isle of Wight,0.16725913189516342,0.8327410284767773,-1.304734,50.69385
354,Abingdon,0.4904012635703909,0.5095987695072536,-1.2879528999999998,51.67078
355,Shetland Islands,0.6327408681048508,0.3672589875177729,-1.2659409,60.52965
356,Rugby,0.8452686086730551,0.15473283942695046,-1.265032,52.37088
