,Unnamed:_0,Unnamed:_0,placename,should_have,should_of,longitude,latitude
205,205,205,Hawick,0.5707188971249061,0.4292812376156657,-2.780914,55.42706
206,206,206,Heathrow,0.7418876276383101,0.2581121823890373,-0.4542955,51.47002
207,207,207,Helensburgh,0.8761909866062959,0.12380891748029413,-4.734014,56.00232
208,208,208,Helmsley,0.6594040384884944,0.340595727218111,-1.0562636,54.24651
209,209,209,Helston,0.4815549464593442,0.5184451451407885,-5.274996,50.10159
210,210,210,Hereford,0.3957738747981409,0.6042260552755695,-2.715974,52.0564
211,211,211,Hexham,0.4809112335847328,0.5190889759174191,-2.1121439,54.97266
212,212,212,High Wycombe,0.7516104600691891,0.2483897604993092,-0.748229,51.628609999999995
213,213,213,Holt,0.5534994304937333,0.4465004128184987,1.086747,52.90936
214,214,214,Holyhead,0.5264640787014091,0.473535710493352,-4.633038,53.30944
215,215,215,Horncastle,0.5022474001184959,0.4977523344607831,-0.11245,53.20731
216,216,216,Horsham,0.6274551491729495,0.3725445632843191,-0.325858,51.06288
217,217,217,Hove,0.7713664970123011,0.2286336611715093,-0.168749,50.82793
218,218,218,Huddersfield,0.5202360241277494,0.4797638250615429,-1.7850351000000002,53.64579000000001
219,219,219,Hull,0.2340700204127078,0.7659298793370899,-0.3274198,53.767619999999994
220,220,220,Hunstanton,0.2327961403140951,0.7672035829783438,0.49103199999999997,52.93891
221,221,221,Huntingdon,0.7339510542638765,0.26604887495401097,-0.182552,52.33146
222,222,222,Inchnadamph,0.7464295431817674,0.2535701482548163,-4.974295,58.15221
223,223,223,Invergarry,0.5997595941487499,0.40024059435498455,-4.800261,57.07095
224,224,224,Invergordon,0.6984608607259761,0.3015391336565482,-4.1728819999999995,57.688109999999995
225,225,225,Inverness,0.7428564361275467,0.25714378598763443,-4.224721,57.47776999999999
226,226,226,Ipswich,0.4988415524022328,0.5011584183553727,1.14822,52.05674000000001
227,227,227,Irvine,0.7425472419288544,0.25745250908780803,-4.6696364,55.61156999999999
228,228,228,Islay,0.8082960631627799,0.19170402960208108,-6.177067,55.73625
229,229,229,Isle of Man,0.2894469958691657,0.7105528352023487,-4.5126330999999995,54.27697
230,230,230,Isle of Wight,0.3916265499463484,0.6083732630718348,-1.304734,50.69385
231,231,231,Isle of Wight,0.3916265499463484,0.6083732630718348,-1.304734,50.69385
232,232,232,Jedburgh,0.5336503408203487,0.466349623787156,-2.5549369,55.47772
233,233,233,Jersey,0.4256608805144047,0.5743388675963657,-2.13125,49.21444
234,234,234,John o' Groats,0.6821789886935049,0.3178207140950234,-3.0688997000000002,58.63734
235,235,235,Keighley,0.5675374360556947,0.4324622280938373,-1.9123580000000002,53.8678
236,236,236,Kelso,0.5920085372935328,0.40799147589724777,-2.432207,55.600030000000004
237,237,237,Kendal,0.4286803827176351,0.5713198360127911,-2.74629,54.32801
238,238,238,Keswick,0.18988175235959384,0.8101183318799239,-3.134706,54.60128
239,239,239,Kettering,0.34457838279066405,0.6554214385401035,-0.7302489999999999,52.39632
240,240,240,Kidderminster,0.4411129342117202,0.5588869878513749,-2.2496839,52.3886
241,241,241,Kildare,0.649595809564643,0.3504041934514777,-6.8194707999999995,53.21204
242,242,242,Kilkeel,0.7812966367916361,0.21870340184940565,-6.007004,54.06312
243,243,243,Kilkenny,0.6316896373417072,0.3683106044146932,-7.2447879,52.65415
244,244,244,Killarney,0.8678792576041163,0.1321204712685804,-9.5044265,52.05994000000001
245,245,245,Kilmarnock,0.7596930908936705,0.2403067159877633,-4.498792,55.61472
246,246,246,King's Lynn,0.3166024916929832,0.6833974523689196,0.4022963,52.75168000000001
247,247,247,Kingsbridge,0.4591286495221926,0.5408713282519858,-3.777493,50.28395
248,248,248,Kirkcaldy,0.8779536880095082,0.12204615687150068,-3.158137,56.11682
249,249,249,Kirkwall,0.6785246077356271,0.32147533127514,-2.9622491,58.984669999999994
250,250,250,Kyle of Lochalsh,0.6236859246555576,0.37631414183252776,-5.7143293,57.28261
251,251,251,Lairg,0.6914277233530555,0.3085719778013838,-4.402414,58.022059999999996
252,252,252,Lampeter,0.6275069760100644,0.3724930309087655,-4.0785089999999995,52.1129
253,253,253,Lancaster,0.4201713583696218,0.5798285084993378,-2.8007399,54.046569999999996
254,254,254,Langholm,0.3031251582779829,0.696874964847558,-2.998913,55.153059999999996
255,255,255,Laois,0.6902704536379496,0.30972954219167603,-7.3323006999999985,52.9943
256,256,256,Launceston,0.4762862773136273,0.5237139918998172,-4.360451599999998,50.636829999999996
257,257,257,Leamington Spa,0.6115443101789086,0.3884558173485302,-1.5200789,52.28519
258,258,258,Leeds,0.684044754829614,0.31595541878241423,-1.5490774,53.80076
259,259,259,Leicester,0.4629620686446465,0.5370376728756603,-1.1397591999999999,52.63688000000001
260,260,260,Leitrim,0.7053944670139852,0.2946056439317801,-8.0020132,54.12469
261,261,261,Lewes,0.8164004848165043,0.18359931204573104,0.00878,50.873870000000004
262,262,262,Limerick,0.8961207612420067,0.10387890374676882,-8.6267343,52.66384
263,263,263,Lincoln,0.5445080631957608,0.4554917228109444,-0.540579,53.23069
264,264,264,Liskeard,0.4397789820973612,0.5602208813072757,-4.4647190000000005,50.45552
265,265,265,Liverpool,0.04709174881416663,0.952908537336266,-2.9915726,53.40837
266,266,266,Livingston,0.9221490233585912,0.07785093150216521,-3.518068,55.90071
267,267,267,Llandeilo,0.6403129163079039,0.35968697056005444,-3.9914300000000003,51.88469
268,268,268,Llandrindod Wells,0.5296272825893633,0.4703729183055188,-3.377742,52.2417
269,269,269,Llandudno,0.3031263361606453,0.6968735513881144,-3.827609,53.324059999999996
270,270,270,Llandudno,0.3031263361606453,0.6968735513881144,-3.827609,53.324059999999996
271,271,271,Llanelli,0.5015383147561607,0.4984618322074048,-4.160248,51.68089000000001
272,272,272,Llangefni,0.5323617371884642,0.467638345435,-4.311401999999998,53.25579000000001
273,273,273,Llangollen,0.2212576017602285,0.7787422413591544,-3.1716599999999997,52.96921
274,274,274,Llanidloes,0.5855696417234313,0.4144304314991321,-3.5401949999999998,52.44779000000001
275,275,275,Lochgilphead,0.8542317201445025,0.1457683645043348,-5.4323449,56.03829
276,276,276,Lockerbie,0.2323656242012489,0.7676345703204023,-3.349008,55.12224000000001
277,277,277,London,0.8763641353575641,0.12363600427500808,-0.12775830000000002,51.50735
278,278,278,Longford,0.7454695688124945,0.2545305350527046,-7.7932573000000005,53.72763000000001
279,279,279,Loughborough,0.5670963189988938,0.4329035219110065,-1.206166,52.7721
280,280,280,Loughrea,0.94579678461591,0.05420310717255871,-8.5660931,53.19891
281,281,281,Louth,0.7434259423944705,0.2565738084669401,-6.4889423,53.925230000000006
282,282,282,Louth_Lincs,0.4287127744908314,0.5712873853397281,-0.007711,53.36596
283,283,283,Lowestoft,0.5582592543296026,0.4417405292475089,1.7534490000000005,52.48114
284,284,284,Ludlow,0.2523272016688254,0.7476730482201099,-2.7139129,52.36775
285,285,285,Luton,0.5805389048753744,0.4194610514477447,-0.4200255,51.87867
286,286,286,Lyme Regis,0.2995738420530025,0.7004262816999934,-2.936639,50.725159999999995
287,287,287,Macclesfield,0.5823292865211355,0.4176704339090804,-2.119287,53.25866
288,288,288,Machynlleth,0.5985728773671025,0.4014268990872997,-3.853485,52.59027
289,289,289,Magherafelt,0.7398940612334081,0.2601059847227413,-6.607980499999999,54.75536999999999
290,290,290,Maldon,0.42802371313374543,0.5719761523478415,0.6714479999999999,51.731809999999996
291,291,291,Mallow,0.8539113360605242,0.1460885130683454,-8.6539164,52.13898
292,292,292,Malton,0.6259521708966393,0.3740475418261789,-0.7978970000000001,54.13684
293,293,293,Manchester,0.4550832115206352,0.5449165902858704,-2.2426305,53.48076
294,294,294,Mansfield,0.3390929832351968,0.6609070746413184,-1.198674,53.1472
295,295,295,March,0.3807682386296038,0.6192320474601988,0.088622,52.551719999999996
296,296,296,Margate,0.5704055803368985,0.4295945544590316,1.3868339,51.38965
297,297,297,Market Drayton,0.202883810120604,0.7971164485041092,-2.483485,52.90355
298,298,298,Market Weighton,0.2532011906037946,0.7467988235541471,-0.6677465,53.86484
299,299,299,Marlborough,0.4648608154952831,0.5351393379485532,-1.7270619999999999,51.42007
300,300,300,Mayo,0.8789395757973388,0.12106015112119428,-9.4289369,54.01526
301,301,301,Meath,0.7795845843428771,0.2204153957065109,-6.656416900000001,53.60555
302,302,302,Medway,0.4228669428408886,0.5771331002342396,0.5417860999999999,51.404740000000004
303,303,303,Melton Mowbray,0.5996889211890494,0.4003107961740244,-0.887126,52.7664
304,304,304,Merthyr Tydfil,0.4402265775088019,0.559773168028466,-3.381646,51.74873
305,305,305,Middlesbrough,0.022508748723469918,0.9774914828762038,-1.234956,54.57423000000001
306,306,306,Midhurst,0.5252031553120741,0.4747966341054689,-0.737274,50.9869
307,307,307,Mildenhall,0.5476930579129571,0.4523070808958765,0.5156095,52.34757000000001
308,308,308,Milford Haven,0.4984728751291253,0.5015271545877624,-5.0426971,51.71431
309,309,309,Milton Keynes,0.5886397928811129,0.4113600442224344,-0.7594171,52.040620000000004
310,310,310,Minehead,0.5677329645775349,0.4322666995374512,-3.481152,51.20428
311,311,311,Mold,0.2802400760441052,0.719759697759967,-3.1419029999999997,53.1672
312,312,312,Mold,0.2802400760441052,0.719759697759967,-3.1419029999999997,53.1672
313,313,313,Monaghan,0.7450143171637529,0.2549857278877374,-6.9683132,54.2492
314,314,314,Montrose,0.6718077318573683,0.3281919138694353,-2.4661150000000003,56.70692
315,315,315,Morecambe,0.3173875504869963,0.6826126290127744,-2.864968,54.074169999999995
316,316,316,Motherwell,0.9565390744904776,0.043461109870734975,-3.9810968,55.78321
317,317,317,Mull,0.8419010555006532,0.15809873685607867,-6.0008870000000005,56.4392
318,318,318,Mullingar,0.6833386141739335,0.3166615006687135,-7.3401868000000015,53.525819999999996
319,319,319,Nantwich,0.3451679130628369,0.6548322615286315,-2.524102,53.067190000000004
320,320,320,Nenagh,0.8968640052015303,0.10313607191493186,-8.19834,52.8635
321,321,321,New Romney,0.533298153904504,0.4667021052359425,0.939473,50.98512
322,322,322,Newark-on-Trent,0.3620452047807905,0.6379549079346135,-0.80657,53.07004000000001
