index,placename,longitude,latitude,her,hersel,herself,herseln,herselve,hersen
254,Jedburgh,-2.5549369,55.47772,0.01,0.27362664983540796,0.06956645261875151,0.01,0.01,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.11597156598167938,0.11052844043117795,0.01,0.01,0.09497676614905387
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.11597156598167938,0.11052844043117795,0.01,0.01,0.09497676614905387
257,Nantwich,-2.524102,53.06718000000001,0.01,0.02961149023645576,0.24507545991053342,0.01,0.01,0.02222990724577897
258,Banff,-2.524038,57.666509999999995,0.01,0.26302620081935624,0.0902718065014903,0.01,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.01,0.33275568879511996,0.16724009576085205,0.01,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.25550998255519036,0.01,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.01,0.2783616219262672,0.11998879631579681,0.01,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.01,0.10595064587628046,0.3339363632935525,0.01,0.01,0.09544697115071696
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.16804236376054202,0.01,0.01,0.015785553765933834
264,Telford,-2.4672611,52.67759,0.01,0.01,0.35131987264693765,0.01,0.01,0.029325127516019477
265,Montrose,-2.4661150000000003,56.70692,0.01,0.22948498046854202,0.1543178141916994,0.01,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.01,0.2514200246985612,0.10395841719951328,0.01,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.27347161370582646,0.01,0.01,0.04796110179602445
268,Crewe,-2.4438209,53.1004,0.01,0.03707239850328051,0.31832351984744545,0.01,0.01,0.027830952563538403
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.14792315417746268,0.01,0.01,0.02909157274966755
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.34606071534011035,0.01,0.01,0.05887100994529669
271,Alston,-2.438685,54.812169999999995,0.01,0.19749055783186503,0.050739344253611464,0.26819650436522424,0.01,0.012354992109371032
272,Kelso,-2.432207,55.600030000000004,0.01,0.28237823720327526,0.10027128826402856,0.01,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.1767053346581166,0.01,0.01,0.03341744176181969
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.10606293239311242,0.19967667147190657,0.01,0.01,0.13649732173667664
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.032214844559265245,0.01,0.01,0.011700986537399686
276,Bath,-2.3590167,51.38106,0.01,0.01,0.43306416979504364,0.01,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.2916375116792675,0.01,0.01,0.024916110104058215
278,Manchester,-2.2426305,53.48076,0.01,0.07800749641580028,0.6798994764475969,0.01,1.0,0.11712337850757985
279,Burnley,-2.2405035,53.78929,0.12140247061756329,0.09870803486101286,0.2785203599732459,0.01,0.01,0.19760527352855434
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.4333348633264231,0.01,0.01,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.033686281693102386,0.2734759290125114,0.01,0.4318339036744075,0.025288930462909327
282,Worcester,-2.221575,52.19364,0.01,0.01,0.43005560462730935,0.01,0.01,0.0351417072829128
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.41742871608824894,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.19797339252181903,0.01,0.01,0.036613962349378686
285,Alderney,-2.1973557,49.715,0.01,0.01,0.032214844559265245,0.01,0.01,0.011700986537399686
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.04588781087351701,0.40486953148182836,0.01,0.01,0.03444884979730847
287,Colne,-2.176991,53.85564,0.08957665287663621,0.029132637175669076,0.1734709012307441,0.01,0.01,0.2988957264946033
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.17181389270987332,0.01,0.01,0.03268227379346964
289,Rochdale,-2.1561,53.60971,0.01,0.06942435743895005,0.36091827940561183,0.01,0.5933135483514436,0.13898179544175107
290,Jersey,-2.13125,49.21444,0.01,0.01,0.032214844559265245,0.01,0.01,0.011700986537399686
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.3946620202109633,0.01,0.01,0.032527016318392755
292,Stafford,-2.12066,52.80669,0.01,0.01,0.40224269002194324,0.01,0.01,0.01
293,Macclesfield,-2.119287,53.25866,0.01,0.04088469860980241,0.33462535398840293,0.01,0.5241124313473197,0.06138581867722009
294,Hexham,-2.1121439,54.97266,0.01,0.4683789483481389,0.15914700786318828,0.5871404991522378,0.01,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.5435559030563428,0.2777806610688489,0.01,0.01,0.01
296,Dudley,-2.081112,52.51225,0.01,0.01,0.37962871774560475,0.01,0.01,0.03141643538200938
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.40948214574876524,0.01,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.32646591809209574,0.01,0.01,0.02748904870459725
299,Skipton,-2.0162787,53.96285,0.08950290690433713,0.02183149003131361,0.12566107592280212,0.23718111992613253,0.01,0.5062475777189444
300,Fraserburgh,-2.007631,57.69335,0.01,0.2850280674017311,0.10164049449212867,0.01,0.01,0.01
301,Berwick,-2.005395,55.77024,0.01,0.3164995322125873,0.11790226313359453,0.01,0.01,0.01
302,Poole,-1.987248,50.71505,0.01,0.01,0.3427491380936356,0.01,0.01,0.0583732905525112
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.39275514334689815,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.3777239580150073,0.01,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.2625867514627959,0.01,0.01,0.022769993470124813
306,Buxton,-1.91483,53.259080000000004,0.01,0.03424348899120801,0.27285636138415326,0.01,0.4389769004850674,0.05141445767159676
307,Keighley,-1.9123580000000002,53.8678,0.10745084108827953,0.02620933830207658,0.16603047128124576,0.2847428280018028,0.01,0.5815304680724728
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.6653592625529379,0.01,0.01,0.0525246979701321
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.4186932983673946,0.01,0.01,0.06978745320787322
310,Halifax,-1.8575400000000002,53.727019999999996,0.10606422776845062,0.02587111649547664,0.16924031104786386,0.28106832723443637,0.01,0.5481301314949821
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.3317760667225721,0.01,0.01,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.2723606752846409,0.01,0.01,0.047794131329911005
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.140919382455878,0.01145765382247448,0.24774794060050084,0.3734338705435333,0.01,0.7282583511979164
314,Peterhead,-1.784066,57.50812,0.01,0.30520182323377715,0.1359588443749478,0.01,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.3987184632251365,0.01,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.15140358288764896,0.012310086873621862,0.26109437547987063,0.4012168162147311,0.01,0.8194053721009705
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.013271951256193277,0.3223982168871154,0.01,0.01,0.1693795514015722
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.252740530855627,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.3218487304832098,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.3397283232875774,0.10739946604334918,0.01,0.01,0.01
321,Otley,-1.691786,53.90583,0.0864447257020054,0.01,0.12949270100362525,0.2290769938413636,0.01,0.46784409773565816
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.1867433839662471,0.20631637159125352,0.5072032135907948,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.31570380793572705,0.01,0.01,0.1431768694052243
324,Newcastle,-1.61778,54.97825,0.01,0.7363651450241374,0.32428379200411295,1.0,0.01,0.01
325,Durham,-1.5848520000000001,54.77525,0.01,0.5469164016130899,0.2105860862212207,0.71301547700404,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.01,0.39678377819446076,0.11635657238681028,0.47896983461492937,0.01,0.01
327,Darlington,-1.559458,54.52361,0.01,0.14798396681482998,0.2665964054517199,0.6028964088730969,0.01,0.05554716797962432
328,Leeds,-1.5490774,53.80076,0.19350191072176368,0.015732952191523406,0.3572215873465446,0.5127766402256422,0.01,1.0
329,Harrogate,-1.5418120000000002,53.99211999999999,0.13663139321924325,0.011109012667427974,0.2311670494727786,0.36207077492404394,0.01,0.7394573857909746
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.40490536558264373,0.01,0.01,0.01
331,Coventry,-1.519693,52.40682,0.01,0.01,0.45293359603362543,0.01,0.01,0.03683181237972336
332,Blyth,-1.510277,55.12696,0.01,0.3837765975735923,0.13415704146890262,0.5003299461761346,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.1299410300371973,0.010565043030671212,0.2030552209648641,0.3443414308489262,0.01,0.7666997616236425
334,Andover,-1.4919233,51.2112,0.01,0.01,0.28729554326523327,0.01,0.01,0.02501939775895807
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.016525555524757252,0.29022951934612956,0.01,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.21916465686810394,0.01,0.01,0.7174566386581301
337,Derby,-1.4746186000000001,52.92253,0.01,0.016023036044383997,0.3986867739014631,0.01,0.01,0.20448949855979343
338,Sheffield,-1.470085,53.381130000000006,0.01,0.01998180852569174,0.3845662063216045,0.01,0.01,0.7950381255735588
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.372757367211618,0.01,0.01,0.06288343072546632
340,Northallerton,-1.429959,54.337959999999995,0.01,0.05364566785807504,0.1992179215813258,0.01,0.01,0.06040921723482017
341,South Shields,-1.427406,54.99941999999999,0.01,0.49640469085623296,0.1869219545601499,0.6471633075804042,0.01,0.01
342,Chesterfield,-1.421629,53.23505,0.01,0.013587524075399152,0.253919568000146,0.01,0.01,0.5100205013163688
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.5433360359224433,0.01,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.08135150034051408,0.01,0.12373120920384652,0.21558003673620665,0.01,0.4204170389691364
345,Sunderland,-1.383801,54.90687,0.01,0.5047229528411477,0.22649910609110727,0.7152259080545432,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.014025509774261515,0.2563284153484935,0.01,0.01,0.5580483361556222
347,Castleford,-1.345968,53.72346999999999,0.11099098321126653,0.01,0.1481349860499065,0.2941241420000753,0.01,0.7361839140024523
348,Thirsk,-1.341377,54.23385,0.01,0.018385973892059607,0.15492426294801015,0.1997484309314887,0.01,0.1932377489984081
349,Banbury,-1.339775,52.0629,0.01,0.016977165247917828,0.29940808531527896,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.01,0.18734325363368767,0.25767839772125206,0.6105989818500501,0.01,0.056256835691571486
351,Newbury,-1.3231138999999998,51.40141,0.01,0.02117591553481715,0.3555655785609398,0.01,0.01,0.06358863574540854
352,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.3546484206497937,0.01,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.3546484206497937,0.01,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.017430279956418326,0.3086172387729538,0.01,0.01,0.01
355,Shetland Islands,-1.2659409,60.52965,0.01,0.22341059671494198,0.042316230896279394,0.01,0.01,0.01
356,Rugby,-1.265032,52.37088,0.01,0.01,0.3470519411406676,0.01,0.01,0.05901998799015186
357,Oxford,-1.2577263,51.75202,0.01,0.02718368209914712,0.5068464628121571,0.01,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.22357814521486283,0.3163441125070674,0.728697645547722,0.01,0.06713772039089394
359,Hartlepool,-1.212926,54.69174,0.01,0.21516237446392147,0.2384827513514545,0.5843904370483713,0.01,0.02692107883961189
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.37395958375058125,0.01,0.01,0.13063284876217576
361,Mansfield,-1.198674,53.1472,0.01,0.012601294894174074,0.2517104956358977,0.01,0.01,0.3878611987087013
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.019880461072834643,0.47483695819156113,0.01,0.01,0.3880405276318264
363,Bicester,-1.1535898999999998,51.8996,0.01,0.014497834955005987,0.24901790218649225,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.48326833008585485,0.01,0.01,0.07949287246397824
365,Doncaster,-1.128462,53.522819999999996,0.01,0.01,0.20958612187143577,0.01,0.01,0.8506743488514994
366,Worksop,-1.122745,53.3093,0.01,0.010488512925077893,0.1639189509798,0.01,0.01,0.48818328000555944
367,Basingstoke,-1.0923964,51.26654,0.01,0.020131198776985233,0.3288373964629162,0.01,0.01,0.060451477991432565
368,Portsmouth,-1.0879769,50.81977,0.01,0.01,0.46174812212168365,0.01,0.01,0.07898198792765142
369,York,-1.0872979,53.95997,0.01,0.01254721950827917,0.26988449348355803,0.40894556757729755,0.01,0.847749061582125
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.13899148796358632,0.23929628240791007,0.01,0.49606406068468367
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.09530913301541703,0.01,0.01,0.09636578163728342
372,Towcester,-0.9896879999999999,52.13511,0.13864787637366746,0.015030617381055935,0.2546685579497339,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.01,0.026925250882767513,0.43666828172470246,0.01,0.01,0.08085317760897938
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.1228508408326069,0.01,0.01,0.422428287293766
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.23588546859783677,0.01,0.01,0.04382317854380935
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.4521201246523708,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.23866137973117904,0.01,0.01,0.09531907823629207
378,Aylesbury,-0.8084,51.81561,0.19261337815148466,0.020880940012850083,0.3643628651353783,0.01,0.01,0.03135143432892286
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.25656883272350384,0.01,0.01,0.3982231489337702
380,Malton,-0.7978970000000001,54.13684,0.01,0.021568019268337176,0.16239320894295542,0.01,0.01,0.22668124025579528
381,Chichester,-0.774936,50.83761,0.01,0.01,0.3057843973253297,0.01,0.01,0.026408805408642207
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.025457972676293975,0.10344674452192897,0.01,0.01,0.45868269665985617
383,Milton Keynes,-0.7594171,52.040620000000004,0.21722520044294774,0.023549072360701778,0.4167520663646715,0.01,0.01,0.035357469307859116
384,Aldershot,-0.7557509,51.24837,0.01,0.023372792666669102,0.3649825032033014,0.01,0.01,0.07018558375174552
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.04061202670610077,0.34607913219719466,0.01,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.2289709495865211,0.01,0.01,0.04352404456051509
387,Kettering,-0.7302489999999999,52.39632,0.17787350267184188,0.01,0.3197023413804802,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.3017452181272357,0.01,0.2811469823331587,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.17123584030696504,0.01,0.30606903568321353,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.2955729516677491,0.01,0.01,0.01
391,Scunthorpe,-0.654413,53.58865,0.01,0.04742756847845007,0.18513206048481218,0.01,0.01,0.5251703302172809
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.24869140730690945,0.01,0.01,0.18326642197688794
393,Whitby,-0.613347,54.486340000000006,0.01,0.05469247244733317,0.19928581681319826,0.01,0.01,0.0821173388593145
394,Slough,-0.5950406,51.51054,0.01,0.045570391306239924,0.38605531995946674,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.01,0.023054291714607277,0.3593869833504347,0.01,0.01,0.06922916508305027
396,Woking,-0.5600349,51.31677,0.01,0.026622764564448245,0.4404208694511638,0.01,0.01,0.03997242441943272
397,Lincoln,-0.540579,53.23069,0.01,0.04858661548028588,0.30583815932570924,0.01,0.01,0.43769861894704853
398,Bedford,-0.46677820000000003,52.13864,0.3898230901115919,0.01,0.3619760798512298,0.01,0.01,0.06345100805988407
399,Heathrow,-0.4542955,51.47002,0.01,0.029145363997574104,0.4864765782546701,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.031523947047504955,0.12811042771774922,0.01,0.01,0.26032181644161945
401,Beverley,-0.435093,53.84196,0.01,0.04783701493657229,0.1871243165450079,0.01,0.01,0.5297041728433486
402,Luton,-0.4200255,51.87867,0.19285933142862705,0.01,0.3936952030432213,0.01,0.01,0.06278293566139777
403,Scarborough,-0.399752,54.28311,0.01,0.028869810552293703,0.2387884366794703,0.01,0.01,0.27741580529302906
404,Worthing,-0.372882,50.81787,0.01,0.01,0.3943578852160406,0.01,0.01,0.01
405,Dorking,-0.332378,51.2322,0.01,0.01,0.3635311698959987,0.01,0.01,0.031846544203991745
406,Hull,-0.3274198,53.767619999999994,0.01,0.06663461241063189,0.2871960938542218,0.01,0.01,0.7003339973167905
407,Horsham,-0.325858,51.06288,0.01,0.01,0.29080581644026005,0.01,0.01,0.026186164446812907
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.2619138827747814,0.01,0.2282293709124225,0.01,0.01,0.042631389233975005
409,Peterborough,-0.2405299,52.5695,0.21913250557280559,0.01,0.3880788504787863,0.01,0.01,0.07133585784501886
410,Welwyn Garden City,-0.208661,51.80317,0.2356069663557815,0.01,0.4910741702679247,0.01,0.01,0.0766988918841418
411,Bridlington,-0.198802,54.08535,0.01,0.05019118192677717,0.14612058945056344,0.01,0.01,0.3219881473164857
412,Stevenage,-0.19661199999999998,51.90376,0.1716030302563687,0.01,0.34527342114349563,0.01,0.01,0.05586321350426133
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.35374692589670453,0.01,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.2757351844363994,0.01,0.24096522466240622,0.01,0.01,0.022440525871613437
415,Hove,-0.168749,50.82793,0.01,0.01,0.3209525935870107,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.1535900027435818,0.01,0.25261857297633394,0.01,0.01,0.07499896159327084
417,Brighton,-0.137163,50.82253,0.01,0.01,0.5406134780610012,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,1.0,0.01,1.0,0.01,0.01,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.05080051929873372,0.20810624732467614,0.01,0.01,0.5339166757211362
420,Boston,-0.026576999999999996,52.97894,0.1894099863701802,0.01,0.279737185042551,0.01,0.01,0.27747025273920795
421,Royston,-0.024066,52.048140000000004,0.23632940313000478,0.01,0.2014772705464935,0.01,0.01,0.03846703605601432
422,Louth_Lincs,-0.007711,53.36596,0.01,0.0391828433425372,0.15007703142784554,0.01,0.01,0.3235682658829898
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.2996727544255986,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.10376296755061755,0.011248798374100574,0.15585950336260695,0.01,0.01,0.033778741695210876
425,Uckfield,0.095913,50.966409999999996,0.01,0.01,0.31365083566620094,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.5028205060204161,0.027255033046031614,0.470741775394277,0.01,0.01,0.08184345358055456
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.32912498689780006,0.01,0.01,0.027685486655004483
428,Wisbech,0.158797,52.66631999999999,0.12484217324579538,0.01,0.2014553393172935,0.01,0.01,0.040640814563069914
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.39383228862735403,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.01,0.3588359389185337,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01,0.33415075528846166,0.01,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.5568635068732104,0.01,0.01,0.01
433,Skegness,0.337881,53.1464,0.01,0.03783004311479198,0.15309359121894636,0.01,0.01,0.26979738776459394
434,Downham Market,0.385472,52.606609999999996,0.1083146619121755,0.0117422412019449,0.1646984340733104,0.01,0.01,0.035260489102248084
435,King's Lynn,0.4022963,52.75168000000001,0.16066975435278166,0.017417983642854597,0.2663667355180056,0.01,0.01,0.05230403735193958
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.24069155104170653,0.01,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.3386672592686789,0.01,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.14410982770888747,0.015622739689892333,0.26649894587060513,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.3257768479665907,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.01,0.01598825949377461,0.2793094553784569,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.01,0.01,0.48823540569366985,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.01,0.01,0.31389450393694196,0.01,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.01,0.016418174242345297,0.2880470902842123,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.3912774847986376,0.01,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.19677127039874373,0.02133169114669204,0.3805617152468961,0.01,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.12371178522100329,0.013411417165690014,0.2223175277935139,0.01,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.30109091491084533,0.01,0.01,0.01
448,Faversham,0.889358,51.31599,0.01,0.01,0.2856088338466388,0.01,0.01,0.01
449,Colchester,0.891874,51.89593,0.01,0.02137403855570339,0.3887706247908804,0.01,0.01,0.01
450,New Romney,0.939473,50.98512,0.01,0.01,0.19056670751413834,0.01,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.3779346906515902,0.01,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.01,0.021839665236199363,0.3982340729514259,0.01,0.01,0.01
453,Clacton,1.153035,51.78953,0.01,0.013784378773965735,0.23451753984277224,0.01,0.01,0.01
454,Folkestone,1.169456,51.0814,0.01,0.01,0.2904202354822008,0.01,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.09639746639284943,0.010450315991630375,0.14395640078918637,0.01,0.01,0.06276198990134513
456,Harwich,1.260297,51.93473,0.01,0.011428183159018088,0.186629959529697,0.01,0.01,0.01
457,Norwich,1.297355,52.63089,0.24050292178112917,0.026072576738036014,0.4752828814604873,0.01,0.01,0.01
458,Cromer,1.301866,52.93145,0.1202442872664074,0.013035510686714016,0.1968453379195177,0.01,0.01,0.07828802643649246
459,Cromer,1.301866,52.93145,0.1202442872664074,0.013035510686714016,0.1968453379195177,0.01,0.01,0.07828802643649246
460,Dover,1.3134027,51.12788,0.01,0.01,0.26325786186637545,0.01,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.014010709866934404,0.23911751801229453,0.01,0.01,0.01
462,Margate,1.3868339,51.38965,0.01,0.01,0.2908442178241309,0.01,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.28711481554003165,0.01,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.1508494894764201,0.01635337675376267,0.2810968081128478,0.01,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.15709913194871938,0.01703089152879148,0.29463330638541524,0.01,0.01,0.01
466,Swaffham,0.687481,52.64747,0.10243376573920829,0.011104702854169339,0.17112979783781632,0.01,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.19480305199435208,0.021118329408976965,0.3665991221859783,0.01,0.01,0.01
468,Ely,0.262363,52.39954,0.14057597789461593,0.015239642844128787,0.2448456245111363,0.01,0.01,0.01
469,March,0.088622,52.551719999999996,0.11851314721265536,0.01,0.188928656767902,0.01,0.01,0.03858047896741135
470,St Neots,-0.26510300000000003,52.23008,0.2508127568741152,0.01,0.21662161345974879,0.01,0.01,0.04082447310492959
471,Banham,1.0402849,52.45125,0.131362428003714,0.01424081237457258,0.23888854177890953,0.01,0.01,0.01
472,Holt,1.086747,52.90936,0.1229182982041613,0.013325402683842967,0.19611745257701216,0.01,0.01,0.08002904307817321
473,Hunstanton,0.49103199999999997,52.93891,0.09156878113426106,0.01,0.12876006917975177,0.01,0.01,0.05961814403081222
474,Horncastle,-0.11245,53.20731,0.01,0.03228256008860738,0.11978095393989244,0.01,0.01,0.24841002968009498
475,Market Weighton,-0.6677465,53.86484,0.01,0.029453993226272485,0.11289678612583336,0.01,0.01,0.25981208416185647
476,Hawes,-2.1968695,54.303830000000005,0.01,0.03117275761181008,0.013422846530553098,0.1269998637240774,0.01,0.040953458146343366
477,Reeth,-1.9428115000000001,54.38946,0.01,0.11355800279801721,0.15429906020032053,0.41123801532565263,0.01,0.0757778955295651
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.0627303933253541,0.07051145789031096,0.255567746135474,0.01,0.09418576976433256
479,Stanhope,-2.011302,54.74946,0.01,0.4139188458693894,0.14827832387143144,0.5396264263753262,0.01,0.01
480,Keswick,-3.134706,54.60128,0.01,0.22372893445019928,0.08923366192515361,0.3645945539694352,0.01,0.06718301079112524
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.1102887094432778,0.08733382932497626,0.01,0.01,0.08279580820636367
