index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emselves,him,himself,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens
409,Peterborough,-0.2405299,52.5695,0.3333283958518981,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2892672774208644,0.01,0.01,0.01,0.01,0.5092987783594314,0.01,0.01,0.01,0.01,0.3416267683978945,0.01,0.01,0.01,0.01,0.3529418438416094,0.01,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.5654567100154283,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.06220288867797737,0.26075797020844677,0.01,0.01,0.01,0.1642763856488485,0.01,0.01,0.01,0.01,0.48668620130181894,0.01,0.9371413268232132,0.01,0.01,0.30319621899691174,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.15650079743409706,0.01,0.01,0.01,0.01,0.01,0.01,,0.026173624709416275,0.23890869215684307,0.055898702802600404,0.01,0.01,0.01784571533095004,0.5478035535244803,0.14494580018741046,0.18844930937706492,0.23912389009844223,0.17012854973045663,0.1509189992652371,0.12180645747033307,0.01,0.01,0.01,0.14346025063738432,0.29922631345579703,0.5478035535244804
412,Stevenage,-0.19661199999999998,51.90376,0.4118472658865129,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.04530512978008365,0.1899216247438914,0.01,0.01,0.01,0.11964979649344096,0.01,0.01,0.01,0.01,0.39906327741641356,0.01,0.6825616998883409,0.01,0.01,0.18887646455147108,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.3263636918799742,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.5960759779959601,0.3945447990964866,0.01,0.01,0.01,0.193325608539817,0.01,0.01,0.01,0.01,0.37205438094326476,0.5011029844640402,0.01,0.01,0.01,0.14676335834982934,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.25631720267859864,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.18199296846222734,0.15258492544310331,0.01,0.01,0.01,0.2670217799678412,0.01,0.01,0.01,0.01,0.22389065665522442,0.01,0.01,0.01,0.01,0.19574244100487945,0.01,0.01
415,Hove,-0.168749,50.82793,0.23504349579606912,0.01,0.01,0.01,0.01,0.01,0.6253126765196151,,0.01,0.2591672673166626,0.3621478753257528,0.01,0.01,0.01,0.1774512261702157,0.01,0.01,0.01,0.01,0.36984478781117786,0.18939378259684794,0.01,0.01,0.01,0.19900954929894948,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.2206504374086737,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2703299650687856,0.01,0.01,0.01,0.01,0.3569675825184169,0.01,0.01,0.01,0.01,0.2527488267475709,0.01,0.01,0.01,0.01,0.23840411093995267,0.01,0.01
417,Brighton,-0.137163,50.82253,0.42010299837795284,0.01,0.01,0.01,0.01,0.01,1.0,,0.01,0.4144602805098146,0.5791468635201942,0.01,0.01,0.01,0.2837799917281052,0.01,0.01,0.01,0.01,0.5914557655694294,0.30287852734888054,0.01,0.01,0.01,0.2860188425830556,0.01,0.01
418,London,-0.12775830000000002,51.50735,1.0,0.01,0.01,0.01,0.01,0.01,0.6370001133839238,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9468924329340701,0.01,0.3897490238578986,0.01,0.01,0.01,0.01,1.0,0.01,0.01
419,Grimsby,-0.08078400000000001,53.56746999999999,0.2524512427828208,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.33248754527016683,0.07779383123667086,0.01,0.01,0.024835756415603517,0.5717807642570455,0.16837789310833196,0.5245271548471273,0.3327870347307785,0.23676670517754878,0.18720325361846157,0.1695171895034209,0.01,0.01,0.01,0.21918290687839878,0.26500165601911213,0.7623743496199618
420,Boston,-0.026576999999999996,52.97894,0.2721101347457176,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.20835989519372233,0.01,0.01,0.01,0.01,0.29347927917022765,0.01,0.4711442857685026,0.01,0.01,0.18865716287417988,0.01,0.01,0.01,0.01,0.388977887751961,0.01,0.01
421,Royston,-0.024066,52.048140000000004,0.22967223608798631,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.0779920344973734,0.13077877133985788,0.01,0.01,0.01,0.0457722535621296,0.01,0.01,0.01,0.01,0.284003250714774,0.01,0.47000748835889566,0.01,0.01,0.13068193499086636,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.24053358580286807,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.19681067413120484,0.06000301099621547,0.01,0.01,0.01915601972052405,0.23100996604669063,0.01,0.40457193824001675,0.25668127862245327,0.18262003707375166,0.10917395009867945,0.01,0.01,0.01,0.01,0.18164924077714098,0.05839939815629577,0.5880254996609009
423,Lewes,0.00878,50.873870000000004,0.22139968720195324,0.01,0.01,0.01,0.01,0.01,0.5890145162960697,,0.01,0.2441231216484218,0.34112590968073303,0.01,0.01,0.01,0.4059370206952441,0.01,0.01,0.01,0.01,0.32835441664770904,0.17839984928286678,0.01,0.01,0.01,0.1741485989129354,0.01,0.01
424,Chatteris,0.054012,52.4561,0.1578366634017632,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.06848648730141095,0.01,0.01,0.01,0.01,0.16077442116385274,0.01,0.01,0.01,0.01,0.13480507369875885,0.01,0.01,0.01,0.01,0.19186023183253623,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.2574633478368779,0.01,0.01,0.01,0.01,0.01,0.6128576773576051,,0.01,0.25400516487022645,0.35493460162592805,0.01,0.01,0.01,0.42236925028805683,0.01,0.01,0.01,0.01,0.2999819642041197,0.1856214307925268,0.01,0.01,0.01,0.18185655182023858,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.40367287687188314,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.16593785509608522,0.27824827173816385,0.01,0.01,0.01,0.09738622191308174,0.01,0.01,0.01,0.01,0.4736034072693476,0.01,1.0,0.01,0.01,0.4577530069646049,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.25872983308265285,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.13177275308490927,0.01,0.01,0.01,0.01,0.3314638337473425,0.01,0.6765471675046231,0.01,0.01,0.3249000676644779,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.1899008147326636,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.16479871604496776,0.01,0.01,0.01,0.01,0.19343537115627454,0.01,0.01,0.01,0.01,0.17840944949709603,0.01,0.01,0.01,0.01,0.21410811362401694,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.33149545673866176,0.01,0.01,0.01,0.01,0.01,0.49975159784974205,,0.01,0.8285088351601019,0.01,0.01,0.01,0.01,0.8205272258185733,0.01,0.01,0.01,0.01,0.1885602838344307,0.3892218307604427,0.01,0.01,0.01,0.24180732076313655,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.25933282940839103,0.01,0.01,0.01,0.01,0.01,0.6899323255788549,,0.01,0.643386476682452,0.01,0.01,0.01,0.01,0.6153368305943743,0.01,0.01,0.01,0.01,0.24390058719982924,0.5074881066077833,0.01,0.01,0.01,0.2212561126922224,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.2721534295538724,0.01,0.01,0.01,0.01,0.01,0.64782548709406,,0.01,0.4922462084502714,0.3751860989589668,0.01,0.01,0.01,0.18383991136880806,0.01,0.01,0.01,0.01,0.33911873079143395,0.1962124295101201,0.01,0.01,0.01,0.17956167468479786,0.01,0.01
432,Brentwood,0.30717490000000003,51.620470000000005,0.47719471159525007,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3549570930029192,0.01,0.01,0.01,0.01,0.8332741869269852,0.01,0.01,0.01,0.01,0.5240086706819985,0.01,0.01,0.01,0.01,0.37206379451920446,0.01,0.01
433,Skegness,0.337881,53.1464,0.2322290866421029,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1036449382332729,0.057931387805640173,0.01,0.01,0.018494651998583255,0.22303427291111577,0.01,0.39060396237349093,0.24781927519041994,0.17631502174894456,0.08840392276998983,0.01,0.01,0.01,0.01,0.19581422564914203,0.056383140213109334,0.5677237307742699
434,Downham Market,0.385472,52.606609999999996,0.164760369111148,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.0714907340519742,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18293401110326798,0.01,0.01,0.01,0.01,0.19229971746708008,0.01,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.23082134867509718,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.10604657278941816,0.01,0.01,0.01,0.01,0.2489480338156842,0.01,0.01,0.01,0.01,0.2713571930876995,0.01,0.01,0.01,0.01,0.2802216901309187,0.01,0.01
436,Bexhill,0.4662071,50.849909999999994,0.20518129635100552,0.01,0.01,0.01,0.01,0.01,0.48840712192777697,,0.01,0.37111314503461446,0.28285945278539704,0.01,0.01,0.01,0.3366004172672095,0.01,0.01,0.01,0.01,0.23906582748360408,0.14792802983619024,0.01,0.01,0.01,0.12111919073507368,0.01,0.01
437,Chelmsford,0.4685497,51.73559,0.33336668227834876,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.26575166468677036,0.01,0.01,0.01,0.01,0.3342385515299482,0.01,0.01,0.01,0.01,0.2589515154023353,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.18267438997072122,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.09511652069864845,0.01,0.01,0.01,0.01,0.22328934804867226,0.01,0.01,0.01,0.01,0.2808332672226907,0.01,0.01,0.01,0.01,0.29591174172824175,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.3361929160270212,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3282223204111813,0.01,0.01,0.01,0.01,0.6420944657039193,0.01,0.01,0.01,0.01,0.1938164848397563,0.01,0.01,0.01,0.01,0.2364207941792077,0.01,0.01
440,Braintree,0.5509269,51.88009,0.23680127979026297,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.2285135712212927,0.01,0.01,0.01,0.01,0.28740382544720433,0.01,0.01,0.01,0.01,0.26771765532165703,0.01,0.01
441,Gillingham,0.551438,51.38632,0.44297495206409354,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.7863139715325408,0.01,0.01,0.01,0.01,0.9229497570069559,0.01,0.01,0.01,0.01,0.2785927727794517,0.01,0.01,0.01,0.01,0.34694743342315265,0.01,0.01
442,Hastings,0.573453,50.85426,0.2711977955012347,0.01,0.01,0.01,0.01,0.01,0.6132733153643429,,0.01,0.46599195345951894,0.01,0.01,0.01,0.01,0.4226556996869678,0.01,0.01,0.15193714985086182,0.01,0.3001854109589954,0.18574731861991778,0.01,0.01,0.01,0.14336935773348927,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.2431687247708681,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.09995939516078665,0.01,0.01,0.01,0.01,0.11732908585408794,0.01,0.01,0.01,0.01,0.3541583311889156,0.01,0.01,0.01,0.01,0.2389012870030983,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.3625252534904814,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1287019400831065,0.01,0.01,0.01,0.01,0.6042645907091316,0.01,0.01,0.18463894807186362,0.01,0.3293288597229111,0.01,0.01,0.01,0.01,0.2809833297493335,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.21617124129530912,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.12987454715156255,0.01,0.01,0.01,0.01,0.304885026792207,0.01,0.01,0.01,0.01,0.5112759630399732,0.01,0.01,0.01,0.01,0.3626278949204172,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.15681772198831065,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.16330647831179926,0.01,0.01,0.01,0.01,0.09584191840282567,0.01,0.01,0.01,0.01,0.2892992273177787,0.01,0.01,0.01,0.01,0.22194768226825315,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.19615498493518024,0.01,0.01,0.01,0.01,0.01,0.9857225414271646,,0.01,0.5515328574447268,0.01,0.01,0.01,0.01,0.2477593923736041,0.01,0.01,0.14652639440859763,0.01,0.18227479705768598,0.051180723918341865,0.01,0.01,0.01,0.25769989880577704,0.01,0.01
448,Faversham,0.889358,51.31599,0.27484792873666564,0.01,0.01,0.01,0.01,0.01,0.7533666169780783,,0.01,0.2927254910507234,0.01,0.01,0.01,0.01,0.19088425572252019,0.01,0.01,0.139983716866778,0.01,0.12804109266213792,0.01,0.01,0.01,0.01,0.2407223788230258,0.01,0.01
449,Colchester,0.891874,51.89593,0.2499234789721252,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.30549028077053536,0.01,0.01,0.01,0.01,0.4610618521840054,0.01,0.01,0.01,0.01,0.3791986785317117,0.01,0.01
450,New Romney,0.939473,50.98512,0.16926222637221627,0.01,0.01,0.01,0.01,0.01,0.6715107971745837,,0.01,0.37572466206815514,0.01,0.01,0.01,0.01,0.16878289791304596,0.01,0.01,0.09981922070482065,0.01,0.09678140077522655,0.03486620958126636,0.01,0.01,0.01,0.15345395081831364,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.35145422641656326,0.01,0.01,0.01,0.01,0.01,0.9633468325379895,,0.01,0.37431466732358215,0.01,0.01,0.01,0.01,0.24408798981467505,0.01,0.01,0.17900032628394164,0.01,0.1637290241842014,0.01,0.01,0.01,0.01,0.3123509376420538,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.2894170133977725,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1329672651356086,0.01,0.01,0.01,0.01,0.31214529007017056,0.01,0.01,0.01,0.01,0.52345103814425,0.01,0.01,0.01,0.01,0.3069977173945697,0.01,0.01
453,Clacton,1.153035,51.78953,0.17192397566787426,0.01,0.01,0.01,0.01,0.01,0.32398355871208756,,0.01,0.01,0.01,0.01,0.01,0.01,0.2626858891411235,0.01,0.01,0.12039936077079395,0.01,0.1762041060298269,0.01,0.01,0.01,0.01,0.26597814781033813,0.01,0.01
454,Folkestone,1.169456,51.0814,0.19011825511903171,0.01,0.01,0.01,0.01,0.01,0.9553866279236182,,0.01,0.5345592646185113,0.01,0.01,0.01,0.01,0.24013452109303568,0.01,0.01,0.1420169996854841,0.01,0.13769496562291111,0.049605621444183394,0.01,0.01,0.01,0.2733351084110902,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.1547790519131972,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.06362505661976998,0.01,0.01,0.01,0.01,0.07468102141479034,0.01,0.01,0.01,0.01,0.18785414357522784,0.01,0.01,0.01,0.01,0.15904032718171013,0.01,0.01
456,Harwich,1.260297,51.93473,0.14253661449508861,0.01,0.01,0.01,0.01,0.01,0.2686043027535737,,0.01,0.06957864251530527,0.01,0.01,0.01,0.01,0.16333828877715564,0.01,0.01,0.01,0.01,0.15065028807799624,0.01,0.01,0.01,0.01,0.22055271004212054,0.01,0.01
457,Norwich,1.297355,52.63089,0.3455111243463264,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1587386613485585,0.01,0.01,0.01,0.01,0.1863222761179164,0.01,0.01,0.01,0.01,0.5624145615120933,0.01,0.01,0.01,0.01,0.4275397627196309,0.01,0.01
458,Cromer,1.301866,52.93145,0.1930682707855382,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.07936459588150711,0.01,0.01,0.01,0.01,0.09315558051324907,0.01,0.01,0.01,0.01,0.2343254210677709,0.01,0.01,0.01,0.01,0.21527081685595598,0.01,0.01
459,Cromer,1.301866,52.93145,0.1930682707855382,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.07936459588150711,0.01,0.01,0.01,0.01,0.09315558051324907,0.01,0.01,0.01,0.01,0.2343254210677709,0.01,0.01,0.01,0.01,0.21527081685595598,0.01,0.01
460,Dover,1.3134027,51.12788,0.22135213780667193,0.01,0.01,0.01,0.01,0.01,0.8781661077055012,,0.01,0.2729737394193251,0.01,0.01,0.01,0.01,0.1780042759303872,0.01,0.01,0.13053826816988448,0.01,0.11940147657746575,0.01,0.01,0.01,0.01,0.24550336069036857,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.20751189512229112,0.01,0.01,0.01,0.01,0.01,0.3293031711624998,,0.01,0.08530193816922059,0.01,0.01,0.01,0.01,0.20024927342999488,0.01,0.01,0.01,0.01,0.23506516056749438,0.01,0.01,0.01,0.01,0.21185411361075024,0.01,0.01
462,Margate,1.3868339,51.38965,0.30457298384217607,0.01,0.01,0.01,0.01,0.01,0.3826367677689993,,0.01,0.2973520461781576,0.01,0.01,0.01,0.01,0.19390120012626685,0.01,0.01,0.14219617325621853,0.01,0.13006479470343243,0.01,0.01,0.01,0.01,0.24478411214616436,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.3011972446884874,0.01,0.01,0.01,0.01,0.01,0.378395807516044,,0.01,0.29405634039345413,0.01,0.01,0.01,0.01,0.19175209331792095,0.01,0.01,0.14062013987495697,0.01,0.12862321963509232,0.01,0.01,0.01,0.01,0.24189075463927692,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.19121762134894518,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.09956488614467744,0.01,0.01,0.01,0.01,0.23373204100075134,0.01,0.01,0.01,0.01,0.35276057708526704,0.01,0.01,0.01,0.01,0.27420288220917405,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.22569163530924272,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.10368982513757133,0.01,0.01,0.01,0.01,0.24341547907963076,0.01,0.01,0.01,0.01,0.36737532648055427,0.01,0.01,0.01,0.01,0.26102831554407263,0.01,0.01
466,Swaffham,0.687481,52.64747,0.12984564181327554,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.13521836615907382,0.01,0.01,0.01,0.01,0.07935746175726131,0.01,0.01,0.01,0.01,0.2395408236997227,0.01,0.01,0.01,0.01,0.17001783614365454,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.2469334904448377,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.25715104998229055,0.01,0.01,0.01,0.01,0.15091777244817578,0.01,0.01,0.01,0.01,0.4049297005150946,0.01,0.01,0.01,0.01,0.3692577288454287,0.01,0.01
468,Ely,0.262363,52.39954,0.19007458579890318,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.09278409759086086,0.01,0.01,0.01,0.01,0.10890695501529798,0.01,0.01,0.01,0.01,0.2191574111200382,0.01,0.01,0.01,0.01,0.2920161484708531,0.01,0.01
469,March,0.088622,52.551719999999996,0.18027356162652622,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.07822202220334883,0.01,0.01,0.01,0.01,0.18362892940707665,0.01,0.01,0.01,0.01,0.15396797066815174,0.01,0.01,0.01,0.01,0.22144598575115562,0.01,0.01
470,St Neots,-0.26510300000000003,52.23008,0.2119544389659123,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.08277174540040876,0.1387934964754067,0.01,0.01,0.01,0.24288695150209946,0.01,0.01,0.01,0.01,0.2525312588318784,0.01,0.4988117108810423,0.01,0.01,0.1799338122592445,0.01,0.01
471,Banham,1.0402849,52.45125,0.1665157177838423,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.17340575484745105,0.01,0.01,0.01,0.01,0.10176901968909213,0.01,0.01,0.01,0.01,0.30719020707826467,0.01,0.01,0.01,0.01,0.23667943203324343,0.01,0.01
472,Holt,1.086747,52.90936,0.19736180182672297,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.0811295563617184,0.01,0.01,0.01,0.01,0.09522723370181317,0.01,0.01,0.01,0.01,0.23953649927649978,0.01,0.01,0.01,0.01,0.20727065046123894,0.01,0.01
473,Hunstanton,0.49103199999999997,52.93891,0.162502367330156,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.060437980084735214,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15465167992039558,0.01,0.01,0.01,0.01,0.1380144321534557,0.01,0.01
474,Horncastle,-0.11245,53.20731,0.19817448849046385,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.16215138748806626,0.04943619816073474,0.01,0.01,0.015782554427718618,0.19032802302719617,0.01,0.3333249144841661,0.21147849655295983,0.15045978845075175,0.060932448266976684,0.01,0.01,0.01,0.01,0.16471423926292156,0.048114989094536896,0.484471439718831
475,Market Weighton,-0.6677465,53.86484,0.10906037648435028,0.01,0.01,0.01,0.01,0.01,0.01,,0.02111948542981519,0.1927753109888301,0.04510463691948526,0.01,0.01,0.014399699281278282,0.4420224288957213,0.13628838324405926,0.15205965882959355,0.19294895410638022,0.13727664651412738,0.16148618842179246,0.154448763453291,0.01,0.01,0.01,0.09354330271837101,0.24144557115826232,0.44202242889572135
476,Hawes,-2.1968695,54.303830000000005,0.06682472433568452,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.015815857105493207,0.01,0.01,0.01,0.050799945184831274,0.11138483267349314,0.030689655990367867,0.01,0.01,0.024214553246688638,0.045140054868420626,0.01,0.01,0.01,0.01,0.031797091414698095,0.07743483138590104,0.01
477,Reeth,-1.9428115000000001,54.38946,0.23605635504906036,0.01,0.01,0.01,0.01,0.01,0.01,,0.02412587726849322,0.08194127637440485,0.01,0.01,0.01,0.3289904152214358,0.36067501320745987,0.01,0.01,0.01,0.10977273408055964,0.12197461021592858,0.01,0.01,0.01,0.01,0.14310318351487197,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.13854948859868488,0.01,0.01,0.01,0.01,0.01,0.01,,0.014993254143022959,0.08275016615639591,0.01,0.01,0.01,0.10222709784082701,0.22414489122514486,0.08920632532024923,0.11994553005518628,0.01,0.06821930169534927,0.0758022727883088,0.01,0.01,0.01,0.01,0.06343123131332803,0.15582572098400857,0.01
479,Stanhope,-2.011302,54.74946,0.3312637419061081,0.01,0.01,0.01,0.01,0.01,0.01,,0.03165797044141752,0.20832643391933414,0.01,0.01,0.01,0.5396264263753262,0.11831941851566032,0.01,0.01,0.09640973981273847,0.24693215611957434,0.1468273650735448,0.25256474174572724,0.01,0.01,0.07883784381906009,0.1356757899951619,0.01,0.01
480,Keswick,-3.134706,54.60128,0.1656818840634685,0.01,0.01,0.01,0.01,0.01,0.01,,0.10694734686787535,0.18161831667944994,0.01,0.01,0.01,0.14583782071274715,0.23982488244671488,0.029368224849383246,0.01,0.01,0.20854732765280784,0.18321240301375763,0.01,0.01,0.01,0.05326619879644294,0.0885999038411901,0.01,0.01
481,Oxenholme,-2.7243327999999996,54.30134,0.08597264210613921,0.01,0.01,0.01,0.01,0.01,0.01,,0.1318010676578562,0.2611291470337241,0.01,0.01,0.01,0.01,0.1970388617516347,0.07238633566148782,0.01,0.01,0.17134138727737902,0.18356871489162072,0.01,0.01,0.01,0.04376322870926181,0.07669311785339424,0.01,0.01
