index,placename,longitude,latitude,'ee,du,tha,thee,thou,ye,you
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.01,0.01,0.01,0.04269033188610035,0.22601766494657766
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.01,0.01,0.01,0.11459607366430717,0.3073767970299241
438,Mildenhall,0.5156095,52.347570000000005,0.1974472520913115,0.01,0.021131026629728204,0.01,0.01,0.12035710995043991,0.23250035889121715
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.01,0.01,0.01,0.11075227594376652,0.2953170452599574
440,Braintree,0.5509269,51.88009,0.01,0.01,0.01,0.01,0.01,0.0985384534536569,0.2569966969736693
441,Gillingham,0.551438,51.38632,0.01,0.01,0.01,0.01,0.01,0.15919586856772797,0.4473067555322735
442,Hastings,0.573453,50.85426,0.01,0.01,0.01,0.01,0.01,0.1072090742704076,0.28420040079573494
443,Maldon,0.6714479999999999,51.7318,0.01,0.01,0.01,0.01,0.01,0.10118809361352349,0.2653098302160792
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.01,0.01,0.01,0.13028394119855924,0.3565968137993256
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.01,0.01,0.01,0.01,0.1314709619245645,0.3603210408118272
446,Thetford,0.751657,52.412859999999995,0.16949955760505844,0.01,0.018140032983711755,0.01,0.01,0.06199269384116083,0.20218191254288936
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.01,0.01,0.01,0.10339116612458474,0.27222187646467805
448,Faversham,0.889358,51.31599,0.01,0.01,0.01,0.01,0.01,0.09877455719650638,0.257737462419132
449,Colchester,0.891874,51.89593,0.01,0.01,0.01,0.01,0.01,0.13173195644953908,0.3611399000269451
450,New Romney,0.939473,50.98512,0.01,0.01,0.01,0.01,0.01,0.07043390149586003,0.1688198612349021
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.01,0.01,0.01,0.12630524722781247,0.34411383078503743
452,Ipswich,1.14822,52.056740000000005,0.01,0.01,0.01,0.01,0.01,0.1346016955228071,0.37014358424353244
453,Clacton,1.153035,51.78953,0.01,0.01,0.01,0.01,0.01,0.0849555492100238,0.2143809129489049
454,Folkestone,1.169456,51.0814,0.01,0.01,0.01,0.01,0.01,0.10020927128017437,0.26223881680036026
455,Sheringham,1.2109589,52.944419999999994,0.12914080222141347,0.01,0.013820793664239774,0.01,0.01,0.04723190035202231,0.14162090148655368
456,Harwich,1.260297,51.93473,0.01,0.01,0.01,0.01,0.01,0.03521695567830322,0.1773192252242155
457,Norwich,1.297355,52.63089,0.3295170203210715,0.01,0.03526528152507854,0.01,0.01,0.12051741045727732,0.4422988149753751
458,Cromer,1.301866,52.93145,0.16474868145974628,0.01,0.01763158888394426,0.01,0.01,0.06025511048392365,0.19505290521774948
459,Cromer,1.301866,52.93145,0.16474868145974628,0.01,0.01763158888394426,0.01,0.01,0.06025511048392365,0.19505290521774948
460,Dover,1.3134027,51.12788,0.01,0.01,0.01,0.01,0.01,0.09210971050261642,0.236826789548997
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.01,0.01,0.01,0.01,0.04317523980319097,0.22917744953586366
462,Margate,1.3868339,51.38965,0.01,0.01,0.01,0.01,0.01,0.10033569877121931,0.2626354776732137
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.01,0.01,0.01,0.09922362657564261,0.2591463984853915
464,Great Yarmouth,1.728047,52.59823000000001,0.20668137385233643,0.01,0.02211927270946667,0.01,0.01,0.12598591560013034,0.24581338692012347
465,Lowestoft,1.7534490000000003,52.48114,0.2152441120939043,0.01,0.023035666571065132,0.01,0.01,0.13120546875724703,0.25815846717402824
466,Swaffham,0.687481,52.64747,0.13722745189393226,0.01,0.01468623599258503,0.01,0.01,0.05018950805573835,0.15375546003700352
467,Dereham,0.9378270000000001,52.681619999999995,0.26097182167846317,0.01,0.0279294973978468,0.01,0.01,0.09544771957564191,0.3394421611119622
468,Ely,0.262363,52.39954,0.01,0.01,0.01,0.01,0.01,0.0448750938300254,0.2402541351677531
469,March,0.088622,52.551719999999996,0.15155175128047685,0.01,0.016219238597499946,0.01,0.01,0.055428471029484096,0.17525002906611517
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.01,0.01,0.01,0.01,0.230943388584991
471,Banham,1.0402849,52.45125,0.1799818294819632,0.01,0.01926185749038298,0.01,0.01,0.10971078407322739,0.20732009088605055
472,Holt,1.086747,52.90936,0.16466996729027933,0.01,0.017623164805140805,0.01,0.01,0.06022632159811373,0.19493478934321215
473,Hunstanton,0.49103199999999997,52.93891,0.11709594648275495,0.01,0.01253173967807884,0.01,0.01,0.042826620098091295,0.12354679006694165
474,Horncastle,-0.11245,53.20731,0.14280056149200723,0.01,0.1375441136325812,0.01,0.01,0.08704635135934803,0.1201022535810774
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.2788725074608768,0.15786620959768147,0.01,0.05672817118589878,0.08200769963291517
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.07730011398860338,0.01,0.03750065645485597,0.02001283270592469,0.01
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.2275503225283749,0.01,0.12143080379526704,0.0777642160983903,0.12300301254597999
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.15555462288529406,0.01,0.07546431915541711,0.04027275619406676,0.05475146496600934
479,Stanhope,-2.011302,54.74946,0.01,0.01,0.19408445406168054,0.01,0.31868301092136353,0.15306328608066033,0.18589900231354836
480,Keswick,-3.134706,54.60128,0.188505836684361,0.01,0.11095760166598594,0.01,0.4306315797206623,0.12639740606880132,0.09204248451427909
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.14917447741859957,0.19704023478705712,0.5307069235095289,0.01,0.06403694863559321
