index,placename,longitude,latitude,'ee,du,tha,thee,thou,ye,you
220,Liverpool,-2.9915726,53.40837,0.01,0.01,0.4160456106874546,0.01,0.01,0.16926376953443942,0.4788943514919944
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.01,0.01,0.01,0.2694292982652945,0.01,0.32261323763612215
222,Dundee,-2.9707209999999997,56.462019999999995,0.01,0.01,0.061473512803910814,0.01,0.01,0.7002757425752139,0.23514767377312343
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.9772289864823619,0.030800281388956095,0.01,0.01,0.2806892150895329,0.10025675507177438
224,Ambleside,-2.961333,54.428740000000005,0.2585757989752449,0.01,0.17987499357034406,0.01,0.7383783313560812,0.03152379387664812,0.16466575212927223
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,1.0,0.03151797768486681,0.01,0.01,0.2872297270877147,0.10380839332924735
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.01,0.01,0.01,0.17285436992865613,0.01,0.18827730046470906
227,Carlisle,-2.932931,54.892469999999996,0.3642082173050635,0.01,0.09744494732223366,0.01,0.8320143435555362,0.3774151540956542,0.2264538985384572
228,Chester,-2.893075,53.19339,0.01,0.01,0.16502276288427994,0.01,0.01,0.11749109559441741,0.3504865758184636
229,Forfar,-2.889062,56.64356,0.01,0.01,0.0369462102985677,0.01,0.01,0.37878559423561703,0.13067089593812353
230,Morecambe,-2.864968,54.074169999999995,0.24911643983628895,0.01,0.26660725599847224,0.31693839442520155,0.5690932859586542,0.03037057347132247,0.12741469420202875
231,Selkirk,-2.838524,55.55066,0.23562494850311594,0.01,0.03782528044450442,0.01,0.01,0.3734352402488969,0.1315547550765114
232,Galashiels,-2.814449,55.62373,0.22515082768222347,0.01,0.03614385171644832,0.01,0.01,0.3568351057979636,0.12338801683719472
233,Lancaster,-2.8007399,54.046569999999996,0.32514242943427824,0.01,0.38276824531738907,0.4136624608642074,0.18569261711039273,0.07927830152010648,0.19178548416662158
234,St Andrews,-2.7967214,56.339780000000005,0.01,0.01,0.04084896432780407,0.01,0.01,0.46533112430597245,0.1387539082084883
235,Hawick,-2.780914,55.42706,0.20519233439304452,0.01,0.05489979430944155,0.01,0.11718772493251936,0.28767998006094025,0.10480756910910381
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.01,0.01,0.17896733491281613,0.01,0.19678044816760648
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.01,0.01,0.3122827098764579,0.21027509889686238,0.1346600509891654,0.3486605299927686
238,Penrith,-2.752708,54.6641,0.32410923334947384,0.01,0.08671634979596032,0.01,0.7404103428003614,0.217322535465662,0.2243870747983337
239,Kendal,-2.74629,54.32801,0.01,0.01,0.28108636011778193,0.37127880956224096,1.0,0.01,0.16679059106476782
240,Street,-2.7429189999999997,51.12468,0.01,0.01,0.01,0.01,0.15156115970578787,0.01,0.15865839833406434
241,Glastonbury,-2.718454,51.14743,0.01,0.01,0.01,0.01,0.17482754151948368,0.01,0.19102198647607074
242,Hereford,-2.715974,52.0564,0.01,0.01,0.01,0.6817165914741387,0.45903285439199093,0.11758572939499104,0.2694592564156116
243,Ludlow,-2.7139129,52.36775,0.01,0.01,0.01,0.19957974335411732,0.13438672377410793,0.12909177559632606,0.19361782872847036
244,Preston,-2.70309,53.7632,0.43023891806531517,0.01,0.5064912506855711,0.547371470146521,0.24571444218245586,0.10490359788297296,0.27063764274907837
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.01,0.01,0.01,0.07422319081900172,0.18070859522771118
246,Wells,-2.6445979,51.20935,0.01,0.01,0.01,0.01,0.19603015108877758,0.01,0.2205148628988441
247,Yeovil,-2.633308,50.94206,0.01,0.01,0.01,0.01,0.24177771766774958,0.01,0.28414982836602876
248,Wigan,-2.6325074,53.54506,0.4522675474738053,0.01,0.45982079868684633,0.5753973942513404,0.2582952482413105,0.19298081061179465,0.28716535934644777
249,Warrington,-2.5969501,53.39004,0.46689833040800954,0.01,0.47469592809154754,0.5940114080651122,0.6666277576746678,0.19922370901628714,0.277536345951803
250,Arbroath,-2.591543,56.55911,0.01,0.01,0.03976467481211411,0.01,0.01,0.452979436381641,0.13368622153885318
251,Bristol,-2.58791,51.45451,0.01,0.01,0.01,0.6758121235898166,0.4550570897113259,0.01,0.5573779889463153
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.01,0.01,0.01,0.01,0.0289797316842201
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.01,0.33323807654852877,0.22438536392284775,0.01,0.24839700160089562
254,Jedburgh,-2.5549369,55.47772,0.1707761709301627,0.01,0.02741499403908243,0.01,0.01,0.2706582678329949,0.08099175311823775
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.18062783037236604,0.01,0.5073206590116301,0.01,0.09158698480586361
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.18062783037236604,0.01,0.5073206590116301,0.01,0.09158698480586361
257,Nantwich,-2.524102,53.06718000000001,0.01,0.01,0.01,0.01,0.01,0.0912504122487712,0.23413077784620603
258,Banff,-2.524038,57.666509999999995,0.01,0.01,0.029647037115766894,0.01,0.01,0.2701794659817197,0.10270047549465262
259,Dunbar,-2.516737,56.00209,0.01,0.01,0.042864693329128345,0.01,0.01,0.43946397216904315,0.1599594834330193
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.01,0.31237323819349466,0.21033605600468755,0.01,0.22957818443882372
261,Banchory,-2.4909599,57.05386,0.01,0.01,0.03422789601247322,0.01,0.01,0.31192576277410694,0.1266290067191561
262,Blackburn,-2.487529,53.748580000000004,0.3570805941065143,0.01,0.42036689176756176,0.4542957913612164,0.5098322702296824,0.08706566859271471,0.1999886461971394
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.01,0.150267884071833,0.10118265656375038,0.09719597612427543,0.13289055023574572
264,Telford,-2.4672611,52.67759,0.01,0.01,0.01,0.279155544829773,0.18796897151273634,0.1805628384123872,0.2916149825131381
265,Montrose,-2.4661150000000003,56.70692,0.01,0.01,0.03651731793181109,0.01,0.01,0.374388438243374,0.12854845146294633
266,Turriff,-2.4623,57.53893000000001,0.01,0.01,0.03091510388998688,0.01,0.01,0.2817356158441865,0.109324337107918
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.01,0.01,0.2305668799165952,0.01,0.26855552846110575
268,Crewe,-2.4438209,53.1004,0.01,0.01,0.03342895800403413,0.01,0.01,0.15232248726256592,0.2878845039303694
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.01,0.01,0.14503379857586474,0.01,0.14210690458279027
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.01,0.01,0.2830148718925186,0.01,0.3415108003540849
271,Alston,-2.438685,54.812169999999995,0.13866528147709456,0.01,0.08162064017572004,0.01,0.3167734764355205,0.09297819207504167,0.05391471710729918
272,Kelso,-2.432207,55.600030000000004,0.19826799911180418,0.01,0.03182830475812528,0.01,0.01,0.3142292798464232,0.10242730540171863
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.01,0.01,0.16065008920324614,0.01,0.17130111920329377
274,Clitheroe,-2.3930830000000003,53.8711,0.25532787553161873,0.01,0.3279057687078942,0.32484089358441776,0.5103725625795524,0.06225567157784751,0.11311107272265518
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.01,0.01,0.01,0.0289797316842201
276,Bath,-2.3590167,51.38106,0.01,0.01,0.01,0.49654592087884436,0.3343484583598583,0.01,0.39569076018603333
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.01,0.23718465631010163,0.15970793606266448,0.15341531115684595,0.23992806839516137
278,Manchester,-2.2426305,53.48076,0.657262707123372,0.01,0.738580544126584,0.8362024892782612,0.9384260686260081,0.4807739259048049,0.3442769677638943
279,Burnley,-2.2405035,53.78929,0.33267115494902144,0.01,0.46283700197705024,0.4232408820164961,0.6649733386694232,0.1216709965944448,0.14359936694506553
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.01,0.4968267047602879,0.33453752376941154,0.01,0.3959440101962672
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.09112688947693381,0.01,0.01,0.1557108681727637,0.23594760366255485
282,Worcester,-2.221575,52.19364,0.01,0.01,0.01,0.8363138477003786,0.22525223706401043,0.21637711243348373,0.34239571920867756
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.01,0.4803276412710931,0.323427903873169,0.01,0.3810628568479759
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.01,0.01,0.17601695424310912,0.01,0.19267646218383278
285,Alderney,-2.1973557,49.715,0.01,0.01,0.01,0.01,0.01,0.01,0.0289797316842201
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.12413401716181857,0.3279299443343732,0.22081114098001894,0.28281465241806447,0.30048888314927047
287,Colne,-2.176991,53.85564,0.24546097305392933,0.01,0.24956037926343905,0.31228772675494637,0.4906497011733083,0.16458710685489655,0.09950203269983088
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.01,0.01,0.16920168503494779,0.01,0.16576236936219005
289,Rochdale,-2.1561,53.60971,0.3899628689624434,0.01,0.5425455212087887,0.4961302660539951,0.5567809006419921,0.19016646926727473,0.17731311230147329
290,Jersey,-2.13125,49.21444,0.01,0.01,0.01,0.01,0.01,0.01,0.0289797316842201
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.01,0.30963537863859764,0.20849252233963306,0.20027774434490314,0.3291507271202254
292,Stafford,-2.12066,52.80669,0.01,0.01,0.11723969945174147,0.30971694136725036,0.20854744248183543,0.26710732165236933,0.28090281257388994
293,Macclesfield,-2.119287,53.25866,0.34447955546435177,0.01,0.4608324378866717,0.43826411975431045,0.49184076846728375,0.20998299857482677,0.14548030374338192
294,Hexham,-2.1121439,54.97266,0.30356847034320883,0.01,0.1299529815667769,0.01,0.6934860598304564,0.20354949157305716,0.19346259822578135
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.01,0.06683670973761797,0.01,0.01,0.6090965000776173,0.2969640978037498
296,Dudley,-2.081112,52.51225,0.01,0.01,0.01,0.299063393019633,0.2013738915244866,0.19343959347751047,0.31613138604795343
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.01,0.4720848552218208,0.01,0.06785620824220077,0.3736283643813757
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.01,0.6541933750311321,0.1762000253892854,0.16925759850991332,0.25647425201745383
299,Skipton,-2.0162787,53.96285,0.24525889184707433,0.01,0.34122252116540885,0.01,0.14007020116051527,0.16445160685759677,0.10298529359597552
300,Fraserburgh,-2.007631,57.69335,0.01,0.01,0.03212698076074166,0.01,0.01,0.2927796957128623,0.11565468567267287
301,Berwick,-2.005395,55.77024,0.01,0.01,0.035674291570191426,0.01,0.01,0.3251070590316952,0.13418438487994777
302,Poole,-1.987248,50.71505,0.01,0.01,0.01,0.01,0.30220844439816863,0.01,0.3370704425028102
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.11475618566631046,0.6063124088096006,0.40825955998419144,0.19608685647960183,0.2685891837176648
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.01,0.4391428518645588,0.2956961870934232,0.01,0.34391667778289786
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.01,0.5418877545648423,0.14595170137258615,0.09346738463990877,0.2147691416364816
306,Buxton,-1.91483,53.259080000000004,0.28852314597744244,0.01,0.47861017926355803,0.36707357692126885,0.41194736693983214,0.1758738781142425,0.0879079752340944
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.40964755409200854,0.01,0.16815834755164302,0.1615327694369176,0.15142369047488966
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.18926906987045877,1.0,0.6733485148122651,0.3234089450100282,0.4768586376453934
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.01,0.01,0.361301504041287,0.01,0.41318024498135714
310,Halifax,-1.8575400000000002,53.727019999999996,0.2906407832642735,0.01,0.3577041365448383,0.01,0.4149708855608022,0.19488118643201988,0.13169351282704925
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.01,0.01,0.01,0.01,0.3280906993171717
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.01,0.01,0.01,0.01,0.2792761202859801
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.38615205669066266,0.01,0.5992332914678851,0.01,0.551339901875866,0.25892364487131964,0.15802804598069115
314,Peterhead,-1.784066,57.50812,0.01,0.01,0.03752822029191229,0.01,0.01,0.3420022877200395,0.14386854942332583
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.01,0.4609199465437045,0.31035976145255206,0.01,0.363558294751816
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.577213791744412,0.01,0.23694348088786027,0.22760771157129187,0.23470098683276003
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.21541676453664896,0.01,0.01,0.18404409289894513,0.25876060810905505
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.01,0.30950055263758003,0.20840173745208979,0.01,0.22698719651354035
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.01,0.6353079686702662,0.17111344211394544,0.1095809487708167,0.2607877220616417
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.01,0.03534694912635432,0.01,0.01,0.2818584265667886,0.14219227519081193
321,Otley,-1.691786,53.90583,0.01,0.01,0.32956345515143426,0.01,0.13528421072722407,0.12995390082044453,0.11162338622230115
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.01,0.19645552294943594,0.01,0.14976751082970904,0.14386654690791814,0.17545304247011376
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.1031855886861057,0.272589618281942,0.18354781462338793,0.176315878764831,0.2551606818382012
324,Newcastle,-1.61778,54.97825,0.01,0.01,0.3596644726340534,0.43852636463811295,0.01,0.3466793584618313,0.38899818896836286
325,Durham,-1.5848520000000001,54.77525,0.01,0.01,0.27617299073124885,0.01,0.01,0.2471877481411172,0.2678149913735856
326,Ashington,-1.5659829,55.18298000000001,0.01,0.01,0.10601135193131545,0.01,0.01,0.25662111109970376,0.16278280667806416
327,Darlington,-1.559458,54.52361,0.01,0.01,0.23352046303290774,0.01,0.17802390053061168,0.17100961146065372,0.21839708218133116
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.9079510457358536,0.01,0.3028264946602322,0.3878598219736761,0.24425935386074032
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.5409304846372457,0.01,0.21382530908762556,0.2282226789397532,0.19569613406007655
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.01,0.31155822701061175,0.20978726943513798,0.13434764528571094,0.3477306349391848
331,Coventry,-1.519693,52.40682,0.01,0.01,0.01,0.7012284468664165,0.4721711332416129,0.15118902775257081,0.37353443538897685
332,Blyth,-1.510277,55.12696,0.01,0.01,0.13842377939309397,0.21940787241620296,0.01,0.22075972480564582,0.1685629004517166
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.685924010510904,0.01,0.01,0.1953426723588829,0.15212959031966342
334,Andover,-1.4919233,51.2112,0.01,0.01,0.01,0.01,0.01,0.01,0.2890588586489591
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.01,0.01,0.3542918536518465,0.01,0.01,0.2796766098476562
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.6369592772135484,0.01,0.01,0.1493866810661976,0.16930747914348626
337,Derby,-1.4746186000000001,52.92253,0.01,0.01,0.19505218244759157,0.34351823837830725,0.2313074956229588,0.22219378879195678,0.31725236953564034
338,Sheffield,-1.470085,53.381130000000006,0.01,0.01,1.0,0.01,0.01,0.21551494877375998,0.24505365682528504
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.11329805286083965,0.2993041312714068,0.201535992268777,0.12906353218921493,0.3008535648490474
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.24186714708317048,0.01,0.12907088751023454,0.08265692126422469,0.13402399596874015
341,South Shields,-1.427406,54.99941999999999,0.01,0.01,0.23276164972901575,0.28379817260041157,0.01,0.2243581602920113,0.23334015523678858
342,Chesterfield,-1.421629,53.23505,0.01,0.01,0.5513470664262548,0.01,0.01,0.12561345242197555,0.1903638115659885
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.01,0.01,0.01,0.01,0.5412428827152936
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.3697894017379299,0.01,0.12731341820645783,0.108708592869114,0.0888552390794349
345,Sunderland,-1.383801,54.90687,0.01,0.01,0.25724134903464924,0.313645417354152,0.01,0.24795405895962977,0.26336676751401505
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.01,0.8157378097530688,0.01,0.01,0.15127294492084514,0.12516421962103494
347,Castleford,-1.345968,53.72346999999999,0.01,0.01,0.6184413094979043,0.01,0.01,0.14831531754857363,0.11786202208247751
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.22105360358853512,0.01,0.11796387044122487,0.07554399399562793,0.11800188736879659
349,Banbury,-1.339775,52.0629,0.01,0.01,0.01,0.3639739273168471,0.01,0.01,0.28874512335157965
350,Stockton,-1.3289821000000002,54.57046,0.01,0.01,0.23650390825110854,0.01,0.01,0.21168206330522274,0.221853750117071
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.01,0.472616307970459,0.01,0.01,0.35771271775438257
352,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.01,0.3511351920795807
353,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.01,0.3511351920795807
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.01,0.01,0.37368826640524,0.01,0.01,0.29784385759517823
355,Shetland Islands,-1.2659409,60.52965,0.01,0.6848270716785705,0.021584364363157867,0.01,0.01,0.19670269290051465,0.05465027267383106
356,Rugby,-1.265032,52.37088,0.01,0.01,0.01,0.2809154339902671,0.18915399026518923,0.12113410531033897,0.30839970939089273
357,Oxford,-1.2577263,51.75202,0.01,0.01,0.01,0.5827917316038802,0.01,0.01,0.49369628172264607
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.01,0.2620866543955978,0.3195531294223946,0.01,0.2526244322711311,0.26930998207811246
359,Hartlepool,-1.212926,54.69174,0.01,0.01,0.21018447835338647,0.2562706138881003,0.01,0.20259610180715854,0.20564716919359372
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.1176815976291687,0.31088432197764565,0.2093334964820657,0.13405704935058224,0.31451192967219216
361,Mansfield,-1.198674,53.1472,0.01,0.01,0.5113284020341962,0.01,0.01,0.11649599646417692,0.1727603454909983
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.01,0.4033491985325787,0.42621766230640845,0.2869930299007757,0.18379016936726872,0.38400828263910325
363,Bicester,-1.1535898999999998,51.8996,0.01,0.01,0.01,0.3108194948395271,0.01,0.01,0.23895912652979856
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.14322354175941,0.37835952747190554,0.254767825888278,0.08157659515435167,0.41378413145984005
365,Doncaster,-1.128462,53.522819999999996,0.01,0.01,0.805635843889709,0.01,0.01,0.0447678202038481,0.16932660401177013
366,Worksop,-1.122745,53.3093,0.01,0.01,0.5107165167110157,0.01,0.01,0.04848191975338276,0.12334797053365752
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.01,0.01,0.01,0.01,0.34609066682295525
368,Portsmouth,-1.0879769,50.81977,0.01,0.01,0.01,0.01,0.01,0.01,0.4772982570539684
369,York,-1.0872979,53.95997,0.01,0.01,0.7693582953299479,0.01,0.24150778920384863,0.2062152780212548,0.19667944115847064
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.5428802390625691,0.01,0.01,0.12066776930372906,0.07524659102616561
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.17362371707835672,0.11466722657020921,0.07721100670869187,0.04120490429753502,0.04927050505018969
372,Towcester,-0.9896879999999999,52.13511,0.01,0.01,0.01,0.2148278281043864,0.14465399899443315,0.01,0.24593145464399435
373,Reading,-0.9781303,51.45426,0.01,0.01,0.01,0.01,0.01,0.01,0.46180712513754874
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.4215298396227066,0.01,0.01,0.04001549820603945,0.09269831463619449
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.01,0.01,0.01,0.01,0.24160850376731938
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.01,0.34420803959498203,0.23177197224772247,0.01,0.4254593564069411
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.08014432931197962,0.2117205746732004,0.14256173451139875,0.09129645183438917,0.19755231542468604
378,Aylesbury,-0.8084,51.81561,0.01,0.01,0.01,0.01,0.01,0.01,0.38266412997470683
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.309070352051495,0.2721612916453289,0.1832594015187699,0.05867961526853582,0.22635399262613595
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.3267320643339082,0.18495890118410505,0.01,0.06646374949691417,0.10503390098609922
381,Chichester,-0.774936,50.83761,0.01,0.01,0.01,0.01,0.01,0.01,0.30800803440660846
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.01,0.37877384395597985,0.01,0.01,0.039225496731280084,0.09930519351625192
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.4382256939667339
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.01,0.01,0.01,0.01,0.3858829853422209
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.35659660375766394
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.01,0.01,0.01,0.01,0.2345727809920729
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.01,0.2572323029965882,0.17320698918449126,0.01,0.30477187788221044
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.01,0.2337694993734962,0.1574083452115504,0.01,0.27221490602847404
389,Corby,-0.6842333,52.4923,0.01,0.01,0.01,0.2476332275245037,0.1667434659717923,0.01,0.2914522066704133
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.01,0.01,0.01,0.01,0.291615117244939
391,Scunthorpe,-0.654413,53.58865,0.01,0.01,0.5773469209222362,0.01,0.01,0.054807091946573676,0.14624599777331654
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.13207757539823048,0.23260983527968934,0.15662748711630445,0.10030415161869229,0.21008649863817683
393,Whitby,-0.613347,54.486340000000006,0.01,0.01,0.1602813981166077,0.19542552624235798,0.01,0.15449469297171237,0.1444364319618563
394,Slough,-0.5950406,51.51054,0.01,0.01,0.01,0.01,0.01,0.06670386493496519,0.3824960167898871
395,Guildford,-0.570409,51.23622,0.01,0.01,0.01,0.01,0.01,0.01,0.379913727541416
396,Woking,-0.5600349,51.31677,0.01,0.01,0.01,0.01,0.01,0.07520370242142344,0.437883141962617
397,Lincoln,-0.540579,53.23069,0.01,0.01,0.3680172207428547,0.01,0.01,0.06987117587321516,0.3019575815287287
398,Bedford,-0.46677820000000003,52.13864,0.01,0.01,0.01,0.01,0.01,0.01,0.38785240879792726
399,Heathrow,-0.4542955,51.47002,0.01,0.01,0.01,0.01,0.01,0.08083261131896967,0.4745625587386424
400,Driffield,-0.443377,54.006,0.01,0.01,0.2984709777946183,0.16896065649626799,0.01,0.06071488680084773,0.09143692032788212
401,Beverley,-0.435093,53.84196,0.01,0.01,0.5014518738169038,0.25639471593849,0.01,0.09213373383693482,0.15240602587565402
402,Luton,-0.4200255,51.87867,0.01,0.01,0.01,0.01,0.01,0.06872388200033841,0.3956589670497157
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.2967706918215674,0.2475762085851103,0.01,0.08896486194204659,0.19690051471449901
404,Worthing,-0.372882,50.81787,0.01,0.01,0.01,0.01,0.01,0.01,0.3911435126795396
405,Dorking,-0.332378,51.2322,0.01,0.01,0.01,0.01,0.01,0.062094515866653356,0.35246031384637433
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.6309012602766959,0.35714524711352175,0.01,0.12833776631565832,0.25137585667523243
407,Horsham,-0.325858,51.06288,0.01,0.01,0.01,0.01,0.01,0.01,0.29286525433636446
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.01,0.01,0.01,0.01,0.043748872982083735,0.23291539072981973
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.01,0.31689913462770514,0.2133835616468573,0.06832536392838226,0.3710756917761745
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.01,0.01,0.01,0.01,0.08395666019554082,0.4949196639713065
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.2715506775498155,0.19564543549316588,0.01,0.070303884439112,0.13447725348159797
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.01,0.01,0.01,0.01,0.061149368894310385,0.3463014933104302
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.35022691261787703
414,Huntingdon,-0.182552,52.33146,0.01,0.01,0.01,0.01,0.01,0.04503401260593341,0.24128969074720244
415,Hove,-0.168749,50.82793,0.01,0.01,0.01,0.01,0.01,0.01,0.31718576801319603
416,Spalding,-0.1537024,52.7901,0.19640718723970785,0.01,0.10509860037821618,0.22211464624875904,0.14956056716965355,0.11972312189350733,0.19247511526870645
417,Brighton,-0.137163,50.82253,0.01,0.01,0.01,0.01,0.01,0.01,0.5384998347048933
418,London,-0.12775830000000002,51.50735,0.01,0.01,0.01,0.01,0.01,0.1614674672731998,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.42944905949602974,0.2722783754880317,0.01,0.15654628037746932,0.17924711789600364
420,Boston,-0.026576999999999996,52.97894,0.2422129174656393,0.01,0.07776570973085799,0.01,0.01,0.14764473260608924,0.28278675392184716
421,Royston,-0.024066,52.048140000000004,0.01,0.01,0.01,0.01,0.01,0.03947536087026294,0.2050680876911796
422,Louth_Lincs,-0.007711,53.36596,0.17332367739144336,0.01,0.16694368235855905,0.01,0.01,0.10565220166836893,0.15692345182966605
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.2957457753871306
424,Chatteris,0.054012,52.4561,0.01,0.01,0.01,0.01,0.01,0.0323532216347947,0.15865839833406434
425,Uckfield,0.095913,50.966409999999996,0.01,0.01,0.01,0.01,0.01,0.0535682148574599,0.2969007455594576
426,Cambridge,0.12181700000000001,52.20534,0.01,0.01,0.01,0.01,0.01,0.08398879134478751,0.49512903879619047
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.01,0.01,0.01,0.11364474186264141,0.3043920339874634
428,Wisbech,0.158797,52.66631999999999,0.15964515696399134,0.01,0.017085403961728203,0.01,0.01,0.058388549673697936,0.18739472546280733
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.01,0.01,0.01,0.06552288884136806,0.3748004731014016
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.01,0.01,0.01,0.01,0.06030509924109127,0.34080001530724674
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01,0.01,0.01,0.01,0.05662465555203277,0.31681729850568024
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.01,0.01,0.01,0.1796601138657983,0.5115124542701672
433,Skegness,0.337881,53.1464,0.16733962186492063,0.01,0.01790887423543884,0.01,0.01,0.061202719891099315,0.1989407845399066
434,Downham Market,0.385472,52.606609999999996,0.13851017450990502,0.01,0.014823514407298748,0.01,0.01,0.05065865046259003,0.15568027109199506
435,King's Lynn,0.4022963,52.75168000000001,0.20546060266440966,0.01,0.021988624406146875,0.01,0.01,0.07514507068551206,0.25614386520308713
