,placename,where_about_x,where_abouts_x,where_at_x,where_is_x,where_is_x_at,where_to_is_x,where_x_about,where_x_abouts,where_x_to,longitude,latitude
342,Newbury,0.09264795839293943,0.7293380262205137,0.01,0.9780071,0.13263973450338698,0.01,0.01,0.01,0.028187805319291968,-1.3231138999999998,51.40141
343,Isle of Wight,0.30628191555505546,0.5437051671307552,0.01,0.9780071,0.1966113157847901,0.03749530512909978,0.01,0.01,0.13028294284119524,-1.304734,50.69385
344,Abingdon,0.059655361606651636,0.6266692287201163,0.01,0.9780071,0.08760997750405017,0.01,0.01,0.01,0.02502714009262935,-1.2879528999999998,51.67078
345,Shetland Islands,0.9812125958038802,0.4649030565089158,0.01,0.9780071,0.2058900543115908,0.01,0.12319856823219767,0.01,0.01,-1.2659409,60.52965
346,Rugby,0.2582925721477349,0.3652380796446632,0.01,0.9780071,0.3055340822300687,0.01,0.01,0.01,0.03548049556519512,-1.265032,52.37088
347,Oxford,0.13190183590168075,0.5875328565878011,0.01,0.9780071,0.12391695123659276,0.01,0.01,0.01,0.01,-1.2577263,51.75202
348,Middlesbrough,0.13491212421620674,0.5608540431631807,0.01,0.9780071,0.6549543441088058,0.01,0.06411292598882687,0.5373909184885538,0.0658785123903223,-1.234956,54.57423000000001
349,Hartlepool,0.12804107760061315,0.543183398629516,0.01,0.9780071,0.6596746661723784,0.01,0.061291743276818814,0.5137438816319461,0.06297963702765817,-1.212926,54.69174
350,Loughborough,0.30980730884844626,0.6916215149204966,0.30440110527051906,0.9780071,0.4188234189069908,0.07194367986396104,0.01,0.01,0.01,-1.206166,52.7721
351,Mansfield,0.24613768331135025,0.6896961115166571,0.23779481187622306,0.9780071,0.4661105685487775,0.02810080765595484,0.01,0.01,0.01,-1.198674,53.1472
352,Nottingham,0.25032224783677104,0.6745421417932854,0.3507738657003078,0.9780071,0.4369861320115169,0.01,0.01,0.01,0.01,-1.1581086,52.95478000000001
353,Bicester,0.11150662097438654,0.656192988485109,0.01,0.9780071,0.14954898873583455,0.01,0.01,0.01,0.01,-1.1535898999999998,51.8996
354,Leicester,0.35020618269168197,0.609170446584681,0.01,0.9780071,0.3343981602761872,0.01,0.01,0.01,0.01,-1.1397591999999999,52.63688000000001
355,Doncaster,0.2345352295152268,0.7445514542259533,0.6307286268108057,0.9780071,0.5076691170960229,0.01,0.01,0.01,0.01,-1.128462,53.522819999999996
356,Worksop,0.22962903358348394,0.7067124389963912,0.01,0.9780071,0.5305401283923316,0.01,0.01,0.01,0.01,-1.122745,53.3093
357,Basingstoke,0.09284712923100896,0.4124431356590745,0.01,0.9780071,0.13111936948721106,0.01,0.01,0.01,0.023530917774610215,-1.0923964,51.26654
358,Portsmouth,0.21160721622857454,0.5696349018643998,0.01,0.9780071,0.1610410125338149,0.11785045694079188,0.01,0.01,0.04549874465927011,-1.0879769,50.81977
359,York,0.23491802293583194,0.7120612928055479,0.01,0.9780071,0.3487468655343632,0.01,0.01,0.01,0.013985617583631664,-1.0872979,53.95997
360,Selby,0.1848758111140213,0.7180886553892162,0.568572402393255,0.9780071,0.4431184256727996,0.01,0.01,0.01,0.01297001009570405,-1.067189,53.783519999999996
361,Helmsley,0.1333807190019167,0.594780236155345,0.01,0.9780071,0.4847641175284658,0.01,0.01,0.807355247729685,0.059383991057306025,-1.0562636,54.24651
362,Towcester,0.11850821594400406,0.4601066017825711,0.01,0.9780071,0.15999987618983505,0.01,0.01,0.01,0.04323568718861773,-0.9896879999999999,52.13511
363,Reading,0.14901583460702578,0.5715436930068819,0.01,0.9780071,0.11103402737859416,0.01,0.01,0.01,0.026337235554668145,-0.9781303,51.45426
364,Retford,0.1214145998796248,0.6951863075229443,0.595311368831497,0.9780071,0.5218899050251034,0.01,0.01,0.01,0.01,-0.9455030000000001,53.32136
365,Petersfield,0.1875931225631048,0.5456130200392072,0.01,0.9780071,0.16163387274684105,0.039376964398269015,0.01,0.01,0.04560701100027021,-0.93899,51.00759
366,Northampton,0.17589853689312512,0.4581623601111458,0.01,0.9780071,0.1457743858554506,0.01,0.01,0.01,0.04879338727880103,-0.9026559999999999,52.24048
367,Melton Mowbray,0.3581483135450169,0.6914207144412982,0.3548663329469218,0.9780071,0.38481550469933984,0.01,0.01,0.01,0.01,-0.887126,52.7664
368,Aylesbury,0.15543441451948464,0.5391737175260646,0.01,0.9780071,0.17758812203372726,0.10296777042347913,0.01,0.01,0.01,-0.8084,51.81561
369,Newark-on-Trent,0.20846274629069025,0.7908815794121282,0.3894235978975801,0.9780071,0.4396668006554558,0.01,0.01,0.01,0.01,-0.80657,53.07004000000001
370,Malton,0.15369270712725264,0.6814613418144784,0.01,0.9780071,0.3862736670124423,0.01,0.01,0.01,0.01855592732142244,-0.7978970000000001,54.13684
371,Chichester,0.2374529941327331,0.5047291594306133,0.01,0.9780071,0.13549742787358482,0.09213728815304947,0.01,0.01,0.035571613857885334,-0.774936,50.83761
372,Gainsborough,0.10458559909530167,0.6745853005586723,0.9751493851999166,0.9780071,0.601726449416732,0.01,0.01,0.01,0.01,-0.774465,53.400569999999995
373,Milton Keynes,0.1349296493977019,0.4749667202870481,0.01,0.9780071,0.1699464753180567,0.01,0.01,0.01,0.04294784683837576,-0.7594171,52.040620000000004
374,Aldershot,0.1460501072722771,0.4319904506172477,0.01,0.9780071,0.15788349618239098,0.01,0.01,0.01,0.020702759376210075,-0.7557509,51.24837
375,High Wycombe,0.13978184497345558,0.3603631811946994,0.01,0.9780071,0.189923602580561,0.17204934029285218,0.01,0.01,0.01,-0.748229,51.628609999999995
376,Midhurst,0.2440940227412027,0.4959349446920237,0.01,0.9780071,0.2131026511863484,0.08100224871955937,0.01,0.01,0.01,-0.737274,50.9869
377,Kettering,0.2698828259953582,0.3161284085490413,0.01,0.9780071,0.1937911226087897,0.01,0.01,0.01,0.05542746463068462,-0.7302489999999999,52.39632
378,Wellingborough,0.2283074674833971,0.4833052476349144,0.01,0.9780071,0.16555996450695906,0.01,0.01,0.01,0.05147105722650649,-0.693964,52.30242
379,Corby,0.3141223861076033,0.3947396161408631,0.01,0.9780071,0.3506511611101796,0.01,0.01,0.01,0.03860723719140307,-0.6842333,52.4923
380,Bognor Regis,0.2235008658757609,0.5814351264518711,0.01,0.9780071,0.14635962698140165,0.07845116428801963,0.01,0.01,0.01,-0.673061,50.783
381,Scunthorpe,0.061166231725145015,0.8227930895936232,0.8940944745894791,0.9780071,0.5177640503257368,0.01,0.01,0.01,0.01,-0.654413,53.58865
382,Grantham,0.22307808868233392,0.7114181977664878,0.3786988794872024,0.9780071,0.4064679977807028,0.01,0.01,0.01,0.01,-0.643582,52.912519999999994
383,Whitby,0.08644101641920719,0.7118321429412422,0.01,0.9780071,0.6165132521817225,0.01,0.07781168269831461,0.6522130227262082,0.07995450988667199,-0.613347,54.48634000000001
384,Slough,0.36290839505705824,0.3637305767159013,0.01,0.9780071,0.1579560560819571,0.20523105615738127,0.01,0.01,0.01,-0.5950406,51.51054
385,Guildford,0.2415048730868744,0.3340244684076365,0.01,0.9780071,0.16856248005570032,0.01,0.01,0.01,0.01,-0.570409,51.23622
386,Woking,0.1450985290994062,0.3436265210429336,0.01,0.9780071,0.14660117585132734,0.01,0.01,0.01,0.01,-0.5600349,51.31677
387,Lincoln,0.07092679607018465,0.8440941111281179,1.0,0.9780071,0.4570812360754488,0.01,0.01,0.01,0.01,-0.540579,53.23069
388,Bedford,0.17340367414005234,0.5574586845885311,0.01,0.9780071,0.20461326198534485,0.01,0.01,0.01,0.043796249834685545,-0.46677820000000003,52.13864
389,Heathrow,0.1302922975865581,0.313038711904019,0.01,0.9780071,0.11445368794469353,0.08095482901055814,0.01,0.01,0.01,-0.4542955,51.47002
390,Driffield,0.1903717543372776,0.6823886849711833,0.8400064640788287,0.9780071,0.41728858953019576,0.01,0.01,0.01,0.01916183972249997,-0.443377,54.006
391,Beverley,0.15718939046884456,0.7372094234018378,0.7642018058355944,0.9780071,0.4705435081717387,0.01,0.01,0.01,0.017432619951159974,-0.435093,53.84196
392,Luton,0.08664225323395701,0.4085827073534,0.01,0.9780071,0.2243544356449941,0.1152691885456728,0.054136883328506,0.01,0.01112554794571605,-0.4200255,51.87867
393,Scarborough,0.10900753721723414,0.6355551144424756,0.7309596765641634,0.9780071,0.4665058682149128,0.01,0.01,0.6800870791196113,0.05002294422088577,-0.399752,54.28311
394,Worthing,0.19378433817986526,0.5182394351168855,0.01,0.9780071,0.04602571453792646,0.09190060066258794,0.01,0.01,0.01,-0.372882,50.81787
395,Dorking,0.16649622359053995,0.3430816646258543,0.01,0.9780071,0.15802683025799005,0.01,0.01,0.01,0.05361484098427452,-0.332378,51.2322
396,Hull,0.11753905915920662,0.7794443594105978,0.7058243620889022,0.9780071,0.4800456407125442,0.01,0.01,0.01,0.016100939548620078,-0.3274198,53.767619999999994
397,Horsham,0.18646908876785825,0.4597423278211778,0.01,0.9780071,0.055676181180223966,0.09511504149287338,0.01,0.01,0.01,-0.325858,51.06288
398,Biggleswade,0.1191484728033227,0.5256558255870769,0.01,0.9780071,0.1904608077434687,0.01,0.01,0.01,0.01,-0.26421999999999995,52.08694000000001
399,Peterborough,0.21515106083093805,0.5561720161950232,0.01,0.9780071,0.28385914855630506,0.01,0.01,0.01,0.01,-0.2405299,52.5695
400,Welwyn Garden City,0.11630397911739268,0.515004937686543,0.01,0.9780071,0.22216519811739505,0.01,0.051766562812220064,0.01,0.010638428759511112,-0.208661,51.80317
401,Bridlington,0.14462294482962446,0.6531651968893311,0.8435755245240049,0.9780071,0.3934519779953623,0.01,0.01,0.01,0.01924325548194341,-0.198802,54.08535
402,Stevenage,0.09102039621229537,0.4831416453754997,0.01,0.9780071,0.17450620131187586,0.01,0.05633397516196813,0.01,0.01,-0.19661199999999998,51.90376
403,Crawley,0.14820150140224606,0.2625276319120253,0.01,0.9780071,0.11008146292186158,0.01,0.01,0.01,0.05242251822986313,-0.18722750000000002,51.109140000000004
404,Huntingdon,0.1946403115008397,0.4121876416549418,0.01,0.9780071,0.24639097833423304,0.01,0.01,0.01,0.01,-0.182552,52.33146
405,Hove,0.1738126306618937,0.5828328927925964,0.01,0.9780071,0.04691411199569903,0.08931922950383273,0.01,0.01,0.01,-0.168749,50.82793
406,Spalding,0.26886834239460017,0.7420142854409626,0.01,0.9780071,0.44514611474476096,0.01,0.01,0.01,0.01,-0.1537024,52.7901
407,Brighton,0.1722386235836439,0.6066791592834394,0.01,0.9780071,0.04582440397161582,0.08859844535974112,0.01,0.01,0.01,-0.137163,50.82253
408,London,0.15489961152158152,0.2740070540481671,0.1388232429529825,0.9780071,0.16644996911591153,0.03827854101852785,0.015409501897045253,0.01,0.01,-0.12775830000000002,51.50735
409,Grimsby,0.08794102234998508,0.8270034607957989,0.8461500444103472,0.9780071,0.4748492447550174,0.01,0.01,0.01,0.01,-0.08078400000000001,53.56746999999999
410,Boston,0.2745817118533168,0.800279207409326,0.01,0.9780071,0.44858643017972777,0.01,0.01,0.01,0.01,-0.026576999999999996,52.97894
411,Royston,0.14421147707750784,0.4937024444123933,0.01,0.9780071,0.15456532423709576,0.01,0.01,0.01,0.01,-0.024066,52.048140000000004
412,Louth_Lincs,0.14235767264022453,0.8336451275115238,0.8875243520159543,0.9780071,0.4012270777830814,0.01,0.01,0.01,0.01,-0.007711,53.36596
413,Lewes,0.18240032579739845,0.5539049116367512,0.01,0.9780071,0.07522140144416223,0.08703502794451558,0.01,0.01,0.01,0.00878,50.873870000000004
414,Chatteris,0.2599420051849603,0.4324317885463333,0.01,0.9780071,0.29717439608169394,0.01,0.01,0.01,0.01,0.054012,52.4561
415,Uckfield,0.1594800243030098,0.5528257401378726,0.01,0.9780071,0.0837835291170853,0.0891217006678426,0.01,0.01,0.01,0.095913,50.966409999999996
416,Cambridge,0.14722764273948652,0.4132796724790571,0.01,0.9780071,0.27433267065133016,0.01,0.01,0.01,0.01,0.12181700000000001,52.20534
417,Bishop's Stortford,0.10994736069519974,0.49797841840969703,0.01,0.9780071,0.22097798958839845,0.01,0.01,0.01,0.07305665675928256,0.15365020000000001,51.87216
418,Wisbech,0.28279122639545945,0.6253273700895406,0.01,0.9780071,0.2942575952625469,0.01,0.01,0.01,0.01,0.158797,52.66631999999999
419,Sevenoaks,0.18677195026310747,0.5702034164964354,0.01,0.9780071,0.12043961180037065,0.01,0.01,0.01,0.03960361373826338,0.190898,51.27241
420,Tunbridge Wells,0.14832082936567853,0.6129959026768002,0.01,0.9780071,0.08188679310422617,0.01,0.01,0.01,0.02331530641448579,0.26369499999999996,51.13238
421,Eastbourne,0.1846860618420198,0.5494870619366916,0.01,0.9780071,0.1030543431980868,0.07334330346131449,0.01,0.01,0.01,0.29047199999999995,50.768029999999996
422,Brentwood,0.2553390981919178,0.5010471059711421,0.01,0.9780071,0.2339837117013641,0.01,0.01,0.01,0.07898762666043307,0.30717490000000003,51.62047000000001
423,Skegness,0.2741205003695783,1.0,0.01,0.9780071,0.3725400244632219,0.01,0.01,0.01,0.01,0.337881,53.1464
424,Downham Market,0.2049858500188556,0.6398190753648443,0.01,0.9780071,0.2872149397440332,0.01,0.01,0.01,0.01,0.385472,52.606609999999996
425,King's Lynn,0.2428939396319477,0.7756922695402874,0.01,0.9780071,0.3272987782734351,0.01,0.01,0.01,0.01,0.4022963,52.75168000000001
426,Bexhill,0.12940752526306562,0.5122012920402432,0.01,0.9780071,0.11327088420041224,0.01,0.01,0.01,0.01,0.4662071,50.849909999999994
427,Chelmsford,0.23031825052809746,0.4871996547298769,0.01,0.9780071,0.2565815668212092,0.01,0.037871426993516234,0.01,0.07782870513019748,0.4685497,51.73559
428,Mildenhall,0.10497663861248438,0.6332252585846573,0.01,0.9780071,0.2704301504418505,0.01,0.01,0.01,0.01,0.5156095,52.34757000000001
429,Medway,0.3047600387676962,0.5051001666009289,0.01,0.9780071,0.2306690516790177,0.01,0.03635451903375022,0.01,0.07471135084817354,0.5417860999999999,51.404740000000004
430,Braintree,0.2628283883290982,0.4034534922910277,0.01,0.9780071,0.2489133723490116,0.01,0.042765814313942434,0.01,0.07030964080953019,0.5509269,51.88009
431,Gillingham,0.3243996939647371,0.4985968250160419,0.01,0.9780071,0.22656456613793186,0.01,0.03588644283091222,0.01,0.07374941586980811,0.551438,51.38632
432,Hastings,0.104406339997996,0.4866780701960946,0.01,0.9780071,0.11764025206559102,0.01,0.01,0.01,0.01,0.573453,50.85426
433,Maldon,0.2663591246656279,0.417309461225547,0.01,0.9780071,0.24143089312426802,0.01,0.041235585608483005,0.01,0.06779385020116534,0.6714479999999999,51.7318
434,Southend,0.3460660900953195,0.5185132706764704,0.01,0.9780071,0.2474194955652449,0.01,0.03686480977366493,0.01,0.06060802227225544,0.7077123000000001,51.54593
435,Bury St Edmunds,0.22029065869712602,0.450677073828348,0.01,0.9780071,0.21133341583376056,0.01,0.01,0.01,0.01,0.7104931999999999,52.24292
436,Thetford,0.22140279531631685,0.5960946652380981,0.01,0.9780071,0.2735147497490017,0.01,0.01,0.01,0.01,0.751657,52.412859999999995
437,Ashford,0.1529532299568471,0.436586748750493,0.01,0.9780071,0.21495063694675087,0.01,0.0462779168629631,0.01,0.019020939190847432,0.8750190000000001,51.14647
438,Faversham,0.2463192042969181,0.5052348675728658,0.01,0.9780071,0.2262520049955021,0.01,0.03776283932059113,0.01,0.04656333208672754,0.889358,51.31599
439,Colchester,0.29400210637008645,0.4341615793532587,0.01,0.9780071,0.2548090576421437,0.01,0.0372227485066755,0.01,0.06119649568127285,0.891874,51.89593
440,New Romney,0.14841153642803107,0.471589335332937,0.01,0.9780071,0.1970429251627672,0.01,0.04507130076604424,0.01,0.01852500132324304,0.939473,50.98512
441,Canterbury,0.2398476392066664,0.5182971273113671,0.01,0.9780071,0.21455783729356212,0.01,0.03684944050749854,0.01,0.04543706678833758,1.0789089,51.280229999999996
442,Ipswich,0.2497091336365973,0.4632320433044676,0.01,0.9780071,0.21164615554854369,0.01,0.01,0.01,0.01,1.14822,52.05674000000001
443,Clacton,0.3265304283279028,0.5094405108113995,0.01,0.9780071,0.19083033346660785,0.01,0.03807717996081288,0.01,0.07825155219703021,1.153035,51.78953
444,Folkestone,0.13083944301411182,0.4332492479410362,0.01,0.9780071,0.22175561266299407,0.01,0.04431276902818517,0.01,0.018213233053662767,1.169456,51.0814
445,Sheringham,0.2443341925302903,0.7422705705051599,0.01,0.9780071,0.26952211002521265,0.01,0.01,0.01,0.01,1.2109589,52.944419999999994
446,Harwich,0.3387668341924412,0.4900817808932871,0.01,0.9780071,0.2206752499254014,0.01,0.03759420640228394,0.01,0.046355397674194776,1.260297,51.93473
447,Norwich,0.2172993203755988,0.6835393278270646,0.01,0.9780071,0.23591312645488105,0.01,0.01,0.01,0.01,1.297355,52.63089
448,Cromer,0.24999163813748784,0.6814731341284651,0.01,0.9780071,0.2303755977783933,0.01,0.01,0.01,0.01,1.301866,52.93145
449,Dover,0.21642154743861808,0.5070682136612762,0.01,0.9780071,0.25563852622332034,0.01,0.0351927344319992,0.01,0.043394275777813546,1.3134027,51.12788
450,Felixstowe,0.2872855271316347,0.4737947739996585,0.01,0.9780071,0.2075314318592007,0.01,0.049325123242236035,0.01,0.020273388116190044,1.3512549999999999,51.961729999999996
451,Margate,0.2349183613285641,0.4620477160072292,0.01,0.9780071,0.2223796635137337,0.01,0.03453489659183949,0.01,0.04258312901037031,1.3868339,51.38965
452,Ramsgate,0.2351963420529304,0.46254913770773604,0.01,0.9780071,0.21504170884694465,0.01,0.03457237593630457,0.01,0.04262934057603415,1.4198950000000001,51.33555
453,Great Yarmouth,0.2242370837898518,0.6375181575879952,0.01,0.9780071,0.2212923959784792,0.01,0.01,0.01,0.01,1.728047,52.59823000000001
454,Lowestoft,0.21598311512879456,0.6237191817716213,0.01,0.9780071,0.20018032236238367,0.01,0.01,0.01,0.01,1.7534490000000005,52.48114
455,Swaffham,0.1758215436414955,0.6846620444229897,0.01,0.9780071,0.298058210182398,0.01,0.01,0.01,0.01,0.687481,52.64747
456,Dereham,0.2334166812442693,0.7189767950808574,0.01,0.9780071,0.2636642225468667,0.01,0.01,0.01,0.01,0.9378270000000001,52.681619999999995
457,Ely,0.20554423364714453,0.4359649755396869,0.01,0.9780071,0.3097966043038437,0.01,0.01,0.01,0.01,0.262363,52.39954
458,March,0.2443533384348709,0.4633250020604355,0.01,0.9780071,0.2994839913754315,0.01,0.01,0.01,0.01,0.088622,52.551719999999996
459,St Neots,0.15296026496364648,0.4273431015147144,0.01,0.9780071,0.23572479214624506,0.01,0.01,0.01,0.01,-0.26510300000000003,52.23008
460,Banham,0.23352521626056155,0.6857911262929233,0.01,0.9780071,0.24730122114322856,0.01,0.01,0.01,0.01,1.0402849,52.45125
461,Holt,0.1845363141529839,0.7520999333301936,0.01,0.9780071,0.2742580869317597,0.01,0.01,0.01,0.01,1.086747,52.90936
462,Hunstanton,0.29219277386186143,0.8633393331253274,0.01,0.9780071,0.30008214923493953,0.01,0.01,0.01,0.01,0.49103199999999997,52.93891
463,Horncastle,0.17180786744579635,0.7865313009589856,0.8727471682817604,0.9780071,0.3984560515283621,0.01,0.01,0.01,0.01,-0.11245,53.20731
464,Market Weighton,0.13001780765037574,0.6835318035580777,0.7692924370036144,0.9780071,0.4790041472238577,0.01,0.01,0.01,0.017548743977536006,-0.6677465,53.86484
465,Hawes,0.1558851002082398,0.6572831612379095,0.01,0.9780071,0.6419723125947139,0.01,0.05925676877953125,0.01,0.01,-2.1968695,54.30383000000001
466,Reeth,0.1966894397851328,0.5593478280066169,0.01,0.9780071,0.6865700435472493,0.01,0.01,1.0,0.01,-1.9428115000000001,54.38946
467,Aysgarth,0.16192099356095624,0.4064077153007941,0.01,0.9780071,0.5240198565313999,0.01,0.01,0.01,0.01,-1.9967433999999997,54.29159
468,Stanhope,0.18023822777100806,0.5951955610860261,0.01,0.9780071,0.6835489564737627,0.01,0.07279655601022045,0.01,0.05485426797267436,-2.011302,54.74946
469,Keswick,0.08613861798769669,0.4697424492396993,0.01,0.9780071,0.6158853917874456,0.01,0.0570537941529831,0.01,0.01,-3.134706,54.60128
470,Oxenholme,0.043406722168061566,0.5736330482083041,0.01,0.9780071,0.6493852081257802,0.01,0.05308349870801369,0.01,0.01,-2.7243327999999996,54.30134
