,placename,awful,awfully,bare,dead,pretty,proper,pure,rather,real,really,right,so,very,well,wicked,wild,longitude,latitude
51,Milton Keynes,0.017735937987275602,0.09730954578795363,0.3669728394984815,0.07565981065564342,0.5326586310681213,0.20712096765171328,0.04506387209467346,0.6228079044883106,0.09847117327214115,0.6907320479497226,0.09764045805643132,0.35217688414768117,0.4746891684611075,0.14296838321033586,0.11233959785714562,0.12255511611720417,-0.7594171,52.040620000000004
52,Adare,0.20585732454918276,0.1618640698227026,0.01,0.08792402417375553,0.32404188760004027,0.06798261029774288,0.1565885689295265,0.04053844810332555,0.09860373305022574,0.547769797453758,0.19770595580831168,0.03229043041344666,0.9734293727815306,0.014109576946745675,0.22423795603277766,0.01,-8.7925892,52.56363
53,Grantham,0.04320269170756341,0.35599662358250966,0.22817070418468283,0.13036596266916406,0.26235277780797395,0.3027501826420659,0.023112202255496827,0.6963322721047108,0.09924432112676745,0.7638097582314091,0.12919187937207266,0.2777673880163465,0.5730202157261831,0.14485194252053007,0.01,0.0503769496533156,-0.643582,52.912519999999994
54,Uckfield,0.04217303151341463,0.2159408007310041,0.20481163937617047,0.07044126908195594,0.33517005660078963,0.14272719109449558,0.022881707591039472,0.8392210590759924,0.09948581965865028,0.7564883423206734,0.05837873257418047,0.3811259198790583,0.5251043479543377,0.06682823531053843,0.12435100045190302,0.01,0.095913,50.966409999999996
55,Thurso,0.015182150253919304,0.1881762415218484,0.01,0.1299139745566208,0.4743402857286128,0.13869264872208897,0.16937561833557238,0.5203893985268799,0.1003705504115846,0.4648396793185048,0.23380541558804735,0.7700602787885077,0.21935255105552462,0.17545466240677254,0.053842911551638194,0.05710743453127204,-3.5220800000000003,58.59356999999999
56,John o' Groats,0.014896269573330328,0.1846328709445856,0.01,0.11609510917614754,0.45436291762851067,0.15197764240601747,0.1676984277160263,0.5568571236132739,0.10194945723645649,0.45601598859180836,0.24855124921487448,0.8019340126104046,0.19872078503092336,0.1715715536918427,0.05282904614925598,0.056032097942633974,-3.0688997000000002,58.63734
57,South Shields,0.029330770710372014,0.24627343753953723,0.07287757553284666,0.341665590798215,0.22655166500860713,0.6202223671327636,0.13110050649222188,0.4544321263632936,0.10371392424714006,0.7815748602402836,0.1732206917015865,0.5887453521619508,0.25107297719831273,0.13224816290585753,0.20625523695660364,0.11219523144373995,-1.427406,54.99941999999999
58,Corby,0.028161945110052232,0.08596735305428413,0.20923167099487217,0.1427175170786351,0.33262300353434954,0.2786905855628796,0.054819378024732426,0.6539362193219711,0.10527514468318065,0.5824572293129536,0.16405316268043746,0.53761326716438,0.3765381797980394,0.23411368589625625,0.1376059037032895,0.01,-0.6842333,52.4923
59,Colne,0.06196974120154715,0.20910099362651377,0.12655097530248458,0.15904873673083444,0.22349106348538972,0.6534507135441835,0.04638684933239996,0.5441759204281065,0.10609253788926874,0.6152490926821961,0.28394345399349036,0.23268949206392064,0.3135588429053224,0.9861828096063169,0.01,0.03853891659495369,-2.176991,53.85564
60,Kingsbridge,0.018642223089709486,0.14434923017149057,0.07638720747479716,0.05874691853793482,0.4191062117797391,0.24214731232900885,0.03404323044229976,0.6696053506372702,0.10652182944010471,0.7873030354512778,0.08058107156159436,0.43316179560676615,0.41407025849778295,0.135896838966246,0.04626269310349537,0.01,-3.777493,50.28395
61,Peebles,0.03422411824294621,0.37709054611972076,0.013212811963146802,0.10539242249817875,0.47201713207470425,0.14072719725716842,0.13037313348956323,0.5442676805294356,0.10656437078732693,0.5116269114540762,0.23768208833413998,0.5937805544909011,0.3766426506592725,0.10024350513078817,0.051341657115395824,0.01,-3.1936419999999996,55.65306999999999
62,Skipton,0.041361490833499305,0.19998462466415695,0.21177182754487262,0.1430285248029427,0.34709651379672735,0.4743236062668973,0.031759057949287774,0.5376554638986945,0.10850399768208416,0.8598697315034923,0.24642749879845494,0.16140948688721227,0.38444416585548125,0.6318485262526057,0.02357856358250463,0.1607666540826447,-2.0162787,53.96285
63,Banham,0.019048832350875733,0.16759924747983013,0.06629453570789566,0.13546800304320789,0.4045636205709732,0.1872866156816029,0.03194127625185644,0.8307217443650926,0.10961871024859245,0.7697038124069436,0.09228183959566968,0.49418864693781345,0.3576627533111117,0.14787930538541008,0.04755763606606771,0.01,1.0402849,52.45125
64,Blyth,0.0265981359637329,0.2546249526727129,0.09033716879148812,0.34671037080929507,0.25931602148452504,0.5934411806748249,0.13888118061172705,0.4905739939027275,0.10976020135924305,0.7747845245627955,0.16824510231719916,0.5979069884853786,0.23540603522019993,0.12915045213916543,0.18799934266023074,0.13264290915288038,-1.510277,55.12696
65,Kirkwall,0.01524800958378179,0.1434521703666514,0.01,0.11301585263851212,0.4675408971475881,0.1455233480047462,0.17165822199444983,0.5341358838216921,0.1102352659894797,0.44299047667460845,0.25145095827593716,0.8297986416828853,0.17832930198715888,0.17074606040228196,0.054076478701880676,0.057355161519034206,-2.9622491,58.984669999999994
66,Orkney Islands,0.01524800958378179,0.1434521703666514,0.01,0.11301585263851212,0.4675408971475881,0.1455233480047462,0.17165822199444983,0.5341358838216921,0.1102352659894797,0.44299047667460845,0.25145095827593716,0.8297986416828853,0.17832930198715888,0.17074606040228196,0.054076478701880676,0.057355161519034206,-2.9605206,58.980940000000004
67,Sark,0.013789242670645257,0.23473536187942431,0.07867061159180756,0.07397267377041473,0.40004758520012607,0.1863644255442854,0.03978401906752389,0.6770843683819954,0.11055973190019916,0.62456640710176,0.10816163259111342,0.5690247948693694,0.38045768069771796,0.12168633236720457,0.17031532239872738,0.047641748283754184,-2.3666256000000003,49.43007
68,Mold,0.014647599802933562,0.22225987072300754,0.06625726617346446,0.6697003678633238,0.16563962819722935,0.4235804213276891,0.032302655518990586,0.5032703634098225,0.11077802071916379,0.7632465723921219,0.11912293106340259,0.44753498366990213,0.40639349380057604,0.17804481158053528,0.01,0.06072883762260468,-3.1419029999999997,53.1672
69,Ashford,0.024173887808110896,0.1936304945239127,0.24685115215588077,0.11022158426814636,0.35305570975061773,0.20856624805071558,0.015815087609698908,0.7868286445834115,0.11081174825135379,0.5727252174820375,0.0739133560046246,0.599963450162448,0.3656584614023188,0.1582585177746466,0.19945586125109993,0.03708975215591999,0.8750190000000001,51.14647
70,Totnes,0.01893808967977784,0.14256924940135582,0.07759953192192852,0.05967927488469058,0.4224019339859671,0.24320745806828528,0.03458352329933932,0.6614653261784719,0.11147877777299216,0.7947943435273094,0.0809065919908399,0.42765585412490487,0.4128799052142019,0.13859325067021433,0.04699691685868591,0.01,-3.685797,50.43374
71,Stornoway,0.014018669236775258,0.2200040475688996,0.01,0.12765288705289712,0.5999259396148368,0.11644535119685688,0.1580638709711137,0.5991105136309137,0.11167526708944382,0.49968362600714616,0.1674639201001453,0.586996079781042,0.3191357432917417,0.19274205850535758,0.051009537184762,0.06956006391528441,-6.384869200000001,58.209430000000005
72,Altnaharra,0.01624175465233561,0.19322485069568052,0.01,0.11004816945514587,0.5051835256320116,0.13271043854458542,0.1861430334839786,0.5486834694841143,0.11250441204890814,0.46910303625391814,0.22502245690082984,0.7426436341062604,0.22798430233129807,0.17796154297144137,0.057600753690495166,0.06109311805215687,-4.442655,58.28023
73,Jersey,0.02667292462724531,0.2552173752668706,0.08143408525765056,0.07302236646324223,0.39361621922435075,0.17872040731169794,0.03665995055281651,0.7218097232908418,0.11284961980433679,0.6034984408715067,0.1052610655886519,0.5801980944308429,0.38261039497359983,0.11459261717698906,0.1602709182348013,0.04483205994744726,-2.13125,49.21444
74,Marlborough,0.03135299767970961,0.26883753852507697,0.21196367481394104,0.08403861480973839,0.4291462682087029,0.22333110112577254,0.02542898085666136,0.9848324534625778,0.11296925265370744,0.6003721574833486,0.09051591527798317,0.4306317504314517,0.47133565381552156,0.11768700312473723,0.01,0.0753803898131109,-1.7270619999999999,51.42007
75,Harwich,0.01,0.2875728052412418,0.14586959848346934,0.038185033605471534,0.36529110254943764,0.19388791129003327,0.03963347536121573,0.8384771985140088,0.11303706027068869,0.5362786659585601,0.0725153480876097,0.5648642287308739,0.42799991150703515,0.12450154874016683,0.12955713913416325,0.08833645016432273,1.260297,51.93473
76,Canterbury,0.02404362384198792,0.1709587870566072,0.24933405089577224,0.08572799223088834,0.35611631127383514,0.2387013173595882,0.014539096661709073,0.7335747556014874,0.11378858489910262,0.6328322629235097,0.09149366477659518,0.5069633129227847,0.40268109101993077,0.19594645974924807,0.10750061441898058,0.10994634402052653,1.0789089,51.280229999999996
77,Bournemouth,0.04376352553888276,0.21399579726907536,0.10214197234106262,0.058849509743733965,0.47210918155910436,0.15656065861172933,0.03442975308267981,0.6154458070108229,0.11502727846373083,0.5952379359840971,0.09278677227469742,0.5904100052691497,0.3572000088492964,0.13027088320424587,0.15308921382871915,0.0618556566904639,-1.880769,50.719159999999995
78,Dartmouth,0.018854527210577607,0.1419401753873481,0.07725713210234406,0.059415945231326366,0.41765779122615887,0.2420296668235962,0.034430926649346764,0.6602611750251355,0.1150463750629673,0.7975754916505358,0.0834342543846737,0.4320823665522054,0.4107161293177192,0.13401010297260538,0.04678954789291452,0.01,-3.578807,50.35252
79,Ashington,0.028178429383513115,0.25994394758800005,0.09222427207899488,0.34696065734283205,0.271865609856764,0.5822818070354491,0.1237250086584323,0.48294787739360373,0.11563196493370806,0.7663822199153754,0.16585168497507918,0.5914396582803514,0.24296665290109457,0.13135367139346188,0.19192656471090094,0.1354137638641462,-1.5659829,55.18298000000001
80,Paignton,0.02701736919290952,0.14168911968298115,0.07807593217938257,0.06004566252217088,0.42400254302042245,0.24508231968398883,0.03479583832022916,0.6696440243300003,0.11644254212283787,0.7983487016626694,0.08298296202407812,0.42969311647096337,0.40762502089417235,0.13570474014498973,0.0472854438198678,0.01,-3.564235,50.43508
81,Poole,0.04245562751106498,0.2147472948513077,0.09908940092410935,0.05709076239642681,0.4789157587665299,0.15302172551511065,0.03340080057802723,0.6313184290893308,0.11674215307516646,0.5946078634655596,0.10535194284151443,0.5856350605383346,0.35666536385357356,0.128915492780633,0.21452029917199136,0.0600070644343408,-1.987248,50.71505
82,Dorchester,0.0239747748251584,0.25553289051461775,0.08793082047247532,0.08132891333387672,0.389363883709766,0.14674490556394246,0.044701747511627976,0.7042946510626252,0.11706303470110621,0.5589933822319552,0.11168314037528976,0.5339234401787954,0.44025864527103437,0.12877507678850403,0.28188353141022343,0.06989009059063368,-2.4411810000000003,50.71116
83,Sidmouth,0.03554987240228184,0.15927585350722262,0.0200157215805093,0.04722221523907042,0.466288322830341,0.21516713065479035,0.03756119602220014,0.7061288596994044,0.1191678324895672,0.7916827752085859,0.07126520219486464,0.3848121914329741,0.4416198391394551,0.13471516210269976,0.019170151666864907,0.01,-3.2375599999999998,50.67865
84,New Romney,0.01,0.2217365510549583,0.22447300462899397,0.11881960752465584,0.43547944806778477,0.22939276605298228,0.013523958302859258,0.7035978138059517,0.11967685968706133,0.6346101108579825,0.08711944296218617,0.48569898719973476,0.4062337148363372,0.16453977559908137,0.16686436088753204,0.01,0.939473,50.98512
85,Ringwood,0.04506238688494636,0.21271023241382708,0.09628923558452539,0.05100612032394069,0.47550940184667034,0.162588777057702,0.0376095202630553,0.702659951066132,0.11967862245006777,0.610884067994323,0.10062576385493266,0.5921656774270619,0.340987974789338,0.1266473572594327,0.13402592203623642,0.015230567453619018,-1.7888169999999999,50.84495
