,placename,awful,awfully,bare,dead,pretty,proper,pure,rather,real,really,right,so,very,well,wicked,wild,longitude,latitude
86,Guernsey,0.014869511156503786,0.22763025588534413,0.055747910967262435,0.07194742267718823,0.40348830726082824,0.18833940427466234,0.039781239427526226,0.704824521758812,0.12004856764635356,0.6574612759570478,0.12000377873835578,0.5142035939725474,0.4058883464597898,0.12606901981769852,0.18365806208651697,0.051374067041870884,-2.5852779999999997,49.46569
87,Felixstowe,0.01,0.2781922851917673,0.14709067144384014,0.040011290433929855,0.3722118211175194,0.19296500041962455,0.03816230314648056,0.8566714239476394,0.12065619205467479,0.5442488826580233,0.0775329841929422,0.5544830793451458,0.4265121235361787,0.12914821364720327,0.1306416630204676,0.08907591203593866,1.3512549999999999,51.961729999999996
88,Ramsgate,0.022364351243764676,0.1590185631485182,0.23835316384642916,0.07974051339920167,0.35809353419875045,0.23528755697521622,0.013523646557588708,0.6945484180545685,0.12073904191597762,0.6155474072716527,0.0914703105487824,0.5332834624784626,0.39401492581339786,0.18937732527467446,0.0999924759122583,0.10226739220406632,1.4198950000000001,51.33555
89,Tunbridge Wells,0.026433476650688056,0.20193661928659803,0.18761573163875742,0.09934721652521139,0.3513446413348824,0.19857122276916014,0.015816533554486208,0.9616932106559725,0.12082083411947664,0.569894573216166,0.06630786114810668,0.5162195237285955,0.443497856503741,0.1319021183837008,0.11672928508180595,0.04341272052094512,0.26369499999999996,51.13238
90,Towcester,0.011285029475207164,0.1171481898033298,0.3923214749433317,0.08484600126452914,0.46969362775609313,0.23780963285771303,0.04891074117074194,0.5727137658178593,0.12086161270369238,0.6590692317262251,0.11735735219999616,0.44425118698086263,0.43092878282843206,0.12654056802523594,0.029241606889761126,0.01,-0.9896879999999999,52.13511
91,Broadford,0.020262719642430933,0.19207107443337296,0.01,0.09705336785190107,0.7888833678679621,0.13269256598354978,0.06376455585483197,0.7975970757001996,0.1219363105499544,0.521057933228366,0.20304295110886172,0.4481728281112342,0.35685955674857184,0.18705752338384665,0.01,0.01,-5.9096592,57.24139
92,Barrow-in-Furness,0.018994526889023543,0.1511115866955294,0.13623391035881233,0.41443627706123115,0.23034743508056701,0.5450303366073362,0.08036240817548376,0.5622427778741432,0.12274794539688813,0.5628179625514862,0.257884816470106,0.45637307571149494,0.39781705062780864,0.281693178202329,0.09624920491738526,0.04921947764792395,-3.2188939999999997,54.10896999999999
93,Crewe,0.01186223769610114,0.16474148018832935,0.07526607961294861,0.6057472507040534,0.3067644623766581,0.39722818038366897,0.033462925132983726,0.6258698744136914,0.12404369372415823,0.6959746258693597,0.21576734193298105,0.41130584605407533,0.39307898980364403,0.20406203006070853,0.10529706618641,0.06586707159470932,-2.4438209,53.1004
94,Limerick,0.21788848420785512,0.1477905506744096,0.01,0.08027934228347859,0.31139446377581026,0.060009358759679256,0.1467411625152652,0.07149805794434164,0.12492278363547187,0.505375682411345,0.18731319536079197,0.07511489377436767,0.9605161597986296,0.012174993187413063,0.20474124980277275,0.01,-8.6267343,52.66384
95,Sheringham,0.026302423211105312,0.14512804023527656,0.07047347913446358,0.17892200361711852,0.41298956737443654,0.19635912285179383,0.02626859013654647,0.8592192889581255,0.12566155761147255,0.7707418936689081,0.09373522649111969,0.48265269334615174,0.34586307680206096,0.17481325216210342,0.01,0.01,1.2109589,52.944419999999994
96,Hexham,0.02672391328625366,0.21718494035157504,0.06722103984126498,0.37326056810615393,0.3005445472164762,0.5566449868128316,0.12211617483931116,0.4733121418738765,0.12582126393985638,0.7537687299423571,0.16036450817152167,0.5935892722671345,0.2412060116220761,0.13353437405213853,0.17047857799704738,0.09521629665493724,-2.1121439,54.97266
97,Midhurst,0.016091314314173294,0.21552868747065604,0.04815798113073542,0.10246225495497019,0.38642724215887436,0.19882760939461983,0.0546886099275407,0.8735833372904788,0.12679560181228486,0.6062729003268084,0.021260759690785013,0.5546949830725895,0.37213872747116605,0.20165486114535597,0.03669211131804694,0.01,-0.737274,50.9869
98,Royston,0.049560871743795906,0.3059093410304272,0.3193982930575551,0.0488732168143072,0.315135705486535,0.34310951894422836,0.0284569903329345,0.6396473517576597,0.1270947426944784,0.482883029913061,0.05367514857523552,0.37032949607444793,0.5990045770527911,0.1715936094214703,0.14126355959025697,0.3852731381744141,-0.024066,52.048140000000004
99,Southampton,0.035285980332594905,0.1810686312314653,0.24575069335408542,0.09285617057696087,0.49551377112886336,0.22361042164015524,0.024899780492175182,0.5560885995802842,0.12748889650271933,0.698125701474049,0.07441703593736199,0.5061199645310134,0.3665304858263766,0.12272930502659293,0.10892683741390817,0.01,-1.4043508999999998,50.9097
100,Dereham,0.02240422387978646,0.12797744526403917,0.06837553977799668,0.15610495259729493,0.4039652112561967,0.20165842222918043,0.022128877873898785,0.8545719374145582,0.12789791627898123,0.7806304203292699,0.09935465154472824,0.48411468684824466,0.349789337580996,0.16192773529068827,0.01,0.01,0.9378270000000001,52.681619999999995
101,Alderney,0.025693509262720935,0.25309754061929474,0.08292637576893323,0.07320224949006303,0.40704246935278154,0.18027333203220766,0.037331749375119905,0.7154296943994694,0.12846129533584066,0.5750314701825874,0.09888514880851204,0.5998525206943895,0.37359824685604165,0.11439730875328702,0.1632079048070633,0.045653611239983405,-2.1973557,49.715
102,Exeter,0.03733483470335618,0.1672731150592154,0.02102071308410949,0.054369478150043636,0.46856238342590306,0.20715033550064657,0.03944714797934717,0.6983712303693649,0.12866084010817017,0.7780807001162491,0.059079963004503945,0.3918711454676421,0.43977685024040575,0.14192353416797918,0.020132685588803715,0.01,-3.533899,50.71841
103,Southport,0.020318766341250075,0.21947710188849506,0.0745218992076585,0.4692771946431107,0.0932038726007083,0.5151117747092336,0.05023930003198146,0.4628252939481109,0.1290519384605332,0.6432732735544784,0.27658358851870174,0.5592224697592755,0.34527865451363315,0.23941978420015747,0.01,0.01,-3.010113,53.64571
104,Torquay,0.03721387367609642,0.16659471162532433,0.01987811509352555,0.06421127224157837,0.4350886322568745,0.20596318687295945,0.04210739645424462,0.7434280177972634,0.1292729301827744,0.8115066492047842,0.06347539798942951,0.34721350153843533,0.4710290011110783,0.13863150254756845,0.01903836087351021,0.01,-3.525315,50.46192
105,Livingston,0.02754273335100362,0.2677573520530873,0.01,0.05758042618740785,0.2960563896894759,0.19364798410286307,0.24940432022256287,0.375756690062852,0.12929825521130028,0.4770317832122464,0.30919716785951834,1.0,0.044441289834124896,0.21430607703822754,0.03925258511922403,0.0802912269558082,-3.518068,55.90071
106,Tiverton,0.0472071597452879,0.142302489672256,0.03253399211568363,0.04668207270724442,0.48846979391786094,0.21240001766848832,0.035515189468050545,0.6384704417505976,0.12970962533823746,0.829291817217434,0.036471650702598016,0.3601424732578207,0.44667008347836334,0.1352678721033667,0.02190426493385055,0.01,-3.491207,50.90205
107,Thetford,0.0111560528410748,0.14173597089298148,0.08456050875886885,0.0828761834305687,0.3527916592296528,0.19214302052541357,0.02750038507456764,0.8991649402593784,0.13024856074807425,0.6311534072743277,0.060034103929844235,0.44568900354760893,0.492680894368898,0.12521342210314615,0.06359628795288509,0.01,0.751657,52.412859999999995
108,Holt,0.02174028430746454,0.11683875269140116,0.07100534905800238,0.1727610032802446,0.4146548740464989,0.19414323706116773,0.024469344327728623,0.8464097757777909,0.13068995660488786,0.7776793800407477,0.09384003200501037,0.4755311637141173,0.35395772494420047,0.16610568302413942,0.01,0.01,1.086747,52.90936
109,Fortuneswell,0.03602817667293185,0.23548474646165107,0.11363897951002466,0.06309823934486303,0.4012566770942661,0.1674589487133661,0.032539119094600825,0.6058027752142564,0.13104785625396287,0.5860557326566189,0.12375293709689447,0.6525063304460855,0.3228708838480671,0.1324985118966301,0.20024796482822663,0.05601470494678223,-2.4422189999999997,50.55919
110,Nenagh,0.16811006688181632,0.15038288864422147,0.01,0.060865185213201764,0.33662724377193187,0.05097411915898822,0.10094901250546683,0.13126058554248737,0.13112776817692165,0.6277033923585981,0.22395464253634356,0.03347296698639458,0.9342706213189386,0.01,0.27777670940925114,0.12626505461696386,-8.19834,52.8635
111,Cromer,0.025322187098476615,0.13971943846790075,0.06339808960099037,0.17584258037294134,0.4149852001962319,0.19048155664062602,0.02528961476106919,0.8440252634441928,0.13140076140785298,0.7524336718245217,0.09037936972853615,0.5108088678154499,0.33064351592381747,0.17815780604612722,0.017287650451940365,0.01,1.301866,52.93145
112,Invergarry,0.013106709899506852,0.31348676774180456,0.01,0.05299190864460174,0.7080661998851924,0.1533340053966955,0.08249075697616332,0.6875152610579164,0.13169238116788565,0.5380471497579368,0.19644412900545935,0.5734946835630262,0.2593329351149918,0.20954990707954022,0.2241486595908761,0.3056643119734947,-4.800261,57.07095
113,Weymouth,0.02728520778463466,0.2138700085526936,0.10579071122372048,0.0544282655449299,0.41685932769861905,0.1663115618775617,0.03152419140320347,0.6158157762033215,0.13463601911234654,0.5901318068901306,0.12562945233861253,0.6196669413830195,0.34329370815020227,0.13676134127014797,0.2166481824991454,0.060602289943304084,-2.457621,50.61443
114,Swaffham,0.01,0.07713767384577114,0.05866908231945216,0.12488119741654738,0.3495062816321478,0.17160079933510836,0.03041312700304848,0.9707826331655087,0.13583193629468504,0.6527698442744334,0.07596694503638286,0.4374844894293458,0.4701465296008969,0.16190785221502396,0.11398663343282975,0.01,0.687481,52.64747
115,Kettering,0.026266978895699962,0.07786660667485747,0.35059093906650235,0.13493277502023301,0.3385061052478025,0.2996979103935304,0.03488559914661893,0.5480484279242387,0.13676843352124188,0.5851300210157945,0.12754030421728876,0.5791677303333078,0.36060391532206515,0.18427032107941133,0.03667047143457081,0.01,-0.7302489999999999,52.39632
116,Morecambe,0.027252602699798227,0.17475550894318126,0.08884685243088966,0.3729323829397833,0.3079346304888231,0.510533726702976,0.08671384992692477,0.6027729363108252,0.13680127967192865,0.6020817810049859,0.20288174923470012,0.352973300841428,0.4784445886552019,0.21958317370361852,0.1380945911542507,0.07061817834973756,-2.864968,54.074169999999995
117,Newbury,0.03413240915147052,0.33357469358499986,0.1994619997929671,0.0650737252012433,0.5122725632572822,0.2054590097813239,0.010741094454782376,0.9333434413600499,0.1371685807237047,0.6462216383758312,0.06334000648504996,0.24737129159588386,0.5830819887318963,0.13379249192677994,0.13620284805633637,0.01,-1.3231138999999998,51.40141
118,Ipswich,0.01,0.24237432645516185,0.15520479904920537,0.038647437542743975,0.3630065220128014,0.19314642270547971,0.038090871984419905,0.840464303543614,0.137320119583492,0.5655991106747127,0.0756483602661448,0.5529627767636892,0.4225858627572443,0.1263036170672371,0.13039712896423716,0.0889091837107622,1.14822,52.056740000000005
119,Biggleswade,0.047857358760262876,0.12923512373649776,0.35313660141363723,0.07456547556465189,0.46406510861663824,0.3394661767268879,0.03980191994910887,0.4833449335856828,0.13801776242267563,0.5983668948394251,0.0730015351266928,0.44043407554154523,0.4624802119898136,0.11314449393194205,0.20461204654391527,0.18601523889269944,-0.26421999999999995,52.086940000000006
120,Galashiels,0.052766215980752866,0.3415611553591863,0.01,0.19853005373198565,0.4107733664547833,0.07647894399936679,0.14476109700168804,0.49251257697861084,0.13949830707178792,0.5464614940076223,0.3085610688476903,0.6415172022450417,0.3109513731158374,0.14480707392428774,0.1851074042444191,0.01,-2.814449,55.62373
121,Harrogate,0.015051942920260788,0.09522923206640811,0.22003172732959325,0.14071256417393332,0.4648257003563103,0.21288215166490904,0.04381430182435715,0.7715636858992213,0.13957116794272104,0.848584610980385,0.1520511850875511,0.14290275396626154,0.5835600965556573,0.150593032483086,0.01,0.01,-1.5418120000000002,53.99211999999999
122,Kilmarnock,0.027349607349331166,0.13579212796369772,0.01,0.2686225260507478,0.1247011021742264,0.1970584161580164,0.7990349578293555,0.3556841357831981,0.13989863055055135,0.45574442867405185,0.9096952711731633,0.7913900244542587,0.043800330373735326,0.41137802091897063,0.0719581875626661,0.01,-4.498792,55.61472
123,Northampton,0.013909067667573178,0.10111490227948877,0.39256056170380454,0.13724788878001024,0.4549306437818206,0.26984815016219676,0.04535437825570056,0.46105658909248565,0.14035401099388276,0.6274947059193372,0.11937433067046925,0.4715967230297391,0.42376699802365714,0.12686921485618644,0.01,0.01,-0.9026559999999999,52.24048
124,Sunderland,0.0391911505286062,0.3225377641360875,0.10555601918060004,0.2610127591785771,0.18007789665700819,0.644667625249776,0.1175838747352091,0.523982403812356,0.14111634723540295,0.7942445350238718,0.1918609073516106,0.4206914745726189,0.3923661298093472,0.14481273599219213,0.13748516654892262,0.09374205134504365,-1.383801,54.90687
125,Rhyl,0.043822877206896454,0.26044532857697905,0.031226861314022126,0.5889353227362965,0.17024858971423287,0.45974466183873475,0.048070017374915175,0.49599984619585435,0.1413506184389593,0.5724041614216362,0.16187470141693766,0.48282690949790885,0.4103136092347328,0.2841988078450189,0.09992682384983068,0.058400140857640156,-3.4916339999999995,53.319140000000004
126,Penzance,0.022037529517675167,0.09820073614833282,0.13276656517093396,0.07392170824646782,0.5269682196086791,0.23004372975147455,0.011451847072214819,0.758366245436562,0.14255035494114515,0.7415324808403109,0.09453786863174728,0.49338156394906035,0.33397552186267865,0.13227015279748622,0.12283271519607693,0.03722289038106089,-5.537592,50.1188
127,Truro,0.022091341347299835,0.09844052251933669,0.12604892100649076,0.07410221808988565,0.5270881469369264,0.2306633820511247,0.01147981051658562,0.7579421707545441,0.1436831652078529,0.7444380381869431,0.09480432776770423,0.49687299784754113,0.3295053980708535,0.13266825871726376,0.12313265236524627,0.03731378471865709,-5.051041000000001,50.2632
128,Redruth,0.022091341347299835,0.09844052251933669,0.12604892100649076,0.07410221808988565,0.5300751088726234,0.2306633820511247,0.01147981051658562,0.7579421707545441,0.1436831652078529,0.7434253738630937,0.09480432776770423,0.4955269114178416,0.3297383066379556,0.13360294432798064,0.12313265236524627,0.03731378471865709,-5.226666000000001,50.23302
129,Ely,0.017510931289155394,0.1984574995613569,0.09822459643988857,0.08396972499842145,0.5508100880624267,0.1559698275376007,0.03025371451618509,0.9561211159689679,0.14490464245378487,0.9051493378887622,0.04058773844957955,0.16071404445285062,0.5615321081973982,0.07490818726460033,0.05871938773826188,0.12011060841461704,0.262363,52.39954
130,Mildenhall,0.022005867743739277,0.12922615000807897,0.08967731016532919,0.07715746888550762,0.38890837026124875,0.24663559667291954,0.03462502585144996,0.7243491273605799,0.14563660041282733,0.5484386642462606,0.07856061956731623,0.5017453614060732,0.47569208872894636,0.10374188949921445,0.10453902940424574,0.01,0.5156095,52.347570000000005
131,Wrexham,0.027947026597951695,0.1683929789757543,0.09371392377579511,0.6872092758773947,0.19164702652112214,0.3426447716213661,0.041416490200401265,0.4682393283280474,0.145713574397442,0.7387433063155742,0.1222263784294855,0.3962407709882467,0.4658171342044976,0.16173757869039923,0.01,0.06621037792423931,-2.9924939999999998,53.043040000000005
132,Plymouth,0.019419239097821412,0.12586585392512709,0.11512473746741003,0.06748944302484192,0.36459363045621124,0.2758058878070996,0.027470679899794473,0.7153849404760401,0.1466664653199588,0.7393506373631668,0.10926342295347426,0.4452779956467291,0.42925479091078944,0.12539100364564748,0.09166920139843472,0.01,-4.1426565,50.37546
133,Luton,0.0473611476424552,0.09353040614833959,0.24167741659089972,0.06189603845309106,0.2670346775830927,0.25983529281022866,0.035469725729447545,0.6010115362957444,0.1477543838887692,0.5996471058802755,0.04337372092468392,0.5258981198166247,0.4737722830201666,0.11742172536771672,0.03056460797780252,0.12503990959900055,-0.4200255,51.87867
134,Margate,0.019610233352100347,0.1394358008251761,0.2823340430165301,0.07674588377042532,0.35450413030419803,0.26417548270015656,0.015488314727538591,0.6903777223430109,0.14808830996095654,0.5967054297268486,0.08592198833765331,0.5579354034952738,0.3777187005299747,0.18087396914976211,0.15343761065233505,0.089673397911571,1.3868339,51.38965
135,Falmouth,0.01261748486108356,0.09943431076887584,0.12732143596873627,0.0748503036936415,0.517138211336499,0.23207021255443275,0.011595703682873083,0.7539570077163694,0.14837799068168217,0.7385841160189588,0.09590865399225283,0.5055631839317243,0.3272242460891026,0.13494758669827503,0.12437572899387576,0.03769048402322243,-5.066269999999999,50.152570000000004
136,Tavistock,0.020163748071333875,0.07937067138253487,0.13553632214174988,0.057092322769657686,0.4003056744211489,0.2769399937185277,0.012044553033845816,0.6726213934116075,0.1490973742646119,0.791174436446284,0.1088715980796614,0.46359913503458355,0.3806119288516564,0.1300269204993654,0.10972082984303279,0.01,-4.141654,50.551120000000004
137,Yeovil,0.01,0.22650908764781416,0.10392935497808346,0.05661632891510096,0.3962597050839719,0.11105244559699112,0.013569800285297357,0.7693394775634561,0.1491694712715755,0.6397630606274237,0.0898758492362357,0.3702562541820764,0.5532143840398024,0.12598371023063906,0.13168802438681396,0.07183148929685498,-2.633308,50.94206
138,Aysgarth,0.017020955659262857,0.0787950745291623,0.06866939433942398,0.25960476239513314,0.3015400843068078,0.593912499625816,0.06534695835650924,0.5775124551599042,0.15074314856619495,0.7197822704817048,0.19705571974440708,0.2964611366430605,0.5183094402328347,0.12452559606926077,0.01,0.06615821207835078,-1.9967433999999997,54.29159
139,Prestatyn,0.05449185281689409,0.21611273632405092,0.07114269761575101,0.9443560303334155,0.13385695755589513,0.8287575993661855,0.07429908714856276,0.4563835892518134,0.15119494472474654,0.6714767107271518,0.16307211428326088,0.6145264982766822,0.21033241398975458,0.18034787416014578,0.07866252799277457,0.11952893196400143,-3.4076129999999996,53.33651
140,Rotherham,0.028901175430720724,0.1465342547822016,0.3366590439566698,0.1518862301736827,0.41399334508527647,0.5444244713648512,0.06024216147053338,0.48171455826032095,0.151440615129078,0.8398505484038832,0.4135600599124015,0.39158884419316226,0.30522022457547965,0.14814726604088524,0.1334277630838959,0.047465518533567674,-1.3635008999999998,53.4326
141,Saltash,0.021248568285865715,0.08807422275120845,0.1259697044901529,0.057745085572835114,0.397315907167832,0.2776117210085448,0.024363181231404293,0.6884754236861038,0.15152146719230686,0.7590501021359592,0.10354488289109397,0.4483114899463059,0.4075949087047579,0.13064448092893727,0.10030461352341416,0.01,-4.21643,50.409209999999995
142,Norwich,0.025031659174759354,0.15199411636452767,0.06926762399896517,0.15963529036388646,0.40923763039028627,0.19750183302063032,0.024999460244451363,0.8425699559444466,0.1521511261382087,0.7423217436554642,0.10533143196816064,0.5284800742943002,0.318105783506878,0.17465165279383213,0.017089301718159047,0.06991239856982394,1.297355,52.63089
143,Aviemore,0.022894223176977577,0.2826244461787856,0.01,0.121268413262663,0.6517087715619342,0.13313081624265635,0.0699871627553495,0.6281347603492056,0.15245150095450674,0.5410650767257097,0.20826562381991537,0.5345321300804449,0.33503805197486825,0.13701934392829135,0.36756158819976337,0.30509768273122834,-3.823812,57.19449
144,Dunfermline,0.03511577610959706,0.30344787862886236,0.01,0.05641304695807873,0.2596819401015596,0.22707371015470126,0.2869124456023655,0.3956895874379351,0.1525426945607068,0.47203936147300524,0.3168227522110924,0.9926509227411808,0.05769126771088349,0.19408169718773646,0.01,0.12408217121465362,-3.452151,56.071740000000005
145,Bexhill,0.022642201102789108,0.32231109923425405,0.0674948652055493,0.09387278707818385,0.377577692394819,0.20908818432964216,0.03952998976309394,0.9858226575686432,0.15324145381646118,0.7424983244886849,0.055470155587862495,0.34886251074629193,0.5009457685613996,0.11884229541022899,0.10298483186795922,0.0374498929604678,0.4662071,50.849909999999994
146,Wetherby,0.022523124161548436,0.17930954568360796,0.14565750748957676,0.1964687673526923,0.3485484409973325,0.23627192451336376,0.033413819932986644,0.9033236639110519,0.1532868743432606,0.7659916017085533,0.21311048343460365,0.21535676267991355,0.5783322517526527,0.1350843651409654,0.01,0.01,-1.384816,53.92706
147,Helston,0.012583560324351298,0.09916697713853992,0.13407291350457928,0.07464905555642873,0.5174213730837488,0.23138247527204245,0.011564526495875315,0.7640058649391503,0.1538377377827743,0.7374269764679287,0.09561157090379817,0.5018242919891148,0.33008490408345875,0.13324659615899798,0.12404132027574445,0.037589148631448514,-5.274996,50.10159
148,Hunstanton,0.01,0.05086351006030607,0.04582213305597541,0.12362224961796027,0.34728429474490374,0.2054862802159807,0.014638969525816677,0.8624341124578061,0.1564062597594639,0.6682955802620083,0.09453329420968708,0.39641214279466813,0.495513283777273,0.17499295698006895,0.01,0.12398578366038496,0.49103199999999997,52.93891
149,Haverfordwest,0.018086373760523185,0.30886034118637173,0.04316151239277184,0.061639237027902166,0.2706798371653388,0.2022186464413089,0.047700890227029634,0.5529412923324822,0.15707646225451394,0.7812818965851678,0.1028181913414694,0.5819025683727287,0.35376414658368033,0.10057309015322281,0.01,0.19683817676248705,-4.971319,51.80048
150,Aylesbury,0.01,0.12098331089988185,0.19890897719205924,0.15528101551703824,0.4422379842109712,0.19150515554349373,0.07921172127063474,0.7470639786280746,0.15725279731392516,0.6675691909253505,0.019422836627211424,0.29991488296585556,0.5878169768836712,0.0711759792431224,0.0705700596286965,0.06415607915956517,-0.8084,51.81561
151,Barnstaple,0.01447345751050416,0.32657242025785804,0.08178778684189333,0.05979706972709825,0.4159200722930352,0.23450425372418884,0.04250995854839111,0.5629940203500182,0.15755599255103356,0.575874242341141,0.09108086209672032,0.5033701936785844,0.443728306932932,0.14584379197378175,0.0320862565466249,0.08750999045928139,-4.058338,51.07816
152,Thirsk,0.01,0.19874695447570181,0.12158942249468169,0.1450471676488538,0.33128626968850805,0.28677713391343523,0.07314782144020801,0.7747912179374341,0.15836069386347523,0.7795093995850353,0.12112857028184759,0.1956013621569806,0.6178566512295608,0.12242641731270748,0.01,0.01,-1.341377,54.23385
153,King's Lynn,0.019573161064656962,0.058458049463086706,0.06020869540511392,0.11630761333905995,0.38003602729153246,0.1983584283485283,0.015895378508510017,0.9234602747056793,0.15837291568698666,0.6458805163116547,0.07261278137939173,0.47242442752216973,0.4183566364807331,0.1951552022191092,0.10797960704795251,0.1472483143808378,0.4022963,52.75168000000001
154,Braintree,0.01,0.3213892834170038,0.16575111997896066,0.04832786637011662,0.4006061940711717,0.22533449617544,0.027743087279508527,0.8224070802659389,0.1584356112912491,0.5741151226768586,0.09171397349845592,0.6037108751410617,0.34265766496563554,0.15019811970625457,0.14637887918461728,0.01,0.5509269,51.88009
155,Blackpool,0.027079026732013418,0.2885665934907809,0.10562558815150867,0.3977221858287023,0.169856721909215,0.5478791920635495,0.0511288353701443,0.566937906329079,0.15843978316369772,0.6608457419271121,0.26259322164416843,0.43991000491360616,0.3894802759013991,0.273475954020585,0.027241221072466557,0.05200716683420757,-3.0356748,53.81751
156,Scilly Isles,0.023098733149266946,0.08898923001288513,0.10970803504302976,0.07484177498696505,0.5468728247830175,0.23064331489831705,0.012003303708268938,0.7657504715283134,0.15849348867662735,0.7562863445493376,0.09152772808708999,0.47228576568709807,0.3383497782759607,0.13051074749369546,0.12874765040905572,0.03901534143712457,-6.327496599999999,49.92773
157,Irvine,0.015574894704421064,0.13429390661406046,0.01,0.2568867989430619,0.07924759277448376,0.19980094728703535,0.8106064900820019,0.32751065892273634,0.15895227712843785,0.44717892052926117,0.9155561991381446,0.8248757909946598,0.03840901939962462,0.39945238915234693,0.07610260831909688,0.01,-4.6696364,55.61156999999999
158,Ayr,0.027265458269230415,0.1353743278638285,0.01,0.25786846041660855,0.10272950391113882,0.21144951648750035,0.7777001707019215,0.38081335246065434,0.1595107792076462,0.4152218029170621,0.9371822368699897,0.8386616217461577,0.02510742062672698,0.40372813923314654,0.07173678230641022,0.01,-4.629179,55.45856
159,Milford Haven,0.018240936434941714,0.31149981731680204,0.04353036111935623,0.058328585142042075,0.2791106932746367,0.20414947014719695,0.04810853174752976,0.543426784623713,0.16116507353042706,0.7680530491630472,0.10382148927200274,0.589697496762779,0.3496805649784179,0.1016954634392704,0.01,0.19852031666843395,-5.0426971,51.71431
160,Pembroke,0.018240936434941714,0.31149981731680204,0.04353036111935623,0.058328585142042075,0.2775972244187469,0.20414947014719695,0.04810853174752976,0.543426784623713,0.16116507353042706,0.7676677818905656,0.1005445707105146,0.5870380338747304,0.3532172108984003,0.1016954634392704,0.01,0.19852031666843395,-4.908637000000001,51.674040000000005
161,Tenby,0.018284603446082247,0.31224552371383385,0.04363456949052446,0.05846821854142032,0.27650630652934177,0.2035271211720484,0.04822370034545802,0.5300603651298426,0.16232021212854983,0.7700315571352705,0.10082018248679286,0.5842427534969447,0.3556427784824442,0.10201257216091571,0.01,0.19899555876060362,-4.703579,51.672740000000005
162,Berwick,0.04136357778207766,0.2548117836114781,0.01,0.11977763667884267,0.4011430617306636,0.14551832311841967,0.1296561853338699,0.6585406838298448,0.16242127720758595,0.6509063813905208,0.28432379535964175,0.3633025409247959,0.4987445060617678,0.14479500911099144,0.11096355472116269,0.01,-2.005395,55.77024
163,Great Yarmouth,0.02290792569759466,0.17987914266042146,0.07236587121133481,0.15697632102281317,0.4054048651922151,0.21525607640655084,0.03209790165088294,0.7660338787885456,0.16374505346665844,0.721552092014667,0.12219253150244085,0.5867699543269246,0.274546350648457,0.1782666033392901,0.019064106118981825,0.10398841830172106,1.728047,52.59823000000001
164,Lowestoft,0.023109532199504682,0.1814622231337397,0.0730027431344576,0.14638118006906464,0.4005744589155975,0.21493511128631135,0.03238038648906127,0.7559901854800065,0.1637929418616669,0.7376182723705844,0.1294569149326997,0.5823882403386476,0.27301062898832884,0.17846385398395936,0.019231881470296853,0.10490359739852297,1.7534490000000003,52.48114
165,St Austell,0.022741795630995213,0.1013389846257598,0.12976028709150808,0.060691270280575985,0.5116147162754358,0.2250557870694661,0.01181782059217574,0.7365788091885301,0.16390235068560022,0.7457945000421388,0.10135398906971269,0.5142249265625584,0.31733024099584084,0.13810575320744625,0.12675815440174912,0.03841244776565317,-4.7834252,50.340379999999996
166,Bodmin,0.022606556460606483,0.10073636224145165,0.12178256809023653,0.06226786072383274,0.5039698750967396,0.23808634172690588,0.01174754278121843,0.7517254602852389,0.16443117958753342,0.7592467489729552,0.0918404363383661,0.5106033638650102,0.3197392161489829,0.12721785997929919,0.1260043578995802,0.03818401931541142,-4.7188629,50.4715
167,Hastings,0.02060643052183917,0.3068629301070206,0.08554667266834928,0.0992678842161186,0.39471748172247906,0.20128275427713485,0.027697594813525645,0.9683177162036906,0.16445039370430364,0.7142868609145016,0.05212512938638911,0.36803055395758644,0.491573503239826,0.12475298405792107,0.09372541435666774,0.034082754836070914,0.573453,50.85426
168,Faversham,0.021351859984214266,0.16097470551171095,0.26536213193929065,0.10329278027775722,0.3176348928210871,0.21616764585342957,0.020925496442533213,0.7428899088166642,0.16559742359259674,0.5741672942866738,0.07267960590347958,0.6031092961027487,0.3628654022005252,0.1784045174874613,0.21735462760186655,0.1067038217504282,0.889358,51.31599
169,Bude,0.0238358739855751,0.2750757927884719,0.09052143070896396,0.05997981343817565,0.4332094201163015,0.22078751662428578,0.029790761085668204,0.6582484730806563,0.16562075082304875,0.6041298511236297,0.07536468156299687,0.47045756272314754,0.45854166052132167,0.12630202049576408,0.07588985708883143,0.06899237019801692,-4.543678,50.826640000000005
170,Bradford,0.017822026095338575,0.09062283988139863,0.40003231530904576,0.2000374342873653,0.3274196653466478,0.4079421328745876,0.06934470097176597,0.4899711775655586,0.16583945095338154,0.8689302010747352,0.2676827312207589,0.27258996842065586,0.398890642360599,0.31338484213068346,0.10159639073148999,0.11083498352146703,-1.759398,53.79598000000001
171,Galway,0.43909983854059026,0.3673576246248708,0.022977260098040537,0.09472839840137494,0.49685453761878323,0.03430025467670645,0.17086194264722884,0.1859137497009661,0.16588557658538347,0.42963053136115714,0.0769931302620208,0.24649523323276198,0.7505924112366402,0.052547841675677144,0.14880640093394093,0.01,-9.0567905,53.270669999999996
172,Nottingham,0.03392824489079255,0.23998384520193264,0.37345262578645194,0.4056469080360895,0.4386152671696835,0.37611487944518257,0.04548671146310725,0.4540177629229844,0.1667511519803143,0.7441183198601264,0.15532533621859784,0.5250583268565215,0.26209711119632695,0.1607024242933788,0.15836524967190233,0.02410240806717505,-1.1581086,52.95478000000001
