,placename,do_not_have,dont_have,have_not_got,havent,havent_got,longitude,latitude
210,Axminster,0.3330004478404141,0.5537408103546627,0.2263602551932065,0.17755409669815808,0.6985949411896123,-2.9949369999999997,50.78273
211,Wrexham,0.2311091514253488,0.3701299000000001,0.623207548513487,0.20950118034384804,0.8566834868582134,-2.9924939999999998,53.04304000000001
212,Liverpool,0.25372923900302985,0.3701299000000001,0.6033236757832519,0.13802816346535215,0.7658861009580983,-2.9915726,53.40837
213,Weston-super-Mare,0.2770397472189664,0.5994622932172047,0.2864218672535481,0.17473997280294207,0.6541643323333928,-2.977255,51.347409999999996
214,Dundee,0.4065782780812527,0.3701299000000001,0.9222398997980764,0.22673522511455016,0.1584586610786619,-2.9707209999999997,56.462019999999995
215,Kirkwall,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-2.9622491,58.984669999999994
216,Ambleside,0.3458606552845169,0.3701299000000001,0.7201276469355756,0.2232104150205423,0.6758223199703844,-2.961333,54.42874000000001
217,Orkney Islands,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-2.9605206,58.980940000000004
218,Lyme Regis,0.3177106370391666,0.541006136806875,0.2277356114078425,0.17863291499632405,0.7541102259504687,-2.936639,50.725159999999995
219,Carlisle,0.34997864464692474,0.3701299000000001,1.0,0.3050395230814329,0.0825,-2.932931,54.892469999999996
220,Chester,0.27652003118296226,0.3701299000000001,0.5806081306223227,0.21253011533869884,0.8783671206556748,-2.893075,53.19339
221,Forfar,0.4065782780812527,0.3701299000000001,0.9222398997980764,0.22673522511455016,0.19853675012945848,-2.889062,56.64356
222,Morecambe,0.3221378989097021,0.3701299000000001,0.628518888712607,0.2322799034051242,0.7470092796227378,-2.864968,54.074169999999995
223,Selkirk,0.4278420588495477,0.3701299000000001,0.969712124547324,0.30866141197527563,0.0825,-2.838524,55.55066
224,Galashiels,0.4097027943030276,0.3701299000000001,0.969712124547324,0.30866141197527563,0.0825,-2.814449,55.62373
225,Lancaster,0.3284667547603777,0.3701299000000001,0.6328042536556091,0.23386363730243184,0.7210546636607391,-2.8007399,54.046569999999996
226,St Andrews,0.4118117218081695,0.3701299000000001,0.8993342164327492,0.3038759739834109,0.16260110063342895,-2.7967214,56.33978000000001
227,Hawick,0.4097027943030276,0.3701299000000001,0.969712124547324,0.30866141197527563,0.0825,-2.780914,55.42706
228,Bridport,0.2948897814981092,0.6217934048256472,0.19480737971830955,0.17827185359693787,0.7040186753937406,-2.758301,50.733579999999996
229,Shrewsbury,0.3001325552336513,0.3701299000000001,0.6036933502871001,0.21617646503250004,0.8662590927916282,-2.7553267999999997,52.7073
230,Penrith,0.3660718728575536,0.3701299000000001,0.9098170909026072,0.20473538155194987,0.3340095916640156,-2.752708,54.6641
231,Kendal,0.3217090640688236,0.3701299000000001,0.7358188946186176,0.21754756343016915,0.6753217911060205,-2.74629,54.32801
232,Street,0.2913547448968309,0.6259963687334151,0.25284397438858197,0.17353664550498776,0.6222248847111543,-2.7429189999999997,51.12468
233,Glastonbury,0.2949001481743592,0.618001440391194,0.2538428558876099,0.17422222410382224,0.6272237033507837,-2.718454,51.14743
234,Hereford,0.32838105690337704,0.3701299000000001,0.4059854928458827,0.2972198874947262,0.8148005005444545,-2.715974,52.0564
235,Ludlow,0.3175769069155407,0.3701299000000001,0.4600522631077963,0.280668260822864,0.8266338260696103,-2.7139129,52.36775
236,Preston,0.3113002300019905,0.3701299000000001,0.6160041430959458,0.1951327388682744,0.7193300568089737,-2.70309,53.7632
237,Whitchurch,0.29378054713935026,0.3701299000000001,0.6358465720159291,0.18374999968762504,0.7535346294492288,-2.682045,52.96872
238,Wells,0.2744228525775702,0.6429306407889842,0.2538428558876099,0.17422222410382224,0.6272237033507837,-2.6445979,51.20935
239,Yeovil,0.2948897814981092,0.5962849349552318,0.2272752852621901,0.17827185359693787,0.7040186753937406,-2.633308,50.94206
240,Wigan,0.24985935875887386,0.3701299000000001,0.6140478774531162,0.13486238617073396,0.7335698340662236,-2.6325074,53.54506
241,Warrington,0.2297970757679633,0.3964146711246996,0.5666746573616923,0.12699784208410367,0.754306274867129,-2.5969501,53.39004
242,Arbroath,0.4065782780812527,0.3701299000000001,0.9222398997980764,0.22673522511455016,0.1584586610786619,-2.591543,56.55911
243,Bristol,0.2677885253333924,0.6155017895514425,0.29760987549240625,0.16340899232220474,0.6350332320452905,-2.58791,51.45451
244,Guernsey,0.28587561094278696,0.6420825599924617,0.19285834264703544,0.17648824379997002,0.6905407216205941,-2.5852779999999997,49.46569
245,Ross-on-Wye,0.33154047426852745,0.3987569895150962,0.3666223867575996,0.22366864341976334,0.760425963237437,-2.582446,51.91445
246,Jedburgh,0.4097027943030276,0.3701299000000001,0.969712124547324,0.30866141197527563,0.0825,-2.5549369,55.47772
247,Sedbergh,0.34437545613375514,0.3701299000000001,0.786324816987293,0.17132867610874128,0.4289623571269159,-2.5281740000000004,54.32363
248,Nantwich,0.26578395570250113,0.3701299000000001,0.656917536830509,0.2041666679529167,0.7643612847120587,-2.524102,53.06718000000001
249,Banff,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-2.524038,57.666509999999995
250,Dunbar,0.4170997633633369,0.3701299000000001,0.9318216123473426,0.3054545481807273,0.126292139701262,-2.516737,56.00209
251,Cinderford,0.33035314428201795,0.4229163546660431,0.3661580982838354,0.2233853891202449,0.7191626162232932,-2.5009579,51.8253
252,Banchory,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-2.4909599,57.05386
253,Blackburn,0.3036551518234293,0.3701299000000001,0.6160041430959458,0.2276548718129868,0.7538220379405711,-2.487529,53.748580000000004
254,Market Drayton,0.27513227878895113,0.3701299000000001,0.6343681952703829,0.1771084367989157,0.8439305632933597,-2.483485,52.90355
255,Telford,0.3660718728575536,0.3701299000000001,0.6562615038031121,0.08189415556077995,0.7465681500722885,-2.4672611,52.67759
256,Montrose,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.19853675012945848,-2.4661150000000003,56.70692
257,Turriff,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-2.4623,57.53893000000001
258,Weymouth,0.26339201793573225,0.6586929122993593,0.2245520414048295,0.17613579660056916,0.6645269402002473,-2.457621,50.61443
259,Crewe,0.2559273199239223,0.3701299000000001,0.5642373436680845,0.1896774218775484,0.7650597333376153,-2.4438209,53.1004
260,Fortuneswell,0.2257250453369309,0.6750230950574055,0.2255655942268665,0.17693078729921768,0.7173408034076808,-2.4422189999999997,50.55919
261,Dorchester,0.2735541251078134,0.6573627379548126,0.2218933192417239,0.17405032230411446,0.6490443765102684,-2.4411810000000003,50.71116
262,Alston,0.35009095030630083,0.3701299000000001,0.8068420732207178,0.24164383278920554,0.16845076377617804,-2.438685,54.812169999999995
263,Kelso,0.41506305703607055,0.3701299000000001,0.9465734134530356,0.3102902307725066,0.0825,-2.432207,55.600030000000004
264,Wincanton,0.25155189143463746,0.6707730155498304,0.2781557011824176,0.16969697611151516,0.5942282419416685,-2.416007,51.05569000000001
265,Clitheroe,0.3398742453059692,0.3701299000000001,0.6541693945600127,0.2993212671911539,0.6796096888232083,-2.3930830000000003,53.8711
266,Sark,0.22402007264966714,0.7127563803776992,0.2756366778577448,0.1261201197855958,0.6053158800168156,-2.3666256000000003,49.43007
267,Bath,0.3191360550235529,0.5665171307272794,0.3083203696488022,0.1692898302122073,0.5912596014274856,-2.3590167,51.38106
268,Kidderminster,0.34593702313289265,0.3701299000000001,0.5547831217030685,0.1384615341646154,0.5867498527294568,-2.2496839,52.3886
269,Manchester,0.30694933597983065,0.3701299000000001,0.5223900184885443,0.17926829309524392,0.7353141627374384,-2.2426305,53.48076
270,Burnley,0.35093168775018235,0.3701299000000001,0.5886551371128839,0.2797040143245032,0.6588415216171019,-2.2405035,53.78929
271,Gloucester,0.31398796359776193,0.4094892500710938,0.4567817896111934,0.2280051728123913,0.6465789152235373,-2.238156,51.86424
272,Newcastle-under-Lyme,0.33692008813057034,0.3701299000000001,0.5824548967923294,0.16832061511385502,0.7403938954031087,-2.2273002,53.01321
273,Worcester,0.3118220193732445,0.3701299000000001,0.4697690696276894,0.10747359611729493,0.8196818457377991,-2.221575,52.19364
274,Trowbridge,0.24691314936860034,0.6094524830762444,0.34210730209416,0.17076476940969992,0.6246524613960973,-2.208853,51.31966
275,Shaftesbury,0.19441077194418044,0.7249959194525168,0.2480848435113316,0.17027027611054055,0.6661272138424411,-2.198083,51.0046
276,Alderney,0.2437848320322004,0.640571916073655,0.3062629575491694,0.1261201197855958,0.6499022366803858,-2.1973557,49.715
277,Stoke-on-Trent,0.4404358427140235,0.3701299000000001,0.6017435100412086,0.16799999341440006,0.4853430633878764,-2.179404,53.002669999999995
278,Colne,0.4031123526549749,0.3701299000000001,0.6505464344963712,0.2404205575912851,0.5043193512908943,-2.176991,53.85564
279,Blandford Forum,0.19985673253422387,0.6873736923317676,0.2497724740171673,0.17142857730857144,0.7204864725857744,-2.165353,50.85691
280,Rochdale,0.3685401784726983,0.3701299000000001,0.526296766916959,0.219871795126218,0.6727511727661785,-2.1561,53.60971
281,Jersey,0.2409778816595529,0.6486354144405945,0.31251931300298474,0.04289883352707199,0.6763157552158948,-2.13125,49.21444
282,Wolverhampton,0.40629872337837547,0.3701299000000001,0.5963847289946946,0.1423728807579661,0.6403659964340144,-2.12882,52.586969999999994
283,Stafford,0.34593702313289265,0.3701299000000001,0.5900874651803724,0.119999995296,0.5977634365418498,-2.12066,52.80669
284,Macclesfield,0.3476589280580312,0.3701299000000001,0.5115761825313911,0.18726115348165606,0.7471213743909912,-2.119287,53.25866
285,Hexham,0.32252112037508024,0.3778435526508415,0.8439905591642786,0.2279069768125582,0.12231589350248676,-2.1121439,54.97266
286,Aberdeen,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-2.094278,57.149719999999995
287,Dudley,0.3894252300019904,0.3701299000000001,0.5354497448555193,0.14000000676200006,0.6560948100356152,-2.081112,52.51225
288,Cheltenham,0.31630111462503063,0.3937417021856587,0.476432259797646,0.21210421223942288,0.6503668297393499,-2.0782533,51.899390000000004
289,Bromsgrove,0.3647159116040427,0.3701299000000001,0.5232407945881451,0.14364820865579805,0.5756884064777679,-2.061906,52.33559
290,Skipton,0.40044569796757856,0.3701299000000001,0.6386098139692306,0.2697247723414679,0.4296291572991271,-2.0162787,53.96285
291,Fraserburgh,0.3888118683238605,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-2.007631,57.69335
292,Berwick,0.4144490042461906,0.3701299000000001,0.929407590717636,0.30466321778207256,0.10410407944666024,-2.005395,55.77024
293,Poole,0.20574362242077088,0.7110530673096824,0.32256006661851544,0.13283133127418675,0.5778298998529126,-1.987248,50.71505
294,Walsall,0.3946389770440321,0.3701299000000001,0.5301482569317048,0.14554455275257427,0.7075481795084683,-1.9829189999999999,52.586209999999994
295,Cirencester,0.27598683846783284,0.4611052310094685,0.4556095830297556,0.14294975285698544,0.6834684615756983,-1.968243,51.71849
296,Evesham,0.3256335421412299,0.3917359237938829,0.4857503168925452,0.07408651517405294,0.6926534507610479,-1.9467700000000001,52.09215
297,Buxton,0.5053740849680429,0.3701299000000001,0.5630502515837398,0.18185566949084536,0.4498304586118131,-1.91483,53.259080000000004
298,Keighley,0.4490892529358427,0.3701299000000001,0.5991045995186628,0.27412587883398604,0.4107917796026653,-1.9123580000000002,53.8678
299,Birmingham,0.3746430407811223,0.3701299000000001,0.5065665682634973,0.14639003795113695,0.657172962149463,-1.8904009999999998,52.48624
300,Bournemouth,0.22008211789813573,0.6740500737863943,0.3048101217564529,0.12552181508661295,0.6437684390242266,-1.880769,50.719159999999995
301,Halifax,0.4192598331379792,0.3701299000000001,0.5504623635319315,0.2747663578328972,0.4861062900053794,-1.8575400000000002,53.727019999999996
302,Salisbury,0.2264787027003117,0.6349159407218442,0.3775943410244085,0.12957883867971598,0.5937434593521217,-1.794472,51.06878
303,Ringwood,0.22481208671517355,0.6386549001065146,0.3985217517623927,0.04208014642846376,0.6065070623211831,-1.7888169999999999,50.84495
304,Huddersfield,0.43841641418050736,0.3701299000000001,0.5111111444279841,0.20045455045922728,0.4375933424750071,-1.7850351000000002,53.64579000000001
305,Peterhead,0.3888118683238605,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-1.784066,57.50812
306,Swindon,0.1753999,0.6113404724685039,0.4484324681946867,0.01,0.7325181855832564,-1.7797176,51.55577
307,Bradford,0.425763540261406,0.3701299000000001,0.5701548129783808,0.27222222883722225,0.4576062341528748,-1.759398,53.79598000000001
308,Ashbourne,0.44351267222504814,0.3701299000000001,0.48581237551797396,0.17396450370426034,0.4639057574538928,-1.7321790000000001,53.016630000000006
309,Marlborough,0.1789236487383064,0.6990659332338298,0.36659422210102016,0.01,0.6668764870778039,-1.7270619999999999,51.42007
310,Stratford-upon-Avon,0.2817928682796293,0.3728863184711662,0.5269118380388745,0.08036445886338042,0.763226773406662,-1.7082979999999999,52.19173
311,Alnwick,0.396007378309043,0.3701299000000001,0.8968783226329948,0.2939999995002001,0.0825,-1.7062990000000002,55.41274
312,Otley,0.3925200284185151,0.3701299000000001,0.5894859409370017,0.2697247723414679,0.4832657243898337,-1.691786,53.90583
313,Bishop Auckland,0.3521594477740674,0.3701299000000001,0.8249225512102798,0.32941177024,0.3176483546584925,-1.6787880000000002,54.663819999999994
314,Burton upon Trent,0.4196330334829819,0.3701299000000001,0.4690070710957856,0.14306569175678835,0.5707460249815429,-1.6371358999999999,52.81403
315,Newcastle,0.3083433083795918,0.3701299000000001,0.8311051752342284,0.2992366392912977,0.1503002978306544,-1.61778,54.97825
316,Durham,0.3147447309640179,0.3701299000000001,0.8090586745294963,0.3230769228507693,0.3848337337590231,-1.5848520000000001,54.77525
317,Ashington,0.30325292478492605,0.3701299000000001,0.8877192941123176,0.23210526740542106,0.15692940157685684,-1.5659829,55.18298000000001
318,Darlington,0.3448803132671341,0.3701299000000001,0.8024451205508879,0.3204359649552589,0.4613921219204437,-1.559458,54.52361
319,Leeds,0.3811978901740496,0.3701299000000001,0.5266719030082049,0.2754098356318033,0.4704951057537745,-1.5490774,53.80076
320,Harrogate,0.3765950859190127,0.4041449948930055,0.5491792117633597,0.27412587883398604,0.3562799690780579,-1.5418120000000002,53.99211999999999
321,Leamington Spa,0.3386627264082093,0.3701299000000001,0.5589616108769976,0.1461474732515493,0.5968935717859807,-1.5200789,52.28519
322,Coventry,0.35627398157772505,0.3784720410982645,0.5232407945881451,0.14364820865579805,0.5566447681715713,-1.519693,52.40682
323,Blyth,0.3201274548289361,0.3728568712212866,0.8694158013040235,0.2273195942135567,0.10025247826487896,-1.510277,55.12696
324,Wakefield,0.3718837771192252,0.3701299000000001,0.5303983119625523,0.2773584970284906,0.4599894562320208,-1.505924,53.6833
325,Andover,0.1753999,0.7209027517192984,0.4552406581555502,0.01,0.5877159880269067,-1.4919233,51.2112
326,Witney,0.2613995427604662,0.4636040404992231,0.4704788618094699,0.01,0.7659014574736379,-1.4850543999999999,51.785940000000004
327,Barnsley,0.4481334453855852,0.4037293679947095,0.4310823972020823,0.24915254867644074,0.3808410397187311,-1.479726,53.55263000000001
328,Derby,0.4196330334829819,0.3774468561274677,0.4690070710957856,0.14306569175678835,0.4948804729120808,-1.4746186000000001,52.92253
329,Sheffield,0.3975844953225557,0.4154157194467957,0.4443566247368465,0.24398339658522825,0.4566329272847163,-1.470085,53.38113000000001
330,Nuneaton,0.3578441874737377,0.3747671563884545,0.4716849088147825,0.1438825413553997,0.6349007138908881,-1.465382,52.52049
331,Northallerton,0.3474785478912798,0.3701299000000001,0.8338971172938541,0.3213114675537705,0.3579182832257507,-1.429959,54.337959999999995
332,South Shields,0.2556308329831701,0.3701299000000001,0.8679359788441664,0.2932668370014464,0.2316686272857529,-1.427406,54.99941999999999
333,Chesterfield,0.4465338672401973,0.3701299000000001,0.5287004008216154,0.18529411708500004,0.4377422305190712,-1.421629,53.23505
334,Southampton,0.1753999,0.6609847496899623,0.4776062869082162,0.01,0.6084532083463675,-1.4043508999999998,50.9097
335,Wetherby,0.31116027987261435,0.4163744377678648,0.5391256073539524,0.26910754874251724,0.4985262032434052,-1.384816,53.92706
336,Sunderland,0.27677159585996425,0.3701299000000001,0.8384790143055572,0.3230769228507693,0.3848337337590231,-1.383801,54.90687
337,Rotherham,0.40176675807771417,0.4586905565193689,0.4462081028646079,0.2450000044835,0.3637753517947752,-1.3635008999999998,53.4326
338,Castleford,0.33342513601079243,0.40093650668115993,0.493502076393793,0.2709677455393549,0.5423401349705196,-1.345968,53.72346999999999
339,Thirsk,0.3477736526085322,0.3701299000000001,0.7808641933993076,0.306249994579375,0.3109953976444975,-1.341377,54.23385
340,Banbury,0.21060766691730992,0.4578273314229078,0.6471415631138094,0.01,0.6339956148963188,-1.339775,52.0629
341,Stockton,0.3285956471017536,0.3701299000000001,0.8338971172938541,0.3213114675537705,0.44311155432803895,-1.3289821000000002,54.57046
342,Newbury,0.1753999,0.8031947742069017,0.4811645110977046,0.01,0.5962239653469703,-1.3231138999999998,51.40141
343,Isle of Wight,0.1753999,0.6367475596643349,0.5451411175125318,0.01,0.6796096888232083,-1.304734,50.69385
344,Abingdon,0.1753999,0.7248129258282668,0.5866366522097021,0.01,0.462122218999346,-1.2879528999999998,51.67078
345,Shetland Islands,0.3888118683238605,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-1.2659409,60.52965
346,Rugby,0.3553914318729681,0.3831688774540073,0.5688589175058815,0.07436762327357505,0.5202596482765506,-1.265032,52.37088
347,Oxford,0.1753999,0.7445076672225184,0.6019509968173402,0.01,0.4084960974572805,-1.2577263,51.75202
348,Middlesbrough,0.3474785478912798,0.3701299000000001,0.8338971172938541,0.3213114675537705,0.4005149187768948,-1.234956,54.57423000000001
349,Hartlepool,0.3474785478912798,0.3701299000000001,0.8338971172938541,0.3213114675537705,0.4005149187768948,-1.212926,54.69174
350,Loughborough,0.42810053464405,0.3714661196769888,0.4578667714291941,0.06983373168128268,0.5419135044651989,-1.206166,52.7721
351,Mansfield,0.40176675807771417,0.4356270497389293,0.5284043506576849,0.1289473707807895,0.3483900720204989,-1.198674,53.1472
352,Nottingham,0.4078502692571378,0.3883309803578425,0.5027696941227269,0.13802816346535215,0.4548106467579705,-1.1581086,52.95478000000001
353,Bicester,0.1753999,0.7383683362976902,0.53487461828457,0.01,0.5625972498117656,-1.1535898999999998,51.8996
354,Leicester,0.396007378309043,0.3701299000000001,0.5086772576127433,0.07349999987505001,0.545662988716235,-1.1397591999999999,52.63688000000001
355,Doncaster,0.37501416779087504,0.3701299000000001,0.5142105952760803,0.2455114762826305,0.4960683812385161,-1.128462,53.522819999999996
356,Worksop,0.32266210717208144,0.4299386824122512,0.5291005424159461,0.20335968205428856,0.4969045707927961,-1.122745,53.3093
357,Basingstoke,0.1753999,0.6800716157117063,0.6313974129959756,0.01,0.7086634367055487,-1.0923964,51.26654
358,Portsmouth,0.1753999,0.7103231961876751,0.5445251896710245,0.01,0.5988419784149752,-1.0879769,50.81977
359,York,0.2714977220956719,0.4366312009598121,0.6070858527805557,0.2666666725466667,0.4528189768491563,-1.0872979,53.95997
360,Selby,0.30157663323528755,0.4397084385721952,0.5181771534409955,0.2709677455393549,0.5064176593380749,-1.067189,53.783519999999996
361,Helmsley,0.3498746323285492,0.3701299000000001,0.7746354136073522,0.2984771637925888,0.2867797316756818,-1.0562636,54.24651
362,Towcester,0.24887901674149115,0.5906424212033662,0.4464081468892859,0.01,0.5937845399799865,-0.9896879999999999,52.13511
363,Reading,0.1753999,0.9761140735979325,0.4521253579950063,0.04774019031884169,0.14168989177242322,-0.9781303,51.45426
364,Retford,0.3476295558086561,0.4285420414179774,0.5140317550612985,0.17639999970012002,0.4794039115149778,-0.9455030000000001,53.32136
365,Petersfield,0.1753999,0.7026631251440809,0.5788645991631242,0.01,0.5683111987740355,-0.93899,51.00759
366,Northampton,0.3241234629674679,0.5045904055811793,0.5405316448389685,0.01,0.44647447532749696,-0.9026559999999999,52.24048
367,Melton Mowbray,0.4445165120419313,0.4014429993790837,0.4578667714291941,0.06983373168128268,0.4493341391476478,-0.887126,52.7664
368,Aylesbury,0.1753999,0.8964251879996569,0.4463273475227872,0.047127979419882435,0.1691126529814908,-0.8084,51.81561
369,Newark-on-Trent,0.30577893823119634,0.5346455308329531,0.5057025130102241,0.1633333314223334,0.3962552396314093,-0.80657,53.07004000000001
370,Malton,0.3153777893270229,0.3701299000000001,0.7413919626530228,0.3015384681873847,0.37626760435473344,-0.7978970000000001,54.13684
371,Chichester,0.1753999,0.7282839152390359,0.5558301936791336,0.01,0.6246263475244946,-0.774936,50.83761
372,Gainsborough,0.4000486542672005,0.38067132998924735,0.4856107251440614,0.21050119194214806,0.4731528742681002,-0.774465,53.400569999999995
373,Milton Keynes,0.1753999,0.7081289553966709,0.4870457840052487,0.01,0.5911713599270245,-0.7594171,52.040620000000004
374,Aldershot,0.1753999,0.9390774260747824,0.4621308790173255,0.048796679317045656,0.18493352772447386,-0.7557509,51.24837
375,High Wycombe,0.1753999,0.9772637783682188,0.4257485145687041,0.04675324702051949,0.17505079148026753,-0.748229,51.628609999999995
376,Midhurst,0.1753999,0.6768854232747701,0.5539135513174233,0.01,0.6202548854181777,-0.737274,50.9869
377,Kettering,0.3795509708737864,0.4077434488282519,0.4957041134695114,0.0735612988749458,0.5271502025462038,-0.7302489999999999,52.39632
378,Wellingborough,0.27658292235221266,0.5125020402737414,0.4711147083814858,0.0834437119581457,0.5958671017523499,-0.693964,52.30242
379,Corby,0.337852743437203,0.4437275675057168,0.4832107322976699,0.07170732017809757,0.5737066364546061,-0.6842333,52.4923
380,Bognor Regis,0.1753999,0.7282839152390359,0.5187748224462032,0.01,0.6246263475244946,-0.673061,50.783
381,Scunthorpe,0.3441739970586285,0.4236340262131002,0.4908289506325509,0.18374999968762504,0.5261750248335123,-0.654413,53.58865
382,Grantham,0.3753068536170023,0.4007514096819192,0.4472730588621511,0.140334123061432,0.5847784503030805,-0.643582,52.912519999999994
383,Whitby,0.32995817391688953,0.3701299000000001,0.7997857023031141,0.29772152499387344,0.3238948706977493,-0.613347,54.48634000000001
384,Slough,0.1753999,0.8952001824046797,0.4138742203918646,0.09468599263903384,0.2983447469141004,-0.5950406,51.51054
385,Guildford,0.1753999,0.9115471921626564,0.4648599057319306,0.09453375943929264,0.17150663241669994,-0.570409,51.23622
386,Woking,0.1753999,0.9281537583945698,0.4433660427088638,0.09363057674082803,0.18854916863956314,-0.5600349,51.31677
387,Lincoln,0.309618409558352,0.5147804160644002,0.5354497448555193,0.18374999968762504,0.3702713137717309,-0.540579,53.23069
388,Bedford,0.1753999,0.7702424602420058,0.5670510249873513,0.01,0.6467789396848297,-0.46677820000000003,52.13864
389,Heathrow,0.1753999,0.8704577617061229,0.38622605863635207,0.09639344173613117,0.3025426881900054,-0.4542955,51.47002
390,Driffield,0.2930458953490944,0.4390160075250344,0.6010150306633327,0.2999999955900001,0.3909524087552093,-0.443377,54.006
391,Beverley,0.32977572041488823,0.4806005724545376,0.5298721254982828,0.306249994579375,0.3312953860062855,-0.435093,53.84196
392,Luton,0.1753999,0.9309680741330312,0.40577741707503184,0.09686985403532124,0.20447917598028933,-0.4200255,51.87867
393,Scarborough,0.28370171893314466,0.3701299000000001,0.7362433991763391,0.2939999995002001,0.3507833498890082,-0.399752,54.28311
394,Worthing,0.1753999,0.6889945531001223,0.4097354615890039,0.01,0.6583542445681781,-0.372882,50.81787
395,Dorking,0.1753999,0.8977591484191875,0.42307142647934987,0.0967901212354568,0.2166131618122278,-0.332378,51.2322
396,Hull,0.3465555681491475,0.4145407154503833,0.5099521634552443,0.22105263142421056,0.490031945449915,-0.3274198,53.767619999999994
397,Horsham,0.18341034621934232,0.8527831016535892,0.3900627166931652,0.09735099973450333,0.28612462428180024,-0.325858,51.06288
398,Biggleswade,0.1753999,0.8946604563818922,0.4092609460251129,0.09363057674082803,0.2630254627397536,-0.26421999999999995,52.08694000000001
399,Peterborough,0.31208671517349673,0.5583501463107641,0.3824640958189461,0.0840000040572,0.5595829295102416,-0.2405299,52.5695
400,Welwyn Garden City,0.1753999,0.9477908673140576,0.34939621883595473,0.09592168933693314,0.23433239809295456,-0.208661,51.80317
401,Bridlington,0.2754152890505783,0.4068213292320324,0.6829716111506123,0.3749999981625,0.3312953860062855,-0.198802,54.08535
402,Stevenage,0.1753999,0.9247340913335904,0.3644876557148096,0.09529983523799028,0.2539120333577816,-0.19661199999999998,51.90376
403,Crawley,0.1753999,0.8949099166558694,0.3982326089001707,0.09506870713838322,0.2643399648795709,-0.18722750000000002,51.109140000000004
404,Huntingdon,0.1753999,0.7419142058581515,0.3843358674920375,0.01,0.6794082612285165,-0.182552,52.33146
405,Hove,0.1937148224119246,0.9148932410989375,0.3316559120692996,0.09584351473706604,0.2336173457221697,-0.168749,50.82793
406,Spalding,0.2838198990423955,0.5405682141336701,0.4547655535969399,0.0805479442630685,0.5528708849897542,-0.1537024,52.7901
407,Brighton,0.1753999,0.9397559748470008,0.3468500482092177,0.09522267493812148,0.22793816328746666,-0.137163,50.82253
408,London,0.1753999,0.931262546631824,0.3674655059258491,0.09607843543666668,0.2485033438617707,-0.12775830000000002,51.50735
409,Grimsby,0.3073349763363339,0.5096136857355837,0.5074087236222061,0.2199501314260848,0.4066229143688732,-0.08078400000000001,53.56746999999999
410,Boston,0.2907579699007011,0.5088661462636487,0.4359896334787597,0.14961831964564887,0.5866719788257815,-0.026576999999999996,52.97894
411,Royston,0.1753999,0.9207183278000554,0.3638979113658257,0.09514563223825244,0.3533691688406789,-0.024066,52.048140000000004
412,Louth_Lincs,0.2824677389035098,0.5663631636779114,0.4589569471097199,0.20999999544300002,0.4333752116685197,-0.007711,53.36596
413,Lewes,0.1753999,0.8874652312113922,0.4014782375286125,0.09584351473706604,0.29714779617242354,0.00878,50.873870000000004
414,Chatteris,0.18499299212685494,0.7503150855737081,0.3064577006213733,0.01,0.6457672805037498,0.054012,52.4561
415,Uckfield,0.1753999,0.9028640395232572,0.41689517430736495,0.0953771278378589,0.2546395580254514,0.095913,50.966409999999996
416,Cambridge,0.1753999,0.6953345459991281,0.4234198971733019,0.01,0.7952180590128286,0.12181700000000001,52.20534
417,Bishop's Stortford,0.1753999,0.906722470607438,0.33361356988146584,0.09158879084429906,0.3039758330539408,0.15365020000000001,51.87216
418,Wisbech,0.3140995781453878,0.5959252578317061,0.41588328137953706,0.08155339486135924,0.4380602740896372,0.158797,52.66631999999999
419,Sevenoaks,0.1753999,0.896056676701168,0.3918964178893974,0.09355609184095466,0.2374988804164749,0.190898,51.27241
420,Tunbridge Wells,0.1753999,0.904248060267583,0.3827612704273408,0.09137528804466202,0.2896544402039501,0.26369499999999996,51.13238
421,Eastbourne,0.1753999,0.9233349262893268,0.3821539097817512,0.0953771278378589,0.27992807538193865,0.29047199999999995,50.768029999999996
422,Brentwood,0.19261180805891606,0.9278420382208477,0.3437879717533125,0.09438202603955057,0.19522371831754007,0.30717490000000003,51.62047000000001
423,Skegness,0.32689620330849023,0.5252972910212811,0.3748148213988635,0.18374999968762504,0.545662988716235,0.337881,53.1464
424,Downham Market,0.2729818845788089,0.6687197008832494,0.3767711405866677,0.07956698386473614,0.4539192672899749,0.385472,52.606609999999996
425,King's Lynn,0.2813885679058762,0.5348373586321666,0.4681527610278686,0.08032787056344264,0.5496031432058994,0.4022963,52.75168000000001
