,placename,do_not_have,dont_have,have_not_got,havent,havent_got,longitude,latitude
79,Ballachulish,0.40439816606586027,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.2117216828776644,-5.133719999999999,56.67393000000001
80,Fort William,0.40439816606586027,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.2117216828776644,-5.1052179,56.81981999999999
81,Achnasheen,0.3991488267686931,0.3701299000000001,0.9318216123473426,0.3054545481807273,0.20728107747549168,-5.078765799999998,57.57859000000001
82,Newquay,0.3762215400181349,0.4487954392099388,0.22670251467011826,0.2667338662465525,0.7477720385291077,-5.0737190000000005,50.4155
83,Falmouth,0.3587146427228697,0.5380008346191966,0.190853351077424,0.26198019495463365,0.6766761266440142,-5.066269999999999,50.152570000000004
84,Rothesay,0.40439816606586027,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.2117216828776644,-5.055793,55.83596
85,Truro,0.3530171174558241,0.5007854002217796,0.2213473211368948,0.2604330640572638,0.7149167345562367,-5.0510410000000014,50.2632
86,Milford Haven,0.33350461386204305,0.41225140210976896,0.31998990784320896,0.3513944148026296,0.7311480258185898,-5.0426971,51.71431
87,Stranraer,0.21482932304221874,0.3701299000000001,0.7099886382918638,0.3248618850477348,0.6489169252264754,-5.0240550000000015,54.903369999999995
88,Fishguard,0.22137000464427092,0.4425770213854343,0.2881343961725195,0.39551570032762334,0.9508902530636832,-4.975989,51.99393
89,Inchnadamph,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-4.974295,58.15221
90,Haverfordwest,0.3477553381471571,0.4165982368669473,0.3248431172406304,0.3567239585935693,0.6810540587543402,-4.971319,51.80048
91,Dunoon,0.40439816606586027,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.2117216828776644,-4.926214,55.95097
92,Pembroke,0.33350461386204305,0.4373913606816954,0.31998990784320896,0.3513944148026296,0.6845632953866299,-4.9086370000000015,51.67404000000001
93,Girvan,0.3811978901740496,0.3701299000000001,0.8678993005366438,0.3230769228507693,0.25634171474282386,-4.8542179,55.240159999999996
94,Wadebridge,0.3762215400181349,0.4487954392099388,0.22670251467011826,0.2667338662465525,0.7477720385291077,-4.836456,50.51665
95,Invergarry,0.3991488267686931,0.3701299000000001,0.9040060690015881,0.3054545481807273,0.20728107747549168,-4.800261,57.07095
96,St Austell,0.3530171174558241,0.5007854002217796,0.2213473211368948,0.2604330640572638,0.7149167345562367,-4.7834252,50.340379999999996
97,Greenock,0.40439816606586027,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.2117216828776644,-4.7719830000000005,55.956480000000006
98,Helensburgh,0.40439816606586027,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.2117216828776644,-4.734014,56.00232
99,Bodmin,0.3530171174558241,0.5007854002217796,0.2213473211368948,0.2604330640572638,0.7149167345562367,-4.7188629,50.4715
100,Tenby,0.3624452639493996,0.4210788462735765,0.29686126320412376,0.3622176572842301,0.6774368588021402,-4.703579,51.67274000000001
101,Camelford,0.3762215400181349,0.4742395458056177,0.22670251467011826,0.2667338662465525,0.7006237161816591,-4.682364,50.62206
102,Irvine,0.4287149329898047,0.3701299000000001,0.9019608116111634,0.3144384972654546,0.1489214074581685,-4.6696364,55.61156999999999
103,Cardigan,0.28039993254749324,0.3811445893623071,0.3083741823481602,0.3848167463458116,0.9077718077916151,-4.660864,52.0837
104,Holyhead,0.2903847695556981,0.3701299000000001,0.5809124802572986,0.2773584970284906,0.7357625418104519,-4.633038,53.30944
105,Ayr,0.4259556693279077,0.3701299000000001,0.8709982694799696,0.31359999456688004,0.2091707863572716,-4.629179,55.45856
106,Dumbarton,0.40439816606586027,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.2117216828776644,-4.564554,55.94529
107,Bude,0.3762215400181349,0.4742395458056177,0.22670251467011826,0.2667338662465525,0.7006237161816591,-4.543678,50.82664000000001
108,Isle of Man,0.3038690509100561,0.3701299000000001,0.6256737229483426,0.29872988619215923,0.7231998207730936,-4.5126330999999995,54.27697
109,Kilmarnock,0.4287149329898047,0.3701299000000001,0.9019608116111634,0.3144384972654546,0.1489214074581685,-4.498792,55.61472
110,Newton Stewart,0.3825690558860606,0.3701299000000001,0.8626690274288951,0.2450000044835,0.22302891132984226,-4.483164,54.9603
111,Liskeard,0.3530171174558241,0.5007854002217796,0.2213473211368948,0.2604330640572638,0.7149167345562367,-4.4647190000000005,50.45552
112,Altnaharra,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-4.442655,58.28023
113,Pwllheli,0.25013995012937623,0.3701299000000001,0.4896443216170325,0.34690265341026555,0.9205332281087218,-4.417633900000001,52.888819999999996
114,Lairg,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-4.402414,58.022059999999996
115,Launceston,0.3530171174558241,0.5007854002217796,0.2213473211368948,0.2604330640572638,0.7149167345562367,-4.360451599999998,50.636829999999996
116,Carmarthen,0.3391534157507129,0.3987998983649203,0.35410501743718864,0.35350701059903816,0.6925452535855708,-4.312131,51.857620000000004
117,Llangefni,0.2967730610168743,0.3701299000000001,0.5977704729343808,0.2793349120251307,0.7085564088079048,-4.311401999999998,53.25578
118,Caernarfon,0.2967730610168743,0.3701299000000001,0.5977704729343808,0.2793349120251307,0.7826199478330591,-4.273911,53.13955
119,Cumnock,0.4259556693279077,0.3701299000000001,0.8709982694799696,0.31359999456688004,0.2091707863572716,-4.265828900000002,55.45355
120,Aberaeron,0.3121558263484972,0.3701299000000001,0.38692171494486816,0.34265733751748256,0.9559096509931728,-4.2581619,52.24279
121,Alness,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-4.256825,57.69595
122,Glasgow,0.4224427483026295,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.17101576958242198,-4.251806,55.86424
123,Dalwhinnie,0.3939537397439018,0.3701299000000001,0.8993342164327492,0.3038759739834109,0.20288630776437114,-4.242783,56.9366
124,Inverness,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-4.224721,57.47776999999999
125,Saltash,0.3587146427228697,0.5380008346191966,0.190853351077424,0.26198019495463365,0.6766761266440142,-4.21643,50.409209999999995
126,Bideford,0.3772125942676428,0.4593093694418315,0.2269312588011205,0.2670030232460949,0.7255775862223525,-4.206666,51.01668
127,Invergordon,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-4.1728819999999995,57.688109999999995
128,Llanelli,0.4399873111882697,0.3701299000000001,0.3504762209713283,0.3207272748547637,0.6112134055988608,-4.160248,51.68089000000001
129,Plymouth,0.3587146427228697,0.5380008346191966,0.190853351077424,0.26198019495463365,0.6766761266440142,-4.1426565,50.37546
130,Tavistock,0.3587146427228697,0.5380008346191966,0.190853351077424,0.26198019495463365,0.6766761266440142,-4.141654,50.551120000000004
131,Porthmadog,0.2699523962226596,0.3701299000000001,0.5404774573247891,0.27605634163070425,0.8207818243711955,-4.1333839999999995,52.92784
132,Bangor,0.2803570836189928,0.3701299000000001,0.5977704729343808,0.2793349120251307,0.7826199478330591,-4.129263,53.22739
133,Tywyn,0.2034833414423778,0.3701299000000001,0.5354497448555193,0.42000000558600004,0.98275018979328,-4.087249,52.58701
134,Aberystwyth,0.26780683979476755,0.3701299000000001,0.4099731477307452,0.34106728262018565,0.9123170245839104,-4.08292,52.4153
135,Lampeter,0.3395342183249663,0.3701299000000001,0.3971366503624004,0.3007672620886957,0.7325181855832564,-4.0785089999999995,52.1129
136,Barnstaple,0.3832024598049408,0.4715918173664734,0.2283135758624395,0.26862944594332994,0.6864314116044277,-4.058338,51.07816
137,Tain,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-4.05523,57.8115
138,Okehampton,0.3530171174558241,0.5007854002217796,0.2213473211368948,0.2604330640572638,0.7149167345562367,-4.004263,50.73831
139,Llandeilo,0.3936354827830241,0.3701299000000001,0.3628590853158316,0.3065160792789227,0.7588115023575367,-3.9914300000000003,51.88469
140,Motherwell,0.4585322583320432,0.3701299000000001,0.9087267010421832,0.30704960107801577,0.1303098562871796,-3.9810968,55.78321
141,Golspie,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-3.976086,57.97341
142,Airdrie,0.4296700494283123,0.3701299000000001,0.92700599152201,0.3038759739834109,0.16260110063342895,-3.9625660000000003,55.86626999999999
143,Swansea,0.40459997069686177,0.39205858151755996,0.3448334909251173,0.3155635029635421,0.5910187301938951,-3.9436459999999998,51.62144
144,Stirling,0.4243446878386449,0.3701299000000001,0.9497694594351036,0.3023136285860669,0.1584586610786619,-3.9369029,56.116519999999994
145,Tregaron,0.36042548986000855,0.3701299000000001,0.4373723253549001,0.2910891055051485,0.8040231888061758,-3.934385,52.22
146,Castle Douglas,0.39563970685804,0.3701299000000001,0.925644503455766,0.3127659606682979,0.16544034106743052,-3.9314139999999997,54.940419999999996
147,Dolgellau,0.1753999,0.3701299000000001,0.6328042536556091,0.2672727241456364,0.9867996327843988,-3.8844,52.74215
148,Aberfeldy,0.3939537397439018,0.3701299000000001,0.8993342164327492,0.3038759739834109,0.20288630776437114,-3.866969,56.62175
149,Machynlleth,0.24905870579649256,0.3701299000000001,0.5002939351374385,0.37121211686893946,0.9119973440243784,-3.853485,52.59027
150,Brora,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-3.852548000000001,58.012159999999994
151,Llandudno,0.2803570836189928,0.3701299000000001,0.5977704729343808,0.2793349120251307,0.7455882172964097,-3.827609,53.324059999999996
152,Aviemore,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-3.823812,57.19449
153,Dalbeattie,0.41131446690404055,0.3701299000000001,0.9515950217952142,0.3119363367697083,0.10126507286822524,-3.8225269999999996,54.934219999999996
154,Falkirk,0.4243446878386449,0.3701299000000001,0.9497694594351036,0.3023136285860669,0.1584586610786619,-3.7839131,56.00188000000001
155,Kingsbridge,0.34954082535329634,0.537900713969607,0.1931481815939257,0.17675350529951908,0.7394100650344534,-3.777493,50.28395
156,Pitlochry,0.3939537397439018,0.3701299000000001,0.8993342164327492,0.3038759739834109,0.20288630776437114,-3.729711,56.70436
157,Colwyn Bay,0.2803570836189928,0.3701299000000001,0.5977704729343808,0.2793349120251307,0.7455882172964097,-3.72764,53.29318000000001
158,Totnes,0.34954082535329634,0.5631916948659139,0.1931481815939257,0.17675350529951908,0.6925452535855708,-3.685797,50.43374
159,Grantown-on-Spey,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-3.609628,57.33041
160,Dumfries,0.395375702169538,0.3701299000000001,0.9646483763102254,0.30704960107801577,0.1303098562871796,-3.60512,55.070859999999996
161,Whitehaven,0.31973732224605794,0.3701299000000001,0.7039777330010903,0.26354581845197217,0.661270891194722,-3.589233,54.5497
162,Dartmouth,0.34954082535329634,0.5631916948659139,0.1931481815939257,0.17675350529951908,0.6925452535855708,-3.578807,50.35252
163,Bridgend,0.3927131941526417,0.4610013242848944,0.2606651817217376,0.3578093330917242,0.5902125521039945,-3.576945,51.50429000000001
164,Paignton,0.34954082535329634,0.5631916948659139,0.1931481815939257,0.17675350529951908,0.6925452535855708,-3.564235,50.43508
165,Workington,0.3461087644027689,0.3701299000000001,0.8602649116194682,0.3435248286160078,0.5865174782481193,-3.5427519999999997,54.64357
166,Llanidloes,0.22390707587854133,0.3701299000000001,0.4593318690210678,0.3602941181875001,1.0,-3.5401949999999998,52.44779000000001
167,Exeter,0.3481067684720349,0.5663231995530748,0.19285834264703544,0.17648824379997002,0.6905407216205941,-3.533899,50.71841
168,Torquay,0.34954082535329634,0.5631916948659139,0.1931481815939257,0.17675350529951908,0.6925452535855708,-3.525315,50.46192
169,Thurso,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-3.5220800000000003,58.59356999999999
170,Livingston,0.4296700494283123,0.3701299000000001,0.92700599152201,0.3038759739834109,0.12231589350248676,-3.518068,55.90071
171,Rhyl,0.2803570836189928,0.3701299000000001,0.5977704729343808,0.2793349120251307,0.7826199478330591,-3.4916339999999995,53.319140000000004
172,Tiverton,0.3516031028153129,0.5039535036337904,0.22102101806237973,0.2600491441579165,0.7129146970506369,-3.491207,50.90205
173,Minehead,0.3816982550810536,0.4749037916278943,0.2279664437928497,0.2682209770440244,0.6844098081830896,-3.481152,51.20428
174,Dunfermline,0.3991488267686931,0.3701299000000001,0.9318216123473426,0.3054545481807273,0.1667865696124491,-3.452151,56.07174000000001
175,Perth,0.3939537397439018,0.3701299000000001,0.92700599152201,0.3038759739834109,0.16260110063342895,-3.4308381000000003,56.39499
176,Prestatyn,0.2888601770351858,0.3701299000000001,0.6035044971620895,0.21151078794043168,0.7962959772711097,-3.4076129999999996,53.33651
177,Builth Wells,0.3676562465444412,0.3701299000000001,0.4406444052007377,0.2932668370014464,0.8342889321383103,-3.4045919999999996,52.15002
178,Braemar,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-3.3979439,57.00646999999999
179,Brecon,0.36110001492801375,0.3701299000000001,0.4223649540859875,0.2992366392912977,0.8048578972752005,-3.391463,51.94895
180,Merthyr Tydfil,0.3735642153393636,0.3701299000000001,0.3588065339218925,0.3030927873847423,0.7431544044630242,-3.381646,51.74873
181,Llandrindod Wells,0.3873684814339739,0.3701299000000001,0.4417460395058033,0.2939999995002001,0.7795185553089071,-3.377742,52.2417
182,Corwen,0.2108122359953116,0.3701299000000001,0.5949441550011354,0.2780141905273759,0.8127356338432968,-3.369242,52.98005
183,Cockermouth,0.4476918249773316,0.3701299000000001,0.9174192992901168,0.3326508564344936,0.3144954359578345,-3.367985,54.66326
184,Lockerbie,0.4170997633633369,0.3701299000000001,0.9318216123473426,0.3054545481807273,0.0825,-3.349008,55.12224000000001
185,Blairgowrie,0.4065782780812527,0.3701299000000001,0.9222398997980764,0.22673522511455016,0.19853675012945848,-3.3378318,56.58941
186,Elgin,0.3939537397439018,0.3701299000000001,0.92700599152201,0.2279069768125582,0.20288630776437114,-3.318485,57.64945
187,Newtown,0.22222525543490287,0.3701299000000001,0.5056304950195409,0.3559322018949153,0.980107777794494,-3.313106,52.51211
188,Ruthin,0.2845884153084017,0.3701299000000001,0.5750653690434763,0.280668260822864,0.8638423514146039,-3.3103108,53.114869999999996
189,Sidmouth,0.3330004478404141,0.5537408103546627,0.2263602551932065,0.17755409669815808,0.6985949411896123,-3.2375599999999998,50.67865
190,Barrow-in-Furness,0.2739325087909414,0.3701299000000001,0.6255254033690176,0.2060747720496729,0.8321542985264525,-3.2188939999999997,54.10896999999999
191,Peebles,0.4123756689961741,0.3701299000000001,0.9440824476949932,0.3094736898738948,0.09538843838346246,-3.1936419999999996,55.65306999999999
192,Edinburgh,0.4350506999579805,0.3701299000000001,0.9318216123473426,0.3054545481807273,0.126292139701262,-3.1882669999999997,55.95325
193,Cardiff,0.4111613856514144,0.4920711176325082,0.26000593599587146,0.2676782971449469,0.5397781692866415,-3.17909,51.48158
194,Llangollen,0.2232294408076608,0.3701299000000001,0.6677373162798301,0.27670587582960005,0.8425678869068242,-3.1716599999999997,52.96921
195,Kirkcaldy,0.4118117218081695,0.3701299000000001,0.8993342164327492,0.3038759739834109,0.16260110063342895,-3.158137,56.11682
196,Welshpool,0.23563386005263506,0.3701299000000001,0.7002035083845272,0.2261538401155385,0.9559096509931728,-3.146407,52.66035
197,Mold,0.27652003118296226,0.3701299000000001,0.5806081306223227,0.21253011533869884,0.8783671206556748,-3.1419029999999997,53.1672
198,Taunton,0.3158432530906518,0.5707764650848165,0.2272752852621901,0.17827185359693787,0.7040186753937406,-3.106849,51.01534
199,Wick,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-3.093716,58.43894
200,John o' Groats,0.4065782780812527,0.3701299000000001,0.8947103937060239,0.22673522511455016,0.1584586610786619,-3.0688997000000002,58.63734
201,Dalkeith,0.4170997633633369,0.3701299000000001,0.9318216123473426,0.3054545481807273,0.126292139701262,-3.066606,55.893119999999996
202,Oswestry,0.28682347070791964,0.3701299000000001,0.6411898250198425,0.24705882768000004,0.798023936052663,-3.056412,52.85715
203,Blackpool,0.28799110400955397,0.3701299000000001,0.6240673201688015,0.20559440545048954,0.7560330643708493,-3.0356748,53.81751
204,Birkenhead,0.25372923900302985,0.3701299000000001,0.6033236757832519,0.2070422525480282,0.7658861009580983,-3.023009,53.389990000000004
205,Cupar,0.4065782780812527,0.3701299000000001,0.9222398997980764,0.3023136285860669,0.1584586610786619,-3.010137,56.32023
206,Southport,0.24971146084437265,0.3701299000000001,0.6255254033690176,0.13738317156644864,0.7957281759554228,-3.010113,53.64571
207,Bridgwater,0.3235014623924629,0.5389136993654534,0.2589580608451892,0.17773299569785392,0.6999467822682289,-3.003632,51.12789
208,Langholm,0.3991488267686931,0.3701299000000001,0.9596372092380716,0.3054545481807273,0.0825,-2.998913,55.153059999999996
209,Newport,0.3790654648694075,0.4472953121660893,0.3053104459980459,0.22859611281138664,0.649921490788702,-2.997664,51.58415
