,placename,them_aint,them_arent,them_ent,them_int,them_isnt,thems_not,they_aint,they_arent,they_ent,they_int,theym_not,theyre_not,theys_not,longitude,latitude
269,Fortuneswell,0.2712485081106096,0.17516550556177152,0.01,0.01,0.01,0.39916539110828175,0.1896394318967269,0.3396352497376407,0.08341600828437247,0.01,0.01,0.5651300286066753,0.01,-2.4422189999999997,50.55919
270,Dorchester,0.4078851073391713,0.12910999896300446,0.01,0.01,0.01,0.4287413248836791,0.18673612872218529,0.3319291677302855,0.0895966674538782,0.01,0.01,0.5696891458864061,0.01,-2.4411810000000003,50.71116
271,Alston,0.27982780106382393,0.5797549349655736,0.01,0.01,0.01,0.10294763871020424,0.18537813533940345,0.6028162728914354,0.01,0.01,0.01,0.2930935312248165,0.01,-2.438685,54.812169999999995
272,Kelso,0.12732678759682295,0.2510167957281406,0.01,0.01,0.01,0.01,0.15720957549828532,0.6297495532801997,0.01,0.01,0.01,0.31846944738319555,0.01,-2.432207,55.600030000000004
273,Wincanton,0.1822994912974617,0.01,0.01,0.01,0.01,0.6706732531863268,0.1976422411977373,0.3782730616142419,0.01,0.01,0.01,0.5336581024875202,0.01,-2.416007,51.05569000000001
274,Clitheroe,0.26117261196697644,0.24374951335300635,0.01,0.01,0.01,0.01,0.27485192838176226,0.634934339280143,0.01,0.01,0.01,0.19533432380923285,0.01,-2.3930830000000003,53.8711
275,Sark,0.23841604882149195,0.2158948245112504,0.01,0.01,0.07639793112133934,0.3508496072918888,0.1617588270278033,0.4102761626532792,0.07331916814000293,0.01,0.01,0.5187047172369543,0.01,-2.3666256000000003,49.43007
276,Bath,0.07432156456486204,0.14480091191330538,0.01,0.01,0.2273304385942292,0.01,0.2508224987037777,0.3248266538087,0.031167033044237742,0.01,0.01,0.5363323874161187,0.01,-2.3590167,51.38106
277,Kidderminster,0.4642857173190476,0.4357179786741727,0.01,0.01,0.01,0.18978782888158605,0.4405906119961734,0.2819657562091689,0.3437296189137599,0.01,0.01,0.34801872992472144,0.01,-2.2496839,52.3886
278,Manchester,0.2174521735445067,0.4585883901831023,0.01,0.01,0.1579156454146223,0.01,0.2316747879599697,0.2203454633122498,0.01,0.01,0.01,0.6407150523055303,0.01,-2.2426305,53.48076
279,Burnley,0.26568551632714515,0.31808047156829594,0.01,0.01,0.01,0.01,0.2428559872681494,0.6445744107553111,0.01,0.01,0.01,0.2118799818200566,0.01,-2.2405035,53.78929
280,Gloucester,0.047143280070413136,0.08409765336907442,0.4648090668649258,0.01,0.01,0.01,0.2374483337114867,0.37779618231840506,0.3624447782814572,0.01,0.01,0.4817879745022477,0.01,-2.238156,51.86424
281,Newcastle-under-Lyme,0.3334511122741945,0.4691154715059465,0.01,0.23531664121920226,0.01,0.01,0.2118082823635632,0.6492252129600742,0.1281811695129554,0.01,0.01,0.21186852387263336,0.01,-2.2273002,53.01321
282,Worcester,0.1836264047654848,0.3391824818795027,0.01,0.01,0.09806860296258406,0.01,0.2849318901107822,0.4371867525125037,0.9882236069123828,0.01,0.01,0.3123344804011809,0.01,-2.221575,52.19364
283,Trowbridge,0.14689900897238567,0.05855603177962674,0.01,0.01,0.01,0.01,0.1632611620893116,0.4632763233778636,0.01,0.01,0.01,0.4893421992384283,0.01,-2.208853,51.31966
284,Shaftesbury,0.1751925176790857,0.2012447701914406,0.01,0.01,0.01,0.6445269535832845,0.1830821840729094,0.2975885639731118,0.01,0.01,0.01,0.6199337730638933,0.01,-2.198083,51.0046
285,Alderney,0.2310985325473452,0.10646783928394862,0.01,0.01,0.07405311397418894,0.340081276747147,0.1734183731215804,0.3667383309224646,0.0710688411213764,0.01,0.01,0.5578698911876926,0.01,-2.1973557,49.715
286,Stoke-on-Trent,0.3346335187531809,0.5014381959052009,0.01,0.2361510511299237,0.01,0.01,0.2179658490097016,0.6450369193824393,0.12863569455592366,0.01,0.01,0.2085766555779196,0.01,-2.179404,53.002669999999995
287,Colne,0.17335906181054486,0.4113860693773999,0.01,0.01,0.01,0.01,0.06789695792729396,0.7548171048775182,0.01,0.01,0.01,0.2660443728110545,0.01,-2.176991,53.85564
288,Blandford Forum,0.3774335558747097,0.13448323849070493,0.01,0.01,0.01,0.3967326818472696,0.16891573824860656,0.3301540119692543,0.08290763248265579,0.01,0.01,0.5906182326498031,0.01,-2.165353,50.85691
289,Rochdale,0.20777963995684146,0.5126342869494886,0.01,0.01,0.13913947453751568,0.01,0.22875942596281504,0.25367936390882184,0.01,0.01,0.01,0.6085224212934495,0.01,-2.1561,53.60971
290,Jersey,0.23049645430228524,0.10602968508417288,0.01,0.01,0.07386018655524619,0.3391952514648437,0.1689942824589817,0.3810878218037079,0.07088368577619142,0.01,0.01,0.5476398537965912,0.01,-2.13125,49.21444
291,Wolverhampton,0.5888550876241629,0.33620954486833904,0.01,0.01,0.01,0.15474117656616626,0.6216297158848321,0.2552968204895482,0.2101918168129514,0.01,0.01,0.21216528471089688,0.01,-2.12882,52.586969999999994
292,Stafford,0.6951754978884015,0.4247337601523313,0.01,0.3018989118906369,0.01,0.01,0.3240388541739125,0.5544998156394475,0.01,0.01,0.01,0.19200579008276453,0.01,-2.12066,52.80669
293,Macclesfield,0.01,0.5079233972550228,0.01,0.01,0.204754744037944,0.01,0.08354566775264864,0.4840309725728224,0.01,0.01,0.01,0.5224365707127225,0.01,-2.119287,53.25866
294,Hexham,0.01,0.4394417137786799,0.01,0.2728307230352477,0.01,0.2815015096306394,0.11158934998778132,0.5691873954108404,0.01,0.01,0.01,0.4082951720028874,0.3892005679851268,-2.1121439,54.97266
295,Aberdeen,0.1141577043833612,0.2186722760334837,0.01,0.01,0.01,0.01,0.20869912942179925,0.5303926407049191,0.01,0.01,0.01,0.3725249878736725,0.01,-2.094278,57.149719999999995
296,Dudley,0.6562774608930836,0.3596966141236512,0.01,0.01,0.01,0.1420247725659263,0.5943522949416437,0.23590776299741906,0.1929185445270709,0.01,0.01,0.25409220592223103,0.01,-2.081112,52.51226
297,Cheltenham,0.04698679748136427,0.08361366801285515,0.4632662271200508,0.01,0.01,0.01,0.2441356387697945,0.3785725766041732,0.2528691963736832,0.01,0.01,0.4824238905842406,0.01,-2.0782533,51.899390000000004
298,Bromsgrove,0.3862947213282124,0.5356680047891241,0.01,0.01,0.10315342491471924,0.01,0.3769199476679471,0.3391545886868801,0.9239667656992148,0.01,0.01,0.3082077096708894,0.01,-2.061906,52.33559
299,Skipton,0.13883357684191874,0.16791194471965198,0.01,0.01,0.01,0.01,0.07251374695661418,0.5180058806289057,0.01,0.01,0.01,0.5147494337864316,0.01,-2.0162787,53.96285
300,Fraserburgh,0.11066101320200904,0.1798847239795425,0.01,0.01,0.01,0.01,0.2412085416768084,0.4702892097077647,0.01,0.01,0.01,0.4046481073380516,0.01,-2.007631,57.69335
301,Berwick,0.06093390541784355,0.13783602863850822,0.01,0.01,0.01,0.01,0.17080092069515307,0.5971674655623944,0.01,0.01,0.01,0.34772464260752306,0.01,-2.005395,55.77024
302,Poole,0.38960244999826027,0.1408087338670196,0.01,0.01,0.01,0.40952381745947103,0.16518106423318007,0.3485344754233201,0.08558067024536119,0.01,0.01,0.5742352774923901,0.01,-1.987248,50.71505
303,Walsall,0.3532084670832797,0.23038220603960385,0.01,0.01,0.01,0.01,0.6612113848072674,0.2453753864480813,0.3579550328278225,0.01,0.01,0.1946724363797468,0.01,-1.9829189999999999,52.586209999999994
304,Cirencester,0.340589674014825,0.19500012060424007,0.4797204395875554,0.01,0.01,0.01,0.2377250391780221,0.3429942044605799,0.1870361233238238,0.01,0.01,0.5075870708521275,0.01,-1.968243,51.71849
305,Evesham,0.05032191715144018,0.2129465723525542,0.4961488322212545,0.01,0.08062566453817137,0.01,0.1828382559430066,0.4232381276531373,0.8253496235603257,0.01,0.01,0.4455189877285385,0.01,-1.9467700000000001,52.09215
306,Buxton,0.01,0.5005281244993012,0.01,0.01,0.20630684982943848,0.01,0.04134051699247946,0.3603683429295364,0.01,0.01,0.01,0.6874756996031726,0.01,-1.91483,53.259080000000004
307,Keighley,0.4018123669218526,0.24139974718075424,0.01,0.01,0.01,0.01,0.12720107402834316,0.3679821501167616,0.01,0.01,0.01,0.5968234750426809,0.01,-1.9123580000000002,53.8678
308,Birmingham,0.22678914260960664,0.2586651365097065,0.01,0.01,0.10687090369434746,0.01,0.4751462203057058,0.22142288528991885,1.0,0.01,0.01,0.3512380312190871,0.01,-1.8904009999999998,52.48624
309,Bournemouth,0.4107027706753851,0.15177686667279291,0.01,0.01,0.01,0.431703066256266,0.1355695731949693,0.3728401924913256,0.01,0.01,0.01,0.5816371115278411,0.01,-1.880769,50.719159999999995
310,Halifax,0.3858852011055715,0.4929115533932741,0.01,0.10892775449472307,0.01,0.01,0.23672893187117275,0.32581255731722314,0.01,0.01,0.01,0.522379280975606,0.01,-1.8575400000000002,53.727019999999996
311,Salisbury,0.334910620831242,0.2848367819784847,0.01,0.01,0.0670741264724338,0.01,0.23584418657717884,0.4152140000567264,0.01,0.01,0.01,0.44578481210875903,0.01,-1.794472,51.06878
312,Ringwood,0.22298902001683324,0.21937569002661345,0.01,0.01,0.01,0.01,0.1917602065085512,0.3873572151156744,0.01,0.01,0.01,0.5270609982927656,0.01,-1.7888169999999999,50.84495
313,Huddersfield,0.2472586138749755,0.6467959579145129,0.01,0.17449052825675498,0.01,0.4548277610804847,0.27594507279138314,0.2737298503370489,0.01,0.01,0.01,0.5299144091327482,0.01,-1.7850351000000002,53.64579000000001
314,Peterhead,0.1079752513325969,0.17402117915530396,0.01,0.01,0.01,0.01,0.2187402439370324,0.4889313706025278,0.01,0.01,0.01,0.4074614153620521,0.01,-1.784066,57.50812
315,Swindon,0.4042134676465293,0.2618650273678912,0.01,0.01,0.01,0.01,0.3348987951172451,0.3653632848323264,0.12430620847711885,0.01,0.01,0.3935694179744638,0.01,-1.7797176,51.55577
316,Bradford,0.30450240660015804,0.2291349835877022,0.01,0.01,0.01,0.01,0.2198647089127688,0.38536460844654974,0.01,0.01,0.01,0.4976663980414547,0.01,-1.759398,53.79598000000001
317,Ashbourne,0.6946978115879133,0.5970420191507789,0.01,0.2376962998064139,0.01,0.01,0.2678833452161295,0.5400478391997808,0.06473870872681313,0.01,0.01,0.2477941541552247,0.01,-1.7321790000000001,53.016630000000006
318,Marlborough,0.7090909115359596,0.2536405830780029,0.01,0.01,0.126233760808239,0.01,0.25209676824767946,0.3675555681614053,0.12114666268592332,0.01,0.01,0.4494318767735949,0.01,-1.7270619999999999,51.42007
319,Stratford-upon-Avon,0.15745890479429134,0.2534067298340324,0.01,0.01,0.37842047000625584,0.01,0.11224202364524694,0.20325760369099266,0.8473977734030551,0.01,0.3505747253227969,0.7134237492695558,0.01,-1.7082979999999999,52.19173
320,Alnwick,0.01,0.2093729242414847,0.01,0.01,0.01,0.01,0.04975729191540517,0.6785372171956393,0.01,0.01,0.01,0.3728435188120399,1.0,-1.7062990000000002,55.41274
321,Otley,0.17513077822346698,0.3669796963495824,0.01,0.01,0.01,0.11714542115507676,0.16722855519482951,0.3751429030641668,0.02448058768489941,0.01,0.01,0.5544000427763371,0.01,-1.691786,53.90583
322,Bishop Auckland,0.01,0.602506457426062,0.01,0.01,0.01,0.09732951401850468,0.1786064994545001,0.628023938508665,0.01,0.01,0.01,0.28808449854293106,0.01,-1.6787880000000002,54.663819999999994
323,Burton upon Trent,0.9405430710947772,0.5893648986898887,0.01,0.01,0.01,0.01,0.3413547164584355,0.4375051762770511,0.10582009181902896,0.01,0.01,0.27078414372849235,0.01,-1.6371358999999999,52.81403
324,Newcastle,0.01,0.3331497434451905,0.01,0.28167773772221283,0.01,0.2447407693179394,0.11155956712387813,0.5425861531043481,0.01,0.01,0.01,0.4434210375553322,0.01,-1.61778,54.97825
325,Durham,0.03997238704086066,0.4837123162548818,0.01,0.01,0.01,0.07352848508659075,0.14487493766741982,0.7360943926028872,0.01,0.01,0.01,0.2148426250921408,0.01,-1.5848520000000001,54.77525
326,Ashington,0.01,0.27965735137852965,0.01,0.2552541312021476,0.01,0.22178215052894354,0.0996785919115164,0.5602885479006533,0.01,0.09758746907582552,0.01,0.4353626631325263,0.3641270795839655,-1.5659829,55.18298000000001
327,Darlington,0.021391634932978115,0.36639285357837104,0.01,0.01,0.01,0.01,0.202895153352816,0.5620391222546821,0.01,0.01,0.01,0.3437456793989923,0.01,-1.559458,54.52361
328,Leeds,0.19487111097697926,0.3862931867288485,0.01,0.10001500834989308,0.01,0.2606995618384039,0.20668567023806086,0.3948530315492903,0.02723998212043585,0.01,0.01,0.4910219343306842,0.01,-1.5490774,53.80076
329,Harrogate,0.09604192688706507,0.4415180923125714,0.01,0.01,0.01,0.1413339087580658,0.16942759075609504,0.37572869690179744,0.029535403429132825,0.01,0.01,0.5516062132629557,0.01,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.0850609245202845,0.3716009479663244,0.01,0.01,0.13628442543316138,0.01,0.22375744252929025,0.1939665881952519,0.3269807275261178,0.01,0.3787681483996279,0.6599594388661212,0.01,-1.5200789,52.28519
331,Coventry,0.08792816768988214,0.338215925041243,0.01,0.01,0.14087831610798687,0.01,0.3013228245145504,0.2004938971929925,0.2704021007854483,0.01,0.3915357075636596,0.5853154945823006,0.01,-1.519693,52.40682
332,Blyth,0.01,0.2710484182989561,0.01,0.2488168837063464,0.01,0.21618904920975093,0.10280951547934,0.5658246589329777,0.01,0.09512641334755366,0.01,0.4275708769531025,0.35494416239291443,-1.510277,55.12696
333,Wakefield,0.09222100270538147,0.4214977266525682,0.01,0.10412865879975,0.02955125737805912,0.27142219413262586,0.2131625933542048,0.41371302152763983,0.028360370437673317,0.01,0.01,0.4673547800646993,0.14854241579800734,-1.505924,53.6833
334,Andover,0.3047846896115577,0.40499752911966586,0.01,0.01,0.08138755377399623,0.18688196696519035,0.1102331775681458,0.3794325476737478,0.07810771693219021,0.01,0.01,0.5874585126820382,0.01,-1.4919233,51.2112
335,Witney,0.17792674817076956,0.011124215243816578,0.8771342273369375,0.01,0.28507384301779537,0.01,0.13358209308545085,0.3547184010740184,0.2051892259059893,0.01,0.01,0.5988572607103162,0.01,-1.4850543999999999,51.785940000000004
336,Barnsley,0.01,0.4505546257551537,0.01,0.8831221355619215,0.01,0.3836582951985121,0.21866756727457293,0.5163642208166699,0.01,0.01,0.01,0.3494715976579951,0.01,-1.479726,53.55263000000001
337,Derby,0.8497217768019378,0.5389920770663102,0.01,0.01,0.15559112686736062,0.01,0.31367850458621704,0.5285274791767118,0.01,0.01,0.01,0.21455770413288167,0.01,-1.4746186000000001,52.92253
338,Sheffield,0.08166181466125429,0.4852969910702334,0.01,0.3143388400311691,0.14273276897782444,0.24580706183007145,0.16382428482582911,0.4809564058201207,0.03424519406505752,0.03204704003430773,0.01,0.4357533791396608,0.01,-1.470085,53.38113000000001
339,Nuneaton,0.01,0.2923814541057755,0.01,0.01,0.01,0.01,0.43519841639333,0.288724886783712,0.3150158059048161,0.01,0.2280676463643445,0.38045656101166025,0.01,-1.465382,52.52049
340,Northallerton,0.02863178401815693,0.32376100081029674,0.01,0.01,0.01,0.01,0.2284958718967804,0.4870900341303381,0.01,0.01,0.01,0.3969926707329649,0.01,-1.429959,54.337959999999995
341,South Shields,0.01908442800839741,0.30980335853372193,0.01,0.2154862395688273,0.01,0.1872291174358068,0.11676570075902193,0.5945898214066234,0.01,0.0823836109719831,0.01,0.3861607091705592,0.01,-1.427406,54.99941999999999
342,Chesterfield,0.1256647413506795,0.4944064587873988,0.01,0.4026627394018613,0.3264969236507969,0.2249105147534263,0.16970725022951216,0.5080352837734352,0.0313339403048393,0.11729064160869655,0.01,0.3905300064546439,0.01,-1.421629,53.23505
343,Southampton,0.1339853839925184,0.2247123001691658,0.01,0.01,0.01,0.01,0.16856178347882222,0.4431256204441672,0.01,0.01,0.01,0.4971733243706721,0.01,-1.4043508999999998,50.9097
344,Wetherby,0.09169927139373704,0.4721500163460853,0.01,0.01,0.01,0.2698866547984881,0.17804916333420295,0.3914403759064393,0.02819992387509648,0.01,0.01,0.5245291738437978,0.01,-1.384816,53.92706
345,Sunderland,0.019275867741926443,0.2924886304041883,0.01,0.21764786551175894,0.01,0.1891072764738428,0.12337438067525924,0.6250412684006013,0.01,0.08321001753364142,0.01,0.34992495044437744,0.01,-1.383801,54.90687
346,Rotherham,0.07498440553220627,0.5149804064080116,0.01,0.4040898912250262,0.06553082052089111,0.2257076693069406,0.18515731320853426,0.47649696041448,0.03144499650972121,0.02942658756571602,0.01,0.4204562554663959,0.01,-1.3635008999999998,53.4326
347,Castleford,0.1115875934029562,0.42146492940727104,0.01,0.12599587653977934,0.03575708368405118,0.3284213746367054,0.19695824697415606,0.39281353111911604,0.034316101763103755,0.01,0.01,0.500622548476666,0.17973660635687033,-1.345968,53.72346999999999
348,Thirsk,0.01,0.5664273011161525,0.01,0.01,0.01,0.01,0.07492878921287333,0.32031728923807085,0.01,0.01,0.01,0.6999133015311636,0.01,-1.341377,54.23385
349,Banbury,0.4689340408015771,0.4160516841937876,0.01,0.01,0.15026501239654774,0.01,0.12444142461311718,0.17641811082432798,0.3605236932879922,0.01,0.4176236597380007,0.7452126786007557,0.01,-1.339775,52.0629
350,Stockton,0.018314068518721048,0.5047188012089968,0.01,0.01,0.01,0.01,0.2014597892692422,0.6138083217517089,0.01,0.01,0.01,0.2861450499757473,0.01,-1.3289821000000002,54.57046
351,Newbury,0.01,0.14010339607787595,0.01,0.01,0.01,0.340081276747147,0.15315902507575513,0.3819670798233919,0.1421376822427528,0.01,0.01,0.5699247976717446,0.01,-1.3231138999999998,51.40141
352,Isle of Wight,0.2825648201999551,0.13363992821474927,0.01,0.01,0.04527247763190683,0.01,0.2802773059797151,0.3732758506584979,0.01,0.01,0.01,0.4572355028320224,0.01,-1.304734,50.69385
353,Isle of Wight,0.2825648201999551,0.13363992821474927,0.01,0.01,0.04527247763190683,0.01,0.2802773059797151,0.3732758506584979,0.01,0.01,0.01,0.4572355028320224,0.01,-1.304734,50.69385
354,Abingdon,0.1767603162362439,0.01064674298012629,0.8713840107818043,0.01,0.2832049883480367,0.01,0.12650069113644571,0.3665560503351581,0.2038440724456544,0.01,0.01,0.5938608317705969,0.01,-1.2879528999999998,51.67078
355,Shetland Islands,0.01,0.10672559704545724,0.01,0.01,0.2472220345452233,0.01,0.2726120627801729,0.4896014975749496,0.01,0.01,0.01,0.3567657269876677,0.01,-1.2659409,60.52965
356,Rugby,0.09110085943756976,0.5183889171054222,0.01,0.01,0.01,0.01,0.2573399281334637,0.2514337578353235,0.3501987088263709,0.01,0.4056633999851998,0.5652774541968549,0.01,-1.265032,52.37088
357,Oxford,0.16895431297270885,0.01,0.8329023398282309,0.01,0.2706982271565737,0.01,0.12321118191150712,0.3515795444876195,0.2922630106427052,0.01,0.01,0.6070962887708292,0.01,-1.2577263,51.75202
358,Middlesbrough,0.01800656030729559,0.4952078704859113,0.01,0.01,0.01,0.01,0.20473319308679835,0.6165954751302342,0.01,0.01,0.01,0.28072735050243103,0.01,-1.234956,54.57423000000001
359,Hartlepool,0.044720585045714384,0.4318831578705176,0.01,0.01,0.01,0.01,0.1750165313104294,0.6824494426638681,0.01,0.01,0.01,0.24395574176841955,0.01,-1.212926,54.69174
360,Loughborough,0.4481970083026014,0.16253006742510998,0.01,0.01,0.01,0.2748167799601376,0.4598025015744249,0.2285560314263835,0.01,0.01,0.01,0.4210776581483193,0.01,-1.206166,52.7721
361,Mansfield,0.4059910798483464,0.15987956326152866,0.01,0.01,0.6504780116153807,0.01,0.23375578464351024,0.5641777046638492,0.01,0.21907265561293912,0.01,0.2745282190148457,0.01,-1.198674,53.1472
362,Nottingham,0.1924056095522368,0.300841103705106,0.01,0.01,0.08807766611733439,0.4044876098632812,0.2466334741504367,0.4414805570525001,0.042264110914869424,0.01,0.01,0.4063660355883846,0.01,-1.1581086,52.95478000000001
363,Bicester,0.17977591670599316,0.11490876857106352,0.709000075296218,0.01,0.2304292636772477,0.01,0.1321725866785539,0.27123162303466924,0.24878607276844,0.01,0.01,0.6789739026150856,0.01,-1.1535898999999998,51.8996
364,Leicester,0.4526260197626844,0.21356634371256564,0.01,0.01,0.01,0.01,0.5036479759367409,0.21495797524841398,0.01,0.01,0.01,0.3946968800009166,0.01,-1.1397591999999999,52.63688000000001
365,Doncaster,0.0627796483086192,0.41800103810814304,0.01,0.01,0.01,0.4619281495390491,0.29137292002002085,0.3308676291232948,0.01,0.01,0.01,0.4821443166671121,0.01,-1.128462,53.522819999999996
366,Worksop,0.1897414490606245,0.3640395720358928,0.01,0.01,0.810675559857498,0.01,0.2520623318112914,0.5326658535893583,0.01,0.2730251371745371,0.01,0.2839073128439768,0.01,-1.122745,53.3093
367,Basingstoke,0.01,0.33534071532236776,0.01,0.01,0.01,0.17454289250813246,0.09360559888705973,0.3572098212175358,0.14590113107564928,0.01,0.01,0.6436494326406368,0.01,-1.0923964,51.26654
368,Portsmouth,0.3534103111501528,0.11510678821699205,0.01,0.01,0.07077915393213026,0.01,0.30236312052708225,0.4153353943897666,0.01,0.01,0.01,0.3901465471475437,0.01,-1.0879769,50.81977
369,York,0.01,0.45422247806219707,0.01,0.2858931620463446,0.01,0.7452102765288371,0.10162560617334024,0.3849327320343004,0.01,0.01,0.01,0.5986097690459725,0.01,-1.0872979,53.95997
370,Selby,0.01,0.44929651724468345,0.01,0.25576060307353904,0.07258374482224109,1.0,0.12216910540167678,0.41453744410093496,0.01,0.01,0.01,0.5415140531725146,0.3648495814085462,-1.067189,53.783519999999996
371,Helmsley,0.01,0.2546600327175121,0.01,0.2583512816175805,0.01,0.6734195487897957,0.09844300771801068,0.380862429210275,0.01,0.01,0.01,0.6171685884190707,0.01,-1.0562636,54.24651
372,Towcester,0.13536240104948155,0.31121149995501096,0.7626316384101152,0.01,0.12392991508086408,0.01,0.3196138327968169,0.17013245596619125,0.2973391282437207,0.01,0.01,0.5967409778212329,0.01,-0.9896879999999999,52.13511
373,Reading,0.03448789489080985,0.20181844770800256,0.01,0.01,0.01,0.01,0.10810107251896704,0.30555029261328714,0.07954446505737052,0.01,0.01,0.6940980112822591,0.01,-0.9781303,51.45426
374,Retford,0.2903902236523989,0.30811100522421103,0.01,0.01,0.3722100623402889,0.01,0.2536163417603056,0.4277017329891936,0.01,0.2507111670264271,0.01,0.40110607385792907,0.01,-0.9455030000000001,53.32136
375,Petersfield,0.4132506220446562,0.1450458366419663,0.01,0.01,0.08276365142645521,0.01,0.3232813335050704,0.4132716907280822,0.01,0.01,0.01,0.3673746405068994,0.01,-0.93899,51.00759
376,Northampton,0.18406148992148508,0.3326908292458592,0.8065572468632217,0.01,0.13106795742174762,0.01,0.3232061884259016,0.19612975201142085,0.3773581327409303,0.01,0.01,0.5573080698323704,0.01,-0.9026559999999999,52.24048
377,Melton Mowbray,0.4369690268800128,0.10340352582516904,0.01,0.01,0.01,0.01,0.4192696424360812,0.2331860339790681,0.05168438434606246,0.01,0.01,0.4585902141490373,0.01,-0.887126,52.7664
378,Aylesbury,0.3226337481298034,0.0850343488756324,0.01,0.01,0.01,0.01,0.1362091359177818,0.2532981630125459,0.12402288948312873,0.01,0.01,0.7074419368514325,0.01,-0.8084,51.81561
379,Newark-on-Trent,0.20102564219438174,0.3200228024682875,0.01,0.01,0.01,0.18489152823698804,0.2084706187798681,0.4254300328067239,0.03863790008467003,0.01,0.01,0.4636240723836733,0.01,-0.80657,53.07004000000001
380,Malton,0.01,0.24246674316833386,0.01,0.2483941045635253,0.01,0.6474651297611589,0.09541846886377604,0.36201983530457305,0.01,0.01,0.01,0.6402269437452972,0.01,-0.7978970000000001,54.13684
381,Chichester,0.2849394712690492,0.19748951264622366,0.01,0.01,0.1711985275418321,0.01,0.2891334590769085,0.3744054608541093,0.01,0.01,0.01,0.4402097568241625,0.01,-0.774936,50.83761
382,Gainsborough,0.09827972204490816,0.242255558267756,0.01,0.01,0.01,0.01,0.2502689663731638,0.35493623015760456,0.01,0.01,0.01,0.5101800043540202,0.01,-0.774465,53.40058000000001
383,Milton Keynes,0.13260225173554896,0.20848696595751007,0.01,0.01,0.08498201623429857,0.01,0.2802546855708539,0.2425576008546765,0.01,0.01,0.01,0.5923281403369397,0.01,-0.7594171,52.040620000000004
384,Aldershot,0.09760208144421544,0.2579167644081235,0.01,0.01,0.01,0.01,0.10457054870515962,0.4562263758497129,0.01,0.01,0.01,0.5446615513296946,0.01,-0.7557509,51.24837
385,High Wycombe,0.4638992918853192,0.2276566429271269,0.01,0.01,0.01,0.01,0.15664402481090614,0.2648828128693119,0.15285124343629158,0.01,0.01,0.6597577789914713,0.01,-0.748229,51.628609999999995
386,Midhurst,0.01,0.4603230361005654,0.01,0.01,0.3831081084605677,0.01,0.18872199019779584,0.4781386202267161,0.01,0.01,0.01,0.4254645242851193,0.01,-0.737274,50.9869
387,Kettering,0.3042751391554813,0.2981150229447056,1.0,0.01,0.01,0.01,0.3924456413163103,0.1359079520851653,0.3898856656370492,0.01,0.01,0.550476077715438,0.01,-0.7302489999999999,52.39632
388,Wellingborough,0.2628972328465172,0.20135329855532505,0.8640115410470111,0.01,0.01,0.01,0.3995046656515404,0.13264127218235627,0.3368657206585367,0.01,0.01,0.5585944153964257,0.01,-0.693964,52.30242
389,Corby,0.3172705761687654,0.19803899205388809,0.01,0.01,0.01,0.01,0.3592753813026013,0.22704711121195786,0.12196124608105854,0.01,0.01,0.5182632043295766,0.01,-0.6842333,52.4923
390,Bognor Regis,0.2864289117483496,0.18581668331664475,0.01,0.01,0.1720934122969281,0.01,0.3079399617929559,0.3450435374535554,0.01,0.01,0.01,0.4525797568623556,0.01,-0.673061,50.783
391,Scunthorpe,0.01,0.7745860319336849,0.01,0.4990632767775075,0.01,0.6504302041115615,0.20237391276866235,0.3483204280946574,0.01,0.01,0.01,0.5219740515684022,0.01,-0.654413,53.58865
392,Grantham,0.3549240850294779,0.3257244702881758,0.01,0.01,0.01,0.01,0.09303523276380486,0.3285236974217887,0.13643554406176353,0.01,0.01,0.6577060425395392,0.01,-0.643582,52.912519999999994
393,Whitby,0.024046806646803403,0.5245277733640352,0.01,0.01,0.01,0.01,0.16787244776334534,0.6142904955044388,0.01,0.01,0.01,0.3160705351243375,0.01,-0.613347,54.48633
394,Slough,0.2041274146086636,0.3096651697164345,0.01,0.12804695775433209,0.01,0.01,0.25532849224211024,0.34942394418129724,0.01,0.01,0.01,0.4994794272554011,0.01,-0.5950406,51.51054
395,Guildford,0.0956348768088712,0.19927714407799726,0.01,0.01,0.01,0.01,0.0770478642590944,0.45314348923618,0.01,0.01,0.01,0.576757171720258,0.01,-0.570409,51.23622
396,Woking,0.2852983995360828,0.1459108185959098,0.01,0.01,0.01,0.01,0.11233274807577813,0.3913617154040333,0.01,0.01,0.01,0.598252281086366,0.01,-0.5600349,51.31677
397,Lincoln,0.38501057887134416,0.3585668282155698,0.01,0.01,0.01,0.01,0.1152156159972341,0.3978897807527584,0.01,0.01,0.01,0.5730455606182708,0.01,-0.540579,53.23069
398,Bedford,0.01,0.04589572336437588,0.01,0.01,0.15793872231449582,0.01,0.2750377475543757,0.2331939756644069,0.01,0.01,0.01,0.6194441367773376,0.01,-0.46677820000000003,52.13864
399,Heathrow,0.2438184175159033,0.2635865698394121,0.01,0.1529446953894357,0.08681006958428082,0.01,0.3987965537827333,0.2835132503238128,0.01,0.01,0.01,0.4273707448047753,0.01,-0.4542955,51.47002
400,Driffield,0.08486544337564023,0.4941237303081515,0.01,0.23955835812648005,0.1359712259748777,0.01,0.1496544803361676,0.3089686208885233,0.01,0.01,0.01,0.6306813277469477,0.01,-0.443377,54.006
