index,placename,longitude,latitude,a load of,a lot of,bare,loads of,lots of
215,Bridgwater,-3.003632,51.12789,0.6179493982630935,0.20109360579301216,0.342339537744242,0.48252768730038315,0.7550249665411554
216,Langholm,-2.998913,55.153059999999996,0.5798045795754035,0.3714784038225147,0.01,0.43394299576023027,0.43571254600095044
217,Newport,-2.997664,51.58415,0.5415608657564807,0.29595682691979663,0.33329749020460375,0.5988824503825708,0.6128537241405679
218,Axminster,-2.9949369999999997,50.78273,0.29913600019985626,0.012825597050041243,0.11750648480875164,0.3810549379618645,0.9914084383848482
219,Wrexham,-2.9924939999999998,53.043040000000005,0.4694503608115804,0.3337078937170031,0.2760907944314933,0.36734766076102615,0.6837497203467742
220,Liverpool,-2.9915726,53.40837,0.982213557724984,0.4268679899051634,0.6962411713457327,0.8291512469510782,0.31591754378101894
221,Weston-super-Mare,-2.977255,51.347409999999996,0.5443247438080924,0.21937613663116598,0.447815886410619,0.4305297890071198,0.7320379114018771
222,Dundee,-2.9707209999999997,56.462019999999995,0.10711606269514054,0.5305239811489082,0.01,0.318389341108248,0.6282025159817277
223,Kirkwall,-2.9622491,58.984669999999994,0.2674301127231688,0.4688609098273096,0.0682323084028037,0.20580259428984174,0.5569244353101419
224,Ambleside,-2.961333,54.428740000000005,0.46050063057827106,0.4428006707129453,0.25642119651982737,0.24754514101472552,0.5787453756936448
225,Orkney Islands,-2.9605206,58.980940000000004,0.26780649225281994,0.4717052501301501,0.06831093776881648,0.20688941501949115,0.5586759268402991
226,Lyme Regis,-2.936639,50.725159999999995,0.28225231430752173,0.036651026633854826,0.1174315836115685,0.3531926512268428,0.9625811899299118
227,Carlisle,-2.932931,54.892469999999996,0.502601469780714,0.5221448722307727,0.03693207210325586,0.35866265183346596,0.5434126608824656
228,Chester,-2.893075,53.19339,0.9727197352865375,0.3756970878074488,0.6267796781538171,0.6985747792975934,0.36754062561762635
229,Forfar,-2.889062,56.64356,0.14652335670564512,0.5328265253717065,0.06139100428164246,0.39257120470435475,0.44043564292290177
230,Morecambe,-2.864968,54.074169999999995,0.2927154320249513,0.3343909670833544,0.4120483949060474,0.38414936110587994,0.6099558100311511
231,Selkirk,-2.838524,55.55066,0.15306153267293648,0.41584985516164524,0.017200704956348737,0.29393224669979123,0.6408976797532112
232,Galashiels,-2.814449,55.62373,0.12077857024831051,0.42203334106590346,0.017263179850212043,0.33616373556662116,0.6029331740854381
233,Lancaster,-2.8007399,54.046569999999996,0.3220751908725518,0.36714448928051385,0.41129808408327606,0.40655876801480206,0.6229895090764483
234,St Andrews,-2.7967214,56.339780000000005,0.1029671024988486,0.4772230981702267,0.01571491814234926,0.28115103971680416,0.6048925357427374
235,Hawick,-2.780914,55.42706,0.17561875384031111,0.4086294972917928,0.015544651740219425,0.27858766144002695,0.620983560902183
236,Bridport,-2.758301,50.733579999999996,0.3515739070115998,0.02261458685529172,0.12958002234762891,0.3142188824997375,0.9978804924656584
237,Shrewsbury,-2.7553267999999997,52.7073,0.42777148457270775,0.354533358896323,0.42415901325354133,0.2676468670923178,0.731401728952411
238,Penrith,-2.752708,54.6641,0.4189339140091127,0.5160485796808021,0.09172923286183288,0.30320721541745216,0.5542620241892849
239,Kendal,-2.74629,54.32801,0.3971844792163282,0.403540099783188,0.3312338648326456,0.26447083893066214,0.6392766436782529
240,Street,-2.7429189999999997,51.12468,0.541256627222155,0.08394011793387643,0.3945983113052579,0.31046858321132415,0.8202196402424082
241,Glastonbury,-2.718454,51.14743,0.5358748291418662,0.08779280901490438,0.40536860603644653,0.34573135107883923,0.8296411246795865
242,Hereford,-2.715974,52.0564,0.5576618242689296,0.12880698672750823,0.36773544394046825,0.45668072522259817,0.8365999370001177
243,Ludlow,-2.7139129,52.36775,0.517108722775662,0.19913501591187419,0.5210049143250972,0.39520750098303475,0.6939330796367553
244,Preston,-2.70309,53.7632,0.35784818386942197,0.38174269725523347,0.4534604197604771,0.5402826708256445,0.5894544060022838
245,Whitchurch,-2.682045,52.96872,0.37435528519494593,0.3240977756974099,0.2074122708766858,0.2528389216314391,0.6694828381176767
246,Wells,-2.6445979,51.20935,0.5496402783634129,0.11430900388198696,0.41230633866842864,0.37006018036488125,0.8110806330537217
247,Yeovil,-2.633308,50.94206,0.4791893857539646,0.06999709166920172,0.1173123595675715,0.350332744572017,0.9835610488403749
248,Wigan,-2.6325074,53.54506,0.5581206116111106,0.4754535444058591,0.2740739645855615,0.5948134527014285,0.46928768457571657
249,Warrington,-2.5969501,53.39004,0.6562777496271682,0.4408373143872419,0.3482795175939496,0.49863997480880606,0.5456291312281217
250,Arbroath,-2.591543,56.55911,0.10279730280459486,0.47855290658800403,0.03139692239142426,0.27775139876088906,0.5960239392715955
251,Bristol,-2.58791,51.45451,0.5238330788838633,0.22868599168349055,0.43459528104744194,0.3957157559387993,0.8795180684381776
252,Guernsey,-2.5852779999999997,49.46569,0.29403588441665773,0.04334187012521306,0.2139544533576398,0.2883099151442167,0.7061997077649058
253,Ross-on-Wye,-2.582446,51.91445,0.44389931197343974,0.2043622138114568,0.37262179010670377,0.38308489316439986,0.7562980349566272
254,Jedburgh,-2.5549369,55.47772,0.1967966101367489,0.3675784370682814,0.01604288601039978,0.25909023015723115,0.6306050391555424
255,Sedbergh,-2.5281740000000004,54.32363,0.44575378034986446,0.388228659134372,0.18257169761496453,0.13280736777815683,0.6276420328788224
256,Sedbergh,-2.5281740000000004,54.32363,0.44575378034986446,0.388228659134372,0.18257169761496453,0.13280736777815683,0.6276420328788224
257,Nantwich,-2.524102,53.067190000000004,0.4557517717739939,0.3549174931383594,0.24678867569594443,0.3969128628545526,0.5862691039248079
258,Banff,-2.524038,57.666509999999995,0.25145359036769205,0.5041614370371511,0.05562399206151359,0.24509588544060426,0.48967578701236636
259,Dunbar,-2.516737,56.00209,0.09291734771157609,0.48494835577931666,0.015712856397921273,0.30281382001647394,0.5971583988750372
260,Cinderford,-2.5009579,51.8253,0.2906211491675661,0.2868256744898093,0.28186900222534345,0.2262209637954023,0.7721429084116546
261,Banchory,-2.4909599,57.05386,0.13741297494430627,0.5263263817659657,0.06484808829552709,0.3549985396418114,0.45092545809012985
262,Blackburn,-2.487529,53.748580000000004,0.3483460529531631,0.40664972231412017,0.36540863943107993,0.5664342409891155,0.5153611020800419
263,Market Drayton,-2.483485,52.90355,0.3827433002367678,0.2666731277045524,0.2534523597446585,0.2134198285948148,0.7145551885578821
264,Telford,-2.4672611,52.67759,0.5423893259792747,0.3788756367885451,0.4737608472879609,0.2553924818108827,0.6590717443510277
265,Montrose,-2.4661150000000003,56.70692,0.16926359161676527,0.5145536250383661,0.06224917203430614,0.31276408234532305,0.5004062303491613
266,Turriff,-2.4623,57.53893000000001,0.2489897647120694,0.5153330206028285,0.05518280993174378,0.23320313481056681,0.49448449476616557
267,Weymouth,-2.457621,50.61443,0.4275547911230969,0.18801078643604213,0.222252009478534,0.27114061005380474,0.8727799821954743
268,Crewe,-2.4438209,53.10041,0.3847038231990965,0.35316105894254246,0.21658842909720152,0.4009766062605237,0.6564961688080465
269,Fortuneswell,-2.4422189999999997,50.55919,0.44885911019737074,0.13372176841457908,0.22183872647515876,0.24728498824178854,0.8219211291387143
270,Dorchester,-2.4411810000000003,50.71116,0.49876955304325954,0.19971744326563232,0.22404387034962547,0.2949409304909939,0.8875805137478684
271,Alston,-2.438685,54.812169999999995,0.471085398561724,0.3466768582223138,0.11593035530576536,0.6349438009986771,0.3367008655782779
272,Kelso,-2.432207,55.600030000000004,0.1741179589668252,0.37335976942334376,0.016615395700003,0.2860048899637243,0.6481361746725585
273,Wincanton,-2.416007,51.055690000000006,0.7335636854588563,0.022252994297727393,0.1218655624550409,0.20452511619086164,0.9849246824642903
274,Clitheroe,-2.3930830000000003,53.8711,0.33911915797344844,0.30211898950531224,0.38975149804358433,0.5188702729801415,0.5734419721632696
275,Sark,-2.3666256000000003,49.43007,0.2926092610822471,0.05191927728905493,0.2130903052601427,0.2909238942508814,0.6953736165879523
276,Bath,-2.3590167,51.38106,0.601027208102393,0.17887914785572995,0.4164244250907078,0.3286323870657888,0.8879288463102544
277,Kidderminster,-2.2496839,52.3886,0.5880982710737255,0.41070524795598934,0.8476987958252752,0.3949947210273876,0.4336601902180084
278,Manchester,-2.2426305,53.48076,0.6960551793101548,0.538174638475201,0.7519888198350704,0.5251873665308734,0.43546294153137616
279,Burnley,-2.2405035,53.78929,0.5030413592366552,0.4311604218697445,0.42065618328103305,0.5026420016864355,0.47632778598463194
280,Gloucester,-2.238156,51.86424,0.4636751658242602,0.2925550789721702,0.402669272310272,0.2532533157225505,0.8232745632381031
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.3711532075449376,0.36664535396916376,0.23264354354909023,0.3096918247110159,0.6683384715687712
282,Worcester,-2.221575,52.19364,0.42659603640789356,0.2018744924934144,0.3452918616351274,0.48551302639488403,0.8105448063089463
283,Trowbridge,-2.208853,51.31966,0.587833996227299,0.18663139922353772,0.42105848131951,0.333319699964706,0.8690688639058797
284,Shaftesbury,-2.198083,51.0046,0.6224983563617297,0.15018776969746622,0.20510069621833685,0.26230222848018003,0.8307912063253571
285,Alderney,-2.1973557,49.715,0.33950198276894356,0.08055739318398417,0.21525661236570384,0.2745285025551236,0.665824210149447
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.3884395372397498,0.3916642602225536,0.2674612245763838,0.33786800932998967,0.6936627502513575
287,Colne,-2.176991,53.85564,0.46814202907402336,0.3032429655434539,0.3771885265853975,0.4958646842828874,0.560519077447299
288,Blandford Forum,-2.165353,50.85691,0.5293344234472442,0.19447671429540442,0.21131461563646137,0.29910569158797606,0.7433765298028051
289,Rochdale,-2.1561,53.60971,0.6837879626211744,0.4981069304359852,0.7272218955819275,0.47821509950283886,0.37906762933155225
290,Jersey,-2.13125,49.21444,0.2719721799580332,0.13447317036152487,0.21340166128960752,0.2340923970437822,0.6372824861637527
291,Wolverhampton,-2.12882,52.586969999999994,0.5239542482962675,0.5141898233744577,0.8142832402162885,0.2912796090473657,0.4570276322140197
292,Stafford,-2.12066,52.80669,0.5027415635072301,0.4695286097011214,0.4815161837781121,0.3665543881091357,0.52372193818277
293,Macclesfield,-2.119287,53.25866,0.36338864713174396,0.3165880414633397,0.5065007157433056,0.41007101522385075,0.6709747508224286
294,Hexham,-2.1121439,54.97266,0.4641932226555908,0.4057201162105567,0.1217013645664886,0.8910230429259582,0.3167889489273768
295,Aberdeen,-2.094278,57.149719999999995,0.1433126871051671,0.6121372521507711,0.06679415842129413,0.3877783577844352,0.5018275469098292
296,Dudley,-2.081112,52.51226,0.5296435796198711,0.49841938748746095,0.8234121202361401,0.30847624511435223,0.45395972698218634
297,Cheltenham,-2.0782533,51.899390000000004,0.47168599023776586,0.2478481150508227,0.4083260196045403,0.33857781162239453,0.8101971052248237
298,Bromsgrove,-2.061906,52.33559,0.5298353687181848,0.4059594273229239,0.7615483069022114,0.3616541610959176,0.5048376386177322
299,Skipton,-2.0162787,53.96285,0.4825526528272524,0.2360488972578682,0.3504882091562291,0.45603786299459526,0.6613607899247994
300,Fraserburgh,-2.007631,57.69335,0.24580421590942583,0.5077635476754456,0.054612384202583,0.23940442184847033,0.5094342154464544
301,Berwick,-2.005395,55.77024,0.16388479004350956,0.41184612626368655,0.016911537272478204,0.2887440288706793,0.632523489116349
302,Poole,-1.987248,50.71505,0.5856857677683595,0.2985809447106117,0.3017615958636125,0.3632584905045374,0.7104227515574538
303,Walsall,-1.9829189999999999,52.586209999999994,0.523012590596566,0.5249767452322445,0.8259230185042742,0.2949173234440948,0.4356067825246102
304,Cirencester,-1.968243,51.71849,0.41402813344784206,0.28673001781084834,0.311402925096978,0.22139097412862765,0.8387793480718732
305,Evesham,-1.9467700000000001,52.09215,0.4664049163234587,0.10752087628550933,0.2215697087546202,0.33952370780534097,0.9067439308570395
306,Buxton,-1.91483,53.259080000000004,0.2849000545941035,0.31121686486200356,0.48777039842684417,0.3914443478603743,0.656719997469775
307,Keighley,-1.9123580000000002,53.8678,0.4617369219580183,0.3731743389165901,0.4096784751165792,0.5172540702713635,0.5101218589863252
308,Birmingham,-1.8904009999999998,52.48624,0.5433353648541789,0.5522875807672988,0.8178759229435355,0.34964820525368595,0.5002612378300132
309,Bournemouth,-1.880769,50.719159999999995,0.5838796299402951,0.3370118740559369,0.3009164314334609,0.35716103904451485,0.7160278747472241
310,Halifax,-1.8575400000000002,53.727019999999996,0.49960399843516623,0.3762589785871233,0.4603672919876382,0.45818655200807,0.5234117985570386
311,Salisbury,-1.794472,51.06878,0.5973444030361766,0.3161986569174282,0.24739918407284592,0.251114674883426,0.746299287768773
312,Ringwood,-1.7888169999999999,50.84495,0.5520012751527259,0.2978168745827721,0.24243420021489087,0.30220366821512307,0.7104996964441606
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.5988793324336872,0.41016818763619994,0.41804988443906366,0.35599854205019715,0.6088183202756114
314,Peterhead,-1.784066,57.50812,0.2071636031599929,0.5331883461826749,0.05384714491033894,0.24172457497083577,0.5229499376856086
315,Swindon,-1.7797176,51.55577,0.6702090982310962,0.20038609141008693,0.4237444270450456,0.166340731162787,0.9267540420924241
316,Bradford,-1.759398,53.79598000000001,0.48616150461763313,0.4212764278479952,0.44929238579687447,0.5035089948459358,0.5402406902587847
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.3115422651699829,0.36724690583506236,0.6571162321451963,0.5250822183917839,0.5231373294571755
318,Marlborough,-1.7270619999999999,51.42007,0.7687430265453773,0.16499755465892993,0.41608659385212043,0.15119511159696045,0.8638966322786943
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.3299478971536131,0.26966079143497834,0.38106040669078334,0.293413393829865,0.7808673929527237
320,Alnwick,-1.7062990000000002,55.41274,0.4725688566905182,0.38136280880594947,0.1194103460439525,0.8897949632158145,0.2644582619913402
321,Otley,-1.691786,53.90583,0.4145496866067177,0.3526618095834931,0.36561865999182314,0.47453936977942307,0.517162132607702
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.44620545498787006,0.45655821941548697,0.16712448440026273,0.8346307257774122,0.2497207669917492
323,Burton upon Trent,-1.6371358999999999,52.81403,0.6716253455231224,0.38204827225290816,0.9272926033542498,0.35975207547860905,0.4963237277318477
324,Newcastle,-1.61778,54.97825,0.47159713665506536,0.49460266782899504,0.11997372233060186,1.0,0.28900086052390817
325,Durham,-1.5848520000000001,54.77525,0.5384282484560753,0.47422379523703656,0.14514825728518863,0.9330849628910435,0.25068064568673964
326,Ashington,-1.5659829,55.18298000000001,0.49780258908793634,0.38699422948610074,0.12037176666881316,0.899642693215585,0.27804187233009425
327,Darlington,-1.559458,54.52361,0.5793693839409777,0.43619695493042177,0.1485885319193267,0.8210769761330464,0.30904098220571935
328,Leeds,-1.5490774,53.80076,0.46221928534490037,0.4841802642217898,0.38091820018707034,0.5731103781674441,0.5072253541539207
329,Harrogate,-1.5418120000000002,53.99211999999999,0.43864150908165156,0.3556726922390565,0.3329227812350971,0.5249305906842151,0.6019690936171265
330,Leamington Spa,-1.5200789,52.28519,0.41086860505689177,0.33949184310918656,0.43681042729402547,0.25445805394469356,0.7553816607365397
331,Coventry,-1.519693,52.40682,0.5014455777530188,0.4468139109252748,0.6969910368076742,0.260359217188266,0.6049343341284174
332,Blyth,-1.510277,55.12696,0.5257065895389463,0.40162798288018847,0.12036508272700909,0.9150015783688349,0.259931562261523
333,Wakefield,-1.505924,53.6833,0.5038383908642725,0.4612450625427567,0.3984837669087135,0.4748408985096528,0.4789869358941161
334,Andover,-1.4919233,51.2112,0.7646626283741993,0.2144973711229744,0.4080171471077967,0.22302868550333893,0.8005812550928507
335,Witney,-1.4850543999999999,51.785940000000004,0.4176581381486319,0.25532282982655274,0.37356156919748124,0.20908975041241593,0.8163824321902305
336,Barnsley,-1.479726,53.55263000000001,0.6080700160459058,0.31973163960992074,0.5259120874932317,0.5672410587768119,0.5463965595041154
337,Derby,-1.4746186000000001,52.92253,0.5791647408283795,0.3786797143908438,0.8976865594924094,0.4177570566374057,0.5427982085948959
338,Sheffield,-1.470085,53.381130000000006,0.5331923512968347,0.3376444310307079,0.5079510503643246,0.6358034987433923,0.5934340110708767
339,Nuneaton,-1.465382,52.52049,0.48687779904042344,0.4223190921778458,0.7966367379529143,0.27857707799719267,0.5671928072059259
340,Northallerton,-1.429959,54.337959999999995,0.42959262605858056,0.39170341662913216,0.21371786528184378,0.4736816413217893,0.48569830551658183
341,South Shields,-1.427406,54.99941999999999,0.432697642491175,0.43745102518471135,0.11815416273083602,0.9640729223758504,0.268650611869901
342,Chesterfield,-1.421629,53.23505,0.4829128634238521,0.2626560525253024,0.5146971945186563,0.6683677316603934,0.5668769674376012
343,Southampton,-1.4043508999999998,50.9097,0.4915994362623776,0.346428168886476,0.39450334831766076,0.48161238705733744,0.6829820470260571
344,Wetherby,-1.384816,53.92706,0.3718366666119415,0.34105154417902467,0.32969588170944303,0.48226773470882917,0.5225961361395338
345,Sunderland,-1.383801,54.90687,0.4639319683335182,0.4330613274859711,0.1288375420141029,0.9762693765748295,0.28594608752198597
346,Rotherham,-1.3635008999999998,53.4326,0.5507392638372107,0.289887381900375,0.5036269847827338,0.6267446957597799,0.5607324182776469
347,Castleford,-1.345968,53.72346999999999,0.4647989161411993,0.4946694055345978,0.3222581796617859,0.5138283194086946,0.3975375758896275
348,Thirsk,-1.341377,54.23385,0.44841284872153303,0.28790500373070954,0.19760777612503308,0.49094563814146364,0.571017702615534
349,Banbury,-1.339775,52.0629,0.26751611700891004,0.2773224253299549,0.2424681040755523,0.2162068074979711,0.8363091306781131
350,Stockton,-1.3289821000000002,54.57046,0.5351665252059005,0.462301989252336,0.15238439848431584,0.8474247180070967,0.27300839136121047
351,Newbury,-1.3231138999999998,51.40141,0.6668687541916538,0.2865910530127929,0.7066860422473515,0.2259000869514611,0.7358656629893067
352,Isle of Wight,-1.304734,50.69385,0.4962408330054023,0.32505590694837055,0.3938149056491707,0.439440635515429,0.6325704106816799
353,Isle of Wight,-1.304734,50.69385,0.4962408330054023,0.32505590694837055,0.3938149056491707,0.439440635515429,0.6325704106816799
354,Abingdon,-1.2879528999999998,51.67078,0.5881058511526002,0.25221839933083595,0.40095670596908045,0.21733059590077117,0.8012896776111131
355,Shetland Islands,-1.2659409,60.52965,0.25591853583619134,0.40901024798333324,0.06582742921353103,0.1774539566056481,0.5562315203812774
356,Rugby,-1.265032,52.37088,0.45088236667038956,0.38109185537896156,0.68095123184579,0.2429352260667195,0.6423252222653496
357,Oxford,-1.2577263,51.75202,0.5067289089927071,0.2783314952900024,0.39328605555692514,0.2184680978843984,0.8956219228388531
358,Middlesbrough,-1.234956,54.57423000000001,0.5315962219923297,0.49672359034797464,0.15146901256405515,0.8566651019131428,0.27412196321603616
359,Hartlepool,-1.212926,54.69174,0.4940316847978032,0.4123624683406948,0.1401613017433073,0.8985032909095749,0.2967921190550733
360,Loughborough,-1.206166,52.7721,0.5839656985073924,0.4234088267374671,1.0,0.29540000197246963,0.5187272382375585
361,Mansfield,-1.198674,53.1472,0.43363420865170693,0.3553741488442729,0.6961351663865926,0.43332140434794697,0.5529242965813889
362,Nottingham,-1.1581086,52.95478000000001,0.6043003260449276,0.39244735925231294,0.9818906421033189,0.46276153681896204,0.5391990231593964
363,Bicester,-1.1535898999999998,51.8996,0.40819587283276515,0.2544008737533971,0.2690072148530108,0.2977555331628208,0.7533784316179718
364,Leicester,-1.1397591999999999,52.636880000000005,0.6070354588506157,0.4620206880188137,0.9257682678731702,0.20819322117605826,0.5841910721351797
365,Doncaster,-1.128462,53.522819999999996,0.6054119398555404,0.3271002374007578,0.5318710070260122,0.6233864482032552,0.5175375105835263
366,Worksop,-1.122745,53.3093,0.5407423652771974,0.2529244260899309,0.5703935315821606,0.6703058029613784,0.4948607311549643
367,Basingstoke,-1.0923964,51.26654,0.5896944771658044,0.3004505364752312,0.5512086275838389,0.2615453005325032,0.7193668778942055
368,Portsmouth,-1.0879769,50.81977,0.43771484396256,0.316261588485892,0.37970190261694825,0.4596389307558348,0.7100143062588012
369,York,-1.0872979,53.95997,0.38861650650481583,0.38664375239507626,0.2806133627086248,0.5282876686162505,0.6115062892612592
370,Selby,-1.067189,53.783519999999996,0.4233994177168556,0.3228069125089211,0.18507508491092728,0.4400705985839272,0.6106081902050764
371,Helmsley,-1.0562636,54.24651,0.4419178521120957,0.24520754523653085,0.16433033452402565,0.4362060654834163,0.5537815385675318
372,Towcester,-0.9896879999999999,52.13511,0.3286589926382578,0.3865955361847373,0.5222633180216707,0.2588764768271762,0.6030644375695985
373,Reading,-0.9781303,51.45426,0.5752141592292352,0.39618987418528373,0.7625094756263209,0.3075976146313864,0.6158568999563778
374,Retford,-0.9455030000000001,53.32136,0.45314761162999034,0.33477523683246524,0.38882178097694625,0.6214434135161121,0.4251465524589244
375,Petersfield,-0.93899,51.00759,0.32161195900082,0.20558332764212153,0.46985064685491246,0.48750925419723645,0.6712284165400282
376,Northampton,-0.9026559999999999,52.24048,0.40914254583256243,0.4889064864165921,0.603252409362678,0.35955995612811803,0.5244180660091673
377,Melton Mowbray,-0.887126,52.7664,0.5762805750905018,0.341719071392474,0.859824328967754,0.24616689719144616,0.5674034943345299
378,Aylesbury,-0.8084,51.81561,0.5904163368754789,0.3745761713186915,0.6067681852818936,0.25976786571157146,0.6494040877481446
379,Newark-on-Trent,-0.80657,53.070040000000006,0.5724337143288276,0.3533818289249735,0.6215915938444886,0.43174227034272583,0.5521404523010531
380,Malton,-0.7978970000000001,54.13684,0.5126220156353312,0.23536817225412063,0.10609516801134412,0.44406427413638977,0.677257371813707
381,Chichester,-0.774936,50.83761,0.21338289829827178,0.18346818383200952,0.4019387039879222,0.6074160330441918,0.7044451445593138
382,Gainsborough,-0.774465,53.400580000000005,0.4253656697145804,0.31410352041186257,0.39419973684238707,0.5882678449858332,0.4651953995867714
383,Milton Keynes,-0.7594171,52.040620000000004,0.4072123525541038,0.4660081029761789,0.6230659831848537,0.36706522678317205,0.537187062795214
384,Aldershot,-0.7557509,51.24837,0.36196876317089466,0.3936751490931532,0.5755237357435716,0.25373882625953287,0.6687038533262101
385,High Wycombe,-0.748229,51.628609999999995,0.28576105634558824,0.4309662177016033,0.5622064978874861,0.27184518076278,0.6112605083826322
386,Midhurst,-0.737274,50.9869,0.19226991366562138,0.19392559377193974,0.4171548721985579,0.5371229730761335,0.6762038147979282
387,Kettering,-0.7302489999999999,52.39632,0.25232642345244294,0.4850193018391465,0.6252379809195652,0.3097587888102406,0.5007210774831266
388,Wellingborough,-0.693964,52.30242,0.29916393436888655,0.43625245384140454,0.6154505367418195,0.33851791179641716,0.510915382552943
389,Corby,-0.6842333,52.4923,0.31461834408903117,0.4438124296246207,0.9006501014070991,0.2613586026775105,0.5103884239211657
390,Bognor Regis,-0.673061,50.783,0.30587699463749995,0.24542911145443644,0.3758737662947921,0.5155831321126837,0.6673360229977172
391,Scunthorpe,-0.654413,53.58865,0.5404832543451321,0.432615061350988,0.16936425502909852,0.5094873034103219,0.48214318964058295
392,Grantham,-0.643582,52.912519999999994,0.5237755134995363,0.3043109313166384,0.5490857951432114,0.3497496079883459,0.6335573913552112
393,Whitby,-0.613347,54.48633,0.6029972728417622,0.2984744101875833,0.12002122450829314,0.646529834246913,0.4901506882451535
394,Slough,-0.5950406,51.51054,0.22006151139130925,0.5679339341111598,0.6217447977175459,0.20272685053493902,0.519403277196946
395,Guildford,-0.570409,51.23622,0.3284106836650601,0.3482224139797657,0.27604004821811723,0.2555270602736672,0.7705772785766658
396,Woking,-0.5600349,51.31677,0.39056349240191823,0.3907127483797902,0.43975685415806154,0.21865886669066026,0.7488015684234264
397,Lincoln,-0.540579,53.23069,0.5079338946011864,0.34948846582970206,0.2893696130788691,0.5644970111994709,0.5897600915510597
398,Bedford,-0.46677820000000003,52.13864,0.34747794019166933,0.41441938387893146,0.6390822931015951,0.3562815403369566,0.5792746986344844
399,Heathrow,-0.4542955,51.47002,0.3538023673648152,0.5623971621941901,0.9047031258954524,0.01,0.6242014686533176
400,Driffield,-0.443377,54.006,0.5450675887042064,0.35137612350589276,0.16327207328310037,0.4387597711602819,0.5132394364970851
401,Beverley,-0.435093,53.84196,0.5657160138247449,0.3968936667241131,0.17940462794966017,0.46326384102849183,0.5458381755274692
402,Luton,-0.4200255,51.87867,0.5154714944575269,0.3708608954370161,0.6535011600612616,0.1943831409577595,0.7094495863232626
403,Scarborough,-0.399752,54.28311,0.5807683052387973,0.3609614285518444,0.1938601863612894,0.5690111173812186,0.5130077879548887
404,Worthing,-0.372882,50.81787,0.3725766296196288,0.2839361945119903,0.2609312224484824,0.43521008669871364,0.7440359144218244
405,Dorking,-0.332378,51.2322,0.280449607937967,0.37590387176548823,0.32359960648384145,0.24435918051724384,0.736644224798964
406,Hull,-0.3274198,53.767619999999994,0.6501922823185611,0.4069958556700596,0.17590564306211504,0.5270860093051689,0.5712071033884966
407,Horsham,-0.325858,51.06288,0.3832066230969306,0.22217621412566474,0.2753584548126294,0.4368147044154139,0.7460309618369871
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.3465581934034882,0.3153321379980202,0.3151673065205566,0.1660922667754436,0.7547297358208288
409,Peterborough,-0.2405299,52.5695,0.2737739786933356,0.3969600573444067,0.3812291773540191,0.29946880969730905,0.6968219541357845
410,Welwyn Garden City,-0.208661,51.80317,0.5248055846086339,0.5153300953814924,0.6924356328785417,0.13683741675764816,0.6223622039558521
411,Bridlington,-0.198802,54.08535,0.549728434488685,0.3602571644484491,0.16453146338467295,0.45088801712188686,0.5315821516072149
412,Stevenage,-0.19661199999999998,51.90376,0.5220416908709873,0.35574753717015967,0.543466584974846,0.12862918728370845,0.7521679741982298
413,Crawley,-0.18722750000000002,51.109140000000004,0.2916584676891752,0.31561561361753465,0.38535942956836644,0.31299166278665236,0.7431217032117912
414,Huntingdon,-0.182552,52.33146,0.19243145004633364,0.30958560931728246,0.24603570834819175,0.24187150308636485,0.7573786822144309
415,Hove,-0.168749,50.82793,0.39491090814505936,0.25743317986736375,0.2791892298502655,0.45308746608242767,0.7118276677787235
416,Spalding,-0.1537024,52.7901,0.3806484551644992,0.351006125539041,0.28343475448625216,0.291044360036441,0.6666874317844598
417,Brighton,-0.137163,50.82253,0.3854058634240735,0.33430447992047224,0.2972115286331976,0.5068939300773564,0.7116065568464688
418,London,-0.12775830000000002,51.50735,0.4241609915092983,0.7823831763392687,0.5658425932338714,0.13683705897597678,0.525886568976831
419,Grimsby,-0.08078400000000001,53.56746999999999,0.6362164318679153,0.42304277876825797,0.15382099075903183,0.5943764756549786,0.45181387540471685
420,Boston,-0.026576999999999996,52.97894,0.41331980525060846,0.26402343323078825,0.23075087417944076,0.41086601133721296,0.7535841909487601
421,Royston,-0.024066,52.048140000000004,0.22370436478225886,0.22628398576032685,0.2058883335045522,0.1503042961239685,0.8735256248249674
422,Louth_Lincs,-0.007711,53.36596,0.5543819933561608,0.35771195635602715,0.14242152194363597,0.5062706651646968,0.5065266205292877
423,Lewes,0.00878,50.873870000000004,0.4447590392211264,0.2553327889187191,0.2852881784293203,0.4374925091468757,0.7004914981698641
424,Chatteris,0.054012,52.4561,0.260088746269387,0.2779925279548117,0.25138949521458975,0.15278908854999745,0.7525390985914088
425,Uckfield,0.095913,50.966409999999996,0.46028045141114377,0.2510949899798451,0.27347200604426203,0.41670764835913926,0.7269474400408996
426,Cambridge,0.12181700000000001,52.20534,0.35116529112552575,0.41788998978314473,0.19662746438106565,0.11736640898362075,0.8502809091387625
427,Bishop's Stortford,0.15365020000000001,51.87216,0.4077788821864594,0.3906418250453696,0.33098185159494176,0.20079061630752584,0.704397428335031
