index,placename,longitude,latitude,himsel,himself,himsen,hissel,hisself
64,Antrim,-6.2072498,54.719530000000006,0.02476837790054649,0.5941019589394597,0.01,0.01,0.01
65,Antrim,-6.2072498,54.719530000000006,0.02476837790054649,0.5941019589394597,0.01,0.01,0.01
66,Portree,-6.1960231,57.41246999999999,0.3659274241020389,0.4436877498514739,0.01,0.01,0.01
67,Islay,-6.177067,55.73625,0.28050720272461466,0.3915835219390352,0.01,0.01,0.01
68,Wicklow,-6.044589,52.980819999999994,0.01,0.6038374868759405,0.01,0.01,0.6203958471823157
69,Kilkeel,-6.007004,54.06312,0.01,0.43062794321857856,0.01,0.01,0.01
70,Mull,-6.0008870000000005,56.4392,0.151640213666499,0.41770754422106793,0.01,0.01,0.01
71,Belfast,-5.93012,54.597280000000005,0.016019297306057237,0.7939746746497198,0.01,0.01,0.01
72,Broadford,-5.9096592,57.24139,0.14378867349913627,0.1347253012166347,0.01,0.01,0.01
73,Down,-5.7156921999999994,54.32875,0.01,0.6022873926618606,0.01,0.01,0.01
74,Kyle of Lochalsh,-5.7143293,57.28261,0.3536151599588451,0.09654917307363674,0.01,0.01,0.01
75,Campbeltown,-5.605373999999999,55.424119999999995,0.582934003114003,0.3569007724927405,0.01,0.01,0.01
76,Penzance,-5.537592,50.1188,0.01,0.5796625081983444,0.01,0.01,0.5245977369310891
77,Oban,-5.471047,56.41516,0.2741272312870896,0.48745159011103895,0.01,0.01,0.01
78,Lochgilphead,-5.4323449,56.03829,0.23620510898266592,0.3536587139967595,0.01,0.01,0.01
79,Helston,-5.274996,50.10159,0.01,0.48938261830678037,0.01,0.01,0.513641755475637
80,Redruth,-5.226666000000001,50.23302,0.01,0.5250422983805686,0.01,0.01,0.5171120787046591
81,Ullapool,-5.161313,57.895419999999994,0.36467783343809873,0.36260840591099924,0.01,0.01,0.01
82,Ballachulish,-5.133719999999999,56.673930000000006,0.12778668135614027,0.13763687503349858,0.01,0.01,0.01
83,Fort William,-5.1052179,56.81981999999999,0.15370542344228727,0.4983612222109727,0.01,0.01,0.01
84,Achnasheen,-5.078765799999999,57.578590000000005,0.34571565689155725,0.09798673226618719,0.01,0.01,0.01
85,Newquay,-5.0737190000000005,50.4155,0.01,0.571104914682956,0.01,0.01,0.5135280820308202
86,Falmouth,-5.066269999999999,50.152570000000004,0.01,0.5955546495236933,0.01,0.01,0.5145644639141376
87,Rothesay,-5.055793,55.83596,0.17328682459886854,0.4841099094658585,0.01,0.01,0.1071067208445916
88,Truro,-5.051041000000001,50.2632,0.01,0.7016390600816712,0.01,0.01,0.531292117491274
89,Milford Haven,-5.0426971,51.71431,0.01,0.48820263084211885,0.01,0.01,0.01
90,Stranraer,-5.024055000000001,54.903369999999995,0.34940376771618165,0.43518168575155114,0.01,0.01,0.01
91,Fishguard,-4.975989,51.99393,0.01,0.4179068574461291,0.01,0.01,0.01
92,Inchnadamph,-4.974295,58.15221,0.5771011419207795,0.055887999665413274,0.01,0.01,0.01
93,Haverfordwest,-4.971319,51.800470000000004,0.01,0.5183688403500585,0.01,0.01,0.01
94,Dunoon,-4.926214,55.95097,0.2416342060627924,0.44341658486742924,0.01,0.01,0.10667964512841883
95,Pembroke,-4.908637000000001,51.674040000000005,0.01,0.5951699169615569,0.01,0.01,0.01
96,Girvan,-4.8542179,55.240159999999996,0.731990790213637,0.3444004733403456,0.01,0.01,0.11906201478790215
97,Wadebridge,-4.836456,50.51665,0.01,0.5215139639198056,0.01,0.01,0.24467918618912293
98,Invergarry,-4.800261,57.07095,0.16263759454434648,0.13129606026872456,0.01,0.01,0.01
99,St Austell,-4.7834252,50.340379999999996,0.01,0.5438201424853762,0.01,0.01,0.3411106651152793
100,Greenock,-4.7719830000000005,55.956480000000006,0.24675699447825822,0.5782191481809281,0.01,0.01,0.21788264004074892
101,Helensburgh,-4.734014,56.00232,0.24457436584937228,0.4572160137059351,0.01,0.01,0.2159554150150462
102,Bodmin,-4.7188629,50.4715,0.01,0.5008414093401532,0.01,0.01,0.1684384586863633
103,Tenby,-4.703579,51.672740000000005,0.01,0.5183688403500585,0.01,0.01,0.01
104,Camelford,-4.682364,50.62206,0.01,0.4157519762861927,0.01,0.01,0.17330275477995621
105,Irvine,-4.6696364,55.61156999999999,0.7279587971037422,0.5164739522743966,0.01,0.01,0.10712941682803731
106,Cardigan,-4.660864,52.0837,0.01,0.46913256805554077,0.01,0.01,0.01
107,Holyhead,-4.633038,53.30944,0.06764112541989391,0.4813855574690799,0.01,0.01,0.01
108,Ayr,-4.629179,55.45856,0.7676748833170164,0.5325536178059987,0.01,0.01,0.12166451191803694
109,Dumbarton,-4.564554,55.94529,0.29202618667374375,0.5520019043756234,0.01,0.01,0.21878577373236288
110,Bude,-4.543678,50.826640000000005,0.04879281328331796,0.5063104878888179,0.01,0.01,0.15079158517626678
111,Isle of Man,-4.5126330999999995,54.27697,0.15998632582640396,0.612119881088582,0.01,0.01,0.565061899019594
112,Kilmarnock,-4.498792,55.61472,0.651623025473915,0.5135903430747811,0.01,0.01,0.1150746206197324
113,Newton Stewart,-4.483164,54.9603,0.601854663726985,0.3117690586680351,0.01,0.01,0.5812498677186282
114,Liskeard,-4.4647190000000005,50.45552,0.01,0.5220195389613053,0.01,0.01,0.18415058218932295
115,Altnaharra,-4.442655,58.28023,0.609676982810512,0.04996095405115795,0.01,0.01,0.01
116,Pwllheli,-4.417633900000001,52.888819999999996,0.01,0.46913256805554077,0.01,0.01,0.01
117,Lairg,-4.402414,58.022059999999996,0.6168806880380447,0.0486503812792504,0.01,0.01,0.01
118,Launceston,-4.360451599999999,50.636829999999996,0.01,0.5031789941426615,0.01,0.01,0.01
119,Carmarthen,-4.312131,51.857620000000004,0.01,0.585770008383118,0.01,0.01,0.01
120,Llangefni,-4.311401999999999,53.255790000000005,0.06548513225323398,0.5574956093919574,0.01,0.01,0.01
121,Caernarfon,-4.273911,53.13955,0.07184766679031825,0.5392994015201835,0.01,0.01,0.01
122,Cumnock,-4.265828900000001,55.45355,0.6213607201380323,0.44384476656437155,0.01,0.01,0.10379902664798961
123,Aberaeron,-4.2581619,52.24279,0.01,0.44314421075062116,0.01,0.01,0.16047494331170264
124,Alness,-4.256825,57.69595,0.48291380542080387,0.4256761961348982,0.01,0.01,0.01
125,Glasgow,-4.251806,55.86424,0.25256914944956466,0.8012614153739303,0.01,0.36632481134394657,0.36056969129013666
126,Dalwhinnie,-4.242783,56.9366,0.3742892586179297,0.09278758010614803,0.01,0.01,0.01
127,Inverness,-4.224721,57.47776999999999,0.5251502303438776,0.5726971671982998,0.01,0.01,0.01
128,Saltash,-4.21643,50.409209999999995,0.01,0.5073225411388235,0.01,0.01,0.01
129,Bideford,-4.206666,51.01668,0.050899826613440516,0.5304742220408737,0.01,0.01,0.1573031903998261
130,Invergordon,-4.1728819999999995,57.688109999999995,0.4821826925090115,0.4295735114653506,0.01,0.01,0.01
131,Llanelli,-4.160248,51.680890000000005,0.01,0.6231339024759327,0.01,0.01,0.01
132,Plymouth,-4.1426565,50.37546,0.01,0.7353860903111623,0.01,0.01,0.01
133,Tavistock,-4.141654,50.551120000000004,0.01,0.5445069378023698,0.01,0.01,0.01
134,Porthmadog,-4.1333839999999995,52.92784,0.01,0.5242332793290458,0.01,0.01,0.01
135,Bangor,-4.129263,53.22739,0.06606571714230944,0.6269005494381302,0.01,0.01,0.01
136,Tywyn,-4.087249,52.58701,0.01,0.385561571705918,0.01,0.01,0.17665177314007913
137,Aberystwyth,-4.08292,52.4153,0.01,0.6054274240370894,0.01,0.01,0.1809248783228911
138,Lampeter,-4.0785089999999995,52.1129,0.01,0.4673965560455293,0.01,0.01,0.1640942257751827
139,Barnstaple,-4.058338,51.07816,0.051336396602069005,0.5997677270656632,0.01,0.01,0.1586523865974899
140,Tain,-4.05523,57.8115,0.5948909787710474,0.3145102775171068,0.01,0.01,0.01
141,Okehampton,-4.004263,50.73831,0.026767138671114618,0.4590522550453936,0.01,0.01,0.08272240847725919
142,Llandeilo,-3.9914300000000003,51.88469,0.01,0.5413136032318737,0.01,0.01,0.01
143,Motherwell,-3.9810968,55.78321,0.22184292550437507,0.6473383546302314,0.1672499082488826,0.01,0.37825857983735106
144,Golspie,-3.976086,57.97341,0.6788258283934844,0.03738018454948854,0.01,0.01,0.01
145,Airdrie,-3.9625660000000003,55.86626999999999,0.2755518514619716,0.5983731779352865,0.18256085991911802,0.01,0.2064431972785627
146,Swansea,-3.9436459999999998,51.62144,0.01,0.7477746189641702,0.01,0.01,0.01
147,Stirling,-3.9369029,56.116519999999994,0.6038409450892877,0.5695391848338617,0.01,0.49655156636148357,0.01
148,Tregaron,-3.934385,52.22,0.01,0.46100176540833826,0.01,0.01,0.1819198701713984
149,Tregaron,-3.934385,52.22,0.01,0.46100176540833826,0.01,0.01,0.1819198701713984
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.12903585912841825,0.4192762854525912,0.01,0.8488719427860574,0.6836201273732838
151,Dolgellau,-3.8844,52.74215,0.01,0.40066342454177994,0.01,0.01,0.17335532837708476
152,Aberfeldy,-3.866969,56.62175,0.4628638200934608,0.429095815414006,0.01,0.01,0.01
153,Machynlleth,-3.853485,52.59027,0.01,0.4514778334895349,0.01,0.01,0.17689397953558797
154,Brora,-3.8525480000000005,58.012159999999994,0.7042911497875484,0.2544263080672942,0.01,0.01,0.01
155,Llandudno,-3.827609,53.324059999999996,0.06829558471818785,0.5805510372301129,0.01,0.01,0.01
156,Llandudno,-3.827609,53.324059999999996,0.06829558471818785,0.5805510372301129,0.01,0.01,0.01
157,Aviemore,-3.823812,57.19449,0.3080712918584199,0.4293979090016583,0.01,0.01,0.01
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.09387693571189192,0.35222596874394924,0.01,0.864606885907934,0.6962919350753165
159,Falkirk,-3.7839131,56.00188000000001,0.5548438013528618,0.5721458378936264,0.01,0.4562601464545677,0.24495928079649115
160,Kingsbridge,-3.777493,50.28395,0.01,0.518156870411269,0.01,0.01,0.01
161,Pitlochry,-3.729711,56.70436,0.4600409848823072,0.3485550932630043,0.01,0.01,0.01
162,Colwyn Bay,-3.72764,53.29318000000001,0.06695833425064485,0.5589471384803596,0.01,0.01,0.01
163,Totnes,-3.685797,50.43374,0.01,0.5283541282612481,0.01,0.01,0.01
164,Grantown-on-Spey,-3.609628,57.33041,0.5627639677886218,0.30089756967814935,0.01,0.01,0.01
165,Dumfries,-3.60512,55.070859999999996,0.09457972800820161,0.564340971783466,0.01,0.8710796244926955,0.701504589601038
166,Whitehaven,-3.589233,54.5497,0.15200863169232956,0.5105320135806047,0.01,1.0,0.8053277669072245
167,Dartmouth,-3.578807,50.35252,0.01,0.4799458653905455,0.01,0.01,0.01
168,Bridgend,-3.576945,51.504290000000005,0.01,0.6714344505100565,0.01,0.01,0.01
169,Paignton,-3.564235,50.43508,0.01,0.6240258330021528,0.01,0.01,0.01
170,Workington,-3.5427519999999997,54.64357,0.11185578196865555,0.5227291248683223,0.01,0.7358515442661001,0.5926016647081028
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.4228583611502703,0.01,0.01,0.17828606481322506
172,Exeter,-3.533899,50.71841,0.01,0.757961709805944,0.01,0.01,0.01
173,Torquay,-3.525315,50.46192,0.01,0.6306439565506469,0.01,0.01,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.7685233092109857,0.3553960411433028,0.01,0.01,0.01
175,Livingston,-3.518068,55.90071,0.20223615470901848,0.613240518550872,0.01,0.01,1.0
176,Rhyl,-3.4916339999999995,53.319140000000004,0.03512204329846024,0.5608552870388722,0.01,0.01,0.01
177,Tiverton,-3.491207,50.90205,0.01,0.5358906469153049,0.01,0.01,0.21933282775356136
178,Tiverton,-3.491207,50.90205,0.01,0.5358906469153049,0.01,0.01,0.21933282775356136
179,Minehead,-3.481152,51.20428,0.01,0.47319817444326406,0.01,0.01,0.3059336461045256
180,Dunfermline,-3.452151,56.071740000000005,0.398961346108448,0.57662736829283,0.01,0.01,0.5479860745448211
181,Perth,-3.4308381000000003,56.39499,0.23251057682818715,0.5060040558157833,0.01,0.01,0.2053032733897334
182,Prestatyn,-3.4076129999999996,53.33651,0.03133272606585848,0.5215551240160607,0.01,0.01,0.01
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.4853798379329491,0.01,0.01,0.5307585902553659
184,Braemar,-3.3979439,57.00646999999999,0.21361355714804656,0.12202119083749617,0.01,0.01,0.01
185,Brecon,-3.391463,51.94895,0.01,0.5177079966097747,0.01,0.01,0.837021464495767
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.6876326111404362,0.01,0.01,0.6884041742565862
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.4535353151006415,0.01,0.01,0.49889071738620194
188,Corwen,-3.369242,52.98005,0.01,0.410452136224152,0.01,0.01,0.01
189,Cockermouth,-3.367985,54.66326,0.09517481775600829,0.45541958198278015,0.01,0.7304669702323972,0.5882653396233078
190,Lockerbie,-3.349008,55.122240000000005,0.09394885710262756,0.5336567099962596,0.01,0.8652693439772221,0.696825387438014
191,Blairgowrie,-3.3378318,56.58941,0.20484093987495275,0.44182459412258546,0.01,0.01,0.506439961691987
192,Elgin,-3.318485,57.64945,0.6562283254720944,0.519794623842185,0.01,0.01,0.01
193,Newtown,-3.313106,52.51211,0.01,0.41930970058701017,0.01,0.01,0.76853415754442
194,Ruthin,-3.3103108,53.114869999999996,0.01,0.5206559904792024,0.01,0.01,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.01,0.5206559904792024,0.01,0.01,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.5208599772411218,0.01,0.01,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.03992399821256042,0.6135342766495623,0.07273963863428298,0.01,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.21010464642198826,0.46419843767560837,0.01,0.01,0.35417299924539397
199,Edinburgh,-3.1882669999999997,55.95325,0.14880075178070024,0.7951269267484262,0.01,0.01,0.45986073646282816
200,Cardiff,-3.17909,51.48158,0.01,0.8163319231922601,0.01,0.01,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.46041933037041116,0.01,0.01,0.01
202,Kirkcaldy,-3.158137,56.11682,0.20775412852815014,0.6465714569958537,0.01,0.01,0.35312915740728895
203,Welshpool,-3.146407,52.66035,0.01,0.5087819183393265,0.01,0.01,0.354248888216935
204,Mold,-3.1419029999999997,53.1672,0.01,0.6150467104283198,0.01,0.01,0.01
205,Mold,-3.1419029999999997,53.1672,0.01,0.6150467104283198,0.01,0.01,0.01
206,Taunton,-3.106849,51.01534,0.01,0.632634706589879,0.01,0.01,0.3554247099296405
207,Wick,-3.093716,58.43894,0.9265280754365808,0.31325902753558654,0.01,0.01,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.8842787084903374,0.01,0.01,0.01,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.14768982829698285,0.60133798873241,0.01,0.01,0.43817039458887136
210,Oswestry,-3.056412,52.85715,0.01,0.5728236456335138,0.01,0.01,0.2556306482199732
211,Blackpool,-3.0356748,53.81751,0.02101624321364458,0.716388527005248,0.057435898649552244,0.01,0.01
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.7140999033384373,0.01,0.01,0.01
213,Cupar,-3.010137,56.32023,0.21544614769250237,0.45310245595765686,0.01,0.01,0.3329123783316935
214,Southport,-3.010113,53.64571,0.01,0.6662881757062102,0.01,0.01,0.01
215,Bridgwater,-3.003632,51.12789,0.01,0.6782398885158466,0.01,0.01,0.30323005493858196
216,Langholm,-2.998913,55.153059999999996,0.15591742274581624,0.35662278936334113,0.01,0.7180000316743012,0.38548354275974633
217,Newport,-2.997664,51.58415,0.03279632224226317,0.7065566499743265,0.01,0.01,0.01
218,Axminster,-2.9949369999999997,50.78273,0.01,0.5241625823939672,0.01,0.01,0.46858613008539307
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.6634412687902959,0.01,0.01,0.01
220,Liverpool,-2.9915726,53.40837,0.01,0.8439786906037423,0.01,0.01,0.01
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.6559092715911307,0.01,0.01,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.12829411451825026,0.6858927536583993,0.01,0.01,0.3964860744437689
223,Kirkwall,-2.9622491,58.984669999999994,0.9318597577124188,0.32598018510619686,0.01,0.01,0.01
224,Ambleside,-2.961333,54.428740000000005,0.15233051556344218,0.5641716121102796,0.01,0.01,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.9329336117806295,0.33317217110415526,0.01,0.01,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.5011810244322805,0.01,0.01,0.35693925048700614
227,Carlisle,-2.932931,54.892469999999996,0.06923238166545792,0.6665007172914265,0.01,0.7970381110373177,0.6418769045427357
228,Chester,-2.893075,53.19339,0.01,0.7231119796791072,0.01,0.01,0.01
229,Forfar,-2.889062,56.64356,0.14003085761776174,0.5158904665819707,0.01,0.01,0.4327578633659335
230,Morecambe,-2.864968,54.074169999999995,0.07855906456212014,0.5626212015518622,0.08587852201354593,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.4690559684530141,0.45808882332526774,0.01,0.01,0.6212538530256214
232,Galashiels,-2.814449,55.62373,0.47742696524970113,0.4415311113152611,0.01,0.01,0.6323410546260002
233,Lancaster,-2.8007399,54.046569999999996,0.05321710261757887,0.6539335477985279,0.09695902849696941,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.2129345070157306,0.5375960225655841,0.01,0.01,0.350966774113212
235,Hawick,-2.780914,55.42706,0.32182701792091295,0.4409670568114383,0.01,0.01,0.5967534868857725
236,Bridport,-2.758301,50.733579999999996,0.01,0.5142682477222446,0.01,0.01,0.2920643885301804
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.7001578573622548,0.01,0.01,0.262494775684345
238,Penrith,-2.752708,54.6641,0.09902367369241585,0.6333662830221701,0.01,0.9120083465418594,0.24482187500986333
239,Kendal,-2.74629,54.32801,0.08102568600953132,0.6166233817125778,0.01,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.01,0.469583762663473,0.01,0.01,0.01
241,Glastonbury,-2.718454,51.14743,0.01,0.5153364201554977,0.01,0.01,0.01
242,Hereford,-2.715974,52.0564,0.01,0.663138066650124,0.01,0.01,0.01
243,Ludlow,-2.7139129,52.36775,0.01,0.5612797260608615,0.01,0.01,0.01
244,Preston,-2.70309,53.7632,0.027150657692232055,0.7547232070275998,0.01,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.01,0.5135378536295034,0.01,0.01,0.01
246,Wells,-2.6445979,51.20935,0.01,0.552245589457167,0.01,0.01,0.01
247,Yeovil,-2.633308,50.94206,0.01,0.6204280315862262,0.01,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.01,0.7716523849104068,0.01,0.01,0.15954068018809006
249,Warrington,-2.5969501,53.39004,0.01,0.7870087238416058,0.01,0.01,0.01
250,Arbroath,-2.591543,56.55911,0.11389501975737472,0.5433924622613312,0.01,0.01,0.4693152778755028
251,Bristol,-2.58791,51.45451,0.01,0.8247024805037104,0.01,0.01,0.19294513425356166
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.1608863266408279,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.5960786954819887,0.01,0.01,0.01
254,Jedburgh,-2.5549369,55.47772,0.3508325515590891,0.37852353737253536,0.01,0.01,0.5421146010110175
255,Sedbergh,-2.5281740000000004,54.32363,0.08574661159454326,0.4553178652269823,0.01,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.08574661159454326,0.4553178652269823,0.01,0.01,0.01
257,Nantwich,-2.524102,53.067190000000004,0.01,0.5802665689109424,0.01,0.01,0.01
258,Banff,-2.524038,57.666509999999995,0.6846065254254983,0.35681439904132467,0.01,0.01,0.06560434358874946
259,Dunbar,-2.516737,56.00209,0.1956413967101053,0.5552684938561285,0.01,0.01,0.3900769386703763
260,Cinderford,-2.5009579,51.8253,0.01,0.5750628175000948,0.01,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.3004646398346875,0.4728492629209738,0.01,0.01,0.06516279893030005
262,Blackburn,-2.487529,53.748580000000004,0.023142254303074896,0.6935406303125606,0.01,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.01,0.4700318225202939,0.01,0.01,0.01
264,Telford,-2.4672611,52.67759,0.01,0.6638896072132139,0.01,0.01,0.23659806581164938
265,Montrose,-2.4661150000000003,56.70692,0.11047279618502022,0.5168315374087481,0.01,0.01,0.45521368274513996
266,Turriff,-2.4623,57.53893000000001,0.6714504435464893,0.37265835251873886,0.01,0.01,0.06434362484708765
267,Weymouth,-2.457621,50.61443,0.01,0.604931996203039,0.01,0.01,0.01
268,Crewe,-2.4438209,53.10041,0.01,0.6536559414678854,0.01,0.01,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.44397234843516387,0.01,0.01,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.6720914915624386,0.01,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.11283926980755367,0.36490735785529266,0.01,0.01,0.23248248547846143
272,Kelso,-2.432207,55.600030000000004,0.3285955087028587,0.43132485333820686,0.01,0.01,0.5077533955833244
