index,placename,longitude,latitude,himsel,himself,himsen,hissel,hisself
273,Wincanton,-2.416007,51.055690000000006,0.01,0.48820263084211885,0.01,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.5877752886520123,0.01,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.01,0.1608863266408279,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.01,0.7221213697155834,0.01,0.01,0.17317717254854825
277,Kidderminster,-2.2496839,52.3886,0.01,0.611494017608386,0.01,0.01,0.2013182028233322
278,Manchester,-2.2426305,53.48076,0.01139103637239056,0.8971489728069151,0.03113089713562918,0.01,0.07920761984571775
279,Burnley,-2.2405035,53.78929,0.01,0.6743808443555765,0.01,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.01,0.7150594321512546,0.18547090712364508,0.01,0.20973393248544261
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.6222730970898313,0.01,0.01,0.01
282,Worcester,-2.221575,52.19364,0.01,0.7177869144030496,0.19408659825773492,0.01,0.21947671538684924
283,Trowbridge,-2.208853,51.31966,0.01,0.7161998282121537,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.01,0.517516779977135,0.01,0.01,0.01
285,Alderney,-2.1973557,49.715,0.01,0.1608863266408279,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.7240946573377617,0.01,0.01,0.01
287,Colne,-2.176991,53.85564,0.01,0.5749739737167088,0.01,0.01,0.01
288,Blandford Forum,-2.165353,50.85691,0.01,0.4810845662421521,0.01,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.7229287604929229,0.06026950718553043,0.01,0.0681538735482328
290,Jersey,-2.13125,49.21444,0.01,0.1608863266408279,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.7050661973361375,0.01,0.01,0.01
292,Stafford,-2.12066,52.80669,0.01,0.6966603589472421,0.01,0.01,0.2885247602504181
293,Macclesfield,-2.119287,53.25866,0.01,0.6808701466058222,0.1003900378208057,0.01,0.05676144464366113
294,Hexham,-2.1121439,54.97266,0.10697873003552424,0.6248235986255232,0.01,0.01,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.5673676693738411,0.6434657392013435,0.01,0.01,0.06876153486890631
296,Dudley,-2.081112,52.51226,0.01,0.6935771435942051,0.01,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.700017352517293,0.15690117557852493,0.01,0.17742675159147722
298,Bromsgrove,-2.061906,52.33559,0.01,0.6409025569431261,0.01,0.01,0.2953813090989662
299,Skipton,-2.0162787,53.96285,0.01,0.5747067176363982,0.01,0.01,0.01
300,Fraserburgh,-2.007631,57.69335,0.6006973288001413,0.39779483392020837,0.01,0.01,0.06689812258199553
301,Berwick,-2.005395,55.77024,0.31355911410563125,0.47017621158491407,0.01,0.01,0.5285659782580587
302,Poole,-1.987248,50.71505,0.01,0.6692957424335977,0.01,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.6980700111905804,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.01,0.6799549719102516,0.01,0.01,0.17906822841739348
305,Evesham,-1.9467700000000001,52.09215,0.01,0.5769567053325522,0.16689559279656477,0.01,0.1887286234513172
306,Buxton,-1.91483,53.259080000000004,0.01,0.6257796451648456,0.01,0.01,0.06313203960031376
307,Keighley,-1.9123580000000002,53.8678,0.01,0.6241846697136576,0.3033512167096979,0.01,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.8632957260893874,0.01,0.01,0.0783836873089088
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.7283555964785167,0.01,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.6091399560308133,0.4564291293796318,0.01,0.19355194110682594
311,Salisbury,-1.794472,51.06878,0.01,0.6369163644395874,0.01,0.01,0.40138364928186476
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.603795196249263,0.01,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.6963398446535646,0.5475758626296813,0.01,0.3096044570668688
314,Peterhead,-1.784066,57.50812,0.5983757746681999,0.4482785392977498,0.01,0.01,0.06849067274403337
315,Swindon,-1.7797176,51.55577,0.011763259531651341,0.691837739581904,0.01,0.01,0.2908297892429132
316,Bradford,-1.759398,53.79598000000001,0.01,0.7318604420795439,0.471140484805365,0.01,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.6536207331204095,0.549678435262343,0.01,0.17759615490247344
318,Marlborough,-1.7270619999999999,51.42007,0.01136229362537786,0.5699980245038965,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.021352158246883718,0.6361043718914906,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.08095900594906377,0.5250788210381185,0.01,0.01,0.01
321,Otley,-1.691786,53.90583,0.01,0.5525302756275339,0.3276212376699019,0.01,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.056370463942476044,0.5862081230201777,0.01,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.6553010932495962,0.231914555140183,0.01,0.01
324,Newcastle,-1.61778,54.97825,0.028898367172364995,0.8133850773053066,0.01,0.01,0.08930884798112754
325,Durham,-1.5848520000000001,54.77525,0.23481648845654593,0.6616953651660132,0.11667940226484406,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.07582684057560146,0.5640480256338741,0.01,0.01,0.01
327,Darlington,-1.559458,54.52361,0.01,0.652978368292357,0.01,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.8132781316192126,0.31861012689106394,0.01,0.20016123097136995
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.7033766889573079,0.3020574630206947,0.01,0.01
330,Leamington Spa,-1.5200789,52.28519,0.012770930724914222,0.7001452493303169,0.01,0.01,0.15787151212645176
331,Coventry,-1.519693,52.40682,0.01350325075997195,0.7389650010200757,0.01,0.01,0.1669242863704451
332,Blyth,-1.510277,55.12696,0.10183534866697638,0.5734955990032932,0.01,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.01,0.6576893203409009,0.9616402364519989,0.01,0.24165345436912597
334,Andover,-1.4919233,51.2112,0.01,0.6068307088076627,0.01,0.01,0.2191955673075994
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.6110394583181072,0.01,0.01,0.17034422315212014
336,Barnsley,-1.479726,53.55263000000001,0.01,0.6540341563011532,0.9577367424343143,0.01,0.1805043927592228
337,Derby,-1.4746186000000001,52.92253,0.01,0.7195037944427143,0.4297099749360417,0.01,0.1943695862091635
338,Sheffield,-1.470085,53.381130000000006,0.01,0.7750575918664201,0.9289446536832007,0.01,0.25211228324954743
339,Nuneaton,-1.465382,52.52049,0.01,0.6883140553952535,0.01,0.01,0.18782186944424234
340,Northallerton,-1.429959,54.337959999999995,0.01,0.5482237743472355,0.01,0.01,0.01
341,South Shields,-1.427406,54.99941999999999,0.0710797614804787,0.6603711530848393,0.02988553254678095,0.01,0.0675902036188428
342,Chesterfield,-1.421629,53.23505,0.01,0.6524088351885394,0.8365408268192237,0.01,0.15766263264449348
343,Southampton,-1.4043508999999998,50.9097,0.01,0.7964253261542289,0.01,0.01,0.01
344,Wetherby,-1.384816,53.92706,0.01,0.5285229188557585,0.29494107649339724,0.01,0.1852915645188876
345,Sunderland,-1.383801,54.90687,0.14661162666174443,0.6806003545740884,0.061642951363583276,0.01,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.6546896135890922,1.0,0.01,0.2512929919132196
347,Castleford,-1.345968,53.72346999999999,0.01,0.6132011651256943,0.952480492487204,0.01,0.01
348,Thirsk,-1.341377,54.23385,0.01,0.5088726409659755,0.3105582038451174,0.01,0.01
349,Banbury,-1.339775,52.0629,0.01,0.624864237305691,0.01,0.01,0.01
350,Stockton,-1.3289821000000002,54.57046,0.0385672553654365,0.6501316323885625,0.01,0.01,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.6863298459191362,0.01,0.01,0.01
352,Isle of Wight,-1.304734,50.69385,0.01,0.6680699320702755,0.01,0.01,0.01
353,Isle of Wight,-1.304734,50.69385,0.01,0.6680699320702755,0.01,0.01,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.6283291687484744,0.01,0.01,0.17507774870951776
355,Shetland Islands,-1.2659409,60.52965,1.0,0.200624782019527,0.01,0.01,0.01
356,Rugby,-1.265032,52.37088,0.01,0.6675692732245564,0.01,0.01,0.181906271750495
357,Oxford,-1.2577263,51.75202,0.01,0.7806218421189114,0.01,0.01,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.03832326116453856,0.7085377119070837,0.01,0.01,0.01
359,Hartlepool,-1.212926,54.69174,0.07151935352847234,0.6297355483640488,0.01,0.01,0.01
360,Loughborough,-1.206166,52.7721,0.01,0.6993178385356064,0.21272349947138305,0.01,0.01
361,Mansfield,-1.198674,53.1472,0.01,0.6407811184686193,0.41404800412418635,0.01,0.18728524779787523
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.8036297719283075,0.24214153322528972,0.01,0.01
363,Bicester,-1.1535898999999998,51.8996,0.01,0.573444909453715,0.01,0.01,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.7650345789853947,0.20172388967320914,0.01,0.01
365,Doncaster,-1.128462,53.522819999999996,0.01,0.6704274338404187,0.8991189061152516,0.01,0.22594228673388683
366,Worksop,-1.122745,53.3093,0.01,0.5729678880062509,0.2708986490589566,0.01,0.6126744286288832
367,Basingstoke,-1.0923964,51.26654,0.01,0.6612571005158954,0.01,0.01,0.09074902753347747
368,Portsmouth,-1.0879769,50.81977,0.01,0.7582727331987917,0.01,0.01,0.01
369,York,-1.0872979,53.95997,0.014693068111330811,0.75122902465681,0.01,0.01,0.01
370,Selby,-1.067189,53.783519999999996,0.012766002749677369,0.5636525411513684,0.34888575182481507,0.01,0.01
371,Helmsley,-1.0562636,54.24651,0.016666953530550543,0.3812590060040112,0.01,0.01,0.01
372,Towcester,-0.9896879999999999,52.13511,0.01,0.585163898079069,0.01,0.01,0.01
373,Reading,-0.9781303,51.45426,0.01,0.7453874414215499,0.01,0.01,0.1013892772024953
374,Retford,-0.9455030000000001,53.32136,0.01,0.5001429373681969,0.7541775366085376,0.01,0.4264189543205373
375,Petersfield,-0.93899,51.00759,0.01,0.5645915203736368,0.01,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.01,0.7401961553650663,0.01,0.01,0.01
377,Melton Mowbray,-0.887126,52.7664,0.01,0.5755048873427407,0.01,0.01,0.16733809149100726
378,Aylesbury,-0.8084,51.81561,0.01,0.6928928068141416,0.01,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.6445104117655803,0.5405510150039037,0.01,0.01
380,Malton,-0.7978970000000001,54.13684,0.013327654985491174,0.5269911101479778,0.072847073111477,0.01,0.16475361357875057
381,Chichester,-0.774936,50.83761,0.01,0.6287923490222104,0.01,0.01,0.07325954246567477
382,Gainsborough,-0.774465,53.400580000000005,0.01,0.5074933033151289,0.573812976323476,0.01,0.1622195709537545
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.7327424375153763,0.01,0.01,0.01
384,Aldershot,-0.7557509,51.24837,0.01,0.6953300346214085,0.01,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.6724988715959267,0.01,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.55255930098388,0.01,0.01,0.14211921704207553
387,Kettering,-0.7302489999999999,52.39632,0.01,0.6439763817541808,0.01,0.01,0.01
388,Wellingborough,-0.693964,52.30242,0.01,0.6126848367249956,0.01,0.01,0.01
389,Corby,-0.6842333,52.4923,0.01,0.6315160243323648,0.01,0.01,0.01
390,Bognor Regis,-0.673061,50.783,0.01,0.613651015650788,0.01,0.01,0.07027663226085511
391,Scunthorpe,-0.654413,53.58865,0.01,0.608684658969087,0.9434431755465504,0.01,0.01
392,Grantham,-0.643582,52.912519999999994,0.01,0.6058384298552071,0.01,0.01,0.1774576567214336
393,Whitby,-0.613347,54.48633,0.04298792580404144,0.5336150275535209,0.07832196586216078,0.01,0.35427168898752787
394,Slough,-0.5950406,51.51054,0.01,0.704791458493442,0.01,0.01,0.01
395,Guildford,-0.570409,51.23622,0.01,0.6907966604660564,0.01,0.01,0.01
396,Woking,-0.5600349,51.31677,0.01,0.7446089275057332,0.01,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.01,0.6990999795360961,0.632805239937562,0.01,0.01
398,Bedford,-0.46677820000000003,52.13864,0.05972148780965295,0.6859469671685003,0.01,0.01,0.01
399,Heathrow,-0.4542955,51.47002,0.01,0.7686869557392664,0.01,0.01,0.01
400,Driffield,-0.443377,54.006,0.01,0.4969743688723645,0.127357756966364,0.01,0.2160277610272883
401,Beverley,-0.435093,53.84196,0.01,0.6380422034869481,0.07307592930091773,0.01,0.08263561256047651
402,Luton,-0.4200255,51.87867,0.01,0.7146735553395994,0.01,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.01,0.606351995441221,0.15074212573922205,0.01,0.6818479364297347
404,Worthing,-0.372882,50.81787,0.01,0.6977601146810783,0.01,0.01,0.051527644164168045
405,Dorking,-0.332378,51.2322,0.032003247568956256,0.6753107617087826,0.01,0.01,0.01
406,Hull,-0.3274198,53.767619999999994,0.01,0.7436086840849078,0.20000462068440072,0.01,0.0753896490883822
407,Horsham,-0.325858,51.06288,0.01,0.6128744954218873,0.01,0.01,0.13692537720165326
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.05359840310473707,0.5568908659894447,0.01,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.01,0.7127460178244186,0.01,0.01,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.7813713588176577,0.01,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.01,0.5439794095724609,0.1304621543278116,0.01,0.221293525966205
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.676076491764602,0.01,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.6673278406342537,0.01,0.01,0.01
414,Huntingdon,-0.182552,52.33146,0.01,0.576032234452306,0.01,0.01,0.01
415,Hove,-0.168749,50.82793,0.01,0.6391893598337276,0.01,0.01,0.01
416,Spalding,-0.1537024,52.7901,0.01,0.592860904191107,0.01,0.01,0.10712369151016439
417,Brighton,-0.137163,50.82253,0.01,0.7948707120909136,0.01,0.01,0.01
418,London,-0.12775830000000002,51.50735,0.01,1.0,0.01,0.01,0.0785545589562044
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.6538299512549073,0.198620856265107,0.01,0.07486804607103072
420,Boston,-0.026576999999999996,52.97894,0.01,0.659457162763576,0.01,0.01,0.17531227292689844
421,Royston,-0.024066,52.048140000000004,0.01,0.5334157587775895,0.01,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.01,0.5403078363698426,0.4545244470642246,0.01,0.01
423,Lewes,0.00878,50.873870000000004,0.01,0.6196212258339696,0.01,0.01,0.01
424,Chatteris,0.054012,52.4561,0.01,0.469583762663473,0.01,0.01,0.01
425,Uckfield,0.095913,50.966409999999996,0.01,0.6325994454830896,0.01,0.01,0.01
426,Cambridge,0.12181700000000001,52.20534,0.01,0.7814994746885452,0.01,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.6519350182781303,0.01,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.01,0.5288963736110588,0.01,0.01,0.01
429,Sevenoaks,0.190898,51.27241,0.01,0.6988814931151954,0.01,0.01,0.01
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.671496324486939,0.01,0.01,0.01
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.6476120743099899,0.01,0.01,0.10797648281445178
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.7963047827905972,0.01,0.01,0.26312386483225936
433,Skegness,0.337881,53.1464,0.01,0.5405907274940405,0.01,0.01,0.11856714800917448
434,Downham Market,0.385472,52.606609999999996,0.01,0.47417690810842317,0.01,0.01,0.31003955668265215
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.6021475849111151,0.01,0.01,0.2905841779441932
436,Bexhill,0.4662071,50.849909999999994,0.01,0.5518823014031767,0.01,0.01,0.2319229643508818
437,Chelmsford,0.4685497,51.73559,0.01,0.6461492622952622,0.01,0.01,0.23165019439244627
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.5977338193291118,0.01,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.6434752335836338,0.01,0.01,0.01
440,Braintree,0.5509269,51.88009,0.020169238723452887,0.6015996263141141,0.01,0.01,0.01
441,Gillingham,0.551438,51.38632,0.01,0.7635450849468471,0.01,0.01,0.01
442,Hastings,0.573453,50.85426,0.01,0.6263043371039279,0.01,0.01,0.22138728490890905
443,Maldon,0.6714479999999999,51.731809999999996,0.018580403616630076,0.6105448411352451,0.01,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.01,0.6906432435002156,0.01,0.01,0.21436774263638397
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.6999528449912744,0.01,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.01,0.5434629497437256,0.01,0.01,0.16172528147389031
447,Ashford,0.8750190000000001,51.14647,0.01,0.6209604755262931,0.01,0.01,0.01
448,Faversham,0.889358,51.31599,0.01,0.6060495059381212,0.01,0.01,0.01
449,Colchester,0.891874,51.89593,0.01,0.6944113045300071,0.01,0.01,0.21055119305081815
450,New Romney,0.939473,50.98512,0.01,0.4967164565407936,0.01,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.01,0.6867082528726077,0.01,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.01,0.7024092822961773,0.01,0.01,0.1811377359632033
453,Clacton,1.153035,51.78953,0.01,0.551155902258384,0.01,0.01,0.20173135114465554
454,Folkestone,1.169456,51.0814,0.01,0.6107531066266348,0.01,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.01,0.45161840152769805,0.01,0.01,0.3165178005473508
456,Harwich,1.260297,51.93473,0.01,0.4916139974904871,0.01,0.01,0.17334243438319574
457,Norwich,1.297355,52.63089,0.01,0.7553215190496692,0.01,0.01,0.38536003868549135
458,Cromer,1.301866,52.93145,0.01,0.5281699187337485,0.01,0.01,0.36938924072102614
459,Cromer,1.301866,52.93145,0.01,0.5281699187337485,0.01,0.01,0.36938924072102614
460,Dover,1.3134027,51.12788,0.01,0.5833112529728762,0.01,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.5571476405741785,0.01,0.01,0.17730436627823867
462,Margate,1.3868339,51.38965,0.01,0.6111645171477046,0.01,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.6075286858231633,0.01,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.6052330136707966,0.01,0.01,0.25144123709600497
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.61845262619357,0.01,0.01,0.2529079822927154
466,Swaffham,0.687481,52.64747,0.01,0.47050505397132236,0.01,0.01,0.3336937905758097
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.6795108657397656,0.01,0.01,0.3292931577022337
468,Ely,0.262363,52.39954,0.01,0.5748850093647547,0.01,0.01,0.01
469,March,0.088622,52.551719999999996,0.01,0.5121554636619843,0.01,0.01,0.01
470,St Neots,-0.26510300000000003,52.23008,0.06732577816718867,0.540372904751602,0.01,0.01,0.01
471,Banham,1.0402849,52.45125,0.01,0.5594490424090387,0.01,0.01,0.2784181880701926
472,Holt,1.086747,52.90936,0.01,0.5294784169003769,0.01,0.01,0.3196868605668529
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.41916838212628027,0.01,0.01,0.3611156052693637
474,Horncastle,-0.11245,53.20731,0.01,0.4774477457257017,0.39109765810596914,0.01,0.08845210191478654
475,Market Weighton,-0.6677465,53.86484,0.01,0.4811409301247954,0.06997557366167555,0.01,0.07912967305542956
476,Hawes,-2.1968695,54.303830000000005,0.09212391563633297,0.14412533429691607,0.01,0.01,0.01
477,Reeth,-1.9428115000000001,54.38946,0.02924494142324249,0.5232142919390448,0.01,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.37708855208079245,0.01,0.01,0.01
479,Stanhope,-2.011302,54.74946,0.10669715799721793,0.5972571325655868,0.01,0.01,0.01
480,Keswick,-3.134706,54.60128,0.1248758145953957,0.4476720128931776,0.01,0.8215047683346999,0.44105372165914386
481,Oxenholme,-2.7243327999999996,54.30134,0.08138263652150314,0.4124370519822237,0.01,0.01,0.01
