index,placename,longitude,latitude,'ee,du,tha,thee,thou,ye,you
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.01,0.046286942707601454,0.01,0.01,0.16522339597346233,0.8355059364836457
220,Liverpool,-2.9915726,53.40837,0.01,0.01,0.33297078384200446,0.01,0.01,0.16979349912761107,0.6425682609371366
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.01,0.01,0.01,0.2509373497937841,0.01,0.9093982794992218
222,Dundee,-2.9707209999999997,56.462019999999995,0.01,0.01,0.07003692696672019,0.01,0.01,1.0,0.3522301262103806
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.9988489491056486,0.06765819615429419,0.01,0.01,0.7728288439617124,0.3744724875360849
224,Ambleside,-2.961333,54.428740000000005,0.3913689041332462,0.01,0.29759261571074513,0.01,0.8283078456470633,0.06537048459162745,0.4455492596666292
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,1.0,0.06773616392636156,0.01,0.01,0.7737194344086656,0.37561928477821893
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.01,0.01,0.01,0.2454296817165194,0.01,0.8758154258664735
227,Carlisle,-2.932931,54.892469999999996,0.39812954673645734,0.01,0.11643590223872284,0.01,0.6740930871379438,0.5652476790052036,0.36882277435345834
228,Chester,-2.893075,53.19339,0.01,0.01,0.18682721507812067,0.01,0.01,0.16672207456075344,0.734215769029965
229,Forfar,-2.889062,56.64356,0.01,0.01,0.06827648826469745,0.01,0.01,0.8773777110856108,0.38356670259754605
230,Morecambe,-2.864968,54.074169999999995,0.3906402973749669,0.01,0.4569824656170607,0.5863730643855143,0.6614126637335117,0.06524878515060789,0.29419589518661515
231,Selkirk,-2.838524,55.55066,0.3895542852130655,0.01,0.068356810171454,0.01,0.01,0.8458761827259011,0.36612908460449967
232,Galashiels,-2.814449,55.62373,0.38866962367495334,0.01,0.06820157470589201,0.01,0.01,0.8439552331862151,0.3638880703665059
233,Lancaster,-2.8007399,54.046569999999996,0.3958773047240006,0.01,0.5094197495036841,0.5942341070585253,0.16756989064019892,0.13224707640211808,0.3443038150335423
234,St Andrews,-2.7967214,56.339780000000005,0.01,0.01,0.06862016106651919,0.01,0.01,0.9797711584222676,0.33254917490947294
235,Hawick,-2.780914,55.42706,0.38686993371381545,0.01,0.1131429459336787,0.01,0.1637571836294125,0.7431188384788292,0.3408382208630186
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.01,0.01,0.24585653385654574,0.01,0.8784181449737672
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.01,0.01,0.39862621413016697,0.16861478250247022,0.19960755221019938,0.7882258052223072
238,Penrith,-2.752708,54.6641,0.3958143111720725,0.01,0.11575879463883708,0.01,0.6701730457799463,0.36362156917582206,0.476578605441032
239,Kendal,-2.74629,54.32801,0.01,0.01,0.4145513170831387,0.5910310235284355,1.0,0.01,0.3391022613198529
240,Street,-2.7429189999999997,51.12468,0.01,0.01,0.01,0.01,0.24382176007657644,0.01,0.8660111681788981
241,Glastonbury,-2.718454,51.14743,0.01,0.01,0.01,0.01,0.24556900950613023,0.01,0.8766649732066244
242,Hereford,-2.715974,52.0564,0.01,0.01,0.01,0.9898325445253979,0.4186889705013659,0.1982589314139572,0.6652424369619075
243,Ludlow,-2.7139129,52.36775,0.01,0.01,0.01,0.3898021956432949,0.16488231357488517,0.2927835513250785,0.7011843797147869
244,Preston,-2.70309,53.7632,0.40146011723415737,0.01,0.5166037808096285,0.6026142227339139,0.1699330250523722,0.13411207503618763,0.35791245851816694
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.01,0.01,0.01,0.19375013385567186,0.8208042374557069
246,Wells,-2.6445979,51.20935,0.01,0.01,0.01,0.01,0.24697853473466783,0.01,0.8852595142678483
247,Yeovil,-2.633308,50.94206,0.01,0.01,0.01,0.01,0.24958235579438118,0.01,0.9011362410980623
248,Wigan,-2.6325074,53.54506,0.4024636798332442,0.01,0.4472731185542318,0.6041206266571231,0.17035782049523504,0.23528279919969106,0.3603587390623604
249,Warrington,-2.5969501,53.39004,0.40310486396798273,0.01,0.44798569074864897,0.605083080117374,0.42657313587884566,0.23565763947866034,0.3041212592348127
250,Arbroath,-2.591543,56.55911,0.01,0.01,0.06852792036460076,0.01,0.01,0.9784541288792343,0.3312678165974464
251,Bristol,-2.58791,51.45451,0.01,0.01,0.01,0.6089989847088968,0.2576002974992126,0.01,0.8918509248155735
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.01,0.01,0.01,0.01,0.84652950299682
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.01,0.5878452328612158,0.2486524783632055,0.01,0.8393125528212196
254,Jedburgh,-2.5549369,55.47772,0.38333483420948844,0.01,0.06726545564716827,0.01,0.01,0.8323712986230885,0.3503740442290993
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.4268571891550823,0.01,0.8129090437956681,0.01,0.38901104724029273
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.4268571891550823,0.01,0.8129090437956681,0.01,0.38901104724029273
257,Nantwich,-2.524102,53.06718000000001,0.01,0.01,0.01,0.01,0.01,0.19576126915055944,0.8357669647389055
258,Banff,-2.524038,57.666509999999995,0.01,0.01,0.0675292218737662,0.01,0.01,0.7713556293360381,0.4277566325098602
259,Dunbar,-2.516737,56.00209,0.01,0.01,0.06878562166308523,0.01,0.01,0.883920260461948,0.391055345169568
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.01,0.5859478440758142,0.2478499024511541,0.01,0.8346001160609163
261,Banchory,-2.4909599,57.05386,0.01,0.01,0.06801609446490403,0.01,0.01,0.7769169538045122,0.4353156952198823
262,Blackburn,-2.487529,53.748580000000004,0.39773630508266744,0.01,0.5118119338641883,0.5970245711871117,0.42089202606459863,0.13286809548942233,0.291804666897902
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.01,0.38431007200416584,0.16255920184750133,0.28865837326976534,0.6825598783644422
264,Telford,-2.4672611,52.67759,0.01,0.01,0.01,0.3963973760229363,0.16767200694139986,0.2977372441332839,0.7235494890891048
265,Montrose,-2.4661150000000003,56.70692,0.01,0.01,0.06823663848958357,0.01,0.01,0.876865626979276,0.3829805679551355
266,Turriff,-2.4623,57.53893000000001,0.01,0.01,0.06767078525984883,0.01,0.01,0.7729726435964251,0.42995451041944005
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.01,0.01,0.24899057729521226,0.01,0.8975278880815407
268,Crewe,-2.4438209,53.1004,0.01,0.01,0.04621809181105556,0.01,0.01,0.26396421827728345,0.7766895304076484
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.01,0.01,0.2518378855971761,0.01,0.8580162786025528
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.01,0.01,0.2515553330140749,0.01,0.9131664150773606
271,Alston,-2.438685,54.812169999999995,0.37936329549386183,0.01,0.24408466039258003,0.01,0.6423190067215983,0.34850856298427363,0.3221812813769776
272,Kelso,-2.432207,55.600030000000004,0.38620647758471194,0.01,0.06776935558751394,0.01,0.01,0.8386067703624266,0.35764845756467767
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.01,0.01,0.24453279651877102,0.01,0.8703466932016098
274,Clitheroe,-2.3930830000000003,53.8711,0.39112162986467947,0.01,0.5490546548032453,0.5870955715330811,0.5794491257559261,0.1306583920068286,0.20185293825671763
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.01,0.01,0.01,0.84652950299682
276,Bath,-2.3590167,51.38106,0.01,0.01,0.01,0.5996850755251711,0.25366060985300865,0.01,0.8687184975780925
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.01,0.3931812396240391,0.16631161437268321,0.2953215783239599,0.7126431547383267
278,Manchester,-2.2426305,53.48076,0.4100566619437581,0.01,0.5036811086484486,0.61551811999789,0.43392965902602915,0.4109515013223531,0.1828765336813799
279,Burnley,-2.2405035,53.78929,0.39633066843621684,0.01,0.6027309930412842,0.5949146314975036,0.587166348777702,0.1985977772460798,0.13703565900301895
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.01,0.5997020262929925,0.2536677798531946,0.01,0.8687605972373776
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.13799185284270749,0.01,0.01,0.29554096827303517,0.6760472534308765
282,Worcester,-2.221575,52.19364,0.01,0.01,0.01,1.0,0.16919585134973356,0.30044315338373956,0.6784513506486856
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.01,0.5986901992398896,0.25323978743212083,0.01,0.8662475798543313
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.01,0.01,0.2456522753241921,0.01,0.8771726842272151
285,Alderney,-2.1973557,49.715,0.01,0.01,0.01,0.01,0.01,0.01,0.84652950299682
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.14014114426483124,0.3996018699171424,0.16902747485055652,0.40019220154313984,0.562642831396123
287,Colne,-2.176991,53.85564,0.3903516729869402,0.01,0.4338125869695153,0.5859398229406328,0.5783084298557015,0.35860322341961204,0.16291923763651878
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.01,0.01,0.26305024848668274,0.01,0.8644460546840105
289,Rochdale,-2.1561,53.60971,0.39949199860903317,0.01,0.6075386746721585,0.5996599659482128,0.42274993391967114,0.2669092076340019,0.14307961726269547
290,Jersey,-2.13125,49.21444,0.01,0.01,0.01,0.01,0.01,0.01,0.84652950299682
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.01,0.3984565651930215,0.1685430227495373,0.2992839176123102,0.7305324658024531
292,Stafford,-2.12066,52.80669,0.01,0.01,0.13974132394190536,0.39846181251636836,0.16854524231326265,0.39905045993618515,0.5592668162808926
293,Macclesfield,-2.119287,53.25866,0.3970224774357954,0.01,0.5805606585623537,0.5959530757281125,0.42013664024561886,0.33157407026782604,0.1193821387302433
294,Hexham,-2.1121439,54.97266,0.394520664152087,0.01,0.18460874070058841,0.01,0.6679827071815753,0.3624331382725184,0.4164228421239366
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.01,0.07033045607489599,0.01,0.01,0.8033528552802262,0.47124789773453085
296,Dudley,-2.081112,52.51225,0.01,0.01,0.01,0.39776505008748003,0.16825051898288848,0.2987645150777472,0.728187448671888
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.01,0.5981722657300919,0.01,0.09984264357107345,0.8649612178131183
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.01,0.987795043587495,0.16713082335883342,0.29677625779225547,0.6625954448907138
299,Skipton,-2.0162787,53.96285,0.390335598415055,0.01,0.5936138219642535,0.01,0.16522415596668044,0.3585884562399327,0.18154351046785297
300,Fraserburgh,-2.007631,57.69335,0.01,0.01,0.06780101200869552,0.01,0.01,0.7744601645988262,0.43197637851999143
301,Berwick,-2.005395,55.77024,0.01,0.01,0.06815699720907534,0.01,0.01,0.7785264218524129,0.43750331616752236
302,Poole,-1.987248,50.71505,0.01,0.01,0.01,0.01,0.27079074180505475,0.01,0.9081473973619524
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.1395918053174438,0.7960711101172491,0.33672987959865797,0.2989676307450102,0.5389932821016693
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.01,0.5960127640506886,0.25210725992617966,0.01,0.8595977861452102
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.01,0.9785364385247985,0.16556430579293951,0.1959963730476919,0.7066519449792358
306,Buxton,-1.91483,53.259080000000004,0.393519226040009,0.01,0.7135429932520672,0.5906944982847099,0.416429433840411,0.3286483232623302,0.01
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.5990631953050144,0.01,0.16674091328846125,0.2960838896866301,0.2642188860083829
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.14312816425900288,0.8162384342805694,0.3452604499849413,0.30654154851058074,0.5683720811449209
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.01,0.01,0.2732196751705937,0.01,0.9218606899110671
310,Halifax,-1.8575400000000002,53.727019999999996,0.3936631381564118,0.01,0.529596462727109,0.01,0.4165817243441291,0.36164535738800935,0.1883823643673353
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.01,0.01,0.01,0.01,0.9643348352261458
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.01,0.01,0.01,0.01,0.953483512739679
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.3992958900824209,0.01,0.6773066497071979,0.01,0.4225424081946126,0.3668199810342553,0.08545042255392268
314,Peterhead,-1.784066,57.50812,0.01,0.01,0.06832986757769705,0.01,0.01,0.7805010415545475,0.4401872584984354
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.01,0.5974568500364835,0.2527180934232717,0.01,0.8631843804883713
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.6094231607434635,0.01,0.16962446566220432,0.3012042490879004,0.2795220735255323
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.27830024556125305,0.01,0.01,0.29802166703837696,0.5732258443888467
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.01,0.585677231745587,0.24773543622292743,0.01,0.8339280115863004
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.01,0.9863493228047149,0.16688621340017692,0.1975612580347175,0.7172497434948282
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.01,0.06812559013291779,0.01,0.01,0.6808967037374336,0.49268419400814256
321,Otley,-1.691786,53.90583,0.01,0.01,0.592582842249746,0.01,0.16493719709401705,0.29288100866475464,0.2546464546550839
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.01,0.3207098460979957,0.01,0.1657780912695816,0.29437419479049726,0.48373758101628295
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.13885197806748256,0.3959259100425677,0.16747258168806917,0.2973831222591538,0.6084884491895076
324,Newcastle,-1.61778,54.97825,0.01,0.01,0.3080835345268595,0.40545087638692084,0.01,0.37221236608867253,0.50250218056106
325,Durham,-1.5848520000000001,54.77525,0.01,0.01,0.3262181657152004,0.01,0.01,0.36597021868270413,0.5027064842100728
326,Ashington,-1.5659829,55.18298000000001,0.01,0.01,0.1827387147299978,0.01,0.01,0.5544500667385381,0.48057936298492193
327,Darlington,-1.559458,54.52361,0.01,0.01,0.3234933284257869,0.01,0.16721690081346707,0.29692910658670923,0.4933230100557639
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.7593168530205519,0.01,0.1717180499142218,0.4065624508715243,0.11612521793356514
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.6296222776685145,0.01,0.16875599494396637,0.33295787706956276,0.2368025177374757
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.01,0.39857992328806635,0.16859520195308342,0.19958437259643108,0.7880621941060886
331,Coventry,-1.519693,52.40682,0.01,0.01,0.01,0.8018811727688854,0.3391874762533814,0.20076640568682413,0.7198058817441373
332,Blyth,-1.510277,55.12696,0.01,0.01,0.2289222351093907,0.3916526490510627,0.01,0.45760312848440154,0.46427807844162033
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.8373916315873356,0.01,0.01,0.2989107964832058,0.12060756552752933
334,Andover,-1.4919233,51.2112,0.01,0.01,0.01,0.01,0.01,0.01,0.9557747039210894
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.01,0.01,0.5896486764033831,0.01,0.01,0.9001177230458022
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.7902017530427353,0.01,0.01,0.2322897603996076,0.19594722904284192
337,Derby,-1.4746186000000001,52.92253,0.01,0.01,0.2107004071288323,0.40053082765717735,0.16942041440580324,0.3008419127632447,0.5653937239122707
338,Sheffield,-1.470085,53.381130000000006,0.01,0.01,0.8758285065165589,0.01,0.01,0.23658561890460636,0.1530216134213914
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.13950258044397654,0.3977810534951446,0.16825728825948644,0.19918434761501402,0.671244781065877
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.45476264355331353,0.01,0.1645499176144169,0.19479553206387784,0.4198143497047406
341,South Shields,-1.427406,54.99941999999999,0.01,0.01,0.301452703058484,0.39672442356250853,0.01,0.36420130027897374,0.4783280010971541
342,Chesterfield,-1.421629,53.23505,0.01,0.01,0.6965685910430396,0.01,0.01,0.1989146810755391,0.2900307641835516
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.01,0.01,0.01,0.01,1.0
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.7043990674213525,0.01,0.1644371584266984,0.25954941392777847,0.17772232543311553
345,Sunderland,-1.383801,54.90687,0.01,0.01,0.30296373765887447,0.39871300858676234,0.01,0.36602686283205516,0.4838368157579134
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.01,1.0,0.01,0.01,0.23243554086608478,0.025429327856575618
347,Castleford,-1.345968,53.72346999999999,0.01,0.01,0.8769741220156956,0.01,0.01,0.2636125967085238,0.09592977414676396
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.45272118557403623,0.01,0.16381124273189218,0.19392108272443306,0.41514348179303323
349,Banbury,-1.339775,52.0629,0.01,0.01,0.01,0.590444094744838,0.01,0.01,0.9021692405649523
350,Stockton,-1.3289821000000002,54.57046,0.01,0.01,0.32369873138372096,0.01,0.01,0.363143772978104,0.4940303526022276
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.01,0.6418390273126239,0.01,0.01,0.9121025992192314
352,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.01,0.9690046304976002
353,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.01,0.01,0.01,0.01,0.9690046304976002
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.01,0.01,0.5912222130555294,0.01,0.01,0.9041761383986567
355,Shetland Islands,-1.2659409,60.52965,0.01,0.9812485906814503,0.06646601539090997,0.01,0.01,0.7592111045963519,0.35693717037461925
356,Rugby,-1.265032,52.37088,0.01,0.01,0.01,0.3965219544039702,0.16772470231334968,0.19855386803622407,0.7807884749212324
357,Oxford,-1.2577263,51.75202,0.01,0.01,0.01,0.6045064495447771,0.01,0.01,0.9384384158266282
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.01,0.30324654148567637,0.39908519030558903,0.01,0.3663685334171921,0.48486784037297026
359,Hartlepool,-1.212926,54.69174,0.01,0.01,0.2999187678179135,0.39470570033354657,0.01,0.3623480702250003,0.4727356970296455
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.13976761245563707,0.3985367722243089,0.16857694949759428,0.19956276519103078,0.6736992361571635
361,Mansfield,-1.198674,53.1472,0.01,0.01,0.69394912136142,0.01,0.01,0.19816665570803552,0.2866059858407435
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.01,0.3549753519311705,0.40487413222876617,0.1712575875011012,0.2027361262825105,0.5202422890386497
363,Bicester,-1.1535898999999998,51.8996,0.01,0.01,0.01,0.5858017735387824,0.01,0.01,0.8901959143447831
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.14114706086786594,0.4024701650039425,0.1702407341272176,0.10076619759744553,0.7441431016893935
365,Doncaster,-1.128462,53.522819999999996,0.01,0.01,0.9551664149461235,0.01,0.01,0.06652702118088678,0.15982406685263348
366,Worksop,-1.122745,53.3093,0.01,0.01,0.8251327243892427,0.01,0.01,0.09817831687819066,0.22213103522993358
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.01,0.01,0.01,0.01,0.9680044701837524
368,Portsmouth,-1.0879769,50.81977,0.01,0.01,0.01,0.01,0.01,0.01,0.9907868794718907
369,York,-1.0872979,53.95997,0.01,0.01,0.7976986140351968,0.01,0.1697863653848974,0.2679926608450976,0.1461799356093921
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.9364989747975473,0.01,0.01,0.2609074156748854,0.03258158263130885
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.5318737752920794,0.3791494440172066,0.1603763093663933,0.15821232163223642,0.30287795181196586
372,Towcester,-0.9896879999999999,52.13511,0.01,0.01,0.01,0.39123976100811336,0.16549038891647022,0.01,0.8742383107797042
373,Reading,-0.9781303,51.45426,0.01,0.01,0.01,0.01,0.01,0.01,0.9883960357916562
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.8172524522089674,0.01,0.01,0.09724068365103423,0.2140818794504166
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.01,0.01,0.01,0.01,0.9440165758159174
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.01,0.4005710036123821,0.16943740842101987,0.01,0.9098929040575475
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.13710861967930452,0.3909548554996193,0.16536987682106447,0.19576620644795054,0.6490743679509674
378,Aylesbury,-0.8084,51.81561,0.01,0.01,0.01,0.01,0.01,0.01,0.9749988793586545
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.41652318253164256,0.39589478040545484,0.16745941417222324,0.09911992276431868,0.49493864751199457
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.6355316045518481,0.38832220039357235,0.01,0.16203994977457353,0.2881271948763926
381,Chichester,-0.774936,50.83761,0.01,0.01,0.01,0.01,0.01,0.01,0.9600405374861823
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.01,0.7484015496113742,0.01,0.01,0.09714378362393765,0.2688457441695571
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.9846218020019449
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.01,0.01,0.01,0.01,0.9755874231981004
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.970074134573226
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.01,0.01,0.01,0.01,0.9421212233791432
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.01,0.39477962789091103,0.16698771614527036,0.01,0.8877641100024269
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.01,0.39289621986188983,0.1661910539491582,0.01,0.8805676250219319
389,Corby,-0.6842333,52.4923,0.01,0.01,0.01,0.3940296509501484,0.1666704836245128,0.01,0.8848984549203891
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.01,0.01,0.01,0.01,0.9563631132996719
391,Scunthorpe,-0.654413,53.58865,0.01,0.01,0.8302075124012994,0.01,0.01,0.09878213991272872,0.22731458198093457
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.2066328132176438,0.39279853715986723,0.16614973517238954,0.1966894091130336,0.598779348466769
393,Whitby,-0.613347,54.486340000000006,0.01,0.01,0.2958814696671468,0.3893924463293117,0.01,0.357470392164048,0.4580168234598063
394,Slough,-0.5950406,51.51054,0.01,0.01,0.01,0.01,0.01,0.09975717500725068,0.9207808158836247
395,Guildford,-0.570409,51.23622,0.01,0.01,0.01,0.01,0.01,0.01,0.9744927001594577
396,Woking,-0.5600349,51.31677,0.01,0.01,0.01,0.01,0.01,0.1003572040064374,0.9300525735214936
397,Lincoln,-0.540579,53.23069,0.01,0.01,0.4201745249872384,0.01,0.01,0.09998883186077032,0.5810169523313696
398,Bedford,-0.46677820000000003,52.13864,0.01,0.01,0.01,0.01,0.01,0.01,0.9759454950956932
399,Heathrow,-0.4542955,51.47002,0.01,0.01,0.01,0.01,0.01,0.10072004764119724,0.9356592996072267
400,Driffield,-0.443377,54.006,0.01,0.01,0.6326633405882,0.3865696351935161,0.01,0.1613086354775646,0.2840255671880461
401,Beverley,-0.435093,53.84196,0.01,0.01,0.7152082447227741,0.39471525517911626,0.01,0.16470765786673433,0.24653157586072355
402,Luton,-0.4200255,51.87867,0.01,0.01,0.01,0.01,0.01,0.0999060931787858,0.9230819266569699
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.43758700613352375,0.3940251140770794,0.01,0.16441967425570703,0.4708503245151139
404,Worthing,-0.372882,50.81787,0.01,0.01,0.01,0.01,0.01,0.01,0.9765404848576463
405,Dorking,-0.332378,51.2322,0.01,0.01,0.01,0.01,0.01,0.09940065686607814,0.9152718324795966
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.6567886430387616,0.4013106653258709,0.01,0.1674598052532079,0.31852483565673156
407,Horsham,-0.325858,51.06288,0.01,0.01,0.01,0.01,0.01,0.01,0.9566493628080727
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.01,0.01,0.01,0.01,0.09767534087927644,0.8886119348745679
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.01,0.39891880620910364,0.16873854593799717,0.0998770461691486,0.8464199101367419
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.01,0.01,0.01,0.01,0.10091119514185978,0.938612945683716
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.500750656601674,0.3894143434851271,0.01,0.16249568166814748,0.4022793886632155
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.01,0.01,0.01,0.01,0.09932445506860597,0.9140943483935116
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.9688254296277947
414,Huntingdon,-0.182552,52.33146,0.01,0.01,0.01,0.01,0.01,0.0978168390126747,0.8907983898640063
415,Hove,-0.168749,50.82793,0.01,0.01,0.01,0.01,0.01,0.01,0.9620305254021255
416,Spalding,-0.1537024,52.7901,0.29371287979886246,0.01,0.1717969566625683,0.391892830107998,0.16576663041874176,0.24529485136528187,0.5678909947742348
417,Brighton,-0.137163,50.82253,0.01,0.01,0.01,0.01,0.01,0.01,0.9996245904765438
418,London,-0.12775830000000002,51.50735,0.01,0.01,0.01,0.01,0.01,0.10426555126218892,0.9904450688326762
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.5785168774751517,0.39590329436652905,0.01,0.26432545989536055,0.30586965886371703
420,Boston,-0.026576999999999996,52.97894,0.29680757983721057,0.01,0.10416426294815911,0.01,0.01,0.24787939578991375,0.7128190370668359
421,Royston,-0.024066,52.048140000000004,0.01,0.01,0.01,0.01,0.01,0.09717463040719874,0.8808748652493671
422,Louth_Lincs,-0.007711,53.36596,0.29188247314646215,0.01,0.30730740804661266,0.01,0.01,0.24376618388551038,0.5232816978988466
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.9573051957958119
424,Chatteris,0.054012,52.4561,0.01,0.01,0.01,0.01,0.01,0.09621271470299814,0.8660111681788981
425,Uckfield,0.095913,50.966409999999996,0.01,0.01,0.01,0.01,0.01,0.09866927810193746,0.9039704342941962
426,Cambridge,0.12181700000000001,52.20534,0.01,0.01,0.01,0.01,0.01,0.10091312578284967,0.938642778300753
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.01,0.01,0.01,0.19792128298334946,0.8518373395118671
428,Wisbech,0.158797,52.66631999999999,0.2906851929699671,0.01,0.034005199867408575,0.01,0.01,0.14565977476334047,0.7964609978466772
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.01,0.01,0.01,0.0996681148359464,0.9194046418576368
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.01,0.01,0.01,0.01,0.09925543427808622,0.9130278265378337
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01,0.01,0.01,0.01,0.09894340928448093,0.9082063593727681
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.01,0.01,0.01,0.20250586868292517,0.8859463851357914
433,Skegness,0.337881,53.1464,0.2913701528792653,0.01,0.034085328471066954,0.01,0.01,0.14600300210523198,0.7998003092343269
434,Downham Market,0.385472,52.606609999999996,0.2886284961079315,0.01,0.033764601482793165,0.01,0.01,0.14462918218784757,0.7864342048050605
