index,placename,longitude,latitude,'ee,du,tha,thee,thou,ye,you
435,King's Lynn,0.4022963,52.75168000000001,0.2943754243725161,0.01,0.03443689387671999,0.01,0.01,0.147508917024176,0.814451586169165
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.01,0.01,0.01,0.09755579414943845,0.886764676980433
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.01,0.01,0.01,0.19800379633530218,0.852451233955284
438,Mildenhall,0.5156095,52.347570000000005,0.2937904519830735,0.01,0.034368462104132365,0.01,0.01,0.24535963591749205,0.7554316724859578
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.01,0.01,0.01,0.19766631371690258,0.8499403832955749
440,Braintree,0.5509269,51.88009,0.01,0.01,0.01,0.01,0.01,0.19651482424556452,0.8413733699410261
441,Gillingham,0.551438,51.38632,0.01,0.01,0.01,0.01,0.01,0.20128509634908717,0.8768639113944546
442,Hastings,0.573453,50.85426,0.01,0.01,0.01,0.01,0.01,0.19734521813791453,0.847551451236925
443,Maldon,0.6714479999999999,51.7318,0.01,0.01,0.01,0.01,0.01,0.19677571580257067,0.8433143876477391
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.01,0.01,0.01,0.19927810035829013,0.8619319802881249
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.01,0.01,0.01,0.01,0.19936849121565695,0.8626044829044888
446,Thetford,0.751657,52.412859999999995,0.2915570525328821,0.01,0.03410719253648925,0.01,0.01,0.14609665586575218,0.8007114810170808
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.01,0.01,0.01,0.19698774191473323,0.8448918493437619
448,Faversham,0.889358,51.31599,0.01,0.01,0.01,0.01,0.01,0.1965383405274401,0.8415483296830749
449,Colchester,0.891874,51.89593,0.01,0.01,0.01,0.01,0.01,0.1993882617721529,0.8627515746719292
450,New Romney,0.939473,50.98512,0.01,0.01,0.01,0.01,0.01,0.19324315413559576,0.8170323384149537
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.01,0.01,0.01,0.19896931274258284,0.8596346187461129
452,Ipswich,1.14822,52.056740000000005,0.01,0.01,0.01,0.01,0.01,0.19960322628350907,0.8643508978836318
453,Clacton,1.153035,51.78953,0.01,0.01,0.01,0.01,0.01,0.19506287358957708,0.8305709431975702
454,Folkestone,1.169456,51.0814,0.01,0.01,0.01,0.01,0.01,0.196680102246032,0.8426030284593733
455,Sheringham,1.2109589,52.944419999999994,0.28761947993333264,0.01,0.03364656383410486,0.01,0.01,0.1441235731225113,0.7815150567550492
456,Harwich,1.260297,51.93473,0.01,0.01,0.01,0.01,0.01,0.09662159059481894,0.8723291931044742
457,Norwich,1.297355,52.63089,0.3014109426797117,0.01,0.035259929284071186,0.01,0.01,0.15103435291411263,0.8487510919976209
458,Cromer,1.301866,52.93145,0.29114291103328566,0.01,0.034058745058572405,0.01,0.01,0.14588913322954547,0.7986924614994017
459,Cromer,1.301866,52.93145,0.29114291103328566,0.01,0.034058745058572405,0.01,0.01,0.14588913322954547,0.7986924614994017
460,Dover,1.3134027,51.12788,0.01,0.01,0.01,0.01,0.01,0.19585303281711455,0.8364496809741887
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.01,0.01,0.01,0.01,0.0976109028957336,0.8876162273889433
462,Margate,1.3868339,51.38965,0.01,0.01,0.01,0.01,0.01,0.19669250173875594,0.8426952799496387
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.01,0.01,0.01,0.1965829214977427,0.841880009457357
464,Great Yarmouth,1.728047,52.59823000000001,0.29446263201837086,0.01,0.03444709568093629,0.01,0.01,0.24592100830933908,0.7585801693987171
465,Lowestoft,1.7534490000000003,52.48114,0.2950609162484357,0.01,0.034517084711381936,0.01,0.01,0.24642066648363656,0.7613825377411186
466,Swaffham,0.687481,52.64747,0.2884942573127905,0.01,0.033748897837856555,0.01,0.01,0.14456191631694107,0.785779764842672
467,Dereham,0.9378270000000001,52.681619999999995,0.29791666902381214,0.01,0.0348511589822672,0.01,0.01,0.1492834033439624,0.8317158354047743
468,Ely,0.262363,52.39954,0.01,0.01,0.01,0.01,0.01,0.0977995509143048,0.8905312510118464
469,March,0.088622,52.551719999999996,0.28993001007547253,0.01,0.03391685637456893,0.01,0.01,0.14528135930573385,0.7927793358908306
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.01,0.01,0.01,0.01,0.9411261586141004
471,Banham,1.0402849,52.45125,0.2924331186232334,0.01,0.03420967729739185,0.01,0.01,0.2442260564674416,0.7490739116650028
472,Holt,1.086747,52.90936,0.29113595429323363,0.01,0.034057931238874614,0.01,0.01,0.14588564726874123,0.7986585460527292
473,Hunstanton,0.49103199999999997,52.93891,0.28621488476418966,0.01,0.033482250203364,0.01,0.01,0.14341974292778867,0.7746673849720952
474,Horncastle,-0.11245,53.20731,0.2890690654679776,0.01,0.3043453219297813,0.01,0.01,0.24141656129219266,0.5122551864390338
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.6305185234325205,0.3852591100970929,0.01,0.1607617766562366,0.280958471012914
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.4702599459544984,0.01,0.15468856045105342,0.15260131858376672,0.3399910644819699
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.4533773410017164,0.01,0.16404866399570445,0.19420214394936758,0.4166447692862634
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.4869934600452704,0.01,0.16019292719173986,0.15803141386778846,0.37417533005841036
479,Stanhope,-2.011302,54.74946,0.01,0.01,0.298726085977792,0.01,0.33258509525345153,0.29528765925833284,0.4683875085733489
480,Keswick,-3.134706,54.60128,0.3852327159403421,0.01,0.24786108134156867,0.01,0.652256816615164,0.3539006062041914,0.3367690927086912
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.4016252759560854,0.5726022042178439,0.9688192014006771,0.01,0.3091753197888484
