index,placename,longitude,latitude,after_perfective,after_perfective_with_modifier,control
142,Llandeilo,-3.9914300000000003,51.88469,0.01,0.01,0.2007559222856467
143,Motherwell,-3.9810968,55.78321,0.01,0.01,0.3735612174837906
144,Golspie,-3.976086,57.97341,0.01,0.01,0.012746715823471432
145,Airdrie,-3.9625660000000003,55.86626999999999,0.01,0.029821409577974807,0.31863410337606773
146,Swansea,-3.9436459999999998,51.62144,0.01,0.01,0.43511632789281607
147,Stirling,-3.9369029,56.116519999999994,0.01,0.01,0.3464872962260499
148,Tregaron,-3.934385,52.22,0.01,0.01,0.1448849395139924
149,Tregaron,-3.934385,52.22,0.01,0.01,0.1448849395139924
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.01,0.01,0.14711613591073922
151,Dolgellau,-3.8844,52.74215,0.01,0.01,0.10831972932203196
152,Aberfeldy,-3.866969,56.62175,0.01,0.01,0.1784987388941861
153,Machynlleth,-3.853485,52.59027,0.01,0.01,0.13875717988012815
154,Brora,-3.8525480000000005,58.012159999999994,0.01,0.01,0.09582210750490779
155,Llandudno,-3.827609,53.324059999999996,0.01,0.01,0.2469481360531435
156,Llandudno,-3.827609,53.324059999999996,0.01,0.01,0.2469481360531435
157,Aviemore,-3.823812,57.19449,0.01,0.01,0.15811018379742692
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.01,0.01,0.10324398768687738
159,Falkirk,-3.7839131,56.00188000000001,0.01,0.01,0.34721936233837025
160,Kingsbridge,-3.777493,50.28395,0.01,0.01,0.18222093050086152
161,Pitlochry,-3.729711,56.70436,0.01,0.01,0.12357473149332561
162,Colwyn Bay,-3.72764,53.29318000000001,0.01,0.01,0.22655806429284864
163,Totnes,-3.685797,50.43374,0.01,0.01,0.19022726229458503
164,Grantown-on-Spey,-3.609628,57.33041,0.01,0.01,0.10675323866468417
165,Dumfries,-3.60512,55.070859999999996,0.01,0.01,0.2627290569927153
166,Whitehaven,-3.589233,54.5497,0.01,0.01,0.2252415564125091
167,Dartmouth,-3.578807,50.35252,0.01,0.01,0.15427856825075686
168,Bridgend,-3.576945,51.504290000000005,0.01,0.01,0.3318516569743003
169,Paignton,-3.564235,50.43508,0.01,0.01,0.27825658949103677
170,Workington,-3.5427519999999997,54.64357,0.01,0.01,0.22219150965661044
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.01,0.12090265313989186
172,Exeter,-3.533899,50.71841,0.01,0.01,0.4506815595189653
173,Torquay,-3.525315,50.46192,0.01,0.01,0.2853035557043384
174,Thurso,-3.5220800000000003,58.59356999999999,0.01,0.01,0.16492803390756677
175,Livingston,-3.518068,55.90071,0.01,0.01,0.34168816384932804
176,Rhyl,-3.4916339999999995,53.319140000000004,0.01,0.01,0.2230677333083569
177,Tiverton,-3.491207,50.90205,0.01,0.01,0.20161267716859
178,Tiverton,-3.491207,50.90205,0.01,0.01,0.20161267716859
179,Minehead,-3.481152,51.20428,0.01,0.01,0.1558430082092938
180,Dunfermline,-3.452151,56.071740000000005,0.01,0.01,0.32454947798647105
181,Perth,-3.4308381000000003,56.39499,0.01,0.01,0.2116012266595354
182,Prestatyn,-3.4076129999999996,53.33651,0.01,0.01,0.18935336777847844
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.060946479282145874,0.1677106065368185
184,Braemar,-3.3979439,57.00646999999999,0.01,0.01,0.012796098418888863
185,Brecon,-3.391463,51.94895,0.01,0.027096100942020227,0.20091251455474743
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.01,0.37793283085636925
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.05238780029868154,0.14496668469902296
188,Corwen,-3.369242,52.98005,0.01,0.01,0.11093082247055339
189,Cockermouth,-3.367985,54.66326,0.01,0.01,0.16545043708590118
190,Lockerbie,-3.349008,55.122240000000005,0.01,0.01,0.23282228382111242
191,Blairgowrie,-3.3378318,56.58941,0.01,0.01,0.16396843585051074
192,Elgin,-3.318485,57.64945,0.01,0.01,0.29438164070265554
193,Newtown,-3.313106,52.51211,0.01,0.01,0.12945650951452248
194,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.18416086957568192
195,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.18416086957568192
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.01,0.18431984686737538
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.01,0.01,0.2773187639836885
198,Peebles,-3.1936419999999996,55.65306999999999,0.01,0.01,0.1781489232535871
199,Edinburgh,-3.1882669999999997,55.95325,0.01,0.013093532344224548,0.5852978315591278
200,Cardiff,-3.17909,51.48158,0.01,0.01072983478262396,0.5489583305995229
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.01,0.14117724739822632
202,Kirkcaldy,-3.158137,56.11682,0.01,0.01,0.3608678238904132
203,Welshpool,-3.146407,52.66035,0.01,0.01,0.18294208566680856
204,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.2686808717985491
205,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.2686808717985491
206,Taunton,-3.106849,51.01534,0.01,0.01,0.298935953814842
207,Wick,-3.093716,58.43894,0.01,0.01,0.15542064840838474
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.01,0.012737329639284605
209,Dalkeith,-3.066606,55.893119999999996,0.01,0.01,0.29657090738314756
210,Oswestry,-3.056412,52.85715,0.01,0.01,0.23492181632633027
211,Blackpool,-3.0356748,53.81751,0.01,0.01,0.3978711051565443
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.01,0.3885133806718893
213,Cupar,-3.010137,56.32023,0.01,0.01,0.16994200963090525
214,Southport,-3.010113,53.64571,0.01,0.01,0.32567195203666655
215,Bridgwater,-3.003632,51.12789,0.01,0.01,0.3513210165780213
216,Langholm,-2.998913,55.153059999999996,0.01,0.01,0.10619835322166102
217,Newport,-2.997664,51.58415,0.01,0.01,0.3843638318937464
218,Axminster,-2.9949369999999997,50.78273,0.01,0.01,0.19798926595370672
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.01,0.32183060893685606
220,Liverpool,-2.9915726,53.40837,0.01,0.01,0.6042210048101008
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.01,0.31339462701647336
222,Dundee,-2.9707209999999997,56.462019999999995,0.01,0.01,0.39585471625020785
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.01,0.16511782685544119
224,Ambleside,-2.961333,54.428740000000005,0.01,0.01,0.24563840056782796
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,0.01,0.17051597088292547
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.01,0.17726552458526929
227,Carlisle,-2.932931,54.892469999999996,0.01,0.01,0.37341571555753494
228,Chester,-2.893075,53.19339,0.01,0.01,0.3983533655504239
229,Forfar,-2.889062,56.64356,0.01,0.01,0.21132427840655302
230,Morecambe,-2.864968,54.074169999999995,0.01,0.01,0.23436997140436908
231,Selkirk,-2.838524,55.55066,0.01,0.01,0.2181671595884011
232,Galashiels,-2.814449,55.62373,0.01,0.01,0.2055109392418566
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.01,0.3262018348039636
234,St Andrews,-2.7967214,56.339780000000005,0.01,0.01,0.24072181176398583
235,Hawick,-2.780914,55.42706,0.01,0.01,0.181394443626394
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.1858878812758592
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.010458963242969691,0.37820944419148783
238,Penrith,-2.752708,54.6641,0.01,0.01,0.32488128032889585
239,Kendal,-2.74629,54.32801,0.01,0.01,0.2857505207799131
240,Street,-2.7429189999999997,51.12468,0.01,0.01,0.14723138336165253
241,Glastonbury,-2.718454,51.14743,0.01,0.01,0.18004868943439556
242,Hereford,-2.715974,52.0564,0.01,0.01,0.32193431250959464
243,Ludlow,-2.7139129,52.36775,0.01,0.01,0.2177833182495135
244,Preston,-2.70309,53.7632,0.01,0.01,0.4532110115882726
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.1782726047791827
246,Wells,-2.6445979,51.20935,0.01,0.01,0.2099550381459428
247,Yeovil,-2.633308,50.94206,0.01,0.01,0.274482127339569
248,Wigan,-2.6325074,53.54506,0.01,0.01,0.47966206015546015
249,Warrington,-2.5969501,53.39004,0.01,0.01,0.49762229780299627
250,Arbroath,-2.591543,56.55911,0.01,0.01,0.23250598988963278
251,Bristol,-2.58791,51.45451,0.01,0.01,0.5752564318258743
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.012796098418888863
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.2499501566729535
254,Jedburgh,-2.5549369,55.47772,0.01,0.01,0.1398082756112142
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.14773670429802885
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.14773670429802885
257,Nantwich,-2.524102,53.06718000000001,0.01,0.01,0.2348039312839816
258,Banff,-2.524038,57.666509999999995,0.01,0.01,0.15623412668231343
259,Dunbar,-2.516737,56.00209,0.01,0.01,0.2560991389942433
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.230133562853064
261,Banchory,-2.4909599,57.05386,0.01,0.01,0.19102444383677478
262,Blackburn,-2.487529,53.748580000000004,0.01,0.01,0.3649259605774327
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.14753163384485693
264,Telford,-2.4672611,52.67759,0.01,0.01,0.3311502480891219
265,Montrose,-2.4661150000000003,56.70692,0.01,0.01,0.20808191823238245
266,Turriff,-2.4623,57.53893000000001,0.01,0.01,0.1660901803238264
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.2586692047821422
268,Crewe,-2.4438209,53.1004,0.01,0.01,0.310734212407312
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.1306448535985132
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.3326472654602945
271,Alston,-2.438685,54.812169999999995,0.01,0.01,0.10100764504841588
272,Kelso,-2.432207,55.600030000000004,0.01,0.01,0.17302754443062335
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.1600513475305587
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.01,0.24197484619129167
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.012770423277698185
276,Bath,-2.3590167,51.38106,0.01,0.01,0.40480298706663176
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.2713568098091287
278,Manchester,-2.2426305,53.48076,0.01,0.01,0.7275211477767983
279,Burnley,-2.2405035,53.78929,0.01,0.01,0.33543124251989576
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.4053201309648083
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.27641285949857014
282,Worcester,-2.221575,52.19364,0.01,0.01,0.41003251839925076
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.3894811383414137
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.181726359890876
285,Alderney,-2.1973557,49.715,0.01,0.01,0.012769542579097386
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.40063624539068377
287,Colne,-2.176991,53.85564,0.01,0.01,0.23005234748892686
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.15496997516994337
289,Rochdale,-2.1561,53.60971,0.01,0.01,0.40442628296721433
290,Jersey,-2.13125,49.21444,0.01,0.01,0.012771732424266925
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.37430384648278375
292,Stafford,-2.12066,52.80669,0.01,0.01,0.3744167521364164
293,Macclesfield,-2.119287,53.25866,0.01,0.01,0.3496997163534385
294,Hexham,-2.1121439,54.97266,0.01,0.01,0.3001158277379456
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.01,0.4364054594912204
296,Dudley,-2.081112,52.51225,0.01,0.01,0.35926513503409196
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.3818213060847043
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.30625003681072227
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.22980816620387323
300,Fraserburgh,-2.007631,57.69335,0.01,0.01,0.1752113004370306
301,Berwick,-2.005395,55.77024,0.01,0.01,0.20197653033244453
302,Poole,-1.987248,50.71505,0.01,0.011379173411137228,0.32912531573884063
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.3650212796069295
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.3505343011706789
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.24225198202037163
306,Buxton,-1.91483,53.259080000000004,0.01,0.01,0.28208576952410885
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.28923581352431277
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.6454896802352825
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.015415452792735766,0.40647046301559764
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.01,0.28464457943040017
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.3052681193372793
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.010880148369917506,0.2573964542135288
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.01,0.40005395294576546
314,Peterhead,-1.784066,57.50812,0.01,0.01,0.21585577584995935
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.37121731977311095
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.4347683306179053
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.33881784054863257
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.22740520033881095
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.29548807079332673
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.01,0.19933240148935522
321,Otley,-1.691786,53.90583,0.01,0.01,0.21947478008891672
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.01,0.25032530147343196
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.321796161539234
324,Newcastle,-1.61778,54.97825,0.01,0.01,0.5580805857716649
325,Durham,-1.5848520000000001,54.77525,0.01,0.01,0.37890497580964505
326,Ashington,-1.5659829,55.18298000000001,0.01,0.01,0.23249391312578516
327,Darlington,-1.559458,54.52361,0.01,0.01,0.3101089104845469
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.5739500081886786
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.38553178779133407
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.3773124296731058
331,Coventry,-1.519693,52.40682,0.01,0.01,0.4329530889823212
332,Blyth,-1.510277,55.12696,0.01,0.01,0.24570960559409505
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.3637033819546731
334,Andover,-1.4919233,51.2112,0.01,0.01,0.267001518137579
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.01,0.269946197003181
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.3564921218855671
337,Derby,-1.4746186000000001,52.92253,0.01,0.01,0.42284396437593946
338,Sheffield,-1.470085,53.381130000000006,0.01,0.01,0.5437032224313614
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.35985474547573976
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.2065363089843362
341,South Shields,-1.427406,54.99941999999999,0.01,0.01,0.3372034653721991
342,Chesterfield,-1.421629,53.23505,0.01,0.01,0.3484563514723777
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.5136892626171765
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.20281793381970334
345,Sunderland,-1.383801,54.90687,0.01,0.01,0.3797243475856708
