index,placename,longitude,latitude,after_perfective,after_perfective_with_modifier,control
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.01,0.36179828044969514
347,Castleford,-1.345968,53.72346999999999,0.01,0.01,0.3008208042848087
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.18303657767534154
349,Banbury,-1.339775,52.0629,0.01,0.01,0.2791418455813677
350,Stockton,-1.3289821000000002,54.57046,0.01,0.01,0.3149210354206542
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.3502637937863976
352,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.32780112580841503
353,Isle of Wight,-1.304734,50.69385,0.01,0.01,0.32780112580841503
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.01,0.28836813857572074
355,Shetland Islands,-1.2659409,60.52965,0.01,0.01,0.09580828157382311
356,Rugby,-1.265032,52.37088,0.01,0.01,0.3336574579102413
357,Oxford,-1.2577263,51.75202,0.01,0.01,0.48696629522873397
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.01,0.388702293475714
359,Hartlepool,-1.212926,54.69174,0.01,0.01,0.298547442809899
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.3763523570986033
361,Mansfield,-1.198674,53.1472,0.01,0.01,0.3183340463876908
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.01,0.5404476829457614
363,Bicester,-1.1535898999999998,51.8996,0.01,0.01,0.22865787919704852
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.47206642027966633
365,Doncaster,-1.128462,53.522819999999996,0.01,0.01117348234600259,0.37673345067532527
366,Worksop,-1.122745,53.3093,0.01,0.01,0.2538035455040263
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.3228685668051304
368,Portsmouth,-1.0879769,50.81977,0.01,0.01,0.4511639261441001
369,York,-1.0872979,53.95997,0.01,0.01,0.44423577127591296
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.23212602038668484
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.096695589661265
372,Towcester,-0.9896879999999999,52.13511,0.01,0.01,0.23935621186378084
373,Reading,-0.9781303,51.45426,0.01,0.01,0.43601662916009776
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.19786072586198158
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.22070544781075963
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.42358846019478286
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.23507964133795992
378,Aylesbury,-0.8084,51.81561,0.01,0.01,0.35863026008113
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.32118594995655564
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.1968381414367371
381,Chichester,-0.774936,50.83761,0.01,0.01,0.2856312011784407
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.01,0.19264070347444992
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.01,0.4129586019494755
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.3615327126548808
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.01,0.33314131818984727
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.21382588710798053
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.29991750430683317
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.26635062977620977
389,Corby,-0.6842333,52.4923,0.01,0.01,0.28624227018554277
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.269602134611732
391,Scunthorpe,-0.654413,53.58865,0.01,0.014574975092448482,0.2954095076385194
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.2648393333254997
393,Whitby,-0.613347,54.486340000000006,0.01,0.01,0.21186505124982266
394,Slough,-0.5950406,51.51054,0.01,0.01,0.37333486335758925
395,Guildford,-0.570409,51.23622,0.01,0.01,0.35576983947850077
396,Woking,-0.5600349,51.31677,0.01,0.01,0.4303706890076711
397,Lincoln,-0.540579,53.23069,0.01,0.01,0.39499493855341145
398,Bedford,-0.46677820000000003,52.13864,0.01,0.01,0.3637033819546731
399,Heathrow,-0.4542955,51.47002,0.01368428678207922,0.01,0.4662966712868174
400,Driffield,-0.443377,54.006,0.01,0.01,0.17416211925186836
401,Beverley,-0.435093,53.84196,0.01,0.01,0.2987242436485784
402,Luton,-0.4200255,51.87867,0.01,0.01,0.3875545567016501
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.28616103868071513
404,Worthing,-0.372882,50.81787,0.01,0.01,0.36687549025753485
405,Dorking,-0.332378,51.2322,0.01,0.01,0.34375028450896716
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.44225755637955133
407,Horsham,-0.325858,51.06288,0.01,0.01,0.2708245241631674
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.01,0.2225294138766885
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.3847594532585978
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.01,0.4882068285565618
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.21217834293077475
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.01,0.3375051210342523
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.3269130061522708
414,Huntingdon,-0.182552,52.33146,0.01,0.01,0.23102111651514595
415,Hove,-0.168749,50.82793,0.01,0.01,0.2945611329222987
416,Spalding,-0.1537024,52.7901,0.01,0.01,0.2498874593077822
417,Brighton,-0.137163,50.82253,0.01,0.01,0.5109385426302252
418,London,-0.12775830000000002,51.50735,0.01,0.01,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.32135275237054206
420,Boston,-0.026576999999999996,52.97894,0.01,0.01363924476917542,0.3235092992615685
421,Royston,-0.024066,52.048140000000004,0.01,0.01,0.1942917084928002
422,Louth_Lincs,-0.007711,53.36596,0.01,0.01,0.21256536016268682
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.27360035589749665
424,Chatteris,0.054012,52.4561,0.01,0.01,0.14723138336165253
425,Uckfield,0.095913,50.966409999999996,0.01,0.01,0.2867866088011003
426,Cambridge,0.12181700000000001,52.20534,0.01,0.01,0.488419138689851
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.30891405451944304
428,Wisbech,0.158797,52.66631999999999,0.01,0.01,0.190659785881452
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.3661571176926519
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.01,0.33105975796461407
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01,0.3074199375744615
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.5265229601161221
433,Skegness,0.337881,53.1464,0.01,0.01,0.20294458385222788
434,Downham Market,0.385472,52.606609999999996,0.01,0.01,0.15660900497317562
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.01,0.2644735071442462
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.2152294641062704
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.31205707016977147
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.01,0.2513726343471819
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.2993579084564743
440,Braintree,0.5509269,51.88009,0.01,0.01,0.2590058092524633
441,Gillingham,0.551438,51.38632,0.01,0.01,0.4594061371697807
442,Hastings,0.573453,50.85426,0.01,0.01,0.28721750476971036
443,Maldon,0.6714479999999999,51.7318,0.01,0.01,0.26775970613220323
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.36353907938185465
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.01,0.36741820199567615
446,Thetford,0.751657,52.412859999999995,0.01,0.01,0.2064089706486946
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.2750382301644594
448,Faversham,0.889358,51.31599,0.01,0.01,0.2597858501988267
449,Colchester,0.891874,51.89593,0.01,0.01,0.3680858134946265
450,New Romney,0.939473,50.98512,0.01,0.01,0.16615382375786128
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.3505937282784046
452,Ipswich,1.14822,52.056740000000005,0.01,0.01,0.37780792195264506
453,Clacton,1.153035,51.78953,0.01,0.01,0.2140005763409915
454,Folkestone,1.169456,51.0814,0.01,0.01,0.26441416341247714
455,Sheringham,1.2109589,52.944419999999994,0.01,0.01,0.1415139158839572
456,Harwich,1.260297,51.93473,0.01,0.01,0.1660448271052033
457,Norwich,1.297355,52.63089,0.01,0.01,0.4643420382428318
458,Cromer,1.301866,52.93145,0.01,0.01,0.19888212506921757
459,Cromer,1.301866,52.93145,0.01,0.01,0.19888212506921757
460,Dover,1.3134027,51.12788,0.01,0.01,0.23768816008558066
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.01,0.21860940689063965
462,Margate,1.3868339,51.38965,0.01,0.01,0.26485253192991204
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.2611784538839929
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.01,0.26644030377393507
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.01,0.2802358167095123
466,Swaffham,0.687481,52.64747,0.01,0.01,0.15454239778022125
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.01,0.3539081854414794
468,Ely,0.262363,52.39954,0.01,0.01,0.22997104307282532
469,March,0.088622,52.551719999999996,0.01,0.01,0.17762041930852784
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.21027705123477478
471,Banham,1.0402849,52.45125,0.01,0.01,0.22342440169398775
472,Holt,1.086747,52.90936,0.01,0.01,0.1987553078861554
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.01,0.12210832873857687
474,Horncastle,-0.11245,53.20731,0.01,0.01,0.16341617240847553
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.1583565180535431
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.012647426974009047
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.19037176063040356
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.09311792266976605
479,Stanhope,-2.011302,54.74946,0.01,0.01,0.27058146148853285
480,Keswick,-3.134706,54.60128,0.01,0.01,0.16123160653251997
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.12036011256481369
