index,placename,longitude,latitude,FATHER=BATH≠TRAP,FATHER=CLOTH≠LOT,FATHER=DRESS,FATHER=FACE,FATHER=KIT,FATHER=LOT,"FATHER=PALM≠BATH,TRAP",FATHER=SQUARE,FATHER=TRAP
365,Doncaster,-1.128462,53.522819999999996,0.04041506893419185,0.01,0.01,0.16343458739384703,0.01,0.01,0.35566918926652596,0.01,0.351106029057473
366,Worksop,-1.122745,53.3093,0.01458934543712366,0.01,0.01,0.23599154277542364,0.01,0.01,0.3209805626201088,0.01,0.15209397422383916
367,Basingstoke,-1.0923964,51.26654,0.4522348435949376,0.01,0.01,0.01,0.3696446468595214,0.01,0.05852724271679611,0.01,0.01
368,Portsmouth,-1.0879769,50.81977,0.5014152411907966,0.01,0.01,0.01,0.01,0.01,0.20057545875367513,0.01,0.01
369,York,-1.0872979,53.95997,0.022494938880033816,0.01,0.01,0.01,0.01,0.01,0.5196573873257649,0.01,0.3126797994877513
370,Selby,-1.067189,53.783519999999996,0.013163011593145047,0.01,0.01,0.01,0.01,0.01,0.31855977497201654,0.01,0.16009520053116671
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.01,0.01,0.01,0.01,0.19382597155250117,0.01,0.06872592385699011
372,Towcester,-0.9896879999999999,52.13511,0.2357882771156564,0.01,0.01,0.01,0.01,0.01,0.17786002899646688,0.21482793766660596,0.01
373,Reading,-0.9781303,51.45426,0.5264166873502913,0.01,0.01,0.1851111040414747,0.47704834065464846,0.01,0.11329930972505263,0.01,0.01
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.01,0.19478022332049985,0.01,0.01,0.2781739477442734,0.01,0.1255337285252364
375,Petersfield,-0.93899,51.00759,0.3098252093653437,0.01,0.01,0.01,0.2635793082094129,0.01,0.0695558446063385,0.01,0.01
376,Northampton,-0.9026559999999999,52.24048,0.37779193385515264,0.01,0.01,0.01,0.01,0.01,0.2849763573154632,0.3442082151411259,0.01
377,Melton Mowbray,-0.887126,52.7664,0.09959050914245421,0.01,0.01,0.01,0.01,0.01,0.3130133463559235,0.01,0.024719799060107524
378,Aylesbury,-0.8084,51.81561,0.4398709178924192,0.01,0.01,0.01,0.01,0.01,0.13383931408370653,0.01,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.03572679226726884,0.01,0.01,0.28895132651287797,0.01,0.01,0.4454148027253106,0.01,0.06207532417237827
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.01,0.01,0.01,0.01,0.31264241572409396,0.01,0.11085531358577247
381,Chichester,-0.774936,50.83761,0.35659683329110414,0.01,0.01,0.06269751277363614,0.01,0.01,0.1023325613407465,0.01,0.013469290102656517
382,Gainsborough,-0.774465,53.400569999999995,0.01,0.01,0.01,0.09546739971374668,0.01,0.01,0.28566699371776294,0.01,0.12305539300242611
383,Milton Keynes,-0.7594171,52.040620000000004,0.4116382838193405,0.01,0.01,0.01,0.01,0.01,0.23221704431942192,0.3365795642957035,0.01
384,Aldershot,-0.7557509,51.24837,0.438900658344974,0.01,0.01,0.15776634841913276,0.4065783903899555,0.01,0.10729183176222076,0.01,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.45506352396464295,0.01,0.01,0.14721859707613172,0.01,0.01,0.060071190177755675,0.01,0.01
386,Midhurst,-0.737274,50.9869,0.2715473615479414,0.01,0.01,0.04991413817038924,0.01,0.01,0.09504601046655209,0.01,0.010723041114379812
387,Kettering,-0.7302489999999999,52.39632,0.27224688078346554,0.01,0.01,0.01,0.01,0.01,0.22385788294824588,0.2630785031011194,0.01
388,Wellingborough,-0.693964,52.30242,0.27123966708649994,0.01,0.01,0.01,0.01,0.01,0.1774136826612788,0.2337696185959705,0.01
389,Corby,-0.6842333,52.4923,0.26624762849312994,0.01,0.01,0.01,0.01,0.01,0.21051185649149545,0.26532135500302667,0.01
390,Bognor Regis,-0.673061,50.783,0.3403666160989105,0.01,0.01,0.05984388605930199,0.01,0.01,0.09767497736540608,0.01,0.012856246229627168
391,Scunthorpe,-0.654413,53.58865,0.01,0.01,0.01,0.06556459668057747,0.01,0.01,0.4280484345260036,0.01,0.140852224454779
392,Grantham,-0.643582,52.912519999999994,0.07815466935312465,0.01,0.01,0.126419940343056,0.01,0.01,0.3610914180622876,0.01,0.027158760533283564
393,Whitby,-0.613347,54.486340000000006,0.02451347793172026,0.01,0.01,0.01,0.01,0.01,0.26966082749932957,0.01,0.17036872728537586
394,Slough,-0.5950406,51.51054,0.4315642285127559,0.01,0.01,0.16234452248809747,0.01,0.01,0.14352689329872112,0.01,0.01
395,Guildford,-0.570409,51.23622,0.3440910409361121,0.01,0.01,0.2256438746984712,0.01,0.01,0.17391358386921651,0.01,0.04847500525430695
396,Woking,-0.5600349,51.31677,0.4484621616685103,0.01,0.01,0.17693045648820077,0.01,0.01,0.20455204112434555,0.01,0.01
397,Lincoln,-0.540579,53.23069,0.043553592884465746,0.01,0.01,0.3522529579382305,0.01,0.01,0.5509786687352364,0.01,0.037837202895995695
398,Bedford,-0.46677820000000003,52.13864,0.40723687602825476,0.01,0.01,0.01,0.01,0.01,0.16669077952731565,0.30200576387216704,0.01
399,Heathrow,-0.4542955,51.47002,0.47027222741151625,0.01,0.01,0.19017349358220476,0.01,0.01,0.2069294369484485,0.01,0.040854910346078355
400,Driffield,-0.443377,54.006,0.01,0.01,0.01,0.01,0.01,0.01,0.28560003044536714,0.01,0.10126674866492669
401,Beverley,-0.435093,53.84196,0.01,0.01,0.01,0.01,0.01,0.01,0.45108234128333996,0.01,0.12573036631243717
402,Luton,-0.4200255,51.87867,0.3798341485612399,0.01,0.01,0.01,0.01,0.01,0.24190566962059132,0.01,0.01
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.01,0.01,0.01,0.01,0.4184866120653235,0.01,0.1483850631863377
404,Worthing,-0.372882,50.81787,0.4675315724604393,0.01,0.01,0.07716947156955438,0.01,0.01,0.09446486790714882,0.01,0.016578297186871826
405,Dorking,-0.332378,51.2322,0.4107838826983917,0.01,0.01,0.07068807967907383,0.01,0.01,0.10575993092649934,0.01,0.045557700004553364
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.628335547620386,0.01,0.17513622533898715
407,Horsham,-0.325858,51.06288,0.3341781626812167,0.01,0.01,0.060061505935342936,0.01,0.01,0.08986098613759053,0.01,0.03870898460848973
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.2799769468426664,0.01,0.01,0.01,0.01,0.01,0.11199600638396363,0.01,0.01
409,Peterborough,-0.2405299,52.5695,0.3939577359919491,0.01,0.01,0.17222990440722202,0.01,0.01,0.18740485816891572,0.3395348380313359,0.01
410,Welwyn Garden City,-0.208661,51.80317,0.41518036147492976,0.01,0.01,0.01,0.01,0.01,0.3492562426919258,0.01,0.01
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.01,0.01,0.01,0.01,0.3172080173214198,0.01,0.13858035831981624
412,Stevenage,-0.19661199999999998,51.90376,0.3379701174173075,0.01,0.01,0.01,0.01,0.01,0.21524364745841734,0.01,0.01
413,Crawley,-0.18722750000000002,51.109140000000004,0.3352566786968064,0.01,0.01,0.06778726244753212,0.01,0.01,0.165959799359731,0.01,0.04368815478840657
414,Huntingdon,-0.182552,52.33146,0.30785146896986004,0.01,0.01,0.01,0.01,0.01,0.08646444736410254,0.20887187541256882,0.01
415,Hove,-0.168749,50.82793,0.373633115348428,0.01,0.01,0.06429514335631477,0.01,0.01,0.07870511616437836,0.01,0.04143751768827537
416,Spalding,-0.1537024,52.7901,0.1716452898138986,0.01,0.01,0.12071596325376414,0.01,0.01,0.22986615474199848,0.23798001382067072,0.02593337672567348
417,Brighton,-0.137163,50.82253,0.5720879310453091,0.01,0.01,0.10282078993531796,0.01,0.01,0.15383526328794103,0.01,0.06626687614732138
418,London,-0.12775830000000002,51.50735,1.0,0.01,0.01,0.01,0.01,0.01,0.3000140028921811,0.01,0.23693189557015404
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.01,0.13811391209346607,0.01,0.01,0.4790269044601943,0.01,0.10384839865753455
420,Boston,-0.026576999999999996,52.97894,0.18406616907377604,0.01,0.01,0.14886912263900007,0.01,0.01,0.3239715706942462,0.01,0.03198151210624824
421,Royston,-0.024066,52.048140000000004,0.24114492607654073,0.01,0.01,0.01,0.01,0.01,0.11368791268988869,0.01,0.01
422,Louth_Lincs,-0.007711,53.36596,0.039514439902575776,0.01,0.01,0.10652835553037608,0.01,0.01,0.3187646820250693,0.01,0.04577090742106191
423,Lewes,0.00878,50.873870000000004,0.30701537484286073,0.01,0.01,0.06056293784893109,0.01,0.01,0.12356073387586576,0.01,0.039032152000366055
424,Chatteris,0.054012,52.4561,0.2216036112835618,0.01,0.01,0.01,0.01,0.01,0.06139527307862689,0.15703657468188284,0.01
425,Uckfield,0.095913,50.966409999999996,0.32723458195376276,0.01,0.01,0.06301451050383317,0.01,0.01,0.1199916104821184,0.01,0.04061216380139146
426,Cambridge,0.12181700000000001,52.20534,0.5619295802773185,0.01,0.01,0.01,0.01,0.01,0.18813302557727865,0.01,0.01
427,Bishop's Stortford,0.15365020000000001,51.87216,0.3471134412450421,0.01,0.01,0.01,0.01,0.01,0.163646829497161,0.01,0.01
428,Wisbech,0.158797,52.66631999999999,0.23657400814135954,0.01,0.01,0.09812125092034515,0.01,0.01,0.09342076242278266,0.1934366923870536,0.01
429,Sevenoaks,0.190898,51.27241,0.4426867925206666,0.01,0.01,0.01,0.01,0.01,0.10145378862245963,0.01,0.06409738267275016
430,Tunbridge Wells,0.26369499999999996,51.13238,0.3904578476032058,0.01,0.01,0.0686510169330106,0.01,0.01,0.11204965634048178,0.01,0.04424483517788198
431,Eastbourne,0.29047199999999995,50.768029999999996,0.38708483616911576,0.01,0.01,0.06660992832324336,0.01,0.01,0.09965840437175336,0.01,0.014309793301404828
432,Brentwood,0.30717490000000003,51.620470000000005,0.7185999057592771,0.01,0.01,0.01,0.01,0.01,0.07186334058645345,0.01,0.01
433,Skegness,0.337881,53.1464,0.08901711041988956,0.01,0.01,0.10285042990453545,0.01,0.01,0.2657920606809756,0.01,0.022095329177838637
434,Downham Market,0.385472,52.606609999999996,0.23132453515255408,0.01,0.01,0.08315145188400136,0.01,0.01,0.058433591250482766,0.01,0.01
435,King's Lynn,0.4022963,52.75168000000001,0.30446672615582143,0.01,0.01,0.12628038163930685,0.01,0.01,0.11164301046063216,0.01,0.02712877917587133
436,Bexhill,0.4662071,50.849909999999994,0.27320266709648217,0.01,0.01,0.05021840608664917,0.01,0.01,0.081964624974046,0.01,0.03236521425825768
437,Chelmsford,0.4685497,51.73559,0.44169084751017934,0.01,0.01,0.01,0.01,0.01,0.06417317613106159,0.01,0.01
438,Mildenhall,0.5156095,52.347570000000005,0.32910342365613154,0.01,0.01,0.01,0.01,0.01,0.10013614152029221,0.01,0.01
439,Medway,0.5417860999999999,51.404740000000004,0.4349298486622475,0.01,0.01,0.01,0.01,0.01,0.053160573088658666,0.01,0.01
440,Braintree,0.5509269,51.88009,0.3583014276796984,0.01,0.01,0.01,0.01,0.01,0.07882999419192466,0.01,0.01
441,Gillingham,0.551438,51.38632,0.6251703130595029,0.01,0.01,0.01,0.01,0.01,0.07641327037562809,0.01,0.01
442,Hastings,0.573453,50.85426,0.3820325981249197,0.01,0.01,0.01,0.01,0.01,0.09434306193654218,0.01,0.01
443,Maldon,0.6714479999999999,51.7318,0.3900120955018129,0.01,0.01,0.01,0.01,0.01,0.05666478044308002,0.01,0.01
444,Southend,0.7077123000000001,51.54593,0.511631696466277,0.01,0.01,0.01,0.01,0.01,0.06253568081870492,0.01,0.01
445,Bury St Edmunds,0.7104931999999999,52.24292,0.4493662909389437,0.01,0.01,0.15465475645385302,0.01,0.01,0.11569331409784975,0.01,0.01
446,Thetford,0.751657,52.412859999999995,0.2825204409035132,0.01,0.01,0.09723277171029426,0.01,0.01,0.07273737876558752,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.388910341240672,0.01,0.01,0.01,0.01,0.01,0.06845141142334887,0.01,0.01
448,Faversham,0.889358,51.31599,0.3566829759659719,0.01,0.01,0.01,0.01,0.01,0.08174366104339363,0.01,0.01
449,Colchester,0.891874,51.89593,0.4981581976808905,0.01,0.01,0.01,0.01,0.01,0.08430762635740023,0.01,0.01
450,New Romney,0.939473,50.98512,0.25434255852402904,0.01,0.01,0.01,0.01,0.01,0.05828955485355493,0.01,0.01
451,Canterbury,1.0789089,51.280229999999996,0.4370944347862194,0.01,0.01,0.01,0.01,0.01,0.1254329500661634,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.420912460310758,0.01,0.01,0.1583375684989639,0.01,0.01,0.16152045661641096,0.01,0.01
453,Clacton,1.153035,51.78953,0.3067814119051969,0.01,0.01,0.01,0.01,0.01,0.07030735257626808,0.01,0.01
454,Folkestone,1.169456,51.0814,0.361863845448433,0.01,0.01,0.01,0.01,0.01,0.082930999008536,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.1923517848566759,0.01,0.01,0.14816225489493545,0.01,0.01,0.06045623898824774,0.01,0.015914824499428763
456,Harwich,1.260297,51.93473,0.23961368158642246,0.01,0.01,0.08425863680202071,0.01,0.01,0.0630317577485773,0.01,0.01
457,Norwich,1.297355,52.63089,0.5141785752864757,0.01,0.01,0.18902617602217833,0.01,0.01,0.17997089704635982,0.01,0.01
458,Cromer,1.301866,52.93145,0.25707395093206004,0.01,0.01,0.09450744981454418,0.01,0.01,0.07712578432223484,0.01,0.020303004990233815
459,Cromer,1.301866,52.93145,0.25707395093206004,0.01,0.01,0.09450744981454418,0.01,0.01,0.07712578432223484,0.01,0.020303004990233815
460,Dover,1.3134027,51.12788,0.3187566845726264,0.01,0.01,0.01,0.01,0.01,0.09147357668557211,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.27933747279387783,0.01,0.01,0.10508032324651677,0.01,0.01,0.0929002846000159,0.01,0.01
462,Margate,1.3868339,51.38965,0.36232038542218464,0.01,0.01,0.01,0.01,0.01,0.08303562763222078,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.34337524313059015,0.01,0.01,0.01,0.01,0.01,0.09853836218853167,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.32250575172747803,0.01,0.01,0.11856197812255807,0.01,0.01,0.11288227909664807,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.3206003712921627,0.01,0.01,0.12347396010304983,0.01,0.01,0.13435309285557628,0.01,0.01
466,Swaffham,0.687481,52.64747,0.2238629812128578,0.01,0.01,0.078720001933444,0.01,0.01,0.06424193968706969,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.4072206022311123,0.01,0.01,0.14970548548100962,0.01,0.01,0.1425338600280256,0.01,0.01
468,Ely,0.262363,52.39954,0.3204122962760445,0.01,0.01,0.01,0.01,0.01,0.07832665952402977,0.01,0.01
469,March,0.088622,52.551719999999996,0.23609755593138018,0.01,0.01,0.0931468745911503,0.01,0.01,0.07601544112249188,0.1836301836564521,0.01
470,St Neots,-0.26510300000000003,52.23008,0.27420363989424046,0.01,0.01,0.01,0.01,0.01,0.09384295636142925,0.1943109583554113,0.01
471,Banham,1.0402849,52.45125,0.2808437651272712,0.01,0.01,0.10324588680518522,0.01,0.01,0.09829990351439993,0.01,0.01
472,Holt,1.086747,52.90936,0.24527152980100933,0.01,0.01,0.1889245942995816,0.01,0.01,0.07708893491012653,0.01,0.02029330455341496
473,Hunstanton,0.49103199999999997,52.93891,0.1379272984586837,0.01,0.01,0.07196961664913665,0.01,0.01,0.10278287927804508,0.01,0.015461212676908864
474,Horncastle,-0.11245,53.20731,0.04340767921789092,0.01,0.01,0.08776821039979203,0.01,0.01,0.26262872021920447,0.01,0.018855220167122398
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.01,0.01,0.01,0.01,0.2995218103173612,0.01,0.04300785367522327
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.08645459023099546,0.01,0.030345030142611872
477,Reeth,-1.9428115000000001,54.38946,0.028276299932473437,0.01,0.01,0.01,0.01,0.01,0.2426219838761434,0.01,0.15721629313699792
478,Aysgarth,-1.9967433999999997,54.29159,0.017572573481734993,0.01,0.01,0.01,0.01,0.01,0.1662443095257418,0.01,0.07327766103785993
479,Stanhope,-2.011302,54.74946,0.05194581927223242,0.01,0.01,0.01,0.01,0.01,0.26938873907560756,0.01,0.2578739725018357
480,Keswick,-3.134706,54.60128,0.03569166451755412,0.01,0.01,0.01,0.42509830142895244,0.01,0.21314016755398318,0.01,0.10631020864849777
481,Oxenholme,-2.7243327999999996,54.30134,0.017045526909994273,0.01,0.01,0.01,0.01,0.01,0.21094823020742576,0.01,0.06663737673886197
