placename,you,you all,you folks,you guys,you lot,you two,you'ns,yous,yous'ns,longitude,latitude
Midhurst,0.29559748,0.000000000,0.00000000,0.43710692,0.20754717,0.000000000,0.00000000,0.059748428,0.0000000, -0.7372740,50.98690
Kettering,0.22500000,0.020000000,0.00000000,0.46500000,0.15500000,0.000000000,0.00000000,0.135000000,0.0000000, -0.7302490,52.39632
Wellingborough,0.20192308,0.000000000,0.00000000,0.52884615,0.15384615,0.000000000,0.00000000,0.115384615,0.0000000, -0.6939640,52.30242
Corby,0.24500000,0.020000000,0.00000000,0.45166667,0.17166667,0.000000000,0.00000000,0.111666667,0.0000000, -0.6842333,52.49230
Bognor Regis,0.24537037,0.000000000,0.00000000,0.45216049,0.23456790,0.004629630,0.00000000,0.063271605,0.0000000, -0.6730610,50.78300
Scunthorpe,0.22596154,0.000000000,0.00000000,0.32211538,0.37019231,0.000000000,0.00000000,0.081730769,0.0000000, -0.6544130,53.58865
Grantham,0.23237179,0.038461538,0.00000000,0.43750000,0.23237179,0.000000000,0.00000000,0.059294872,0.0000000, -0.6435820,52.91252
Whitby,0.13461538,0.019230769,0.00000000,0.18269231,0.32692308,0.000000000,0.00000000,0.336538462,0.0000000, -0.6133470,54.48634
Slough,0.18954248,0.000000000,0.00000000,0.43137255,0.33986928,0.000000000,0.00000000,0.039215686,0.0000000, -0.5950406,51.51054
Guildford,0.22839506,0.000000000,0.00000000,0.50308642,0.24691358,0.000000000,0.00000000,0.021604938,0.0000000, -0.5704090,51.23622
Woking,0.17924528,0.000000000,0.00000000,0.57861635,0.22955975,0.000000000,0.00000000,0.012578616,0.0000000, -0.5600349,51.31677
Lincoln,0.30166667,0.020000000,0.00000000,0.33833333,0.25500000,0.000000000,0.00000000,0.085000000,0.0000000, -0.5405790,53.23069
Bedford,0.25943396,0.009433962,0.00000000,0.47012579,0.17767296,0.000000000,0.00000000,0.083333333,0.0000000, -0.4667782,52.13864
Heathrow,0.17295597,0.000000000,0.00000000,0.54716981,0.24213836,0.000000000,0.00000000,0.037735849,0.0000000, -0.4542955,51.47002
Driffield,0.08333333,0.018518519,0.00000000,0.40740741,0.42592593,0.000000000,0.00000000,0.064814815,0.0000000, -0.4433770,54.00600
Beverley,0.10909091,0.018181818,0.00000000,0.43636364,0.33636364,0.000000000,0.00000000,0.100000000,0.0000000, -0.4350930,53.84196
Luton,0.27358491,0.009433962,0.00000000,0.39937107,0.25786164,0.000000000,0.00000000,0.059748428,0.0000000, -0.4200255,51.87867
Scarborough,0.09090909,0.018181818,0.00000000,0.30909091,0.40000000,0.000000000,0.00000000,0.181818182,0.0000000, -0.3997520,54.28311
Worthing,0.27121212,0.000000000,0.00000000,0.40151515,0.26666667,0.004545455,0.00000000,0.056060606,0.0000000, -0.3728820,50.81787
Dorking,0.20987654,0.000000000,0.00000000,0.53703704,0.21604938,0.000000000,0.00000000,0.037037037,0.0000000, -0.3323780,51.23220
Hull,0.17129630,0.018518519,0.00000000,0.36574074,0.34722222,0.000000000,0.00000000,0.097222222,0.0000000, -0.3274198,53.76762
Horsham,0.21279762,0.000000000,0.00000000,0.44196429,0.29166667,0.004464286,0.00000000,0.049107143,0.0000000, -0.3258580,51.06288
Biggleswade,0.29874214,0.009433962,0.00000000,0.38993711,0.20440252,0.000000000,0.00000000,0.097484277,0.0000000, -0.2642200,52.08694
Peterborough,0.36858974,0.000000000,0.00000000,0.38141026,0.11858974,0.000000000,0.00000000,0.131410256,0.0000000, -0.2405299,52.56950
Welwyn Garden City,0.26080247,0.000000000,0.00000000,0.40895062,0.25462963,0.000000000,0.00000000,0.075617284,0.0000000, -0.2086610,51.80317
Bridlington,0.06481481,0.018518519,0.00000000,0.39506173,0.43209877,0.000000000,0.00000000,0.089506173,0.0000000, -0.1988020,54.08535
Stevenage,0.33490566,0.009433962,0.00000000,0.38522013,0.20597484,0.000000000,0.00000000,0.064465409,0.0000000, -0.1966120,51.90376
Crawley,0.20597484,0.000000000,0.00000000,0.41981132,0.32704403,0.004716981,0.00000000,0.042452830,0.0000000, -0.1872275,51.10914
Huntingdon,0.35220126,0.000000000,0.00000000,0.40251572,0.15408805,0.000000000,0.00000000,0.091194969,0.0000000, -0.1825520,52.33146
Hove,0.23484848,0.000000000,0.00000000,0.38333333,0.28484848,0.004545455,0.00000000,0.092424242,0.0000000, -0.1687490,50.82793
Spalding,0.32051282,0.019230769,0.00000000,0.37820513,0.17307692,0.000000000,0.00000000,0.108974359,0.0000000, -0.1537024,52.79010
Brighton,0.25303030,0.000000000,0.00000000,0.37424242,0.28484848,0.004545455,0.00000000,0.083333333,0.0000000, -0.1371630,50.82253
London,0.13461538,0.000000000,0.00000000,0.51602564,0.27564103,0.000000000,0.00000000,0.073717949,0.0000000, -0.1277583,51.50735
Grimsby,0.17138365,0.018867925,0.00000000,0.33490566,0.38836478,0.000000000,0.00000000,0.086477987,0.0000000, -0.0807840,53.56747
Boston,0.30228758,0.000000000,0.00000000,0.45588235,0.17156863,0.000000000,0.00000000,0.070261438,0.0000000, -0.0265770,52.97894
Royston,0.32716049,0.000000000,0.00000000,0.38888889,0.18209877,0.000000000,0.00000000,0.101851852,0.0000000, -0.0240660,52.04814
Louth_Lincs,0.21314103,0.000000000,0.00000000,0.33173077,0.35737179,0.000000000,0.00000000,0.097756410,0.0000000, -0.0077110,53.36596
Lewes,0.26515152,0.000000000,0.00000000,0.41666667,0.24242424,0.004545455,0.00000000,0.071212121,0.0000000,  0.0087800,50.87387
Chatteris,0.41826923,0.000000000,0.00000000,0.37339744,0.11378205,0.000000000,0.00000000,0.094551282,0.0000000,  0.0540120,52.45610
Uckfield,0.28333333,0.000000000,0.00000000,0.39848485,0.24242424,0.004545455,0.00000000,0.071212121,0.0000000,  0.0959130,50.96641
Cambridge,0.38993711,0.000000000,0.00000000,0.33333333,0.17924528,0.000000000,0.00000000,0.097484277,0.0000000,  0.1218170,52.20534
Bishop's Stortford,0.36858974,0.000000000,0.00000000,0.43269231,0.16987179,0.000000000,0.00000000,0.028846154,0.0000000,  0.1536502,51.87216
Wisbech,0.46153846,0.000000000,0.00000000,0.34935897,0.08974359,0.000000000,0.00000000,0.099358974,0.0000000,  0.1587970,52.66632
Sevenoaks,0.27083333,0.000000000,0.00000000,0.29647436,0.36698718,0.000000000,0.00000000,0.065705128,0.0000000,  0.1908980,51.27241
Tunbridge Wells,0.28846154,0.000000000,0.00000000,0.32371795,0.30929487,0.004807692,0.00000000,0.073717949,0.0000000,  0.2636950,51.13238
Eastbourne,0.28858025,0.000000000,0.00000000,0.36882716,0.26543210,0.004629630,0.00000000,0.072530864,0.0000000,  0.2904720,50.76803
Brentwood,0.26190476,0.000000000,0.00000000,0.38435374,0.31632653,0.000000000,0.00000000,0.037414966,0.0000000,  0.3071749,51.62047
Skegness,0.28267974,0.000000000,0.00000000,0.42320261,0.22712418,0.000000000,0.00000000,0.066993464,0.0000000,  0.3378810,53.14640
Downham Market,0.45352564,0.000000000,0.00000000,0.37339744,0.08814103,0.000000000,0.00000000,0.084935897,0.0000000,  0.3854720,52.60661
King's Lynn,0.47275641,0.000000000,0.00000000,0.37339744,0.08814103,0.000000000,0.00000000,0.065705128,0.0000000,  0.4022963,52.75168
Bexhill,0.27469136,0.000000000,0.00000000,0.35493827,0.27006173,0.004629630,0.00000000,0.095679012,0.0000000,  0.4662071,50.84991
Chelmsford,0.28231293,0.000000000,0.00000000,0.40476190,0.27551020,0.000000000,0.00000000,0.037414966,0.0000000,  0.4685497,51.73559
Mildenhall,0.46314103,0.000000000,0.00000000,0.37339744,0.09775641,0.000000000,0.00000000,0.065705128,0.0000000,  0.5156095,52.34757
Medway,0.20673077,0.000000000,0.00000000,0.32852564,0.38621795,0.000000000,0.00000000,0.078525641,0.0000000,  0.5417861,51.40474
Braintree,0.40544872,0.000000000,0.00000000,0.30929487,0.24519231,0.000000000,0.00000000,0.040064103,0.0000000,  0.5509269,51.88009
Gillingham,0.20283019,0.000000000,0.00000000,0.34119497,0.39779874,0.000000000,0.00000000,0.058176101,0.0000000,  0.5514380,51.38632
Hastings,0.24213836,0.000000000,0.00000000,0.41194969,0.26886792,0.004716981,0.00000000,0.072327044,0.0000000,  0.5734530,50.85426
Maldon,0.28166667,0.000000000,0.00000000,0.36166667,0.29500000,0.000000000,0.00000000,0.061666667,0.0000000,  0.6714480,51.73180
Southend,0.21732026,0.000000000,0.00000000,0.43300654,0.30882353,0.000000000,0.00000000,0.040849673,0.0000000,  0.7077123,51.54593
Bury St Edmunds,0.41185897,0.000000000,0.00000000,0.39903846,0.11698718,0.000000000,0.00000000,0.072115385,0.0000000,  0.7104932,52.24292
Thetford,0.44391026,0.000000000,0.00000000,0.39262821,0.09775641,0.000000000,0.00000000,0.065705128,0.0000000,  0.7516570,52.41286
Ashford,0.22169811,0.000000000,0.00000000,0.37264151,0.33490566,0.000000000,0.00000000,0.070754717,0.0000000,  0.8750190,51.14647
Faversham,0.18396226,0.000000000,0.00000000,0.42924528,0.31603774,0.000000000,0.00000000,0.070754717,0.0000000,  0.8893580,51.31599
Colchester,0.28044872,0.000000000,0.00000000,0.38621795,0.27403846,0.000000000,0.00000000,0.059294872,0.0000000,  0.8918740,51.89593
New Romney,0.24074074,0.000000000,0.00000000,0.37962963,0.31018519,0.004629630,0.00000000,0.064814815,0.0000000,  0.9394730,50.98512
Canterbury,0.20283019,0.000000000,0.00000000,0.41037736,0.31603774,0.000000000,0.00000000,0.070754717,0.0000000,  1.0789089,51.28023
Ipswich,0.33493590,0.000000000,0.00000000,0.39903846,0.19391026,0.000000000,0.00000000,0.072115385,0.0000000,  1.1482200,52.05674
Clacton,0.25801282,0.000000000,0.00000000,0.40224359,0.28365385,0.000000000,0.00000000,0.056089744,0.0000000,  1.1530350,51.78953
Folkestone,0.22169811,0.000000000,0.00000000,0.39150943,0.31603774,0.000000000,0.00000000,0.070754717,0.0000000,  1.1694560,51.08140
Sheringham,0.43790850,0.000000000,0.00000000,0.34640523,0.14379085,0.000000000,0.00000000,0.071895425,0.0000000,  1.2109589,52.94442
Harwich,0.28044872,0.000000000,0.00000000,0.43429487,0.21634615,0.000000000,0.00000000,0.068910256,0.0000000,  1.2602970,51.93473
Norwich,0.43910256,0.000000000,0.00000000,0.38782051,0.11217949,0.000000000,0.00000000,0.060897436,0.0000000,  1.2973550,52.63089
Cromer,0.43790850,0.000000000,0.00000000,0.34640523,0.14379085,0.000000000,0.00000000,0.071895425,0.0000000,  1.3018660,52.93145
Dover,0.20283019,0.000000000,0.00000000,0.41037736,0.31603774,0.000000000,0.00000000,0.070754717,0.0000000,  1.3134027,51.12788
Felixstowe,0.29967949,0.000000000,0.00000000,0.43429487,0.19711538,0.000000000,0.00000000,0.068910256,0.0000000,  1.3512550,51.96173
Margate,0.22596154,0.000000000,0.00000000,0.42788462,0.30288462,0.000000000,0.00000000,0.043269231,0.0000000,  1.3868339,51.38965
Ramsgate,0.24519231,0.000000000,0.00000000,0.40865385,0.30288462,0.000000000,0.00000000,0.043269231,0.0000000,  1.4198950,51.33555
Great Yarmouth,0.42628205,0.000000000,0.00000000,0.39423077,0.11217949,0.000000000,0.00000000,0.067307692,0.0000000,  1.7280470,52.59823
Lowestoft,0.40705128,0.000000000,0.00000000,0.35576923,0.16987179,0.000000000,0.00000000,0.067307692,0.0000000,  1.7534490,52.48114
Swaffham,0.46794872,0.000000000,0.00000000,0.34935897,0.12179487,0.000000000,0.00000000,0.060897436,0.0000000,  0.6874810,52.64747
Dereham,0.46794872,0.000000000,0.00000000,0.34935897,0.12179487,0.000000000,0.00000000,0.060897436,0.0000000,  0.9378270,52.68162
Ely,0.42467949,0.000000000,0.00000000,0.36057692,0.11378205,0.000000000,0.00000000,0.100961538,0.0000000,  0.2623630,52.39954
March,0.45192308,0.000000000,0.00000000,0.38782051,0.08012821,0.000000000,0.00000000,0.080128205,0.0000000,  0.0886220,52.55172
St Neots,0.32051282,0.000000000,0.00000000,0.39743590,0.18269231,0.000000000,0.00000000,0.099358974,0.0000000, -0.2651030,52.23008
Banham,0.42467949,0.000000000,0.00000000,0.41185897,0.09775641,0.000000000,0.00000000,0.065705128,0.0000000,  1.0402849,52.45125
Holt,0.43790850,0.000000000,0.00000000,0.34640523,0.14379085,0.000000000,0.00000000,0.071895425,0.0000000,  1.0867470,52.90936
Cromer,0.43790850,0.000000000,0.00000000,0.34640523,0.14379085,0.000000000,0.00000000,0.071895425,0.0000000,  1.3018660,52.93145
Hunstanton,0.42320261,0.000000000,0.00000000,0.37091503,0.12908497,0.000000000,0.00000000,0.076797386,0.0000000,  0.4910320,52.93891
Horncastle,0.27614379,0.000000000,0.00000000,0.38398693,0.25326797,0.000000000,0.00000000,0.086601307,0.0000000, -0.1124500,53.20731
Market Weighton,0.10909091,0.018181818,0.00000000,0.46363636,0.31818182,0.000000000,0.00000000,0.090909091,0.0000000, -0.6677465,53.86484
Hawes,0.14583333,0.000000000,0.00000000,0.50480769,0.24839744,0.000000000,0.00000000,0.100961538,0.0000000, -2.1968695,54.30383
Reeth,0.17006803,0.000000000,0.00000000,0.30952381,0.25170068,0.000000000,0.00000000,0.268707483,0.0000000, -1.9428115,54.38946
Aysgarth,0.12074830,0.000000000,0.00000000,0.45408163,0.23639456,0.000000000,0.00000000,0.188775510,0.0000000, -1.9967434,54.29159
Stanhope,0.15151515,0.000000000,0.00000000,0.16060606,0.12727273,0.000000000,0.00000000,0.560606061,0.0000000, -2.0113020,54.74946
Keswick,0.26080247,0.000000000,0.00000000,0.34104938,0.14043210,0.000000000,0.00000000,0.257716049,0.0000000, -3.1347060,54.60128
Oxenholme,0.21383648,0.000000000,0.00000000,0.38050314,0.25157233,0.000000000,0.00000000,0.154088050,0.0000000, -2.7243328,54.30134
