,"placename","preposition_drop_determiner","preposition_drop_no_determiner","preposition_retained","preposition_drop_reduced_determiner","longitude","latitude"
287,"Colne",0.154206980600278,0.610646784290406,0.498424648539556,0.01,-2.176991,53.85564
288,"Blandford Forum",0.035590457016622,0.293387439382419,0.799216212106551,0.01,-2.165353,50.85691
289,"Rochdale",0.09607451476437,0.657934560991988,0.524283601277284,0.01,-2.1561,53.60971
290,"Jersey",0.037440512818699,0.338506540153047,0.770443800887464,0.01,-2.13125,49.21444
291,"Wolverhampton",0.062814404097059,0.531602917257018,0.631028911682172,0.01,-2.12882,52.58697
292,"Stafford",0.37142387635912,0.39767709140784,0.42354612183962,0.01,-2.12066,52.80669
293,"Macclesfield",0.145884527641775,0.397871564140429,0.633736574003677,0.01,-2.119287,53.25866
294,"Hexham",0.035897510524295,0.131294243822146,0.896099376563774,0.01,-2.1121439,54.97266
295,"Aberdeen",0.011259486590725,0.038390283115207,0.97476621141538,0.01,-2.094278,57.14972
296,"Dudley",0.060245575613457,0.564051278402256,0.61397253977689,0.01,-2.081112,52.51226
297,"Cheltenham",0.025172669024206,0.315878913646284,0.795447602327864,0.01,-2.0782533,51.89939
298,"Bromsgrove",0.065553108133051,0.368662144799955,0.726152527612281,0.01,-2.061906,52.33559
299,"Skipton",0.065343836099252,0.424585320218805,0.692823744487911,0.01,-2.0162787,53.96285
300,"Fraserburgh",0.01,0.031184942698195,0.989584571681343,0.01,-2.007631,57.69335
301,"Berwick",0.01008982803586,0.028016819660357,0.982075344548734,0.01,-2.005395,55.77024
302,"Poole",0.036630366614039,0.295295905562648,0.79710261124397,0.01,-1.987248,50.71505
303,"Walsall",0.168602560532986,0.577937097888611,0.504609592070887,0.01,-1.982919,52.58621
304,"Cirencester",0.012058399424251,0.327465995562985,0.800730049349608,0.01,-1.968243,51.71849
305,"Evesham",0.033420485478393,0.287841628633442,0.804564320371573,0.01,-1.94677,52.09215
306,"Buxton",0.102111204625971,0.44186542218261,0.648180665182953,0.01,-1.91483,53.25908
307,"Keighley",0.038337208979179,0.251731416380469,0.821626394437456,0.01,-1.912358,53.8678
308,"Birmingham",0.185117441383618,0.548189128473856,0.507043032305332,0.01,-1.890401,52.48624
309,"Bournemouth",0.019539085220484,0.261406016872432,0.833355393207172,0.01,-1.880769,50.71916
310,"Halifax",0.036770259331564,0.267354954711126,0.813721817503214,0.01,-1.85754,53.72702
311,"Salisbury",0.013964720295239,0.242303143788869,0.850004838196873,0.01,-1.794472,51.06878
312,"Ringwood",0.011056868967308,0.279215998518931,0.830588290181225,0.01,-1.788817,50.84495
313,"Huddersfield",0.04414324596961,0.275749424345665,0.801814496620174,0.01,-1.7850351,53.64579
314,"Peterhead",0.01,0.028803706698478,0.985866071798842,0.01,-1.784066,57.50812
315,"Swindon",0.01,0.265237851468433,0.841756403699147,0.01,-1.7797176,51.55577
316,"Bradford",0.038733427138592,0.223357900038537,0.838265990240666,0.01,-1.759398,53.79598
317,"Ashbourne",0.09208652903084,0.438457021494391,0.659571508549785,0.01,-1.732179,53.01663
318,"Marlborough",0.010159294446895,0.266091190370801,0.839293070319736,0.01,-1.727062,51.42007
319,"Stratford-upon-Avon",0.141049174738129,0.484283226135337,0.586444409117928,0.01,-1.708298,52.19173
320,"Alnwick",0.029606448367156,0.100823746579166,0.920231611396028,0.01,-1.706299,55.41274
321,"Otley",0.042690501644163,0.252831694261331,0.816907597351433,0.01,-1.691786,53.90583
322,"Bishop Auckland",0.055797981558893,0.083732303458379,0.906054657801247,0.01,-1.678788,54.66382
323,"Burton upon Trent",0.110423498999757,0.51959747741644,0.593831990157725,0.01,-1.6371359,52.81403
324,"Newcastle",0.040399616634063,0.128813776804877,0.89338825838736,0.01,-1.61778,54.97825
325,"Durham",0.031159292369592,0.075281533927401,0.934095291743271,0.01,-1.584852,54.77525
326,"Ashington",0.031263246453041,0.104253667594377,0.916630610580446,0.01,-1.5659829,55.18298
327,"Darlington",0.130675629031398,0.100540811639853,0.82615788418739,0.01,-1.559458,54.52361
328,"Leeds",0.048535627504719,0.270439247629768,0.800902150924096,0.01,-1.5490774,53.80076
329,"Harrogate",0.047210866151453,0.252134791360372,0.813110303976998,0.01,-1.541812,53.99212
330,"Leamington Spa",0.130977360493228,0.522031096071185,0.573207448058501,0.01,-1.5200789,52.28519
331,"Coventry",0.214297012382286,0.530277442672844,0.490571563843464,0.01,-1.519693,52.40682
332,"Blyth",0.033879298828095,0.098649020398232,0.917550904742816,0.01,-1.510277,55.12696
333,"Wakefield",0.051343494046622,0.27633799058844,0.794747791708713,0.01,-1.505924,53.6833
334,"Andover",0.01834236613796,0.208650494653046,0.866096335411454,0.01,-1.4919233,51.2112
335,"Witney",0.025523672030919,0.237294222826424,0.842229164650751,0.01,-1.4850544,51.78594
336,"Barnsley",0.024151801677164,0.329261619825039,0.788377095976002,0.01,-1.479726,53.55263
337,"Derby",0.061161186161789,0.506108916363794,0.647853222930288,0.01,-1.4746186,52.92253
338,"Sheffield",0.04096148347032,0.314792053542297,0.781376743478802,0.01,-1.470085,53.38113
339,"Nuneaton",0.254699225181469,0.597427371447364,0.412643936356976,0.01,-1.465382,52.52049
340,"Northallerton",0.095801417095143,0.112920444597158,0.851255684881326,0.01,-1.429959,54.33796
341,"South Shields",0.032833105436301,0.107240090009041,0.913376404805021,0.01,-1.427406,54.99942
342,"Chesterfield",0.04193123545785,0.332495658592539,0.769859761407777,0.01,-1.421629,53.23505
343,"Southampton",0.012881307791069,0.292086425218129,0.821171603931381,0.01,-1.4043509,50.9097
344,"Wetherby",0.048093232444071,0.260172803556189,0.807468966422914,0.01,-1.384816,53.92706
345,"Sunderland",0.035541281831901,0.097240493954745,0.91684556475581,0.01,-1.383801,54.90687
346,"Rotherham",0.042763609357455,0.403859438032835,0.726303375679075,0.01,-1.3635009,53.4326
347,"Castleford",0.046822897904328,0.27394874139437,0.800395349801634,0.01,-1.345968,53.72347
348,"Thirsk",0.048896457394824,0.151960407533078,0.871589589582671,0.01,-1.341377,54.23385
349,"Banbury",0.036653819194882,0.396005098051896,0.736708954811242,0.01,-1.339775,52.0629
350,"Stockton",0.12071705094781,0.089379590648791,0.84213464701898,0.01,-1.3289821,54.57046
351,"Newbury",0.015526453522573,0.365936419269053,0.774434622136824,0.01,-1.3231139,51.40141
352,"Isle of Wight",0.01801869420859,0.328376055198618,0.794626836786884,0.01,-1.304734,50.69385
353,"Isle of Wight",0.01801869420859,0.328376055198618,0.794626836786884,0.01,-1.304734,50.69385
354,"Abingdon",0.033701052913216,0.242399279061551,0.831543834063671,0.01,-1.2879529,51.67078
355,"Shetland Islands",0.01,0.041829004231987,0.978102666537648,0.01,-1.2659409,60.52965
356,"Rugby",0.177743135352592,0.578861414092328,0.495532270773144,0.01,-1.265032,52.37088
357,"Oxford",0.028309234901596,0.246166192371073,0.834313356188054,0.01,-1.2577263,51.75202
358,"Middlesbrough",0.119210215216325,0.088053115856545,0.844334989839787,0.01,-1.234956,54.57423
359,"Hartlepool",0.10530707832968,0.068421037582187,0.869067852255291,0.01,-1.212926,54.69174
360,"Loughborough",0.046600539419366,0.841259925616687,0.460518758380448,0.01,-1.206166,52.7721
361,"Mansfield",0.021617251467932,0.489596115231049,0.694625281652175,0.01,-1.198674,53.1472
362,"Nottingham",0.04005835897522,0.511225926094239,0.664463271174023,0.01,-1.1581086,52.95478
363,"Bicester",0.023974239548815,0.265935224207766,0.826504679227547,0.01,-1.1535899,51.8996
364,"Leicester",0.045327065762054,0.871857238866412,0.44336424019574,0.01,-1.1397592,52.63688
365,"Doncaster",0.03965907396836,0.551503129120688,0.640690790837837,0.01,-1.128462,53.52282
366,"Worksop",0.033582911649067,0.437164155999323,0.714899054478097,0.01,-1.122745,53.3093
367,"Basingstoke",0.01222889575845,0.356918427993208,0.782915462877207,0.01,-1.0923964,51.26654
368,"Portsmouth",0.025711793009271,0.367977988066417,0.763713350658686,0.01,-1.0879769,50.81977
369,"York",0.040214425375236,0.195710903709784,0.853458446800569,0.01,-1.0872979,53.95997
370,"Selby",0.041834500974193,0.221758434738819,0.836333130589845,0.01,-1.067189,53.78352
371,"Helmsley",0.071351317713441,0.145306297061555,0.854640176386835,0.01,-1.0562636,54.24651
372,"Towcester",0.013202767142885,0.721946358558614,0.563185468821277,0.01,-0.989688,52.13511
373,"Reading",0.026295218578582,0.413020554183644,0.736167767932431,0.01,-0.9781303,51.45426
374,"Retford",0.029279075836969,0.659091859380292,0.585874020265133,0.01,-0.945503,53.32136
375,"Petersfield",0.025782386092964,0.323085450277561,0.790558949973045,0.01,-0.93899,51.00759
376,"Northampton",0.01,0.836843580376637,0.497756804578317,0.01,-0.902656,52.24048
377,"Melton Mowbray",0.031790017806635,0.813175991129959,0.491164415753169,0.01,-0.887126,52.7664
378,"Aylesbury",0.014281048468455,0.510968564198199,0.68865408274699,0.01,-0.8084,51.81561
379,"Newark-on-Trent",0.032342563650348,0.478061920397077,0.691538684839856,0.01,-0.80657,53.07004
380,"Malton",0.037119546386171,0.18283108889044,0.864065329481207,0.01,-0.797897,54.13684
381,"Chichester",0.026590488350352,0.347348644695291,0.775260571460168,0.01,-0.774936,50.83761
382,"Gainsborough",0.032201068018598,0.544621184509582,0.651770607262825,0.01,-0.774465,53.40058
383,"Milton Keynes",0.021561295863386,0.613287895677341,0.620528469332744,0.01,-0.7594171,52.04062
384,"Aldershot",0.0117075391047,0.300632929362072,0.817142768278016,0.01,-0.7557509,51.24837
385,"High Wycombe",0.027573395353006,0.29064128308836,0.808338113932625,0.01,-0.748229,51.62861
386,"Midhurst",0.024269216533941,0.266459353414656,0.825915455965497,0.01,-0.737274,50.9869
387,"Kettering",0.012653056511616,0.933286957499464,0.437006503918939,0.01,-0.730249,52.39632
388,"Wellingborough",0.017516381658295,0.900810308048694,0.451940289738876,0.01,-0.693964,52.30242
389,"Corby",0.01,1,0.406989639346982,0.01,-0.6842333,52.4923
390,"Bognor Regis",0.030574923582547,0.346650724291596,0.771963513083867,0.01,-0.673061,50.783
391,"Scunthorpe",0.035875753511678,0.387294199478627,0.742656308317552,0.01,-0.654413,53.58865
392,"Grantham",0.037738147120586,0.446260840879135,0.705571183699423,0.01,-0.643582,52.91252
393,"Whitby",0.137003472974026,0.127005489966279,0.804392737175323,0.01,-0.613347,54.48633
394,"Slough",0.021890517767442,0.399346398325964,0.74847216654456,0.01,-0.5950406,51.51054
395,"Guildford",0.02209133234399,0.264515877069459,0.829111257792953,0.01,-0.570409,51.23622
396,"Woking",0.021494898152878,0.292575907447997,0.812846276661921,0.01,-0.5600349,51.31677
397,"Lincoln",0.023955582739087,0.351610473641643,0.775162597973487,0.01,-0.540579,53.23069
398,"Bedford",0.01,0.603352122698355,0.641113614686001,0.01,-0.4667782,52.13864
399,"Heathrow",0.021772524749695,0.479182303324922,0.700723310432535,0.01,-0.4542955,51.47002
400,"Driffield",0.026511306240726,0.209760224067823,0.857813860742871,0.01,-0.443377,54.006
401,"Beverley",0.021138830678446,0.22902835919636,0.851272964155873,0.01,-0.435093,53.84196
402,"Luton",0.032553520133893,0.551072016382059,0.647575026610083,0.01,-0.4200255,51.87867
403,"Scarborough",0.030245125370602,0.169150951961436,0.878676165659861,0.01,-0.399752,54.28311
404,"Worthing",0.020760287196347,0.195163919604324,0.871926535436337,0.01,-0.372882,50.81787
405,"Dorking",0.022304451371929,0.345436817585343,0.780403229150828,0.01,-0.332378,51.2322
406,"Hull",0.017151628797769,0.214484247146584,0.863709549218286,0.01,-0.3274198,53.76762
407,"Horsham",0.03892327518753,0.253028225058946,0.820302629214415,0.01,-0.325858,51.06288
408,"Biggleswade",0.029213313732911,0.457852958425524,0.7065713081102,0.01,-0.26422,52.08694
409,"Peterborough",0.015713462652908,0.848281253690429,0.485110794708395,0.01,-0.2405299,52.5695
410,"Welwyn Garden City",0.018198980364581,0.521987239685545,0.678395377448473,0.01,-0.208661,51.80317
411,"Bridlington",0.025832758367383,0.210149083059682,0.858213530363141,0.01,-0.198802,54.08535
412,"Stevenage",0.027618306600582,0.51150450566065,0.67589627597075,0.01,-0.196612,51.90376
413,"Crawley",0.033903570470311,0.356815763984839,0.762766100828023,0.01,-0.1872275,51.10914
414,"Huntingdon",0.022364165022773,0.584608462669989,0.636972118162591,0.01,-0.182552,52.33146
415,"Hove",0.020188706514579,0.189551011323641,0.875824221395889,0.01,-0.168749,50.82793
416,"Spalding",0.015069850897345,0.627180119954291,0.618253652838639,0.01,-0.1537024,52.7901
417,"Brighton",0.021236760398722,0.181982151480077,0.879384270330795,0.01,-0.137163,50.82253
418,"London",0.030565886111247,0.450381761549969,0.70978870903084,0.01,-0.1277583,51.50735
419,"Grimsby",0.021725543611728,0.212501621446818,0.860633147177949,0.01,-0.080784,53.56747
420,"Boston",0.020305537651148,0.510285920747767,0.683445591020307,0.01,-0.026577,52.97894
421,"Royston",0.023295930722796,0.365137950570893,0.767668403809734,0.01,-0.024066,52.04814
422,"Louth_Lincs",0.025811409032373,0.244325241676933,0.837746056869548,0.01,-0.007711,53.36596
423,"Lewes",0.018402669068254,0.181044518385026,0.882589057381015,0.01,0.00878,50.87387
424,"Chatteris",0.024221835130688,0.537949638134232,0.663210350976625,0.01,0.054012,52.4561
425,"Uckfield",0.015527524602829,0.219441840428511,0.862252042410251,0.01,0.095913,50.96641
426,"Cambridge",0.03014483112021,0.366782459823184,0.760296374117029,0.01,0.121817,52.20534
427,"Bishop's Stortford",0.031679785488049,0.497130080207406,0.680726005999364,0.01,0.1536502,51.87216
428,"Wisbech",0.012724957869809,0.600889111762022,0.636200598554071,0.01,0.158797,52.66632
429,"Sevenoaks",0.021354968373752,0.599369199034587,0.629064603751676,0.01,0.190898,51.27241
430,"Tunbridge Wells",0.01,0.388199223484572,0.771008660372403,0.01,0.263695,51.13238
431,"Eastbourne",0.015870924422185,0.207530904397305,0.869072172073928,0.01,0.290472,50.76803
432,"Brentwood",0.02308688847092,0.835537357636018,0.485874884228861,0.01,0.3071749,51.62047
433,"Skegness",0.021108621767819,0.274743252496901,0.823896545527432,0.01,0.337881,53.1464
434,"Downham Market",0.021742528943271,0.225605125451256,0.852762092036328,0.01,0.385472,52.60661
435,"King's Lynn",0.021164549576164,0.276389998525745,0.82285736995618,0.01,0.4022963,52.75168
436,"Bexhill",0.013750343025961,0.205149308092086,0.872477225916147,0.01,0.4662071,50.84991
437,"Chelmsford",0.014486910835002,0.758873830162259,0.539851190887602,0.01,0.4685497,51.73559
438,"Mildenhall",0.020321116494949,0.348632476610826,0.780336876736567,0.01,0.5156095,52.34757
439,"Medway",0.012594691903032,0.717531734137638,0.566398895508771,0.01,0.5417861,51.40474
440,"Braintree",0.01,0.439849322660535,0.739062219211789,0.01,0.5509269,51.88009
441,"Gillingham",0.012591595406304,0.601143268380321,0.636172606129304,0.01,0.551438,51.38632
442,"Hastings",0.01,0.280884189931223,0.837281935555217,0.01,0.573453,50.85426
443,"Maldon",0.017673311593604,0.669489327828872,0.590463049999309,0.01,0.671448,51.73181
444,"Southend",0.022516567883572,0.779167187212035,0.520198780774388,0.01,0.7077123,51.54593
445,"Bury St Edmunds",0.015202566635919,0.460424738386643,0.718093992341826,0.01,0.7104932,52.24292
446,"Thetford",0.02131930399552,0.259074197492854,0.833093266612294,0.01,0.751657,52.41286
447,"Ashford",0.01,0.462158358395559,0.724065536832501,0.01,0.875019,51.14647
448,"Faversham",0.014113292839619,0.518710408154245,0.684169419831078,0.01,0.889358,51.31599
449,"Colchester",0.01,0.484082665680994,0.713969256714726,0.01,0.891874,51.89593
450,"New Romney",0.01,0.39693770416459,0.761523548195352,0.01,0.939473,50.98512
451,"Canterbury",0.019253051199577,0.449129241623734,0.721088317828064,0.01,1.0789089,51.28023
452,"Ipswich",0.01,0.442688469480859,0.734470424793686,0.01,1.14822,52.05674
453,"Clacton",0.016866706624878,0.490039149758111,0.698789414025242,0.01,1.153035,51.78953
454,"Folkestone",0.023693688791713,0.324878010501631,0.791432071715901,0.01,1.169456,51.0814
455,"Sheringham",0.017992082126298,0.239656555758311,0.847835943655742,0.01,1.2109589,52.94442
456,"Harwich",0.01,0.432335111072991,0.742484033950319,0.01,1.260297,51.93473
457,"Norwich",0.023753446916478,0.273100518830122,0.822415193320524,0.01,1.297355,52.63089
458,"Cromer",0.017626119204513,0.243566498822144,0.845833275735752,0.01,1.301866,52.93145
459,"Dover",0.01825644067011,0.442780897930542,0.725823357432162,0.01,1.3134027,51.12788
460,"Felixstowe",0.01,0.438927168289828,0.739471910811297,0.01,1.351255,51.96173
461,"Margate",0.03964420670729,0.385357159630908,0.74030356229524,0.01,1.3868339,51.38965
462,"Ramsgate",0.03964420670729,0.370284900247289,0.749338894955834,0.01,1.419895,51.33555
463,"Great Yarmouth",0.024057961704511,0.30294869064606,0.804238260460873,0.01,1.728047,52.59823
464,"Lowestoft",0.024173573514421,0.306963208778642,0.801723953221548,0.01,1.753449,52.48114
465,"Swaffham",0.023516832686855,0.180834189327927,0.877946289102998,0.01,0.687481,52.64747
466,"Dereham",0.017276507860902,0.243033728048106,0.84647865664008,0.01,0.937827,52.68162
467,"Ely",0.028793470656212,0.38228779200736,0.752261511452703,0.01,0.262363,52.39954
468,"March",0.018994279692051,0.630863361679038,0.612386302373481,0.01,0.088622,52.55172
469,"St Neots",0.036143632907544,0.508911718447573,0.669501043668183,0.01,-0.265103,52.23008
470,"Banham",0.017233887020242,0.277294673755965,0.825980253245048,0.01,1.0402849,52.45125
471,"Holt",0.016653150270053,0.238665597449042,0.849678432700682,0.01,1.086747,52.90936
472,"Cromer",0.017626119204513,0.243566498822144,0.845833275735752,0.01,1.301866,52.93145
473,"Hunstanton",0.017967951318165,0.251073077697944,0.841014604442847,0.01,0.491032,52.93891
474,"Horncastle",0.028153194444701,0.280162979379912,0.814078807315354,0.01,-0.11245,53.20731
475,"Market Weighton",0.030162068470636,0.195559592693828,0.862922478262673,0.01,-0.6677465,53.86484
476,"Hawes",0.126352530452401,0.205081412123388,0.767520493219613,0.01,-2.1968695,54.30383
477,"Reeth",0.092226390246005,0.115042972599481,0.85331692954203,0.01,-1.9428115,54.38946
478,"Aysgarth",0.061211997616176,0.17459962146477,0.846534468696866,0.01,-1.9967434,54.29159
479,"Stanhope",0.033781181946736,0.14144502982975,0.891987773185331,0.01,-2.011302,54.74946
480,"Keswick",0.124691694505133,0.22171450052719,0.759098229219944,0.01,-3.134706,54.60128
481,"Oxenholme",0.088201005651336,0.243936103088004,0.779803292738558,0.01,-2.7243328,54.30134
