index,placename,longitude,latitude,dinna,dinnae,dinnit,divna,divnae,divnt,dont
235,Hawick,-2.780914,55.42706,0.010518499612171993,0.20453766192256437,0.01,0.01,0.01,0.01,0.16543447334265762
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.18260957610796227
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.01,0.01,0.01,0.01,0.01,0.37594690839106115
238,Penrith,-2.752708,54.6641,0.01,0.017048834672374266,0.01,0.01,0.01,0.049041260173078374,0.32086095663818043
239,Kendal,-2.74629,54.32801,0.010654866101458728,0.01,0.01,0.01,0.01,0.01,0.282364015287569
240,Street,-2.7429189999999997,51.12468,0.01,0.01,0.01,0.01,0.01,0.01,0.1438235929497954
241,Glastonbury,-2.718454,51.14743,0.01,0.01,0.01,0.01,0.01,0.01,0.17672518981984664
242,Hereford,-2.715974,52.0564,0.01,0.01,0.01,0.01,0.01,0.01,0.3190090688794803
243,Ludlow,-2.7139129,52.36775,0.01,0.01,0.01,0.01,0.01,0.01,0.21429687962724905
244,Preston,-2.70309,53.7632,0.01,0.01,0.01,0.01,0.01,0.01,0.45112365945586064
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.01,0.01,0.01,0.01,0.17528432159041138
246,Wells,-2.6445979,51.20935,0.013790137563115427,0.01,0.01,0.01,0.01,0.01,0.20619322941421722
247,Yeovil,-2.633308,50.94206,0.01,0.01,0.01,0.01,0.01,0.01,0.27139158899609034
248,Wigan,-2.6325074,53.54506,0.01,0.01,0.01,0.01,0.01,0.01,0.47792125922229595
249,Warrington,-2.5969501,53.39004,0.01,0.01,0.01,0.01,0.01,0.01,0.49524365262338577
250,Arbroath,-2.591543,56.55911,0.32305431722208033,0.1566810146382868,0.01,0.01,0.01,0.01,0.20280455110576076
251,Bristol,-2.58791,51.45451,0.01,0.01,0.01,0.11566886643593241,0.01,0.01,0.5734317570772773
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.01,0.01,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.01,0.01,0.01,0.01,0.24699969805991662
254,Jedburgh,-2.5549369,55.47772,0.012318983108651035,0.15204002294348354,0.028366706237454808,0.01,0.01,0.12805166545707536,0.12558694644846732
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.01,0.01,0.01,0.1446499398944768
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.01,0.01,0.01,0.1446499398944768
257,Nantwich,-2.524102,53.067190000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.23174176042780834
258,Banff,-2.524038,57.666509999999995,0.7936314276439389,0.04362583796794223,0.01,0.01,0.01,0.01,0.10718811239902586
259,Dunbar,-2.516737,56.00209,0.0313924033404226,0.8077246356384349,0.01,0.01,0.01,0.01,0.20347007564004704
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.01,0.01,0.01,0.01,0.2271521600192166
261,Banchory,-2.4909599,57.05386,0.23504938120339786,0.08305366327176646,0.01,0.01,0.01,0.01,0.17013691416545593
262,Blackburn,-2.487529,53.748580000000004,0.01,0.03168457958584494,0.01,0.01,0.01,0.01,0.36067016775523236
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.01,0.01,0.01,0.01,0.14420621170597236
264,Telford,-2.4672611,52.67759,0.01,0.01,0.01,0.01,0.01,0.01,0.32856861932145287
265,Montrose,-2.4661150000000003,56.70692,0.2926385648307927,0.1351177091680697,0.01,0.01,0.01,0.01,0.18121337341492913
266,Turriff,-2.4623,57.53893000000001,0.6820830841473348,0.06349748217172753,0.01,0.01,0.01,0.01,0.12170914742657996
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.01,0.01,0.01,0.01,0.25548123826237407
268,Crewe,-2.4438209,53.10041,0.01,0.01,0.01,0.01,0.01,0.01,0.3080616647028269
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.01,0.01,0.01,0.01,0.12717212035239106
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.01,0.01,0.01,0.01,0.32990303413222555
271,Alston,-2.438685,54.812169999999995,0.01,0.01,0.015861684331016302,0.01,0.01,0.04406281687843454,0.09661700840083703
272,Kelso,-2.432207,55.600030000000004,0.01405913174501353,0.27955486852374506,0.01,0.01,0.01,0.08150111059662954,0.15178022331902816
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.01,0.01,0.01,0.01,0.15665594753951634
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.02188005156505009,0.01,0.01,0.01,0.01398629708795788,0.23768236386891695
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.01,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.01,0.01,0.01,0.01,0.01,0.01,0.4025455318798733
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.01,0.01,0.01,0.01,0.2685202795244696
278,Manchester,-2.2426305,53.48076,0.01,0.01,0.01,0.01,0.01,0.01,0.726133369312005
279,Burnley,-2.2405035,53.78929,0.01,0.01,0.01,0.01,0.01,0.020544835256069986,0.33260068387387753
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.01,0.01,0.01,0.01,0.4028366803036921
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.01,0.01,0.01,0.01,0.2734571606291776
282,Worcester,-2.221575,52.19364,0.01,0.01,0.01,0.01,0.01,0.01,0.40775324733938245
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.01,0.01,0.01,0.01,0.3871273539671981
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.01,0.01,0.01,0.01,0.17821750960919044
285,Alderney,-2.1973557,49.715,0.01,0.01,0.01,0.01,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.3981110172735027
287,Colne,-2.176991,53.85564,0.01,0.01,0.01,0.01,0.01,0.01726455614848398,0.22684357262842827
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.01,0.01,0.01,0.01,0.15164577824531966
289,Rochdale,-2.1561,53.60971,0.01,0.01,0.01,0.01,0.01,0.01,0.40206938525525737
290,Jersey,-2.13125,49.21444,0.01,0.01,0.01,0.01,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.3720700162021935
292,Stafford,-2.12066,52.80669,0.01,0.01,0.01,0.01,0.01,0.01,0.3719115132479309
293,Macclesfield,-2.119287,53.25866,0.01,0.01,0.01,0.01,0.01,0.01,0.34689148901255973
294,Hexham,-2.1121439,54.97266,0.01818895068255759,0.016757054694699083,0.050609081271773916,0.4350225998672527,0.01,0.5849507508017808,0.2904182722954882
295,Aberdeen,-2.094278,57.149719999999995,0.5965911936258881,0.14723031097333378,0.01,0.01,0.01,0.01,0.3929111897615715
296,Dudley,-2.081112,52.51226,0.01,0.01,0.01,0.01,0.01,0.01,0.3567488989774935
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.3792462971565627
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.01,0.01,0.01,0.01,0.3033489941750792
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.01,0.01,0.01,0.026344540228503917,0.226120874795405
300,Fraserburgh,-2.007631,57.69335,0.4215357624446164,0.06573461064392566,0.01,0.01,0.01,0.01,0.14506329867912132
301,Berwick,-2.005395,55.77024,0.01,0.26265108654884733,0.01,0.01,0.01,0.16406063938638935,0.18141965855203798
302,Poole,-1.987248,50.71505,0.01,0.01,0.01,0.01,0.01,0.01,0.3264744379681988
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.36269653819303777
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.01,0.01,0.01,0.01,0.3476667214702251
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.01,0.01,0.01,0.01,0.23937915306977467
306,Buxton,-1.91483,53.259080000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.2792580441470912
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.01,0.01,0.01,0.01,0.285992240903993
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.01,0.01,0.01,0.01,0.6440437476394241
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.404256404039674
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.016189519506944285,0.01,0.01,0.01,0.01,0.28098182780783404
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.01,0.01,0.01,0.01,0.30265393543783164
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.01,0.01,0.01,0.01,0.25450885691864344
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.39761488641566517
314,Peterhead,-1.784066,57.50812,0.45107937700538403,0.07873327210412769,0.01,0.01,0.01,0.01,0.18348556122793006
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.01,0.01,0.01,0.01,0.3685875778587671
316,Bradford,-1.759398,53.79598000000001,0.01,0.011534246498880652,0.01,0.01,0.01,0.01,0.431998920212414
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.01,0.01,0.01,0.01,0.33580359392965864
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.01,0.01,0.01,0.01,0.22387946535360354
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.01,0.01,0.01,0.01,0.2927356676802912
320,Alnwick,-1.7062990000000002,55.41274,0.011853633474350032,0.01296806427784559,0.024736233114944613,0.01,0.01,0.560769899138668,0.19027735610802288
321,Otley,-1.691786,53.90583,0.01,0.01,0.01,0.01,0.01,0.01,0.21659612175223092
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.01,0.10812414090264415,0.01,0.01,0.053636150334476766,0.24582032846022184
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.01,0.01,0.01,0.01,0.3191730373222887
324,Newcastle,-1.61778,54.97825,0.02320538659040529,0.024074977136174992,0.02443070094607112,1.0,0.01,1.0,0.545227711347065
325,Durham,-1.5848520000000001,54.77525,0.015594958532192086,0.01,0.1673673559955535,0.01,0.01,0.20294850417631405,0.37282004813986486
326,Ashington,-1.5659829,55.18298000000001,0.01287817104055772,0.01,0.01,0.01,0.01,0.5923650023620133,0.22363908601399995
327,Darlington,-1.559458,54.52361,0.01,0.01,0.07314436912804999,0.01,0.01,0.030478607103647182,0.3061086709260475
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.01753688486359334,0.01,0.01,0.01,0.572275587653715
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.01,0.01,0.01,0.012822809575028868,0.38336019604501637
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.01,0.01,0.01,0.013123527152895482,0.37472230412750446
331,Coventry,-1.519693,52.40682,0.01,0.01,0.01,0.01,0.01,0.01,0.43071341652857975
332,Blyth,-1.510277,55.12696,0.03884707104137306,0.01,0.01,0.01,0.01,0.5376990740082512,0.23613190865411965
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.01,0.01,0.01,0.01,0.3610563963107778
334,Andover,-1.4919233,51.2112,0.01,0.01,0.01,0.01,0.01,0.01,0.26395850508028224
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.2667451322498879
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.3537734676187143
337,Derby,-1.4746186000000001,52.92253,0.01,0.01,0.01,0.01,0.01,0.01,0.42038656442258365
338,Sheffield,-1.470085,53.381130000000006,0.01,0.01,0.01,0.01,0.01,0.024312642908806692,0.5412152625403885
339,Nuneaton,-1.465382,52.52049,0.01,0.01,0.01,0.01,0.01,0.01,0.3572307094374221
340,Northallerton,-1.429959,54.337959999999995,0.01,0.01,0.01,0.01,0.01,0.013974278632048443,0.20309266782454333
341,South Shields,-1.427406,54.99941999999999,0.06860643652272164,0.01,0.7371777070591339,0.11340652513278937,0.01,0.3396698059085816,0.3245547495182997
342,Chesterfield,-1.421629,53.23505,0.01,0.01,0.01,0.01,0.01,0.01,0.3459085867141297
343,Southampton,-1.4043508999999998,50.9097,0.01,0.01,0.01,0.01,0.01,0.01,0.5114397313188864
344,Wetherby,-1.384816,53.92706,0.01,0.01,0.01,0.01,0.01,0.01,0.19964823230720066
345,Sunderland,-1.383801,54.90687,0.08240501470655785,0.011223988621826044,1.0,0.12950270748756407,0.01,0.33407033848984125,0.36505986012761144
346,Rotherham,-1.3635008999999998,53.4326,0.01,0.01,0.01,0.01,0.01,0.015015930164342826,0.3589129448700133
347,Castleford,-1.345968,53.72346999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.2980657808798864
348,Thirsk,-1.341377,54.23385,0.01,0.01,0.01,0.01,0.01,0.01,0.17992070349954098
349,Banbury,-1.339775,52.0629,0.01,0.013234739658532108,0.01,0.01,0.01,0.01,0.2756324611549952
350,Stockton,-1.3289821000000002,54.57046,0.01,0.01,0.01,0.01,0.01,0.0289254098750616,0.3117876645628191
351,Newbury,-1.3231138999999998,51.40141,0.01,0.01,0.01,0.01,0.01,0.01,0.34755718874764574
352,Isle of Wight,-1.304734,50.69385,0.01,0.02795510286505372,0.01,0.01,0.01,0.01,0.32343909665164605
353,Isle of Wight,-1.304734,50.69385,0.01,0.02795510286505372,0.01,0.01,0.01,0.01,0.32343909665164605
354,Abingdon,-1.2879528999999998,51.67078,0.01,0.01,0.01,0.01,0.01,0.01,0.28509771823887925
355,Shetland Islands,-1.2659409,60.52965,0.6022559441293429,0.024325115907072703,0.01,0.01,0.01,0.01,0.05796413582385725
356,Rugby,-1.265032,52.37088,0.01,0.01,0.01,0.01,0.01,0.02066832138167222,0.3306464374435702
357,Oxford,-1.2577263,51.75202,0.01,0.012949245278160507,0.01,0.01,0.01,0.013303114813402465,0.4842167376136367
358,Middlesbrough,-1.234956,54.57423000000001,0.01,0.01,0.010902203777261898,0.01,0.01,0.03244893698004778,0.3859469749260224
359,Hartlepool,-1.212926,54.69174,0.01,0.01,0.04345884381567882,0.01,0.01,0.05432673886632291,0.29489901259632356
360,Loughborough,-1.206166,52.7721,0.01,0.01,0.01,0.01,0.01,0.01,0.3739201771813277
361,Mansfield,-1.198674,53.1472,0.01,0.01,0.01,0.01,0.01,0.01,0.3154943506458953
362,Nottingham,-1.1581086,52.95478000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.5382057825548193
363,Bicester,-1.1535898999999998,51.8996,0.01,0.010459575593853517,0.01,0.01,0.01,0.01,0.22510651464404344
364,Leicester,-1.1397591999999999,52.636880000000005,0.01,0.01,0.01,0.01,0.01,0.027719720007685373,0.47009338613170015
365,Doncaster,-1.128462,53.522819999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.37454611740092464
366,Worksop,-1.122745,53.3093,0.01,0.01,0.01,0.01,0.01,0.01,0.25043200707388646
367,Basingstoke,-1.0923964,51.26654,0.01,0.01,0.01,0.01,0.01,0.01,0.3202082238950267
368,Portsmouth,-1.0879769,50.81977,0.01,0.043637441829361634,0.01,0.01,0.01,0.01,0.44629742200761036
369,York,-1.0872979,53.95997,0.01,0.01,0.01,0.01,0.01,0.013416093989919166,0.4416047113935589
370,Selby,-1.067189,53.783519999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.22953797405832133
371,Helmsley,-1.0562636,54.24651,0.01,0.01,0.01,0.01,0.01,0.01664409035277544,0.09313700510887987
372,Towcester,-0.9896879999999999,52.13511,0.01,0.01,0.01,0.01,0.01,0.01,0.23656501146164854
373,Reading,-0.9781303,51.45426,0.01,0.01,0.01,0.01,0.01,0.01,0.4336999003228961
374,Retford,-0.9455030000000001,53.32136,0.01,0.01,0.01,0.01,0.01,0.01,0.19456773574735595
375,Petersfield,-0.93899,51.00759,0.01,0.01,0.01,0.01,0.01,0.01,0.21701872214663426
376,Northampton,-0.9026559999999999,52.24048,0.01,0.01,0.01,0.01,0.01,0.01,0.421388566679803
377,Melton Mowbray,-0.887126,52.7664,0.01,0.01,0.01,0.01,0.01,0.01,0.2320772170028694
378,Aylesbury,-0.8084,51.81561,0.01,0.01,0.01,0.01,0.01,0.01,0.35601463486784135
379,Newark-on-Trent,-0.80657,53.070040000000006,0.01,0.01,0.01,0.01,0.01,0.01,0.31809854843241114
380,Malton,-0.7978970000000001,54.13684,0.01,0.01,0.01,0.01,0.01,0.01,0.19341074958974805
381,Chichester,-0.774936,50.83761,0.01,0.01,0.01,0.01,0.01,0.01,0.2824406751982999
382,Gainsborough,-0.774465,53.400580000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.18956424871904426
383,Milton Keynes,-0.7594171,52.040620000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.41074468193771907
384,Aldershot,-0.7557509,51.24837,0.01,0.01,0.01,0.01,0.01,0.01,0.35915849431418395
385,High Wycombe,-0.748229,51.628609999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.33048036446901474
386,Midhurst,-0.737274,50.9869,0.01,0.01,0.01,0.01,0.01,0.01,0.2104829053726391
387,Kettering,-0.7302489999999999,52.39632,0.01,0.01,0.01,0.01,0.01,0.01,0.2970894272300203
388,Wellingborough,-0.693964,52.30242,0.01,0.01,0.01,0.01,0.01,0.01,0.2635674823701379
389,Corby,-0.6842333,52.4923,0.01,0.01,0.01,0.01,0.01,0.01,0.2833126931504415
390,Bognor Regis,-0.673061,50.783,0.01,0.01,0.01,0.01,0.01,0.01,0.26676308708139307
391,Scunthorpe,-0.654413,53.58865,0.01,0.01,0.01,0.01,0.01,0.01,0.2929439475735037
392,Grantham,-0.643582,52.912519999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.2618809273877596
393,Whitby,-0.613347,54.48633,0.01,0.01,0.01,0.01,0.01,0.012503506544058521,0.20872258066571434
394,Slough,-0.5950406,51.51054,0.01,0.015613660964513762,0.01,0.01,0.01,0.01,0.37094623878232447
395,Guildford,-0.570409,51.23622,0.01,0.01,0.01,0.01,0.01,0.01,0.35307043569438673
396,Woking,-0.5600349,51.31677,0.01,0.01,0.01,0.01,0.01,0.01,0.4278492592986685
397,Lincoln,-0.540579,53.23069,0.01,0.01,0.01,0.01,0.01,0.01,0.3926137137377679
398,Bedford,-0.46677820000000003,52.13864,0.01,0.01,0.01,0.01,0.01,0.01,0.3613290412467018
399,Heathrow,-0.4542955,51.47002,0.01,0.01,0.01,0.01,0.01,0.01,0.4656162778499583
400,Driffield,-0.443377,54.006,0.01,0.01,0.01,0.01,0.01,0.01,0.17081416744226685
401,Beverley,-0.435093,53.84196,0.01,0.01,0.01,0.01,0.01,0.01,0.295784467069567
402,Luton,-0.4200255,51.87867,0.01,0.01,0.01,0.01,0.01,0.01,0.3848695215815981
403,Scarborough,-0.399752,54.28311,0.01,0.01,0.01,0.01,0.01,0.01,0.2833119301755191
404,Worthing,-0.372882,50.81787,0.01,0.01,0.01,0.01,0.01,0.01,0.36433854719244846
405,Dorking,-0.332378,51.2322,0.01,0.01,0.01,0.01,0.01,0.01,0.340899164550323
406,Hull,-0.3274198,53.767619999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.43988883129869094
407,Horsham,-0.325858,51.06288,0.01,0.01,0.01,0.01,0.01,0.01,0.26806896908778155
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.01,0.01995628686793887,0.01,0.01,0.01,0.01,0.21838744752922618
409,Peterborough,-0.2405299,52.5695,0.01,0.01,0.01,0.01,0.01,0.01,0.38186268095154213
410,Welwyn Garden City,-0.208661,51.80317,0.01,0.01,0.01,0.01,0.01,0.01,0.486175112854541
411,Bridlington,-0.198802,54.08535,0.01,0.01,0.01,0.01,0.01,0.01,0.20896775569392337
412,Stevenage,-0.19661199999999998,51.90376,0.01,0.01,0.01,0.01,0.01,0.01,0.3343848268267873
413,Crawley,-0.18722750000000002,51.109140000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.32438766208172654
414,Huntingdon,-0.182552,52.33146,0.01,0.01,0.01,0.01,0.01,0.01,0.22771938338713538
415,Hove,-0.168749,50.82793,0.01,0.01,0.01,0.01,0.01,0.01,0.29162094652744963
416,Spalding,-0.1537024,52.7901,0.01,0.01,0.01,0.01,0.01,0.01,0.24642283291095063
417,Brighton,-0.137163,50.82253,0.01,0.01,0.01,0.01,0.01,0.014902829497013551,0.5087095660460602
418,London,-0.12775830000000002,51.50735,0.01,0.01,0.01,0.06146322199795515,0.01,0.01,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.3184637041527149
420,Boston,-0.026576999999999996,52.97894,0.01,0.010973606970316917,0.01,0.01,0.01,0.026304804652832782,0.3199491023906143
421,Royston,-0.024066,52.048140000000004,0.01,0.02830110997426082,0.01,0.01,0.01,0.01,0.18953701618067795
422,Louth_Lincs,-0.007711,53.36596,0.01,0.01,0.01,0.01,0.01,0.01,0.20945597727836981
423,Lewes,0.00878,50.873870000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.27056260299767476
424,Chatteris,0.054012,52.4561,0.01,0.01,0.01,0.01,0.01,0.01,0.1437329227052124
425,Uckfield,0.095913,50.966409999999996,0.01,0.015580263724981227,0.01,0.01,0.01,0.01,0.2837967088939923
426,Cambridge,0.12181700000000001,52.20534,0.01,0.01,0.01,0.01,0.01,0.013937185617006556,0.48611434498520584
427,Bishop's Stortford,0.15365020000000001,51.87216,0.01,0.01,0.01,0.01,0.01,0.01,0.3063148350899205
428,Wisbech,0.158797,52.66631999999999,0.01,0.01,0.01,0.01,0.01,0.01,0.18721136167431646
429,Sevenoaks,0.190898,51.27241,0.01,0.01,0.01,0.01,0.01,0.01,0.3635700072197216
430,Tunbridge Wells,0.26369499999999996,51.13238,0.01,0.021797052179323793,0.01,0.01,0.01,0.01,0.32812395839739456
431,Eastbourne,0.29047199999999995,50.768029999999996,0.01,0.01057288134608177,0.01,0.01,0.01,0.01322307437595756,0.3042092749246894
432,Brentwood,0.30717490000000003,51.620470000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.5249825878132349
433,Skegness,0.337881,53.1464,0.01,0.01,0.01,0.01,0.01,0.015777234529653444,0.19956553721904582
434,Downham Market,0.385472,52.606609999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.1533109190083929
435,King's Lynn,0.4022963,52.75168000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.2614686595451868
436,Bexhill,0.4662071,50.849909999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.21200743436578304
437,Chelmsford,0.4685497,51.73559,0.01,0.01,0.01,0.01,0.01,0.01,0.3092226604669446
438,Mildenhall,0.5156095,52.347570000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.24862504758979184
439,Medway,0.5417860999999999,51.404740000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.29638971978346695
440,Braintree,0.5509269,51.88009,0.01,0.01,0.01,0.01,0.01,0.01,0.255952002608366
441,Gillingham,0.551438,51.38632,0.01,0.01,0.01,0.01,0.01,0.01,0.45691407641517223
442,Hastings,0.573453,50.85426,0.01,0.012910537998531322,0.01,0.01,0.01,0.01,0.28419669907379963
443,Maldon,0.6714479999999999,51.731809999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.2645927527578487
444,Southend,0.7077123000000001,51.54593,0.01,0.01,0.01,0.01,0.01,0.01,0.36125318385082733
445,Bury St Edmunds,0.7104931999999999,52.24292,0.01,0.01,0.01,0.01,0.01,0.01,0.36533937033219527
446,Thetford,0.751657,52.412859999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.20339588180424006
447,Ashford,0.8750190000000001,51.14647,0.01,0.01,0.01,0.01,0.8148894041146243,0.01,0.2722207057853406
448,Faversham,0.889358,51.31599,0.01,0.01,0.01,0.01,0.7151477203319248,0.01,0.2567762938090422
449,Colchester,0.891874,51.89593,0.01,0.01,0.01,0.01,0.01,0.01,0.365920823823654
450,New Romney,0.939473,50.98512,0.01,0.01,0.01,0.01,0.01,0.01,0.16285846385618152
451,Canterbury,1.0789089,51.280229999999996,0.01,0.01,0.01,0.01,1.0,0.01,0.3480225331144519
452,Ipswich,1.14822,52.056740000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.3753312597888684
453,Clacton,1.153035,51.78953,0.01,0.01,0.01,0.01,0.01,0.01,0.21076180957101698
454,Folkestone,1.169456,51.0814,0.01,0.01,0.01,0.01,0.7346308683714547,0.01,0.2615300750029849
455,Sheringham,1.2109589,52.944419999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.13806679303179398
456,Harwich,1.260297,51.93473,0.01,0.01,0.01,0.01,0.01,0.01,0.16264815095356264
457,Norwich,1.297355,52.63089,0.01,0.01,0.01,0.01,0.01,0.01,0.4619671546189378
458,Cromer,1.301866,52.93145,0.01,0.01,0.01,0.01,0.01,0.01,0.19563070656375203
459,Cromer,1.301866,52.93145,0.01,0.01,0.01,0.01,0.01,0.01,0.19563070656375203
460,Dover,1.3134027,51.12788,0.01,0.01,0.01,0.01,0.4966204141979449,0.01,0.23458539506396892
461,Felixstowe,1.3512549999999999,51.961729999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.2153806110622447
462,Margate,1.3868339,51.38965,0.01,0.01,0.01,0.01,0.5740307193688756,0.01,0.2617729998849833
463,Ramsgate,1.4198950000000001,51.33555,0.01,0.01,0.01,0.01,0.5476400572284827,0.01,0.25810180865669397
464,Great Yarmouth,1.728047,52.59823000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.2634398619513028
465,Lowestoft,1.7534490000000003,52.48114,0.01,0.01,0.01,0.01,0.01,0.01,0.27730098272351883
466,Swaffham,0.687481,52.64747,0.01,0.01,0.01,0.01,0.01,0.01,0.15121542287585504
467,Dereham,0.9378270000000001,52.681619999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.3511946954006346
468,Ely,0.262363,52.39954,0.01,0.01,0.01,0.01,0.01,0.01,0.22691159452768778
469,March,0.088622,52.551719999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.17412446667797069
470,St Neots,-0.26510300000000003,52.23008,0.01,0.01,0.01,0.01,0.01,0.01,0.20688197811302209
471,Banham,1.0402849,52.45125,0.01,0.01,0.01,0.01,0.01,0.01,0.2203985072140123
472,Holt,1.086747,52.90936,0.01,0.01,0.01,0.01,0.01,0.01,0.19551009782269818
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.01,0.01,0.01,0.01,0.01,0.1186171666807688
474,Horncastle,-0.11245,53.20731,0.01,0.01,0.01,0.01,0.01,0.01,0.1600141673224325
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.01,0.01,0.01,0.01,0.1548637035191131
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.01,0.01,0.01,0.011619127512184909,0.1866126078672949
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.01,0.01,0.01,0.01,0.08929735545831453
479,Stanhope,-2.011302,54.74946,0.017339356344341708,0.01,0.16885807129034602,0.01,0.01,0.30154994498193904,0.2629505492472288
480,Keswick,-3.134706,54.60128,0.01,0.010984273809766737,0.01,0.01,0.01,0.071810110792258,0.15653987789133694
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.01,0.01,0.01,0.01,0.11689840715389324
