,placename,past_participle,present_participle,longitude,latitude
146,Swansea,0.5826375144702939,0.4173624855297061,-3.9436459999999998,51.62144
147,Stirling,0.09906805083585396,0.9009319118214522,-3.9369029,56.116519999999994
148,Tregaron,0.5279862329935148,0.47201379190161447,-3.934385,52.22
149,Tregaron,0.5279862329935148,0.47201379190161447,-3.934385,52.22
150,Castle Douglas,0.3917166436386721,0.6082832816759401,-3.9314139999999997,54.940419999999996
151,Dolgellau,0.5595765338511521,0.4404234910439772,-3.8844,52.74215
152,Aberfeldy,0.07492674608212906,0.9250731916800478,-3.866969,56.62175
153,Machynlleth,0.5383770865230217,0.4616228263440258,-3.853485,52.59027
154,Brora,0.24060893486189425,0.7593910277954118,-3.8525480000000005,58.012159999999994
155,Llandudno,0.6419604914298517,0.3580394712274544,-3.827609,53.324059999999996
156,Llandudno,0.6419604914298517,0.3580394712274544,-3.827609,53.324059999999996
157,Aviemore,0.21985623062847756,0.78014368223857,-3.823812,57.19449
158,Dalbeattie,0.47034678915070266,0.5296531735066035,-3.8225269999999996,54.934219999999996
159,Falkirk,0.13294808120791166,0.8670518565542651,-3.7839131,56.00188000000001
160,Kingsbridge,0.7870799258125147,0.21292004929235592,-3.777493,50.28395
161,Pitlochry,0.0802927667201912,0.9197071834895503,-3.729711,56.70436
162,Colwyn Bay,0.6721012733858621,0.32789866437631476,-3.72764,53.29318000000001
163,Totnes,0.7613396069059089,0.23866038064652653,-3.685797,50.43374
164,Grantown-on-Spey,0.23636331951653658,0.7636366431407695,-3.609628,57.33041
165,Dumfries,0.42958437581687137,0.5704156490782579,-3.60512,55.070859999999996
166,Whitehaven,0.7068013493160064,0.2931986008937352,-3.589233,54.5497
167,Dartmouth,0.7597479368161619,0.24025200094601493,-3.578807,50.35252
168,Bridgend,0.695504437556792,0.304495562443208,-3.576945,51.504290000000005
169,Paignton,0.763699540684865,0.23630039707731182,-3.564235,50.43508
170,Workington,0.6969835816622476,0.3030164432328815,-3.5427519999999997,54.64357
171,Llanidloes,0.6020914398098013,0.397908485504811,-3.5401949999999998,52.447790000000005
172,Exeter,0.7668821340104809,0.23311787843708376,-3.533899,50.71841
173,Torquay,0.7676511445535681,0.23234878076104412,-3.525315,50.46192
174,Thurso,0.21071561049080745,0.7892844144043218,-3.5220800000000003,58.59356999999999
175,Livingston,0.15581226583019037,0.8441877092746805,-3.518068,55.90071
176,Rhyl,0.6283748459613878,0.3716251042483538,-3.4916339999999995,53.319140000000004
177,Tiverton,0.779838057184112,0.22016186813050026,-3.491207,50.90205
178,Tiverton,0.779838057184112,0.22016186813050026,-3.491207,50.90205
179,Minehead,0.7625904626759774,0.23740952487645792,-3.481152,51.20428
180,Dunfermline,0.1495868653297982,0.8504131720128956,-3.452151,56.071740000000005
181,Perth,0.09460049541307242,0.9053994547966691,-3.4308381000000003,56.39499
182,Prestatyn,0.6262719543921232,0.37372807050300605,-3.4076129999999996,53.33651
183,Builth Wells,0.6873841442921693,0.31261581836513685,-3.4045919999999996,52.15002
184,Braemar,0.20733547431445043,0.7926645256855497,-3.3979439,57.00646999999999
185,Brecon,0.8290729053860613,0.17092705727124488,-3.391463,51.94895
186,Merthyr Tydfil,0.8711660878549111,0.128833837459701,-3.381646,51.74873
187,Llandrindod Wells,0.656973748086187,0.34302618967598986,-3.377742,52.2417
188,Corwen,0.7061726228263441,0.2938273149358328,-3.369242,52.98005
189,Cockermouth,0.7027955985411454,0.29720435166859605,-3.367985,54.66326
190,Lockerbie,0.49687976897320035,0.5031202683694935,-3.349008,55.122240000000005
191,Blairgowrie,0.08473094589043653,0.9152690292144342,-3.3378318,56.58941
192,Elgin,0.20883192053474733,0.7911680172274295,-3.318485,57.64945
193,Newtown,0.6254982137744751,0.3745017488828311,-3.313106,52.51211
194,Ruthin,0.707011090780089,0.2929889341150404,-3.3103108,53.114869999999996
195,Ruthin,0.707011090780089,0.2929889341150404,-3.3103108,53.114869999999996
196,Sidmouth,0.7814767790681753,0.21852319603669546,-3.2375599999999998,50.67865
197,Barrow-in-Furness,0.8884403201513623,0.11155965495350834,-3.2188939999999997,54.10896999999999
198,Peebles,0.15337515715050345,0.846624793059238,-3.1936419999999996,55.65306999999999
199,Edinburgh,0.14809925688039133,0.8519007555671733,-3.1882669999999997,55.95325
200,Cardiff,0.7985730111903606,0.2014269265718162,-3.17909,51.48158
201,Llangollen,0.7091529432266577,0.2908470567733423,-3.1716599999999997,52.96921
202,Kirkcaldy,0.12258336756413611,0.8774165701980408,-3.158137,56.11682
203,Welshpool,0.7025534934090145,0.2974465190385501,-3.146407,52.66035
204,Mold,0.6435980930330981,0.3564018322815141,-3.1419029999999997,53.1672
205,Mold,0.6435980930330981,0.3564018322815141,-3.1419029999999997,53.1672
206,Taunton,0.832168241283593,0.16783174626884248,-3.106849,51.01534
207,Wick,0.2120186215566924,0.787981365995743,-3.093716,58.43894
208,John o' Groats,0.2120186215566924,0.787981365995743,-3.0688997000000002,58.63734
209,Dalkeith,0.1510441017214982,0.8489558982785018,-3.066606,55.893119999999996
210,Oswestry,0.7195276149221405,0.28047232284003637,-3.056412,52.85715
211,Blackpool,0.9116193036832345,0.08838062163137783,-3.0356748,53.81751
212,Birkenhead,0.6218533178983532,0.37814666965408217,-3.023009,53.389990000000004
213,Cupar,0.08846533975627668,0.9115345855583354,-3.010137,56.32023
214,Southport,0.8762458145063918,0.12375412325578501,-3.010113,53.64571
215,Bridgwater,0.8151555323201016,0.18484440544207525,-3.003632,51.12789
216,Langholm,0.5230599848139711,0.4769399653957703,-2.998913,55.153059999999996
217,Newport,0.8049462887586044,0.19505372368896026,-2.997664,51.58415
218,Axminster,0.7654236528623174,0.23457628489985935,-2.9949369999999997,50.78273
219,Wrexham,0.7172029077510985,0.2827970300110783,-2.9924939999999998,53.043040000000005
220,Liverpool,0.6193411504039236,0.3806588620436412,-2.9915726,53.40837
221,Weston-super-Mare,0.8020545950184846,0.1979454423242093,-2.977255,51.347409999999996
222,Dundee,0.11011650920497404,0.8898835281377199,-2.9707209999999997,56.462019999999995
223,Kirkwall,0.21071561049080745,0.7892844144043218,-2.9622491,58.984669999999994
224,Ambleside,0.8118271780126218,0.18817278464468426,-2.961333,54.428740000000005
225,Orkney Islands,0.21071561049080745,0.7892844144043218,-2.9605206,58.980940000000004
226,Lyme Regis,0.7613134670201774,0.23868649563712863,-2.936639,50.725159999999995
227,Carlisle,0.6224875213164545,0.37751251602623953,-2.932931,54.892469999999996
228,Chester,0.6600919875026452,0.33990800004979027,-2.893075,53.19339
229,Forfar,0.12267834248229331,0.8773216077274482,-2.889062,56.64356
230,Morecambe,0.9074773765512777,0.09252266079141616,-2.864968,54.074169999999995
231,Selkirk,0.1507558161245752,0.8492441589802955,-2.838524,55.55066
232,Galashiels,0.14290115388924154,0.8570988212156292,-2.814449,55.62373
233,Lancaster,0.8998749019754286,0.1001250980245715,-2.8007399,54.046569999999996
234,St Andrews,0.12235819111990738,0.8776418337752219,-2.7967214,56.339780000000005
235,Hawick,0.32315720029376244,0.6768427872586729,-2.780914,55.42706
236,Bridport,0.7220186215566925,0.2779813411006137,-2.758301,50.733579999999996
237,Shrewsbury,0.6941322180315421,0.30586780686358717,-2.7553267999999997,52.7073
238,Penrith,0.7375089933654481,0.2624910190821166,-2.752708,54.6641
239,Kendal,0.8598971831161234,0.14010285422657057,-2.74629,54.32801
240,Street,0.793906543684728,0.2060934812104012,-2.7429189999999997,51.12468
241,Glastonbury,0.7817892129404882,0.21821076216438257,-2.718454,51.14743
242,Hereford,0.8447075444689247,0.15529243063594608,-2.715974,52.0564
243,Ludlow,0.8045637750974022,0.1954362000074685,-2.7139129,52.36775
244,Preston,0.9151280232022603,0.08487193945504563,-2.70309,53.7632
245,Whitchurch,0.7166087854911187,0.28339120206131674,-2.682045,52.96872
246,Wells,0.7831610590387991,0.21683894096120096,-2.6445979,51.20935
247,Yeovil,0.7373487932086087,0.2626512192389559,-2.633308,50.94206
248,Wigan,0.92488454883802,0.07511547605710943,-2.6325074,53.54506
249,Warrington,0.93346403276199,0.06653588010505744,-2.5969501,53.39004
250,Arbroath,0.13567584052180195,0.8643241843733274,-2.591543,56.55911
251,Bristol,0.7818062661040367,0.21819377123865713,-2.58791,51.45451
252,Guernsey,0.7693945504562033,0.2306054246486675,-2.5852779999999997,49.46569
253,Ross-on-Wye,0.7884975789486786,0.21150237126106275,-2.582446,51.91445
254,Jedburgh,0.23567571604615548,0.7643242590587151,-2.5549369,55.47772
255,Sedbergh,0.8623869449942119,0.1376129803204003,-2.5281740000000004,54.32363
256,Sedbergh,0.8623869449942119,0.1376129803204003,-2.5281740000000004,54.32363
257,Nantwich,0.7243118363892104,0.27568807647783716,-2.524102,53.067190000000004
258,Banff,0.22144229931413922,0.7785576633431669,-2.524038,57.666509999999995
259,Dunbar,0.14088228338125644,0.8591176917236142,-2.516737,56.00209
260,Cinderford,0.7955448921418524,0.2044550829630183,-2.5009579,51.8253
261,Banchory,0.1832692283754683,0.8167307840720963,-2.4909599,57.05386
262,Blackburn,0.904549086971134,0.09545086323860735,-2.487529,53.748580000000004
263,Market Drayton,0.6655115326686334,0.33448842998867273,-2.483485,52.90355
264,Telford,0.6259134645306645,0.3740864607839476,-2.4672611,52.67759
265,Montrose,0.13978527951006384,0.8602147453850654,-2.4661150000000003,56.70692
266,Turriff,0.21517719108256464,0.7848227715747415,-2.4623,57.53893000000001
267,Weymouth,0.7596997647410285,0.24030018546871307,-2.457621,50.61443
268,Crewe,0.7365100763035713,0.26348987390617024,-2.4438209,53.10041
269,Fortuneswell,0.7525476430536364,0.24745228226097563,-2.4422189999999997,50.55919
270,Dorchester,0.7596997647410285,0.24030018546871307,-2.4411810000000003,50.71116
271,Alston,0.6810770877677781,0.31892289978465715,-2.438685,54.812169999999995
272,Kelso,0.15334739908136974,0.8466525262332425,-2.432207,55.600030000000004
273,Wincanton,0.696149221404832,0.30385077859516785,-2.416007,51.055690000000006
274,Clitheroe,0.9096321744650658,0.09036781308736946,-2.3930830000000003,53.8711
275,Sark,0.7410668807647783,0.2589330943400924,-2.3666256000000003,49.43007
276,Bath,0.7553641535033669,0.24463585894419757,-2.3590167,51.38106
277,Kidderminster,0.7204369095186527,0.27956301579595955,-2.2496839,52.3886
278,Manchester,0.9000718224479382,0.0999281277618034,-2.2426305,53.48076
279,Burnley,0.8629871665608624,0.13701279609644373,-2.2405035,53.78929
280,Gloucester,0.7800602462128284,0.219939703996913,-2.238156,51.86424
281,Newcastle-under-Lyme,0.6908536539825983,0.3091463211222724,-2.2273002,53.01321
282,Worcester,0.8121154636095448,0.1878845363904552,-2.221575,52.19364
283,Trowbridge,0.7530685736335686,0.24693146370912533,-2.208853,51.31966
284,Shaftesbury,0.7210246835206692,0.27897524179394306,-2.198083,51.0046
285,Alderney,0.7582297073577555,0.241770242851986,-2.1973557,49.715
286,Stoke-on-Trent,0.6722991896635424,0.3277007854413284,-2.179404,53.002669999999995
287,Colne,0.843276821389895,0.15672319105766952,-2.176991,53.85564
288,Blandford Forum,0.7640844193833477,0.23591560551178162,-2.165353,50.85691
289,Rochdale,0.9050501014476516,0.09494986120965435,-2.1561,53.60971
290,Jersey,0.7446734381418275,0.25532649962034926,-2.13125,49.21444
291,Wolverhampton,0.6100541469061578,0.3899458406462776,-2.12882,52.586969999999994
292,Stafford,0.5958135105866537,0.40418650186091093,-2.12066,52.80669
293,Macclesfield,0.8365311126878027,0.16346887486463274,-2.119287,53.25866
294,Hexham,0.5887823792275041,0.4112175585346727,-2.1121439,54.97266
295,Aberdeen,0.1787096854500417,0.8212903394450876,-2.094278,57.149719999999995
296,Dudley,0.5791347697822922,0.420865192875014,-2.081112,52.51226
297,Cheltenham,0.7852166498624545,0.2147833127948517,-2.0782533,51.899390000000004
298,Bromsgrove,0.8070687230043442,0.19293126454809117,-2.061906,52.33559
299,Skipton,0.8447075444689247,0.15529243063594608,-2.0162787,53.96285
300,Fraserburgh,0.21290800004979024,0.7870919875026452,-2.007631,57.69335
301,Berwick,0.2321486986071175,0.7678513013928825,-2.005395,55.77024
302,Poole,0.7472673861359025,0.2527326387592268,-1.987248,50.71505
303,Walsall,0.5603291136089223,0.4396708614959483,-1.9829189999999999,52.586209999999994
304,Cirencester,0.7755218641472797,0.22447807361489724,-1.968243,51.71849
305,Evesham,0.8100685860811331,0.18993142636643143,-1.9467700000000001,52.09215
306,Buxton,0.8406853629087468,0.15931459974855922,-1.91483,53.259080000000004
307,Keighley,0.8579391811991984,0.14206076901054307,-1.9123580000000002,53.8678
308,Birmingham,0.5765856330208995,0.4234143545315359,-1.8904009999999998,52.48624
309,Bournemouth,0.7917066855869649,0.20829331441303509,-1.880769,50.719159999999995
310,Halifax,0.8788434967698572,0.12115645343988447,-1.8575400000000002,53.727019999999996
311,Salisbury,0.7264169685201091,0.2735829567945032,-1.794472,51.06878
312,Ringwood,0.8058360406786413,0.19416398421648803,-1.7888169999999999,50.84495
313,Huddersfield,0.9106780188456127,0.08932195625925787,-1.7850351000000002,53.645790000000005
314,Peterhead,0.18184634726215812,0.8181536278427126,-1.784066,57.50812
315,Swindon,0.7589527863873433,0.24104717626996278,-1.7797176,51.55577
316,Bradford,0.8764235657293649,0.12357640937550567,-1.759398,53.79598000000001
317,Ashbourne,0.7594402330184099,0.24055974208646078,-1.7321790000000001,53.016630000000006
318,Marlborough,0.7618577990216214,0.23814213874055543,-1.7270619999999999,51.42007
319,Stratford-upon-Avon,0.6859310155967985,0.31406899685076617,-1.7082979999999999,52.19173
320,Alnwick,0.5298365634763559,0.47016337428582095,-1.7062990000000002,55.41274
321,Otley,0.8695228848475797,0.1304771400475497,-1.691786,53.90583
322,Bishop Auckland,0.7688960254926124,0.2311039247171291,-1.6787880000000002,54.663819999999994
323,Burton upon Trent,0.7395379464007867,0.2604620909419072,-1.6371358999999999,52.81403
324,Newcastle,0.5517917024534149,0.44820823530876186,-1.61778,54.97825
325,Durham,0.5648836775084956,0.4351163100439399,-1.5848520000000001,54.77525
326,Ashington,0.5407010468401858,0.45929889092199117,-1.5659829,55.18298000000001
327,Darlington,0.8624326275564187,0.13756731020575824,-1.559458,54.52361
328,Leeds,0.8929124811730587,0.1070875561696354,-1.5490774,53.80076
329,Harrogate,0.8685919314886043,0.13140804361626648,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.6266685338013618,0.373331441303509,-1.5200789,52.28519
331,Coventry,0.5865632274045584,0.4134368099381356,-1.519693,52.40682
332,Blyth,0.5438687030882408,0.4561312595690653,-1.510277,55.12696
333,Wakefield,0.9069197256556754,0.0930801872113721,-1.505924,53.6833
334,Andover,0.7627977146271331,0.23720223558260825,-1.4919233,51.2112
335,Witney,0.6974976660816311,0.30250232147080425,-1.4850543999999999,51.785940000000004
336,Barnsley,0.9659915107609197,0.03400846434395111,-1.479726,53.55263000000001
337,Derby,0.8003367066233492,0.19966321869126305,-1.4746186000000001,52.92253
338,Sheffield,0.9429966267099842,0.057003298604628,-1.470085,53.381130000000006
339,Nuneaton,0.548005028816112,0.45199500852658175,-1.465382,52.52049
340,Northallerton,0.9095591072606644,0.090440842949077,-1.429959,54.337959999999995
341,South Shields,0.542322840036347,0.45767717241121775,-1.427406,54.99941999999999
342,Chesterfield,0.9044512491131109,0.09554870109663044,-1.421629,53.23505
343,Southampton,0.7738043491790831,0.22619563837335227,-1.4043508999999998,50.9097
344,Wetherby,0.8749276174116534,0.12507239503591122,-1.384816,53.92706
345,Sunderland,0.5515090182605774,0.4484909319491642,-1.383801,54.90687
346,Rotherham,0.9505191879208834,0.04948074984129355,-1.3635008999999998,53.4326
347,Castleford,0.9132276535095907,0.08677228425258596,-1.345968,53.72346999999999
348,Thirsk,0.8818306633307192,0.11816936156440994,-1.341377,54.23385
349,Banbury,0.6805056200754322,0.31949434258187387,-1.339775,52.0629
350,Stockton,0.8670373551414665,0.1329625701731456,-1.3289821000000002,54.57046
351,Newbury,0.6925278514258685,0.30747208633630835,-1.3231138999999998,51.40141
352,Isle of Wight,0.8169520893237238,0.18304789822871154,-1.304734,50.69385
353,Isle of Wight,0.8169520893237238,0.18304789822871154,-1.304734,50.69385
354,Abingdon,0.6299986307678903,0.3700013567845451,-1.2879528999999998,51.67078
355,Shetland Islands,0.22320997796781053,0.7767899348992369,-1.2659409,60.52965
