index,placename,longitude,latitude,after_perfective,after_perfective_with_modifier,control
90,Stranraer,-5.024055000000001,54.903369999999995,0.012035715041563705,0.12277633859707797,0.1649485567607481
91,Fishguard,-4.975989,51.99393,0.01,0.01,0.11456860769484899
92,Inchnadamph,-4.974295,58.15221,0.01,0.01,0.012153295530800136
93,Haverfordwest,-4.971319,51.800470000000004,0.01,0.01,0.18172296693200515
94,Dunoon,-4.926214,55.95097,0.011848072839821632,0.04347217469169378,0.15992715538978028
95,Pembroke,-4.908637000000001,51.674040000000005,0.01,0.01,0.24834371316714185
96,Girvan,-4.8542179,55.240159999999996,0.01,0.01,0.15408639412165817
97,Wadebridge,-4.836456,50.51665,0.01,0.01,0.19011956377337105
98,Invergarry,-4.800261,57.07095,0.01,0.01,0.012108330726413739
99,St Austell,-4.7834252,50.340379999999996,0.01,0.01,0.21094409987830964
100,Greenock,-4.7719830000000005,55.956480000000006,0.021403652081198463,0.06689838018369777,0.28136578608463153
101,Helensburgh,-4.734014,56.00232,0.014230040276236788,0.04618748092085565,0.17255902594832018
102,Bodmin,-4.7188629,50.4715,0.01,0.01,0.17243935580649372
103,Tenby,-4.703579,51.672740000000005,0.01,0.01,0.18172704954356134
104,Camelford,-4.682364,50.62206,0.01,0.01,0.11646075944142728
105,Irvine,-4.6696364,55.61156999999999,0.01162779777005233,0.01,0.3077118358089676
106,Cardigan,-4.660864,52.0837,0.01,0.01,0.14633332438485988
107,Holyhead,-4.633038,53.30944,0.01,0.01,0.1635711625000225
108,Ayr,-4.629179,55.45856,0.01271617904690744,0.01,0.33584194711002413
109,Dumbarton,-4.564554,55.94529,0.017117624651989495,0.06566172733873375,0.2629500665510278
110,Bude,-4.543678,50.826640000000005,0.01,0.01,0.1829632516277168
111,Isle of Man,-4.5126330999999995,54.27697,0.013247773486137392,0.03685651275643339,0.3139563859144145
112,Kilmarnock,-4.498792,55.61472,0.012254934002460076,0.01,0.28918583526098657
113,Newton Stewart,-4.483164,54.9603,0.01,0.01,0.1263966132121605
114,Liskeard,-4.4647190000000005,50.45552,0.01,0.01,0.18910344092945028
115,Altnaharra,-4.442655,58.28023,0.01,0.01,0.012125437505707394
116,Pwllheli,-4.417633900000001,52.888819999999996,0.01,0.01,0.14653154336000934
117,Lairg,-4.402414,58.022059999999996,0.01,0.01,0.012121065596899048
118,Launceston,-4.360451599999999,50.636829999999996,0.01,0.01,0.17049283055171113
119,Carmarthen,-4.312131,51.857620000000004,0.01,0.01,0.23968298524731965
120,Llangefni,-4.311401999999999,53.255790000000005,0.01,0.01,0.22461290662590763
121,Caernarfon,-4.273911,53.13955,0.01,0.01,0.2096668543724411
122,Cumnock,-4.265828900000001,55.45355,0.01190971727950246,0.01,0.21526223508501313
123,Aberaeron,-4.2581619,52.24279,0.01,0.01,0.13275115659485834
124,Alness,-4.256825,57.69595,0.011424793889222821,0.01,0.17743062016501518
125,Glasgow,-4.251806,55.86424,0.03266970663730522,0.040784018604579544,0.6323261688359263
126,Dalwhinnie,-4.242783,56.9366,0.01,0.01,0.012009284378583292
127,Inverness,-4.224721,57.47776999999999,0.019016163580826768,0.01,0.3262100989923033
128,Saltash,-4.21643,50.409209999999995,0.01,0.01,0.1735775568543729
129,Bideford,-4.206666,51.01668,0.01,0.01,0.20289813076617735
130,Invergordon,-4.1728819999999995,57.688109999999995,0.011581112850279846,0.01,0.18030687510491616
131,Llanelli,-4.160248,51.680890000000005,0.01,0.01,0.27692384133818765
132,Plymouth,-4.1426565,50.37546,0.01,0.01,0.41639832342055405
133,Tavistock,-4.141654,50.551120000000004,0.01,0.01,0.20301664183419227
134,Porthmadog,-4.1333839999999995,52.92784,0.01,0.01,0.1865662658558223
135,Bangor,-4.129263,53.22739,0.01,0.01,0.2939162756193599
136,Tywyn,-4.087249,52.58701,0.01,0.01,0.09980253557513273
137,Aberystwyth,-4.08292,52.4153,0.01,0.01,0.26413208117945614
138,Lampeter,-4.0785089999999995,52.1129,0.01,0.01,0.14861035154674582
139,Barnstaple,-4.058338,51.07816,0.01,0.01,0.2672148494217506
140,Tain,-4.05523,57.8115,0.01,0.01,0.11692275623673976
141,Okehampton,-4.004263,50.73831,0.01,0.01,0.14468292721931175
142,Llandeilo,-3.9914300000000003,51.88469,0.01,0.01,0.20035990909288015
143,Motherwell,-3.9810968,55.78321,0.026628139369738988,0.04460846333951853,0.3708201685871396
144,Golspie,-3.976086,57.97341,0.01,0.01,0.012125270881233748
145,Airdrie,-3.9625660000000003,55.86626999999999,0.02675139867710496,0.03361121341931767,0.3162646112281078
146,Swansea,-3.9436459999999998,51.62144,0.01,0.01,0.4347285001293269
147,Stirling,-3.9369029,56.116519999999994,0.030213126388353335,0.01,0.34386046237797524
148,Tregaron,-3.934385,52.22,0.01,0.01,0.14468292721931175
149,Tregaron,-3.934385,52.22,0.01,0.01,0.14468292721931175
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.01,0.01,0.14660423773537776
151,Dolgellau,-3.8844,52.74215,0.01,0.01,0.10792048764056987
152,Aberfeldy,-3.866969,56.62175,0.01,0.01,0.1773680133530339
153,Machynlleth,-3.853485,52.59027,0.01,0.01,0.13835900127755213
154,Brora,-3.8525480000000005,58.012159999999994,0.01,0.01,0.09498108888912193
155,Llandudno,-3.827609,53.324059999999996,0.01,0.01,0.24655373620072757
156,Llandudno,-3.827609,53.324059999999996,0.01,0.01,0.24655373620072757
157,Aviemore,-3.823812,57.19449,0.01,0.01,0.1570669289698264
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.01,0.01,0.10276713390197251
159,Falkirk,-3.7839131,56.00188000000001,0.032265910739008766,0.01,0.3444406233966808
160,Kingsbridge,-3.777493,50.28395,0.01,0.01,0.18182426994249573
161,Pitlochry,-3.729711,56.70436,0.01,0.01,0.12260373887448864
162,Colwyn Bay,-3.72764,53.29318000000001,0.01,0.01,0.22616295228306157
163,Totnes,-3.685797,50.43374,0.01,0.01,0.1898308813707526
164,Grantown-on-Spey,-3.609628,57.33041,0.01,0.01,0.10596176756308857
165,Dumfries,-3.60512,55.070859999999996,0.011258133064619369,0.01,0.2616066606600967
166,Whitehaven,-3.589233,54.5497,0.01,0.01,0.22453104623161288
167,Dartmouth,-3.578807,50.35252,0.01,0.01,0.15388093175863873
168,Bridgend,-3.576945,51.504290000000005,0.01,0.01,0.33146022251940577
169,Paignton,-3.564235,50.43508,0.01,0.01,0.27786328313873976
170,Workington,-3.5427519999999997,54.64357,0.01,0.01,0.22119366162948464
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.01,0.01,0.12070599555679795
172,Exeter,-3.533899,50.71841,0.01,0.01,0.4502942753972331
173,Torquay,-3.525315,50.46192,0.01,0.01,0.2849104954791268
174,Thurso,-3.5220800000000003,58.59356999999999,0.01,0.01,0.16418842664184294
175,Livingston,-3.518068,55.90071,0.024285011607024554,0.01,0.33949988122817887
176,Rhyl,-3.4916339999999995,53.319140000000004,0.01,0.01,0.2226724993929205
177,Tiverton,-3.491207,50.90205,0.01,0.01,0.20121669389942115
178,Tiverton,-3.491207,50.90205,0.01,0.01,0.20121669389942115
179,Minehead,-3.481152,51.20428,0.01,0.01,0.15544542635785868
180,Dunfermline,-3.452151,56.071740000000005,0.019376436571615478,0.01,0.32272382551630746
181,Perth,-3.4308381000000003,56.39499,0.02084378630133933,0.01,0.20974304091625579
182,Prestatyn,-3.4076129999999996,53.33651,0.01,0.01,0.18895695633241796
183,Builth Wells,-3.4045919999999996,52.15002,0.01,0.01,0.1688883301789294
184,Braemar,-3.3979439,57.00646999999999,0.01,0.01,0.01219825240068779
185,Brecon,-3.391463,51.94895,0.01,0.01,0.20121669389942115
186,Merthyr Tydfil,-3.381646,51.74873,0.01,0.01,0.3779707986219984
187,Llandrindod Wells,-3.377742,52.2417,0.01,0.01,0.1459224520876528
188,Corwen,-3.369242,52.98005,0.01,0.01,0.11053167198588817
189,Cockermouth,-3.367985,54.66326,0.01,0.01,0.16454820274201076
190,Lockerbie,-3.349008,55.122240000000005,0.010467411591682803,0.01,0.2317521270990546
191,Blairgowrie,-3.3378318,56.58941,0.011384290978389928,0.01,0.1628777031369171
192,Elgin,-3.318485,57.64945,0.01634802841147455,0.01,0.29300266711594153
193,Newtown,-3.313106,52.51211,0.01,0.01,0.12905800607047285
194,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.18376427677293405
195,Ruthin,-3.3103108,53.114869999999996,0.01,0.01,0.18376427677293405
196,Sidmouth,-3.2375599999999998,50.67865,0.01,0.01,0.1839232596171754
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.01,0.01,0.27701375514532184
198,Peebles,-3.1936419999999996,55.65306999999999,0.0280655907133931,0.01,0.17567512536352126
199,Edinburgh,-3.1882669999999997,55.95325,0.04138160641068222,0.01478700532906382,0.5819661677708656
200,Cardiff,-3.17909,51.48158,0.01,0.01,0.5487131266249405
201,Llangollen,-3.1716599999999997,52.96921,0.01,0.01,0.14077915332055738
202,Kirkcaldy,-3.158137,56.11682,0.02864587708798368,0.01,0.35843018888540695
203,Welshpool,-3.146407,52.66035,0.01,0.01,0.18263994560481794
204,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.26851612053328655
205,Mold,-3.1419029999999997,53.1672,0.01,0.01,0.26851612053328655
206,Taunton,-3.106849,51.01534,0.01,0.01,0.2985433697239429
207,Wick,-3.093716,58.43894,0.01,0.01,0.15461396027188148
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.01,0.01218873100219411
209,Dalkeith,-3.066606,55.893119999999996,0.02331814566308515,0.01,0.29451425917559837
210,Oswestry,-3.056412,52.85715,0.01,0.01,0.23460880973766424
211,Blackpool,-3.0356748,53.81751,0.01,0.01,0.39748197654133555
212,Birkenhead,-3.023009,53.389990000000004,0.01,0.01,0.3882689129135092
213,Cupar,-3.010137,56.32023,0.014887874792086947,0.01,0.16854416165433303
214,Southport,-3.010113,53.64571,0.01,0.01,0.3252803017452377
215,Bridgwater,-3.003632,51.12789,0.01,0.01,0.35093026212308537
216,Langholm,-2.998913,55.153059999999996,0.01,0.01,0.10541260876450652
217,Newport,-2.997664,51.58415,0.01,0.01,0.3842285616966143
218,Axminster,-2.9949369999999997,50.78273,0.01,0.01,0.1975931561308388
219,Wrexham,-2.9924939999999998,53.043040000000005,0.01,0.01,0.3219008198821758
220,Liverpool,-2.9915726,53.40837,0.01,0.01,0.6041295271646729
221,Weston-super-Mare,-2.977255,51.347409999999996,0.01,0.01,0.31309269439401716
222,Dundee,-2.9707209999999997,56.462019999999995,0.027289198892626633,0.01,0.39365660848542167
223,Kirkwall,-2.9622491,58.984669999999994,0.01,0.01,0.1642939068661602
224,Ambleside,-2.961333,54.428740000000005,0.012112625573987257,0.01,0.24460857478345682
225,Orkney Islands,-2.9605206,58.980940000000004,0.01,0.01,0.16968229751745714
226,Lyme Regis,-2.936639,50.725159999999995,0.01,0.01,0.1768686909510609
227,Carlisle,-2.932931,54.892469999999996,0.01817787057176902,0.01,0.3718032670610214
228,Chester,-2.893075,53.19339,0.01,0.01,0.39886612321544535
229,Forfar,-2.889062,56.64356,0.011662259414163614,0.01,0.21021659909434015
230,Morecambe,-2.864968,54.074169999999995,0.01,0.01,0.234074531023066
231,Selkirk,-2.838524,55.55066,0.036260817394389695,0.01,0.21508829509381344
232,Galashiels,-2.814449,55.62373,0.03203118065585541,0.01,0.2027446306093765
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.01,0.3259424118098074
234,St Andrews,-2.7967214,56.339780000000005,0.021084745090024233,0.01,0.23890379193864614
235,Hawick,-2.780914,55.42706,0.023382039808798407,0.01,0.17926736617644273
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.18549134879188442
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.01,0.37795474687703806
238,Penrith,-2.752708,54.6641,0.017865790432536294,0.01,0.3233717681473567
239,Kendal,-2.74629,54.32801,0.01,0.01,0.28495536286479783
240,Street,-2.7429189999999997,51.12468,0.01,0.01,0.14683350073481144
241,Glastonbury,-2.718454,51.14743,0.01,0.01,0.17965195300687606
242,Hereford,-2.715974,52.0564,0.01,0.01,0.32154253167485186
243,Ludlow,-2.7139129,52.36775,0.01,0.01,0.21738789976703973
244,Preston,-2.70309,53.7632,0.01,0.01,0.45293834753803597
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.17827611582519198
246,Wells,-2.6445979,51.20935,0.01,0.01,0.2095593462476888
247,Yeovil,-2.633308,50.94206,0.01,0.01,0.27408868915786627
248,Wigan,-2.6325074,53.54506,0.01,0.01,0.4795571855314055
249,Warrington,-2.5969501,53.39004,0.01,0.01,0.4972366531650858
250,Arbroath,-2.591543,56.55911,0.01832614400994181,0.01,0.23094067800584003
251,Bristol,-2.58791,51.45451,0.01,0.01,0.5749304336145725
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.012393520414795607
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.24955586167113047
254,Jedburgh,-2.5549369,55.47772,0.01984329969849806,0.01,0.13794164393280084
255,Sedbergh,-2.5281740000000004,54.32363,0.010466288046740456,0.01,0.14695473252921923
256,Sedbergh,-2.5281740000000004,54.32363,0.010466288046740456,0.01,0.14695473252921923
257,Nantwich,-2.524102,53.067190000000004,0.01,0.01,0.23453271578985263
258,Banff,-2.524038,57.666509999999995,0.01,0.02180091452924486,0.15546584025377785
259,Dunbar,-2.516737,56.00209,0.018050489373538325,0.01,0.2543692284734991
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.22973857572354636
261,Banchory,-2.4909599,57.05386,0.0218305344497964,0.01,0.18907750864639583
262,Blackburn,-2.487529,53.748580000000004,0.01,0.01,0.3645356812979286
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.14713376170476627
264,Telford,-2.4672611,52.67759,0.01,0.01,0.3307587891363485
265,Montrose,-2.4661150000000003,56.70692,0.011232844880661673,0.01,0.20701584400392417
266,Turriff,-2.4623,57.53893000000001,0.019411815234731507,0.01095762581736763,0.1641951076147013
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.2582752143076623
268,Crewe,-2.4438209,53.10041,0.01,0.01,0.31049464185215614
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.1303199739068393
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.3322558587933575
271,Alston,-2.438685,54.812169999999995,0.01,0.01,0.10006716500714663
272,Kelso,-2.432207,55.600030000000004,0.015866016346179648,0.01,0.17145639520796976
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.15965391266241538
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.01,0.24158027263840645
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.012393520414795607
276,Bath,-2.3590167,51.38106,0.01,0.01,0.4046645758393658
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.27096326247048214
278,Manchester,-2.2426305,53.48076,0.01,0.01,0.727268145798123
279,Burnley,-2.2405035,53.78929,0.01,0.01,0.33503993308801544
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.40493126251928896
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.27601948875091836
282,Worcester,-2.221575,52.19364,0.01,0.01,0.409643814541747
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.38926056076406407
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.18132968205880412
285,Alderney,-2.1973557,49.715,0.01,0.01,0.012393520414795607
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.40024721335262414
287,Colne,-2.176991,53.85564,0.01,0.01,0.22965735752282676
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.15466870111346176
289,Rochdale,-2.1561,53.60971,0.01,0.01,0.4042697896263423
290,Jersey,-2.13125,49.21444,0.01,0.01,0.012393520414795607
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.37418311917960045
292,Stafford,-2.12066,52.80669,0.01,0.01,0.3742993208252676
293,Macclesfield,-2.119287,53.25866,0.01,0.01,0.34930890527187963
294,Hexham,-2.1121439,54.97266,0.01536013085592525,0.01,0.29873627030057043
295,Aberdeen,-2.094278,57.149719999999995,0.04054177190642669,0.022885109014452468,0.43288908845224855
296,Dudley,-2.081112,52.51226,0.01,0.01,0.35912131157231886
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.3814316169034099
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.3058577081764091
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.2294131677093332
300,Fraserburgh,-2.007631,57.69335,0.01983732533792813,0.011197818282245562,0.17328307747382046
301,Berwick,-2.005395,55.77024,0.01630455967190755,0.01,0.20037393796221525
302,Poole,-1.987248,50.71505,0.01,0.01,0.32888079816521143
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.36495221042152454
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.3501435192383911
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.2418574181469189
306,Buxton,-1.91483,53.259080000000004,0.01,0.01,0.2816925969123311
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.28884289063978463
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.6453936395141464
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.4062808182162111
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.01,0.28425149618933965
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.3048757564078555
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.2571429790473707
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.01,0.39966490057016796
314,Peterhead,-1.784066,57.50812,0.02320302908864545,0.013097696948411097,0.2136692367493202
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.37082726022985285
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.43438049070002904
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.3384266493993546
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.22701011791666764
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.2950953662793444
320,Alnwick,-1.7062990000000002,55.41274,0.01324584810625141,0.01,0.19804716588350846
321,Otley,-1.691786,53.90583,0.01,0.01,0.21928682895284868
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.020911229169202294,0.013574619302758988,0.24822872685611763
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.3214043758793374
324,Newcastle,-1.61778,54.97825,0.035842015105459674,0.01517413393128816,0.5549873872735296
325,Durham,-1.5848520000000001,54.77525,0.030175760970254702,0.01,0.37628201589848204
326,Ashington,-1.5659829,55.18298000000001,0.01168649401023424,0.01,0.23133085094105005
327,Darlington,-1.559458,54.52361,0.016005616268573657,0.02078023789807715,0.30829532156999245
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.5737777011742647
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.3854663855962298
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.3769225830117588
331,Coventry,-1.519693,52.40682,0.01,0.01,0.43256518566409374
332,Blyth,-1.510277,55.12696,0.01,0.01,0.24483671481029182
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.3633130599745651
334,Andover,-1.4919233,51.2112,0.01,0.01,0.26670891777968203
