,Unnamed:_0,Unnamed:_0,placename,avoid,demsel,demsels,emsel,emself,emsels,emsen,hersel,himself,himsen,theirsel,theirself,theirselfs,theirseln,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themselns,themsels,themselves,themsen,themsens,theysen,longitude,latitude
85,85,85,Newquay,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-5.0737190000000005,50.4155
86,86,86,Falmouth,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-5.066269999999999,50.152570000000004
87,87,87,Rothesay,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.5424151648227497,0.287698414696712,0.01,0.01,0.19897959028425646,0.8287267778859251,0.268683875,0.06944444616319445,0.01,0.1876257539265169,0.319031125,0.01,0.01,0.01,-5.055793,55.83596
88,88,88,Truro,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-5.0510410000000014,50.2632
89,89,89,Milford Haven,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.11428571538775513,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.2190476188843537,0.01,0.673611125,0.08749999864062499,0.01,0.01,0.376388875,0.01,0.01,0.01,-5.0426971,51.71431
90,90,90,Stranraer,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.7959070795720103,0.18835034089042765,0.1339285643303572,0.01,0.4306387242528714,0.2922335618460479,0.01,0.01,0.0561224486516035,0.404621662659056,0.25611775,0.1805555547743056,0.01,0.666498995398447,0.348131625,0.01,0.9333333445333332,0.01,-5.0240550000000015,54.903369999999995
91,91,91,Fishguard,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.1714285716734694,0.01,0.7708333749999998,0.08749999864062499,0.01,0.01,0.3208333749999999,0.01,0.01,0.01,-4.975989,51.99393
92,92,92,Inchnadamph,0.41666665,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.2323008859918553,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.06249999929687501,0.01,0.19047618884353745,0.9515179013949644,0.28472224999999995,0.01,0.01,0.3380281668716525,0.34722224999999995,0.01,0.01,0.01,-4.974295,58.15221
93,93,93,Haverfordwest,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.1714285716734694,0.01,0.7291666250000001,0.08749999864062499,0.01,0.01,0.3624999999999999,0.01,0.01,0.01,-4.971319,51.80048
94,94,94,Dunoon,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.5424151648227497,0.287698414696712,0.01,0.01,0.19897959028425646,0.8287267778859251,0.268683875,0.06944444616319445,0.01,0.1876257539265169,0.319031125,0.01,0.01,0.01,-4.926214,55.95097
95,95,95,Pembroke,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.11428571538775513,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.2190476188843537,0.01,0.673611125,0.08749999864062499,0.01,0.01,0.376388875,0.01,0.01,0.01,-4.9086370000000015,51.67404000000001
96,96,96,Girvan,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.8954646021399484,0.15773809454931975,0.06250000468749997,0.01,0.5144710584527351,0.2718253975311791,0.01,0.01,0.0561224486516035,0.7145446343771609,0.284887625,0.05555555618055556,0.01,0.666498995398447,0.3144015,0.01,0.01,0.01,-4.8542179,55.240159999999996
97,97,97,Wadebridge,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.836456,50.51665
98,98,98,Invergarry,0.41666665,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.2981194667323205,0.3898809503146259,0.11805554940972225,0.01,0.14321356872416846,0.17658730310941045,0.06249999929687501,0.01,0.29761904613945583,0.9039420025572052,0.376157375,0.01388888998263889,0.01,0.059859152331878586,0.242476875,0.01,0.01,0.01,-4.800261,57.07095
99,99,99,St Austell,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.7834252,50.340379999999996
100,100,100,Greenock,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.5424151648227497,0.287698414696712,0.01,0.01,0.19897959028425646,0.8287267778859251,0.268683875,0.06944444616319445,0.01,0.1876257539265169,0.319031125,0.01,0.01,0.01,-4.7719830000000005,55.956480000000006
101,101,101,Helensburgh,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.5424151648227497,0.287698414696712,0.01,0.01,0.16326530594752184,1.0,0.25826724999999995,0.06944444616319445,0.01,0.12424547453949047,0.319031125,0.01,0.01,0.01,-4.734014,56.00232
102,102,102,Bodmin,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.7188629,50.4715
103,103,103,Tenby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.2190476188843537,0.01,0.7013888749999999,0.08749999864062499,0.01,0.01,0.376388875,0.01,0.01,0.01,-4.703579,51.67274000000001
104,104,104,Camelford,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.682364,50.62206
105,105,105,Irvine,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.5424151648227497,0.287698414696712,0.01,0.01,0.19897959028425646,0.7145446343771609,0.2478505,0.06944444616319445,0.01,0.44114688668589,0.319031125,0.01,0.01,0.01,-4.6696364,55.61156999999999
106,106,106,Cardigan,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.1714285716734694,0.01,0.7708333749999998,0.08749999864062499,0.01,0.01,0.3208333749999999,0.01,0.01,0.01,-4.660864,52.0837
107,107,107,Holyhead,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.16666666738095234,0.01,0.01,0.3452380976360544,0.01,0.4340277500000001,0.020833334973958333,0.01,0.01,0.5381944999999999,0.01,0.9333333445333332,0.01,-4.633038,53.30944
108,108,108,Ayr,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.8954646021399484,0.15773809454931975,0.06250000468749997,0.01,0.5144710584527351,0.2718253975311791,0.01,0.01,0.19897959028425646,0.7145446343771609,0.243220875,0.05555555618055556,0.01,0.4129778702447078,0.356068125,0.01,0.01,0.01,-4.629179,55.45856
109,109,109,Dumbarton,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.5424151648227497,0.287698414696712,0.01,0.01,0.19897959028425646,0.7145446343771609,0.2478505,0.06944444616319445,0.01,0.1876257539265169,0.36069775,0.01,0.01,0.01,-4.564554,55.94529
110,110,110,Bude,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.543678,50.82664000000001
111,111,111,Isle of Man,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3743362838519069,0.6377550988921283,0.1964285690178572,0.01,0.0502994035378823,0.02040816431486881,0.09375000175781248,0.01,0.20714285601020407,0.089714544264427,0.38234125,0.12499999859375002,0.01,0.6211267653731404,0.353174625,0.01,0.9333333445333332,0.01,-4.5126330999999995,54.27697
112,112,112,Kilmarnock,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.5424151648227497,0.287698414696712,0.01,0.01,0.19897959028425646,0.7145446343771609,0.2478505,0.06944444616319445,0.01,0.1876257539265169,0.36069775,0.01,0.01,0.01,-4.498792,55.61472
113,113,113,Newton Stewart,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.7610619441643826,0.1615646245383868,0.07142857464285714,0.01,0.3992015960985812,0.1315192759021704,0.01,0.01,0.0561224486516035,0.4902582737160934,0.31861775,0.1805555547743056,0.01,0.6348088519021171,0.34292325,0.01,0.9333333445333332,0.01,-4.483164,54.9603
114,114,114,Liskeard,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.4647190000000005,50.45552
115,115,115,Altnaharra,0.41666665,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.2323008859918553,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.06249999929687501,0.01,0.19047618884353745,0.9515179013949644,0.28472224999999995,0.01,0.01,0.3380281668716525,0.34722224999999995,0.01,0.01,0.01,-4.442655,58.28023
116,116,116,Pwllheli,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.20238095171768708,0.01,0.01,0.30952380901360543,0.01,0.392361125,0.05208333368489584,0.01,0.01,0.6006944999999999,0.01,0.01,0.01,-4.417633900000001,52.888819999999996
117,117,117,Lairg,0.41666665,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.2323008859918553,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.06249999929687501,0.01,0.19047618884353745,0.9515179013949644,0.28472224999999995,0.01,0.01,0.3380281668716525,0.34722224999999995,0.01,0.01,0.01,-4.402414,58.022059999999996
118,118,118,Launceston,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.360451599999998,50.636829999999996
119,119,119,Carmarthen,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.1714285716734694,0.01,0.7708333749999998,0.08749999864062499,0.01,0.01,0.3208333749999999,0.01,0.01,0.01,-4.312131,51.857620000000004
120,120,120,Llangefni,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.16666666738095234,0.01,0.01,0.3452380976360544,0.01,0.4340277500000001,0.020833334973958333,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-4.311401999999998,53.25578
121,121,121,Caernarfon,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.16666666738095234,0.01,0.01,0.3452380976360544,0.01,0.392361125,0.020833334973958333,0.01,0.01,0.6006944999999999,0.01,0.01,0.01,-4.273911,53.13955
122,122,122,Cumnock,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.8954646021399484,0.15773809454931975,0.06250000468749997,0.01,0.5983033926525989,0.2718253975311791,0.01,0.01,0.19897959028425646,0.7906660656666468,0.243220875,0.09722222237847224,0.01,0.4129778702447078,0.3144015,0.01,0.01,0.01,-4.265828900000002,55.45355
123,123,123,Aberaeron,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.1714285716734694,0.01,0.7499999999999999,0.08749999864062499,0.01,0.01,0.3624999999999999,0.01,0.01,0.01,-4.2581619,52.24279
124,124,124,Alness,0.58333335,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.2323008859918553,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.06249999929687501,0.01,0.19047618884353745,0.6089714571668142,0.28472224999999995,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-4.256825,57.69595
125,125,125,Glasgow,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.9264380474727856,0.18154762019557824,0.11805554940972225,0.01,0.6262475065675235,0.287698414696712,0.01,0.01,0.19897959028425646,0.7906660656666468,0.206183875,0.11111111236111113,0.01,0.1876257539265169,0.36069775,0.01,0.01,0.01,-4.251806,55.86424
126,126,126,Dalwhinnie,0.41666665,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.4584070795720104,0.5130952378197279,0.3055555484722223,0.01,0.11177644811478836,0.015873017165532882,0.06249999929687501,0.01,0.3261904761802721,0.6927050309001556,0.4053241249999999,0.01388888998263889,0.01,0.028169016441182318,0.2372685,0.01,0.01,0.01,-4.242783,56.9366
127,127,127,Inverness,0.58333335,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.2323008859918553,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.06249999929687501,0.01,0.19047618884353745,0.6089714571668142,0.28472224999999995,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-4.224721,57.47776999999999
128,128,128,Saltash,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.01,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.21643,50.409209999999995
129,129,129,Bideford,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.9666666763333328,0.01,0.01,0.35714285897959186,0.01,0.01,0.01,0.07142857295918367,0.01,0.01,0.26190476180272104,0.01,0.645833375,0.01,0.01,0.01,0.34027775,0.01,0.01,0.01,-4.206666,51.01668
130,130,130,Invergordon,0.58333335,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.2323008859918553,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.06249999929687501,0.01,0.19047618884353745,0.6089714571668142,0.28472224999999995,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-4.1728819999999995,57.688109999999995
131,131,131,Llanelli,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.1714285716734694,0.01,0.7708333749999998,0.08749999864062499,0.01,0.01,0.3208333749999999,0.01,0.01,0.01,-4.160248,51.68089000000001
132,132,132,Plymouth,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.25000000375,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.458333375,0.01,0.01,0.01,0.423611125,0.01,0.01,0.01,-4.1426565,50.37546
133,133,133,Tavistock,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.25000000375,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.5,0.01,0.01,0.01,0.3819445,0.01,0.01,0.01,-4.141654,50.551120000000004
134,134,134,Porthmadog,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.16666666738095234,0.01,0.01,0.30952380901360543,0.01,0.40277775,0.020833334973958333,0.01,0.01,0.611111125,0.01,0.01,0.01,-4.1333839999999995,52.92784
135,135,135,Bangor,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.16666666738095234,0.01,0.01,0.3452380976360544,0.01,0.4340277500000001,0.020833334973958333,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-4.129263,53.22739
136,136,136,Tywyn,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21428571153061227,0.01,0.01,0.01,0.17857143025510205,0.01,0.01,0.07142857295918367,0.01,0.5937499999999999,0.031249998710937508,0.01,0.01,0.4895833749999999,0.01,0.01,0.01,-4.087249,52.58701
137,137,137,Aberystwyth,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.20714285601020407,0.01,0.01,0.2428571446326531,0.01,0.6145833749999999,0.0562499999296875,0.01,0.01,0.435416625,0.01,0.01,0.01,-4.08292,52.4153
138,138,138,Lampeter,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.7499999999999999,0.08749999864062499,0.01,0.01,0.341666625,0.01,0.01,0.01,-4.0785089999999995,52.1129
139,139,139,Barnstaple,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9666666763333328,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.07142857295918367,0.01,0.01,0.04761904721088436,0.01,0.736111125,0.01,0.01,0.01,0.3194445,0.01,0.01,0.01,-4.058338,51.07816
140,140,140,Tain,0.58333335,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.19047618884353745,0.6089714571668142,0.3125,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-4.05523,57.8115
141,141,141,Okehampton,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.9666666763333328,0.01,0.01,0.35714285897959186,0.25000000375,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.479166625,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-4.004263,50.73831
142,142,142,Llandeilo,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.7916666250000001,0.08749999864062499,0.01,0.01,0.3,0.01,0.01,0.01,-3.9914300000000003,51.88469
143,143,143,Motherwell,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.8915929204279895,0.19761904872108849,0.05555555972222221,0.01,0.5948103784132334,0.29841270042630386,0.01,0.01,0.19897959028425646,0.8763026767236841,0.193683875,0.19861111100173606,0.01,0.1559356180358206,0.342989375,0.01,0.01,0.01,-3.9810968,55.78321
144,144,144,Golspie,0.41666665,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.19047618884353745,0.8373357510352712,0.3125,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-3.976086,57.97341
145,145,145,Airdrie,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.3340707957201033,0.19761904872108849,0.1805555540972222,0.01,0.5948103784132334,0.29841270042630386,0.01,0.01,0.19897959028425646,0.8763026767236841,0.224933875,0.19861111100173606,0.01,0.21931589742284696,0.3742393749999999,0.01,0.01,0.01,-3.9625660000000003,55.86626999999999
146,146,146,Swansea,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.0999999987142857,0.01,0.01,0.2428571446326531,0.01,0.7708333749999998,0.08749999864062499,0.01,0.01,0.3,0.01,0.01,0.01,-3.9436459999999998,51.62144
147,147,147,Stirling,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.6143805249048477,0.216666667952381,0.05555555972222221,0.01,0.5459081790621153,0.23492063604988664,0.01,0.01,0.19183673598833811,0.7824195751645826,0.228637625,0.18472222101909727,0.01,0.1277666015946383,0.359193125,0.01,0.01,0.01,-3.9369029,56.116519999999994
148,148,148,Tregaron,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.06428571437755101,0.01,0.01,0.1714285716734694,0.01,0.7187499999999999,0.11875000110156253,0.01,0.01,0.372916625,0.01,0.01,0.01,-3.934385,52.22
149,149,149,Tregaron,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.06428571437755101,0.01,0.01,0.1714285716734694,0.01,0.7187499999999999,0.11875000110156253,0.01,0.01,0.372916625,0.01,0.01,0.01,-3.934385,52.22
150,150,150,Castle Douglas,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.1615646245383868,0.07142857464285714,0.01,0.3632734507143796,0.1315192759021704,0.09375000175781248,0.01,0.07142857295918367,0.4005437226007376,0.32308200000000004,0.1805555547743056,0.01,0.8521126788950606,0.305720875,0.01,0.9333333445333332,0.01,-3.9314139999999997,54.940419999999996
151,151,151,Dolgellau,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.20238095171768708,0.01,0.01,0.16666666738095234,0.01,0.4756944999999999,0.05208333368489584,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-3.8844,52.74215
152,152,152,Aberfeldy,0.41666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6442477850203618,0.5559523762687075,0.05555555972222221,0.01,0.27944111651451586,0.09206349013151928,0.01,0.01,0.3261904761802721,0.8449478934791271,0.420601875,0.08055555364930557,0.01,0.028169016441182318,0.16226849999999998,0.01,0.01,0.01,-3.866969,56.62175
153,153,153,Machynlleth,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21428571153061227,0.01,0.01,0.01,0.17857143025510205,0.01,0.01,0.07142857295918367,0.01,0.46875,0.031249998710937508,0.01,0.01,0.6145833749999999,0.01,0.01,0.01,-3.853485,52.59027
154,154,154,Brora,0.41666665,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.19047618884353745,0.8373357510352712,0.3125,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-3.852548000000001,58.012159999999994
155,155,155,Llandudno,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.02380952574829932,0.01,0.01,0.3452380976360544,0.01,0.4756944999999999,0.020833334973958333,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-3.827609,53.324059999999996
156,156,156,Llandudno,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.02380952574829932,0.01,0.01,0.3452380976360544,0.01,0.4756944999999999,0.020833334973958333,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-3.827609,53.324059999999996
157,157,157,Aviemore,0.58333335,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.01,0.4464285672959185,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.29761904613945583,0.2664250129386643,0.34375,0.01,0.01,0.3380281668716525,0.33680550000000004,0.01,0.01,0.01,-3.823812,57.19449
158,158,158,Dalbeattie,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.1615646245383868,0.07142857464285714,0.01,0.3632734507143796,0.1315192759021704,0.09375000175781248,0.01,0.07142857295918367,0.2863615790919735,0.302248625,0.1805555547743056,0.01,0.8521126788950606,0.347387625,0.01,0.9333333445333332,0.01,-3.8225269999999996,54.934219999999996
159,159,159,Falkirk,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.549778761283969,0.19761904872108849,0.1805555540972222,0.01,0.5379241475928381,0.10793650729705216,0.01,0.01,0.14285714163265306,0.7294970538539463,0.2502315,0.19861111100173606,0.01,0.18309859165641731,0.389120375,0.01,0.01,0.01,-3.7839131,56.00188000000001
160,160,160,Kingsbridge,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.5714285705102041,0.25000000375,0.01,0.01,0.2142857145918368,0.01,0.01,0.26190476180272104,0.01,0.458333375,0.01,0.01,0.01,0.423611125,0.01,0.01,0.01,-3.777493,50.28395
161,161,161,Pitlochry,0.58333335,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6442477850203618,0.5559523762687075,0.3055555484722223,0.01,0.19560878231465206,0.09206349013151928,0.01,0.01,0.3261904761802721,0.7307657499703628,0.385879625,0.08055555364930557,0.01,0.028169016441182318,0.169213,0.01,0.01,0.01,-3.729711,56.70436
162,162,162,Colwyn Bay,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.16666666738095234,0.01,0.01,0.3452380976360544,0.01,0.4340277500000001,0.020833334973958333,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-3.72764,53.29318000000001
