,Unnamed:_0,Unnamed:_0,placename,avoid,demsel,demsels,emsel,emself,emsels,emsen,hersel,himself,himsen,theirsel,theirself,theirselfs,theirseln,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themselns,themsels,themselves,themsen,themsens,theysen,longitude,latitude
163,163,163,Totnes,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.35714285897959186,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.26190476180272104,0.01,0.479166625,0.01,0.01,0.01,0.40277775,0.01,0.01,0.01,-3.685797,50.43374
164,164,164,Grantown-on-Spey,0.58333335,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.2857142820408164,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.19047618884353745,0.6089714571668142,0.33333337499999993,0.01,0.01,0.3380281668716525,0.326388875,0.01,0.01,0.01,-3.609628,57.33041
165,165,165,Dumfries,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.7212389334646409,0.1615646245383868,0.1964285690178572,0.01,0.5099800412228237,0.1315192759021704,0.01,0.01,0.07142857295918367,0.4195740821358412,0.26058200000000004,0.22222222097222225,0.01,0.915492958282087,0.347387625,0.01,0.01,0.01,-3.60512,55.070859999999996
166,166,166,Whitehaven,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4440265463043308,0.69132653159621,0.07142857464285714,0.01,0.0502994035378823,0.0918367329883382,0.09375000175781248,0.01,0.1357142873367347,0.14680561601880904,0.35109125,0.12499999859375002,0.01,0.8746478905268797,0.36359125,0.01,0.9333333445333332,0.01,-3.589233,54.5497
167,167,167,Dartmouth,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.35714285897959186,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.26190476180272104,0.01,0.4375,0.01,0.01,0.01,0.44444449999999996,0.01,0.01,0.01,-3.578807,50.35252
168,168,168,Bridgend,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.7708333749999998,0.08749999864062499,0.01,0.01,0.3208333749999999,0.01,0.01,0.01,-3.576945,51.50429000000001
169,169,169,Paignton,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.26190476180272104,0.01,0.46527775,0.01,0.01,0.01,0.44444449999999996,0.01,0.01,0.01,-3.564235,50.43508
170,170,170,Workington,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4440265463043308,0.5841836726166182,0.07142857464285714,0.01,0.0502994035378823,0.0918367329883382,0.09375000175781248,0.01,0.1714285716734694,0.20389669462412,0.34067462499999995,0.12499999859375002,0.01,0.9380281699139058,0.36359125,0.01,0.9333333445333332,0.01,-3.5427519999999997,54.64357
171,171,171,Llanidloes,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2571428564081633,0.01,0.01,0.01,0.20714285601020407,0.01,0.01,0.3857142862653061,0.01,0.46875,0.0562499999296875,0.01,0.01,0.539583375,0.01,0.01,0.01,-3.5401949999999998,52.44779000000001
172,172,172,Exeter,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.19047618884353745,0.01,0.486111125,0.01,0.01,0.01,0.44444449999999996,0.01,0.01,0.01,-3.533899,50.71841
173,173,173,Torquay,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.26190476180272104,0.01,0.46527775,0.01,0.01,0.01,0.44444449999999996,0.01,0.01,0.01,-3.525315,50.46192
174,174,174,Thurso,0.41666665,0.01,1.0,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.11904762017006802,0.01,0.01,0.19047618884353745,0.8373357510352712,0.28472224999999995,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-3.5220800000000003,58.59356999999999
175,175,175,Livingston,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.7449115011684548,0.13333333461904762,0.1805555540972222,0.01,0.5169660697015549,0.060317460086167785,0.01,0.01,0.20714285601020407,0.7751699153680092,0.244675875,0.15694444480381947,0.01,0.2464788710434437,0.37175925,0.01,0.01,0.01,-3.518068,55.90071
176,176,176,Rhyl,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.02380952574829932,0.01,0.01,0.3452380976360544,0.01,0.4756944999999999,0.020833334973958333,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-3.4916339999999995,53.319140000000004
177,177,177,Tiverton,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.9666666763333328,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.04761904721088436,0.01,0.5902777499999999,0.062500001171875,0.01,0.01,0.3194445,0.01,0.01,0.01,-3.491207,50.90205
178,178,178,Tiverton,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.9666666763333328,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.04761904721088436,0.01,0.5902777499999999,0.062500001171875,0.01,0.01,0.3194445,0.01,0.01,0.01,-3.491207,50.90205
179,179,179,Minehead,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.0714285705102041,0.25000000375,0.01,0.01,0.07142857295918367,0.01,0.01,0.2142857145918368,0.01,0.6180555000000001,0.062500001171875,0.01,0.01,0.4513888749999999,0.01,0.01,0.01,-3.481152,51.20428
180,180,180,Dunfermline,0.16666665,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.7139380474727857,0.3773809532074831,0.1805555540972222,0.01,0.3213572873869028,0.09206349013151928,0.01,0.01,0.2785714289693877,0.7688264621896412,0.24004625,0.14305555482118054,0.01,0.15492957521523507,0.31504625,0.01,0.01,0.01,-3.452151,56.07174000000001
181,181,181,Perth,0.41666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.574557522567938,0.5559523762687075,0.05555555972222221,0.01,0.1746506968784586,0.09206349013151928,0.01,0.01,0.3261904761802721,0.5975532400755662,0.406713,0.10138888862326392,0.01,0.09154929582820867,0.231713,0.01,0.01,0.01,-3.4308381000000003,56.39499
182,182,182,Prestatyn,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.12499999437500005,0.01,0.01,0.02380952574829932,0.01,0.01,0.3452380976360544,0.01,0.4756944999999999,0.020833334973958333,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-3.4076129999999996,53.33651
183,183,183,Builth Wells,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14999999742857142,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.7499999999999999,0.08749999864062499,0.01,0.01,0.3624999999999999,0.01,0.01,0.01,-3.4045919999999996,52.15002
184,184,184,Braemar,0.58333335,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.05575221497963817,0.4892857121734694,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.3261904761802721,0.31209787445272724,0.352083375,0.01,0.01,0.3380281668716525,0.295138875,0.01,0.01,0.01,-3.3979439,57.00646999999999
185,185,185,Brecon,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.7499999999999999,0.08749999864062499,0.01,0.01,0.341666625,0.01,0.01,0.01,-3.391463,51.94895
186,186,186,Merthyr Tydfil,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.7499999999999999,0.08749999864062499,0.01,0.01,0.341666625,0.01,0.01,0.01,-3.381646,51.74873
187,187,187,Llandrindod Wells,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14999999742857142,0.01,0.01,0.01,0.06428571437755101,0.01,0.01,0.3857142862653061,0.01,0.6145833749999999,0.0562499999296875,0.01,0.01,0.45625,0.01,0.01,0.01,-3.377742,52.2417
188,188,188,Corwen,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.20238095171768708,0.01,0.01,0.23809524034013604,0.01,0.454861125,0.05208333368489584,0.01,0.01,0.5590277499999999,0.01,0.01,0.01,-3.369242,52.98005
189,189,189,Cockermouth,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4440265463043308,0.5841836726166182,0.07142857464285714,0.01,0.0502994035378823,0.0918367329883382,0.09375000175781248,0.01,0.1714285716734694,0.20389669462412,0.34067462499999995,0.12499999859375002,0.01,0.9380281699139058,0.36359125,0.01,0.9333333445333332,0.01,-3.367985,54.66326
190,190,190,Lockerbie,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.4424778752921137,0.054421765558794966,0.1964285690178572,0.01,0.5099800412228237,0.08390022869128604,0.01,0.01,0.07142857295918367,0.4195740821358412,0.281415375,0.1805555547743056,0.01,0.915492958282087,0.4168319999999999,0.01,0.01,0.01,-3.349008,55.12224000000001
191,191,191,Blairgowrie,0.58333335,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.574557522567938,0.5559523762687075,0.05555555972222221,0.01,0.1746506968784586,0.09206349013151928,0.01,0.01,0.3261904761802721,0.5975532400755662,0.406713,0.038888887451388895,0.01,0.09154929582820867,0.210879625,0.01,0.01,0.01,-3.3378318,56.58941
192,192,192,Elgin,0.41666665,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.2857142820408164,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.19047618884353745,0.6089714571668142,0.33333337499999993,0.01,0.01,0.3380281668716525,0.3680555,0.01,0.01,0.01,-3.318485,57.64945
193,193,193,Newtown,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21428571153061227,0.25000000375,0.01,0.01,0.17857143025510205,0.01,0.01,0.2857142875510204,0.01,0.4895833749999999,0.09374999988281253,0.01,0.01,0.53125,0.01,0.01,0.01,-3.313106,52.51211
194,194,194,Ruthin,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.16666666738095234,0.01,0.01,0.23809524034013604,0.01,0.40277775,0.020833334973958333,0.01,0.01,0.6319444999999999,0.01,0.01,0.01,-3.3103108,53.114869999999996
195,195,195,Ruthin,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.16666666738095234,0.01,0.01,0.23809524034013604,0.01,0.40277775,0.020833334973958333,0.01,0.01,0.6319444999999999,0.01,0.01,0.01,-3.3103108,53.114869999999996
196,196,196,Sidmouth,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.35714285622448977,0.01,0.01,0.04761904721088436,0.01,0.5277777499999999,0.01,0.01,0.01,0.44444449999999996,0.01,0.01,0.01,-3.2375599999999998,50.67865
197,197,197,Barrow-in-Furness,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4042035356045893,0.7678571378061225,0.12499999437500005,0.01,0.1760479010652228,0.07142857295918367,0.09375000175781248,0.01,0.1357142873367347,0.057091071754382036,0.4493055,0.12499999859375002,0.01,0.3676056326137672,0.357638875,0.01,0.01,0.01,-3.2188939999999997,54.10896999999999
198,198,198,Peebles,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.7139380474727857,0.10952380897278913,0.12499999437500005,0.01,0.4890219557866303,0.044444442920634916,0.01,0.01,0.0999999987142857,0.8322609871223913,0.20879625,0.14305555482118054,0.01,0.4718309873616347,0.419213,0.01,0.01,0.01,-3.1936419999999996,55.65306999999999
199,199,199,Edinburgh,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.7449115011684548,0.2940476198741497,0.1805555540972222,0.01,0.3493013937569172,0.10793650729705216,0.01,0.01,0.1714285716734694,0.8512913466574948,0.255092625,0.15694444480381947,0.01,0.2464788710434437,0.34050925,0.01,0.01,0.01,-3.1882669999999997,55.95325
200,200,200,Cardiff,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.7083333749999999,0.08749999864062499,0.01,0.01,0.383333375,0.01,0.01,0.01,-3.17909,51.48158
201,201,201,Llangollen,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.20238095171768708,0.01,0.01,0.23809524034013604,0.01,0.454861125,0.05208333368489584,0.01,0.01,0.6006944999999999,0.01,0.01,0.01,-3.1716599999999997,52.96921
202,202,202,Kirkcaldy,0.41666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.5435840688722688,0.4607142865408164,0.12499999437500005,0.01,0.2934131734719781,0.07619047725170068,0.01,0.01,0.1357142873367347,0.6546443186808772,0.339583375,0.12916666483854167,0.01,0.1267605663796866,0.289583375,0.01,0.01,0.01,-3.158137,56.11682
203,203,203,Welshpool,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21428571153061227,0.01,0.01,0.01,0.17857143025510205,0.01,0.01,0.26190476180272104,0.01,0.44097225,0.09374999988281253,0.01,0.01,0.6076388749999999,0.01,0.01,0.01,-3.146407,52.66035
204,204,204,Mold,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.16666666738095234,0.01,0.01,0.23809524034013604,0.01,0.46527775,0.020833334973958333,0.01,0.01,0.611111125,0.01,0.01,0.01,-3.1419029999999997,53.1672
205,205,205,Mold,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.16666666738095234,0.01,0.01,0.23809524034013604,0.01,0.46527775,0.020833334973958333,0.01,0.01,0.611111125,0.01,0.01,0.01,-3.1419029999999997,53.1672
206,206,206,Taunton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9666666763333328,0.01,0.01,0.17857142948979593,0.25000000375,0.01,0.01,0.19047618884353745,0.01,0.01,0.07142857295918367,0.01,0.6527777499999999,0.062500001171875,0.01,0.01,0.361111125,0.01,0.01,0.01,-3.106849,51.01534
207,207,207,Wick,0.41666665,0.01,0.01,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.17857142948979593,0.25000000375,0.01,0.25149700259959124,0.07142857295918367,0.01,0.01,0.19047618884353745,0.8373357510352712,0.33333337499999993,0.01,0.01,0.3380281668716525,0.34722224999999995,0.01,0.01,0.01,-3.093716,58.43894
208,208,208,John o' Groats,0.41666665,1.0,1.0,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.0714285705102041,0.25000000375,0.01,0.25149700259959124,0.11904762017006802,0.01,0.01,0.19047618884353745,0.8373357510352712,0.28472224999999995,0.01,0.01,0.3380281668716525,0.34722224999999995,0.01,0.01,0.01,-3.0688997000000002,58.63734
209,209,209,Dalkeith,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.7139380474727857,0.2702380942278912,0.12499999437500005,0.01,0.3213572873869028,0.09206349013151928,0.01,0.01,0.20714285601020407,0.9083824252628058,0.260879625,0.14305555482118054,0.01,0.4718309873616347,0.34629625,0.01,0.01,0.01,-3.066606,55.893119999999996
210,210,210,Oswestry,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21428571153061227,0.01,0.01,0.01,0.17857143025510205,0.01,0.01,0.19047618884353745,0.01,0.482638875,0.09374999988281253,0.01,0.01,0.5868055,0.01,0.01,0.01,-3.056412,52.85715
211,211,211,Blackpool,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2648230106997416,0.6607142852551022,0.12499999437500005,0.01,0.0502994035378823,0.07142857295918367,0.09375000175781248,0.01,0.3261904761802721,0.057091071754382036,0.442361125,0.01,0.01,0.11408450746002778,0.454861125,0.01,0.01,0.01,-3.0356748,53.81751
212,212,212,Birkenhead,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03571428846938775,0.12499999437500005,0.01,0.01,0.02380952574829932,0.01,0.01,0.3928571448469387,0.01,0.46875,0.020833334973958333,0.01,0.01,0.635416625,0.01,0.01,0.01,-3.023009,53.389990000000004
213,213,213,Cupar,0.41666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.5435840688722688,0.5321428570510205,0.01,0.01,0.14670658296353398,0.07619047725170068,0.01,0.01,0.18333333454761905,0.4833710965668022,0.464583375,0.08749999864062499,0.01,0.06338027938702638,0.227083375,0.01,0.01,0.01,-3.010137,56.32023
214,214,214,Southport,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6428571410204083,0.12499999437500005,0.01,0.01,0.07142857295918367,0.01,0.01,0.4404761920578232,0.057091071754382036,0.4097222499999999,0.01,0.01,0.06338027938702638,0.5347222500000001,0.01,0.01,0.01,-3.010113,53.64571
215,215,215,Bridgwater,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10714285897959183,0.25000000375,0.01,0.01,0.19047618884353745,0.01,0.01,0.07142857295918367,0.01,0.6597222500000001,0.18749999976562506,0.01,0.01,0.4097222499999999,0.01,0.01,0.01,-3.003632,51.12789
216,216,216,Langholm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.349557522567938,0.054421765558794966,0.3630952331845238,0.01,0.5518962045503005,0.0362811771946874,0.01,0.01,0.2142857145918368,0.4195740821358412,0.218915375,0.1805555547743056,0.01,1.0,0.430720875,0.01,0.01,0.01,-2.998913,55.153059999999996
217,217,217,Newport,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04285714487755102,0.01,0.01,0.01,0.028571430040816324,0.01,0.01,0.2428571446326531,0.01,0.666666625,0.21250000098437505,0.01,0.01,0.425,0.01,0.01,0.01,-2.997664,51.58415
218,218,218,Axminster,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.17857142948979593,0.25000000375,0.01,0.01,0.40476190343537416,0.01,0.01,0.04761904721088436,0.01,0.604166625,0.01,0.01,0.01,0.416666625,0.01,0.01,0.01,-2.9949369999999997,50.78273
219,219,219,Wrexham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.16666666738095234,0.01,0.01,0.2142857145918368,0.01,0.479166625,0.08333333239583336,0.01,0.01,0.583333375,0.01,0.01,0.01,-2.9924939999999998,53.04304000000001
220,220,220,Liverpool,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1428571410204082,0.12499999437500005,0.01,0.01,0.02380952574829932,0.01,0.01,0.3928571448469387,0.01,0.46875,0.020833334973958333,0.01,0.01,0.6145833749999999,0.01,0.01,0.01,-2.9915726,53.40837
221,221,221,Weston-super-Mare,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10714285897959183,0.01,0.01,0.01,0.01,0.01,0.01,0.2142857145918368,0.01,0.6875,0.18749999976562506,0.01,0.01,0.416666625,0.01,0.01,0.01,-2.977255,51.347409999999996
222,222,222,Dundee,0.58333335,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.5435840688722688,0.5321428570510205,0.01,0.01,0.14670658296353398,0.07619047725170068,0.01,0.01,0.18333333454761905,0.4833710965668022,0.464583375,0.08749999864062499,0.01,0.06338027938702638,0.18541662499999995,0.01,0.01,0.01,-2.9707209999999997,56.462019999999995
223,223,223,Kirkwall,0.25,1.0,1.0,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.0714285705102041,0.25000000375,0.01,0.25149700259959124,0.11904762017006802,0.01,0.01,0.19047618884353745,0.8373357510352712,0.326388875,0.01,0.01,0.3380281668716525,0.34722224999999995,0.01,0.01,0.01,-2.9622491,58.984669999999994
224,224,224,Ambleside,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4440265463043308,0.69132653159621,0.07142857464285714,0.01,0.1760479010652228,0.23469387890670554,0.1562500010546875,0.01,0.0999999987142857,0.089714544264427,0.437896875,0.12499999859375002,0.01,0.3676056326137672,0.32539687500000003,0.01,0.01,0.01,-2.961333,54.42874000000001
225,225,225,Orkney Islands,0.25,1.0,1.0,0.01,0.01,0.5000001500000151,0.01,1.0,0.01,0.01,0.13938053326767952,0.0714285705102041,0.25000000375,0.01,0.25149700259959124,0.11904762017006802,0.01,0.01,0.19047618884353745,0.8373357510352712,0.326388875,0.01,0.01,0.3380281668716525,0.34722224999999995,0.01,0.01,0.01,-2.9605206,58.980940000000004
226,226,226,Lyme Regis,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.17857142948979593,0.25000000375,0.01,0.01,0.40476190343537416,0.01,0.01,0.04761904721088436,0.01,0.625,0.01,0.01,0.01,0.354166625,0.01,0.01,0.01,-2.936639,50.725159999999995
227,227,227,Carlisle,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5601769893002585,0.16836734523323618,0.3095238134523809,0.01,0.8407185567208575,0.16326530594752184,0.09375000175781248,0.01,0.1357142873367347,0.5410058922921076,0.34315474999999995,0.18452380851934527,0.01,0.6784708258648229,0.24553575,0.01,0.01,0.01,-2.932931,54.892469999999996
228,228,228,Chester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.16666666738095234,0.01,0.01,0.2142857145918368,0.01,0.479166625,0.020833334973958333,0.01,0.01,0.604166625,0.01,0.01,0.01,-2.893075,53.19339
229,229,229,Forfar,0.58333335,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5435840688722688,0.4892857121734694,0.25000000375,0.01,0.3982035931080353,0.04761904721088436,0.01,0.01,0.3261904761802721,0.5594925278562879,0.372916625,0.01,0.01,0.4014084538643127,0.19097225,0.01,0.01,0.01,-2.889062,56.64356
230,230,230,Morecambe,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4042035356045893,0.7678571378061225,0.12499999437500005,0.01,0.1760479010652228,0.14285714163265306,0.1562500010546875,0.01,0.1357142873367347,0.057091071754382036,0.5048611249999999,0.01,0.01,0.11408450746002778,0.3506944999999999,0.01,0.01,0.01,-2.864968,54.074169999999995
231,231,231,Selkirk,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.7073008859918553,0.140136055313897,0.1964285690178572,0.01,0.4051896215867666,0.11247165444638807,0.01,0.01,0.1714285716734694,0.4842773031850078,0.25641537499999995,0.14305555482118054,0.01,0.725352112515374,0.397387625,0.01,0.01,0.01,-2.838524,55.55066
232,232,232,Galashiels,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.7073008859918553,0.140136055313897,0.1964285690178572,0.01,0.4051896215867666,0.11247165444638807,0.01,0.01,0.1714285716734694,0.7126415970534649,0.25641537499999995,0.14305555482118054,0.01,0.725352112515374,0.355720875,0.01,0.01,0.01,-2.814449,55.62373
233,233,233,Lancaster,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4042035356045893,0.7678571378061225,0.12499999437500005,0.01,0.1760479010652228,0.14285714163265306,0.1562500010546875,0.01,0.1357142873367347,0.057091071754382036,0.5048611249999999,0.01,0.01,0.11408450746002778,0.3506944999999999,0.01,0.01,0.01,-2.8007399,54.046569999999996
234,234,234,St Andrews,0.41666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.5435840688722688,0.5321428570510205,0.01,0.01,0.14670658296353398,0.07619047725170068,0.01,0.01,0.18333333454761905,0.4833710965668022,0.464583375,0.08749999864062499,0.01,0.06338027938702638,0.227083375,0.01,0.01,0.01,-2.7967214,56.33978000000001
235,235,235,Hawick,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.37278761283968986,0.09727891043634596,0.1964285690178572,0.01,0.5728542899864939,0.06485260723550372,0.01,0.01,0.14285714163265306,0.3624830103814592,0.24808200000000002,0.2055555559930556,0.01,0.725352112515374,0.4598876249999999,0.01,0.01,0.01,-2.780914,55.42706
236,236,236,Bridport,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4833332656666694,0.01,0.01,0.2857142820408164,0.25000000375,0.01,0.01,0.40476190343537416,0.01,0.01,0.01,0.01,0.6319444999999999,0.01,0.01,0.25352112515373937,0.34027775,0.01,0.01,0.01,-2.758301,50.733579999999996
237,237,237,Shrewsbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2571428564081633,0.25000000375,0.01,0.01,0.17857143025510205,0.037500001828125,0.01,0.19047618884353745,0.01,0.36597225,0.15625000105468753,0.01,0.01,0.6368055,0.08888889333333333,0.01,0.01,-2.7553267999999997,52.7073
238,238,238,Penrith,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8389380474727857,0.2091836758309038,0.23809523880952385,0.01,0.8047904188815659,0.3061224475801749,0.1562500010546875,0.01,0.028571430040816324,0.2229270541592236,0.333730125,0.16666666479166672,0.01,0.3887323949446537,0.30456349999999993,0.01,0.01,0.01,-2.752708,54.6641
239,239,239,Kendal,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4440265463043308,0.7984693841472305,0.07142857464285714,0.01,0.1760479010652228,0.23469387890670554,0.3437499989453125,0.01,0.0999999987142857,0.089714544264427,0.4170634999999999,0.12499999859375002,0.01,0.3676056326137672,0.283730125,0.01,0.01,0.01,-2.74629,54.32801
240,240,240,Street,0.16666665,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10714285897959183,0.25000000375,0.01,0.01,0.19047618884353745,0.01,0.01,0.07142857295918367,0.01,0.5347222500000001,0.12499999859375002,0.01,0.01,0.513888875,0.01,0.01,0.01,-2.7429189999999997,51.12468
