index,placename,longitude,latitude,want,wanting
151,Dolgellau,-3.8844,52.74215,0.09715623303866,0.047836008098418085
152,Aberfeldy,-3.866969,56.62175,0.16684296429274298,0.19465876779156008
153,Machynlleth,-3.853485,52.59027,0.12802890667454425,0.04566818296110844
154,Brora,-3.8525480000000005,58.012159999999994,0.08394299547965883,0.11337062397667556
155,Llandudno,-3.827609,53.324059999999996,0.2369479722637284,0.12108435409364422
156,Llandudno,-3.827609,53.324059999999996,0.2369479722637284,0.12108435409364422
157,Aviemore,-3.823812,57.19449,0.14684275047400355,0.12710281737913462
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.09047197920393964,0.21352607684850244
159,Falkirk,-3.7839131,56.00188000000001,0.33474865719553076,0.5102327879059579
160,Kingsbridge,-3.777493,50.28395,0.17203581819535468,0.05052443820333937
161,Pitlochry,-3.729711,56.70436,0.1112161939321662,0.19018587246064328
162,Colwyn Bay,-3.72764,53.29318000000001,0.21603024386446174,0.14649938137287533
163,Totnes,-3.685797,50.43374,0.18014458743376183,0.051176880314737744
164,Grantown-on-Spey,-3.609628,57.33041,0.09495250506930575,0.13094791601197991
165,Dumfries,-3.60512,55.070859999999996,0.2499129329547091,0.4394437105230911
166,Whitehaven,-3.589233,54.5497,0.21295989350464622,0.3344048453321952
167,Dartmouth,-3.578807,50.35252,0.14377998952347787,0.04377732917402859
168,Bridgend,-3.576945,51.504290000000005,0.3236003966496957,0.060751251771973644
169,Paignton,-3.564235,50.43508,0.26918999334003363,0.06953769276397476
170,Workington,-3.5427519999999997,54.64357,0.20987823133301522,0.3286144570851221
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.11015088892190722,0.04420730157462242
172,Exeter,-3.533899,50.71841,0.4440642512333888,0.05890603959261027
173,Torquay,-3.525315,50.46192,0.2763170879724651,0.07113212235353934
174,Thurso,-3.5220800000000003,58.59356999999999,0.15340498749107911,0.1772129187790282
175,Livingston,-3.518068,55.90071,0.3295956697739017,0.4642104740079558
176,Rhyl,-3.4916339999999995,53.319140000000004,0.21274179247711486,0.12119200491662573
177,Tiverton,-3.491207,50.90205,0.1918924704217009,0.030099460091105174
178,Tiverton,-3.491207,50.90205,0.1918924704217009,0.030099460091105174
179,Minehead,-3.481152,51.20428,0.14546889017388145,0.03330299832886442
180,Dunfermline,-3.452151,56.071740000000005,0.3125080838963299,0.4353680537736976
181,Perth,-3.4308381000000003,56.39499,0.19888404756474387,0.3644436166452197
182,Prestatyn,-3.4076129999999996,53.33651,0.17868767141537548,0.10914642724444008
183,Builth Wells,-3.4045919999999996,52.15002,0.1593301914254141,0.01
184,Braemar,-3.3979439,57.00646999999999,0.01,0.07547491166305538
185,Brecon,-3.391463,51.94895,0.1917665974823687,0.042877090090504305
186,Merthyr Tydfil,-3.381646,51.74873,0.37064058446313924,0.07101872228488719
187,Llandrindod Wells,-3.377742,52.2417,0.13583579894311715,0.03137060473041549
188,Corwen,-3.369242,52.98005,0.09939708326661445,0.08901941096962043
189,Cockermouth,-3.367985,54.66326,0.15285502054577985,0.27782325677777936
190,Lockerbie,-3.349008,55.122240000000005,0.22020868301318042,0.3770727727936595
191,Blairgowrie,-3.3378318,56.58941,0.15163869294573987,0.265883124183019
192,Elgin,-3.318485,57.64945,0.28390621024362805,0.2577898538705286
193,Newtown,-3.313106,52.51211,0.11849527277737323,0.056478391003083335
194,Ruthin,-3.3103108,53.114869999999996,0.17325949866490709,0.1259011359159237
195,Ruthin,-3.3103108,53.114869999999996,0.17325949866490709,0.1259011359159237
196,Sidmouth,-3.2375599999999998,50.67865,0.17439984903250938,0.026512805183545672
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.26670365468446294,0.23450256637162786
198,Peebles,-3.1936419999999996,55.65306999999999,0.16588652702739187,0.25574616846108955
199,Edinburgh,-3.1882669999999997,55.95325,0.5745334328426644,0.6946251781843822
200,Cardiff,-3.17909,51.48158,0.5434327248090316,0.09799871419237051
201,Llangollen,-3.1716599999999997,52.96921,0.12992285383575464,0.10240866804752956
202,Kirkcaldy,-3.158137,56.11682,0.34904766148954314,0.4814210879246083
203,Welshpool,-3.146407,52.66035,0.1724735070199319,0.09001377584536994
204,Mold,-3.1419029999999997,53.1672,0.25899681416438464,0.14254249198061641
205,Mold,-3.1419029999999997,53.1672,0.25899681416438464,0.14254249198061641
206,Taunton,-3.106849,51.01534,0.29022242928877023,0.06224292153684706
207,Wick,-3.093716,58.43894,0.14385959154134442,0.17013342172378862
208,John o' Groats,-3.0688997000000002,58.63734,0.01,0.059855112653899346
209,Dalkeith,-3.066606,55.893119999999996,0.28492939198282285,0.37193810815117073
210,Oswestry,-3.056412,52.85715,0.2246709757341518,0.13834715175628656
211,Blackpool,-3.0356748,53.81751,0.38887087876844234,0.2278880669050057
212,Birkenhead,-3.023009,53.389990000000004,0.3802035542024721,0.15981343558130234
213,Cupar,-3.010137,56.32023,0.1575212565243972,0.2760371821680777
214,Southport,-3.010113,53.64571,0.31679053174306165,0.11618315898114973
215,Bridgwater,-3.003632,51.12789,0.3431365435625924,0.08084471528987199
216,Langholm,-2.998913,55.153059999999996,0.09373024213562847,0.18302925570534703
217,Newport,-2.997664,51.58415,0.37703366573821573,0.06589758294430291
218,Axminster,-2.9949369999999997,50.78273,0.18814711513974652,0.03747526663400037
219,Wrexham,-2.9924939999999998,53.043040000000005,0.3126491376774394,0.18886578104018167
220,Liverpool,-2.9915726,53.40837,0.5982359890548868,0.2365195825295185
221,Weston-super-Mare,-2.977255,51.347409999999996,0.30488874080595263,0.07039655429088004
222,Dundee,-2.9707209999999997,56.462019999999995,0.38350490356064193,0.5974076185872867
223,Kirkwall,-2.9622491,58.984669999999994,0.1536151529326335,0.17831686822542972
224,Ambleside,-2.961333,54.428740000000005,0.2338922894987595,0.3233423068305036
225,Orkney Islands,-2.9605206,58.980940000000004,0.15904939370887342,0.18251491041213871
226,Lyme Regis,-2.936639,50.725159999999995,0.16704799655833444,0.04697575007018117
227,Carlisle,-2.932931,54.892469999999996,0.36147981026904874,0.5047371332244335
228,Chester,-2.893075,53.19339,0.39028447370201047,0.22680260160677979
229,Forfar,-2.889062,56.64356,0.19866267643578317,0.365309587466501
230,Morecambe,-2.864968,54.074169999999995,0.22343097227172085,0.20924196375451412
231,Selkirk,-2.838524,55.55066,0.2061232081413645,0.28880663783118254
232,Galashiels,-2.814449,55.62373,0.19330198494123166,0.2880872822463945
233,Lancaster,-2.8007399,54.046569999999996,0.31630999054527253,0.2330733642676186
234,St Andrews,-2.7967214,56.339780000000005,0.22813460752389506,0.39614623496212137
235,Hawick,-2.780914,55.42706,0.16869581048118776,0.3045038607595981
236,Bridport,-2.758301,50.733579999999996,0.1757118648385587,0.05466273371295651
237,Shrewsbury,-2.7553267999999997,52.7073,0.36978239067281926,0.15647405512064066
238,Penrith,-2.752708,54.6641,0.3124117644058654,0.500301702312033
239,Kendal,-2.74629,54.32801,0.2744946699120155,0.33595634347354075
240,Street,-2.7429189999999997,51.12468,0.13648759744733963,0.058938098821766545
241,Glastonbury,-2.718454,51.14743,0.16975623743522167,0.0584208135879422
242,Hereford,-2.715974,52.0564,0.31306945885117654,0.1093432686266382
243,Ludlow,-2.7139129,52.36775,0.2079180926375791,0.06713837889633327
244,Preston,-2.70309,53.7632,0.44525040792036913,0.21052544360029254
245,Whitchurch,-2.682045,52.96872,0.1678372753103279,0.11165492006439794
246,Wells,-2.6445979,51.20935,0.19997385658959527,0.06810273591746678
247,Yeovil,-2.633308,50.94206,0.2649789194394946,0.10864571557793103
248,Wigan,-2.6325074,53.54506,0.471882613131381,0.2458098463019374
249,Warrington,-2.5969501,53.39004,0.48972429211160884,0.25368243291787435
250,Arbroath,-2.591543,56.55911,0.21993215708434202,0.38903506216363076
251,Bristol,-2.58791,51.45451,0.5693251537443462,0.16706169833380502
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.025573730508723407
253,Ross-on-Wye,-2.582446,51.91445,0.24044546568251982,0.07493716154327609
254,Jedburgh,-2.5549369,55.47772,0.12746896057290613,0.21063800769735658
255,Sedbergh,-2.5281740000000004,54.32363,0.13583355325484062,0.21747727602371797
256,Sedbergh,-2.5281740000000004,54.32363,0.13583355325484062,0.21747727602371797
257,Nantwich,-2.524102,53.067190000000004,0.22470145442063488,0.12742447775215793
258,Banff,-2.524038,57.666509999999995,0.14430258983502292,0.23048734375650412
259,Dunbar,-2.516737,56.00209,0.2440120772707963,0.3455329844455921
260,Cinderford,-2.5009579,51.8253,0.22057268367632346,0.05329098583489899
261,Banchory,-2.4909599,57.05386,0.1785202274918757,0.30474676609274376
262,Blackburn,-2.487529,53.748580000000004,0.35596602023622964,0.1783280526632679
263,Market Drayton,-2.483485,52.90355,0.13648951864202083,0.0896336136017504
264,Telford,-2.4672611,52.67759,0.32206691387650743,0.14423708238641875
265,Montrose,-2.4661150000000003,56.70692,0.19594875552232702,0.30864509046675526
266,Turriff,-2.4623,57.53893000000001,0.15373972881631975,0.2545890140222641
267,Weymouth,-2.457621,50.61443,0.24879684927563497,0.1242881080757634
268,Crewe,-2.4438209,53.10041,0.3014525707205545,0.15188955344392455
269,Fortuneswell,-2.4422189999999997,50.55919,0.11964530941623233,0.06957684130614296
270,Dorchester,-2.4411810000000003,50.71116,0.32347601460270825,0.15522805852332122
271,Alston,-2.438685,54.812169999999995,0.08810083490152007,0.21468898840490427
272,Kelso,-2.432207,55.600030000000004,0.16048794724623475,0.2768156654450055
273,Wincanton,-2.416007,51.055690000000006,0.14928298931489006,0.07912707998012612
274,Clitheroe,-2.3930830000000003,53.8711,0.23188596224128027,0.12322450140818882
275,Sark,-2.3666256000000003,49.43007,0.01,0.026788961163471247
276,Bath,-2.3590167,51.38106,0.3971504952546442,0.12642838817090352
277,Kidderminster,-2.2496839,52.3886,0.26216994939385435,0.07222381225014347
278,Manchester,-2.2426305,53.48076,0.7221824022228218,0.32403209591468235
279,Burnley,-2.2405035,53.78929,0.32636638372184773,0.14827284760488804
280,Gloucester,-2.238156,51.86424,0.3971884519483154,0.150011328498514
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.2667057340068927,0.1320058768815162
282,Worcester,-2.221575,52.19364,0.40178331966380687,0.168443746061437
283,Trowbridge,-2.208853,51.31966,0.3812177124444458,0.15889471786518725
284,Shaftesbury,-2.198083,51.0046,0.17097167988524528,0.10765342586411991
285,Alderney,-2.1973557,49.715,0.01,0.02633234646721895
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.3921563118343167,0.17889549652190057
287,Colne,-2.176991,53.85564,0.21945020753109337,0.15886758977535048
288,Blandford Forum,-2.165353,50.85691,0.14417657860788985,0.08456522336669935
289,Rochdale,-2.1561,53.60971,0.3960626007256035,0.19623533665045947
290,Jersey,-2.13125,49.21444,0.01,0.029091376935112483
291,Wolverhampton,-2.12882,52.586969999999994,0.3666513798677031,0.08626092351437914
292,Stafford,-2.12066,52.80669,0.36617799707554555,0.1462608373310087
293,Macclesfield,-2.119287,53.25866,0.340574747529832,0.17406637778918974
294,Hexham,-2.1121439,54.97266,0.28947086968061675,0.27531170430971835
295,Aberdeen,-2.094278,57.149719999999995,0.42455153621379815,0.5843573706007916
296,Dudley,-2.081112,52.51226,0.3514341136994325,0.08130474549028856
297,Cheltenham,-2.0782533,51.899390000000004,0.3734250651127522,0.1444319000063158
298,Bromsgrove,-2.061906,52.33559,0.2976034544671775,0.06554224057044221
299,Skipton,-2.0162787,53.96285,0.21708002448844788,0.3743182090375077
300,Fraserburgh,-2.007631,57.69335,0.16289927231206122,0.2633551295804838
301,Berwick,-2.005395,55.77024,0.18974045935330974,0.28596196015074876
302,Poole,-1.987248,50.71505,0.3200440317395331,0.15636064248672246
303,Walsall,-1.9829189999999999,52.586209999999994,0.35739644370548473,0.0759937923348636
304,Cirencester,-1.968243,51.71849,0.34210147160172155,0.10496309740355919
305,Evesham,-1.9467700000000001,52.09215,0.23241149350066262,0.09839497387715113
306,Buxton,-1.91483,53.259080000000004,0.2721794694466767,0.16005407746342246
307,Keighley,-1.9123580000000002,53.8678,0.27587513286055515,0.5205370603179187
308,Birmingham,-1.8904009999999998,52.48624,0.6409188465366134,0.14931759377361523
309,Bournemouth,-1.880769,50.719159999999995,0.3982265889611725,0.1834754366550814
310,Halifax,-1.8575400000000002,53.727019999999996,0.27129924028976765,0.5126446181092348
311,Salisbury,-1.794472,51.06878,0.2958209566846662,0.14544654054833397
312,Ringwood,-1.7888169999999999,50.84495,0.24771869147676384,0.11724140575739672
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.3864590523628069,0.6972563367429375
314,Peterhead,-1.784066,57.50812,0.20361480177250674,0.3133705752141775
315,Swindon,-1.7797176,51.55577,0.3624925772349647,0.16314076285811382
316,Bradford,-1.759398,53.79598000000001,0.4217167638792019,0.6900200766013935
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.32953959347184986,0.17460362834387896
318,Marlborough,-1.7270619999999999,51.42007,0.2173648482552299,0.09819037589628617
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.2866250007620053,0.07266400119340972
320,Alnwick,-1.7062990000000002,55.41274,0.1885480417863733,0.15350329817410513
321,Otley,-1.691786,53.90583,0.20676481817357795,0.3795474927311536
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.23840151108651308,0.32099368262204314
323,Burton upon Trent,-1.6371358999999999,52.81403,0.3125328503574368,0.14959706497270162
324,Newcastle,-1.61778,54.97825,0.5497221934876765,0.3957705458760238
325,Durham,-1.5848520000000001,54.77525,0.3677422692164275,0.4211993567388038
326,Ashington,-1.5659829,55.18298000000001,0.22194976207808562,0.17618584138800306
327,Darlington,-1.559458,54.52361,0.29792277748372514,0.4301290682073553
328,Leeds,-1.5490774,53.80076,0.5606613917612198,0.9278387244354291
329,Harrogate,-1.5418120000000002,53.99211999999999,0.3734476049977671,0.5572235858948769
330,Leamington Spa,-1.5200789,52.28519,0.3698218870277215,0.04627971165085386
331,Coventry,-1.519693,52.40682,0.42600916494894414,0.06758972948743883
332,Blyth,-1.510277,55.12696,0.23536768770140107,0.18715593717613047
333,Wakefield,-1.505924,53.6833,0.34981351342428174,0.677025021493386
334,Andover,-1.4919233,51.2112,0.25735623086331116,0.12314149770274832
335,Witney,-1.4850543999999999,51.785940000000004,0.2605288068361055,0.09367373305213547
336,Barnsley,-1.479726,53.55263000000001,0.34192234563170526,0.7360813314251349
337,Derby,-1.4746186000000001,52.92253,0.4142237075595737,0.22378627260362793
338,Sheffield,-1.470085,53.381130000000006,0.5296537331032712,0.9471188889201434
339,Nuneaton,-1.465382,52.52049,0.3519766100256196,0.06152772430364724
340,Northallerton,-1.429959,54.337959999999995,0.1940098911539856,0.3217244244035991
341,South Shields,-1.427406,54.99941999999999,0.32764259799958695,0.2587639586164351
342,Chesterfield,-1.421629,53.23505,0.33578471652180497,0.5323348960427178
343,Southampton,-1.4043508999999998,50.9097,0.506415000970368,0.212547934244746
344,Wetherby,-1.384816,53.92706,0.1899948175931318,0.34670777856252183
345,Sunderland,-1.383801,54.90687,0.37023838308452856,0.3099189920799507
346,Rotherham,-1.3635008999999998,53.4326,0.34752035368034767,0.7174298062594126
347,Castleford,-1.345968,53.72346999999999,0.28787154506911894,0.5088433008745539
348,Thirsk,-1.341377,54.23385,0.17063613938371142,0.27650307409747515
349,Banbury,-1.339775,52.0629,0.26974203033362654,0.10458003342635068
350,Stockton,-1.3289821000000002,54.57046,0.30285229181811457,0.4248545338491472
351,Newbury,-1.3231138999999998,51.40141,0.3408710991945538,0.20201931040755358
352,Isle of Wight,-1.304734,50.69385,0.3185644992295617,0.15517323097322447
353,Isle of Wight,-1.304734,50.69385,0.3185644992295617,0.15517323097322447
354,Abingdon,-1.2879528999999998,51.67078,0.27912702088407537,0.10120681612616202
355,Shetland Islands,-1.2659409,60.52965,0.08348433981511953,0.15992379416709968
356,Rugby,-1.265032,52.37088,0.3257060266090126,0.032811417450108134
357,Oxford,-1.2577263,51.75202,0.4798765178412789,0.1569416851372266
358,Middlesbrough,-1.234956,54.57423000000001,0.37679299826837154,0.5105015985042726
359,Hartlepool,-1.212926,54.69174,0.2865518885754052,0.39483134762950484
