,placename,plural_control,plural_dem,longitude,latitude
101,Camelford,0.8141426058912172,0.18585752450972834,-4.682364,50.62206
102,Irvine,0.8563575297556916,0.1436424551854921,-4.6696364,55.61156999999999
103,Cardigan,0.8195405922318693,0.1804595252636885,-4.660864,52.0837
104,Holyhead,0.831491887807751,0.16850814466756134,-4.633038,53.30944
105,Ayr,0.8538799664305593,0.14612021722606794,-4.629179,55.45856
106,Dumbarton,0.8620234293059862,0.13797650891240373,-4.564554,55.94529
107,Bude,0.8142305017076301,0.18576966672144662,-4.543678,50.826640000000005
108,Isle of Man,0.7830215708165604,0.2169785989313305,-4.5126330999999995,54.27697
109,Kilmarnock,0.8551481171279361,0.1448519861856506,-4.498792,55.61472
110,Newton Stewart,0.859105119170669,0.1408950938454797,-4.483164,54.9603
111,Liskeard,0.8181194690078508,0.18188069080536615,-4.4647190000000005,50.45552
112,Altnaharra,0.8804325319319585,0.11956731254177429,-4.442655,58.28023
113,Pwllheli,0.8301054158190496,0.16989475193919096,-4.417633900000001,52.888819999999996
114,Lairg,0.8810232932365015,0.11897671179116934,-4.402414,58.022059999999996
115,Launceston,0.8136938301362642,0.1863060763183348,-4.360451599999999,50.636829999999996
116,Carmarthen,0.818910953931605,0.181088986108615,-4.312131,51.857620000000004
117,Llangefni,0.827752512425848,0.1722476934636654,-4.311401999999999,53.25578
118,Caernarfon,0.8243976812407507,0.17560232195402212,-4.273911,53.13955
119,Cumnock,0.8542066177098235,0.14579346451474598,-4.265828900000001,55.45355
120,Aberaeron,0.8138700443451297,0.1861299973263613,-4.2581619,52.24279
121,Alness,0.8764822911058734,0.12351761269543562,-4.256825,57.69595
122,Glasgow,0.8594474057634299,0.14055247340316854,-4.251806,55.86424
123,Dalwhinnie,0.8741910838145767,0.12580882853507375,-4.242783,56.9366
124,Inverness,0.8762435356430216,0.12375625829860146,-4.224721,57.47776999999999
125,Saltash,0.8194353707977983,0.18056443822168333,-4.21643,50.409209999999995
126,Bideford,0.8089761912207291,0.191023609789211,-4.206666,51.01668
127,Invergordon,0.8729647681452044,0.12703517383659213,-4.1728819999999995,57.688109999999995
128,Llanelli,0.8038330182324662,0.19616683370393956,-4.160248,51.680890000000005
129,Plymouth,0.8184279495173756,0.18157199476901548,-4.1426565,50.37546
130,Tavistock,0.8168804760572639,0.18311940490811107,-4.141654,50.551120000000004
131,Porthmadog,0.8351032226493992,0.16489661106255946,-4.1333839999999995,52.92784
132,Bangor,0.8292822376922614,0.1707176342975237,-4.129263,53.22739
133,Tywyn,0.8596379875576705,0.1403618282144653,-4.087249,52.58701
134,Aberystwyth,0.848881737024169,0.15111807920250095,-4.08292,52.4153
135,Lampeter,0.8283136934075603,0.17168642794302783,-4.0785089999999995,52.1129
136,Barnstaple,0.8184685168172586,0.18153164720696877,-4.058338,51.07816
137,Tain,0.8778091798728728,0.12219066893747771,-4.05523,57.8115
138,Okehampton,0.8171230347044801,0.18287681244456067,-4.004263,50.73831
139,Llandeilo,0.8122693263039212,0.18773073233825405,-3.9914300000000003,51.88469
140,Motherwell,0.8567695413951263,0.14323055762418274,-3.9810968,55.78321
141,Golspie,0.8772348990339068,0.12276490331734462,-3.976086,57.97341
142,Airdrie,0.863185090841171,0.13681504171311656,-3.9625660000000003,55.86626999999999
143,Swansea,0.803387623085836,0.19661255847871603,-3.9436459999999998,51.62144
144,Stirling,0.8693766749857806,0.13062349111295082,-3.9369029,56.116519999999994
145,Tregaron,0.8113912132918758,0.18860879890404053,-3.934385,52.22
146,Castle Douglas,0.8524284177316285,0.1475715251179843,-3.9314139999999997,54.940419999999996
147,Dolgellau,0.8340176248014949,0.1659825258883827,-3.8844,52.74215
148,Aberfeldy,0.8693335722296549,0.13066641216319264,-3.866969,56.62175
149,Machynlleth,0.8486332623123864,0.15136679479313617,-3.853485,52.59027
150,Brora,0.8777052261669225,0.12229467335694717,-3.8525480000000005,58.012159999999994
151,Llandudno,0.8162601344298893,0.18373981839962927,-3.827609,53.324059999999996
152,Aviemore,0.8740013471724171,0.1259984510897159,-3.823812,57.19449
153,Dalbeattie,0.8543764932780828,0.14562357626202657,-3.8225269999999996,54.934219999999996
154,Falkirk,0.8694185100137839,0.13058144479514971,-3.7839131,56.00188000000001
155,Kingsbridge,0.809647664548997,0.19035255478286586,-3.777493,50.28395
156,Pitlochry,0.8694730223230017,0.13052715644893959,-3.729711,56.70436
157,Colwyn Bay,0.8166653848526773,0.183334669377971,-3.72764,53.29318000000001
158,Totnes,0.8092893200666991,0.1907104978330511,-3.685797,50.43374
159,Grantown-on-Spey,0.8752935847040992,0.12470625576103224,-3.609628,57.33041
160,Dumfries,0.8499047936180879,0.15009532259435163,-3.60512,55.070859999999996
161,Whitehaven,0.7273754900825632,0.27262447918029037,-3.589233,54.5497
162,Dartmouth,0.7920680786904196,0.20793177374314364,-3.578807,50.35252
163,Bridgend,0.7147168022149749,0.28528341690267894,-3.576945,51.504290000000005
164,Paignton,0.7932483335713846,0.20675151036078318,-3.564235,50.43508
165,Workington,0.7630459788086571,0.23695392556043834,-3.5427519999999997,54.64357
166,Llanidloes,0.8138231384046405,0.1861767680444942,-3.5401949999999998,52.447790000000005
167,Exeter,0.8144540444330254,0.18554606060019577,-3.533899,50.71841
168,Torquay,0.7970422212625049,0.20295790140954048,-3.525315,50.46192
169,Thurso,0.8739476800152806,0.12605251547061513,-3.5220800000000003,58.59356999999999
170,Livingston,0.8690250917201296,0.1309749307175988,-3.518068,55.90071
171,Rhyl,0.813130113698309,0.1868698561665193,-3.4916339999999995,53.319140000000004
172,Tiverton,0.8154407594874659,0.18455930747221386,-3.491207,50.90205
173,Minehead,0.7336879309747395,0.2663120337956048,-3.481152,51.20428
174,Dunfermline,0.8728075698581579,0.1271924228394077,-3.452151,56.071740000000005
175,Perth,0.8713708113206429,0.12862932511349653,-3.4308381000000003,56.39499
176,Prestatyn,0.8137377780444699,0.18626222560076477,-3.4076129999999996,53.33651
177,Builth Wells,0.814121899665235,0.18587793915910494,-3.4045919999999996,52.15002
178,Braemar,0.8770426269355039,0.12295751771047952,-3.3979439,57.00646999999999
179,Brecon,0.8256370967673775,0.1743630246963168,-3.391463,51.94895
180,Merthyr Tydfil,0.7104961127230034,0.2895038995107372,-3.381646,51.74873
181,Llandrindod Wells,0.8260955917712612,0.1739044789639314,-3.377742,52.2417
182,Corwen,0.8256531546569149,0.17434682735600204,-3.369242,52.98005
183,Cockermouth,0.7919729990813191,0.2080269674517975,-3.367985,54.66326
184,Lockerbie,0.8580529048299597,0.141947240618484,-3.349008,55.122240000000005
185,Blairgowrie,0.8701335086742182,0.12986669965013659,-3.3378318,56.58941
186,Elgin,0.8767611912925676,0.12323876320608286,-3.318485,57.64945
187,Newtown,0.7213140593584112,0.2786861256743733,-3.313106,52.51211
188,Ruthin,0.8291470133593186,0.17085285441041997,-3.3103108,53.114869999999996
189,Sidmouth,0.7249237038958977,0.2750764345009856,-3.2375599999999998,50.67865
190,Barrow-in-Furness,0.7381461082014401,0.2618537718653002,-3.2188939999999997,54.10896999999999
191,Peebles,0.8671116674089918,0.13288839736719904,-3.1936419999999996,55.65306999999999
192,Edinburgh,0.8714380009110739,0.12856208481109943,-3.1882669999999997,55.95325
193,Cardiff,0.7043319960210238,0.29566789815190164,-3.17909,51.48158
194,Llangollen,0.8370944009519793,0.16290577073668402,-3.1716599999999997,52.96921
195,Kirkcaldy,0.8703126809153676,0.12968744288620462,-3.158137,56.11682
196,Welshpool,0.7763254308796598,0.22367449828284103,-3.146407,52.66035
197,Mold,0.8321954769150937,0.16780445411223344,-3.1419029999999997,53.1672
198,Taunton,0.7067001121516815,0.29329970163172253,-3.106849,51.01534
199,Wick,0.8762304357857676,0.12376958634748032,-3.093716,58.43894
200,John o' Groats,0.8762304357857676,0.12376958634748032,-3.0688997000000002,58.63734
201,Dalkeith,0.8715187129347993,0.12848148687949937,-3.066606,55.893119999999996
202,Oswestry,0.808958865603071,0.19104099034248903,-3.056412,52.85715
203,Blackpool,0.7394476424060125,0.26055244889375717,-3.0356748,53.81751
204,Birkenhead,0.7878727437608766,0.212127294783438,-3.023009,53.389990000000004
205,Cupar,0.8716873207749365,0.12831256632595345,-3.010137,56.32023
206,Southport,0.7510866542880056,0.24891351680937834,-3.010113,53.64571
207,Bridgwater,0.7008356018623773,0.29916435161894595,-3.003632,51.12789
208,Langholm,0.8078952417092695,0.19210490585871703,-2.998913,55.153059999999996
209,Newport,0.712371505190501,0.28762853654431414,-2.997664,51.58415
210,Axminster,0.7036693967896053,0.29633048473403845,-2.9949369999999997,50.78273
211,Wrexham,0.8256987928692829,0.17430125252811407,-2.9924939999999998,53.043040000000005
212,Liverpool,0.7723346227536917,0.22766523896528196,-2.9915726,53.40837
213,Weston-super-Mare,0.6897666450589446,0.3102332032461109,-2.977255,51.347409999999996
214,Dundee,0.8762279003295249,0.12377227815697171,-2.9707209999999997,56.462019999999995
215,Kirkwall,0.8762304357857676,0.12376958634748032,-2.9622491,58.984669999999994
216,Ambleside,0.7528749960911711,0.24712522563976855,-2.961333,54.428740000000005
217,Orkney Islands,0.8762304357857676,0.12376958634748032,-2.9605206,58.980940000000004
218,Lyme Regis,0.7010097031910407,0.29899022492836175,-2.936639,50.725159999999995
219,Carlisle,0.8375228930569908,0.16247697858456375,-2.932931,54.892469999999996
220,Chester,0.8210944043325875,0.1789056074532951,-2.893075,53.19339
221,Forfar,0.8783040164162345,0.12169581969592357,-2.889062,56.64356
222,Morecambe,0.7165140181149903,0.2834861333145484,-2.864968,54.074169999999995
223,Selkirk,0.8690736879647811,0.13092634292241517,-2.838524,55.55066
224,Galashiels,0.8734993268363678,0.12650083908815016,-2.814449,55.62373
225,Lancaster,0.7201532429753074,0.27984686604284015,-2.8007399,54.046569999999996
226,St Andrews,0.8771546095862217,0.12284548434590235,-2.7967214,56.339780000000005
227,Hawick,0.8165449506811503,0.18345524723044707,-2.780914,55.42706
228,Bridport,0.7030672259319701,0.2969326218110351,-2.758301,50.733579999999996
229,Shrewsbury,0.473690838297897,0.5263090402668077,-2.7553267999999997,52.7073
230,Penrith,0.8360455672195928,0.16395453690122186,-2.752708,54.6641
231,Kendal,0.7299882777406377,0.27001180550734083,-2.74629,54.32801
232,Street,0.6864371684362744,0.31356273917012567,-2.7429189999999997,51.12468
233,Glastonbury,0.6863163116887068,0.313683760727463,-2.718454,51.14743
234,Hereford,0.6732954761544563,0.32670465174683017,-2.715974,52.0564
235,Ludlow,0.43715237838472865,0.5628475566588923,-2.7139129,52.36775
236,Preston,0.6892591312343697,0.3107407678012595,-2.70309,53.7632
237,Whitchurch,0.7993368091621248,0.2006632373492666,-2.682045,52.96872
238,Wells,0.6915304774517651,0.30846960319558775,-2.6445979,51.20935
239,Yeovil,0.6957135576761355,0.304286531245971,-2.633308,50.94206
240,Wigan,0.5842620850408923,0.41573775081949116,-2.6325074,53.54506
241,Warrington,0.6278909483366983,0.37210886032547064,-2.5969501,53.39004
242,Arbroath,0.882582598825746,0.11741730894353916,-2.591543,56.55911
243,Bristol,0.6719592907145674,0.32804052031113934,-2.58791,51.45451
244,Guernsey,0.7244068933984321,0.27559308021562706,-2.5852779999999997,49.46569
245,Ross-on-Wye,0.6790594133461348,0.3209407607949484,-2.582446,51.91445
246,Jedburgh,0.8141941601681512,0.18580605474582707,-2.5549369,55.47772
247,Sedbergh,0.7607171622497614,0.23928265347677202,-2.5281740000000004,54.32363
248,Nantwich,0.7451604478967968,0.25483960935547895,-2.524102,53.06718000000001
249,Banff,0.8752631592291877,0.12473667278570885,-2.524038,57.666509999999995
250,Dunbar,0.8784755822886551,0.12152428339657678,-2.516737,56.00209
251,Cinderford,0.6820706902103495,0.3179293063215392,-2.5009579,51.8253
252,Banchory,0.8804540833100206,0.11954573580823735,-2.4909599,57.05386
253,Blackburn,0.5084519433849521,0.4915479675169165,-2.487529,53.748580000000004
254,Market Drayton,0.7606770175259185,0.2393230094903399,-2.483485,52.90355
255,Telford,0.4449577804277992,0.5550423317679285,-2.4672611,52.67759
256,Montrose,0.8798362771388897,0.12016380822839257,-2.4661150000000003,56.70692
257,Turriff,0.8752631592291877,0.12473667278570885,-2.4623,57.53893000000001
258,Weymouth,0.6910939564019851,0.30890591297578524,-2.457621,50.61443
259,Crewe,0.5930829373091541,0.40691700382249624,-2.4438209,53.1004
260,Fortuneswell,0.7269398141848632,0.27306034948138713,-2.4422189999999997,50.55919
261,Dorchester,0.6771117603757212,0.32288805043225516,-2.4411810000000003,50.71116
262,Alston,0.8168039897939436,0.1831960433020448,-2.438685,54.812169999999995
263,Kelso,0.8192638049253776,0.18073624919546802,-2.432207,55.600030000000004
264,Wincanton,0.6916454181347663,0.30835457376675723,-2.416007,51.055690000000006
265,Clitheroe,0.547697425413216,0.4523025810227262,-2.3930830000000003,53.8711
266,Sark,0.7160724261527244,0.28392770839243237,-2.3666256000000003,49.43007
267,Bath,0.6688668792505866,0.33113297416340404,-2.3590167,51.38106
268,Kidderminster,0.37988698626374273,0.6201131075529175,-2.2496839,52.3886
269,Manchester,0.5497114228219795,0.45028855394853173,-2.2426305,53.48076
270,Burnley,0.5056481513565955,0.49435167937430347,-2.2405035,53.78929
271,Gloucester,0.6668364013762456,0.3331638070874372,-2.238156,51.86424
272,Newcastle-under-Lyme,0.6729599507783427,0.3270399616233327,-2.2273002,53.01321
273,Worcester,0.39356535011692667,0.6064345571882532,-2.221575,52.19364
274,Trowbridge,0.6662697269060079,0.33373046467857875,-2.208853,51.31966
275,Shaftesbury,0.6564549757906182,0.34354515282230735,-2.198083,51.0046
276,Alderney,0.7257705462809506,0.27422933853451215,-2.1973557,49.715
277,Stoke-on-Trent,0.6617595728263326,0.33824056401395536,-2.179404,53.002669999999995
278,Colne,0.5471113124451178,0.4528885080821264,-2.176991,53.85564
279,Blandford Forum,0.6371956501712699,0.36280419190378926,-2.165353,50.85691
280,Rochdale,0.524570683871709,0.4754293150899924,-2.1561,53.60971
281,Jersey,0.7369565566475856,0.26304344601647905,-2.13125,49.21444
282,Wolverhampton,0.4003231861557328,0.5996769363776672,-2.12882,52.586969999999994
283,Stafford,0.4184449370742017,0.5815550705978805,-2.12066,52.80669
284,Macclesfield,0.5876722736872888,0.4123276423184399,-2.119287,53.25866
285,Hexham,0.8145964525586562,0.18540374120952002,-2.1121439,54.97266
286,Aberdeen,0.8752813299989263,0.12471862878801933,-2.094278,57.149719999999995
287,Dudley,0.3894532626673508,0.6105468349708226,-2.081112,52.51225
288,Cheltenham,0.6785387996643054,0.3214613914018196,-2.0782533,51.899390000000004
289,Bromsgrove,0.3777284678491474,0.6222715753496004,-2.061906,52.33559
290,Skipton,0.7022157352104724,0.2977842646958959,-2.0162787,53.96285
291,Fraserburgh,0.8746102792466995,0.1253898401475061,-2.007631,57.69335
292,Berwick,0.8205873130840533,0.1794125677246802,-2.005395,55.77024
293,Poole,0.71325215365879,0.2867480401661924,-1.987248,50.71505
294,Walsall,0.3899590861877639,0.6100411508791336,-1.9829189999999999,52.586209999999994
295,Cirencester,0.6844675415117574,0.31553239998395904,-1.968243,51.71849
296,Evesham,0.3836200230050395,0.6163799312037727,-1.9467700000000001,52.09215
297,Buxton,0.5755827957461804,0.4244173362842101,-1.91483,53.259080000000004
298,Keighley,0.5919918459727236,0.40800798110949793,-1.9123580000000002,53.8678
299,Birmingham,0.3621472440858368,0.6378529730275195,-1.8904009999999998,52.48624
300,Bournemouth,0.7127070305666156,0.28729298579945833,-1.880769,50.719159999999995
301,Halifax,0.562211644674401,0.4377883188905992,-1.8575400000000002,53.727019999999996
302,Salisbury,0.7055088702936646,0.2944912435690791,-1.794472,51.06878
303,Ringwood,0.7064651598731936,0.293535017335549,-1.7888169999999999,50.84495
304,Huddersfield,0.5758261995454775,0.42417361554258404,-1.7850351000000002,53.645790000000005
305,Peterhead,0.8746647915559165,0.12533515035404058,-1.784066,57.50812
306,Swindon,0.655575172474411,0.34442483785439715,-1.7797176,51.55577
307,Bradford,0.7378659402866244,0.26213385950250373,-1.759398,53.79598000000001
308,Ashbourne,0.5976387296011979,0.4023613085304288,-1.7321790000000001,53.016630000000006
309,Marlborough,0.6404384987056497,0.3595613981672623,-1.7270619999999999,51.42007
310,Stratford-upon-Avon,0.35768272821852903,0.6423174172455572,-1.7082979999999999,52.19173
311,Alnwick,0.8294178846012453,0.17058201696313263,-1.7062990000000002,55.41274
312,Otley,0.7459658778298863,0.25403429348388984,-1.691786,53.90583
313,Bishop Auckland,0.8356496134696962,0.16435024979949822,-1.6787880000000002,54.663819999999994
314,Burton upon Trent,0.28350246235058824,0.7164977116027427,-1.6371358999999999,52.81403
315,Newcastle,0.829250121913188,0.17074969514306715,-1.61778,54.97825
316,Durham,0.8336698447202078,0.16633025527523881,-1.5848520000000001,54.77525
317,Ashington,0.8209012870821042,0.17909867400281243,-1.5659829,55.18298000000001
318,Darlington,0.8217177039922446,0.17828246834620087,-1.559458,54.52361
319,Leeds,0.7362964928724098,0.26370345911042076,-1.5490774,53.80076
320,Harrogate,0.738040464191329,0.2619595088466087,-1.5418120000000002,53.99211999999999
321,Leamington Spa,0.255182683848045,0.7448173814322362,-1.5200789,52.28519
322,Coventry,0.2401546121216779,0.7598453946330052,-1.519693,52.40682
323,Blyth,0.8230365638144751,0.1769632577301099,-1.510277,55.12696
324,Wakefield,0.7315023676935548,0.268497669007076,-1.505924,53.6833
325,Andover,0.6519566538400752,0.34804348764022075,-1.4919233,51.2112
326,Witney,0.63587763550112,0.36412229114484684,-1.4850543999999999,51.785940000000004
327,Barnsley,0.7116898900372626,0.2883100798884264,-1.479726,53.55263000000001
328,Derby,0.4275142640542451,0.5724857685891525,-1.4746186000000001,52.92253
329,Sheffield,0.7588954369393993,0.24110475073104604,-1.470085,53.381130000000006
330,Nuneaton,0.2435322624129598,0.7564676174261745,-1.465382,52.52049
331,Northallerton,0.7895051550051176,0.2104947059882704,-1.429959,54.337959999999995
332,South Shields,0.8271625962733863,0.17283752090008364,-1.427406,54.99941999999999
333,Chesterfield,0.5919335304791418,0.40806644028140354,-1.421629,53.23505
334,Southampton,0.6741245703458104,0.32587541384458046,-1.4043508999999998,50.9097
335,Wetherby,0.7646086650062244,0.23539142945606137,-1.384816,53.92706
336,Sunderland,0.8284391984915719,0.17156094820827542,-1.383801,54.90687
337,Rotherham,0.7213389913447971,0.2786611429778064,-1.3635008999999998,53.4326
338,Castleford,0.7352087821443031,0.26479123327090054,-1.345968,53.72346999999999
339,Thirsk,0.781239567654001,0.21876054300854464,-1.341377,54.23385
340,Banbury,0.5101371766342494,0.48986288632378655,-1.339775,52.0629
341,Stockton,0.8260047379225653,0.1739950834965921,-1.3289821000000002,54.57046
342,Newbury,0.729656555548888,0.27034346432669965,-1.3231138999999998,51.40141
343,Isle of Wight,0.7306952474563035,0.269304962534618,-1.304734,50.69385
344,Abingdon,0.6833544762212236,0.3166456935125997,-1.2879528999999998,51.67078
345,Shetland Islands,0.8751004674536165,0.12489932653631013,-1.2659409,60.52965
346,Rugby,0.23251908564686663,0.7674808707213487,-1.265032,52.37088
347,Oxford,0.6272131363678238,0.37278678641852386,-1.2577263,51.75202
348,Middlesbrough,0.8261957422928476,0.1738042481486626,-1.234956,54.57423000000001
349,Hartlepool,0.8275200956036033,0.17248002578052016,-1.212926,54.69174
350,Loughborough,0.33722328664431495,0.6627766314932667,-1.206166,52.7721
351,Mansfield,0.6165130884477007,0.383486847468087,-1.198674,53.1472
352,Nottingham,0.46061041954194504,0.5393894173179022,-1.1581086,52.95478000000001
353,Bicester,0.5496053562358276,0.4503945444754751,-1.1535898999999998,51.8996
354,Leicester,0.2887162055376049,0.711283731552812,-1.1397591999999999,52.636880000000005
355,Doncaster,0.7360590051376792,0.263941208852343,-1.128462,53.522819999999996
356,Worksop,0.6255642446580051,0.3744357584874718,-1.122745,53.3093
