,placename,plural_control,plural_dem,longitude,latitude
357,Basingstoke,0.6907981531736727,0.3092019951167956,-1.0923964,51.26654
358,Portsmouth,0.7270581354761886,0.27294181689703334,-1.0879769,50.81977
359,York,0.7849937331973198,0.2150063730808233,-1.0872979,53.95997
360,Selby,0.7576919403762113,0.24230800647673875,-1.067189,53.783519999999996
361,Helmsley,0.7957812543578151,0.204218914850882,-1.0562636,54.24651
362,Towcester,0.4603420837562616,0.5396581376591373,-0.9896879999999999,52.13511
363,Reading,0.7130480494312549,0.28695198382345044,-0.9781303,51.45426
364,Retford,0.660468603022771,0.33953134793860423,-0.9455030000000001,53.32136
365,Petersfield,0.7059069369237642,0.29409305860086166,-0.93899,51.00759
366,Northampton,0.26020288720853807,0.7397972032141641,-0.9026559999999999,52.24048
367,Melton Mowbray,0.35881311912672137,0.641187072772964,-0.887126,52.7664
368,Aylesbury,0.5486177960293067,0.4513824047527299,-0.8084,51.81561
369,Newark-on-Trent,0.49825898671336427,0.5017410978754185,-0.80657,53.070040000000006
370,Malton,0.7946660761870797,0.20533383952310771,-0.7978970000000001,54.13684
371,Chichester,0.748411747951985,0.25158823309920786,-0.774936,50.83761
372,Gainsborough,0.6888044394148507,0.31119550612335956,-0.774465,53.400569999999995
373,Milton Keynes,0.514597466741153,0.48540251151319036,-0.7594171,52.040620000000004
374,Aldershot,0.7287568911587798,0.27124293436983915,-0.7557509,51.24837
375,High Wycombe,0.45634704986988855,0.5436528674595686,-0.748229,51.628609999999995
376,Midhurst,0.7474592615568209,0.25254084630743956,-0.737274,50.9869
377,Kettering,0.32827185837955575,0.6717283686168144,-0.7302489999999999,52.39632
378,Wellingborough,0.36522063962799806,0.6347793618416947,-0.693964,52.30242
379,Corby,0.30703656719508376,0.6929634916682158,-0.6842333,52.4923
380,Bognor Regis,0.7592280042832309,0.24077193827904805,-0.673061,50.783
381,Scunthorpe,0.7772753818185811,0.22272445433704388,-0.654413,53.58865
382,Grantham,0.3902865826191091,0.6097136459824278,-0.643582,52.912519999999994
383,Whitby,0.8238597419412633,0.17614007534277573,-0.613347,54.486340000000006
384,Slough,0.4761341729637538,0.523865916785731,-0.5950406,51.51054
385,Guildford,0.5376316641298019,0.4623683934406223,-0.570409,51.23622
386,Woking,0.5797768629476037,0.4202230026826396,-0.5600349,51.31677
387,Lincoln,0.6773467126542081,0.32265312772416305,-0.540579,53.23069
388,Bedford,0.5230198298032737,0.47698012696635733,-0.46677820000000003,52.13864
389,Heathrow,0.45728643640779915,0.5427137259760758,-0.4542955,51.47002
390,Driffield,0.8085743214062656,0.1914256232965167,-0.443377,54.006
391,Beverley,0.8032325376789924,0.19676757627994382,-0.435093,53.84196
392,Luton,0.2803948381491506,0.7196053697415851,-0.4200255,51.87867
393,Scarborough,0.815542177737173,0.18445780470300957,-0.399752,54.28311
394,Worthing,0.6667755504264211,0.3332243030759438,-0.372882,50.81787
395,Dorking,0.26678619934264103,0.7332139457367548,-0.332378,51.2322
396,Hull,0.8078534066812645,0.1921467535657707,-0.3274198,53.767619999999994
397,Horsham,0.4967571514656206,0.5032429416381473,-0.325858,51.06288
398,Biggleswade,0.4840971958699112,0.515902618868638,-0.26421999999999995,52.086940000000006
399,Peterborough,0.4689508028522192,0.531049042106704,-0.2405299,52.5695
400,Welwyn Garden City,0.10674355296863924,0.8932564932297611,-0.208661,51.80317
401,Bridlington,0.7983813647346768,0.20161856772155315,-0.198802,54.08535
402,Stevenage,0.16207439197646398,0.8379255039821666,-0.19661199999999998,51.90376
403,Crawley,0.3955894893506616,0.6044103418052932,-0.18722750000000002,51.109140000000004
404,Huntingdon,0.5565896930323125,0.44341022006113073,-0.182552,52.33146
405,Hove,0.4714879493990548,0.5285121320952475,-0.168749,50.82793
406,Spalding,0.46232861372239603,0.5376713287088581,-0.1537024,52.7901
407,Brighton,0.4739841060699667,0.52601609364015,-0.137163,50.82253
408,London,0.22625819903162478,0.7737417280208367,-0.12775830000000002,51.50735
409,Grimsby,0.8398263550534606,0.16017353339379836,-0.08078400000000001,53.56746999999999
410,Boston,0.5966908915424791,0.4033092353701739,-0.026576999999999996,52.97894
411,Royston,0.4245908830064423,0.5754091370832085,-0.024066,52.048140000000004
412,Louth_Lincs,0.663443115771468,0.33655701677191696,-0.007711,53.36596
413,Lewes,0.45837541486402805,0.5416247939571962,0.00878,50.873870000000004
414,Chatteris,0.71776653349887,0.2822335756201335,0.054012,52.4561
415,Uckfield,0.41505122889338286,0.5849489690813352,0.095913,50.966409999999996
416,Cambridge,0.6263798164160651,0.37362012330853894,0.12181700000000001,52.20534
417,Bishop's Stortford,0.10700808556995782,0.8929918127156432,0.15365020000000001,51.87216
418,Wisbech,0.7470683787194093,0.2529318263538629,0.158797,52.66631999999999
419,Sevenoaks,0.01,1.0,0.190898,51.27241
420,Tunbridge Wells,0.222269926361899,0.7777299966333364,0.26369499999999996,51.13238
421,Eastbourne,0.463437875828566,0.5365623158756881,0.29047199999999995,50.768029999999996
422,Brentwood,0.03418513394392745,0.9658150251903928,0.30717490000000003,51.620470000000005
423,Skegness,0.8098517687765326,0.19014842096638157,0.337881,53.1464
424,Downham Market,0.7606440565947638,0.23935600845473276,0.385472,52.606609999999996
425,King's Lynn,0.7777004933152695,0.2222996132710687,0.4022963,52.75168000000001
426,Bexhill,0.5832576217927535,0.4167422267873584,0.4662071,50.849909999999994
427,Chelmsford,0.14057963910315796,0.8594202704410709,0.4685497,51.73559
428,Mildenhall,0.7626711538607817,0.23732871671806813,0.5156095,52.347570000000005
429,Medway,0.26192995548583986,0.7380701306381207,0.5417860999999999,51.404740000000004
430,Braintree,0.37854995567177335,0.6214501635559505,0.5509269,51.88009
431,Gillingham,0.2614913215558569,0.7385086589426243,0.551438,51.38632
432,Hastings,0.5991895836696333,0.40081056004047266,0.573453,50.85426
433,Maldon,0.39644013492007796,0.603560051163819,0.6714479999999999,51.7318
434,Southend,0.3702366172280871,0.6297633671265999,0.7077123000000001,51.54593
435,Bury St Edmunds,0.7642224305052568,0.23577754142629306,0.7104931999999999,52.24292
436,Thetford,0.7778420562888188,0.22215777139133888,0.751657,52.412859999999995
437,Ashford,0.4501339143472172,0.5498661342433706,0.8750190000000001,51.14647
438,Faversham,0.4228993111165385,0.5771007555279604,0.889358,51.31599
439,Colchester,0.5314612087872151,0.4685390011713386,0.891874,51.89593
440,New Romney,0.66661243607481,0.33338753998150555,0.939473,50.98512
441,Canterbury,0.47497715976501337,0.5250229046788002,1.0789089,51.280229999999996
442,Ipswich,0.6869134116338564,0.313086441017531,1.14822,52.056740000000005
443,Clacton,0.5261050574745668,0.4738948949389291,1.153035,51.78953
444,Folkestone,0.5686800161255022,0.4313198203933431,1.169456,51.0814
445,Sheringham,0.7932550947880319,0.20674471111200513,1.2109589,52.944419999999994
446,Harwich,0.6835991477486413,0.31640091633082784,1.260297,51.93473
447,Norwich,0.7941987070863465,0.20580111145109703,1.297355,52.63089
448,Cromer,0.7959536653823167,0.20404614040368438,1.301866,52.93145
449,Dover,0.5679286759255895,0.43207151981465475,1.3134027,51.12788
450,Felixstowe,0.6803981342422656,0.3196017947481318,1.3512549999999999,51.961729999999996
451,Margate,0.571799895032111,0.4282000131928246,1.3868339,51.38965
452,Ramsgate,0.5801850714026732,0.41981486182248856,1.4198950000000001,51.33555
453,Great Yarmouth,0.7820534491078996,0.21794663193992964,1.728047,52.59823000000001
454,Lowestoft,0.7204105917839388,0.2795893397413894,1.7534490000000003,52.48114
455,Swaffham,0.786085247109791,0.2139147492524524,0.687481,52.64747
456,Dereham,0.7874666481860076,0.2125332086677618,0.9378270000000001,52.681619999999995
457,Ely,0.741580383682142,0.2584195765289256,0.262363,52.39954
458,March,0.734755780628945,0.2652441756447528,0.088622,52.551719999999996
459,St Neots,0.5640384408972475,0.4359616620406562,-0.26510300000000003,52.23008
460,Banham,0.7899640725850412,0.210035826420799,1.0402849,52.45125
461,Holt,0.7933172134659775,0.2066827699133791,1.086747,52.90936
462,Hunstanton,0.7964818854328739,0.20351824571437097,0.49103199999999997,52.93891
463,Horncastle,0.6517533947646214,0.34824651853319283,-0.11245,53.20731
464,Market Weighton,0.8020032639773367,0.19799656690758716,-0.6677465,53.86484
465,Hawes,0.7314956064769075,0.2685044090952059,-2.1968695,54.303830000000005
466,Reeth,0.7421779062033315,0.2578222399159513,-1.9428115000000001,54.38946
467,Aysgarth,0.7484666828372426,0.25153337004955845,-1.9967433999999997,54.29159
468,Stanhope,0.8308825331574291,0.16911726692680168,-2.011302,54.74946
469,Keswick,0.7340302175675004,0.26596963309284394,-3.134706,54.60128
470,Oxenholme,0.7207664008099934,0.2792336870534401,-2.7243327999999996,54.30134
