,placename,bare,pretty,proper,pure,rather,really,so,very,well,longitude,latitude
141,Okehampton,0.04214133753926304,0.4244467996673503,0.17820315987717145,0.03896555823815985,0.594660761164501,0.6995591909482963,0.3062017325726194,0.45732346672754687,0.12263215117689995,-4.004263,50.73831
142,Llandeilo,0.046020008762640695,0.21205240757455784,0.20300043000578852,0.043084872956720865,0.4193153401273571,0.6799041996212539,0.5577545345548336,0.35057437480433795,0.059518296119128046,-3.9914300000000003,51.88469
143,Motherwell,0.0229389385470657,0.2957033824700192,0.0953684966781638,0.5549815086415004,0.3626171638627984,0.4576298158786739,0.6600697296688329,0.1478863034541779,0.3700174382917054,-3.9810968,55.78321
144,Golspie,0.01,0.48420358070390973,0.103242727407273,0.17795647511742207,0.4721910001637538,0.3558108817772407,0.7140882133283198,0.20046863187653716,0.15424891127859477,-3.976086,57.97341
145,Airdrie,0.01,0.2904133593669861,0.09191627543393632,0.5695809032473208,0.35270288983050757,0.42054615764095565,0.6936274125786477,0.1432211742864916,0.3504869083890265,-3.9625660000000003,55.86626999999999
146,Swansea,0.04270182334869985,0.23222984909023603,0.20574423987001858,0.049822226679684646,0.43297217278968025,0.5727143971100749,0.6383778786990268,0.3109511942047134,0.06403914770342978,-3.9436459999999998,51.62144
147,Stirling,0.013522230325773169,0.24504015966612944,0.09672529417334674,0.35668830865827855,0.49138971829552497,0.5460796639029901,0.6545605934109717,0.26533682574358447,0.09184299926162733,-3.9369029,56.116519999999994
148,Tregaron,0.040615874834682576,0.4089027425845087,0.1373271275407038,0.026472884210693343,0.4746986164994844,0.7026719075733224,0.2776324143729965,0.5180747268250737,0.09191632992821756,-3.934385,52.22
149,Tregaron,0.040615874834682576,0.4089027425845087,0.1373271275407038,0.026472884210693343,0.4746986164994844,0.7026719075733224,0.2776324143729965,0.5180747268250737,0.09191632992821756,-3.934385,52.22
150,Castle Douglas,0.1549393919465031,0.1604741499102535,0.4969137346744962,0.251380985325864,0.46585290929091366,0.3350689858209077,0.6089557784378201,0.30579528661323296,0.25233026832914485,-3.9314139999999997,54.940419999999996
151,Dolgellau,0.03812773192824337,0.41542387445920487,0.1329562042481789,0.03008296660365701,0.4685615431479381,0.7157465904931654,0.2628650343686844,0.5246722105945258,0.0910264319100188,-3.8844,52.74215
152,Aberfeldy,0.01,0.6748415814840674,0.19624083284974028,0.1686866034756546,0.7813405930588003,0.22237304858447776,0.4700560090545617,0.3617057489429127,0.1769045528413933,-3.866969,56.62175
153,Machynlleth,0.03879961711441028,0.39749266960533197,0.13304086252260705,0.030613086530671393,0.4828102867416164,0.6723308773214087,0.26459298122312724,0.5473792568876445,0.09127215780678663,-3.853485,52.59027
154,Brora,0.01,0.4658521271011108,0.11647603319397141,0.17608969724090934,0.4795081502914472,0.36132974744983226,0.7240709114770442,0.19411311964193678,0.15275223860078826,-3.8525480000000005,58.012159999999994
155,Llandudno,0.041939449178539374,0.1515104996523365,0.33205648862798304,0.01,0.5933855591896419,0.5356005028724199,0.28396001250448666,0.5480422862345542,0.3281701161056545,-3.827609,53.324059999999996
156,Llandudno,0.041939449178539374,0.1515104996523365,0.33205648862798304,0.01,0.5933855591896419,0.5356005028724199,0.28396001250448666,0.5480422862345542,0.3281701161056545,-3.827609,53.324059999999996
157,Aviemore,0.01,0.6581235609408603,0.10889497168275775,0.07971445083660292,0.5416928783714791,0.429260491096294,0.49920280172108267,0.31881526908738456,0.12307603986192425,-3.823812,57.19449
158,Dalbeattie,0.15423437537493456,0.2044086010437361,0.48799177184671894,0.24944150105250085,0.47529633231501306,0.386762997501552,0.5401870748679983,0.331051919982611,0.25169939233500477,-3.8225269999999996,54.934219999999996
159,Falkirk,0.010070368585480115,0.17672152024984927,0.11414835535425967,0.34969717983683096,0.3878296483710137,0.4652683842836455,0.8562939121209214,0.12402476585494569,0.1491605675170864,-3.7839131,56.00188000000001
160,Kingsbridge,0.07563870540441528,0.3661262826194134,0.21730759748756243,0.03249081329812709,0.611241102025427,0.7175639332261812,0.3708982712324459,0.4090501455246888,0.11011245039766106,-3.777493,50.28395
161,Pitlochry,0.01,0.6205423551463969,0.18814033437712846,0.1466363576059836,0.734178905219443,0.2565126752494472,0.49994217794420664,0.34738363151426377,0.17938523992196886,-3.729711,56.70436
162,Colwyn Bay,0.04122150700245936,0.11780594659078536,0.34532223394458655,0.022389689089460537,0.5357013016329232,0.5985709511609029,0.3254777407467926,0.4975262853541601,0.3245168115812702,-3.72764,53.29318000000001
163,Totnes,0.07610800127516704,0.36786797232463225,0.2158569599557463,0.03269240075734027,0.6027627878087319,0.7214118620601857,0.36838021396398973,0.40917659957538827,0.1117561546805473,-3.685797,50.43374
164,Grantown-on-Spey,0.01,0.579227714837088,0.09789372397430512,0.1284137517739036,0.42592757133664283,0.43235888540556044,0.6398073891364676,0.22286261895224968,0.1227554517193466,-3.609628,57.33041
165,Dumfries,0.17037714736738316,0.20812056169936674,0.514237131264778,0.2549826646031049,0.44454214959167787,0.2944970480115853,0.5948009391794048,0.31429436589103604,0.2543439415615345,-3.60512,55.070859999999996
166,Whitehaven,0.17293918065072092,0.23766734968919692,0.5059343104373216,0.14805975457848675,0.4939831907407229,0.45769506198379983,0.46524521401248586,0.3771775729298105,0.221213762393863,-3.589233,54.5497
167,Dartmouth,0.07615643297766982,0.3666982681421278,0.21791238034434682,0.03271320455342283,0.6010932282187403,0.7341444007702225,0.3638007071450903,0.4082900541496755,0.11134442915913421,-3.578807,50.35252
168,Bridgend,0.01,0.2743473632762934,0.21065203333764373,0.06796158571224832,0.32339917913320154,0.49411034548608374,0.6250504544067497,0.3348236683704927,0.09598119166860623,-3.576945,51.504290000000005
169,Paignton,0.07730955464537695,0.374830649337558,0.22222809171876642,0.033208531215438375,0.6104065094847594,0.728910390044399,0.36702382044871457,0.4028347580489718,0.11153315001396008,-3.564235,50.43508
170,Workington,0.15887795395777524,0.20484091774660074,0.5021884750439904,0.16201100224031476,0.5277251098972244,0.44669552348064134,0.4734962348515539,0.3788706901383614,0.23395143550796768,-3.5427519999999997,54.64357
171,Llanidloes,0.04067686154999909,0.3968874972092857,0.10882232655095028,0.026512634034306325,0.48560337230064676,0.692032018332564,0.2908531476461953,0.5164171534578007,0.0986997447833612,-3.5401949999999998,52.447790000000005
172,Exeter,0.021062712019594122,0.4164601212687396,0.18259414552235592,0.037552513482691285,0.6375181273893066,0.7026639507312337,0.3237908288996879,0.44218384094951296,0.11837680137489359,-3.533899,50.71841
173,Torquay,0.049647729673095366,0.37103758493266265,0.18439352822479768,0.03758417383330033,0.6941542288440762,0.7313133563551293,0.3136604047245469,0.4533610119605025,0.11159808224065391,-3.525315,50.46192
174,Thurso,0.01,0.4403126096985887,0.11840383922240907,0.16277438352651685,0.4538107707004275,0.3380575757093526,0.7431589047085064,0.19997170163405992,0.1523831448394103,-3.5220800000000003,58.59356999999999
175,Livingston,0.01,0.2484578752095476,0.1789936408409313,0.24162681168910477,0.28150561093550286,0.3536911790448607,1.0,0.01,0.19179483530280672,-3.518068,55.90071
176,Rhyl,0.07139500623493714,0.09089281207817626,0.8298716943785328,0.07413333121093395,0.38785165075457395,0.6314040643549391,0.6239059507475467,0.20634908700175425,0.1625088358235773,-3.4916339999999995,53.319140000000004
177,Tiverton,0.03250973489532728,0.4409889475288912,0.19442312707118004,0.033554887120750776,0.5781507343038038,0.765034453126243,0.2884201447565843,0.44374093461163594,0.11061632313036208,-3.491207,50.90205
178,Tiverton,0.03250973489532728,0.4409889475288912,0.19442312707118004,0.033554887120750776,0.5781507343038038,0.765034453126243,0.2884201447565843,0.44374093461163594,0.11061632313036208,-3.491207,50.90205
179,Minehead,0.09023252844343702,0.28918242806523387,0.22469292971547095,0.03997291792979475,0.47972798687272256,0.4715033657442038,0.5350547145866021,0.4113885201595101,0.08329641694447015,-3.481152,51.20428
180,Dunfermline,0.01,0.2099162022574883,0.21856299111557317,0.2830615144528735,0.30773479281853433,0.3590986489282138,0.9908745604591152,0.022998915912841218,0.16982019108487256,-3.452151,56.071740000000005
181,Perth,0.01,0.32071794387620567,0.43522483162690745,0.46634214648380073,0.615901394117836,0.3534476996769523,0.8499513921685811,0.056343823779103436,0.0994921098171922,-3.4308381000000003,56.39499
182,Prestatyn,0.07138626075849033,0.09024575678316621,0.8291916776992753,0.07554274624194611,0.378958006437991,0.6290329254125624,0.6247990217254259,0.20757261538419494,0.16201349617509966,-3.4076129999999996,53.33651
183,Builth Wells,0.01,0.6003494737484733,0.10361917965768042,0.01,0.3713467733879017,0.5323827559318263,0.29504095666777846,0.5367530154164583,0.05228562363642112,-3.4045919999999996,52.15002
184,Braemar,0.01,0.8874476951805208,0.27178157695997346,0.15210682408045115,0.425236696492848,0.3942296981174112,0.5114327260898346,0.2057017789692562,0.12244834484000945,-3.3979439,57.00646999999999
185,Brecon,0.01,0.2564420690294064,0.22712674387247817,0.07284881523432639,0.36108645335714706,0.5869857890800299,0.5563265162994783,0.3604323224756012,0.09144022758795944,-3.391463,51.94895
186,Merthyr Tydfil,0.01,0.14731546589933414,0.19847098985827846,0.1203854054776456,0.30170492256986714,0.6223714572160599,0.6100958055507686,0.3410855362540345,0.0905028001223311,-3.381646,51.74873
187,Llandrindod Wells,0.01,0.5854601031668087,0.13134462296387847,0.01,0.406029271034817,0.5463963462181127,0.3784807944974296,0.4429008695937475,0.0766779918815193,-3.377742,52.2417
188,Corwen,0.1164841215671646,0.1213161239577636,0.3988941356165693,0.04315611401478891,0.3361918330710056,0.6273397094161269,0.30418430239368394,0.5767138625082195,0.1400329612678594,-3.369242,52.98005
189,Cockermouth,0.16261804948626996,0.21720063221881053,0.4953089487031933,0.16582485103118785,0.5244271866694391,0.4461385445344454,0.46854741296661473,0.3789110187275037,0.23554355418307354,-3.367985,54.66326
190,Lockerbie,0.13605879454839523,0.26064810591688237,0.4779915789083678,0.20272372405493794,0.4685762426126997,0.35076624389312394,0.5259106227696545,0.35001797698126186,0.24548579227170844,-3.349008,55.122240000000005
191,Blairgowrie,0.01,0.43704574357940484,0.454546171583352,0.5070295420252501,0.6331786019610584,0.442367001384491,0.6207701300958957,0.17649909568265368,0.09147621128434914,-3.3378318,56.58941
192,Elgin,0.01,0.4554935633438029,0.11935405048990362,0.16898536598024166,0.4640548932317952,0.36852432406626445,0.7187177082470669,0.19755882163963742,0.16252081916868,-3.318485,57.64945
193,Newtown,0.01,0.42223321746914433,0.06445936833601752,0.01,0.5209937849352207,0.4813921290918063,0.3637790705048578,0.5391180479322374,0.10364102327870815,-3.313106,52.51211
194,Ruthin,0.07624638192178801,0.11676331086445951,0.4395137662322533,0.030241664801098855,0.3816540006278637,0.6429383026464455,0.36997834097703663,0.4454224317182307,0.28752134722689987,-3.3103108,53.114869999999996
195,Ruthin,0.07624638192178801,0.11676331086445951,0.4395137662322533,0.030241664801098855,0.3816540006278637,0.6429383026464455,0.36997834097703663,0.4454224317182307,0.28752134722689987,-3.3103108,53.114869999999996
196,Sidmouth,0.02005883762480389,0.42133433237061835,0.19029732042606776,0.035762715573258504,0.654804885203266,0.7183484778561084,0.32003799095588514,0.4387367718809939,0.10854584682252093,-3.2375599999999998,50.67865
197,Barrow-in-Furness,0.13695191932097808,0.19137024163238248,0.5284178169385553,0.08080689401951557,0.5018912219009665,0.476500262575789,0.42580385714147173,0.4087931362108352,0.27310563552652506,-3.2188939999999997,54.10896999999999
198,Peebles,0.01305730353608992,0.43600115568405967,0.11173395637724552,0.13079411433329433,0.4831692532887243,0.3969461640064291,0.5565190077884445,0.38016667327417586,0.07794782252941923,-3.1936419999999996,55.65306999999999
199,Edinburgh,0.015314208194583113,0.5730276260311448,0.11413294455514017,0.11343296260370866,0.5988764178546627,0.7518197297856427,0.3728492993085977,0.34733646757102943,0.05155822449036575,-3.1882669999999997,55.95325
200,Cardiff,0.1409629941807985,0.35023420704136715,0.1667897036284908,0.05741725874863645,0.4656497383448459,0.7591495727175799,0.4611633499189374,0.3441416230685,0.0672161479210655,-3.17909,51.48158
201,Llangollen,0.07487685420740729,0.19564424949571924,0.32131172353689724,0.042908143564830865,0.3418860499364224,0.6709638918506023,0.3253359834487166,0.5164410771971222,0.16118541673353295,-3.1716599999999997,52.96921
202,Kirkcaldy,0.012989106130338105,0.4932316525394703,0.13631907521614656,0.13768236834296746,0.5706197397333368,0.6662884514393931,0.5074433772855566,0.28302057031460415,0.06046950779773263,-3.158137,56.11682
203,Welshpool,0.07963230881616828,0.20613857773483796,0.1492390685357067,0.018155639347898243,0.6623194013928538,0.8220850109008734,0.20701191283567622,0.5627895626877162,0.16584414410867868,-3.146407,52.66035
204,Mold,0.06524488950513521,0.11979059260397694,0.4143068358057823,0.03274854079669651,0.4233480493388939,0.7146771909164691,0.42024398669272034,0.4213988962270214,0.15821241950183715,-3.1419029999999997,53.1672
205,Mold,0.06524488950513521,0.11979059260397694,0.4143068358057823,0.03274854079669651,0.4233480493388939,0.7146771909164691,0.42024398669272034,0.4213988962270214,0.15821241950183715,-3.1419029999999997,53.1672
206,Taunton,0.11613652605947912,0.3369846584360855,0.18374841842123601,0.029503226893039494,0.696684783835008,0.6092824519804583,0.3201610959778984,0.5114198260812508,0.10867806755163108,-3.106849,51.01534
207,Wick,0.01,0.41690983002286885,0.1245391574450966,0.16104169920343955,0.49200990463043437,0.34242269927910984,0.7801762117824202,0.17145392082746072,0.1478355158645772,-3.093716,58.43894
208,John o' Groats,0.01,0.43226275201171016,0.12341861842145443,0.16003372728121748,0.4956392680190859,0.33092506246121034,0.7720908231547866,0.1784827154401081,0.14652061302821537,-3.0688997000000002,58.63734
209,Dalkeith,0.01495888999477461,0.5578933469724875,0.10426461304757531,0.12188532224063175,0.5795347310433314,0.7370900237113894,0.3967107830300106,0.3396343905803352,0.051420904107370616,-3.066606,55.893119999999996
210,Oswestry,0.05541520194158453,0.17527336577719932,0.2563010854339513,0.030181937190867612,0.582708411024374,0.780846289724534,0.2004470577526691,0.5917386543375109,0.1513299737441879,-3.056412,52.85715
211,Blackpool,0.10525192119002806,0.14410272810296385,0.5536320685058154,0.05381139271747049,0.50112722424202,0.5923582488581934,0.4087616455485602,0.4010254398208592,0.25604540826070205,-3.0356748,53.81751
212,Birkenhead,0.11439193028971217,0.10955554790463055,0.8572591517596848,0.08796913075167519,0.38605812879933177,0.6153853498623465,0.6766680170914542,0.16782434780468958,0.11593670955890732,-3.023009,53.389990000000004
213,Cupar,0.01,0.35156966812061846,0.3928994965522483,0.45463500193676876,0.5186957998198799,0.38754913349989667,0.8017949458300608,0.09420553362925875,0.08858529660049834,-3.010137,56.32023
214,Southport,0.07116949752968693,0.06853674993673195,0.5106132474707783,0.05629259015639252,0.38777281668241315,0.5897165772848071,0.5246303305407154,0.35455733563365815,0.22569174659055735,-3.010113,53.64571
215,Bridgwater,0.16896889525868836,0.31550920199234833,0.18809527498022782,0.026420816006569977,0.6655559052009984,0.500401024841261,0.42123330341508336,0.4704077015301626,0.11470725537856538,-3.003632,51.12789
216,Langholm,0.11783539154517181,0.29407438615819875,0.3690136882277229,0.17696252528295908,0.5257507002609668,0.4503015643151544,0.41096037585082434,0.42993898762937643,0.21726048713947232,-2.998913,55.153059999999996
217,Newport,0.08115907468694913,0.2595792046437487,0.13096970774855382,0.058829798664784806,0.42924319009844053,0.6050080364105095,0.5648834344659746,0.3544049072374097,0.0861982209882668,-2.997664,51.58415
218,Axminster,0.11160170029226375,0.3593233285262651,0.19916572971569743,0.011350219634837622,0.467199642419135,0.526730215312147,0.4200097141053739,0.4761992970521854,0.07783292042686894,-2.9949369999999997,50.78273
219,Wrexham,0.09220001927174352,0.1455003036510175,0.33272145854274593,0.03962638086444796,0.3860748880617032,0.6821957701427455,0.3696664749212686,0.49164309608730694,0.1439376467507454,-2.9924939999999998,53.043040000000005
220,Liverpool,0.11566857480268347,0.10758332478519932,0.8651616962929505,0.08914971305868948,0.3801655159732154,0.6142316077595122,0.6757921062075527,0.1683342652199411,0.11694835970979231,-2.9915726,53.40837
221,Weston-super-Mare,0.1551520664761146,0.34094276985808447,0.1689205600810227,0.04936194319318633,0.5022514056012076,0.7287114689921862,0.49253946262046616,0.3253655889136023,0.07694830719850478,-2.977255,51.347409999999996
222,Dundee,0.01,0.3774052053344617,0.40899512569771784,0.4278428675772665,0.5191840654805915,0.39830041852989434,0.7748207702793155,0.1082597051775077,0.08115759181013762,-2.9707209999999997,56.462019999999995
223,Kirkwall,0.01,0.42457830487130077,0.12343374608253238,0.1600473253240207,0.5010020447236364,0.3291077197281945,0.7763174289105808,0.17794819075012538,0.14653835241829707,-2.9622491,58.984669999999994
224,Ambleside,0.17081076037765616,0.3004244370388222,0.39382645005204275,0.05564060773832011,0.5611086242696028,0.559464663664285,0.3467943079222192,0.4570787610510589,0.19040217536760465,-2.961333,54.428740000000005
225,Orkney Islands,0.01,0.42442159894000786,0.12355476737115591,0.16015619598092246,0.5014783261073447,0.32943554162224137,0.7765323031308219,0.1775428542524789,0.14668036852219618,-2.9605206,58.980940000000004
226,Lyme Regis,0.09258964767988705,0.36850633159400986,0.22290887691556532,0.01,0.5498766415299579,0.45655882493356076,0.48005735947934836,0.43822685446574217,0.07991223276866923,-2.936639,50.725159999999995
227,Carlisle,0.13604818879914973,0.2303190305599638,0.4828006380960697,0.16801463323439692,0.5343096274659405,0.4558713537771126,0.45151266228412845,0.39504518852590126,0.21787446527057436,-2.932931,54.892469999999996
228,Chester,0.05039698440953399,0.1554719830026418,0.38362381341397206,0.02376634476577687,0.5505770663444893,0.6327758239309978,0.48234263634254315,0.3849521046738785,0.15561035056047465,-2.893075,53.19339
229,Forfar,0.01,0.4459994555223136,0.4106976751899441,0.42699515453865516,0.5308736041711276,0.4516224001018478,0.6743208146717318,0.14943997943925505,0.0824990700705403,-2.889062,56.64356
230,Morecambe,0.08774003108454895,0.2557971433733269,0.5232526914394385,0.0851366936139374,0.514243079150251,0.5122057957637771,0.3415903229007428,0.47568732903070565,0.2047745989168503,-2.864968,54.074169999999995
231,Selkirk,0.02253607855244972,0.3549948374002929,0.06789480353920933,0.1623489545280761,0.4061199021296527,0.3788666274129123,0.6453941188627488,0.324988960903142,0.12946933961013768,-2.838524,55.55066
232,Galashiels,0.01,0.37313261723041163,0.04679976554552226,0.15021415738118407,0.4753277910421461,0.46032559397826195,0.6231516527035739,0.3075054922070132,0.12285990205601383,-2.814449,55.62373
233,Lancaster,0.08160195736587303,0.23835167366548837,0.4946219749177716,0.07278229838834638,0.4965712328104038,0.5346966056111654,0.30873098120671305,0.511704860346881,0.20305350780702305,-2.8007399,54.046569999999996
234,St Andrews,0.01,0.3523416622328767,0.38248685238391916,0.4243643926800918,0.4832621314354982,0.40028485494676885,0.7884928886332291,0.1153766758579396,0.07311787806195716,-2.7967214,56.339780000000005
235,Hawick,0.0188858734535946,0.35912686933493865,0.1420677886672219,0.12698282486700688,0.5483905911815756,0.4322204363532203,0.4539240285335066,0.4497122999462742,0.14987053022279576,-2.780914,55.42706
236,Bridport,0.07710493073277892,0.33298927833280506,0.1489019724730769,0.010642439424343767,0.6653261441403299,0.48953197854835395,0.427648940289588,0.4927654612291881,0.07442285087920304,-2.758301,50.733579999999996
237,Shrewsbury,0.07561428780011789,0.27759524011501474,0.15336103259311204,0.01830998669354456,0.5702142404856777,0.6807794522509907,0.29476564907309427,0.5229018538847368,0.1631263651988039,-2.7553267999999997,52.7073
238,Penrith,0.15971077468395858,0.28721215711482206,0.48752977145946697,0.13250323731350516,0.4348907806361422,0.45503429398940176,0.39214022930362147,0.4466343399987153,0.19625669584134328,-2.752708,54.6641
239,Kendal,0.1037631592540436,0.272709315999019,0.34335931879899473,0.041400298415741194,0.5715987053610257,0.6524069447317749,0.2686270954899548,0.5211314971749484,0.17015360409959657,-2.74629,54.32801
240,Street,0.18428877204338545,0.29707682211019537,0.1011125181274075,0.022955766021417696,0.5726399330528326,0.44473018348477894,0.4429296309311446,0.4974941591899286,0.12737144635121192,-2.7429189999999997,51.12468
241,Glastonbury,0.18654384202916435,0.2940317933795914,0.11790098606058838,0.027498336821663468,0.58452562065213,0.4669918362800172,0.4644774863297471,0.46895313817941764,0.11742414226977381,-2.718454,51.14743
242,Hereford,0.05937689545767658,0.4769060179691836,0.1254518731462295,0.07468626776754324,0.5655182764437519,0.5655611960725028,0.2088435663450274,0.6039944442241943,0.08590705263113779,-2.715974,52.0564
243,Ludlow,0.08209668996809104,0.44380539501430244,0.1677268500977817,0.05069323358665185,0.679277246979377,0.5828164038256499,0.2569671846776774,0.5345691197841126,0.12830596213326903,-2.7139129,52.36775
244,Preston,0.10222942040789673,0.19589040026208754,0.5136781763224356,0.07658320602972656,0.5052823041570179,0.689177103391206,0.3290313723822473,0.3984717515321446,0.2993389115019361,-2.70309,53.7632
245,Whitchurch,0.043431825602628794,0.17464636458211694,0.44300728518225774,0.049752937733898585,0.5322579754193115,0.6274097296265061,0.2650473506680125,0.566868218474322,0.1561832790023838,-2.682045,52.96872
246,Wells,0.12729571255784444,0.35004360435709936,0.10282194382921465,0.017467293443919472,0.6453932017877919,0.5999220229475322,0.32115414315547286,0.5329217994479772,0.09639754558875982,-2.6445979,51.20935
247,Yeovil,0.10068403352335441,0.3434356896959906,0.08088436792041136,0.013515344502063566,0.7162369445112058,0.5342255605595252,0.3128091148450485,0.5701505555092273,0.10069625086405892,-2.633308,50.94206
248,Wigan,0.0673044041034468,0.09803650840018331,0.7939142147552699,0.051986859755127485,0.3978966283079296,0.6370200035010102,0.3767819451936445,0.3797538178870281,0.30144212321177816,-2.6325074,53.54506
249,Warrington,0.05604938186060625,0.14857905166468557,0.7101826915854569,0.047253487794226,0.5404043813393197,0.6741736819491081,0.4019132758694015,0.3459229163448356,0.25319056142594537,-2.5969501,53.39004
250,Arbroath,0.01,0.4466206002103374,0.40626789963306514,0.41998890512718995,0.5674860385513593,0.44563567211445154,0.689756692250129,0.1364035921152823,0.08313186474634007,-2.591543,56.55911
251,Bristol,0.15697566410629576,0.5886756804817529,0.21624995555743956,0.04230945531754118,0.5326912819347042,0.8334792087716224,0.3677631966718377,0.2866932060681542,0.08484674538658461,-2.58791,51.45451
252,Guernsey,0.07101070142529423,0.37132970040594465,0.20449183941559015,0.03447863919828564,0.5853106844229958,0.6035057846241986,0.47687304290993465,0.3657919236190193,0.1032260999545289,-2.5852779999999997,49.46569
253,Ross-on-Wye,0.04531194943818519,0.3975538967245798,0.1038315331888547,0.05405095202245218,0.7605668787727652,0.5769060615223034,0.32720717978332053,0.5178587296357716,0.07704412346770337,-2.582446,51.91445
254,Jedburgh,0.018147851058943107,0.37902497321091694,0.12836532314564905,0.10334396858992122,0.5210386323468182,0.47698085583793476,0.39777470885662347,0.48954532591651884,0.1308912173642979,-2.5549369,55.47772
255,Sedbergh,0.08950370988864799,0.2847018452256513,0.35164017620408394,0.04551394699040101,0.5956550816471002,0.6922786804373079,0.22283575775617634,0.536620409547076,0.17458845162002956,-2.5281740000000004,54.32363
256,Sedbergh,0.08950370988864799,0.2847018452256513,0.35164017620408394,0.04551394699040101,0.5956550816471002,0.6922786804373079,0.22283575775617634,0.536620409547076,0.17458845162002956,-2.5281740000000004,54.32363
257,Nantwich,0.06444954974059582,0.27363801604257015,0.3883698946115716,0.03848836012529238,0.543449136715415,0.652677477362784,0.38123834699052994,0.4064930395589282,0.189961686451837,-2.524102,53.067190000000004
258,Banff,0.01,0.565587377488084,0.15274229507570766,0.12316173118024314,0.4742575389294725,0.46280972007829524,0.8111613727776756,0.050403901073287447,0.11117612375038911,-2.524038,57.666509999999995
259,Dunbar,0.012063994661841148,0.552594982783644,0.10879017015908676,0.14238183276590805,0.5719476538015764,0.745401740957049,0.40011594254800614,0.32995279504464214,0.05682027626423995,-2.516737,56.00209
260,Cinderford,0.059218641831262506,0.4245878882464873,0.12637150550523493,0.03185713406546861,0.8500850275090651,0.6247807890004613,0.29084643282681255,0.5144656598645782,0.0712023437134067,-2.5009579,51.8253
261,Banchory,0.01,0.6220251162516651,0.1906334052814062,0.11574551109083432,0.48998390642676515,0.49709416126927536,0.7009749171652424,0.1143459044608887,0.09640266207318567,-2.4909599,57.05386
262,Blackburn,0.08521903717458472,0.15667274441954746,0.6076177966496923,0.05866555727138753,0.49912369655773176,0.6395486879167396,0.28820228617217303,0.3629039865152136,0.5390763840128241,-2.487529,53.748580000000004
263,Market Drayton,0.08726168741254432,0.2781026265901748,0.31763242558333415,0.041642408012398185,0.4418404441447958,0.6527029392574671,0.4015685818077644,0.4273285659016993,0.13202667297385573,-2.483485,52.90355
264,Telford,0.140643068707179,0.32744547325723655,0.21593834191855066,0.034186435088406304,0.6613455852591895,0.7014688330495393,0.35704559884624537,0.4247509538736637,0.13842852263683342,-2.4672611,52.67759
265,Montrose,0.01,0.5831524619158446,0.3272660761027326,0.3343477109271686,0.4799647699706974,0.517877432804469,0.6531504813406367,0.11816276618577692,0.08159503439800696,-2.4661150000000003,56.70692
266,Turriff,0.01,0.5677005117167411,0.1526773755676058,0.12312314208560399,0.4740465969287856,0.4609541845032548,0.8102720322550083,0.05125490265772233,0.11112179476444621,-2.4623,57.53893000000001
267,Weymouth,0.10742809659193685,0.3679796008985658,0.13696305246754195,0.03083992047235074,0.5597603931067562,0.49081780422985694,0.5766686885733924,0.33207927370261575,0.11235481701945357,-2.457621,50.61443
268,Crewe,0.08049115873291364,0.2731792563229868,0.3750225246424138,0.03506402949612552,0.5704283658099438,0.6391333407597192,0.3844733977508343,0.41099890497627456,0.1859640458917011,-2.4438209,53.10041
269,Fortuneswell,0.11427740648363537,0.3506132827709726,0.13690970117085263,0.03154008092117639,0.545739069894644,0.4894317223380389,0.6086834552073056,0.3119826491371737,0.10891716221529432,-2.4422189999999997,50.55919
270,Dorchester,0.0853169782212378,0.33627531120236226,0.1140888559172392,0.04302339145640595,0.6406199017083306,0.46862935438183323,0.48256198710903947,0.4413253204755768,0.10313422203189497,-2.4411810000000003,50.71116
271,Alston,0.12610943024749638,0.24596477790173069,0.5583516156240911,0.1555622269174007,0.3900264225219768,0.47418641289644986,0.37199577115597127,0.4601881636274404,0.2026902037517059,-2.438685,54.812169999999995
272,Kelso,0.01,0.35907416077141197,0.11566573256730199,0.128405103765946,0.5200449672543673,0.5115644742914436,0.4052609863771241,0.48101001926202824,0.11693031736997485,-2.432207,55.600030000000004
273,Wincanton,0.09372002062498837,0.28029189541059263,0.1596195563121723,0.01,0.6487317592047908,0.43153137382835527,0.46007181872375186,0.49029584779580365,0.11529908451787657,-2.416007,51.055690000000006
274,Clitheroe,0.06441478848315497,0.11710653767207042,0.7129114951334841,0.0615928535166634,0.35788749404180126,0.5291220420439531,0.3039015338885745,0.2172829194070742,1.0,-2.3930830000000003,53.8711
275,Sark,0.07977013479429423,0.3537511282649583,0.15749379634438854,0.03867557471872979,0.640797512438603,0.522826588583523,0.5175342586354449,0.3756813139191056,0.09611464102720021,-2.3666256000000003,49.43007
276,Bath,0.194872955046364,0.524674883996793,0.15883611335115996,0.03704956856449257,0.8201819157072767,0.7695825840640368,0.3330423578267565,0.36751716699180204,0.061176996413933475,-2.3590167,51.38106
277,Kidderminster,0.21916744731889076,0.3338993440357155,0.1946748772384236,0.04062597124956631,0.7736585778726615,0.6097789589267815,0.3782181704504676,0.4519549796238095,0.09019136779398917,-2.2496839,52.3886
278,Manchester,0.3384820300256417,0.33236121231825755,0.5700853009977824,0.07175276942568823,0.3903451293885275,0.6757252661563679,0.6476532825394555,0.056995916559465516,0.27238897426554753,-2.2426305,53.48076
279,Burnley,0.08204176437751574,0.17051273541827355,0.6823304428849292,0.060661077705638465,0.439757520625362,0.5103200241887998,0.26236664555229045,0.26163821564448536,0.9496041936456731,-2.2405035,53.78929
