,placename,bare,pretty,proper,pure,rather,really,so,very,well,longitude,latitude
34,Laois,0.01,0.14311244600034292,0.06577430184934038,0.14595382287429923,0.012857537562515987,0.3355925460303318,0.32590375873206395,0.7937452408847139,0.02287014680624413,-7.332300699999999,52.9943
35,Omagh,0.027477373926179473,0.1412640968786948,0.12668142031587445,0.35985744401473074,0.17021287352908215,0.04422412832794924,0.557531453333125,0.6378103079873851,0.06505818646175862,-7.309959700000001,54.59771
36,Derry,0.027556434301072276,0.15280052843440667,0.11257346067048786,0.35684151685357013,0.15615812541939117,0.13794617992011357,0.6236187056961817,0.5423026394036291,0.05047817502136679,-7.308574799999999,54.99661
37,Derry,0.027556434301072276,0.15280052843440667,0.11257346067048786,0.35684151685357013,0.15615812541939117,0.13794617992011357,0.6236187056961817,0.5423026394036291,0.05047817502136679,-7.308574799999999,54.99661
38,Kilkenny,0.02248687031405389,0.14536205459045445,0.0681560590549912,0.14533216795073794,0.035350340208344766,0.3155222075462691,0.2924975323038772,0.8291933872050375,0.02211034886900531,-7.2447879,52.65415
39,Tyrone,0.03258530878253708,0.17488932089008977,0.14105302192625035,0.3031540446252215,0.22456550207894435,0.01,0.48556574964616667,0.7080545078476703,0.07188477165424541,-7.131232000000001,54.491209999999995
40,Waterford,0.017600510283312526,0.1430631093651227,0.07454292520346399,0.13123108939841466,0.07135307449604474,0.3479686182148031,0.15823248047666322,0.9373669669209875,0.02277165448104651,-7.110070200000001,52.25932
41,Western Isles,0.01,0.5431175571337757,0.08574900306084357,0.1489570959317832,0.5454598736913381,0.3875427680262261,0.5330253469509875,0.3246540285526413,0.1713202130403131,-7.0194034,57.759890000000006
42,Monaghan,0.01,0.2286341312262213,0.0919252954029748,0.12891809177491564,0.2525423286068156,0.037514919078916534,0.3270087195660145,0.8481744819826904,0.0722504151547441,-6.9683132,54.2492
43,Carlow,0.01,0.1515378300186096,0.14698593689751002,0.1368061469376142,0.06624608720377888,0.2958401629561263,0.3859305135568481,0.7402360384475,0.012320444005825586,-6.934135899999999,52.83651
44,Kildare,0.01,0.21401043310111992,0.12066210779364558,0.12688328420279055,0.01,0.3769108356275564,0.49729280865226905,0.5914064561286471,0.01,-6.8194707999999995,53.21204
45,Dungannon,0.01,0.28774509925714653,0.11635177604201573,0.11120886437426171,0.327558191389091,0.08821114276166107,0.3469472565859327,0.7748892330869419,0.0803360426184302,-6.7669352,54.508269999999996
46,Cookstown,0.01,0.2557449672195329,0.10343210630878881,0.13261073145524255,0.2775928381211612,0.1512022788395744,0.4022169349237017,0.7145938911073415,0.07502826226499996,-6.7443895000000005,54.641819999999996
47,Coleraine,0.03194507992929052,0.15478464203786568,0.1222204995744233,0.31128739850374204,0.23376633712089537,0.23059087509349285,0.6315421925675908,0.49033549284953604,0.05740431286312627,-6.6646103000000005,55.132580000000004
48,Meath,0.01,0.31074448982547265,0.06818291672064827,0.09801571776073578,0.08734983724321928,0.3023727303107947,0.443886865738679,0.6407754845924287,0.011217101068256298,-6.656416900000001,53.60555
49,Armagh,0.01,0.353301419510829,0.1347194666261752,0.11356319107519154,0.31993768924975713,0.08373462340266452,0.26833313561920746,0.8181529232758847,0.08664956560289849,-6.652792,54.350280000000005
50,Armagh,0.01,0.353301419510829,0.1347194666261752,0.11356319107519154,0.31993768924975713,0.08373462340266452,0.26833313561920746,0.8181529232758847,0.08664956560289849,-6.652792,54.350280000000005
51,Magherafelt,0.01,0.28667353593534994,0.0903872491128982,0.1489954832914256,0.28627001643437605,0.17711612215344003,0.4259732198081212,0.6707567147100926,0.0710112834133993,-6.607980499999999,54.75536999999999
52,Dunvegan,0.01,0.5529098144055167,0.09093406956774486,0.1552198148810919,0.5857837824831253,0.3820239023536337,0.5320688582344951,0.31827459257871976,0.17422896809749094,-6.581398200000001,57.4366
53,Louth,0.01,0.25874278895384684,0.0806636820411567,0.1036929345044826,0.17188982966503663,0.12259424879453848,0.4280779426390286,0.7359031074886777,0.02980772941579828,-6.4889423,53.925230000000006
54,Wexford,0.02305260657889303,0.17206027304100724,0.11426654526246753,0.14602297883557247,0.03128954284758218,0.3093429239803311,0.3191344747034106,0.7891347945497627,0.023105387276047138,-6.4633381,52.33692
55,Craigavon,0.01,0.31086765394361215,0.08504686116605226,0.07567866042863583,0.19918945091506973,0.23853021212941042,0.3186069883363589,0.7456455376757885,0.0833819497531944,-6.4175653,54.442930000000004
56,Stornoway,0.01,0.5607491927781105,0.09365729125152393,0.1475924048469904,0.5332719576063691,0.3694998329063162,0.5614036658437288,0.3001431323146833,0.1693765380274205,-6.384869200000001,58.209430000000005
57,Drogheda,0.01,0.3879369797247727,0.04269523470181903,0.08901163498815404,0.10321814352126706,0.44749598179474526,0.34736133711452316,0.6444036905443816,0.01,-6.3560985,53.717859999999995
58,Rosslare,0.025203073400820394,0.19332826715894455,0.12708189885152332,0.12009020545251606,0.0537492014773243,0.3476917201101229,0.28138077577054493,0.7965805457620124,0.028240048686042178,-6.3414908,52.25131
59,Newry,0.01,0.3163878555210358,0.10157006920257768,0.11716987809753829,0.29499382107530603,0.12294434984643336,0.29485592608923716,0.8024165710856324,0.07617275587500742,-6.34023,54.1751
60,Scilly Isles,0.1294289334562573,0.48140771972815866,0.20284033566742896,0.010712387270753548,0.7186942830598217,0.6690622065914477,0.442097739418751,0.31731695947045163,0.10392142008967746,-6.327496599999999,49.92773
61,Ballymena,0.012195882639441259,0.3956269284324189,0.1519637059096936,0.09753447742050812,0.23895693347069058,0.5001479972628466,0.36778408722102807,0.5399184678963926,0.07792419245003142,-6.2802213,54.86529
62,Banbridge,0.01,0.3947649570753527,0.10404789110090257,0.0917201927866947,0.16343117715279978,0.2882763888667867,0.280738391382947,0.7251770698477494,0.08017037960460244,-6.2704803,54.34873
63,Dublin,0.01,0.3831176068253509,0.07781519199813063,0.08099784522684796,0.13583232348634597,0.6785133436241823,0.14223778070742854,0.7271586389989767,0.01,-6.2603097000000005,53.34981
64,Antrim,0.01206410681459179,0.418850818437988,0.1450023122265923,0.09982155008961159,0.2384354301667284,0.5092474418752686,0.35710752440277305,0.535322375805034,0.08392002214495244,-6.2072498,54.719530000000006
65,Antrim,0.01206410681459179,0.418850818437988,0.1450023122265923,0.09982155008961159,0.2384354301667284,0.5092474418752686,0.35710752440277305,0.535322375805034,0.08392002214495244,-6.2072498,54.719530000000006
66,Portree,0.01,0.5451969720793688,0.09090365245242238,0.15518734558318245,0.5856195604373173,0.3753926701570684,0.5331596433386382,0.3231358964088419,0.1741795031378608,-6.1960231,57.41246999999999
67,Islay,0.01,0.13069114946906335,0.16635431821714605,0.5731702651477081,0.3978036565339917,0.3541717723070069,0.7443362363735805,0.18035423539045584,0.32613096143438075,-6.177067,55.73625
68,Wicklow,0.01,0.21082573555066617,0.16507975209889217,0.06563120927115632,0.1496241665192819,0.32948487404318977,0.3807966610933672,0.7103778447034895,0.01,-6.044589,52.980819999999994
69,Kilkeel,0.01,0.33974946217743524,0.10242300232864858,0.0983087483819078,0.23263588274171418,0.15099380957685557,0.3828745246467449,0.7102438717632892,0.06993066170601059,-6.007004,54.06312
70,Mull,0.01,0.5824903216784112,0.10496173935420175,0.5069712370983914,0.6565412945884154,0.4180652142777574,0.48853817635950936,0.2799180030923143,0.16417263577226773,-6.0008870000000005,56.4392
71,Belfast,0.011689911600177943,0.4631911432576165,0.14389233020707135,0.08578853150544496,0.2658377604157645,0.5093699772434316,0.3252561517071687,0.5467586067361051,0.0857248115345486,-5.93012,54.597280000000005
72,Broadford,0.01,0.7353905882027232,0.09648871211547275,0.0714038040129552,0.7352970008129647,0.36374703607632186,0.46569063036486125,0.3215480436533054,0.16110092741834295,-5.9096592,57.24139
73,Down,0.01221866427644124,0.46697125235901876,0.14718947270110413,0.08806845964432779,0.26226916105660497,0.5232101083721893,0.34282883403130204,0.5226134019420609,0.08574657342389937,-5.7156921999999994,54.32875
74,Kyle of Lochalsh,0.01,0.7671600093562138,0.09429783039812888,0.09000511460945299,0.7217376340284557,0.3512468371552698,0.46051425071195756,0.32090415329785305,0.1545668233651734,-5.7143293,57.28261
75,Campbeltown,0.01,0.07549215068331244,0.1503780115320506,0.5971571178069828,0.34828855629815414,0.29482168716879664,0.8433947440870426,0.13293670051989692,0.3421178546170137,-5.605373999999999,55.424119999999995
76,Penzance,0.13093680036950334,0.4794718779404546,0.20124088887062422,0.010837187966801514,0.7081033655126776,0.6624787154474131,0.44236185564779773,0.3200271773678692,0.10777022817686008,-5.537592,50.1188
77,Oban,0.01,0.5412005271566233,0.10551017774071454,0.5477968622625379,0.45592786813475317,0.35865783987650995,0.481247374692145,0.3363834961742525,0.16571603003154192,-5.471047,56.41516
78,Lochgilphead,0.01,0.31169129179993177,0.16604383713042342,0.9320697981309397,0.36663002411554857,0.4584509619822085,0.6062720889579275,0.1748784332274764,0.2543252764917047,-5.4323449,56.03829
79,Helston,0.13093680036950334,0.476446193430135,0.20124088887062422,0.010837187966801514,0.7054429496451577,0.6668486131224236,0.44299827130705505,0.31866762543900096,0.10840788687897258,-5.274996,50.10159
80,Redruth,0.12435521616031026,0.47906653666404136,0.20195500345974463,0.010867450223627133,0.707968823277885,0.6639634621811292,0.4446329567811845,0.31713718965783616,0.10920413976774558,-5.226666000000001,50.23302
81,Ullapool,0.01,0.5375519232591711,0.0923275132151647,0.1585926438703427,0.5376059590319363,0.35761549356291494,0.5666248109591825,0.31244061786132704,0.15797170910624994,-5.161313,57.895419999999994
82,Ballachulish,0.01,0.9142275497900709,0.06029274936462811,0.035763390532389416,0.7047149048172207,0.2623450405003263,0.34204320016354345,0.39411147915695494,0.23151173079442153,-5.133719999999999,56.673930000000006
83,Fort William,0.01,0.8196181628385817,0.05655933159683425,0.04664135355812321,0.6844862878804974,0.27762695141552224,0.41688433872831815,0.35151491952737673,0.24266985764745355,-5.1052179,56.81981999999999
84,Achnasheen,0.01,0.5711599326892123,0.09768420182354651,0.1551873295246753,0.5496905107277537,0.35896338261270877,0.56694563010746,0.2863979187713862,0.18481393088104156,-5.078765799999999,57.578590000000005
85,Newquay,0.12643832062685745,0.5123719598960593,0.14541027369619686,0.01,0.866086565241608,0.6493467432645331,0.41246449539251484,0.3404669367087223,0.10449386044590128,-5.0737190000000005,50.4155
86,Falmouth,0.12470344435579554,0.4674012619530421,0.20382889191540982,0.01089788209843509,0.715324360542854,0.667790703225704,0.45063973576439714,0.3139307250533503,0.108401794223176,-5.066269999999999,50.152570000000004
87,Rothesay,0.01,0.206202466902749,0.16887728040895483,1.0,0.26348547154525354,0.41299034039370475,0.7321727141076126,0.11576492397035636,0.25873614049139154,-5.055793,55.83596
88,Truro,0.12435521616031026,0.47805513564202756,0.20195500345974463,0.010867450223627133,0.707968823277885,0.666078390808256,0.4454827544785983,0.3155787289248944,0.10984358250719078,-5.051041000000001,50.2632
89,Milford Haven,0.04369987189571488,0.22093708372214033,0.1734313535660811,0.04523013495602072,0.4829191751334491,0.7221136555323924,0.534132546058066,0.3454088977171286,0.0729274909835847,-5.0426971,51.71431
90,Stranraer,0.010467180864922892,0.3784439367227485,0.16481873927286025,0.1184937670246679,0.2880973377958536,0.4520377472588677,0.4471950334211485,0.45685387790143706,0.14951941147907175,-5.024055000000001,54.903369999999995
91,Fishguard,0.03864995048773012,0.3206719791692917,0.1469736001685561,0.03845021565057143,0.47699941042974764,0.7790369038336065,0.3019534901765928,0.49189737125952343,0.09624477476924188,-4.975989,51.99393
92,Inchnadamph,0.01,0.5028904524382414,0.09221126482495619,0.1755147143612226,0.5021824960084399,0.37132672384983895,0.6583208922651997,0.2365640862293588,0.1570617322527879,-4.974295,58.15221
93,Haverfordwest,0.04366981617759445,0.2227611194660002,0.17327457598763701,0.045199026114768455,0.4824501030413754,0.7187749645920526,0.5368617470915508,0.3437444889957632,0.07283451907579391,-4.971319,51.800470000000004
94,Dunoon,0.02034295589467763,0.31951274571152843,0.19100395208123244,0.9921839451616632,0.34086860354429377,0.492499880647369,0.583787143209938,0.16915792538800914,0.24810630748586945,-4.926214,55.95097
95,Pembroke,0.044075276409353034,0.22298490902359958,0.17538929357179975,0.04561868559266789,0.4725294623619268,0.7025350498894001,0.5401885670500839,0.347363125451988,0.07408869732068055,-4.908637000000001,51.674040000000005
96,Girvan,0.01,0.01,0.21462777682072623,0.7241012090527856,0.2756440823278634,0.28195547351167305,0.963898892726284,0.01,0.4264617707644314,-4.8542179,55.240159999999996
97,Wadebridge,0.13480035047637054,0.4581124868184224,0.20223931450176827,0.01115696051892303,0.6883104893976132,0.6823708206686929,0.4583983365154127,0.30533595081826004,0.1094880878228394,-4.836456,50.51665
98,Invergarry,0.01,0.6942567897325849,0.12151516226459141,0.08130422799493159,0.623644266960631,0.4311971864606374,0.5338117269097885,0.23984984094131054,0.1826067737507585,-4.800261,57.07095
99,St Austell,0.12614524110839706,0.46289210645781076,0.19411082581133307,0.01102388116058314,0.6744781058026277,0.6769474371011636,0.46258987599220847,0.30392513373370306,0.11181799008772025,-4.7834252,50.340379999999996
100,Greenock,0.023821698942627284,0.3633222580277627,0.17417778634023168,0.8984545556126917,0.3417264156216548,0.462795397762536,0.5894223688539825,0.21162187914820565,0.1585058768125251,-4.7719830000000005,55.956480000000006
101,Helensburgh,0.01451424700528628,0.37501060382717416,0.17771709275638645,0.8944362900543674,0.3538131207422462,0.45196613568007127,0.5746161921154594,0.2273349911345462,0.15257124296422375,-4.734014,56.00232
102,Bodmin,0.11934870030492727,0.4572050831641751,0.20791222785428726,0.011047084699835976,0.6980123233945914,0.6805773484619424,0.462588383810123,0.3031780295314642,0.10617181487946714,-4.7188629,50.4715
103,Tenby,0.043533827310286086,0.2231517307398117,0.17487644968194094,0.04505827530644028,0.47230325913349364,0.7013176530498572,0.535076351226835,0.35316155632810287,0.07299089163105897,-4.703579,51.672740000000005
104,Camelford,0.12303549036247279,0.4404379034556587,0.22459694591938015,0.011735544518850225,0.6621143579035043,0.6889781823389932,0.4509710001872692,0.3178685725456637,0.10199420534576012,-4.682364,50.62206
105,Irvine,0.01,0.04655035761961739,0.18115074823474553,0.8047585983702336,0.24132223651700954,0.3768010312067349,0.8745619512966696,0.03283157277396447,0.39583627902862256,-4.6696364,55.61156999999999
106,Cardigan,0.026190349188515608,0.3006476941866893,0.16073516064423285,0.04043017790048361,0.41340437637708005,0.7869173602380682,0.25293157822876516,0.5391433387423772,0.1079144827426955,-4.660864,52.0837
107,Holyhead,0.04367795212822255,0.20480311665558665,0.30480380495461645,0.01872941131577614,0.552310479660388,0.4791705787806935,0.2721031336569879,0.5713276034838433,0.3217402435921207,-4.633038,53.30944
108,Ayr,0.01,0.06953998734284604,0.186506425635836,0.770429658081587,0.30507306617071733,0.3402250194942637,0.884534950261841,0.026612084085792204,0.40341076296594985,-4.629179,55.45856
109,Dumbarton,0.015534267739014057,0.39051473018007177,0.18733513023520723,0.9121051333203739,0.3481284538475662,0.4434013908559972,0.5751638229406589,0.2210362123389081,0.15215451877217093,-4.564554,55.94529
110,Bude,0.08867212040461846,0.3858060985050291,0.19510565154452003,0.027811272966171304,0.6084093484476288,0.48865990865545317,0.4217510905985818,0.46078489003965883,0.10095744402789042,-4.543678,50.826640000000005
111,Isle of Man,0.0882578147341788,0.37716118420702366,0.38101955015594224,0.06651504140526751,0.5274162338829028,0.4045767755693124,0.5014507740321519,0.3713552183143743,0.16277411880884135,-4.5126330999999995,54.27697
112,Kilmarnock,0.01,0.0933152763614693,0.1730685323899605,0.7911160970880181,0.28047103077234636,0.3872085806585087,0.8373342465487701,0.03945981563682962,0.4090856679074758,-4.498792,55.61472
113,Newton Stewart,0.03288421414877264,0.06263995720845514,0.26963895005457084,0.4962581427514926,0.4047447063435493,0.2718439185855924,0.8540877209082324,0.09721172235885325,0.4128761245094465,-4.483164,54.9603
114,Liskeard,0.12318331622118045,0.4205250695770786,0.22244004076702414,0.01174964439000354,0.6669949547130088,0.6939161985391235,0.4380897383384111,0.33595013472482904,0.10018663891691966,-4.4647190000000005,50.45552
115,Altnaharra,0.01,0.4787990895083693,0.10488023604652247,0.17810503688401988,0.48349872727914495,0.3518563312592501,0.7076099048062442,0.2090517860096705,0.1542730126131271,-4.442655,58.28023
116,Pwllheli,0.02714714624717221,0.3167085436499669,0.1947193703592411,0.02514431372688547,0.5931973685898279,0.6350069224526171,0.227605517790914,0.5910175244808207,0.14128298236915005,-4.417633900000001,52.888819999999996
117,Lairg,0.01,0.4950384737019762,0.10608620186213416,0.17631554458805235,0.482810942131765,0.36831267206671053,0.6920121254716232,0.207306720110022,0.16117245721705958,-4.402414,58.022059999999996
118,Launceston,0.13346282530557518,0.3722497044238636,0.25997172745310093,0.014710871257344403,0.5971262452763925,0.6767660211015452,0.45623019594589087,0.3417793246943569,0.10336535584972457,-4.360451599999999,50.636829999999996
119,Carmarthen,0.04744573110035127,0.2220507074128117,0.17974428023741362,0.04441966259927177,0.49240510489004385,0.6933544454876748,0.5163345442390957,0.3743525210836501,0.06659200414327524,-4.312131,51.857620000000004
120,Llangefni,0.043573869499420194,0.21028054798449197,0.30394763596521335,0.01868478020780155,0.5505199537743966,0.4642339948121388,0.2769959987137392,0.5718101794827279,0.3208252344069372,-4.311401999999999,53.255790000000005
121,Caernarfon,0.045991824288783706,0.2411777045260862,0.29056192101556916,0.019721615791237438,0.6019290379125412,0.5078263498782601,0.24519237584485493,0.5830946655529595,0.2850225504843434,-4.273911,53.13955
122,Cumnock,0.022798529398520073,0.059629357640558905,0.173071849149876,0.7051243421629386,0.2531495007659169,0.30237113894237655,0.8120596663928517,0.05286121086930671,0.5862282382579165,-4.265828900000001,55.45355
123,Aberaeron,0.03545386650484423,0.3834065278402373,0.13980915606136055,0.02797327269232859,0.4367153868098612,0.731903754038097,0.24707177918092663,0.5452849043939024,0.09312668144466699,-4.2581619,52.24279
124,Alness,0.01,0.5143322925314628,0.08956020289348471,0.17690264110228263,0.4610031158183936,0.3814605579337676,0.6462685375645656,0.2392667852372762,0.16406581232933726,-4.256825,57.69595
125,Glasgow,0.01,0.47785814404096855,0.1299608869064552,0.719322451234071,0.5216212741889289,0.6708461305876925,0.5600592097851341,0.12195091942347894,0.16540313344614394,-4.251806,55.86424
126,Dalwhinnie,0.01,1.0,0.10107150355967214,0.06892720583086201,0.6510830181764967,0.25976702366364807,0.4648714224001902,0.23398784127214156,0.25163489770237357,-4.242783,56.9366
127,Inverness,0.01,0.5226137484520188,0.0999235810425814,0.179535128748542,0.46133708391269035,0.373589649739811,0.6421090800025971,0.2401772544023096,0.1664223573404224,-4.224721,57.47776999999999
128,Saltash,0.11894772008793615,0.33842713387158785,0.24610621486787784,0.02207456095871937,0.6394699728790193,0.6999283884212038,0.4056101569850168,0.39276218025922405,0.09729254326084355,-4.21643,50.409209999999995
129,Bideford,0.07788306114535296,0.396849163708539,0.2065142135499107,0.038473115081844096,0.48520470783596636,0.4998838301055079,0.39702414126786284,0.4745177999455906,0.11589289966101103,-4.206666,51.01668
130,Invergordon,0.01,0.517258238951877,0.08893879578883129,0.1761394986863752,0.4765145153469432,0.386174191187002,0.6424187077852368,0.239115040376437,0.16308952314482963,-4.1728819999999995,57.688109999999995
131,Llanelli,0.04163769001242063,0.25171498048363394,0.20434331328864305,0.04720942475594374,0.41977926272540617,0.5992329604226676,0.573753710870323,0.35223263170702057,0.06562901108605847,-4.160248,51.680890000000005
132,Plymouth,0.11186483624535432,0.31178339868367017,0.24460202379791418,0.026044494926815216,0.6497870309712104,0.664923057337004,0.38928866933916484,0.4295097273924085,0.10433423959624742,-4.1426565,50.37546
133,Tavistock,0.13278626018017223,0.3441663333190174,0.24682526414857983,0.011843452668976462,0.6309393210775999,0.723163958688076,0.39880804495049316,0.38458709676537395,0.10550115148669972,-4.141654,50.551120000000004
134,Porthmadog,0.01,0.2188929852888092,0.2315746402640173,0.012697925335463909,0.6240078212387791,0.5426518563312591,0.2631239279604338,0.6062583134994146,0.2011201667462274,-4.1333839999999995,52.92784
135,Bangor,0.04378253213009296,0.20992241370436848,0.305664099669768,0.018774255700799537,0.5541096192454754,0.4783048743614637,0.27797934670776164,0.5609549536494638,0.32937600752877216,-4.129263,53.22739
136,Tywyn,0.03906695026228848,0.39742611838875774,0.1364933669048761,0.030824014019137005,0.5240144781301457,0.7425547828577798,0.25165800081920886,0.5262142664776464,0.08940832687980266,-4.087249,52.58701
137,Aberystwyth,0.03990240170190532,0.4140289609598141,0.13837089570678998,0.026007851922517828,0.4807394411263496,0.7555674024093313,0.304686421665291,0.4661971234095842,0.09655366568591174,-4.08292,52.4153
138,Lampeter,0.03604084718256857,0.3816534800607232,0.1191091360839493,0.028436404054713853,0.47169327815946976,0.7145164627062809,0.2308450450974735,0.57112937821518,0.08823518768922681,-4.0785089999999995,52.1129
139,Barnstaple,0.0794463729651718,0.364839093355917,0.20806273594752528,0.04578626364276511,0.5436865752035385,0.4411957542290619,0.4640365465236269,0.44279287099909664,0.12144292198924807,-4.058338,51.07816
140,Tain,0.01,0.48126982560741755,0.10673519470169443,0.17506003780288015,0.4600984901589893,0.3777574436257741,0.6814720973141477,0.21864999022544365,0.16432284834957273,-4.05523,57.8115
