index,placename,longitude,latitude,aint,amnt,arent,ent,int
167,Dartmouth,-3.578807,50.35252,0.14209261820968314,0.01,0.14749228287459917,0.03594134438368572,0.01
168,Bridgend,-3.576945,51.504290000000005,0.5254798836994476,0.01,0.20507805959149877,0.01,0.01
169,Paignton,-3.564235,50.43508,0.23979054777795347,0.01,0.2668900242598659,0.05535584667340502,0.01
170,Workington,-3.5427519999999997,54.64357,0.11983259955308476,0.01,0.25339249586171037,0.01,0.01
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.12168595211705172,0.01,0.11242086360970152,0.03512059820219706,0.01
172,Exeter,-3.533899,50.71841,0.3639049639116743,0.01,0.43911475894378776,0.07644544363627187,0.01
173,Torquay,-3.525315,50.46192,0.2427444228772045,0.01,0.27497679990209656,0.05597906075219037,0.01
174,Thurso,-3.5220800000000003,58.59356999999999,0.1607956313118279,0.0449369169600623,0.14009202536102613,0.0682752487416688,0.01
175,Livingston,-3.518068,55.90071,0.270188368861407,0.1434876956097738,0.3090314848766486,0.01,0.01
176,Rhyl,-3.4916339999999995,53.319140000000004,0.03669160753745543,0.01,0.29489864276011196,0.01,0.01
177,Tiverton,-3.491207,50.90205,0.16828333967355885,0.01,0.20180607365425546,0.01,0.01
178,Tiverton,-3.491207,50.90205,0.16828333967355885,0.01,0.20180607365425546,0.01,0.01
179,Minehead,-3.481152,51.20428,0.17829350992217993,0.01,0.13478261912103515,0.01,0.01
180,Dunfermline,-3.452151,56.071740000000005,0.2741926352278099,0.15575769790309676,0.2809469067055738,0.01,0.01
181,Perth,-3.4308381000000003,56.39499,0.19630694365203719,0.1334434708594456,0.17083121591295608,0.01,0.01
182,Prestatyn,-3.4076129999999996,53.33651,0.029693242777707626,0.01,0.25251346666481267,0.01,0.01
183,Builth Wells,-3.4045919999999996,52.15002,0.24101386770734154,0.01,0.11401486573120412,0.11122788986187648,0.01
184,Braemar,-3.3979439,57.00646999999999,0.0327885493715498,0.028477100746517364,0.01,0.017306760188347082,0.01
185,Brecon,-3.391463,51.94895,0.4020336074901952,0.01,0.07606147387724194,0.15809343330816508,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.6878244060091311,0.01,0.17015774809831982,0.24980519066655668,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.2153451962356489,0.01,0.09613364538360232,0.10039661291404386,0.01
188,Corwen,-3.369242,52.98005,0.03668038662190364,0.01,0.14261433519549732,0.01,0.01
189,Cockermouth,-3.367985,54.66326,0.09504075954703058,0.01,0.1883685691828949,0.01,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.19327366269960092,0.024636367923217967,0.2264318817274181,0.01,0.01
191,Blairgowrie,-3.3378318,56.58941,0.15004102025789842,0.1106346311300805,0.13403618517850543,0.01,0.01
192,Elgin,-3.318485,57.64945,0.2633504831558458,0.07006820834265139,0.2573693083987996,0.10645866866499346,0.01
193,Newtown,-3.313106,52.51211,0.1260389920848685,0.01,0.1243442020606174,0.01,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.052097108599539727,0.01,0.23457315069280807,0.01,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.052097108599539727,0.01,0.23457315069280807,0.01,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.1742508787132767,0.01,0.17542091014859865,0.01,0.01
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.18704438865896691,0.01,0.2956221013702894,0.01,0.01
198,Peebles,-3.1936419999999996,55.65306999999999,0.179259508747358,0.09777279285378575,0.14179287210310854,0.01,0.01
199,Edinburgh,-3.1882669999999997,55.95325,0.582091662672507,0.3084489027577995,0.4501743707347733,0.01,0.01
200,Cardiff,-3.17909,51.48158,0.635369781090195,0.01,0.4467046074042751,0.01,0.01
201,Llangollen,-3.1716599999999997,52.96921,0.05684798913334322,0.01,0.17388941709483913,0.01,0.01
202,Kirkcaldy,-3.158137,56.11682,0.3603070742613167,0.20362592555673814,0.2774907601267558,0.01,0.01
203,Welshpool,-3.146407,52.66035,0.17667954444570805,0.01,0.17249778481035594,0.01,0.01
204,Mold,-3.1419029999999997,53.1672,0.05196273461511706,0.01,0.3497333577990359,0.01,0.01
205,Mold,-3.1419029999999997,53.1672,0.05196273461511706,0.01,0.3497333577990359,0.01,0.01
206,Taunton,-3.106849,51.01534,0.269210825261536,0.01,0.2849259582482182,0.01,0.01
207,Wick,-3.093716,58.43894,0.16519513660995142,0.04345863428898013,0.12558835211231206,0.06602920864361202,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.044489802064689485,0.015522811542233866,0.01,0.023584702529815323,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.28467751744508846,0.17066741019150955,0.23458356276769105,0.01,0.01
210,Oswestry,-3.056412,52.85715,0.15466542311340645,0.01,0.2537717786692961,0.01,0.01
211,Blackpool,-3.0356748,53.81751,0.22041966193718923,0.01,0.44299987607319435,0.01,0.01
212,Birkenhead,-3.023009,53.389990000000004,0.06875806780583485,0.01,0.5041976215013424,0.01,0.01
213,Cupar,-3.010137,56.32023,0.17261453124017312,0.11346471478845378,0.13042065177342885,0.01,0.01
214,Southport,-3.010113,53.64571,0.14852125841754535,0.01,0.37989186016416004,0.01,0.01
215,Bridgwater,-3.003632,51.12789,0.32999846896934415,0.01,0.3209750116860679,0.01,0.1202371840472101
216,Langholm,-2.998913,55.153059999999996,0.03973925927546464,0.01,0.1347759830502955,0.01,0.01
217,Newport,-2.997664,51.58415,0.5043894403881385,0.01,0.28208714981838606,0.06383630295735004,0.01
218,Axminster,-2.9949369999999997,50.78273,0.19717952023695356,0.01,0.1828413580656538,0.01,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.10050904804088392,0.01,0.39863692072202694,0.01,0.01
220,Liverpool,-2.9915726,53.40837,0.11933032903944574,0.01,0.7727624340574585,0.01,0.01
221,Weston-super-Mare,-2.977255,51.347409999999996,0.32353723827555864,0.01,0.27345755096281854,0.01,0.10449584050272227
222,Dundee,-2.9707209999999997,56.462019999999995,0.32359197636381914,0.22186443624041705,0.3387777856238157,0.01,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.17339850612707178,0.04535720718652182,0.1341159569776714,0.06891381990735518,0.01
224,Ambleside,-2.961333,54.428740000000005,0.1446894311630334,0.01,0.27341747464444266,0.01,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.17796515188317516,0.04641410336157735,0.13886309783081074,0.0705196232005128,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.17259816378080992,0.01,0.16664388993570922,0.01,0.01
227,Carlisle,-2.932931,54.892469999999996,0.1341621947686619,0.01,0.45187664698911,0.01,0.01
228,Chester,-2.893075,53.19339,0.08156042625407108,0.01,0.5123667575774864,0.01,0.01
229,Forfar,-2.889062,56.64356,0.17336581464321837,0.1255836250333711,0.1786459418597408,0.0636021465510804,0.01
230,Morecambe,-2.864968,54.074169999999995,0.18347925159744816,0.01,0.2390423792137345,0.01,0.01
231,Selkirk,-2.838524,55.55066,0.17234274558112464,0.09022573092632162,0.20126302139944574,0.01,0.01
232,Galashiels,-2.814449,55.62373,0.16782465647761916,0.08813441313877711,0.1867588047291264,0.01,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.24636533273814676,0.01,0.3332376598865062,0.01,0.01
234,St Andrews,-2.7967214,56.339780000000005,0.20744980385635908,0.147428250448323,0.2017624973654213,0.01,0.01
235,Hawick,-2.780914,55.42706,0.11757888146624013,0.056965022436304746,0.18569966245572497,0.01,0.01
236,Bridport,-2.758301,50.733579999999996,0.17187491852644757,0.01,0.17870515441372575,0.01,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.33148472879021273,0.01,0.3625025739679363,0.01,0.01
238,Penrith,-2.752708,54.6641,0.18007477926635396,0.01,0.3637601437003699,0.01,0.01
239,Kendal,-2.74629,54.32801,0.18507470068500956,0.01,0.3083574446954456,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.14490334921909895,0.01,0.13388880603062353,0.02355754345242118,0.07837559511479009
241,Glastonbury,-2.718454,51.14743,0.17061416846199573,0.01,0.16512819474171106,0.02717389741553902,0.09040715072149148
242,Hereford,-2.715974,52.0564,0.24277221085882786,0.01,0.2762504780963706,0.6870877205173443,0.01
243,Ludlow,-2.7139129,52.36775,0.21577059472505564,0.01,0.18413877887094876,0.2155202487772084,0.01
244,Preston,-2.70309,53.7632,0.2754797102225786,0.01,0.49155103662581007,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.0928433722634353,0.01,0.20731695736748548,0.01,0.01
246,Wells,-2.6445979,51.20935,0.20024662755172898,0.01,0.19053822889673133,0.030660505190372583,0.1020070443354017
247,Yeovil,-2.633308,50.94206,0.2727745898482014,0.01,0.24998393778891795,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.36052908408590173,0.01,0.4863650363315804,0.01,0.01
249,Warrington,-2.5969501,53.39004,0.3254553037047575,0.01,0.5274204188122735,0.01,0.01
250,Arbroath,-2.591543,56.55911,0.18831376082277526,0.13516384957544808,0.19758429036221176,0.06845407565533682,0.01
251,Bristol,-2.58791,51.45451,0.49852007856025926,0.01,0.5311494586284207,0.0767045788746693,0.2551949995936803
