placename,boilings,bossers,bullets,candy,comfits,cooshies,da-da,dods,dud-dews,fairings,frawzies,goffs,goodie,goodies,grots,gummies,humbugs,ju-jues,jubjubs,ket(s),lollies,lollypops,losion,lozengers,munch,peppermints,peps,smackry,snag,spice,spoggs,stash,suck,suckers,sucks,swadgies,swedgers,swedgies,sweeties,sweets,taffies,toffee,toffees,treats,tuck,tuffies,tutoos,longitude,latitude
Bude,0.000000000,0.00000000,0.000000000,0.020202020,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.020202020,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.24747475,0.6717172,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.5436780,50.82664
Isle of Man,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.007352941,0.000000000,0,0.013480392,0.000000000,0.000000000,0.000000000,0.028186275,0.009558824,0.000000000,0.000000000,0.000000000,0.003676471,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.23014706,0.6590686,0.00000000,0.009558824,0.038970588,0.000000000,0.00000000,0.00000000,0.00000000, -4.5126331,54.27697
Kilmarnock,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.009803922,0.000000000,0,0.005882353,0.000000000,0.005882353,0.000000000,0.005882353,0.005882353,0.000000000,0.000000000,0.000000000,0.005882353,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.02941176,0.049019608,0.005882353,0.62352941,0.2313725,0.00000000,0.005882353,0.015686275,0.000000000,0.00000000,0.00000000,0.00000000, -4.4987920,55.61472
Newton Stewart,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.009803922,0.000000000,0,0.019362745,0.000000000,0.010084034,0.000000000,0.023564426,0.013760504,0.000000000,0.000000000,0.000000000,0.009558824,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.004201681,0.000000000,0.000000000,0.000000000,0.02941176,0.009803922,0.005882353,0.50885854,0.3323880,0.00000000,0.009558824,0.013760504,0.000000000,0.00000000,0.00000000,0.00000000, -4.4831640,54.96030
Liskeard,0.000000000,0.00000000,0.000000000,0.005050505,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.020202020,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.20202020,0.7323232,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.4647190,50.45552
Altnaharra,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.025252525,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.025252525,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.68686869,0.1868687,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -4.4426550,58.28023
Pwllheli,0.000000000,0.00000000,0.000000000,0.029411765,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.009803922,0.000000000,0.007352941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.14950980,0.6936275,0.00000000,0.000000000,0.000000000,0.036764706,0.00000000,0.00000000,0.00000000, -4.4176339,52.88882
Lairg,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.025252525,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.025252525,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.68686869,0.1868687,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -4.4024140,58.02206
Launceston,0.000000000,0.00000000,0.000000000,0.005050505,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.020202020,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.24747475,0.6868687,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.3604516,50.63683
Carmarthen,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.014705882,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.16666667,0.6666667,0.02941176,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -4.3121310,51.85762
Llangefni,0.000000000,0.00000000,0.000000000,0.029411765,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.007352941,0.000000000,0.009803922,0.000000000,0.014705882,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.17892157,0.6348039,0.00000000,0.000000000,0.014705882,0.036764706,0.00000000,0.00000000,0.00000000, -4.3114020,53.25578
Caernarfon,0.000000000,0.00000000,0.000000000,0.029411765,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.009803922,0.000000000,0.007352941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.14950980,0.6936275,0.00000000,0.000000000,0.000000000,0.036764706,0.00000000,0.00000000,0.00000000, -4.2739110,53.13955
Cumnock,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.009803922,0.000000000,0,0.005882353,0.000000000,0.010084034,0.000000000,0.010084034,0.010084034,0.000000000,0.000000000,0.000000000,0.005882353,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.004201681,0.000000000,0.000000000,0.000000000,0.02941176,0.039215686,0.005882353,0.60322129,0.2110644,0.00000000,0.005882353,0.034593838,0.014705882,0.00000000,0.00000000,0.00000000, -4.2658289,55.45355
Aberaeron,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.024509804,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.10294118,0.6617647,0.02941176,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -4.2581619,52.24279
Alness,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.015151515,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.010101010,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.69191919,0.2070707,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -4.2568250,57.69595
Glasgow,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.010101010,0.000000000,0,0.000000000,0.000000000,0.004329004,0.000000000,0.004329004,0.004329004,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.004329004,0.000000000,0.000000000,0.000000000,0.00000000,0.065656566,0.000000000,0.59523810,0.2669553,0.00000000,0.000000000,0.029581530,0.015151515,0.00000000,0.00000000,0.00000000, -4.2518060,55.86424
Dalwhinnie,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.67676768,0.2828283,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.2427830,56.93660
Inverness,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.010101010,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.69191919,0.2222222,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -4.2247210,57.47777
Saltash,0.000000000,0.00000000,0.000000000,0.020202020,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.03030303,0.000000000,0.000000000,0.020202020,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.20202020,0.6868687,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.2164300,50.40921
Bideford,0.000000000,0.00000000,0.000000000,0.020202020,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.03030303,0.000000000,0.000000000,0.030303030,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.015151515,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.19696970,0.6666667,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.2066660,51.01668
Invergordon,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.015151515,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.010101010,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.69191919,0.2070707,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -4.1728820,57.68811
Llanelli,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.014705882,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.16666667,0.6960784,0.00000000,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -4.1602480,51.68089
Plymouth,0.000000000,0.00000000,0.000000000,0.020202020,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.03030303,0.000000000,0.000000000,0.020202020,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.20202020,0.6868687,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.1426565,50.37546
Tavistock,0.000000000,0.00000000,0.000000000,0.020202020,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.03030303,0.000000000,0.000000000,0.020202020,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.23232323,0.6565657,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.1416540,50.55112
Porthmadog,0.000000000,0.00000000,0.000000000,0.029411765,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.009803922,0.000000000,0.007352941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.14950980,0.7230392,0.00000000,0.000000000,0.000000000,0.007352941,0.00000000,0.00000000,0.00000000, -4.1333840,52.92784
Bangor,0.000000000,0.00000000,0.000000000,0.029411765,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.009803922,0.000000000,0.014705882,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.17156863,0.6568627,0.00000000,0.000000000,0.007352941,0.036764706,0.00000000,0.00000000,0.00000000, -4.1292630,53.22739
Tywyn,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.009803922,0.000000000,0.000000000,0.024509804,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.15196078,0.6960784,0.00000000,0.000000000,0.007352941,0.036764706,0.00000000,0.00000000,0.00000000, -4.0872490,52.58701
Aberystwyth,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.009803922,0.000000000,0,0.000000000,0.009803922,0.000000000,0.000000000,0.024509804,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.10294118,0.6764706,0.00000000,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -4.0829200,52.41530
Lampeter,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.014705882,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.15196078,0.6813725,0.02941176,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -4.0785090,52.11290
Barnstaple,0.000000000,0.00000000,0.000000000,0.015000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.03000000,0.000000000,0.000000000,0.025000000,0.000000000,0,0.030000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.015000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.15000000,0.7350000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.0583380,51.07816
Tain,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.025252525,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.010101010,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.70202020,0.1868687,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -4.0552300,57.81150
Okehampton,0.000000000,0.00000000,0.000000000,0.020202020,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.03030303,0.000000000,0.000000000,0.020202020,0.000000000,0,0.030303030,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.21717172,0.6717172,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -4.0042630,50.73831
Llandeilo,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.014705882,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.15196078,0.6813725,0.02941176,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -3.9914300,51.88469
Motherwell,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.010101010,0.000000000,0,0.000000000,0.000000000,0.004329004,0.000000000,0.004329004,0.004329004,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.004329004,0.000000000,0.000000000,0.000000000,0.00000000,0.040404040,0.000000000,0.59523810,0.2821068,0.00000000,0.000000000,0.029581530,0.015151515,0.00000000,0.00000000,0.00000000, -3.9810968,55.78321
Golspie,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.025252525,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.025252525,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.64141414,0.2323232,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -3.9760860,57.97341
Airdrie,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.004329004,0.000000000,0.004329004,0.004329004,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.004329004,0.000000000,0.000000000,0.000000000,0.00000000,0.030303030,0.000000000,0.61544012,0.2821068,0.00000000,0.000000000,0.029581530,0.015151515,0.00000000,0.00000000,0.00000000, -3.9625660,55.86627
Swansea,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.007352941,0.000000000,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.18872549,0.6887255,0.02941176,0.000000000,0.007352941,0.029411765,0.00000000,0.00000000,0.00000000, -3.9436460,51.62144
Stirling,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.040404040,0.000000000,0.66666667,0.2424242,0.00000000,0.000000000,0.025252525,0.015151515,0.00000000,0.00000000,0.00000000, -3.9369029,56.11652
Tregaron,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.029411765,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.024509804,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.08823529,0.7058824,0.02941176,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -3.9343850,52.22000
Tregaron,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.029411765,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.019607843,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.024509804,0.007352941,0.029411765,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.08823529,0.7058824,0.02941176,0.000000000,0.007352941,0.058823529,0.00000000,0.00000000,0.00000000, -3.9343850,52.22000
Castle Douglas,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.019362745,0.000000000,0.010084034,0.000000000,0.023564426,0.013760504,0.000000000,0.000000000,0.000000000,0.009558824,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.004201681,0.000000000,0.000000000,0.000000000,0.02941176,0.000000000,0.005882353,0.51376050,0.3470938,0.00000000,0.009558824,0.013760504,0.000000000,0.00000000,0.00000000,0.00000000, -3.9314140,54.94042
Dolgellau,0.000000000,0.00000000,0.000000000,0.044117647,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.009803922,0.009803922,0.000000000,0.007352941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.14460784,0.6740196,0.00000000,0.000000000,0.000000000,0.036764706,0.00000000,0.00000000,0.00000000, -3.8844000,52.74215
Aberfeldy,0.000000000,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.69191919,0.2979798,0.00000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000, -3.8669690,56.62175
Machynlleth,0.000000000,0.00000000,0.000000000,0.014705882,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.009803922,0.000000000,0.000000000,0.017156863,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.15931373,0.6887255,0.00000000,0.000000000,0.000000000,0.036764706,0.00000000,0.00000000,0.00000000, -3.8534850,52.59027
Brora,0.000000000,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.000000000,0.00000000,0.000000000,0.00000000,0.00000000,0.000000000,0.000000000,0.025252525,0.000000000,0,0.000000000,0.000000000,0.000000000,0.000000000,0.025252525,0.010101010,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.01515152,0.03030303,0.00000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.00000000,0.000000000,0.000000000,0.64141414,0.2323232,0.00000000,0.000000000,0.010101010,0.000000000,0.00000000,0.00000000,0.00000000, -3.8525480,58.01216
Llandudno,0.000000000,0.00000000,0.000000000,0.029411765,0.000000000,0.00000000,0.058823529,0.00000000,0.000000000,0.01470588,0.00000000,0.000000000,0.000000000,0.004201681,0.000000000,0,0.016456583,0.000000000,0.009803922,0.000000000,0.014705882,0.004901961,0.000000000,0.000000000,0.000000000,0.004901961,0.000000000,0.00000000,0.00000000,0.00000000,0.000000000,0.004201681,0.000000000,0.000000000,0.004201681,0.00000000,0.000000000,0.000000000,0.18802521,0.5850840,0.00000000,0.000000000,0.023809524,0.036764706,0.00000000,0.00000000,0.00000000, -3.8276090,53.32406
