index,placename,longitude,latitude,coalescence,no coalescence,yod-dropping
105,Irvine,-4.6696364,55.61156999999999,0.01,0.5684006205299496,0.01
106,Cardigan,-4.660864,52.0837,0.0668495599093317,0.2090257340579634,0.06156520048887921
107,Holyhead,-4.633038,53.30944,0.10827795831427693,0.24622863939198028,0.03323958163766669
108,Ayr,-4.629179,55.45856,0.01,0.6109258717435642,0.01
109,Dumbarton,-4.564554,55.94529,0.051967827335295536,0.4727081175692626,0.01
110,Bude,-4.543678,50.826640000000005,0.03912884900438433,0.01,0.288286165117729
111,Isle of Man,-4.5126330999999995,54.27697,0.01,0.5104449368286238,0.05512592245344852
112,Kilmarnock,-4.498792,55.61472,0.055919737967848604,0.5086553628497543,0.01
113,Newton Stewart,-4.483164,54.9603,0.01,0.2760495762760322,0.013974469648663154
114,Liskeard,-4.4647190000000005,50.45552,0.01,0.06837512288722536,0.2584479689297977
115,Altnaharra,-4.442655,58.28023,0.024845899831145178,0.10593866856313143,0.01
116,Pwllheli,-4.417633900000001,52.888819999999996,0.10027433986399756,0.2660327533184255,0.01
117,Lairg,-4.402414,58.022059999999996,0.024845899831145178,0.10593866856313143,0.01
118,Launceston,-4.360451599999999,50.636829999999996,0.01,0.01,0.29101987485455705
119,Carmarthen,-4.312131,51.857620000000004,0.14402816985475567,0.24564459389129353,0.11053579566293945
120,Llangefni,-4.311401999999999,53.25578,0.1369496572242556,0.3114292907671153,0.04204132939359176
121,Caernarfon,-4.273911,53.13955,0.12992940057463473,0.2954649313542658,0.039886224165756316
122,Cumnock,-4.265828900000001,55.45355,0.01,0.42849709904873484,0.01
123,Aberaeron,-4.2581619,52.24279,0.06253440251607151,0.26663599978130503,0.01
124,Alness,-4.256825,57.69595,0.07678997950012506,0.32741934252813304,0.01
125,Glasgow,-4.251806,55.86424,0.10993639712074768,1.0,0.01
126,Dalwhinnie,-4.242783,56.9366,0.012422949915572589,0.11300124654738275,0.01
127,Inverness,-4.224721,57.47776999999999,0.12355434252466421,0.5268145903835724,0.01
128,Saltash,-4.21643,50.409209999999995,0.01,0.0428194658120053,0.2601181948379085
129,Bideford,-4.206666,51.01668,0.08450005844204882,0.01,0.2918266956845123
130,Invergordon,-4.1728819999999995,57.688109999999995,0.07769426591267302,0.33127506517034444,0.01
131,Llanelli,-4.160248,51.680890000000005,0.10768029261907182,0.24486952588801233,0.17354456667141982
132,Plymouth,-4.1426565,50.37546,0.01,0.08604691231474106,0.5227147765213571
133,Tavistock,-4.141654,50.551120000000004,0.01,0.01,0.3308821734463504
134,Porthmadog,-4.1333839999999995,52.92784,0.11907890591599771,0.3159221915192342,0.01
135,Bangor,-4.129263,53.22739,0.16950189434791268,0.3854544495428173,0.05203433960735947
136,Tywyn,-4.087249,52.58701,0.10443390007424305,0.19295826001345467,0.01
137,Aberystwyth,-4.08292,52.4153,0.15551206709959436,0.41258115925626504,0.01
138,Lampeter,-4.0785089999999995,52.1129,0.10125076940865127,0.24943589232012098,0.015541174159688918
139,Barnstaple,-4.058338,51.07816,0.15696006312457736,0.029744483496648953,0.31319729788991335
140,Tain,-4.05523,57.8115,0.05777720283342552,0.24635211375208094,0.01
141,Okehampton,-4.004263,50.73831,0.03313534433348995,0.01,0.24412835007456898
142,Llandeilo,-3.9914300000000003,51.88469,0.12555786865580704,0.23793656897639,0.07708846916604331
143,Motherwell,-3.9810968,55.78321,0.0689295381329765,0.626994698191431,0.01
144,Golspie,-3.976086,57.97341,0.024845899831145178,0.10593866856313143,0.01
145,Airdrie,-3.9625660000000003,55.86626999999999,0.06036964089622329,0.5491324299987458,0.01
146,Swansea,-3.9436459999999998,51.62144,0.1570948665115502,0.40189538677279657,0.21701512244078117
147,Stirling,-3.9369029,56.116519999999994,0.06467040696412032,0.588252923125088,0.01
148,Tregaron,-3.934385,52.22,0.0662706886669799,0.28256688507377214,0.01
149,Tregaron,-3.934385,52.22,0.0662706886669799,0.28256688507377214,0.01
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.01,0.32349669063295305,0.01
151,Dolgellau,-3.8844,52.74215,0.13689746538712894,0.1867863625982625,0.01
152,Aberfeldy,-3.866969,56.62175,0.03836772055368575,0.34899925373709395,0.01
153,Machynlleth,-3.853485,52.59027,0.1607260740101895,0.21929871860056394,0.01
154,Brora,-3.8525480000000005,58.012159999999994,0.05087626609726379,0.21692769947705648,0.01
155,Llandudno,-3.827609,53.324059999999996,0.19634054088794956,0.30695958013862945,0.04520502745364462
156,Llandudno,-3.827609,53.324059999999996,0.19634054088794956,0.30695958013862945,0.04520502745364462
157,Aviemore,-3.823812,57.19449,0.07035079468157347,0.2999637594763905,0.01
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.01,0.2570719406520519,0.01
159,Falkirk,-3.7839131,56.00188000000001,0.06478502968420256,0.5892955507087111,0.01
160,Kingsbridge,-3.777493,50.28395,0.07790104000464072,0.01,0.2690365369455016
161,Pitlochry,-3.729711,56.70436,0.029768033967799437,0.2707750549174718,0.01
162,Colwyn Bay,-3.72764,53.29318000000001,0.18357029815438533,0.28699453201339103,0.042264833998183336
163,Totnes,-3.685797,50.43374,0.08040821118121298,0.01,0.27769522302766936
164,Grantown-on-Spey,-3.609628,57.33041,0.054331129136735656,0.23165864474194983,0.01
165,Dumfries,-3.60512,55.070859999999996,0.01,0.49843070519942617,0.01
166,Whitehaven,-3.589233,54.5497,0.01,0.41573368385956794,0.021045704273109127
167,Dartmouth,-3.578807,50.35252,0.10372639475455621,0.019656516285260633,0.20697511144095979
168,Bridgend,-3.576945,51.504290000000005,0.1871365271197156,0.3546302885650563,0.11489577320123948
169,Paignton,-3.564235,50.43508,0.16196170077055858,0.030692311405580337,0.3231775397715853
170,Workington,-3.5427519999999997,54.64357,0.01,0.4113233895206031,0.020822441751887553
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.14690652390477887,0.20044297507284795,0.01
172,Exeter,-3.533899,50.71841,0.40492274048913524,0.01,0.4474970255248094
173,Torquay,-3.525315,50.46192,0.1652718216275506,0.03131959093925744,0.3297825378039581
174,Thurso,-3.5220800000000003,58.59356999999999,0.07253070555740469,0.30925852671530374,0.01
175,Livingston,-3.518068,55.90071,0.06391898629623693,0.5814178740643289,0.01
176,Rhyl,-3.4916339999999995,53.319140000000004,0.22673039249278717,0.2577972320649566,0.04176153766658436
177,Tiverton,-3.491207,50.90205,0.20993384329545928,0.04773984117730985,0.19333887836654548
178,Tiverton,-3.491207,50.90205,0.20993384329545928,0.04773984117730985,0.19333887836654548
179,Minehead,-3.481152,51.20428,0.13928166387585908,0.11877464123876666,0.11223769649344897
180,Dunfermline,-3.452151,56.071740000000005,0.06123550899934504,0.5570085122226405,0.01
181,Perth,-3.4308381000000003,56.39499,0.04357562637233438,0.39637124295126275,0.01
182,Prestatyn,-3.4076129999999996,53.33651,0.2003363809558194,0.22778668498959131,0.03690001692005097
183,Builth Wells,-3.4045919999999996,52.15002,0.14770062145650914,0.27290041738260246,0.01
184,Braemar,-3.3979439,57.00646999999999,0.024845899831145178,0.10593866856313143,0.01
185,Brecon,-3.391463,51.94895,0.1679470746363674,0.31030896359462756,0.01
186,Merthyr Tydfil,-3.381646,51.74873,0.41796568633044934,0.4356328075296078,0.01
187,Llandrindod Wells,-3.377742,52.2417,0.13331766104658796,0.24632560774159706,0.01
188,Corwen,-3.369242,52.98005,0.11115329236637385,0.18957545263186645,0.012795848504493213
189,Cockermouth,-3.367985,54.66326,0.01,0.35115182348631585,0.01
190,Lockerbie,-3.349008,55.122240000000005,0.01,0.4531666354114909,0.01
191,Blairgowrie,-3.3378318,56.58941,0.07225491541723003,0.30808260471402776,0.01
192,Elgin,-3.318485,57.64945,0.11309402006266807,0.4822135639809875,0.01
193,Newtown,-3.313106,52.51211,0.1534448454575187,0.20936402629085626,0.01
194,Ruthin,-3.3103108,53.114869999999996,0.19627132277316311,0.2677975546112302,0.01
195,Ruthin,-3.3103108,53.114869999999996,0.19627132277316311,0.2677975546112302,0.01
196,Sidmouth,-3.2375599999999998,50.67865,0.23567493785200555,0.04466122884997166,0.16278388232483526
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.01,0.4286337115703278,0.07439569017334591
198,Peebles,-3.1936419999999996,55.65306999999999,0.03831294842371285,0.3485010372100166,0.01
199,Edinburgh,-3.1882669999999997,55.95325,0.1021061336473982,0.9287746035123458,0.01
200,Cardiff,-3.17909,51.48158,0.4819693504190929,0.5480093035261691,0.08877407638372278
201,Llangollen,-3.1716599999999997,52.96921,0.1626206755839998,0.20339344721521477,0.014976575028384538
202,Kirkcaldy,-3.158137,56.11682,0.13390001210187577,0.5709267564895473,0.01
203,Welshpool,-3.146407,52.66035,0.19539114683266665,0.26659662030680814,0.01
204,Mold,-3.1419029999999997,53.1672,0.31514255703138366,0.29860310453360717,0.024185916771591234
205,Mold,-3.1419029999999997,53.1672,0.31514255703138366,0.29860310453360717,0.024185916771591234
206,Taunton,-3.106849,51.01534,0.4578007203735409,0.1301322677326248,0.13175382704452937
207,Wick,-3.093716,58.43894,0.06956013550796374,0.2965925239522722,0.01
208,John o' Groats,-3.0688997000000002,58.63734,0.024845899831145178,0.10593866856313143,0.01
209,Dalkeith,-3.066606,55.893119999999996,0.05687878746690187,0.5173790387584701,0.01
210,Oswestry,-3.056412,52.85715,0.14164479705778582,0.32210623657366366,0.04348266137127748
211,Blackpool,-3.0356748,53.81751,0.072715789544569,0.4960763076979444,0.13393542659339527
212,Birkenhead,-3.023009,53.389990000000004,0.4276398670582421,0.32415702988415285,0.09845889108390064
213,Cupar,-3.010137,56.32023,0.07410322867385415,0.3159634964034039,0.01
214,Southport,-3.010113,53.64571,0.06141125955887761,0.4189553752197887,0.11311357957015147
215,Bridgwater,-3.003632,51.12789,0.45799070253383134,0.2603725423260827,0.09038297376264609
216,Langholm,-2.998913,55.153059999999996,0.01,0.26148777479541896,0.01
217,Newport,-2.997664,51.58415,0.35320359106054666,0.48191990877463337,0.01
218,Axminster,-2.9949369999999997,50.78273,0.2899360497501369,0.09418954323466644,0.11443587056432052
219,Wrexham,-2.9924939999999998,53.043040000000005,0.30441069060002773,0.34612136725413006,0.0560694946179676
220,Liverpool,-2.9915726,53.40837,0.5253517486369765,0.47786881140176296,0.19352938613738782
221,Weston-super-Mare,-2.977255,51.347409999999996,0.35701836259609765,0.3382811653587088,0.027399715497069776
222,Dundee,-2.9707209999999997,56.462019999999995,0.14489853593667507,0.6178225815205218,0.01
223,Kirkwall,-2.9622491,58.984669999999994,0.0725990020113742,0.3095497311172487,0.01
224,Ambleside,-2.961333,54.428740000000005,0.01,0.4728051181023703,0.01
225,Orkney Islands,-2.9605206,58.980940000000004,0.07429067599877683,0.31676273974588637,0.01
226,Lyme Regis,-2.936639,50.725159999999995,0.3053970473482995,0.08681072038911307,0.08789245618356906
227,Carlisle,-2.932931,54.892469999999996,0.01,0.6659536966692696,0.01
228,Chester,-2.893075,53.19339,0.4375950224167205,0.4146289649134045,0.033583648275023116
229,Forfar,-2.889062,56.64356,0.0870855029506365,0.3713176941241762,0.01
230,Morecambe,-2.864968,54.074169999999995,0.01,0.3483301863541309,0.08681124501936424
231,Selkirk,-2.838524,55.55066,0.04457877472600003,0.4054960494752009,0.01
232,Galashiels,-2.814449,55.62373,0.042597136213212004,0.38747073152147976,0.01
233,Lancaster,-2.8007399,54.046569999999996,0.01,0.45463447980753774,0.1133045218788438
234,St Andrews,-2.7967214,56.339780000000005,0.09628464123253623,0.4105412468284725,0.01
235,Hawick,-2.780914,55.42706,0.0388211134199511,0.3531233916763005,0.01
236,Bridport,-2.758301,50.733579999999996,0.3952466948591856,0.08988076654535074,0.054600454643780785
237,Shrewsbury,-2.7553267999999997,52.7073,0.20897530355761557,0.43561709092636575,0.0962280565361886
238,Penrith,-2.752708,54.6641,0.01,0.5926328177624131,0.01
239,Kendal,-2.74629,54.32801,0.01,0.5022189005466302,0.025423849140982058
240,Street,-2.7429189999999997,51.12468,0.3347205649115804,0.1141753037180894,0.015413070082139099
241,Glastonbury,-2.718454,51.14743,0.3861040227793245,0.15365294757372414,0.01
242,Hereford,-2.715974,52.0564,0.48660833090657246,0.3112222055680337,0.01
243,Ludlow,-2.7139129,52.36775,0.1335560251410572,0.30371202842257095,0.04099953924134057
244,Preston,-2.70309,53.7632,0.08139852731485282,0.5553110422826778,0.14992818682532214
245,Whitchurch,-2.682045,52.96872,0.23036993850037518,0.17462365132740565,0.05303988339497865
246,Wells,-2.6445979,51.20935,0.3896367025959295,0.19690006843364466,0.01
247,Yeovil,-2.633308,50.94206,0.5339624901121105,0.18213798575155396,0.02458767743626836
248,Wigan,-2.6325074,53.54506,0.2566986209584085,0.48645289845790723,0.15760464826752135
249,Warrington,-2.5969501,53.39004,0.5300055607039154,0.3515327064020179,0.16270313346970638
250,Arbroath,-2.591543,56.55911,0.09372887442844746,0.3996438941778105,0.01
251,Bristol,-2.58791,51.45451,0.904488125644115,0.4570764834272719,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.0869606494090081,0.021187733952753935,0.040043268966692
253,Ross-on-Wye,-2.582446,51.91445,0.49555173578734474,0.19720847333030758,0.01
254,Jedburgh,-2.5549369,55.47772,0.06461957870614811,0.275526834518526,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.3248521711887728,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.3248521711887728,0.01
257,Nantwich,-2.524102,53.06718000000001,0.2832181104844347,0.16101248137056748,0.10867922303019391
258,Banff,-2.524038,57.666509999999995,0.06988070271236556,0.29795936769913306,0.01
259,Dunbar,-2.516737,56.00209,0.10103589372836567,0.43079977507000033,0.01
260,Cinderford,-2.5009579,51.8253,0.41807164277287034,0.2112694582509907,0.01
261,Banchory,-2.4909599,57.05386,0.08067819446434189,0.34399802630275045,0.01
262,Blackburn,-2.487529,53.748580000000004,0.06755742744911435,0.4608853094552071,0.12443422428087052
263,Market Drayton,-2.483485,52.90355,0.20111441136971647,0.1333916067434251,0.0617388709512962
264,Telford,-2.4672611,52.67759,0.1868070593587199,0.2832047532877381,0.17204023598294657
265,Montrose,-2.4661150000000003,56.70692,0.08607456550485101,0.36700722971214156,0.01
266,Turriff,-2.4623,57.53893000000001,0.07286964885638238,0.31070372298736953,0.01
267,Weymouth,-2.457621,50.61443,0.6110442279332857,0.08684627246489787,0.046895174009927036
268,Crewe,-2.4438209,53.1004,0.35457771869578825,0.16798430906681489,0.16327443568815747
269,Fortuneswell,-2.4422189999999997,50.55919,0.37063864140959163,0.052677994433802826,0.028445017216664446
270,Dorchester,-2.4411810000000003,50.71116,0.8125443739009593,0.10660154955857891,0.028781305601216157
271,Alston,-2.438685,54.812169999999995,0.01,0.2535490755333709,0.01
272,Kelso,-2.432207,55.600030000000004,0.07502214450489746,0.31988159638464436,0.01
273,Wincanton,-2.416007,51.055690000000006,0.3902726640424488,0.12102225110130455,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.04830644597230198,0.3295526804568624,0.08897578488844578
275,Sark,-2.3666256000000003,49.43007,0.0869606494090081,0.021187733952753935,0.040043268966692
276,Bath,-2.3590167,51.38106,0.959924674438791,0.16791609343280398,0.01
277,Kidderminster,-2.2496839,52.3886,0.1587207167864686,0.300781330409267,0.0974493849967091
278,Manchester,-2.2426305,53.48076,0.49740006468400383,0.7069429383433111,0.17178049534087605
279,Burnley,-2.2405035,53.78929,0.1258786267627731,0.429379951546081,0.0869460797994698
280,Gloucester,-2.238156,51.86424,0.849644320276834,0.2310151841883908,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.3221913174305943,0.030528193392964087,0.2472688020570099
282,Worcester,-2.221575,52.19364,0.4477197239657173,0.3393778436506567,0.10308203451959944
283,Trowbridge,-2.208853,51.31966,1.0,0.12182368895602314,0.01
284,Shaftesbury,-2.198083,51.0046,0.4664769890088096,0.11049878725114519,0.01
285,Alderney,-2.1973557,49.715,0.11180654712825182,0.021187733952753935,0.028602334976208572
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.3657436968466728,0.04158582943315262,0.3705154091830039
287,Colne,-2.176991,53.85564,0.046439689393295194,0.3696203370465633,0.04276870022805328
288,Blandford Forum,-2.165353,50.85691,0.4857832644535033,0.05917990930882511,0.01
289,Rochdale,-2.1561,53.60971,0.14755709866395195,0.503326589302651,0.1019196952282638
290,Jersey,-2.13125,49.21444,0.09938359932458071,0.021187733952753935,0.03432280197145029
291,Wolverhampton,-2.12882,52.586969999999994,0.06906791527542096,0.3141267033401477,0.2544327924999034
292,Stafford,-2.12066,52.80669,0.27634443531317077,0.11782854343234335,0.3181247621130963
293,Macclesfield,-2.119287,53.25866,0.3910403358807711,0.18525879426886505,0.18006458614230697
294,Hexham,-2.1121439,54.97266,0.057433266465700114,0.5224226731991116,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.15754006800778186,0.6717239127386575,0.01
296,Dudley,-2.081112,52.51225,0.06670970604805783,0.30340136890050357,0.24574560747883528
297,Cheltenham,-2.0782533,51.899390000000004,0.8073322389573623,0.17959964991254493,0.03232668773920394
298,Bromsgrove,-2.061906,52.33559,0.1751108618460144,0.2986571070610483,0.13439050473870304
299,Skipton,-2.0162787,53.96285,0.04640145688585498,0.3693160388811188,0.042733489944112114
300,Fraserburgh,-2.007631,57.69335,0.07572615040149525,0.3228833571521362,0.01
301,Berwick,-2.005395,55.77024,0.08408747740815548,0.3585346258333442,0.01
302,Poole,-1.987248,50.71505,0.8056747942425666,0.10570029682713114,0.028537976771615278
303,Walsall,-1.9829189999999999,52.586209999999994,0.06762264291649653,0.34599766157891504,0.21797010347353019
304,Cirencester,-1.968243,51.71849,0.8816048560912708,0.1299411672638002,0.01
305,Evesham,-1.9467700000000001,52.09215,0.3142739449283341,0.20615544339268982,0.06679178202704296
306,Buxton,-1.91483,53.259080000000004,0.21834713869605601,0.21723213761857327,0.15081533881705467
307,Keighley,-1.9123580000000002,53.8678,0.11141259524532944,0.411705021201716,0.0513027967017893
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.6340656093114666,0.3595013070926263
309,Bournemouth,-1.880769,50.719159999999995,0.8891209515201327,0.16849154694008453,0.03411821913319904
310,Halifax,-1.8575400000000002,53.727019999999996,0.10997485695497063,0.43765305308235525,0.025320376552783595
