index,placename,longitude,latitude,them_aint,them_arent,them_ent,them_int,them_isnt,thems_not,they_aint,they_arent,they_ent,they_int,theym_not,theyre_not,theys_not
270,Dorchester,-2.4411810000000003,50.71116,0.39155184114344904,0.09160702179277375,0.01,0.01,0.01,0.4494726235491523,0.25437993287826977,0.3890244971327973,0.05021112054881452,0.01,0.01,0.3068292693559952,0.01
271,Alston,-2.438685,54.812169999999995,0.11274911273080135,0.13630010508466928,0.01,0.01,0.01,0.045299680655854366,0.0884416008278721,0.16662055851174534,0.01,0.01,0.01,0.06847318082241914,0.01
272,Kelso,-2.432207,55.600030000000004,0.0733545304641125,0.08981824128936308,0.01,0.01,0.01,0.01,0.12640449222092748,0.2728731061411248,0.01,0.01,0.01,0.13040827121274398,0.01
273,Wincanton,-2.416007,51.055690000000006,0.09933644006873767,0.01,0.01,0.01,0.01,0.39910815292597196,0.13594203168988656,0.20172039601122127,0.01,0.01,0.01,0.1405905065103225,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.19376726073458678,0.11739942015373199,0.01,0.01,0.01,0.01,0.24316876678401717,0.3720735504950702,0.01,0.01,0.01,0.1715771919346878,0.01
275,Sark,-2.3666256000000003,49.43007,0.045489158342251174,0.014303303540305914,0.01,0.01,0.01722871087509684,0.07310547232256746,0.021964146449321105,0.029653086961467994,0.01,0.01,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.0842861725463421,0.12189615292811877,0.01,0.01,0.304717817474975,0.01,0.3656621036945456,0.4685786444693771,0.020634482720936154,0.01,0.01,0.3683141221375896,0.01
277,Kidderminster,-2.2496839,52.3886,0.3772640007563762,0.22281805037104357,0.01,0.01,0.01,0.16841659291487535,0.3796138731734792,0.30342641647999974,0.16305481729283464,0.01,0.01,0.21676973363059765,0.01
278,Manchester,-2.2426305,53.48076,0.41529555223818665,0.5727792150972344,0.01,0.01,0.35646546122769374,0.01,0.6069033703226091,0.7578838606589381,0.01,0.01,0.01,0.7035338724196277,0.01
279,Burnley,-2.2405035,53.78929,0.2568251564602613,0.2008108477135018,0.01,0.01,0.01,0.01,0.3008200943498901,0.5085663698026894,0.01,0.01,0.01,0.24747682224936268,0.01
280,Gloucester,-2.238156,51.86424,0.05349421245747826,0.08108200152074536,0.4757426187235757,0.01,0.01,0.01,0.3534511521422469,0.49202377889654997,0.24009630966145853,0.01,0.01,0.35747129733565947,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.27500616732344635,0.24276059933410418,0.01,0.21228237311069423,0.01,0.01,0.23114780982160865,0.42558605425306034,0.061715056111523406,0.01,0.01,0.20093304352817115,0.01
282,Worcester,-2.221575,52.19364,0.21044460131625295,0.2556170167654216,0.01,0.01,0.13284077977101885,0.01,0.40187929626912633,0.5238103026522682,0.66117209743742,0.01,0.01,0.3269368278534894,0.01
283,Trowbridge,-2.208853,51.31966,0.1611530451290592,0.06118538575864521,0.01,0.01,0.01,0.01,0.2740023836736947,0.5095761461590949,0.01,0.01,0.01,0.3447762413731301,0.01
284,Shaftesbury,-2.198083,51.0046,0.10459531205271291,0.07606064023021589,0.01,0.01,0.01,0.42023694194384054,0.14477017285541277,0.2088462328284142,0.01,0.01,0.01,0.16991870082542726,0.01
285,Alderney,-2.1973557,49.715,0.04409299538211467,0.01,0.01,0.01,0.016699924609680034,0.0708617078313507,0.023786998336055184,0.02645466573817338,0.01,0.01,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.3759447002887048,0.35845792864969095,0.01,0.2901986847659412,0.01,0.01,0.3317020229822433,0.6020768413411383,0.08436701002734617,0.01,0.01,0.29823270397942403,0.01
287,Colne,-2.176991,53.85564,0.12364698617184845,0.18318304462141166,0.01,0.01,0.01,0.01,0.11162971788668132,0.3880407991780752,0.01,0.01,0.01,0.1712971609550119,0.01
288,Blandford Forum,-2.165353,50.85691,0.20114197404341053,0.04493035338187411,0.01,0.01,0.01,0.2308961305640138,0.11972926975148862,0.185942201365202,0.02579368241955798,0.01,0.01,0.14140739712574643,0.01
289,Rochdale,-2.1561,53.60971,0.2354402888225187,0.36922351352407007,0.01,0.01,0.18634893765873675,0.01,0.34484497284946164,0.43708980873987147,0.01,0.01,0.01,0.38260529681234257,0.01
290,Jersey,-2.13125,49.21444,0.04397812042818713,0.01,0.01,0.01,0.01665641700846549,0.07067708942105098,0.023095336589831216,0.027508822878147758,0.01,0.01,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.6246438379208485,0.23345042355020423,0.01,0.01,0.01,0.1792612417800882,0.6623438511270648,0.40558585568074723,0.13016567290601586,0.01,0.01,0.27839841591005776,0.01
292,Stafford,-2.12066,52.80669,0.737620315927292,0.28927968096437623,0.01,0.3503894254516215,0.01,0.01,0.4037913528070791,0.5279467258829882,0.01,0.01,0.01,0.2746571558129824,0.01
293,Macclesfield,-2.119287,53.25866,0.01,0.32136042959398514,0.01,0.01,0.24224271785513105,0.01,0.1819267443101815,0.4671111747170138,0.01,0.01,0.01,0.31443076919000396,0.01
294,Hexham,-2.1121439,54.97266,0.01,0.2452973851097004,0.01,0.26324219404960686,0.01,0.27117422247400297,0.1769306004409989,0.4326393353763133,0.01,0.01,0.01,0.25079037891115913,0.5365856781245233
295,Aberdeen,-2.094278,57.149719999999995,0.13810644322190846,0.1842342106015599,0.01,0.01,0.01,0.01,0.3503744354991317,0.6000667827698264,0.01,0.01,0.01,0.36203456514426435,0.01
296,Dudley,-2.081112,52.51226,0.6723945689750572,0.23918046406129165,0.01,0.01,0.01,0.15891221742143113,0.6157769870689775,0.3818125248883799,0.11538977323720116,0.01,0.01,0.27421651838235916,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.05066149301654403,0.075880701612359,0.45055026046593316,0.01,0.01,0.01,0.34022291554198786,0.4645229877307629,0.15916761280510552,0.01,0.01,0.33632990500552284,0.01
298,Bromsgrove,-2.061906,52.33559,0.3463046197937626,0.3007921307735634,0.01,0.01,0.10930044585879184,0.01,0.37522549749333733,0.36138468026905185,0.48356236980511347,0.01,0.01,0.23993838015491512,0.01
299,Skipton,-2.0162787,53.96285,0.09894043377094613,0.0800080558018506,0.01,0.01,0.01,0.01,0.11420842679075234,0.3226866949113923,0.01,0.01,0.01,0.20285844538638553,0.01
300,Fraserburgh,-2.007631,57.69335,0.06435143073373151,0.06626487547828151,0.01,0.01,0.01,0.01,0.16790515987006113,0.24035576750875218,0.01,0.01,0.01,0.1412643734650055,0.01
301,Berwick,-2.005395,55.77024,0.03934667365650551,0.05935479312316913,0.01,0.01,0.01,0.01,0.15259353064265932,0.30580191625029174,0.01,0.01,0.01,0.15795217837645534,0.01
302,Poole,-1.987248,50.71505,0.3708393321359814,0.0972983664109084,0.01,0.01,0.01,0.42569618037069007,0.23515711077870746,0.3912574787436963,0.047555026698483875,0.01,0.01,0.30442281116501274,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.366835136658719,0.16295598301629693,0.01,0.01,0.01,0.01,0.6815238220148092,0.3917361568059479,0.21703257819935676,0.01,0.01,0.2678625635964679,0.01
304,Cirencester,-1.968243,51.71849,0.3416011827053762,0.13571319645277416,0.43399684984962683,0.01,0.01,0.01,0.30906347081394875,0.4137165364427843,0.10951409446483419,0.01,0.01,0.31253184569527975,0.01
305,Evesham,-1.9467700000000001,52.09215,0.03736800266808541,0.10394081593048107,0.3323266317812534,0.01,0.07076439271713965,0.01,0.18742720895654513,0.31194023609552884,0.3577974984211284,0.01,0.01,0.20508376295871664,0.01
306,Buxton,-1.91483,53.259080000000004,0.01,0.2626942785109548,0.01,0.01,0.20443140442472996,0.01,0.11837613638272278,0.3404860021859469,0.01,0.01,0.01,0.2768553283652619,0.01
307,Keighley,-1.9123580000000002,53.8678,0.3437757792747135,0.13681562453279777,0.01,0.01,0.01,0.01,0.18162846828730866,0.35134456086943955,0.01,0.01,0.01,0.2700615391812678,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.38847727953351735,0.3086575953537723,0.01,0.01,0.21637227742930337,0.01,0.8828966367038271,0.6735922546836839,1.0,0.01,0.01,0.5349887819921413,0.01
309,Bournemouth,-1.880769,50.719159999999995,0.46736363539660325,0.12708543314631443,0.01,0.01,0.01,0.5364989742157465,0.25955348696595737,0.49145015410072757,0.01,0.01,0.01,0.37905267350515937,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.32588863437825527,0.26092943021667675,0.01,0.10062379018527488,0.01,0.01,0.2546806431282978,0.3322379682877369,0.01,0.01,0.01,0.25441376899292,0.01
311,Salisbury,-1.794472,51.06878,0.29944910765381527,0.16681020900613938,0.01,0.01,0.07088394799202061,0.01,0.2707980801844329,0.3864416537537947,0.01,0.01,0.01,0.2611652605687773,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.17378327883527672,0.11290876065890137,0.01,0.01,0.01,0.01,0.20392733733241203,0.3199144002883822,0.01,0.01,0.01,0.23006359446323382,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.27743696071717083,0.4548172751069309,0.01,0.21415872636944747,0.01,0.5573350165790403,0.38455698370583935,0.44082920828532834,0.01,0.01,0.01,0.3623821424110686,0.01
314,Peterhead,-1.784066,57.50812,0.07334590042081109,0.07792265583994991,0.01,0.01,0.01,0.01,0.1888083353963849,0.29685019889501324,0.01,0.01,0.01,0.1770448565960661,0.01
315,Swindon,-1.7797176,51.55577,0.42551840848363415,0.18508142645042544,0.01,0.01,0.01,0.01,0.4097392598700273,0.446605956530115,0.07639360927421322,0.01,0.01,0.3099704812517525,0.01
316,Bradford,-1.759398,53.79598000000001,0.36708702866684056,0.19101390582071642,0.01,0.01,0.01,0.01,0.3600630575315736,0.5304040887782553,0.01,0.01,0.01,0.3875491967431141,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.6771878392274938,0.36408482222082184,0.01,0.2534467175614728,0.01,0.01,0.3236046587376212,0.47418106612488364,0.03684121019814679,0.01,0.01,0.2564207087385309,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.5012396507096429,0.1151966678431366,0.01,0.01,0.10546729090691988,0.01,0.2170499380322072,0.2785815460630298,0.04999327523579327,0.01,0.01,0.192376459235588,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.13708340994485324,0.14572697363852696,0.01,0.01,0.38939562094824764,0.01,0.17469046087143497,0.30347359948664326,0.4306868645499687,0.01,0.4312049268081475,0.2942189559134602,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.08582497687130586,0.01,0.01,0.01,0.01,0.0874528209422977,0.3224290630558854,0.01,0.01,0.01,0.1587446487362555,1.0
321,Otley,-1.691786,53.90583,0.12054331613822694,0.15803327992939603,0.01,0.01,0.01,0.0880567094982901,0.16267219683582665,0.2715213441163217,0.01,0.01,0.01,0.1984419094600417,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.2833336304133927,0.01,0.01,0.01,0.08099387716476641,0.1904907910031922,0.38192132693385206,0.01,0.01,0.01,0.19076700867739727,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.8783375531417411,0.3438204498836463,0.01,0.01,0.01,0.01,0.3649431328395591,0.41459898305008,0.057690928986112805,0.01,0.01,0.2465810255410239,0.01
324,Newcastle,-1.61778,54.97825,0.01,0.33503446923702607,0.01,0.4628845808800369,0.01,0.4015429067722132,0.3229745627611912,0.7683552461160988,0.01,0.01,0.01,0.4854816406403367,0.01
325,Durham,-1.5848520000000001,54.77525,0.04281817975160372,0.3297141172780586,0.01,0.01,0.01,0.08601619214705958,0.2506845627945875,0.6085254776644256,0.01,0.01,0.01,0.28232901399875093,0.01
326,Ashington,-1.5659829,55.18298000000001,0.01,0.12868862414200466,0.01,0.20090980514890014,0.01,0.17428515240244846,0.1316340938654073,0.33818347778810426,0.01,0.07483087171732392,0.01,0.195268012746905,0.40952905028968667
327,Darlington,-1.559458,54.52361,0.019375630135406503,0.21305980127013222,0.01,0.01,0.01,0.01,0.25027078935957087,0.4435455274661478,0.01,0.01,0.01,0.24890953523939935,0.01
328,Leeds,-1.5490774,53.80076,0.30024437204968046,0.3926436315702261,0.01,0.1685557684736803,0.01,0.43865612022523215,0.45210994154968326,0.7020532092024864,0.02450139816444592,0.01,0.01,0.5128056258679415,0.01
329,Harrogate,-1.5418120000000002,53.99211999999999,0.10448489680661499,0.30787488247127454,0.01,0.01,0.01,0.16791732261688042,0.2769642831397872,0.4681117299473111,0.018758244666985165,0.01,0.01,0.3534684394894982,0.01
330,Leamington Spa,-1.5200789,52.28519,0.09079099463639002,0.2574329288533526,0.01,0.01,0.1719323790649473,0.01,0.31866888621440687,0.38331379260449444,0.20374711425624628,0.01,0.5711781236402237,0.36620391707719574,0.01
331,Coventry,-1.519693,52.40682,0.10561629139114058,0.2680458050281473,0.01,0.01,0.2000072839781099,0.01,0.43882188970453245,0.44274182093730097,0.18961364516319615,0.01,0.6644460211525383,0.4047593205634915,0.01
332,Blyth,-1.510277,55.12696,0.01,0.13135035772272566,0.01,0.20457687209039369,0.01,0.17746627214495544,0.1408070685090268,0.35784079916846934,0.01,0.07619670772853504,0.01,0.20602717649957936,0.417003892691046
333,Wakefield,-1.505924,53.6833,0.09541536184049362,0.27966271906553136,0.01,0.11784462162426697,0.036137923648219536,0.3066834188829139,0.2989712755945209,0.4570568011176721,0.017129985536458132,0.01,0.01,0.31713615976344384,0.24021125816251368
334,Andover,-1.4919233,51.2112,0.24454045322801474,0.20516398555637588,0.01,0.01,0.07718169836190351,0.16375004938879886,0.1572569984279031,0.3288768257127387,0.03658542839542822,0.01,0.01,0.24758952952383573,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.14397413533047987,0.017847199853036486,0.6402060311635553,0.01,0.2726461551646719,0.01,0.17434117375375976,0.324548093064091,0.09692915480912011,0.01,0.01,0.25194495050791677,0.01
336,Barnsley,-1.479726,53.55263000000001,0.01,0.2922367740713972,0.01,0.9826967381433328,0.01,0.4262346814627935,0.29803265225292686,0.48848630633083484,0.01,0.01,0.01,0.28916679916829885,0.01
337,Derby,-1.4746186000000001,52.92253,1.0,0.40254989846673966,0.01,0.01,0.21642471162265606,0.01,0.44123194193312004,0.581072751107456,0.01,0.01,0.01,0.3169754498019215,0.01
338,Sheffield,-1.470085,53.381130000000006,0.11984840573840702,0.4594582118501079,0.01,0.504617503968825,0.24759147996168873,0.3939708305121743,0.3776492246997039,0.7142289750593823,0.029340634536807502,0.050119944880396505,0.01,0.4706370357680187,0.01
339,Nuneaton,-1.465382,52.52049,0.01,0.19840918824351678,0.01,0.01,0.01,0.01,0.48257613915298286,0.4030260092761346,0.18857110384613604,0.01,0.33039638197686283,0.29771102269807714,0.01
340,Northallerton,-1.429959,54.337959999999995,0.018802268517063413,0.13313860338540492,0.01,0.01,0.01,0.01,0.18675337189155458,0.28429417588076383,0.01,0.01,0.01,0.1676123993035028,0.01
341,South Shields,-1.427406,54.99941999999999,0.0185550527830969,0.19729824863642548,0.01,0.2291678121351419,0.01,0.19879841329193348,0.20229212119958928,0.49319328148008174,0.01,0.0853558510329046,0.01,0.27967956493693513,0.01
342,Chesterfield,-1.421629,53.23505,0.12541001219726067,0.3123409135060915,0.01,0.43955299364319844,0.3851204956472416,0.2451235318017983,0.2517491745551493,0.4747403884097738,0.018255360577138263,0.12473592654362531,0.01,0.28969562130454163,0.01
343,Southampton,-1.4043508999999998,50.9097,0.18695182956730633,0.22011979298690562,0.01,0.01,0.01,0.01,0.3629423436841578,0.6554327462231082,0.01,0.01,0.01,0.4593820062338206,0.01
344,Wetherby,-1.384816,53.92706,0.059398244327346084,0.1881556649720033,0.01,0.01,0.01,0.19091744396372437,0.15701537177187802,0.2556598100098533,0.010663807453854908,0.01,0.01,0.1791865761644104,0.01
345,Sunderland,-1.383801,54.90687,0.020712204993478398,0.20880575425921766,0.01,0.2558101900402945,0.01,0.2219101236450777,0.23262686066640995,0.5646735355432219,0.01,0.09527905442537123,0.01,0.309428656929159,0.01
346,Rotherham,-1.3635008999999998,53.4326,0.07724458597792276,0.33554394240103086,0.01,0.45532984052184894,0.07978871534970337,0.2539217430513879,0.27389888354950337,0.4796833415450578,0.018910598900543262,0.03230326545533055,0.01,0.30679892168286177,0.01
347,Castleford,-1.345968,53.72346999999999,0.09861563294357353,0.2363608680957374,0.01,0.12179717560933055,0.037350009444790826,0.3169696988399533,0.23914227020755877,0.3735663464483927,0.01770453144855736,0.01,0.01,0.2660155352760398,0.24826803460058136
348,Thirsk,-1.341377,54.23385,0.01,0.2066713177656662,0.01,0.01,0.01,0.01,0.09250801542566436,0.21555261117301042,0.01,0.01,0.01,0.17978377164999237,0.01
349,Banbury,-1.339775,52.0629,0.38981998975493376,0.21864093802987103,0.01,0.01,0.1476416829463491,0.01,0.17372141519021667,0.2781703693352881,0.17496162046842711,0.01,0.49048178065706305,0.2825307897510905,0.01
350,Stockton,-1.3289821000000002,54.57046,0.016800030518670482,0.2913323106943696,0.01,0.01,0.01,0.01,0.2527830214488511,0.4683490120241022,0.01,0.01,0.01,0.24350972321004954,0.01
351,Newbury,-1.3231138999999998,51.40141,0.01,0.10294774605586667,0.01,0.01,0.01,0.372259101936823,0.23938870701362314,0.4284455617103019,0.08317101281891251,0.01,0.01,0.3234801719469683,0.01
352,Isle of Wight,-1.304734,50.69385,0.26795692645310254,0.0928371033088667,0.01,0.01,0.05074344284086256,0.01,0.32360308961553785,0.39858914177347005,0.01,0.01,0.01,0.2831517227381234,0.01
353,Isle of Wight,-1.304734,50.69385,0.26795692645310254,0.0928371033088667,0.01,0.01,0.05074344284086256,0.01,0.32360308961553785,0.39858914177347005,0.01,0.01,0.01,0.2831517227381234,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.15086076378850627,0.019520789522857934,0.6708286224258244,0.01,0.28568747516856435,0.01,0.1806205578049377,0.34985646133433146,0.10156551028934895,0.01,0.01,0.26878027754812345,0.01
355,Shetland Islands,-1.2659409,60.52965,0.01,0.021926020027115165,0.01,0.01,0.1141612883619444,0.01,0.11274743997589211,0.14250704253413676,0.01,0.01,0.01,0.06874114691290631,0.01
356,Rugby,-1.265032,52.37088,0.08767414237642132,0.3142938509764809,0.01,0.01,0.01,0.01,0.3107784665845334,0.3603502016392084,0.19675248586360228,0.01,0.5515695949238839,0.3070208728915099,0.01
357,Oxford,-1.2577263,51.75202,0.22488719888499378,0.03751067318123469,1.0,0.01,0.42587253593156954,0.01,0.29534521012219034,0.575258601065733,0.22710460551097902,0.01,0.01,0.4612407212494758,0.01
358,Middlesbrough,-1.234956,54.57423000000001,0.019712753277853455,0.3448141708572239,0.01,0.01,0.01,0.01,0.3105714135076011,0.5730053771371317,0.01,0.01,0.01,0.30299215416318126,0.01
359,Hartlepool,-1.212926,54.69174,0.03926266162412831,0.24012850935169722,0.01,0.01,0.01,0.01,0.22158698063021914,0.4685877880954372,0.01,0.01,0.01,0.2234362831935838,0.01
360,Loughborough,-1.206166,52.7721,0.4773547250415836,0.12464452223265296,0.01,0.01,0.01,0.31964800377239205,0.523911661177823,0.396524901511148,0.01,0.01,0.01,0.31967184428444134,0.01
361,Mansfield,-1.198674,53.1472,0.3757596204096091,0.10461465354585721,0.01,0.01,0.7115820875440781,0.01,0.2798132597980647,0.45544950161424214,0.01,0.21606838040051923,0.01,0.244383853793718,0.01
362,Nottingham,-1.1581086,52.95478000000001,0.2809458516938546,0.29714218959941874,0.01,0.01,0.1520090561112165,0.6450102181330716,0.4746563014531135,0.6880743779502707,0.03602742867294846,0.01,0.01,0.46020824619153405,0.01
363,Bicester,-1.1535898999999998,51.8996,0.12762090883217633,0.05729320630747082,0.4539908165177722,0.01,0.19334222983492186,0.01,0.148348157880542,0.25372467513635216,0.10310340806409027,0.01,0.01,0.22269121000509579,0.01
364,Leicester,-1.1397591999999999,52.636880000000005,0.5867020992912673,0.19469208518706807,0.01,0.01,0.01,0.01,0.6908805031050109,0.4902727067590372,0.01,0.01,0.01,0.3980165628098192,0.01
365,Doncaster,-1.128462,53.522819999999996,0.06698672705307691,0.2867351467158899,0.01,0.01,0.01,0.5382707573023383,0.37767112311446127,0.43940945726578484,0.01,0.01,0.01,0.33206302182402364,0.01
366,Worksop,-1.122745,53.3093,0.1461687632916317,0.17757126427230457,0.01,0.01,0.7381390976025679,0.01,0.23928777422721173,0.3585611443207307,0.01,0.22413228588872572,0.01,0.1930475612477123,0.01
367,Basingstoke,-1.0923964,51.26654,0.01,0.20359502340314906,0.01,0.01,0.01,0.17850034439794968,0.17593263191591413,0.3869767736274925,0.07976193957756482,0.01,0.01,0.3100205724004067,0.01
368,Portsmouth,-1.0879769,50.81977,0.439980971864268,0.11354361574110185,0.01,0.01,0.10414988988428733,0.01,0.4570052388130061,0.564298158296446,0.01,0.01,0.01,0.37851209496198807,0.01
369,York,-1.0872979,53.95997,0.01,0.3592200525336477,0.01,0.384254962890398,0.01,1.0,0.24854437249773453,0.5417014815943825,0.01,0.01,0.01,0.4185794885829331,0.01
370,Selby,-1.067189,53.783519999999996,0.01,0.2009854802514532,0.01,0.20114989532694177,0.06168410595937168,0.7852204669528849,0.14475663387231885,0.2975146166827,0.01,0.01,0.01,0.2087358408991828,0.410018449933322
371,Helmsley,-1.0562636,54.24651,0.01,0.05664152337550156,0.01,0.11101314599431886,0.01,0.28890493262796557,0.05747268095233542,0.1272091607361009,0.01,0.01,0.01,0.08783116066942297,0.01
372,Towcester,-0.9896879999999999,52.13511,0.09962355576298565,0.14579909999117832,0.5062782533567546,0.01,0.10780500182202336,0.01,0.26797077596184,0.2368502030565985,0.1277534650903266,0.01,0.01,0.22258508620590314,0.01
373,Reading,-0.9781303,51.45426,0.04167974629275331,0.1719333290096001,0.01,0.01,0.01,0.01,0.2503596578322891,0.49475138506277505,0.05612094578093897,0.01,0.01,0.43122563131760316,0.01
374,Retford,-0.9455030000000001,53.32136,0.18463871572599758,0.12245686006047111,0.01,0.01,0.27972266617710134,0.01,0.19292918840461407,0.25860505334714223,0.01,0.16987281550562194,0.01,0.16054744932089302,0.01
375,Petersfield,-0.93899,51.00759,0.2854591761239006,0.0676469091640624,0.01,0.01,0.06757233163966105,0.01,0.2516921026895075,0.28287137995169936,0.01,0.01,0.01,0.17625039619428423,0.01
376,Northampton,-0.9026559999999999,52.24048,0.21704880270182972,0.2589671598208121,0.8579068282263194,0.01,0.18267947826487602,0.01,0.45138600830651787,0.4314527119400135,0.2597794607456413,0.01,0.01,0.3901755992370777,0.01
377,Melton Mowbray,-0.887126,52.7664,0.31694738294279423,0.05395815702754956,0.01,0.01,0.01,0.01,0.32287843841531594,0.25006934970927,0.02188529970667053,0.01,0.01,0.20040443518376766,0.01
378,Aylesbury,-0.8084,51.81561,0.3298731813751814,0.07193163851849099,0.01,0.01,0.01,0.01,0.23061198116952678,0.3877306959600467,0.07402794542720885,0.01,0.01,0.35656321319864187,0.01
379,Newark-on-Trent,-0.80657,53.070040000000006,0.18743524881046583,0.19416220097804748,0.01,0.01,0.01,0.18826660822561314,0.2627969353699191,0.4095077497522668,0.021031486003625754,0.01,0.01,0.2783029570099365,0.01
380,Malton,-0.7978970000000001,54.13684,0.01,0.09728398040154304,0.01,0.17216346792375875,0.01,0.44804491155625026,0.11002331794066478,0.24146468002476815,0.01,0.01,0.01,0.1869087759782436,0.01
381,Chichester,-0.774936,50.83761,0.24131375894167575,0.11317866723212484,0.01,0.01,0.17136742284941386,0.01,0.2918487100045499,0.3492038995915077,0.01,0.01,0.01,0.24285428197187323,0.01
382,Gainsborough,-0.774465,53.400580000000005,0.061255476512214906,0.09533283664190029,0.01,0.01,0.01,0.01,0.1868023851299091,0.23472086965521163,0.01,0.01,0.01,0.1681871175525495,0.01
383,Milton Keynes,-0.7594171,52.040620000000004,0.15290154466273917,0.16782338312729417,0.01,0.01,0.11582085709468268,0.01,0.4001167314149079,0.4410254925534932,0.01,0.01,0.01,0.38722315903466153,0.01
384,Aldershot,-0.7557509,51.24837,0.10053085184954183,0.1783065096991738,0.01,0.01,0.01,0.01,0.20584455262611115,0.4715728541756274,0.01,0.01,0.01,0.329673713724273,0.01
385,High Wycombe,-0.748229,51.628609999999995,0.44587414938310327,0.1479728936005948,0.01,0.01,0.01,0.01,0.2310334377706131,0.3647765741413892,0.08576581040770735,0.01,0.01,0.32280722290545594,0.01
386,Midhurst,-0.737274,50.9869,0.01,0.19181147063729928,0.01,0.01,0.3052972192900093,0.01,0.1705876426631148,0.29133910413255487,0.01,0.01,0.01,0.17738220564413262,0.01
387,Kettering,-0.7302489999999999,52.39632,0.26814235984977786,0.17110987924132853,0.7948943735406221,0.01,0.01,0.01,0.37953932875431623,0.2851499778002109,0.20058241747665745,0.01,0.01,0.27293824547156387,0.01
388,Wellingborough,-0.693964,52.30242,0.21054615424749618,0.10793322526574553,0.6241533522080643,0.01,0.01,0.01,0.34674222814512257,0.2520517482221443,0.15749789482343254,0.01,0.01,0.2428664569042192,0.01
389,Corby,-0.6842333,52.4923,0.2691610208721511,0.11368153378091729,0.01,0.01,0.01,0.01,0.3411678579998306,0.3017913211690264,0.06040332668462348,0.01,0.01,0.25526176121473526,0.01
390,Bognor Regis,-0.673061,50.783,0.23153454570983226,0.1016455203287204,0.01,0.01,0.16442277030536795,0.01,0.28961965720705835,0.32113686328570634,0.01,0.01,0.01,0.23042840175377147,0.01
391,Scunthorpe,-0.654413,53.58865,0.01,0.4152299727004237,0.01,0.4753964715687028,0.01,0.6185951179444447,0.2390696610430322,0.3522267431653218,0.01,0.01,0.01,0.2644537824341101,0.01
392,Grantham,-0.643582,52.912519999999994,0.28283750442492517,0.1661522438410571,0.01,0.01,0.01,0.01,0.14475133747518096,0.3105732566830545,0.06347251219023012,0.01,0.01,0.25546938598231883,0.01
393,Whitby,-0.613347,54.48633,0.01609949127088932,0.2158694548998607,0.01,0.01,0.01,0.01,0.15774113198987577,0.32393264679232614,0.01,0.01,0.01,0.16253165214044069,0.01
394,Slough,-0.5950406,51.51054,0.21635397788085742,0.21653992817934029,0.01,0.1484512449828264,0.01,0.01,0.3436426879975573,0.44360672095299164,0.01,0.01,0.01,0.33267685379538314,0.01
395,Guildford,-0.570409,51.23622,0.09716229478720352,0.14027435494591434,0.01,0.01,0.01,0.01,0.17970724349226502,0.4630321740611287,0.01,0.01,0.01,0.33007687368811295,0.01
396,Woking,-0.5600349,51.31677,0.34091892375240845,0.13014759108584528,0.01,0.01,0.01,0.01,0.25134429862820873,0.527925614395716,0.01,0.01,0.01,0.4050773431335626,0.01
397,Lincoln,-0.540579,53.23069,0.4274479769404616,0.2598674480295202,0.01,0.01,0.01,0.01,0.23395959845744657,0.4885543135143072,0.01,0.01,0.01,0.3664098239306612,0.01
398,Bedford,-0.46677820000000003,52.13864,0.01,0.048954045599471245,0.01,0.01,0.193141612049858,0.01,0.3514281100501355,0.3851437131348143,0.01,0.01,0.01,0.34533281831461227,0.01
399,Heathrow,-0.4542955,51.47002,0.31315955577372123,0.23090117643801242,0.01,0.21487436636915297,0.13178562311593833,0.01,0.5739489793931629,0.5190961713673697,0.01,0.01,0.01,0.40127242904775584,0.01
400,Driffield,-0.443377,54.006,0.049123570357325175,0.17386660430465783,0.01,0.15167758236009882,0.0930261019115878,0.01,0.12356564638705615,0.2029880606943248,0.01,0.01,0.01,0.1637382412684425,0.01
401,Beverley,-0.435093,53.84196,0.07150063115373849,0.3535480339715921,0.01,0.220770656361769,0.13540190487108364,0.01,0.21845423848371934,0.346175421534078,0.01,0.01,0.01,0.2785220448218662,0.01
402,Luton,-0.4200255,51.87867,0.2587365063435231,0.243686235893445,0.01,0.01,0.24498675191249672,0.01,0.34622237140904083,0.45659760288970347,0.01,0.01,0.01,0.34640442503159785,0.01
