index,placename,longitude,latitude,kl,tl
214,Southport,-3.010113,53.64571,0.26911231492319426,0.7092131690021037
215,Bridgwater,-3.003632,51.12789,0.9188721197020909,0.01
216,Langholm,-2.998913,55.153059999999996,0.22731123408738527,0.6807342288461937
217,Newport,-2.997664,51.58415,0.8754472636521833,0.05493811141627589
218,Axminster,-2.9949369999999997,50.78273,0.8806612868662451,0.01
219,Wrexham,-2.9924939999999998,53.043040000000005,0.318210718771596,0.6543751297880078
220,Liverpool,-2.9915726,53.40837,0.1956042898265752,0.840594041743679
221,Weston-super-Mare,-2.977255,51.347409999999996,0.9108676599498372,0.01
222,Dundee,-2.9707209999999997,56.462019999999995,0.5276594147775124,0.4400608480768745
223,Kirkwall,-2.9622491,58.984669999999994,0.5318064487570113,0.37197530327567924
224,Ambleside,-2.961333,54.428740000000005,0.012294639433001726,0.9708860872597441
225,Orkney Islands,-2.9605206,58.980940000000004,0.5333087680216492,0.37240395918596025
226,Lyme Regis,-2.936639,50.725159999999995,0.8739344469938811,0.01
227,Carlisle,-2.932931,54.892469999999996,0.1754098937792575,0.8230479322955391
228,Chester,-2.893075,53.19339,0.3280983639530896,0.6603107177190696
229,Forfar,-2.889062,56.64356,0.4949947926017814,0.4289995382543062
230,Morecambe,-2.864968,54.074169999999995,0.1575906592023666,0.8075655064069107
231,Selkirk,-2.838524,55.55066,0.3989199507790662,0.5368802779955956
232,Galashiels,-2.814449,55.62373,0.3962611512531417,0.5356610452710631
233,Lancaster,-2.8007399,54.046569999999996,0.2196256105745497,0.7638324507573306
234,St Andrews,-2.7967214,56.339780000000005,0.501371579371286,0.43115892689656493
235,Hawick,-2.780914,55.42706,0.3908522862699351,0.5331807284492031
236,Bridport,-2.758301,50.733579999999996,0.876796823732482,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.47522585736641315,0.4940970159852255
238,Penrith,-2.752708,54.6641,0.12033479582991616,0.8728124648423511
239,Kendal,-2.74629,54.32801,0.06635955825222643,0.9225112880684218
240,Street,-2.7429189999999997,51.12468,0.8631520774844247,0.01
241,Glastonbury,-2.718454,51.14743,0.8748687485625651,0.01
242,Hereford,-2.715974,52.0564,0.8136258540175497,0.10905749492466098
243,Ludlow,-2.7139129,52.36775,0.6427376109220883,0.2684220231528422
244,Preston,-2.70309,53.7632,0.2838815759264296,0.7192754183948955
245,Whitchurch,-2.682045,52.96872,0.3902108023383272,0.5328865662929171
246,Wells,-2.6445979,51.20935,0.8843207152936875,0.01
247,Yeovil,-2.633308,50.94206,0.9017813676693398,0.01
248,Wigan,-2.6325074,53.54506,0.38731910928154745,0.6101390714773718
249,Warrington,-2.5969501,53.39004,0.03580913899400493,1.0
250,Arbroath,-2.591543,56.55911,0.5485646990111853,0.3767569253892397
251,Bristol,-2.58791,51.45451,0.9555479244586607,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.7840986078324576,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.846504315797112,0.053972858654315205
254,Jedburgh,-2.5549369,55.47772,0.4282314245899348,0.47547780797794525
255,Sedbergh,-2.5281740000000004,54.32363,0.14201283807395032,0.794030555728401
256,Sedbergh,-2.5281740000000004,54.32363,0.14201283807395032,0.794030555728401
257,Nantwich,-2.524102,53.06718000000001,0.353350781778917,0.5922597395257961
258,Banff,-2.524038,57.666509999999995,0.5775133889445356,0.3182281969109854
259,Dunbar,-2.516737,56.00209,0.5044416708579083,0.4321985603242673
260,Cinderford,-2.5009579,51.8253,0.8412807092345121,0.05379865039166023
261,Banchory,-2.4909599,57.05386,0.5872421318096274,0.32052256048432554
262,Blackburn,-2.487529,53.748580000000004,0.3737032501152736,0.6029723228106657
263,Market Drayton,-2.483485,52.90355,0.3823463273931526,0.5292801923933697
264,Telford,-2.4672611,52.67759,0.5178577165995819,0.4367416723720367
265,Montrose,-2.4661150000000003,56.70692,0.5916490673110183,0.3215618635499592
266,Turriff,-2.4623,57.53893000000001,0.5803421244440862,0.3188953075314203
267,Weymouth,-2.457621,50.61443,0.8978130309747625,0.01
268,Crewe,-2.4438209,53.1004,0.4155395938432242,0.5445014666171131
269,Fortuneswell,-2.4422189999999997,50.55919,0.856593321494974,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.9150117197511937,0.01
271,Alston,-2.438685,54.812169999999995,0.22577218656460019,0.6796856807842271
272,Kelso,-2.432207,55.600030000000004,0.48558503736626396,0.4258130872537517
273,Wincanton,-2.416007,51.055690000000006,0.8679201317626811,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.30567260161540205,0.6468484542748295
275,Sark,-2.3666256000000003,49.43007,0.7840986078324576,0.01
276,Bath,-2.3590167,51.38106,0.9291292440342106,0.01
277,Kidderminster,-2.2496839,52.3886,0.7534045529069319,0.1624493180279544
278,Manchester,-2.2426305,53.48076,0.2551383127901332,0.79119106173626
279,Burnley,-2.2405035,53.78929,0.32002344464689503,0.6554633154611634
280,Gloucester,-2.238156,51.86424,0.8291161721177858,0.11012299289992952
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.36062780278898715,0.5960900215509431
282,Worcester,-2.221575,52.19364,0.8299118294580566,0.11017772200746498
283,Trowbridge,-2.208853,51.31966,0.9263073012683696,0.01
284,Shaftesbury,-2.198083,51.0046,0.8754271108580574,0.01
285,Alderney,-2.1973557,49.715,0.7840986078324576,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.4282726219316367,0.5503403891746109
287,Colne,-2.176991,53.85564,0.30355137902476304,0.6455750769461549
288,Blandford Forum,-2.165353,50.85691,0.8660972863542957,0.01
289,Rochdale,-2.1561,53.60971,0.3287328739317352,0.6606916162750206
290,Jersey,-2.13125,49.21444,0.7840986078324576,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.7738691191771262,0.1646289058482585
292,Stafford,-2.12066,52.80669,0.6741635506995661,0.27438512933022746
293,Macclesfield,-2.119287,53.25866,0.321929370706835,0.6566074495306232
294,Hexham,-2.1121439,54.97266,0.4632505573442406,0.4893523986148458
295,Aberdeen,-2.094278,57.149719999999995,0.6334879657511743,0.33142887780461816
296,Dudley,-2.081112,52.51225,0.8209623801159429,0.10956213618849814
297,Cheltenham,-2.0782533,51.899390000000004,0.8250322856709487,0.10984208370799593
298,Bromsgrove,-2.061906,52.33559,0.8103622360634231,0.10883300771273477
299,Skipton,-2.0162787,53.96285,0.3523876182828663,0.5917527755056161
300,Fraserburgh,-2.007631,57.69335,0.5829443299835795,0.31950899479635764
301,Berwick,-2.005395,55.77024,0.5900576662882158,0.3211865578616574
302,Poole,-1.987248,50.71505,0.9142957641159316,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.822045265790761,0.1096366222311023
304,Cirencester,-1.968243,51.71849,0.8689899391178694,0.05472275842691096
305,Evesham,-1.9467700000000001,52.09215,0.7465508787372528,0.16171936438284237
306,Buxton,-1.91483,53.259080000000004,0.2629989194202583,0.7050481325677258
307,Keighley,-1.9123580000000002,53.8678,0.41203748471161467,0.5428955215217762
308,Birmingham,-1.8904009999999998,52.48624,0.8624246573025243,0.11241410940857376
309,Bournemouth,-1.880769,50.719159999999995,0.9294202382273626,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.5591602037010662,0.37978013477930417
311,Salisbury,-1.794472,51.06878,0.909029594036827,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.8975219110296018,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.5282028041103561,0.4402448574841325
314,Peterhead,-1.784066,57.50812,0.5935119814333419,0.3220012011254086
315,Swindon,-1.7797176,51.55577,0.8729655803203447,0.05485534680976918
316,Bradford,-1.759398,53.79598000000001,0.5830580442741455,0.38659889218043075
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.4694376708962119,0.49180373481325773
318,Marlborough,-1.7270619999999999,51.42007,0.8405356999064442,0.053773804190257214
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.7093020492680174,0.2173474429804584
320,Alnwick,-1.7062990000000002,55.41274,0.5894300865607004,0.32103855353199784
321,Otley,-1.691786,53.90583,0.5944128521658426,0.32221365663190105
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.5032898555588319,0.43180851797775194
323,Burton upon Trent,-1.6371358999999999,52.81403,0.7640519506713612,0.16358332390811242
324,Newcastle,-1.61778,54.97825,0.6995270169494273,0.2791978745765238
325,Durham,-1.5848520000000001,54.77525,0.5750777071918776,0.38432186709204263
326,Ashington,-1.5659829,55.18298000000001,0.6463557146189471,0.269108562255823
327,Darlington,-1.559458,54.52361,0.5143570734985331,0.43555624008047
328,Leeds,-1.5490774,53.80076,0.7013845172306902,0.2795503372707224
329,Harrogate,-1.5418120000000002,53.99211999999999,0.6260462970311157,0.3296738829534919
330,Leamington Spa,-1.5200789,52.28519,0.5748365228457862,0.3842530500983098
331,Coventry,-1.519693,52.40682,0.6831587699402856,0.27609198194310336
332,Blyth,-1.510277,55.12696,0.6494529469705409,0.2696962654557707
333,Wakefield,-1.505924,53.6833,0.6225415254054271,0.32884734036085034
334,Andover,-1.4919233,51.2112,0.899951688769366,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.8514692863896572,0.05413844135865843
336,Barnsley,-1.479726,53.55263000000001,0.37257312109587387,0.6023774759821194
337,Derby,-1.4746186000000001,52.92253,0.5313063391349166,0.44129581598802
338,Sheffield,-1.470085,53.381130000000006,0.24170288272600757,0.7808405482149958
339,Nuneaton,-1.465382,52.52049,0.7214707496028675,0.21913308847348156
340,Northallerton,-1.429959,54.337959999999995,0.5912047786969772,0.32145708540685874
341,South Shields,-1.427406,54.99941999999999,0.6678585280369785,0.27318874443755436
342,Chesterfield,-1.421629,53.23505,0.02350331974761656,0.9847638455240241
343,Southampton,-1.4043508999999998,50.9097,0.9468520263836523,0.01
344,Wetherby,-1.384816,53.92706,0.5902707251838294,0.3212368042887498
345,Sunderland,-1.383801,54.90687,0.6251806653966311,0.3294697380071578
346,Rotherham,-1.3635008999999998,53.4326,0.27371274925210953,0.7123474299189205
347,Castleford,-1.345968,53.72346999999999,0.7104129584803127,0.21751045874824848
348,Thirsk,-1.341377,54.23385,0.5850858815759845,0.32001404442426723
349,Banbury,-1.339775,52.0629,0.656626206877959,0.2710573993078941
350,Stockton,-1.3289821000000002,54.57046,0.7131793325346436,0.21791639884260558
351,Newbury,-1.3231138999999998,51.40141,0.9186579804021845,0.01
352,Isle of Wight,-1.304734,50.69385,0.913981849742024,0.01
353,Isle of Wight,-1.304734,50.69385,0.913981849742024,0.01
354,Abingdon,-1.2879528999999998,51.67078,0.8558013117741662,0.0542829152211074
355,Shetland Islands,-1.2659409,60.52965,0.5562682774462007,0.3132178877056479
356,Rugby,-1.265032,52.37088,0.6175034676244717,0.32765919751307476
357,Oxford,-1.2577263,51.75202,0.8923734816100266,0.05550260397298324
358,Middlesbrough,-1.234956,54.57423000000001,0.7263666883299382,0.21985152270898276
359,Hartlepool,-1.212926,54.69174,0.6111395256404529,0.3261583667404397
360,Loughborough,-1.206166,52.7721,0.724307838904585,0.21954940538371126
361,Mansfield,-1.198674,53.1472,0.07003584518372775,0.9265572489995394
362,Nottingham,-1.1581086,52.95478000000001,0.24144522179138844,0.7806420489503688
363,Bicester,-1.1535898999999998,51.8996,0.694265674069308,0.2151409924256621
364,Leicester,-1.1397591999999999,52.636880000000005,0.8398037212555931,0.11085813351442364
365,Doncaster,-1.128462,53.522819999999996,0.37530669367168623,0.6038163001777732
