placename,FATHER=BATH≠TRAP,FATHER=CLOTH≠LOT,FATHER=DRESS,FATHER=FACE,FATHER=KIT,FATHER=LOT,"FATHER=PALM≠BATH,TRAP",FATHER=SQUARE,FATHER=TRAP,longitude,latitude
Dunfermline,0.10000000,0.00000000,0.00000000,0.116666667,0.01666667,0.00000000,0.10000000,0.00000000,0.66666667, -3.4521510,56.07174
Perth,0.10000000,0.00000000,0.00000000,0.083333333,0.01666667,0.00000000,0.06666667,0.00000000,0.73333333, -3.4308381,56.39499
Prestatyn,0.13333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.83333333,0.00000000,0.03333333, -3.4076130,53.33651
Builth Wells,0.42500000,0.00000000,0.00000000,0.008333333,0.00000000,0.00000000,0.35833333,0.00000000,0.20833333, -3.4045920,52.15002
Braemar,0.10000000,0.00000000,0.00000000,0.083333333,0.00000000,0.00000000,0.13333333,0.00000000,0.68333333, -3.3979439,57.00647
Brecon,0.49166667,0.00000000,0.00000000,0.008333333,0.00000000,0.00000000,0.29166667,0.00000000,0.20833333, -3.3914630,51.94895
Merthyr Tydfil,0.49166667,0.00000000,0.00000000,0.008333333,0.00000000,0.00000000,0.29166667,0.00000000,0.20833333, -3.3816460,51.74873
Llandrindod Wells,0.37500000,0.00000000,0.00000000,0.008333333,0.00000000,0.00000000,0.40833333,0.00000000,0.20833333, -3.3777420,52.24170
Corwen,0.20000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.73333333,0.00000000,0.06666667, -3.3692420,52.98005
Cockermouth,0.03389831,0.00000000,0.03389831,0.000000000,0.03389831,0.00000000,0.67796610,0.00000000,0.22033898, -3.3679850,54.66326
Lockerbie,0.15000000,0.00000000,0.00000000,0.066666667,0.03333333,0.00000000,0.18333333,0.00000000,0.56666667, -3.3490080,55.12224
Blairgowrie,0.10000000,0.00000000,0.00000000,0.066666667,0.01666667,0.00000000,0.10000000,0.00000000,0.71666667, -3.3378318,56.58941
Elgin,0.10000000,0.00000000,0.00000000,0.066666667,0.00000000,0.00000000,0.13333333,0.00000000,0.70000000, -3.3184850,57.64945
Newtown,0.33333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.63333333,0.00000000,0.03333333, -3.3131060,52.51211
Ruthin,0.20000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.73333333,0.00000000,0.06666667, -3.3103108,53.11487
Ruthin,0.20000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.73333333,0.00000000,0.06666667, -3.3103108,53.11487
Sidmouth,0.60000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.26666667,0.00000000,0.13333333, -3.2375600,50.67865
Barrow-in-Furness,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81034483,0.00000000,0.12068966, -3.2188940,54.10897
Peebles,0.10000000,0.00000000,0.00000000,0.100000000,0.03333333,0.00000000,0.13333333,0.00000000,0.63333333, -3.1936420,55.65307
Edinburgh,0.06666667,0.00000000,0.00000000,0.116666667,0.01666667,0.00000000,0.13333333,0.00000000,0.66666667, -3.1882670,55.95325
Cardiff,0.38333333,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.31666667,0.00000000,0.23333333, -3.1790900,51.48158
Llangollen,0.26666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.66666667,0.00000000,0.06666667, -3.1716600,52.96921
Kirkcaldy,0.10000000,0.00000000,0.00000000,0.083333333,0.01666667,0.00000000,0.06666667,0.00000000,0.73333333, -3.1581370,56.11682
Welshpool,0.33333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.63333333,0.00000000,0.03333333, -3.1464070,52.66035
Mold,0.20000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.73333333,0.00000000,0.06666667, -3.1419030,53.16720
Mold,0.20000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.73333333,0.00000000,0.06666667, -3.1419030,53.16720
Taunton,0.61666667,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.25000000,0.00000000,0.06666667, -3.1068490,51.01534
Wick,0.10000000,0.00000000,0.00000000,0.100000000,0.00000000,0.00000000,0.13333333,0.00000000,0.66666667, -3.0937160,58.43894
John o' Groats,0.06666667,0.00000000,0.00000000,0.133333333,0.00000000,0.00000000,0.13333333,0.00000000,0.66666667, -3.0688997,58.63734
Dalkeith,0.06666667,0.00000000,0.00000000,0.116666667,0.05000000,0.00000000,0.13333333,0.00000000,0.63333333, -3.0666060,55.89312
Oswestry,0.26666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.66666667,0.00000000,0.06666667, -3.0564120,52.85715
Blackpool,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.89655172,0.00000000,0.03448276, -3.0356748,53.81751
Birkenhead,0.13333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.83333333,0.00000000,0.03333333, -3.0230090,53.38999
Cupar,0.10000000,0.00000000,0.00000000,0.083333333,0.01666667,0.00000000,0.06666667,0.00000000,0.73333333, -3.0101370,56.32023
Southport,0.06896552,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.82758621,0.00000000,0.06896552, -3.0101130,53.64571
Bridgwater,0.61666667,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.18333333,0.00000000,0.13333333, -3.0036320,51.12789
Langholm,0.00000000,0.00000000,0.00000000,0.066666667,0.03333333,0.00000000,0.38333333,0.00000000,0.51666667, -2.9989130,55.15306
Newport,0.38333333,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.25000000,0.00000000,0.30000000, -2.9976640,51.58415
Axminster,0.65000000,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.25000000,0.00000000,0.06666667, -2.9949370,50.78273
Wrexham,0.16666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.76666667,0.00000000,0.06666667, -2.9924940,53.04304
Liverpool,0.10000000,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.83333333,0.00000000,0.03333333, -2.9915726,53.40837
Weston-super-Mare,0.51666667,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.21666667,0.00000000,0.20000000, -2.9772550,51.34741
Dundee,0.10000000,0.00000000,0.00000000,0.083333333,0.01666667,0.00000000,0.10000000,0.00000000,0.70000000, -2.9707210,56.46202
Kirkwall,0.06666667,0.00000000,0.00000000,0.133333333,0.00000000,0.00000000,0.13333333,0.00000000,0.66666667, -2.9622491,58.98467
Ambleside,0.10344828,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.77586207,0.00000000,0.12068966, -2.9613330,54.42874
Orkney Islands,0.06666667,0.00000000,0.00000000,0.133333333,0.00000000,0.00000000,0.13333333,0.00000000,0.66666667, -2.9605206,58.98094
Lyme Regis,0.65000000,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.25000000,0.00000000,0.06666667, -2.9366390,50.72516
Carlisle,0.05000000,0.00000000,0.00000000,0.000000000,0.03333333,0.00000000,0.48333333,0.00000000,0.43333333, -2.9329310,54.89247
Chester,0.13333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.80000000,0.00000000,0.06666667, -2.8930750,53.19339
Forfar,0.06666667,0.00000000,0.00000000,0.100000000,0.01666667,0.00000000,0.13333333,0.00000000,0.68333333, -2.8890620,56.64356
Morecambe,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.89655172,0.00000000,0.03448276, -2.8649680,54.07417
Selkirk,0.10000000,0.00000000,0.00000000,0.116666667,0.05000000,0.00000000,0.20000000,0.00000000,0.53333333, -2.8385240,55.55066
Galashiels,0.06666667,0.00000000,0.00000000,0.116666667,0.05000000,0.00000000,0.20000000,0.00000000,0.56666667, -2.8144490,55.62373
Lancaster,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.89655172,0.00000000,0.03448276, -2.8007399,54.04657
St Andrews,0.10000000,0.00000000,0.00000000,0.083333333,0.01666667,0.00000000,0.10000000,0.00000000,0.70000000, -2.7967214,56.33978
Hawick,0.03333333,0.00000000,0.00000000,0.066666667,0.03333333,0.00000000,0.36666667,0.00000000,0.50000000, -2.7809140,55.42706
Bridport,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.33333333,0.00000000,0.03333333, -2.7583010,50.73358
Shrewsbury,0.30000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.60000000,0.00000000,0.10000000, -2.7553268,52.70730
Penrith,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.51666667,0.00000000,0.40000000, -2.7527080,54.66410
Kendal,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.77586207,0.00000000,0.15517241, -2.7462900,54.32801
Street,0.56666667,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.23333333,0.00000000,0.13333333, -2.7429190,51.12468
Glastonbury,0.56666667,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.23333333,0.00000000,0.13333333, -2.7184540,51.14743
Hereford,0.56666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.30000000,0.00000000,0.13333333, -2.7159740,52.05640
Ludlow,0.40000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.53333333,0.03333333,0.03333333, -2.7139129,52.36775
Preston,0.06896552,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.79310345,0.00000000,0.10344828, -2.7030900,53.76320
Whitchurch,0.23333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.66666667,0.00000000,0.10000000, -2.6820450,52.96872
Wells,0.60000000,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.20000000,0.00000000,0.13333333, -2.6445979,51.20935
Yeovil,0.63333333,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.23333333,0.00000000,0.06666667, -2.6333080,50.94206
Wigan,0.06666667,0.00000000,0.00000000,0.066666667,0.00000000,0.00000000,0.73333333,0.00000000,0.13333333, -2.6325074,53.54506
Warrington,0.06666667,0.00000000,0.00000000,0.066666667,0.00000000,0.00000000,0.80000000,0.00000000,0.06666667, -2.5969501,53.39004
Arbroath,0.06666667,0.00000000,0.00000000,0.100000000,0.01666667,0.00000000,0.13333333,0.00000000,0.68333333, -2.5915430,56.55911
Bristol,0.66666667,0.03333333,0.00000000,0.033333333,0.00000000,0.00000000,0.13333333,0.00000000,0.13333333, -2.5879100,51.45451
Guernsey,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.26666667,0.00000000,0.10000000, -2.5852780,49.46569
Ross-on-Wye,0.73333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20000000,0.00000000,0.06666667, -2.5824460,51.91445
Jedburgh,0.03333333,0.00000000,0.00000000,0.066666667,0.03333333,0.00000000,0.33333333,0.00000000,0.53333333, -2.5549369,55.47772
Sedbergh,0.10344828,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81034483,0.00000000,0.08620690, -2.5281740,54.32363
Sedbergh,0.10344828,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81034483,0.00000000,0.08620690, -2.5281740,54.32363
Nantwich,0.16666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.76666667,0.00000000,0.06666667, -2.5241020,53.06718
Banff,0.10000000,0.00000000,0.00000000,0.066666667,0.00000000,0.00000000,0.13333333,0.00000000,0.70000000, -2.5240380,57.66651
Dunbar,0.10000000,0.00000000,0.00000000,0.083333333,0.05000000,0.00000000,0.10000000,0.00000000,0.66666667, -2.5167370,56.00209
Cinderford,0.76666667,0.03333333,0.00000000,0.000000000,0.00000000,0.00000000,0.13333333,0.00000000,0.06666667, -2.5009579,51.82530
Banchory,0.06666667,0.00000000,0.00000000,0.083333333,0.01666667,0.00000000,0.13333333,0.00000000,0.70000000, -2.4909599,57.05386
Blackburn,0.06896552,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.72413793,0.00000000,0.17241379, -2.4875290,53.74858
Market Drayton,0.26666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.63333333,0.00000000,0.10000000, -2.4834850,52.90355
Telford,0.30000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.60000000,0.03333333,0.06666667, -2.4672611,52.67759
Montrose,0.06666667,0.00000000,0.00000000,0.100000000,0.01666667,0.00000000,0.13333333,0.00000000,0.68333333, -2.4661150,56.70692
Turriff,0.10000000,0.00000000,0.00000000,0.066666667,0.00000000,0.00000000,0.13333333,0.00000000,0.70000000, -2.4623000,57.53893
Weymouth,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.33333333,0.00000000,0.03333333, -2.4576210,50.61443
Crewe,0.16666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.76666667,0.00000000,0.06666667, -2.4438209,53.10040
Fortuneswell,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.33333333,0.00000000,0.03333333, -2.4422190,50.55919
Dorchester,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.36666667,0.00000000,0.00000000, -2.4411810,50.71116
Alston,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.51666667,0.00000000,0.36666667, -2.4386850,54.81217
Kelso,0.06666667,0.00000000,0.00000000,0.083333333,0.05000000,0.00000000,0.33333333,0.00000000,0.46666667, -2.4322070,55.60003
Wincanton,0.56666667,0.03333333,0.00000000,0.000000000,0.00000000,0.00000000,0.30000000,0.00000000,0.10000000, -2.4160070,51.05569
Clitheroe,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.74137931,0.00000000,0.18965517, -2.3930830,53.87110
Sark,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.26666667,0.00000000,0.10000000, -2.3666256,49.43007
Bath,0.66666667,0.03333333,0.00000000,0.000000000,0.00000000,0.00000000,0.16666667,0.00000000,0.13333333, -2.3590167,51.38106
Kidderminster,0.28333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.61666667,0.03333333,0.06666667, -2.2496839,52.38860
Manchester,0.03333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.86666667,0.00000000,0.06666667, -2.2426305,53.48076
Burnley,0.06896552,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.70689655,0.00000000,0.22413793, -2.2405035,53.78929
Gloucester,0.73333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20000000,0.00000000,0.06666667, -2.2381560,51.86424
Newcastle-under-Lyme,0.13333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.80000000,0.00000000,0.06666667, -2.2273002,53.01321
Worcester,0.41666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.51666667,0.03333333,0.03333333, -2.2215750,52.19364
Trowbridge,0.66666667,0.03333333,0.00000000,0.000000000,0.00000000,0.00000000,0.16666667,0.00000000,0.13333333, -2.2088530,51.31966
Shaftesbury,0.60000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.36666667,0.00000000,0.03333333, -2.1980830,51.00460
Alderney,0.71666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.25000000,0.00000000,0.03333333, -2.1973557,49.71500
Stoke-on-Trent,0.13333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.80000000,0.00000000,0.06666667, -2.1794040,53.00267
Colne,0.03448276,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.74137931,0.00000000,0.22413793, -2.1769910,53.85564
Blandford Forum,0.60000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.40000000,0.00000000,0.00000000, -2.1653530,50.85691
Rochdale,0.03333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.80000000,0.00000000,0.13333333, -2.1561000,53.60971
Jersey,0.70000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20000000,0.00000000,0.10000000, -2.1312500,49.21444
Wolverhampton,0.15000000,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.71666667,0.03333333,0.06666667, -2.1288200,52.58697
Stafford,0.16666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.66666667,0.03333333,0.10000000, -2.1206600,52.80669
Macclesfield,0.06666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.90000000,0.00000000,0.00000000, -2.1192870,53.25866
Hexham,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.55000000,0.00000000,0.33333333, -2.1121439,54.97266
Aberdeen,0.06666667,0.00000000,0.00000000,0.050000000,0.01666667,0.00000000,0.13333333,0.00000000,0.73333333, -2.0942780,57.14972
Dudley,0.21666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.68333333,0.03333333,0.06666667, -2.0811120,52.51225
Cheltenham,0.80000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20000000,0.00000000,0.00000000, -2.0782533,51.89939
Bromsgrove,0.25000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.65000000,0.03333333,0.06666667, -2.0619060,52.33559
Skipton,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81666667,0.00000000,0.18333333, -2.0162787,53.96285
Fraserburgh,0.13333333,0.00000000,0.00000000,0.050000000,0.00000000,0.00000000,0.13333333,0.00000000,0.68333333, -2.0076310,57.69335
Berwick,0.03333333,0.00000000,0.00000000,0.050000000,0.05000000,0.00000000,0.30000000,0.00000000,0.56666667, -2.0053950,55.77024
Poole,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.36666667,0.00000000,0.00000000, -1.9872480,50.71505
Walsall,0.15000000,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.71666667,0.03333333,0.06666667, -1.9829190,52.58621
Cirencester,0.88333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.11666667,0.00000000,0.00000000, -1.9682430,51.71849
Evesham,0.45000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.51666667,0.00000000,0.03333333, -1.9467700,52.09215
Buxton,0.06666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.86666667,0.00000000,0.03333333, -1.9148300,53.25908
Keighley,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.71666667,0.00000000,0.25000000, -1.9123580,53.86780
Birmingham,0.18333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.68333333,0.03333333,0.06666667, -1.8904010,52.48624
Bournemouth,0.66666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.33333333,0.00000000,0.00000000, -1.8807690,50.71916
Halifax,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.65000000,0.00000000,0.31666667, -1.8575400,53.72702
Salisbury,0.70000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.30000000,0.00000000,0.00000000, -1.7944720,51.06878
Ringwood,0.63333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.36666667,0.00000000,0.00000000, -1.7888170,50.84495
Huddersfield,0.06666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.58333333,0.00000000,0.35000000, -1.7850351,53.64579
Peterhead,0.13333333,0.00000000,0.00000000,0.050000000,0.01666667,0.00000000,0.13333333,0.00000000,0.66666667, -1.7840660,57.50812
Swindon,0.85000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.15000000,0.00000000,0.00000000, -1.7797176,51.55577
Bradford,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.71666667,0.00000000,0.25000000, -1.7593980,53.79598
Ashbourne,0.13333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.73333333,0.00000000,0.10000000, -1.7321790,53.01663
Marlborough,0.76666667,0.00000000,0.00000000,0.000000000,0.01666667,0.00000000,0.21666667,0.00000000,0.00000000, -1.7270620,51.42007
Stratford-upon-Avon,0.30000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.66666667,0.00000000,0.03333333, -1.7082980,52.19173
Alnwick,0.05000000,0.00000000,0.00000000,0.000000000,0.03333333,0.00000000,0.58333333,0.00000000,0.33333333, -1.7062990,55.41274
Otley,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.75000000,0.00000000,0.21666667, -1.6917860,53.90583
Bishop Auckland,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.58333333,0.00000000,0.30000000, -1.6787880,54.66382
Burton upon Trent,0.16666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.73333333,0.00000000,0.06666667, -1.6371359,52.81403
Newcastle,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.55000000,0.00000000,0.33333333, -1.6177800,54.97825
Durham,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.51666667,0.00000000,0.36666667, -1.5848520,54.77525
Ashington,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.58333333,0.00000000,0.33333333, -1.5659829,55.18298
Darlington,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.58333333,0.00000000,0.30000000, -1.5594580,54.52361
Leeds,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.71666667,0.00000000,0.25000000, -1.5490774,53.80076
Harrogate,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.71666667,0.00000000,0.25000000, -1.5418120,53.99212
Leamington Spa,0.28333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.68333333,0.00000000,0.03333333, -1.5200789,52.28519
Coventry,0.21666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.71666667,0.00000000,0.06666667, -1.5196930,52.40682
Blyth,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.55000000,0.00000000,0.33333333, -1.5102770,55.12696
Wakefield,0.06779661,0.00000000,0.00000000,0.016949153,0.00000000,0.00000000,0.64406780,0.00000000,0.27118644, -1.5059240,53.68330
Andover,0.74576271,0.00000000,0.00000000,0.000000000,0.01694915,0.00000000,0.23728814,0.00000000,0.00000000, -1.4919233,51.21120
Witney,0.80000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.20000000,0.00000000,0.00000000, -1.4850544,51.78594
Barnsley,0.06896552,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.58620690,0.00000000,0.31034483, -1.4797260,53.55263
Derby,0.13333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.73333333,0.00000000,0.10000000, -1.4746186,52.92253
Sheffield,0.06896552,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.65517241,0.00000000,0.24137931, -1.4700850,53.38113
Nuneaton,0.26666667,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.66666667,0.00000000,0.03333333, -1.4653820,52.52049
Northallerton,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.68333333,0.00000000,0.23333333, -1.4299590,54.33796
South Shields,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.58333333,0.00000000,0.33333333, -1.4274060,54.99942
Chesterfield,0.03448276,0.00000000,0.00000000,0.068965517,0.00000000,0.00000000,0.68965517,0.00000000,0.20689655, -1.4216290,53.23505
Southampton,0.71666667,0.00000000,0.00000000,0.000000000,0.01666667,0.00000000,0.26666667,0.00000000,0.00000000, -1.4043509,50.90970
Wetherby,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.70000000,0.00000000,0.26666667, -1.3848160,53.92706
Sunderland,0.08333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.55000000,0.00000000,0.36666667, -1.3838010,54.90687
Rotherham,0.06896552,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.65517241,0.00000000,0.24137931, -1.3635009,53.43260
Castleford,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.70000000,0.00000000,0.26666667, -1.3459680,53.72347
Thirsk,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.76666667,0.00000000,0.20000000, -1.3413770,54.23385
Banbury,0.51666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.48333333,0.00000000,0.00000000, -1.3397750,52.06290
Stockton,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.55000000,0.00000000,0.33333333, -1.3289821,54.57046
Newbury,0.89655172,0.00000000,0.00000000,0.000000000,0.01724138,0.00000000,0.08620690,0.00000000,0.00000000, -1.3231139,51.40141
Isle of Wight,0.76666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.23333333,0.00000000,0.00000000, -1.3047340,50.69385
Isle of Wight,0.76666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.23333333,0.00000000,0.00000000, -1.3047340,50.69385
Abingdon,0.82758621,0.00000000,0.00000000,0.000000000,0.01724138,0.00000000,0.15517241,0.00000000,0.00000000, -1.2879529,51.67078
Shetland Islands,0.10000000,0.00000000,0.00000000,0.133333333,0.00000000,0.00000000,0.13333333,0.00000000,0.63333333, -1.2659409,60.52965
Rugby,0.41666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.53333333,0.01666667,0.03333333, -1.2650320,52.37088
Oxford,0.81034483,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.18965517,0.00000000,0.00000000, -1.2577263,51.75202
Middlesbrough,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.58333333,0.00000000,0.30000000, -1.2349560,54.57423
Hartlepool,0.11666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.65000000,0.00000000,0.23333333, -1.2129260,54.69174
Loughborough,0.30000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.60000000,0.00000000,0.10000000, -1.2061660,52.77210
Mansfield,0.06779661,0.00000000,0.00000000,0.050847458,0.00000000,0.00000000,0.71186441,0.00000000,0.16949153, -1.1986740,53.14720
Nottingham,0.13333333,0.00000000,0.00000000,0.033333333,0.00000000,0.00000000,0.76666667,0.00000000,0.06666667, -1.1581086,52.95478
Bicester,0.68333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.31666667,0.00000000,0.00000000, -1.1535899,51.89960
Leicester,0.36666667,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.56666667,0.00000000,0.06666667, -1.1397592,52.63688
Doncaster,0.06896552,0.00000000,0.00000000,0.034482759,0.00000000,0.00000000,0.55172414,0.00000000,0.34482759, -1.1284620,53.52282
Worksop,0.03448276,0.00000000,0.00000000,0.068965517,0.00000000,0.00000000,0.68965517,0.00000000,0.20689655, -1.1227450,53.30930
Basingstoke,0.87931034,0.00000000,0.00000000,0.000000000,0.01724138,0.00000000,0.10344828,0.00000000,0.00000000, -1.0923964,51.26654
Portsmouth,0.73333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.26666667,0.00000000,0.00000000, -1.0879769,50.81977
York,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.70000000,0.00000000,0.26666667, -1.0872979,53.95997
Selby,0.03333333,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.73333333,0.00000000,0.23333333, -1.0671890,53.78352
Helmsley,0.00000000,0.00000000,0.00000000,0.000000000,0.00000000,0.00000000,0.81666667,0.00000000,0.18333333, -1.0562636,54.24651
