index,placename,longitude,latitude,dont_have,havent,havent_got
69,Kilkeel,-6.007004,54.06312,0.8015820509261402,0.3759829036280375,0.17406531646747847
70,Mull,-6.0008870000000005,56.4392,0.8436107299453645,0.37067426013083166,0.14042686851757838
71,Belfast,-5.93012,54.597280000000005,0.7843065525981004,0.4044245691433312,0.2913766845745971
72,Broadford,-5.9096592,57.24139,0.8200291419269172,0.4320007290494696,0.06985824839366396
73,Down,-5.7156921999999994,54.32875,0.7782888004256197,0.38615381593167014,0.2435720976234005
74,Kyle of Lochalsh,-5.7143293,57.28261,0.8200291419269172,0.4320007290494696,0.06985824839366396
75,Campbeltown,-5.605373999999999,55.424119999999995,0.863437772603979,0.45347837262055657,0.1137756433138476
76,Penzance,-5.537592,50.1188,0.2591319553310819,0.1808101245011533,0.7535770298893325
77,Oban,-5.471047,56.41516,0.9346576972735573,0.01,0.14348369464623925
78,Lochgilphead,-5.4323449,56.03829,0.8955559351315511,0.01,0.1388104759267464
79,Helston,-5.274996,50.10159,0.24357629688043303,0.1782937729102934,0.7421035838655575
80,Redruth,-5.226666000000001,50.23302,0.24971624010760163,0.17928699707733797,0.7466322450874182
81,Ullapool,-5.161313,57.895419999999994,0.8841327983507601,0.35239125530215215,0.10131467544248034
82,Ballachulish,-5.133719999999999,56.673930000000006,0.8027996736346193,0.3483876359430383,0.0993588294524837
83,Fort William,-5.1052179,56.81981999999999,0.9027261681912044,0.3693416782095202,0.10959538008739034
84,Achnasheen,-5.078765799999999,57.578590000000005,0.8104914448329888,0.3375005695698981,0.09404022019431553
85,Newquay,-5.0737190000000005,50.4155,0.25760671494601256,0.18056339492158652,0.7524520525515429
86,Falmouth,-5.066269999999999,50.152570000000004,0.2618098350158814,0.1812433100732301,0.7555521637686975
87,Rothesay,-5.055793,55.83596,0.8632798224839519,0.01,0.20392654509987107
88,Truro,-5.051041000000001,50.2632,0.280108192975915,0.18420333277551135,0.7690485530757923
89,Milford Haven,-5.0426971,51.71431,0.2762416517349626,0.5507336573168471,0.6466205007296925
90,Stranraer,-5.024055000000001,54.903369999999995,0.7206986979809077,0.4470816338846337,0.25677817909669665
91,Fishguard,-4.975989,51.99393,0.32791965243080645,0.5446875994406962,0.5796123780132229
92,Inchnadamph,-4.974295,58.15221,0.8104914448329888,0.3375005695698981,0.09404022019431553
93,Haverfordwest,-4.971319,51.800470000000004,0.3467420226209739,0.5533282179821332,0.5899307398674282
94,Dunoon,-4.926214,55.95097,0.8557136323243975,0.01,0.2027191986578861
95,Pembroke,-4.908637000000001,51.674040000000005,0.36113132943335696,0.5599337894370211,0.5978189108587156
96,Girvan,-4.8542179,55.240159999999996,0.7806320473222402,0.4640480266333416,0.1936447331616981
97,Wadebridge,-4.836456,50.51665,0.2477335850338234,0.17896627408995325,0.7451698906621826
98,Invergarry,-4.800261,57.07095,0.8027996736346193,0.3483876359430383,0.0993588294524837
99,St Austell,-4.7834252,50.340379999999996,0.25205078768703043,0.17966464374103083,0.7483541462031753
100,Greenock,-4.7719830000000005,55.956480000000006,0.9602827184004932,0.01,0.1465462504457169
101,Helensburgh,-4.734014,56.00232,0.9265268964619103,0.01,0.14251194788916313
102,Bodmin,-4.7188629,50.4715,0.24379898994663582,0.17832979671816956,0.7422678364353252
103,Tenby,-4.703579,51.672740000000005,0.3467420226209739,0.5533282179821332,0.5899307398674282
104,Camelford,-4.682364,50.62206,0.22921443283452783,0.17597053474237653,0.7315106493103114
105,Irvine,-4.6696364,55.61156999999999,0.8989503258526428,0.01,0.2096185320071282
106,Cardigan,-4.660864,52.0837,0.27286185189612405,0.5490934633515573,0.6444837705367551
107,Holyhead,-4.633038,53.30944,0.24615636175750805,0.20966111444963703,0.731487966196338
108,Ayr,-4.629179,55.45856,0.8949531893833893,0.01,0.2201734118341132
109,Dumbarton,-4.564554,55.94529,0.9552927651915298,0.01,0.1459498798100194
110,Bude,-4.543678,50.826640000000005,0.22113863419950305,0.19720146145170409,0.7640891323517139
111,Isle of Man,-4.5126330999999995,54.27697,0.7097041696336392,0.9346719186177264,0.23356949441709926
112,Kilmarnock,-4.498792,55.61472,0.8945241291434056,0.01,0.20891223825350444
113,Newton Stewart,-4.483164,54.9603,0.7840549830973286,0.4428733443423322,0.1815763396050075
114,Liskeard,-4.4647190000000005,50.45552,0.31072138360197704,0.1789308375745057,0.6867336604458661
115,Altnaharra,-4.442655,58.28023,0.8104914448329888,0.3375005695698981,0.09404022019431553
116,Pwllheli,-4.417633900000001,52.888819999999996,0.1873957075537329,0.21277370286381492,0.7780475537654569
117,Lairg,-4.402414,58.022059999999996,0.8104914448329888,0.3375005695698981,0.09404022019431553
118,Launceston,-4.360451599999999,50.636829999999996,0.32161035287017586,0.16297779229069925,0.6722697352876611
119,Carmarthen,-4.312131,51.857620000000004,0.35937018005223953,0.5591253142108419,0.5968534545208537
120,Llangefni,-4.311401999999999,53.255790000000005,0.14632568353482,0.2202453930832109,0.8437217569100912
121,Caernarfon,-4.273911,53.13955,0.12489207372613718,0.21554791822237115,0.8593157957455467
122,Cumnock,-4.265828900000001,55.45355,0.8838172282303141,0.01,0.19690590787437928
123,Aberaeron,-4.2581619,52.24279,0.26909312163598265,0.5472645240876234,0.6421011561454104
124,Alness,-4.256825,57.69595,0.9073674779910375,0.35708943500806267,0.10360984831987534
125,Glasgow,-4.251806,55.86424,0.954791315334368,0.01,0.21852914865116602
126,Dalwhinnie,-4.242783,56.9366,0.8027996736346193,0.3483876359430383,0.0993588294524837
127,Inverness,-4.224721,57.47776999999999,0.9498662427544369,0.3656829184228951,0.10780796999479848
128,Saltash,-4.21643,50.409209999999995,0.37998090867336515,0.1630830096968532,0.6196361674074724
129,Bideford,-4.206666,51.01668,0.3137933076549743,0.5382027135738584,0.6302961163680069
130,Invergordon,-4.1728819999999995,57.688109999999995,0.9084015194502172,0.3572985238646255,0.10371199321483214
131,Llanelli,-4.160248,51.680890000000005,0.36637060972754965,0.5623389393727839,0.600691067201668
132,Plymouth,-4.1426565,50.37546,0.42396430983251143,0.16887424486430752,0.6441555314262416
133,Tavistock,-4.141654,50.551120000000004,0.3871521389784663,0.16402723592862062,0.6236339029549572
134,Porthmadog,-4.1333839999999995,52.92784,0.19642359681634758,0.2146101226767117,0.7853741553886942
135,Bangor,-4.129263,53.22739,0.15709812717683191,0.2226063318352813,0.8535254438344848
136,Tywyn,-4.087249,52.58701,0.3313258744670954,0.01,0.657312151929683
137,Aberystwyth,-4.08292,52.4153,0.14167909982504973,0.40939991826505234,0.8291704077186496
138,Lampeter,-4.0785089999999995,52.1129,0.2734102076529215,0.5493595766854878,0.6448304444103248
139,Barnstaple,-4.058338,51.07816,0.326391942621289,0.5439862568633818,0.6378305133894201
140,Tain,-4.05523,57.8115,0.8824260924589628,0.3520461500065793,0.10114608327193228
141,Okehampton,-4.004263,50.73831,0.42932161941012575,0.1620427689835776,0.5624573942855058
142,Llandeilo,-3.9914300000000003,51.88469,0.3510409107018525,0.5553016704051764,0.5922873762708717
143,Motherwell,-3.9810968,55.78321,0.9129552181438625,0.01,0.2118533102140749
144,Golspie,-3.976086,57.97341,0.8104914448329888,0.3375005695698981,0.09404022019431553
145,Airdrie,-3.9625660000000003,55.86626999999999,0.9012487567445181,0.01,0.2099852955038069
146,Swansea,-3.9436459999999998,51.62144,0.38972306245340105,0.5730591427250923,0.6134928055042347
147,Stirling,-3.9369029,56.116519999999994,0.9752346513953526,0.01,0.1483332198643947
148,Tregaron,-3.934385,52.22,0.2723699389935143,0.5488547413523912,0.6441727801818756
149,Tregaron,-3.934385,52.22,0.2723699389935143,0.5488547413523912,0.6441727801818756
150,Castle Douglas,-3.9314139999999997,54.940419999999996,0.8907374319619754,0.01,0.1643685219477011
151,Dolgellau,-3.8844,52.74215,0.1579529930998857,0.20678461323344421,0.7878263845853057
152,Aberfeldy,-3.866969,56.62175,0.9642695797357425,0.01,0.1092307580587256
153,Machynlleth,-3.853485,52.59027,0.3437659543265161,0.3614618110253111,0.6060636439789068
154,Brora,-3.8525480000000005,58.012159999999994,0.87138846305534,0.34981428078056387,0.10005576190619171
155,Llandudno,-3.827609,53.324059999999996,0.047977577550032575,0.22982912622624332,0.9396562245515329
156,Llandudno,-3.827609,53.324059999999996,0.047977577550032575,0.22982912622624332,0.9396562245515329
157,Aviemore,-3.823812,57.19449,0.8996511825116354,0.35552915772482047,0.10284761564128968
158,Dalbeattie,-3.8225269999999996,54.934219999999996,0.7986930772536838,0.4079659932082471,0.16168109608119824
159,Falkirk,-3.7839131,56.00188000000001,0.9074709788302806,0.01,0.21097818327665768
160,Kingsbridge,-3.777493,50.28395,0.6173326841408617,0.1466034587215787,0.40662516685923766
161,Pitlochry,-3.729711,56.70436,0.9473115596015829,0.01,0.10140414817388482
162,Colwyn Bay,-3.72764,53.29318000000001,0.06700174737163077,0.22459543161991855,0.916645162469779
163,Totnes,-3.685797,50.43374,0.6196722009035291,0.14683584056656349,0.4073819942065647
164,Grantown-on-Spey,-3.609628,57.33041,0.8770809085737998,0.35096532449736506,0.1006180742239122
165,Dumfries,-3.60512,55.070859999999996,0.8430182059891679,0.01,0.24874194842634129
166,Whitehaven,-3.589233,54.5497,0.38787440127557715,0.4704841962920017,0.5803842316626686
167,Dartmouth,-3.578807,50.35252,0.5614810999566726,0.13862377815281982,0.44835772320911976
168,Bridgend,-3.576945,51.504290000000005,0.3956500732401645,0.575779974001886,0.5854883811466381
169,Paignton,-3.564235,50.43508,0.6117453080165348,0.15707098699413058,0.44071610295623415
170,Workington,-3.5427519999999997,54.64357,0.4467582219560038,0.652115997939042,0.49551734600461417
171,Llanidloes,-3.5401949999999998,52.447790000000005,0.3013531680648788,0.34871160079357727,0.6389710991107967
172,Exeter,-3.533899,50.71841,0.6078889339045938,0.16944750929880273,0.4810243204994229
173,Torquay,-3.525315,50.46192,0.6958331405262591,0.14916688871409206,0.36639273859053356
174,Thurso,-3.5220800000000003,58.59356999999999,0.9023359710765854,0.35607203670339016,0.10311282497454559
175,Livingston,-3.518068,55.90071,0.9062829758961012,0.01,0.21078861216023023
176,Rhyl,-3.4916339999999995,53.319140000000004,0.05552868487123748,0.22666873670360166,0.9257609685255691
177,Tiverton,-3.491207,50.90205,0.5025812994253146,0.4919172589244882,0.46319277744569637
178,Tiverton,-3.491207,50.90205,0.5025812994253146,0.4919172589244882,0.46319277744569637
179,Minehead,-3.481152,51.20428,0.38904766447595956,0.5168711738646001,0.5463948277690134
180,Dunfermline,-3.452151,56.071740000000005,0.9025022974921714,0.01,0.2101853245712301
181,Perth,-3.4308381000000003,56.39499,0.9467882650246139,0.01,0.13722737935985954
182,Prestatyn,-3.4076129999999996,53.33651,0.04988931735439802,0.22527039905598312,0.9196128764516517
183,Builth Wells,-3.4045919999999996,52.15002,0.34348848368294216,0.5518346447185528,0.5881471604494176
184,Braemar,-3.3979439,57.00646999999999,0.8104914448329888,0.3375005695698981,0.09404022019431553
185,Brecon,-3.391463,51.94895,0.351234473749068,0.5553905276764876,0.5923934869010735
186,Merthyr Tydfil,-3.381646,51.74873,0.2722276587153679,0.6195967461326387,0.702698591753514
187,Llandrindod Wells,-3.377742,52.2417,0.32233918120131677,0.40522539772174787,0.6220310184517591
188,Corwen,-3.369242,52.98005,0.0440722583880446,0.21903166985117684,0.8921828896364324
189,Cockermouth,-3.367985,54.66326,0.35660569552723587,0.6450211923794565,0.5593796601519656
190,Lockerbie,-3.349008,55.122240000000005,0.7094898289881559,0.01,0.36288289184615674
191,Blairgowrie,-3.3378318,56.58941,0.9648793655206792,0.01,0.10307969385489062
192,Elgin,-3.318485,57.64945,0.9418848940514252,0.3640690459235608,0.10701955477445567
193,Newtown,-3.313106,52.51211,0.4311164165286852,0.01,0.5801201179020157
194,Ruthin,-3.3103108,53.114869999999996,0.03790308056859406,0.2272751267343905,0.9284270175858291
195,Ruthin,-3.3103108,53.114869999999996,0.03790308056859406,0.2272751267343905,0.9284270175858291
196,Sidmouth,-3.2375599999999998,50.67865,0.6198483287136629,0.13951067415817167,0.4062432640463036
197,Barrow-in-Furness,-3.2188939999999997,54.10896999999999,0.3562514678989717,0.4743601446962812,0.6243718274367046
198,Peebles,-3.1936419999999996,55.65306999999999,0.8883535368027111,0.01,0.17908990414577228
199,Edinburgh,-3.1882669999999997,55.95325,0.9673473327231784,0.01,0.19972060696042518
200,Cardiff,-3.17909,51.48158,0.5121949102634568,0.4850709337204214,0.5347498856976753
201,Llangollen,-3.1716599999999997,52.96921,0.012210893100945683,0.2207618805805415,0.9357392810470715
202,Kirkcaldy,-3.158137,56.11682,0.9930681453199287,0.01,0.13520240817640441
203,Welshpool,-3.146407,52.66035,0.28271458101011965,0.01,0.7393100431215122
204,Mold,-3.1419029999999997,53.1672,0.03333133349981931,0.22611615265046459,0.9601523840044462
205,Mold,-3.1419029999999997,53.1672,0.03333133349981931,0.22611615265046459,0.9601523840044462
206,Taunton,-3.106849,51.01534,0.5932041491416707,0.01,0.48890827251645924
207,Wick,-3.093716,58.43894,0.8986578334800912,0.3553282971003944,0.10274949043404406
208,John o' Groats,-3.0688997000000002,58.63734,0.8104914448329888,0.3375005695698981,0.09404022019431553
209,Dalkeith,-3.066606,55.893119999999996,0.9147037497634464,0.01,0.191920233449974
210,Oswestry,-3.056412,52.85715,0.01,0.22938316191618857,0.975048495842847
211,Blackpool,-3.0356748,53.81751,0.19446773067750117,0.5074248167174398,0.796775140354008
212,Birkenhead,-3.023009,53.389990000000004,0.06418977267041083,0.24300652180945284,0.9580218253151447
213,Cupar,-3.010137,56.32023,0.8682494574156043,0.01,0.19451374558639495
214,Southport,-3.010113,53.64571,0.03974707626237385,0.2543125611193373,0.9644777721016511
215,Bridgwater,-3.003632,51.12789,0.6029600082178637,0.01,0.4926696433421245
216,Langholm,-2.998913,55.153059999999996,0.5785256170072022,0.16273360669602127,0.40615876433753884
217,Newport,-2.997664,51.58415,0.51029352080945,0.46502213217583105,0.5097200196596557
218,Axminster,-2.9949369999999997,50.78273,0.601942042222725,0.01,0.45041879383397515
219,Wrexham,-2.9924939999999998,53.043040000000005,0.03994151072154519,0.22779190782446257,0.9677930834421858
220,Liverpool,-2.9915726,53.40837,0.08227187124345726,0.24776821466752286,0.9781822268492659
221,Weston-super-Mare,-2.977255,51.347409999999996,0.5352813966022125,0.3156738017089094,0.4946150892354677
222,Dundee,-2.9707209999999997,56.462019999999995,0.9932685955579814,0.01,0.14258404701188584
223,Kirkwall,-2.9622491,58.984669999999994,0.9024188410155091,0.3560887934597263,0.10312101104980524
224,Ambleside,-2.961333,54.428740000000005,0.39212050870366216,0.7081302782175829,0.5441649748185636
225,Orkney Islands,-2.9605206,58.980940000000004,0.9044482056137897,0.3564991421160946,0.10332147615870413
226,Lyme Regis,-2.936639,50.725159999999995,0.595996671771515,0.01,0.44829694721486374
227,Carlisle,-2.932931,54.892469999999996,0.45755066481850487,0.5882962577513906,0.5358896346416443
228,Chester,-2.893075,53.19339,0.04809188934409953,0.22985812158676502,0.9772141006509282
229,Forfar,-2.889062,56.64356,0.9819803824340756,0.01,0.10471071910425889
230,Morecambe,-2.864968,54.074169999999995,0.31951192767725883,0.5130930739619798,0.6393614715305991
231,Selkirk,-2.838524,55.55066,0.8683753615223735,0.01,0.21165374072406082
232,Galashiels,-2.814449,55.62373,0.8976369210589623,0.01,0.18041802122188522
233,Lancaster,-2.8007399,54.046569999999996,0.4271452785221715,0.5199717094154489,0.5642096612476521
234,St Andrews,-2.7967214,56.339780000000005,0.9693477230160705,0.01,0.12578298763053317
235,Hawick,-2.780914,55.42706,0.7341362074420098,0.01,0.32249949950192053
236,Bridport,-2.758301,50.733579999999996,0.5562227505910741,0.01,0.4882025728876545
237,Shrewsbury,-2.7553267999999997,52.7073,0.2560549250007123,0.01,0.8185019487073583
238,Penrith,-2.752708,54.6641,0.5187655336747813,0.5848751491461502,0.46886678863569925
239,Kendal,-2.74629,54.32801,0.43096120696611123,0.912651097631651,0.4864779579079216
240,Street,-2.7429189999999997,51.12468,0.49575628163553964,0.01,0.5285281855418265
241,Glastonbury,-2.718454,51.14743,0.5054617645713476,0.01,0.5328232912536833
242,Hereford,-2.715974,52.0564,0.3676200708403766,0.36539933364200733,0.6431883090478387
243,Ludlow,-2.7139129,52.36775,0.20970878480489027,0.01,0.8187961835966663
244,Preston,-2.70309,53.7632,0.4452774263008016,0.5273045484784915,0.573165329133949
245,Whitchurch,-2.682045,52.96872,0.05878312933984578,0.38955212130594286,0.8806906478720063
246,Wells,-2.6445979,51.20935,0.5681671001928814,0.01,0.4856944574732873
247,Yeovil,-2.633308,50.94206,0.5776637032689366,0.01,0.4966745111822428
248,Wigan,-2.6325074,53.54506,0.17195815941706222,0.01,0.915853265783393
249,Warrington,-2.5969501,53.39004,0.08403639099903414,0.01,1.0
250,Arbroath,-2.591543,56.55911,1.0,0.01,0.09499281993947382
251,Bristol,-2.58791,51.45451,0.6295280625514286,0.01,0.5096291027832642
252,Guernsey,-2.5852779999999997,49.46569,0.4619986810743714,0.01,0.47029817709513444
253,Ross-on-Wye,-2.582446,51.91445,0.5041736576415521,0.01,0.5573819946980751
254,Jedburgh,-2.5549369,55.47772,0.6420819161180666,0.1573430253215959,0.3647360931681982
255,Sedbergh,-2.5281740000000004,54.32363,0.4779775486407103,0.8902827723858566,0.4003312265523854
256,Sedbergh,-2.5281740000000004,54.32363,0.4779775486407103,0.8902827723858566,0.4003312265523854
257,Nantwich,-2.524102,53.067190000000004,0.1393030164127138,0.3684725094805447,0.8292012939708949
258,Banff,-2.524038,57.666509999999995,0.8990618663059324,0.3554099947546025,0.10278940168730019
259,Dunbar,-2.516737,56.00209,0.8412615057369158,0.01,0.24841202580214994
260,Cinderford,-2.5009579,51.8253,0.6129732746698543,0.01,0.45098910928430974
261,Banchory,-2.4909599,57.05386,0.9117343074201203,0.357972431878281,0.10404121335787084
262,Blackburn,-2.487529,53.748580000000004,0.3771616466003761,0.01,0.7039121971825057
263,Market Drayton,-2.483485,52.90355,0.183784426792771,0.01,0.8162856716403386
264,Telford,-2.4672611,52.67759,0.19273920107320164,0.01,0.86615832641264
265,Montrose,-2.4661150000000003,56.70692,0.9174746822465317,0.35913316716412563,0.10460826023829439
266,Turriff,-2.4623,57.53893000000001,0.9027465133916616,0.3561550506120375,0.103153379249499
267,Weymouth,-2.457621,50.61443,0.6197458936052486,0.01,0.4533906989180118
268,Crewe,-2.4438209,53.10041,0.062397062514481995,0.34007541577572376,0.9259729793881675
269,Fortuneswell,-2.4422189999999997,50.55919,0.5832494646559093,0.01,0.4404489630447864
270,Dorchester,-2.4411810000000003,50.71116,0.749864636503836,0.01,0.3528650718620297
271,Alston,-2.438685,54.812169999999995,0.48389352117651907,0.19002244618575048,0.4861462225799819
272,Kelso,-2.432207,55.600030000000004,0.7093213186778516,0.1585217156361199,0.3163713033782508
273,Wincanton,-2.416007,51.055690000000006,0.5387988041378798,0.01,0.4942337322337047
274,Clitheroe,-2.3930830000000003,53.8711,0.48882526604835086,0.9247056112711074,0.4185489555976391
275,Sark,-2.3666256000000003,49.43007,0.4619986810743714,0.01,0.47029817709513444
276,Bath,-2.3590167,51.38106,0.5750660376996412,0.01,0.5299805204082778
277,Kidderminster,-2.2496839,52.3886,0.25373017463358327,0.01,0.7944600388548156
278,Manchester,-2.2426305,53.48076,0.3752710874478439,0.2851389732133251,0.7185139500605814
279,Burnley,-2.2405035,53.78929,0.42025915199203484,0.4259186932318866,0.5880559865617359
280,Gloucester,-2.238156,51.86424,0.4868134611486258,0.01,0.6114008691723737
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.13649386637752134,0.3521254674990883,0.8466121638637756
282,Worcester,-2.221575,52.19364,0.3083839180597579,0.01,0.7768625177950476
283,Trowbridge,-2.208853,51.31966,0.5726875795416537,0.01,0.5289837656311258
284,Shaftesbury,-2.198083,51.0046,0.580291106862296,0.01,0.4644641632800774
285,Alderney,-2.1973557,49.715,0.46607452055049114,0.01,0.46654029867731306
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.21951148134447745,0.4069355330116726,0.7906198737004019
287,Colne,-2.176991,53.85564,0.4736341003729982,0.44369484852225927,0.5071778392244098
288,Blandford Forum,-2.165353,50.85691,0.5883832099530825,0.01,0.44645802262929174
289,Rochdale,-2.1561,53.60971,0.23141321297602388,0.2683224610813469,0.8030427290837097
290,Jersey,-2.13125,49.21444,0.46607452055049114,0.01,0.46654029867731306
291,Wolverhampton,-2.12882,52.586969999999994,0.2498666459512565,0.01,0.8233913715941222
292,Stafford,-2.12066,52.80669,0.21524116776071336,0.01,0.8553402779373355
293,Macclesfield,-2.119287,53.25866,0.1929267027862191,0.3476506096371243,0.8137236292440045
294,Hexham,-2.1121439,54.97266,0.6073396508787053,0.19761474703400633,0.44404064873622795
295,Aberdeen,-2.094278,57.149719999999995,0.9719730880650073,0.37015304383920505,0.1099917329107128
296,Dudley,-2.081112,52.51226,0.2638155877335071,0.01,0.8072054017820225
297,Cheltenham,-2.0782533,51.899390000000004,0.2681044428720926,0.01,0.808138981190168
298,Bromsgrove,-2.061906,52.33559,0.20622952717030907,0.01,0.8475678692863859
